"","USDCNHClose","USDCNH_hpft","USDCNH_hpfc","USDXClose","USDX_hpft","USDX_hpfc","GBPUSDClose","GBPUSD_hpft","GBPUSD_hpfc","EURUSDClose","EURUSD_hpft","EURUSD_hpfc","AUDUSDClose","AUDUSD_hpft","AUDUSD_hpfc","USDJPYClose","USDJPY_hpft","USDJPY_hpfc","USB10YUSDClose","USB10YUSD_hpft","USB10YUSD_hpfc"
"2012-05-01",6.3,6.36216996611461,-0.0621699661146133,78.82,80.8003836591261,-1.98038365912614,1.622,1.57768667109722,0.0443133289027783,1.3237,1.28287412485866,0.0408258751413432,1.0334,1.02757824367819,0.00582175632180804,80.09,79.5527595076838,0.537240492316207,129.162,130.804522200057,-1.64252220005712
"2012-05-02",6.3058,6.36204169093272,-0.0562416909327179,79.15,80.820649988083,-1.67064998808304,1.62,1.57772900172904,0.0422709982709573,1.3154,1.28233780841613,0.0330621915838652,1.0332,1.02740711142892,0.00579288857107565,80.12,79.5457306774062,0.574269322593828,129.162,130.804522200057,-1.64252220005712
"2012-05-03",6.3034,6.36191339005226,-0.0585133900522581,79.2,80.8408221700473,-1.64082217004727,1.618,1.57776888207364,0.0402311179263634,1.3152,1.28180278921509,0.0333972107849144,1.0266,1.02723955235951,-0.000639552359506192,80.18,79.5381916539442,0.641808346055851,129.162,130.804522200057,-1.64252220005712
"2012-05-04",6.305,6.36178501452662,-0.0567850145266171,79.51,80.8608873802192,-1.35088738021914,1.615,1.57780645963645,0.0371935403635494,1.3084,1.28126937775573,0.0271306222442682,1.018,1.02707588330096,-0.0090758833009591,79.84,79.5301606831575,0.309839316842528,129.162,130.804522200057,-1.64252220005712
"2012-05-07",6.309,6.36165649122209,-0.0526564912220937,79.58,80.8808321155492,-1.30083211554916,1.619,1.57784189855288,0.0411581014471209,1.3054,1.28073789834336,0.0246621016566412,1.02,1.02691642081994,-0.00691642081994286,79.88,79.5216562762035,0.358343723796466,129.162,130.804522200057,-1.64252220005712
"2012-05-08",6.3082,6.36152772353235,-0.0533277235323472,79.88,80.9006423145848,-1.02064231458479,1.615,1.57787537833262,0.0371246216673767,1.2998,1.28020868649796,0.0195913135020431,1.0109,1.0267614777315,-0.0158614777314952,79.87,79.5126970723164,0.357302927683616,129.162,130.804522200057,-1.64252220005712
"2012-05-09",6.3146,6.36139859308496,-0.0467985930849599,80.16,80.9203033781629,-0.760303378162949,1.613,1.57790709549848,0.0350929045015156,1.2929,1.27968208793383,0.0132179120661656,1.0035,1.02661136399171,-0.0231113639917061,79.67,79.5033018588529,0.166698141147131,129.162,130.804522200057,-1.64252220005712
"2012-05-10",6.313,6.36126895946398,-0.0482689594639792,80.19,80.9398002852266,-0.749800285226605,1.614,1.57793726191909,0.0360627380809078,1.2934,1.27915845646358,0.0142415435364247,1.0054,1.02646638300015,-0.0210663830001481,79.87,79.493489570866,0.376510429134025,129.162,130.804522200057,-1.64252220005712
"2012-05-11",6.3148,6.36113866290879,-0.0463386629087923,80.3,80.9591177004409,-0.659117700440858,1.607,1.57796610396908,0.0290338960309237,1.2915,1.2786381513635,0.0128618486364995,1.0018,1.02632682860309,-0.0245268286030851,79.93,79.4832792123136,0.446720787686417,129.162,130.804522200057,-1.64252220005712
"2012-05-14",6.3225,6.36100752370635,-0.0385075237063524,80.7,80.9782399785332,-0.278239978533209,1.609,1.57799386292995,0.0310061370700529,1.2822,1.27812153779682,0.00407846220318254,0.9957,1.0261929859388,-0.0304929859387974,79.86,79.4726899427901,0.3873100572099,129.162,130.804522200057,-1.64252220005712
"2012-05-15",6.3212,6.36087534298905,-0.0396753429890509,81.23,80.9971512017786,0.232848798221368,1.6,1.57802079208466,0.0219792079153408,1.2732,1.27760898624331,-0.00440898624330926,0.9938,1.02606513000716,-0.0322651300071636,80.16,79.4617411065436,0.698258893456393,129.162,130.804522200057,-1.64252220005712
"2012-05-16",6.323,6.36074190597183,-0.0377419059718292,81.41,81.0158353374383,0.394164662561675,1.591,1.57804715753286,0.0129528424671406,1.2715,1.27710086886863,-0.0056008688686337,0.9909,1.02594352320349,-0.0350435232034853,80.3,79.4504522079227,0.849547792077303,129.162,130.804522200057,-1.64252220005712
"2012-05-17",6.3256,6.36060698146944,-0.0350069814694369,81.5,81.0342764490247,0.465723550975271,1.579,1.57807323445952,0.00092676554048396,1.2694,1.27659755601595,-0.00719755601594647,0.9893,1.02582841458594,-0.0365284145859449,79.34,79.4388430399072,-0.0988430399072135,129.162,130.804522200057,-1.64252220005712
"2012-05-18",6.3246,6.36047032269564,-0.0358703226956378,81.09,81.0524587629812,0.0375412370187768,1.581,1.57809930340378,0.00290069659621904,1.2778,1.27609941571322,0.00170058428678092,0.9843,1.02572003872713,-0.0414200387271345,79,79.4269337466463,-0.426933746646334,129.162,130.804522200057,-1.64252220005712
"2012-05-21",6.323,6.36033166839371,-0.0373316683937123,80.95,81.0703666982629,-0.120366698262898,1.582,1.57812564528789,0.0038743547121063,1.2814,1.27560681301326,0.00579318698674303,0.9915,1.0256186151003,-0.0341186151003043,79.29,79.4147444314308,-0.124744431430831,129.162,130.804522200057,-1.64252220005712
"2012-05-22",6.3262,6.3601907424796,-0.0339907424795971,81.7,81.0879846893431,0.612015310656936,1.575,1.57815254223312,-0.00315254223312397,1.2672,1.27512011367182,-0.00792011367181746,0.9782,1.02552434605729,-0.0473243460572943,79.98,79.4022950210749,0.577704978925111,129.162,130.804522200057,-1.64252220005712
"2012-05-23",6.3339,6.36004725343782,-0.0261472534378184,82.03,81.1052971209403,0.924702879059713,1.569,1.57818027796225,-0.00918027796224758,1.2586,1.27463968583932,-0.0160396858393198,0.9759,1.0254374198467,-0.0495374198467003,79.46,79.3896053908277,0.0703946091722911,129.162,130.804522200057,-1.64252220005712
"2012-05-24",6.3431,6.3599008957025,-0.0168008957024973,82.27,81.1222886307549,1.14771136924514,1.567,1.5782091348949,-0.0112091348949006,1.2539,1.27416589439233,-0.0202658943923301,0.9767,1.02535800515511,-0.0486580051551139,79.58,79.3766956547396,0.203304345260428,129.162,130.804522200057,-1.64252220005712
