"","IF00C1Close","IF00C1_hpft","IF00C1_hpfc","IH00C1Close","IH00C1_hpft","IH00C1_hpfc","CN00YClose","CN00Y_hpft","CN00Y_hpfc","T00C1Close","T00C1_hpft","T00C1_hpfc","TF00C1Close","TF00C1_hpft","TF00C1_hpfc","CL00YClose","CL00Y_hpft","CL00Y_hpfc","AU0Close","AU0_hpft","AU0_hpfc","GC00YClose","GC00Y_hpft","GC00Y_hpfc","RB0Close","RB0_hpft","RB0_hpfc","SR0Close","SR0_hpft","SR0_hpfc","TA0Close","TA0_hpft","TA0_hpfc","I0Close","I0_hpft","I0_hpfc","NI0Close","NI0_hpft","NI0_hpfc","CF0Close","CF0_hpft","CF0_hpfc","P0Close","P0_hpft","P0_hpfc","M0Close","M0_hpft","M0_hpfc","AG0Close","AG0_hpft","AG0_hpfc","SI00YClose","SI00Y_hpft","SI00Y_hpfc","Y0Close","Y0_hpft","Y0_hpfc","ZS00YClose","ZS00Y_hpft","ZS00Y_hpfc","SCMClose","SCM_hpft","SCM_hpfc","SPXClose","SPX_hpft","SPX_hpfc","FTSEClose","FTSE_hpft","FTSE_hpfc"
"2010-04-19",3197.4,2837.7245618757,359.675438124297,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,82,77.9619361905658,4.03806380943418,249.7,255.1426364512,-5.44263645120038,1136,1157.442219086,-21.4422190859999,4752,4397.66126773695,354.338732263053,5069,5084.68252508852,-15.6825250885227,8466,7913.27226428004,552.727735719957,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16790,16354.8068291877,435.1931708123,6888,6703.72473793716,184.275262062839,2858,2840.04805418544,17.951945814564,6002,5758.79417522844,243.205824771557,17.8,17.3449325707795,0.455067429220528,7610,7518.20963575727,91.7903642427298,986.5,947.058250160371,39.4417498396292,424,436.665146402652,-12.6651464026519,1197.52,1123.568034596,73.9519654040002,5727.91,5373.3499431861,354.560056813901
"2010-04-20",3214.6,2837.91594115256,376.684058847438,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,82.98,77.929657779976,5.05034222002397,251.07,255.352391472544,-4.28239147254411,1138.8,1158.53796686602,-19.7379668660217,4772,4395.81967634346,376.180323656539,5128,5080.67418260694,47.3258173930599,8544,7906.56388179353,637.436118206466,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16945,16366.3667265536,578.633273446419,6902,6703.18784341526,198.81215658474,2891,2841.03363031699,49.966369683015,6002,5758.79417522844,243.205824771557,17.39,17.359011720469,0.0309882795309704,7630,7521.19165045528,108.808349544718,994,947.21381018975,46.7861898102497,424,436.665146402652,-12.6651464026519,1207.17,1123.30311806859,83.8668819314054,5783.69,5371.73516679694,411.954833203064
"2010-04-21",3267.2,2838.10746910478,429.092530895216,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,83.46,77.8969630794483,5.56303692055166,252.56,255.562832262079,-3.00283226207931,1147,1159.6359223149,-12.6359223149044,4759,4393.93926501884,365.06073498116,5099,5076.83252444794,22.1674755520635,8552,7899.90068461066,652.09931538934,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,17160,16378.305434683,781.694565316983,6924,6702.75292162683,221.247078373167,2885,2842.04856189282,42.9514381071797,6002,5758.79417522844,243.205824771557,18.06,17.3732768076754,0.686723192324636,7646,7524.25580339719,121.744196602814,1006,947.382510751087,58.6174892489131,424,436.665146402652,-12.6651464026519,1205.94,1123.02982164997,82.91017835003,5723.43,5370.10149150311,353.328508496891
"2010-04-22",3236.2,2838.29945011377,397.900549886226,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,83.6,77.8638880110003,5.73611198899972,252.5,255.773924829862,-3.2739248298622,1139.2,1160.73591479156,-21.5359147915601,4734,4392.02206272408,341.977937275923,5122,5073.16136400994,48.8386359900584,8518,7893.28817488177,624.711825118234,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,17090,16390.6373122688,699.362687731173,6906,6702.42373459931,203.576265400694,2888,2843.09318474038,44.906815259623,6002,5758.79417522844,243.205824771557,18,17.3877319254502,0.612268074549768,7640,7527.40424773252,112.595752267475,1015,947.564666892487,67.4353331075125,424,436.665146402652,-12.6651464026519,1208.67,1122.74842940472,85.9215705952792,5665.33,5368.45128527542,296.87871472458
"2010-04-23",3221.2,2838.49236593053,382.707634069465,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,85.09,77.8304707961862,7.25952920381376,251.26,255.9856339447,-4.72563394470013,1154.1,1161.83776843171,-7.73776843171289,4740,4390.07024932152,349.929750678479,5091,5069.66452385459,21.3354761454106,8542,7886.7321243091,655.267875690901,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,17110,16403.3770411265,706.622958873454,6964,6702.20413581484,261.795864185162,2918,2844.16785244137,73.8321475586254,6002,5758.79417522844,243.205824771557,18.62,17.4023814507099,1.21761854929012,7702,7530.63918693458,171.360813065425,1010,947.760617892122,62.2393821078776,424,436.665146402652,-12.6651464026519,1217.28,1122.45925966919,94.8207403308053,5723.65,5366.78706213649,356.86293786351
"2010-04-26",3219.6,2838.68686278216,380.913137217841,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,83.78,77.7967520276375,5.98324797236246,255.41,256.19792302209,-0.78792302208977,1152.4,1162.94129846902,-10.541298469016,4734,4388.08614603341,345.913853966587,5013,5066.34584673109,-53.3458467310922,8554,7880.23856282542,673.761437174576,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,17120,16416.5395921586,703.460407841424,7000,6702.09806290624,297.901937093762,2929,2845.2729371403,83.7270628596976,6002,5758.79417522844,243.205824771557,18.295,17.4172300134576,0.87776998654242,7942,7533.96287101945,408.037128980546,1009,947.970730903277,61.029269096723,424,436.665146402652,-12.6651464026519,1212.05,1122.16266629624,89.8873337037625,5753.85,5365.11145882663,388.738541173374
"2010-04-27",3138.8,2838.88374509169,299.916254908314,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,82.28,77.7627752987833,4.51722470121668,254.39,256.410753524142,-2.02075352414162,1165.5,1164.04631693864,1.45368306136475,4678,4386.07221872903,291.927781270972,4986,5063.20918420827,-77.2091842082681,8478,7873.81379122502,604.186208774975,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,17145,16430.1402283574,714.859771642626,7026,6702.10956172145,323.890438278554,2917,2846.40884150084,70.5911584991602,6002,5758.79417522844,243.205824771557,18.215,17.4322827470112,0.782717252988845,7950,7537.37762083693,412.622379163073,993,948.195398806467,44.8046011935333,424,436.665146402652,-12.6651464026519,1183.71,1121.85904233378,61.8509576662212,5603.52,5363.42725959897,240.092740401034
"2010-04-28",3129,2839.08397473633,289.916025263675,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,83.19,77.7285866762867,5.46141332371328,256.8,256.62408658727,0.1759134127299,1172.3,1165.15263151839,7.14736848161145,4588,4384.03107626437,203.968923735626,4977,5060.25836580317,-83.258365803168,8430,7867.46438880801,562.535611191989,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,17205,16444.1945034978,760.805496502168,6966,6702.24280124944,263.757198750561,2896,2847.57600279605,48.4239972039477,6002,5758.79417522844,243.205824771557,18.115,17.447545147523,0.667454852477022,7866,7540.88592590278,325.114074097222,993.5,948.435039709262,45.064960290738,424,436.665146402652,-12.6651464026519,1191.36,1121.54881798558,69.8111820144179,5586.61,5361.73740939551,224.872590604493
"2010-04-29",3083.8,2839.2886375666,244.511362433399,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,85.58,77.6942340940499,7.88576590595008,257.08,256.837882512591,0.242117487408676,1173.3,1166.26005048698,7.03994951301624,4583,4381.96544816676,201.034551833242,4926,5057.49718911871,-131.497189118706,8386,7861.19718462079,524.802815379206,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16935,16458.7182668498,476.281733150151,6916,6702.50208436265,213.497915637346,2900,2848.77488747862,51.2251125213773,6002,5758.79417522844,243.205824771557,18.51,17.463023034689,1.04697696531099,7830,7544.49044629426,285.509553705735,996,948.690090239653,47.3099097603468,424,436.665146402652,-12.6651464026519,1206.78,1121.23244902208,85.5475509779187,5617.84,5360.04495240293,257.795047597072
"2010-04-30",3107,2839.49893927269,267.501060727308,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,86.22,77.659767743504,8.56023225649597,258.59,257.052101673938,1.53789832606231,1180.3,1167.36838507757,12.9316149224309,4635,4379.87814827595,255.12185172405,4938,5054.92941734175,-116.929417341747,8400,7855.01924023944,544.980759760564,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16935,16473.7276821696,461.272317830377,6950,6702.89182295986,247.108177040142,2922,2850.00598201773,71.9940179822669,6002,5758.79417522844,243.205824771557,18.65,17.4787225041051,1.17127749589485,7868,7548.19397647796,319.806023522037,999,948.961005653657,50.0389943463429,424,436.665146402652,-12.6651464026519,1186.69,1120.91042007087,65.7795799291348,5553.29,5358.35302576122,194.936974238784
