"","IF00C1Close","IF00C1_hpft","IF00C1_hpfc","IH00C1Close","IH00C1_hpft","IH00C1_hpfc","CN00YClose","CN00Y_hpft","CN00Y_hpfc","T00C1Close","T00C1_hpft","T00C1_hpfc","TF00C1Close","TF00C1_hpft","TF00C1_hpfc","CL00YClose","CL00Y_hpft","CL00Y_hpfc","AU0Close","AU0_hpft","AU0_hpfc","GC00YClose","GC00Y_hpft","GC00Y_hpfc","RB0Close","RB0_hpft","RB0_hpfc","SR0Close","SR0_hpft","SR0_hpfc","TA0Close","TA0_hpft","TA0_hpfc","I0Close","I0_hpft","I0_hpfc","NI0Close","NI0_hpft","NI0_hpfc","CF0Close","CF0_hpft","CF0_hpfc","P0Close","P0_hpft","P0_hpfc","M0Close","M0_hpft","M0_hpfc","AG0Close","AG0_hpft","AG0_hpfc","SI00YClose","SI00Y_hpft","SI00Y_hpfc","Y0Close","Y0_hpft","Y0_hpfc","ZS00YClose","ZS00Y_hpft","ZS00Y_hpfc","SCMClose","SCM_hpft","SCM_hpfc","SPXClose","SPX_hpft","SPX_hpfc","FTSEClose","FTSE_hpft","FTSE_hpfc"
"2010-05-04",3076.4,2839.7161866159,236.683813384099,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,82.42,77.5907110802983,4.82928891970168,258.61,257.266704545223,1.34329545477652,1167.8,1169.58706304282,-1.78706304282418,4665,4377.77207353139,287.227926468612,4819,5052.5587593034,-233.558759303403,8350,7848.93783417247,501.062165827534,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16850,16489.2391100876,360.760889912451,6910,6703.41651719166,206.583482808342,2920,2851.26979405696,68.7302059430428,6002,5758.79417522844,243.205824771557,17.645,17.51081278734,0.134187212660047,7828,7551.99942893846,276.000571061544,987,949.552351064778,37.4476489352223,424,436.665146402652,-12.6651464026519,1173.6,1120.25148935391,53.3485106460888,5411.11,5356.66487317244,54.4451268275614
"2010-05-05",3076.4,2839.94179693174,236.458203068255,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,80.15,77.5562381547811,2.59376184521892,257.33,257.481652236067,-0.151652236067058,1175.4,1170.69705061232,4.70294938767607,4653,4375.65022632962,277.34977367038,4809,5050.38887550079,-241.388875500786,8284,7842.96047020128,441.039529798721,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16725,16505.2691019071,219.730898092902,6924,6704.08076935283,219.919230647171,2937,2852.56686099935,84.4331390006498,6002,5758.79417522844,243.205824771557,17.555,17.5272181430683,0.0277818569316808,7864,7555.9098483553,308.090151644695,978,949.873787452562,28.1262125474381,424,436.665146402652,-12.6651464026519,1165.9,1119.91571571032,45.9842842896794,5341.93,5354.9838189178,-13.053818917799
"2010-05-06",2967.4,2840.17728539129,127.222714608708,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,77.65,77.5218846930174,0.128115306982576,258.2,257.696906411351,0.503093588648741,1199.2,1171.80723610936,27.3927638906389,4637,4373.51572779565,263.484272204354,4794,5048.4233298867,-254.423329886705,8206,7837.09485922647,368.905140773533,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16680,16521.8343580545,158.165641945465,6862,6704.88926713156,157.110732868435,2892,2853.89774865817,38.1022513418316,6002,5758.79417522844,243.205824771557,17.605,17.5438737361734,0.0611262638265692,7770,7559.92839349562,210.07160650438,954,950.213096300536,3.78690369946408,424,436.665146402652,-12.6651464026519,1128.15,1119.57653318481,8.57346681519101,5260.99,5353.31320978389,-92.3232097838908
"2010-05-07",2897.6,2840.42426490791,57.1757350920925,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,75.41,77.4877141609951,-2.07771416099513,264.6,257.912428673273,6.6875713267268,1208.3,1172.91744544549,35.3825545545119,4545,4371.37181369974,173.628186300258,4697,5046.66558663491,-349.665586634911,8036,7831.34889445628,204.651105543718,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16545,16538.9516697863,6.04833021366886,6704,6705.84678912225,-1.84678912225245,2854,2855.26305774807,-1.26305774806701,6002,5758.79417522844,243.205824771557,18.395,17.560787162984,0.834212837016048,7620,7564.0583504786,55.9416495214046,960,950.570815608819,9.42918439118134,424,436.665146402652,-12.6651464026519,1110.88,1119.23456377958,-8.35456377957904,5123.02,5351.65638716144,-228.636387161436
"2010-05-10",2918,2840.68440098378,77.3155990162227,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,76.9,77.4537900776597,-0.553790077659653,262.75,258.128180831987,4.62181916801277,1202.2,1174.02751585532,28.1724841446766,4534,4369.22182872596,164.77817127404,4800,5045.11900474943,-245.119004749428,8096,7825.7306215898,270.269378410196,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16675,16556.637893734,118.362106265957,6800,6706.95817886171,93.041821138295,2898,2856.66340473341,41.3365952665862,6002,5758.79417522844,243.205824771557,18.45,17.5779660450955,0.872033954904543,7732,7568.30309225834,163.696907741656,961,950.947484942838,10.0525150571624,424,436.665146402652,-12.6651464026519,1159.73,1118.89043304075,40.8395669592455,5387.42,5350.01665427838,37.4033457216238
"2010-05-11",2801.6,2840.95938275522,-39.3593827552164,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,75.86,77.4201751031129,-1.56017510311291,265.64,258.344127462021,7.2958725379786,1228.2,1175.13729919921,53.0627008007874,4479,4367.06918932927,111.930810670727,4779,5043.78679869761,-264.786798697611,8042,7820.24817092102,221.751829078983,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16625,16574.9098890337,50.0901109663062,6744,6708.22827912407,35.7717208759283,2881,2858.09940555675,22.9005944432472,6002,5758.79417522844,243.205824771557,19.35,17.5954183489336,1.75458165106642,7670,7572.66601491332,97.3339850866772,966,951.343647765729,14.6563522342714,424,436.665146402652,-12.6651464026519,1155.79,1118.54476306102,37.2452369389777,5334.21,5348.39721985362,-14.1872198536231
"2010-05-12",2836.2,2841.25093131765,-5.05093131764611,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,75.36,77.386931668542,-2.02693166854199,270.17,258.560235048378,11.6097649516221,1237.1,1176.24665898287,60.8533410171278,4406,4364.91738007733,41.0826199226729,4832,5042.6720816234,-210.672081623401,8092,7814.90978446161,277.090215538392,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16655,16593.7845637444,61.215436255587,6778,6709.66197114279,68.3380288572103,2911,2859.57169324735,51.4283067526525,6002,5758.79417522844,243.205824771557,19.5,17.6131524013869,1.88684759861306,7720,7577.1505821877,142.849417812295,965.5,951.75985169594,13.7401483040603,424,436.665146402652,-12.6651464026519,1171.67,1118.1981928145,53.4718071855024,5383.45,5346.8013080671,36.6486919328993
"2010-05-13",2894.6,2841.56075149688,53.039248503121,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,73.72,77.3541215602206,-3.63412156022062,271.14,258.776473091879,12.3635269081209,1235.7,1177.355480646,58.3445193539954,4400,4362.76993180546,37.2300681945379,4854,5041.77785721941,-187.777857219408,8058,7809.72379588705,248.276204112948,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16795,16613.2788466323,181.721153367684,6734,6711.26415093799,22.735849062007,2914,2861.08091030075,52.9190896992546,6002,5758.79417522844,243.205824771557,19.485,17.6311772546187,1.85382274538127,7704,7581.76029805941,122.239701940594,964.5,952.196650410223,12.3033495897774,424,436.665146402652,-12.6651464026519,1157.44,1117.85137667099,39.5886233290136,5433.73,5345.23213723436,88.4978627656428
"2010-05-14",2862.6,2841.89054603096,20.7094539690425,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,72.05,77.3218057265715,-5.27180572657152,271.32,258.992815892357,12.3271841076425,1232.8,1178.46367478264,54.3363252173617,4367,4360.6303923309,6.3696076690956,4778,5041.10704209437,-263.107042094369,7820,7804.69865341056,15.3013465894443,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16790,16633.4096917665,156.590308233461,6656,6713.03974277797,-57.0397427779735,2884,2862.62772047064,21.3722795293646,6002,5758.79417522844,243.205824771557,19.19,17.6495027407389,1.54049725926106,7642,7586.49872555446,55.5012744455386,953.5,952.654603264977,0.845396735022774,424,436.665146402652,-12.6651464026519,1135.68,1117.50499110339,18.1750088966143,5262.85,5343.69294081995,-80.842940819948
"2010-05-17",2719,2842.24203958221,-123.24203958221,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,70.72,77.2900436138161,-6.57004361381613,271.89,259.20924286023,12.6807571397695,1225.5,1179.57117610408,45.9288238959224,4186,4358.50232486031,-172.50232486031,4620,5040.66247523693,-420.662475236932,7570,7799.84290787255,-229.842907872547,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16765,16654.1941283316,110.805871668416,6504,6714.99368032943,-210.993680329435,2838,2864.21280938567,-26.2128093856703,6002,5758.79417522844,243.205824771557,18.9,17.668139458153,1.23186054184697,7472,7591.36947822819,-119.369478228194,941,953.134274702287,-12.1342747022869,424,436.665146402652,-12.6651464026519,1136.94,1117.15972894894,19.7802710510597,5262.54,5342.18698886999,-79.6469888699897
"2010-05-18",2779,2842.61696537336,-63.6169653733587,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,68.63,77.2588924890238,-8.6288924890238,267.62,259.425738501478,8.19426149852236,1210.8,1180.67794178208,30.1220582179179,4209,4356.38929523329,-147.389295233291,4695,5040.44688687853,-345.446886878526,7632,7795.16511643893,-163.165116438931,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,17065,16675.6492502418,389.350749758236,6590,6717.13087368033,-127.130873680332,2855,2865.83687150874,-10.8368715087378,6002,5758.79417522844,243.205824771557,18.775,17.687098642046,1.08790135795396,7542,7596.37619257752,-54.3761925775232,939.5,953.636229513729,-14.1362295137291,424,436.665146402652,-12.6651464026519,1120.8,1116.81629055771,3.98370944229163,5307.34,5340.71751801331,-33.3775180133107
"2010-05-19",2763.4,2843.0170056839,-79.617005683895,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,70.4,77.2284069034733,-6.8284069034733,266.29,259.642292563794,6.64770743620637,1197.5,1181.78394797354,15.7160520264629,4223,4354.29479798387,-131.294797983875,4701,5040.4628333659,-339.462833365897,7570,7790.67374126793,-220.67374126793,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,17170,16697.7921972143,472.207802785677,6570,6719.45614570368,-149.456145703677,2835,2867.5005904675,-32.500590467504,6002,5758.79417522844,243.205824771557,18.075,17.7063920368046,0.3686079631954,7512,7601.5224557575,-89.5224557574995,938.5,954.161027475025,-15.6610274750245,424,436.665146402652,-12.6651464026519,1115.05,1116.47538445612,-1.42538445612148,5158.08,5339.28773195591,-181.207731955908
"2010-05-20",2735,2843.44381649659,-108.443816496593,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,68.28,77.1986378416036,-8.91863784160363,261.27,259.858898182051,1.41110181794861,1172,1182.88918328658,-10.8891832865777,4251,4352.22226672139,-101.222266721387,4731,5040.71272825139,-309.712728251394,7592,7786.37717707101,-194.377177071011,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,17045,16720.6402699082,324.35973009182,6630,6721.97426672077,-91.9742667207661,2839,2869.20464541001,-30.2046454100067,6002,5758.79417522844,243.205824771557,17.74,17.7260318365106,0.0139681634894015,7562,7606.81183244546,-44.8118324454644,944,954.70922251855,-10.7092225185502,424,436.665146402652,-12.6651464026519,1071.59,1116.13772081731,-44.5477208173131,5073.13,5337.90082060673,-264.770820606728
"2010-05-21",2749.8,2843.89902088373,-94.0990208837297,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,70.65,77.1696334652666,-6.51963346526658,259.72,260.075551239019,-0.355551239018545,1177.1,1183.99364282572,-6.89364282572147,4228,4350.17508078305,-122.175080783055,4730,5041.19884476691,-311.198844766912,7472,7782.2837273425,-310.283727342504,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16895,16744.2109641736,150.78903582644,6686,6724.68994527364,-38.6899452736422,2846,2870.94970205,-24.9497020500021,6002,5758.79417522844,243.205824771557,17.56,17.7460303876122,-0.186030387612227,7606,7612.24785031457,-6.24785031457051,941,955.281362103088,-14.2813621030875,424,436.665146402652,-12.6651464026519,1087.69,1115.80400922522,-28.114009225217,5062.93,5336.5598989709,-273.629898970902
"2010-05-24",2902,2844.38419709128,57.6158029087161,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,69.25,77.1414382497082,-7.8914382497082,262.25,260.292248200756,1.95775179924415,1194.2,1185.09731719434,9.10268280566416,4318,4348.15657766494,-30.1565776649384,4817,5041.92332812218,-224.923328122181,7552,7778.40161522931,-226.40161522931,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16820,16768.5219099377,51.4780900623279,6686,6727.60785188617,-41.6078518861692,2852,2872.73641361576,-20.7364136157624,6002,5758.79417522844,243.205824771557,17.875,17.7664000423334,0.108599957666599,7598,7617.8340185141,-19.8340185141003,940.5,955.877989260558,-15.3779892605579,424,436.665146402652,-12.6651464026519,1073.65,1115.47494084954,-41.8249408495389,5069.61,5335.2679726079,-265.657972607899
"2010-05-25",2813.2,2844.90088446848,-31.7008844684847,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,69.66,77.1140939752193,-7.45409397521927,262.17,260.508985386353,1.66101461364686,1203.9,1186.20019414623,17.6998058537655,4264,4346.17004436086,-82.1700443608585,4731,5042.88819488919,-311.888194889186,7322,7774.73893561908,-452.738935619084,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16685,16793.5907994584,-108.590799458358,6604,6730.73264108971,-126.732641089713,2823,2874.56542302223,-51.5654230222253,6002,5758.79417522844,243.205824771557,17.575,17.787153075999,-0.212153075999029,7520,7623.57384361064,-103.573843610639,930.5,956.499641119662,-25.9996411196622,424,436.665146402652,-12.6651464026519,1074.03,1115.15119523878,-41.1211952387766,4940.68,5334.02793396958,-393.347933969581
"2010-05-26",2839.6,2845.45064618059,-5.85064618058819,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,71.5,77.0876391600881,-5.58763916008806,265.8,260.725759924156,5.07424007584369,1217.3,1187.30226519791,29.9977348020876,4272,4344.21875539897,-72.2187553989745,4798,5044.09536866621,-246.095368666212,7394,7771.30368981394,-377.303689813938,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16835,16819.4353462721,15.5646537278827,6646,6734.06895021565,-88.0689502156532,2834,2876.43736461299,-42.4373646129856,6002,5758.79417522844,243.205824771557,17.98,17.8083018088263,0.171698191173716,7574,7629.47082397212,-55.4708239721222,938,957.146848452366,-19.1468484523659,424,436.665146402652,-12.6651464026519,1067.95,1114.83343465269,-46.8834346526932,5038.08,5332.84256569543,-294.762565695431
"2010-05-27",2901.4,2846.03503228914,55.3649677108576,3254,3330.56632527483,-76.5663252748343,10025,9517.16927278009,507.830727219908,97.02,95.9796540391249,1.04034596087514,93.906,93.4932954149582,0.412704585041857,74.71,77.0621092413797,-2.35210924137974,266.7,260.942569629108,5.75743037089222,1209.5,1188.40352918225,21.0964708177461,4270,4342.3059513419,-72.3059513419013,4799,5045.54664412891,-246.546644128913,7526,7768.10369197258,-242.103691972582,969,968.08616736998,0.913832630020497,98430,104211.837780779,-5781.83778077868,16825,16846.0732190277,-21.073219027673,6666,6737.62136420991,-71.6213642099106,2838,2878.35285141642,-40.3528514164187,6002,5758.79417522844,243.205824771557,18.5,17.8298584733353,0.670141526664687,7594,7635.52841515361,-41.528415153611,951.75,957.82013128347,-6.07013128347029,424,436.665146402652,-12.6651464026519,1103.06,1114.52230435318,-11.4623043531812,5195.17,5331.7144878309,-136.544487830897
