"","IF00C1_hpft","SPX_hpft","CN_10yry_hpft","US_10yry_hpft","UK_10yry_hpft","T00C1_hpft","USDX_hpft","USDCNH_hpft"
"2010-04-19",2837.72456187543,1123.56803459582,NA,3.51469713902129,3.88552374649289,NA,82.59171808568,NA
"2010-04-20",2837.9159411524,1123.30311806841,NA,3.50768906063907,3.8799049555468,NA,82.6350024877671,NA
"2010-04-21",2838.10746910473,1123.02982164978,NA,3.50061041664376,3.87422957123178,NA,82.6775370767782,NA
"2010-04-22",2838.29945011383,1122.74842940454,NA,3.49346216101513,3.86849823350249,NA,82.7192992906631,NA
"2010-04-23",2838.4923659307,1122.45925966902,NA,3.48624537975559,3.8627116737365,NA,82.7602659607498,NA
"2010-04-26",2838.68686278243,1122.16266629606,NA,3.47896127317749,3.85687072053426,NA,82.800413608638,NA
"2010-04-27",2838.88374509207,1121.8590423336,NA,3.4716111712865,3.85097631248659,NA,82.8397181729783,NA
"2010-04-28",2839.08397473682,1121.5488179854,NA,3.46419655332731,3.84502949951406,NA,82.8781549515442,NA
"2010-04-29",2839.2886375672,1121.2324490219,NA,3.45671904668804,3.83903142943079,NA,82.9156990107439,NA
"2010-04-30",2839.49893927329,1120.91042007068,NA,3.4491803803621,3.83298337429452,NA,82.9523251862659,NA
"2010-05-04",2839.71618661651,1120.25148935373,NA,3.43392718069859,3.82074293301128,NA,83.0227211766496,NA
"2010-05-05",2839.94179693234,1119.91571571014,NA,3.42621674879139,3.8145535929986,NA,83.0564387184241,NA
"2010-05-06",2840.17728539188,1119.57653318463,NA,3.41845334982903,3.80832036025952,NA,83.0891344502171,NA
"2010-05-07",2840.4242649085,1119.2345637794,NA,3.41063928835637,3.80204496039088,NA,83.1207827302103,NA
"2010-05-10",2840.68440098437,1118.89043304058,NA,3.40277693569532,3.79572916779908,NA,83.151358607249,NA
"2010-05-11",2840.95938275577,1118.54476306085,NA,3.39486866290355,3.78937479308221,NA,83.1808376382901,NA
"2010-05-12",2841.25093131816,1118.19819281433,NA,3.38691686055864,3.78298367390137,NA,83.209195904697,NA
"2010-05-13",2841.56075149735,1117.85137667082,NA,3.37892399163055,3.77655767310156,NA,83.2364101116592,NA
"2010-05-14",2841.89054603143,1117.50499110322,NA,3.37089259063492,3.77009869590407,NA,83.2624576012719,NA
"2010-05-17",2842.24203958265,1117.15972894877,NA,3.36282526693673,3.76360872769805,NA,83.2873165810336,NA
"2010-05-18",2842.61696537379,1116.81629055754,NA,3.35472470393684,3.7570898222016,NA,83.3109665016451,NA
"2010-05-19",2843.01700568431,1116.47538445595,NA,3.34659361693718,3.75054409033823,NA,83.3333880219255,NA
"2010-05-20",2843.44381649696,1116.13772081714,NA,3.33843476888971,3.74397370202206,NA,83.3545634661331,NA
"2010-05-21",2843.89902088405,1115.80400922505,NA,3.33025093655524,3.73738085715891,NA,83.3744763972053,NA
"2010-05-24",2844.38419709157,1115.47494084937,NA,3.32204490560886,3.73076778364995,NA,83.3931114095922,NA
"2010-05-25",2844.90088446874,1115.15119523861,NA,3.31381942855306,3.72413674247302,NA,83.4104539432823,NA
"2010-05-26",2845.45064618081,1114.83343465253,NA,3.305577207442,3.71748999424727,NA,83.4264907142594,NA
"2010-05-27",2846.03503228928,1114.52230435301,NA,3.2973209096821,3.7108297607208,NA,83.4412097610708,NA
"2010-05-28",2846.65559043707,1114.21843022226,NA,3.28905315077131,3.70415822024312,NA,83.4546006862131,NA
"2010-05-31",2847.31389115282,NA,NA,3.28077651011261,3.69747751080752,NA,83.4666542573599,NA
"2010-06-01",2848.01151263084,1113.92243340438,NA,3.27249358816836,3.69078970164148,NA,83.4773626167713,NA
"2010-06-02",2848.75001020064,1113.63492478867,NA,3.26420699748074,3.68409683494802,NA,83.4867192349733,NA
"2010-06-03",2849.5309036381,1113.35649740218,NA,3.25591936196197,3.67740095272779,NA,83.4947189228662,NA
"2010-06-04",2850.35568281254,1113.08773796617,NA,3.24763331618605,3.67070409297311,NA,83.5013578195958,NA
"2010-06-07",2851.22579562452,1112.82922885067,NA,3.23935153361614,3.66400829218783,NA,83.5066335587154,NA
"2010-06-08",2852.14265303855,1112.58153249857,NA,3.23107674656408,3.65731558790751,NA,83.5105457284105,NA
"2010-06-09",2853.10760607131,1112.34518557595,NA,3.22281167107531,3.65062800985179,NA,83.5130959602581,NA
"2010-06-10",2854.12195293573,1112.12070384051,NA,3.21455899794868,3.64394759967993,NA,83.5142878201311,NA
"2010-06-11",2855.18696526264,1111.90857963104,NA,3.20632140028636,3.63727638473742,NA,83.5141266872721,NA
"2010-06-17",2856.30387974492,1111.19317690489,NA,3.17357572371873,3.61072332420661,NA,83.500110839642,NA
"2010-06-18",2857.47389612648,1111.04993589189,NA,3.165454293677,3.60412789550883,NA,83.4933150241034,NA
"2010-06-21",2858.69816781186,1110.92187455083,NA,3.15736453239972,3.59755355964464,NA,83.4852265553307,NA
"2010-06-22",2859.97779005671,1110.80946480209,NA,3.14930932808488,3.59100232490398,NA,83.4758590508952,NA
"2010-06-23",2861.31383583748,1110.71317950772,NA,3.14129160308875,3.5844762216281,NA,83.4652271389388,NA
"2010-06-24",2862.70735234597,1110.6334851229,NA,3.13331432552265,3.57797728718444,NA,83.4533465364517,NA
"2010-06-25",2864.15934704452,1110.57084038407,NA,3.12538047949841,3.57150758953889,NA,83.4402339337927,NA
"2010-06-28",2865.67078948726,1110.52568875677,NA,3.11749304775772,3.56506921766538,NA,83.4259069623972,NA
"2010-06-29",2867.24260361023,1110.49845973043,NA,3.10965501908558,3.55866426586706,NA,83.410384026589,NA
"2010-06-30",2868.87566206358,1110.48956793193,NA,3.10186938330323,3.55229482916254,NA,83.3936844541742,NA
"2010-07-01",2870.57072719549,1110.4993993594,NA,3.09413910557276,3.54596298700149,NA,83.3758287012739,NA
"2010-07-02",2872.32844153108,1110.52830703328,NA,3.08646709654704,3.53967080540156,NA,83.356838338553,NA
"2010-07-05",2874.14931310059,NA,NA,3.07885621556446,3.53342033836684,NA,83.3367354385686,NA
"2010-07-06",2876.03371504283,1110.57660961175,NA,3.07130926968729,3.52721363594534,NA,83.3155424885482,NA
"2010-07-07",2877.98187848731,1110.64458939868,NA,3.06382903338181,3.52105272887281,NA,83.2932825433655,NA
"2010-07-08",2879.99390582946,1110.73249458885,NA,3.05641824130376,3.51493961315704,NA,83.2699789697611,NA
"2010-07-09",2882.06977149585,1110.84055255425,NA,3.04907958105667,3.50887627060579,NA,83.2456554100681,NA
"2010-07-12",2884.20932136092,1110.96897393304,NA,3.04181571692285,3.50286465572867,NA,83.2203357050411,NA
"2010-07-13",2886.41230537047,1111.11795577184,NA,3.03462930943184,3.49690670928033,NA,83.1940440072514,NA
"2010-07-14",2888.67838103937,1111.28768179927,NA,3.02752303076289,3.4910043646307,NA,83.1668048700887,NA
"2010-07-15",2891.00709823855,1111.47832922196,NA,3.02049957185011,3.48515955411372,NA,83.1386430023505,NA
"2010-07-16",2893.39790693866,1111.69006858413,NA,3.01356167425451,3.47937419534581,NA,83.1095832174916,NA
"2010-07-19",2895.85013847344,1111.92306423036,NA,3.00671209999857,3.47365019699037,NA,83.0796500484454,NA
"2010-07-20",2898.36300124405,1112.17746115571,NA,2.999953605499,3.46798947636046,NA,83.0488678009683,NA
"2010-07-21",2900.93562170286,1112.45338754272,NA,2.99328892786355,3.46239397261536,NA,83.0172605908156,NA
"2010-07-22",2903.56706332186,1112.75095971156,NA,2.98672080008561,3.4568656416596,NA,82.9848523812696,NA
"2010-07-23",2906.2563248674,1113.07027626438,NA,2.98025194966553,3.45140644353374,NA,82.9516672442183,NA
"2010-07-26",2909.00235584688,1113.41142791604,NA,2.97388506825638,3.44601835135491,NA,82.9177290676635,NA
"2010-07-27",2911.80405506666,1113.77450107819,NA,2.96762283914033,3.4407033551025,NA,82.8830615611749,NA
"2010-07-28",2914.66027495303,1114.15958282322,NA,2.96146796466127,3.43546346396968,NA,82.8476880880376,NA
"2010-07-29",2917.56981262311,1114.5667602507,NA,2.95542317294759,3.43030071232151,NA,82.8116317209196,NA
"2010-07-30",2920.53145392561,1114.99611714098,NA,2.9494912411238,3.42521719046616,NA,82.7749152151582,NA
"2010-08-02",2923.54396785677,1115.44773188566,NA,2.94367497714172,3.42021505472499,NA,82.7375608583183,NA
"2010-08-03",2926.60610310381,1115.92167733881,NA,2.93797722223195,3.41529655044958,NA,82.6995904481701,NA
"2010-08-04",2929.71660953457,1116.41803065858,NA,2.9324008161063,3.41046400334283,NA,82.6610250311764,NA
"2010-08-05",2932.87420816176,1116.93687087905,NA,2.9269486199806,3.40571979855005,NA,82.6218848024468,NA
"2010-08-06",2936.07759688449,1117.47828150769,NA,2.92162349821189,3.40106634996005,NA,82.5821892622267,NA
"2010-08-09",2939.32543785685,1118.04234971976,NA,2.91642833708636,3.39650611183837,NA,82.5419571617968,NA
"2010-08-10",2942.61638658714,1118.62916441081,NA,2.91136603048647,3.3920415542552,NA,82.5012063421452,NA
"2010-08-11",2945.94908770183,1119.23881850564,NA,2.90643944896951,3.38767516922764,NA,82.4599539118008,NA
"2010-08-12",2949.32214216974,1119.87140593389,NA,2.90165144186029,3.38340944759802,NA,82.4182163546219,NA
"2010-08-13",2952.73410691667,1120.52700831996,NA,2.89700481035185,3.37924687868933,NA,82.3760101420856,NA
"2010-08-16",2956.18348822255,1121.20569229926,NA,2.89250228054978,3.37518995971605,NA,82.3333518166757,NA
"2010-08-17",2959.66875196808,1121.90750744489,NA,2.88814651366083,3.37124120101814,NA,82.2902581416076,NA
"2010-08-18",2963.18835221866,1122.63248604099,NA,2.88394008305098,3.36740308280566,NA,82.2467459200468,NA
"2010-08-19",2966.740737803,1123.38064823224,NA,2.87988543471149,3.363678044101,NA,82.2028319137155,NA
"2010-08-20",2970.32435036199,1124.15200239403,NA,2.87598491379815,3.36006848742583,NA,82.1585329022165,NA
"2010-08-23",2973.93763073442,1124.94653716354,NA,2.87224076630837,3.35657675132258,NA,82.1138657673209,NA
"2010-08-24",2977.57899548476,1125.76421949225,NA,2.86865511589045,3.35320511792304,NA,82.0688477468964,6.69414458561027
"2010-08-25",2981.24683292951,1126.60499252765,NA,2.86522998192708,3.34995580108165,NA,82.0234965401756,6.69276803981764
"2010-08-26",2984.93950510409,1127.46876887237,NA,2.86196727274954,3.34683094024585,NA,81.9778303677001,6.69139150739944
