"","SPX_hpft","IH00C1_hpft","US_10yry_hpft","CN_10yry_hpft","UK_10yry_hpft","T00C1_hpft","USDX_hpft","USDCNH_hpft"
"2013-08-26",1689.52546984343,NA,2.67196580437606,3.91309738145775,2.64485650150561,NA,81.5981587765343,6.1119758474043
"2013-08-27",1690.72279517367,NA,2.67521463976468,3.91892843881132,2.64906398475575,NA,81.5795070314652,6.11150758296973
"2013-08-28",1691.92395101872,NA,2.67838815021679,3.92476327732329,2.65320680043578,NA,81.5607852534942,6.11103780248461
"2013-08-29",1693.12909047824,NA,2.68148675025871,3.93060129334831,2.65728473814221,NA,81.5420002712393,6.11056647816835
"2013-08-30",1694.33834310522,NA,2.68451087161744,3.93644190615629,2.66129763949014,NA,81.5231588551231,6.11009358449824
"2013-09-02",NA,NA,2.69314123461324,3.95397414423201,2.67294510749207,NA,81.5042679607535,6.10866527340814
"2013-09-03",1695.55181573484,NA,2.69587248823275,3.95982018439107,2.67669701308547,NA,81.4853347532462,6.10818590284662
"2013-09-04",1696.76958983503,NA,2.69853199154768,3.96566655673999,2.68038361832815,NA,81.4663667018389,6.10770487776337
"2013-09-05",1697.99172381579,NA,2.70112043967383,3.97151292970094,2.68400496730992,NA,81.4473716455876,6.10722218963576
"2013-09-06",1699.21825802758,NA,2.7036385944712,3.97735900796157,2.68756114476076,NA,81.4283577144026,6.10673783221264
"2013-09-09",1700.44921508288,NA,2.71078029321762,3.99489312472926,2.69784025368273,NA,81.4093335270447,6.10527472819267
"2013-09-10",1701.68459938639,NA,2.71302678107513,4.00073584211368,2.70113768149166,NA,81.3903080005729,6.10478369321703
"2013-09-11",1702.92440346319,NA,2.71520820708266,4.00657733261464,2.70437127675389,NA,81.371290221799,6.10429100224179
"2013-09-12",1704.16861252411,NA,2.71732587744517,4.01241749827646,2.70754153787268,NA,81.3522894551524,6.10379666508128
"2013-09-13",1705.41720607794,NA,2.71938119955479,4.01825627302289,2.71064903901824,NA,81.3333150223994,6.10330069390974
"2013-09-16",1706.6701550568,NA,2.72518843494381,4.0357644436883,2.71960201085662,NA,81.3143763104976,6.10180314082374
"2013-09-17",1707.92742318915,NA,2.72701010642742,4.04159808696549,2.72246598341673,NA,81.2954827835725,6.1013008208743
"2013-09-18",1709.18897045416,NA,2.72877766670202,4.04743077716796,2.72527137900512,NA,81.2766438832728,6.10079698151904
"2013-09-23",1712.99890565962,NA,2.73686960189556,4.07658732982705,2.73845824706723,NA,81.2205466059367,6.09825629253569
"2013-09-24",1714.2772106465,NA,2.73835213131581,4.08241869781823,2.74093616326849,NA,81.2020159091037,6.09774417149927
"2013-09-25",1715.5596237437,NA,2.73979382480477,4.0882504980151,2.74336409392669,NA,81.1835828736615,6.09723085145397
"2013-09-26",1716.84610295371,NA,2.74119658191665,4.09408286083828,2.74574351630547,NA,81.1652551630987,6.09671640152418
"2013-09-27",1718.13659685874,NA,2.74256227335587,4.09991589167922,2.74807596002858,NA,81.1470400880666,6.09620089904738
"2013-09-30",1719.43104652769,NA,2.74645502158221,4.1174195617897,2.75480723133121,NA,81.1289446966281,6.09568443053086
"2013-10-08",1727.27593949082,NA,2.75563140543307,4.16411624197169,2.77107566272663,NA,81.0232320038146,6.09153097197069
"2013-10-09",1728.595345514,NA,2.75668278724981,4.16995127922926,2.77296294106901,NA,81.0061382579218,6.09101098815081
"2013-10-10",1729.91772985912,NA,2.75771752972942,4.17578450360447,2.77482209165796,NA,80.989205649521,6.09049131131044
