"","FG0_hpft","CU0_hpft","RB0_hpft","CL00Y_hpft","CU0_hpft","RB0_hpft","CL00Y_hpft","AL0_hpft","I0_hpft","CF0_hpft","FG0_hpft","SA0_hpft","P0_hpft","Y0_hpft","I0_hpft","V0_hpft","TA0_hpft"
"2010-05-12",NA,56528.1811656899,4364.91738007662,77.2933328865639,56528.1811656899,4364.91738007662,77.2933328865639,15805.314763355,NA,16593.7845637361,NA,NA,6709.66197114165,7577.15058218697,NA,7446.3946514918,7814.90978445946
"2010-05-13",NA,56502.7760413441,4362.76993180479,77.2632456014602,56502.7760413441,4362.76993180479,77.2632456014602,15791.1099222708,NA,16613.278846624,NA,NA,6711.26415093699,7581.7602980586,NA,7444.86891430154,7809.72379588504
"2010-05-14",NA,56478.4131632659,4360.63039233028,77.2338047429236,56478.4131632659,4360.63039233028,77.2338047429236,15777.1676835283,NA,16633.4096917571,NA,NA,6713.03974277683,7586.49872555352,NA,7443.39629302723,7804.69865340827
"2010-05-17",NA,56455.1398810189,4358.50232485973,77.205074233802,56455.1398810189,4358.50232485973,77.205074233802,15763.4959858457,NA,16654.1941283219,NA,NA,6714.99368032803,7591.36947822719,NA,7441.98087877044,7799.84290787047
"2010-05-18",NA,56433.0034952143,4356.38929523274,77.17711567229,56433.0034952143,4356.38929523274,77.17711567229,15750.1027153742,NA,16675.6492502329,NA,NA,6717.13087367912,7596.37619257658,NA,7440.62677362931,7795.16511643698
"2010-05-19",NA,56412.0501221338,4354.29479798338,77.1499877113623,56412.0501221338,4354.29479798338,77.1499877113623,15736.9954385337,NA,16697.7921972068,NA,NA,6719.45614570247,7601.52245575636,NA,7439.33796934321,7790.67374126578
"2010-05-20",NA,56392.3247607463,4352.22226672092,77.1237457933815,56392.3247607463,4352.22226672092,77.1237457933815,15724.181504688,NA,16720.6402699015,NA,NA,6721.97426671949,7606.81183244446,NA,7438.11839332148,7786.37717706866
"2010-05-21",NA,56373.8710533491,4350.17508078265,77.0984423514537,56373.8710533491,4350.17508078265,77.0984423514537,15711.6680246926,NA,16744.2109641671,NA,NA,6724.68994527237,7612.2478503137,NA,7436.97191330994,7782.28372734022
"2010-05-24",NA,56356.7316450818,4348.15657766455,77.0741260514305,56356.7316450818,4348.15657766455,77.0741260514305,15699.4618906622,NA,16768.5219099315,NA,NA,6727.60785188503,7617.83401851303,NA,7435.90237096363,7778.40161522689
"2010-05-25",NA,56340.9480634178,4346.17004436047,77.0508426414895,56340.9480634178,4346.17004436047,77.0508426414895,15687.5697418716,NA,16793.5907994522,NA,NA,6730.7326410885,7623.57384360957,NA,7434.91357405399,7774.73893561673
"2010-05-26",NA,56326.5613700779,4344.21875539867,77.0286350324497,56326.5613700779,4344.21875539867,77.0286350324497,15675.9980586751,NA,16819.4353462657,NA,NA,6734.06895021438,7629.47082397112,NA,7434.00935064735,7771.30368981159
"2010-05-27",NA,56313.6117170039,4342.30595134165,77.0075427038993,56313.6117170039,4342.30595134165,77.0075427038993,15664.7531095512,NA,16846.0732190215,NA,NA,6737.62136420877,7635.52841515267,NA,7433.19352057859,7768.1036919703
"2010-05-28",NA,56302.138662321,4340.43484289951,76.9876028542422,56302.138662321,4340.43484289951,76.9876028542422,15653.8409848206,NA,16873.5220928026,NA,NA,6741.39443161318,7641.7500497796,NA,7432.46990615865,7765.14660028907
"2010-05-31",NA,56292.1813534338,4338.60861089401,76.9688516660347,56292.1813534338,4338.60861089401,76.9688516660347,15643.267607496,NA,16901.7996339823,NA,NA,6745.39267136376,7648.13914331122,NA,7431.84236558111,7762.43997288791
"2010-06-01",NA,56283.7787301843,4336.83040124507,76.9513240744786,56283.7787301843,4336.83040124507,76.9513240744786,15633.0387853283,NA,16930.9234103372,NA,NA,6749.62057123186,7654.69908568195,NA,7431.31479322089,7759.99129383508
"2010-06-02",NA,56276.9692189459,4335.10330877756,76.9350541017241,56276.9692189459,4335.10330877756,76.9350541017241,15623.1601800414,NA,16960.9108545589,NA,NA,6754.08255227512,7661.43320972468,NA,7430.8910971587,7757.80797343966
"2010-06-03",NA,56271.7903434047,4333.43036266249,76.9200739629886,56271.7903434047,4333.43036266249,76.9200739629886,15613.6372557576,NA,16991.7792956175,NA,NA,6758.78296378409,7668.3447859802,NA,7430.57512086131,7755.89730296533
"2010-06-04",NA,56268.2784090895,4331.81453002397,76.9064141890302,56268.2784090895,4331.81453002397,76.9064141890302,15604.475192141,NA,17023.5458202908,NA,NA,6763.72610375826,7675.43704306006,NA,7430.37062888868,7754.26644230797
"2010-06-07",NA,56266.4687080562,4330.25872283147,76.8941043557136,56266.4687080562,4330.25872283147,76.8941043557136,15595.6788966023,NA,17056.2272728027,NA,NA,6768.91620869569,7682.7131639633,NA,7430.28132769251,7752.92242822318
"2010-06-08",NA,56266.3951772536,4328.76579030042,76.883171808244,56266.3951772536,4328.76579030042,76.883171808244,15587.2529233454,NA,17089.840235499,NA,NA,6774.35745981851,7690.17629885399,NA,7430.31086156749,7751.87214524147
