"","IF00C1_hpfc","SPX_hpfc","CN_10yry_hpfc","US_10yry_hpfc","UK_10yry_hpfc","T00C1_hpfc","USDX_hpfc","USDCNH_hpfc"
"2010-06-25",-110.359347044518,-33.810840384074,NA,0.0146195205015909,0.0128924104611135,NA,1.8697660662073,NA
"2010-06-28",-124.070789487262,-35.9556887567745,NA,0.00250695224227795,0.00173078233461884,NA,2.23409303760274,NA
"2010-06-29",-266.842603610232,-69.258459730427,NA,-0.0596550190855825,-0.0376642658670647,NA,2.72961597341102,NA
"2010-06-30",-289.875662063578,-79.7795679319306,NA,-0.13186938330323,-0.0324948291625431,NA,2.69631554582577,NA
"2010-07-01",-325.370727195489,-83.1293993593978,NA,-0.124139105572761,-0.029062987001493,NA,1.21417129872611,NA
"2010-07-02",-326.328441531081,-87.9483070332838,NA,-0.126467096547037,-0.00957080540155732,NA,1.00316166144696,NA
"2010-07-05",-343.549313100594,NA,NA,-0.0788562155644648,-0.0467203383668381,NA,1.37326456143144,NA
"2010-07-06",-311.433715042834,-82.5166096117481,NA,-0.0963092696872923,-0.0840136359453353,NA,0.754457511451817,NA
"2010-07-07",-309.581878487306,-50.3745893986785,NA,-0.113829033381811,-0.0343527288728111,NA,0.666717456634469,NA
"2010-07-08",-310.993905829456,-40.4824945888541,NA,-0.0564182413037588,-0.0660396131570373,NA,0.480021030238922,NA
"2010-07-09",-232.069771495854,-32.8805525542479,NA,-0.00907958105667069,-0.0332762706057923,NA,0.75434458993187,NA
"2010-07-12",-223.609321360922,-32.2189739330363,NA,0.0281842830771489,-0.0178646557286738,NA,0.969664294958869,NA
"2010-07-13",-260.412305370475,-15.7779557718419,NA,0.0453706905681596,-0.00250670928033441,NA,0.375955992748635,NA
"2010-07-14",-241.678381039373,-16.1176817992651,NA,0.122476969237108,-0.0356043646307039,NA,0.253195129911313,NA
"2010-07-15",-287.007098238554,-14.9983292219588,NA,0.0495004281498932,-0.0216595541137246,NA,-0.678643002350472,NA
"2010-07-16",-297.397906938662,-46.8100685841277,NA,-0.0135616742545076,0.02092580465419,NA,-0.549583217491638,NA
"2010-07-19",-198.25013847344,-40.6730642303593,NA,-0.0467120999985709,0.0528498030096337,NA,-0.459650048445356,NA
"2010-07-20",-152.36300124405,-28.6974611557094,NA,-0.00995360549900428,0.0405105236395363,NA,-0.368867800968285,NA
"2010-07-21",-156.53562170286,-42.8633875427181,NA,-0.0132889278635492,0.0100060273846413,NA,0.262739409184373,NA
"2010-07-22",-119.167063321857,-19.0809597115569,NA,-0.086720800085612,0.031634358340399,NA,-0.444852381269553,NA
"2010-07-23",-122.656324867401,-10.41027626438,NA,-0.0202519496655321,0.040793556466265,NA,-0.431667244218328,NA
"2010-07-26",-112.202355846875,1.59857208395828,NA,0.0461149317436191,0.0464816486450926,NA,-0.837729067663491,NA
"2010-07-27",-133.804055066661,0.0654989218138891,NA,0.0623771608596673,0.0608966448974985,NA,-0.703061561174904,NA
"2010-07-28",-27.2602749530287,-8.02958282322312,NA,0.118532035338727,0.135336536030317,NA,-0.767688088037639,NA
"2010-07-29",-40.7698126231053,-13.0367602506963,NA,0.0745768270524083,0.159699287678487,NA,-1.13163172091962,NA
"2010-07-30",-49.1314539256124,-13.3961171409811,NA,0.0805087588762006,0.215382809533836,NA,-1.1849152151582,NA
"2010-08-02",2.8560321432324,10.4122681143434,NA,-0.00367497714171602,0.194384945275009,NA,-1.81756085831828,NA
"2010-08-03",-69.8061031038136,4.53832266119072,NA,0.0520227777680517,0.143803449550417,NA,-2.05959044817014,NA
"2010-08-04",-55.9166095345654,10.8219693414197,NA,0.00759918389369573,0.0695359966571732,NA,-1.68102503117634,NA
"2010-08-05",-86.4742081617588,8.87312912095131,NA,0.0530513800193991,0.0976802014499527,NA,-1.81188480244681,NA
"2010-08-06",-16.077596884494,4.16171849230853,NA,0.0183765017881081,0.0382336500399509,NA,-2.20218926222673,NA
"2010-08-09",-26.3254378568526,9.74765028024356,NA,-0.0564283370863641,0.0530938881616256,NA,-1.77195716179685,NA
"2010-08-10",-105.616386587139,2.43083558919297,NA,-0.0513660304864706,-0.00284155425520453,NA,-1.51120634214525,NA
"2010-08-11",-106.549087701829,-29.7688185056368,NA,-0.116439448969505,-0.00367516922764131,NA,-0.0299539118007709,NA
"2010-08-12",-122.522142169738,-36.2614059338946,NA,-0.181651441860289,0.0190905524019794,NA,0.171783645378066,NA
"2010-08-13",-97.7341069166683,-41.2770083199606,NA,-0.157004810351846,0.0317531213106665,NA,0.533989857914436,NA
"2010-08-16",-28.5834882225502,-41.8256922992569,NA,-0.212502280549777,-0.0728899597160531,NA,0.0966481833242876,NA
"2010-08-17",-12.6687519680829,-29.3675074448926,NA,-0.308146513660826,-0.099641201018138,NA,-0.100258141607595,NA
"2010-08-18",-17.3883522186646,-28.4724860409893,NA,-0.243940083050982,-0.0883030828056625,NA,0.0432540799531839,NA
"2010-08-19",-1.94073780300061,-47.750648232237,NA,-0.239885434711489,-0.154778044101004,NA,0.247168086284523,NA
"2010-08-20",-58.724350361994,-52.4620023940321,NA,-0.295984913798147,-0.136468487425834,NA,0.861467097783535,NA
"2010-08-23",-68.3376307344183,-57.5865371635416,NA,-0.252240766308368,-0.16517675132258,NA,1.11613423267915,NA
"2010-08-24",-63.5789954847579,-73.8942194922541,NA,-0.268655115890446,-0.180005117923037,NA,1.26115225310365,0.0323554143897276
"2010-08-25",-124.846832929508,-71.2749925276534,NA,-0.36522998192708,-0.206455801081647,NA,1.19650345982437,0.0397319601823578
"2010-08-26",-119.139505104088,-80.2487688723723,NA,-0.321967272749542,-0.208730940245847,NA,0.912169632299911,0.0536084926005607
"2010-08-27",-116.055322437351,-63.7654316668467,NA,-0.358868745718054,-0.299932589523123,NA,0.808132055401412,0.0629849818463142
"2010-08-30",-62.1925461106133,-80.3448308797426,NA,-0.195936025104092,-0.336062716739386,NA,1.29437163694615,0.076361375962002
"2010-08-31",-85.7493893325388,-80.8667901218973,NA,-0.313170586837283,-0.346123165740856,NA,1.2908689507022,0.0877375969545492
"2010-09-01",-109.724039603988,-50.8610997926712,NA,-0.380573825855386,-0.334915641458297,NA,0.657604035396449,0.0991135352661549
"2010-09-02",-74.5146489804357,-42.0275168643984,NA,-0.268147007644128,-0.362791705749879,NA,0.644556396161972,0.0959890450718273
"2010-09-03",-74.5193241618142,-28.615777285458,NA,-0.215891240374498,-0.390802782032444,NA,0.311705266305286,0.089863939577026
"2010-09-06",-19.1361410467593,NA,NA,-0.123807521377544,-0.2936001437599,NA,0.41902961269928,0.0827379923091648
"2010-09-07",-18.5631447305643,-42.3055996317488,NA,-0.176896758742674,-0.264234902843595,NA,1.30650827337027,0.0926109396495839
"2010-09-08",-23.7983723984352,-36.316690650578,NA,-0.230159809382713,-0.211908049832753,NA,1.03411991313422,0.0959824837790277
"2010-09-09",-75.2398535623261,-32.0687396017785,NA,-0.178597457088192,-0.23222046605236,NA,1.18184265674973,0.0963522885966115
"2010-09-10",-86.0856078968847,-27.7814207333499,NA,-0.0672103905111021,-0.299072945232955,NA,1.40965420151157,0.0887199783261374
"2010-09-13",-63.1336239756307,-16.5343950373352,NA,-0.0259992244778583,-0.22056618511446,NA,0.427531756188192,0.0790851373632632
"2010-09-14",-67.5818547877629,-18.4573120221048,NA,-0.0949645460333885,-0.159500759812306,NA,-0.164548053146131,0.0664473134303607
"2010-09-15",-118.228227225574,-15.62981436134,NA,-0.154106931475375,-0.0881771522687282,NA,0.16339122285826,0.0628060215591908
"2010-09-16",-174.470640245742,-17.2015370992495,NA,-0.0934269178465778,-0.0920957794943545,NA,-0.00867389843138711,0.0551607493148726
"2010-09-17",-179.70694393412,-17.452108819284,NA,-0.0629249784891376,-0.150557022051474,NA,0.179233032812842,0.0340109583010354
"2010-09-20",-176.73491625748,-1.53115099440861,NA,-0.0826015481251465,-0.127961222433116,NA,0.137088470004353,0.0318560873200744
"2010-09-21",-182.152260898912,-5.67827788369089,NA,-0.1124570354673,-0.0666086608990021,NA,-0.745131207531306,-0.0268044388843762
"2010-09-27",-153.356608486387,-8.33985155356154,NA,-0.213674707792345,-0.233434916637903,NA,-1.46522897313011,-0.0428257761675491
"2010-09-28",-169.745514353529,-4.10152325731177,NA,-0.294428934446224,-0.255701386142016,NA,-1.96817118412422,-0.0465146870630404
"2010-09-29",-170.716470442394,-8.38889660961535,NA,-0.355363073630323,-0.170611957877699,NA,-2.07132368512528,-0.0372120631335399
"2010-09-30",-115.266898529196,-13.2515628356705,NA,-0.31647692581392,-0.23416653960407,NA,-2.0347067894095,-0.0359184160173387
"2010-10-08",-18.1941498227491,2.40472531817049,NA,-0.436905546875106,-0.252801610449908,NA,-3.33087050484515,-0.0881016265220346
"2010-10-11",61.5044721148664,1.14680508908551,NA,-0.439260347590983,-0.314753576772732,NA,-2.96635653170224,-0.116371628851709
"2010-10-12",74.8316712421681,4.15699158124476,NA,-0.426788263752955,-0.286145151964151,NA,-3.16219890564891,-0.109153634244928
"2010-10-13",123.390126094301,11.0357137384467,NA,-0.414487742756273,-0.34747526730029,NA,-3.31840778911783,-0.118447937930639
"2010-10-14",143.782484274004,5.28339878616952,NA,-0.397357055579178,-0.329842735775711,NA,-3.80499203741632,-0.142254790018083
"2010-10-15",220.011342379483,6.19046938817591,NA,-0.340394301867052,-0.365546226752941,NA,-3.34195913415505,-0.143574391654861
"2010-10-18",235.279237574967,13.22734602424,NA,-0.273597417014199,-0.33778427325073,NA,-3.0293149901141,-0.170906885186171
"2010-10-19",326.188616081046,-7.07555338470245,NA,-0.346964195709246,-0.338655257185777,NA,-1.9670641346448,-0.169752353609338
"2010-10-20",357.141826863129,3.69218361461492,NA,-0.370492319546625,-0.279057420849111,NA,-3.00520984489575,-0.138610809275662
"2010-10-21",344.341084053511,4.27097240018997,NA,-0.364179326699898,-0.261288866543812,NA,-2.67375458491266,-0.121482194367623
"2010-10-22",357.588454156303,5.57122682382954,NA,-0.308022602196165,-0.226547581222597,NA,-2.72269957650952,-0.0778663937715922
"2010-10-25",494.885861338972,6.58335897189387,NA,-0.292019380525277,-0.247331443831837,NA,-2.90204493627668,-0.0597632421580614
"2010-10-26",443.835081956254,5.0677786278749,NA,-0.296166768852827,-0.301738239672261,NA,-2.36178965534973,-0.0381725420107102
"2010-10-27",370.437687796917,0.334892853853641,NA,-0.220461753635626,-0.289465651807765,NA,-1.87193152527706,-0.00759407110947239
"2010-10-28",393.095067186131,0.11510661716605,NA,-0.144901198906678,-0.317511238575571,NA,-2.64246736133693,-0.0080275914553046
"2010-10-29",296.208455325079,-1.96117525329234,NA,-0.209481877569455,-0.192472438659943,NA,-2.84339320502671,-0.054972861910082
"2010-11-01",428.378924925274,-2.40354797619867,NA,-0.274200502630317,-0.0992465594981548,NA,-2.60470400555436,-0.0529296380173786
"2010-11-02",370.60742625757,5.21839404043789,NA,-0.249053700505203,-0.106030828967485,NA,-3.10639353678288,-0.0243976525972201
"2010-11-03",339.494732518138,8.03505738212753,NA,-0.284037984265991,-0.172922433920511,NA,-3.43845449589616,-0.0428766165906149
"2010-11-04",389.241463709105,29.5568464773194,NA,-0.249149764035727,-0.208418517380991,NA,-3.84087829601901,-0.0613662308535838
"2010-11-05",439.648099498826,32.7641624330824,NA,-0.394385332527832,-0.223816150893588,NA,-3.11365492895738,-0.0518661785187021
"2010-11-08",438.514958659132,28.5773941388752,NA,-0.349740879467373,-0.259512319851064,NA,-2.6267727988532,-0.00387611735217798
"2010-11-09",401.642178228934,17.13691694077,NA,-0.335212431555892,-0.306603917129442,NA,-1.91021902278832,-0.0263956836808264
"2010-11-10",379.429713982759,20.8530943720975,NA,-0.220795870926414,-0.288587728332913,NA,-1.92397963204213,-0.0189245122292688
"2010-11-11",353.07735567219,14.0862828824721,NA,-0.296486941148513,-0.270060412328115,NA,-1.39803986828683,-0.0234622268111784
"2010-11-12",135.584736208086,-1.84316969831239,NA,-0.247281294523909,-0.242418508690791,NA,-1.42238417789844,-0.00900844341759871
"2010-11-15",143.751342553048,-4.90492136318083,NA,-0.198174460798153,-0.130458445364806,NA,-0.826996429360048,-0.00206276834125063
"2010-11-16",13.7766056246799,-25.9186293431523,NA,-0.0441618675009274,-0.140476550087812,NA,-0.231859903197737,-0.0121248041511163
"2010-11-17",-56.3401030805047,-27.2739488417566,NA,-0.120238860244395,-0.0998690966713524,NA,-0.306957538091124,-0.020194152563495
"2010-11-18",-8.999417760747,-10.7805243488019,NA,-0.0864007663861613,-0.0331323008594842,NA,-0.752272176877051,-0.0332704102828035
"2010-11-19",-41.2019493254864,-9.34798908014442,NA,-0.0826428635816525,-0.00386233711433849,NA,-0.917786535509813,-0.0343531656660059
"2010-11-22",23.8516950356394,-12.8459717954028,NA,-0.10896039377198,-0.0373553662026072,NA,-0.683483018983935,-0.0204419933174043
"2010-11-23",-45.8390748356123,-31.564097390114,NA,-0.195348564736817,0.0724924527055188,NA,0.400656347082088,0.00546354635890885
"2010-11-24",28.1251410431899,-15.5519854498076,NA,-0.231802539216053,0.0708849758812732,NA,0.544649819593915,0.00836390140873838
"2010-11-25",56.3437616024717,-17.1692425126849,NA,-0.078317399200376,0.0124260296302236,NA,0.50851548984204,0.0122595176194841
"2010-11-26",39.8161941468548,-27.7154686883772,NA,-0.114888130862687,-0.0554805890431033,NA,1.19227122398063,0.0321508373212441
"2010-11-29",36.9418226907237,-30.9602569894471,NA,-0.151509688002363,0.0113689117295875,NA,1.66593467796406,0.0280382977765109
"2010-11-30",-23.6799852099621,-39.7731889719932,NA,-0.18817697692894,0.0331783467498207,NA,2.22952301490971,0.0404223229579305
"2010-12-01",-33.0498772695013,-15.8538333943934,NA,-0.224884841323808,0.0103515261198729,NA,1.62305270930454,0.04130332524824
"2010-12-02",-12.5684914137633,-1.99174257438623,NA,-0.0716280470835559,0.00219224622732082,NA,1.15653931404046,0.0336817003212119
"2010-12-03",-7.03645190728972,-0.406462276360453,NA,-0.0384012671464279,-0.108795700819132,NA,0.169997711104504,0.032057826777489
"2010-12-06",-12.6543778191262,-3.58753744142348,NA,-0.0251991448425308,0.0116914761829724,NA,0.643442304416876,0.0254320692950488
"2010-12-07",36.5771146900321,-4.54451284264984,NA,-0.112016307628439,0.0545576134079361,NA,0.966887427627608,0.0288047793004544
"2010-12-08",-27.1425853094996,-1.59693177017148,NA,0.0811526274555893,0.0584065421972275,NA,1.07034714841354,0.0396762977076697
"2010-12-09",-48.414103867026,1.54566436438554,NA,0.184313089672351,0.0365420713404421,NA,1.15383513477918,0.0440469535239282
"2010-12-10",-18.0380558121492,7.37373480951588,NA,0.147470474739411,0.0947679854842046,NA,1.23736461229048,0.0404170593558723
"2010-12-13",84.5849640380584,5.86773817480485,NA,0.230630102186709,0.164488054170155,NA,0.530948329564354,0.047786909602908
"2010-12-14",85.454368322516,5.43813002180688,NA,0.193797230585808,0.115106007766638,NA,0.634598523741016,0.0446567819576528
"2010-12-15",59.1695347163611,-2.47463651338752,NA,0.386977023175067,0.121825508649264,NA,1.46832721248799,0.0490269343595368
"2010-12-16",33.5298055712923,3.61988945739287,NA,0.420174563084856,0.159650171613448,NA,1.34214615115503,0.0478976062886736
"2010-12-17",25.1344987805129,3.1221598452603,NA,0.353394773484861,0.203083561096819,NA,1.68606648814497,0.0497690169594126
"2010-12-20",11.982918377447,4.7626250649774,NA,0.20664240386141,0.203729175544045,NA,1.95009881707087,0.063141365787161
"2010-12-21",105.074358006073,10.7617342407565,NA,0.229922057621685,0.214590429453261,NA,2.08425303459404,0.0590148316148111
"2010-12-22",44.2081063569987,13.4899345281153,NA,0.213238252755277,0.141470653109111,NA,2.09853823128318,0.0508895671851601
"2010-12-23",17.7834086871443,9.91766863409451,NA,0.216595412211077,0.0535730880931843,NA,1.9329626361609,0.0477657008466417
"2010-12-24",-5.00050802016831,NA,NA,0.259997870793906,0.0742009175087787,NA,1.97753361079776,0.0536433399119871
"2010-12-27",-83.7444241326413,9.19537368957977,NA,0.22844987377692,0.0736573023142827,NA,1.83225771775631,0.039022571949514
"2010-12-28",-129.049117951005,8.68348272584742,NA,0.196955558960375,0.0518453727963325,NA,1.92714070216559,0.0334034623535342
"2010-12-29",-112.515333159368,8.48242497319265,NA,0.330518969712766,0.0587682287947097,NA,1.39218755177292,0.020786060388001
"2010-12-30",-111.14376009814,5.12262607251941,NA,0.174144067988948,0.0751622820516462,NA,1.16740245772345,0.00717040150921917
"2010-12-31",-48.7350425984175,3.43450815843684,NA,0.197834679120464,0.0915972533503377,NA,0.722789035687961,-0.0144434874186256
"2011-01-04",-14.4897785489495,13.134993938733,NA,0.165427371562741,0.0159686710668064,NA,1.21408944133998,-0.0151658538502438
"2011-01-05",-20.4085456934306,18.08442811979,NA,0.15933674988575,-0.0586889568202414,NA,2.00000855396805,-0.00427425877571798
"2011-01-06",-34.8919157859818,13.9772002509049,NA,0.293326248484863,-0.0370437840131694,NA,2.60610970540677,-0.0008807482950657
"2011-01-07",-37.5404521446215,10.2437093164873,NA,0.227399358557504,-0.0153428523426381,NA,2.9423940176759,0.00781472833518903
"2011-01-10",-87.1547036645572,7.12434852323978,NA,0.121559450051901,0.0807668116731674,NA,2.76886153553442,0.00691222222258455
"2011-01-11",-69.7352037232087,10.4995068436029,NA,0.0958097989182886,0.0595381878578894,NA,2.75551108747402,-0.00468821875563179
"2011-01-12",-56.682449671773,20.6395703050649,NA,0.140153630859397,0.0405742226497106,NA,1.98234035745022,-0.00678654957944953
"2011-01-13",-63.7969100356827,17.1149205950684,NA,0.164594131973958,0.0233778378760811,NA,1.17934589040129,-0.00888272329093646
"2011-01-14",-113.879029910121,25.2859308694561,NA,0.0991344304267379,0.0793519385927506,NA,1.13652341184568,-0.006976690126874
"2011-01-17",-239.929228019254,NA,NA,0.103777586345939,0.140399420191766,NA,1.44386815980698,0.0019316033477191
"2011-01-18",-238.14787601419,25.7729672094575,NA,0.118526618881791,0.109823145264551,NA,1.08137490251681,-0.00615778654829961
"2011-01-19",-167.935246368954,11.3963852441245,NA,0.133384504286695,0.100325918366791,NA,0.719037811368947,-0.00274480429451395
"2011-01-20",-267.491513116827,8.47652994897587,NA,0.108354169819023,0.104210498657843,NA,1.00685061076048,-0.00132939182511929
"2011-01-21",-227.816780873419,10.3237415887537,NA,0.203438487601534,0.140679603826557,NA,0.35480672786717,-0.00141148993973328
"2011-01-24",-243.311043684112,16.5883569243181,NA,0.168640284967452,0.120635908484962,NA,0.282899173673335,-0.00419103888845114
"2011-01-25",-253.774201423953,15.7207084491916,NA,0.153962305156936,0.168382029094076,NA,0.181120812500508,-0.00106797833791293
"2011-01-26",-226.806053392927,19.9811217998232,NA,0.0694072217010653,0.164620532248671,NA,0.119464391730821,-0.0006422462223549
"2011-01-27",-183.80629399114,21.7199161143788,NA,0.164977644488805,0.142253914941201,NA,0.117922583878595,0.000286219965453381
"2011-01-28",-168.574523866057,-2.63259772829572,NA,0.13067615471907,0.104484606116856,NA,0.556488012076268,0.00771748299821494
"2011-01-31",-134.710267687111,6.01388217241814,NA,0.0665052653960583,0.154414975918653,NA,0.225153250711729,0.0121516055303171
"2011-02-01",-129.212980441729,26.3696588053867,NA,0.122467435507101,0.15794735129984,NA,-0.5160893558568,-0.00191135297394165
"2011-02-09",-176.28206143351,33.3956615398191,NA,0.431166131817519,0.248906302040768,NA,0.327964019848761,-0.0022245747297839
"2011-02-10",-110.116856554704,33.4143449164105,NA,0.328123462582827,0.254612730684425,NA,0.97715213214067,-0.00126540745491722
"2011-02-11",-97.5166388295238,39.7444192776464,NA,0.375230679785295,0.264037485862005,NA,1.23636950031322,0.0106972075934858
"2011-02-14",13.919364235571,41.9860872923218,NA,0.312489273143274,0.309982227724242,NA,1.41560723369406,0.0166633491607955
"2011-02-15",1.39196544364415,36.7695352004314,NA,0.28990057727038,0.303348507279139,NA,1.47485593054548,0.00963309157058385
"2011-02-16",30.5019718441088,44.1949318866652,NA,0.277465797609056,0.267637747400805,NA,1.18410560397457,-0.00139349774153165
"2011-02-17",27.8501899109272,47.442431036687,NA,0.285186019768514,0.253551245570527,NA,0.943345657442344,0.00158364467812794
"2011-02-18",0.237413509703632,49.1821680677174,NA,0.243062214665331,0.270490188639824,NA,0.602565004948072,-0.0034354171407322
"2011-02-21",70.2644249940518,NA,NA,0.251095235331064,0.242855658651782,NA,0.731752170550019,-0.00245061982303751
"2011-02-22",-34.2679933806508,20.7942587861612,NA,0.18428583432544,0.187348625840219,NA,0.88089542923023,0.0130381014263554
"2011-02-23",-38.1590884035295,11.9587986685725,NA,0.117634660415483,0.228069960051619,NA,0.509982753493825,0.0115308124155904
"2011-02-24",-19.8080926986242,9.88587459589731,NA,0.146142286192033,0.15412045369056,NA,0.249001751719102,0.0185275735633772
"2011-02-25",1.98577688344299,22.9155685058758,NA,0.114809235619684,0.104100804886148,NA,0.42793982147827,0.0185284405220484
"2011-02-28",43.0233116798628,29.5279582497595,NA,0.0736359722547344,0.0949116480607956,NA,0.146784257415816,0.0125334612853786
"2011-03-01",42.7053022070206,7.93311220648092,NA,0.0726229121957467,0.115753574605483,NA,0.305522177283381,0.00654267618823527
"2011-03-02",34.2325211972314,9.36108654925554,NA,0.0617704411024499,0.103027136678776,NA,-0.0158593618419887,0.0130561203846623
"2011-03-03",13.0057237301055,31.2319341720865,NA,0.111078914615751,0.0871328385911942,NA,-0.187373429174097,0.0115738263242129
"2011-03-04",78.6256507348099,20.7757040995109,NA,0.230548662843347,0.113571142066226,NA,-0.219033087371079,0.00959582105957063
"2011-03-07",132.893037764712,9.14243244597817,NA,0.140179969976989,0.130842472809851,NA,-0.110851321638268,0.00562212685926809
"2011-03-08",154.808587872303,20.2421467381615,NA,0.159973024908898,0.192547209582711,NA,0.267158973358409,0.00665276202530078
"2011-03-09",137.572949177426,17.8748707235596,NA,0.209927958586383,0.117785677059741,NA,0.224984948774247,0.0116877425357233
"2011-03-10",82.9867058084342,-7.57938021756672,NA,0.130044835830626,0.126658120325156,NA,0.812613645332078,0.0217270816185818
"2011-03-11",44.0503850265267,1.06940190626208,NA,0.0203236346869431,0.16586473577508,NA,0.27003201075483,0.025770787670699
"2011-03-14",53.1644797894048,-7.31877178042954,NA,0.0507642794455899,0.153605667450377,NA,-0.0327733431362325,0.022818860107787
