"","AL0_hpfc","CN_10yry_hpfc","US_10yry_hpfc","UK_10yry_hpfc","GR_10yry_hpfc","IT_10yry_hpfc","AU_10yry_hpfc","INA_10yry_hpfc","IND_10yry_hpfc"
"2010-06-10",-1056.52699210721,NA,-0.0145589979486836,-0.0501475996799335,-0.158224461630727,0.204266617285815,0.0217670481863341,0.0252484992525697,-0.000392033992377756
"2010-06-11",-879.233408132917,NA,0.12367859971364,-0.068076384737417,-0.0920651559288102,0.0739521270409784,0.0503882605109516,0.0289238515688928,-0.000394692023972168
"2010-06-17",-977.322987761671,NA,0.0964242762812654,0.0432766757933925,0.012031857785906,0.108673931347574,0.0616065404293484,0.0696248213979194,-0.000403692459547805
"2010-06-18",-1015.79794025158,NA,0.0445457063229994,0.0568721044911683,0.0479143146138221,0.0793449514940825,0.0460825387332599,0.060294958454915,-0.000405498822140909
"2010-06-21",-539.660070875632,NA,0.0826354676002791,0.053346440355357,0.0537373629064956,0.0390102926656491,0.142522216836126,0.0399609662399968,-0.000407112776337598
"2010-06-22",-763.910765016653,NA,0.110690671915118,0.0169976750960203,0.129499634918511,0.0236689354036361,0.101923086052231,0.0656217558882813,-0.000408526574680949
"2010-06-23",-713.551184983159,NA,0.0387083969112512,0.0740237783718961,0.0851997406913238,0.0723198441241048,0.0422825987829196,0.0292762220166133,-0.000409732301429586
"2010-06-24",-643.582177313169,NA,-0.00331432552265008,0.0508227128155643,0.0508362367366766,0.117961973459351,0.0435981652985657,0.012923232116465,-0.000410721871974511
"2010-06-25",-694.004293592336,NA,0.0146195205015909,0.0128924104611135,0.0064076443479822,0.090594248147526,-0.0471328216083871,-0.014438358422341,-0.000411487032338664
"2010-06-28",-604.817819374914,NA,0.00250695224227795,0.00173078233461884,0.0119124638051625,0.137215544166087,-0.0499129871671436,-0.00680969955188981,-0.000412019358770036
"2010-06-29",-736.022753342148,NA,-0.0596550190855825,-0.0376642658670647,0.0273491927392807,0.182824700044424,-0.121744937124114,0.0118080647439459,-0.000412310257424188
"2010-06-30",-822.618844167322,NA,-0.13186938330323,-0.0324948291625431,-0.0672836761425592,0.183420497592558,-0.171631256593762,-0.0445862067038562,-0.000412350964144025
"2010-07-01",-904.605536281329,NA,-0.124139105572761,-0.029062987001493,-0.0219876614383515,0.154001643048149,-0.207574480366052,-0.05899365994525,-0.000412132544340565
"2010-07-02",-731.981934079061,NA,-0.126467096547037,-0.00957080540155732,-0.0267642539337587,0.143566766830203,-0.161577072285505,-0.0764154226001142,-0.000411645892975394
"2010-07-05",-694.746768025874,NA,-0.0788562155644648,-0.0467203383668381,-0.0616149353255976,0.0831144356996047,-0.20264141039354,-0.0358525979026666,-0.000410881734650697
"2010-07-06",-692.898466016293,NA,-0.0963092696872923,-0.0840136359453353,-0.0565411762473884,0.0796431570725578,-0.218769805942263,-0.0313062575000692,-0.000409830623811484
"2010-07-07",-681.435168764736,NA,-0.113829033381811,-0.0343527288728111,-0.0215444218638002,0.132151404009017,-0.222964486420084,0.00222254178049983,-0.000408482945059625
"2010-07-08",-605.354730568575,NA,-0.0564182413037588,-0.0660396131570373,-0.0266260939671976,0.15263761664771,-0.128227588884552,-0.00326724394736125,-0.000406828913590566
"2010-07-09",-614.654724047413,NA,-0.00907958105667069,-0.0332762706057923,-0.0017876054447025,0.115100180501315,-0.122561158228828,0.0202233405112416,-0.000404858575749422
"2010-07-12",-684.332471592412,NA,0.0281842830771489,-0.0178646557286738,0.0529696418229159,0.0865374179881934,-0.113967186341683,0.0376932517017389,-0.000402561809713335
"2010-07-13",-769.385041519381,NA,0.0453706905681596,-0.00250670928033441,-0.00235575330614097,0.0849476039489742,-0.120447614450353,-0.00885856218994859,-0.00039992832630832
"2010-07-14",-689.809219269387,NA,0.122476969237108,-0.0356043646307039,0.0422347861307017,0.135328977453214,-0.0640043366724423,0.00856683144121301,-0.000396947669957756
"2010-07-15",-690.601472251274,NA,0.0495004281498932,-0.0216595541137246,0.0667398380697123,0.188679742456504,-0.0856391973374202,0.0229683688620876,-0.000393609219769586
"2010-07-16",-601.757982734346,NA,-0.0135616742545076,0.02092580465419,0.0711579629890859,0.193998046974873,-0.118354014317811,-0.00865501720172727,-0.00038990219077067
"2010-07-19",-593.274647520988,NA,-0.0467120999985709,0.0528498030096337,0.0854876937794898,0.127281961031728,-0.115150570086508,-0.0233044035187834,-0.000385815635284831
"2010-07-20",-475.147114670699,NA,-0.00995360549900428,0.0405105236395363,0.0197275339174898,0.118529474459527,-0.0160305981935885,-0.0214808632800475,-0.000381338444466385
"2010-07-21",-492.370787007389,NA,-0.0132889278635492,0.0100060273846413,0.053875951542815,0.0667385244774601,-0.0329957845905261,-0.0196854600433353,-0.000376459349988502
"2010-07-22",-464.940870947516,NA,-0.086720800085612,0.031634358340399,0.0479314066405192,0.0829069993093534,-0.0860478086023065,-0.0224192484871628,-0.000371166925894736
"2010-07-23",-237.852369382476,NA,-0.0202519496655321,0.040793556466265,0.0318923369254058,0.0820327595920189,-0.0251883359148587,-0.0451832751528581,-0.000365449590615381
"2010-07-26",-116.100093015564,NA,0.0461149317436191,0.0464816486450926,0.0957571602995795,0.0871136316919778,0.0355810033548627,-0.0329785773144705,-0.000359295609156339
"2010-07-27",-219.678754230056,NA,0.0623771608596673,0.0608966448974985,0.119524281481916,0.0601474080666308,0.045258589501335,-0.0398061735692162,-0.000352693095459731
"2010-07-28",-43.5830174197342,NA,0.118532035338727,0.135336536030317,0.223192065609299,0.0381318451639934,-0.00715721188855011,-0.0436670688821857,-0.000345630014950085
"2010-07-29",-142.807456170838,NA,0.0745768270524083,0.159699287678487,0.236758828412138,0.054064674569767,0.0153319460641343,-0.000562251764252199,-0.000338094187263023
"2010-07-30",-187.346626055047,NA,0.0805087588762006,0.215382809533836,0.220222793361911,0.0309436121072989,-0.00227558680322686,-0.0144926926761311,-0.000330073289163499
"2010-08-02",72.8049763871716,NA,-0.00367497714171602,0.194384945275009,0.173582086063581,0.0207663512518893,0.00201853300890471,-0.0354593618459924,-0.000321554857663437
"2010-08-03",32.652932056056,NA,0.0520227777680517,0.143803449550417,0.186834741091189,-0.0144694273119928,-0.05278735005884,-0.0364632235113903,-0.000312526293335195
"2010-08-04",122.202791758336,NA,0.00759918389369573,0.0695359966571732,0.169978721266533,-0.0587660514840927,-0.0676948924005933,-0.0575052272524907,-0.000302974863832761
"2010-08-05",106.460092803405,NA,0.0530513800193991,0.0976802014499527,0.0830119121819288,-0.0751258431827037,-0.0417057285901591,-0.0865863075768728,-0.000292887707625801
"2010-08-06",115.430321986565,NA,0.0183765017881081,0.0382336500399509,0.0959321291667712,-0.10155110003486,-0.0318214652192506,-0.0547073752218136,-0.000282251837942976
"2010-08-09",189.118922096478,NA,-0.0564283370863641,0.0530938881616256,0.058737153236924,-0.151044088613488,-0.100043691639715,-0.0218693051333183,-0.000271054146948608
"2010-08-10",-27.4687117919655,NA,-0.0513660304864706,-0.00284155425520453,0.0114247257536081,-0.158607033514316,-0.0783739840499039,-0.0660729496435687,-0.000259281410134244
"2010-08-11",-104.327262778551,NA,-0.116439448969505,-0.00367516922764131,0.0339925637985386,-0.0772420968978119,-0.141813877294237,-0.0473191520449181,-0.000246920290946906
"2010-08-12",-241.451402607916,NA,-0.181651441860289,0.0190905524019794,-0.00356162026893848,-0.118951375362478,-0.173364873820437,-0.0676087283176481,-0.00023395734565887
"2010-08-13",-58.8357599006486,NA,-0.157004810351846,0.0317531213106665,-0.0612401281405373,-0.101736933577987,-0.154028417455703,-0.080942474882375,-0.000220379028475926
"2010-08-16",-106.474863470316,NA,-0.212502280549777,-0.0728899597160531,-0.0490452600362994,-0.0666007870442308,-0.197805880365406,-0.0943211602128925,-0.000206171696894601
"2010-08-17",-79.3632178109924,NA,-0.308146513660826,-0.099641201018138,-0.126979290861238,-0.0845449092074834,-0.251698571046025,-0.12474551932467,-0.000191321617315019
"2010-08-18",-117.495283404212,NA,-0.243940083050982,-0.0883030828056625,-0.135044475247885,-0.120571245983514,-0.247707716228879,-0.12621624824454,-0.000175814970915018
"2010-08-19",-115.865487925448,NA,-0.239885434711489,-0.154778044101004,-0.173243015339942,-0.192681708340777,-0.286834438603051,-0.15473399143462,-0.000159637859787335
"2010-08-20",-324.468210482129,NA,-0.295984913798147,-0.136468487425834,-0.171577057459538,-0.167878157408538,-0.284079758465252,-0.133299341184242,-0.000142776313348808
"2010-08-23",-313.297782288205,NA,-0.252240766308368,-0.16517675132258,-0.230048676317144,-0.155162374669216,-0.223444577546339,-0.14191282582203,-0.000125216295031594
"2010-08-24",-347.348400434956,NA,-0.268655115890446,-0.180005117923037,-0.238659875699836,-0.16953607221077,-0.312929680150332,-0.130574918575881,-0.000106943709246922
"2010-08-25",-346.614132509272,NA,-0.36522998192708,-0.206455801081647,-0.287412564301884,-0.193000897983611,-0.37753575821777,-0.146286034012775,-8.79444086485334e-05
"2010-08-26",-346.088902518735,NA,-0.321967272749542,-0.208730940245847,-0.356308552165621,-0.194558429858739,-0.377263374337066,-0.158046532725125,-6.82042016835152e-05
"2010-08-27",-355.766491193534,NA,-0.358868745718054,-0.299932589523123,-0.375349530528286,-0.186210165928333,-0.377112935038268,-0.131856714836694,-4.77088604446116e-05
"2010-08-30",-175.640536205233,NA,-0.195936025104092,-0.336062716739386,-0.434537043343086,-0.188957523861989,-0.33008469090622,-0.0557168151411789,-2.6444128832726e-05
"2010-08-31",-240.704528166254,NA,-0.313170586837283,-0.346123165740856,-0.373872479409784,-0.156801844357301,-0.409178736642103,-0.0306270139280126,-4.39573102730583e-06
"2010-09-01",-125.951885085573,NA,-0.380573825855386,-0.334915641458297,-0.433357047906864,-0.19774439000456,-0.397395030503633,-0.0785874684553847,1.84506197202763e-05
"2010-09-02",-71.3759254745238,NA,-0.268147007644128,-0.362791705749879,-0.362991803469729,-0.20478635857847,-0.369733361610229,-0.0325983233216796,4.21092119808473e-05
"2010-09-03",-41.969915781527,NA,-0.215891240374498,-0.390802782032444,-0.292777621601307,-0.203928866114001,-0.318193354814413,0.0503403093597105,6.65943266914116e-05
"2010-09-06",77.2729070492527,NA,-0.123807521377544,-0.2936001437599,-0.232715227758053,-0.196172943996015,-0.245774482135418,0.0852283309502536,9.19202273907323e-05
"2010-09-07",106.359323422435,NA,-0.176896758742674,-0.264234902843595,-0.202805226374303,-0.19051953931306,-0.269476084064746,0.137065622002627,0.000118101150084018
"2010-09-08",50.2960818008063,NA,-0.230159809382713,-0.211908049832753,-0.243048125688718,-0.207969518064137,-0.330297399500287,0.0858520278395735,0.000145151292783848
"2010-09-09",-195.910113317223,NA,-0.178597457088192,-0.23222046605236,-0.323444350109063,-0.213523667494594,-0.254237555949335,0.0895873371264615,0.000173084804683268
"2010-09-10",2.74742177602292,NA,-0.0672103905111021,-0.299072945232955,-0.223994223576492,-0.213182688883788,-0.210295544387584,0.0722713030409495,0.000201915774975677
"2010-09-13",-23.7245482299418,NA,-0.0259992244778583,-0.22056618511446,-0.18469793633328,-0.161947195248889,-0.115470250699036,0.107903641728815,0.000231658221307653
"2010-09-14",-160.319259781493,NA,-0.0949645460333885,-0.159500759812306,-0.0855555860316787,-0.120817711486122,-0.146760473840262,0.108484039461679,0.000262326077863959
"2010-09-15",-187.02993951834,NA,-0.154106931475375,-0.0881771522687282,-0.156567193976637,-0.139794695548973,-0.136164965036502,0.0470121379084053,0.000293933183068079
"2010-09-16",-203.849747810713,NA,-0.0934269178465778,-0.0920957794943545,-0.137732746108456,-0.130878555449701,-0.112682414848761,0.00748753389480184,0.000326493266908536
"2010-09-17",-155.771767717817,NA,-0.0629249784891376,-0.150557022051474,-0.079052163648503,-0.101069641415554,-0.0843114575522309,0.00790980481360469,0.000360019937877139
"2010-09-20",-97.7889980358167,NA,-0.0826015481251465,-0.127961222433116,-0.0405253108852564,-0.0803682495732641,-0.0710506808444741,0.0272785249626823,0.000394526669504592
"2010-09-21",-144.894373171146,NA,-0.1124570354673,-0.0666086608990021,-0.0521520194301101,-0.0357746342720238,-0.0478986375716826,0.0140932653701694,0.000430026786503419
"2010-09-27",47.919212891985,NA,-0.213674707792345,-0.233434916637903,-0.240190394708957,-0.102482037447879,-0.0843478685146776,-0.0436964251384179,0.000582221583525023
"2010-09-28",-9.34107393744261,NA,-0.294428934446224,-0.255701386142016,-0.232581466909109,-0.13043007825914,-0.123716742743099,-0.053658203869429,0.000622882267841562
"2010-09-29",43.3319124420224,NA,-0.355363073630323,-0.170611957877699,-0.285124270256697,-0.105486717446525,-0.141184985248,-0.0886765586805224,0.000664612332819444
"2010-09-30",-49.0546780070369,NA,-0.31647692581392,-0.23416653960407,-0.287818205147029,-0.109651927489654,-0.228750886035777,-0.163751871891251,0.000707423638693897
"2010-10-08",43.5062867660498,NA,-0.436905546875106,-0.252801610449908,-0.297107019807404,-0.285914962843847,-0.191092257577609,-0.177415285643411,0.000987624822704823
"2010-10-11",551.021959089439,NA,-0.439260347590983,-0.314753576772732,-0.290832071369476,-0.340834389889568,-0.22228770730005,-0.195895897370956,0.00103831153750296
"2010-10-12",508.499473307452,NA,-0.426788263752955,-0.286145151964151,-0.294699129923812,-0.344859620484008,-0.234564447674369,-0.198934638268047,0.00109016294100231
"2010-10-13",625.945735994146,NA,-0.414487742756273,-0.34747526730029,-0.358706502274877,-0.364989801454878,-0.215920073085151,-0.202031341446482,0.00114318774532829
"2010-10-14",623.367443530333,NA,-0.397357055579178,-0.329842735775711,-0.272852373410493,-0.341223937078246,-0.219352080957275,-0.177685757786675,0.00119739421197741
"2010-10-15",600.771033555957,NA,-0.340394301867052,-0.365546226752941,-0.28713478004401,-0.368560880758398,-0.152857879462846,-0.188397554657193,0.00125279012990018
"2010-10-18",383.162686035972,NA,-0.273597417014199,-0.33778427325073,-0.251551646101938,-0.359999344851253,-0.096434786102869,-0.179166325978919,0.00130938279309325
"2010-10-19",460.54833260076,NA,-0.346964195709246,-0.338655257185777,-0.216100776821111,-0.367537889364491,-0.120080055192952,-0.179991587796295,0.00136717897770122
"2010-10-20",292.933746496643,NA,-0.370492319546625,-0.279057420849111,-0.180779873456931,-0.327174925497234,-0.108790901186477,-0.165872782094077,0.00142618491862316
"2010-10-21",285.324510597782,NA,-0.364179326699898,-0.261288866543812,-0.185586547937623,-0.339908712521714,-0.117564488900365,-0.170809276455272,0.00148640628561346
"2010-10-22",492.726086691295,NA,-0.308022602196165,-0.226547581222597,-0.15051833746419,-0.278737374470454,-0.0983979381820683,-0.182800369897835,0.00154784815890728
"2010-10-25",705.143818622646,NA,-0.292019380525277,-0.247331443831837,-0.135572702523455,-0.283658894870838,-0.0852883202822953,-0.183845290834075,0.0016105150043122
"2010-10-26",567.58284656412,NA,-0.296166768852827,-0.301738239672261,-0.150747041384328,-0.344671142031494,-0.0942326657781686,-0.159943192114111,0.00167441064782396
"2010-10-27",335.048019209962,NA,-0.220461753635626,-0.289465651807765,-0.116038696275249,-0.333771867008099,-0.0732279699920952,-0.154093150593654,0.00173953824971303
"2010-10-28",317.543950638405,NA,-0.144901198906678,-0.317511238575571,-0.0614449471118316,-0.232958678382733,-0.0752711892943719,-0.102294177014395,0.00180590027811523
"2010-10-29",300.075116432382,NA,-0.209481877569455,-0.192472438659943,-0.0669630258441179,-0.239229046770255,-0.0883592497859027,-0.16554521842226,0.00187349848211372
"2010-11-01",427.645860914816,NA,-0.274200502630317,-0.0992465594981548,-0.0925901390230568,-0.241580346489205,-0.0484890464534029,-0.134845179578583,0.00194233386430301
"2010-11-02",380.260404369748,NA,-0.249053700505203,-0.106030828967485,-0.168323465520178,-0.25600985297053,-0.0496574377595147,-0.128192896815142,0.002012406652852
"2010-11-03",377.922790309611,NA,-0.284037984265991,-0.172922433920511,-0.184160145933563,-0.241514741785822,-0.0388612621233897,-0.127587150724124,0.00208371627304139
"2010-11-04",705.636905062427,NA,-0.249149764035727,-0.208418517380991,-0.210097251283253,-0.254092082682104,-0.0680973374378401,-0.139026668907946,0.0021562613183093
"2010-11-05",1043.40647873818,NA,-0.394385332527832,-0.223816150893588,-0.156131776464971,-0.256738845574416,-0.0673624655319634,-0.150510126229531,0.00223003952076515
"2010-11-08",851.234949764885,NA,-0.349740879467373,-0.259512319851064,-0.272260629528625,-0.247451895346052,-0.0266534200862398,-0.146036140083936,0.00230504772121121
"2010-11-09",919.125325268299,NA,-0.335212431555892,-0.306603917129442,-0.248480653985465,-0.190227990754713,-0.0209669469360737,-0.115603265651221,0.00238128183863598
"2010-11-10",887.0802605079,NA,-0.220795870926414,-0.288587728332913,-0.274788580805216,-0.200063788271604,0.0377002191004918,-0.103209997745971,0.00245873683921483
"2010-11-11",960.102030813638,NA,-0.296486941148513,-0.270060412328115,-0.211181038245819,-0.153955865735393,0.0183513518723019,-0.0838547833972042,0.00253740670480232
"2010-11-12",448.192544832564,NA,-0.247281294523909,-0.242418508690791,-0.257654540978362,-0.0239007182861877,0.0229897096444933,-0.0755360269708813,0.00261728440090261
"2010-11-15",541.353314343497,NA,-0.198174460798153,-0.130458445364806,-0.214205516380521,-0.106894777425057,0.101618543096456,-0.0822520981708943,0.00269836184416596
"2010-11-16",389.585665860762,NA,-0.0441618675009274,-0.140476550087812,-0.130830285325737,-0.128934464773497,0.105241093404562,-0.0620013354775007,0.00278062986935197
"2010-11-17",-337.109297874829,NA,-0.120238860244395,-0.0998690966713524,-0.107525080143653,-0.074016157767065,0.0928605597401758,-0.0447820433713333,0.00286407819583681
"2010-11-18",96.2693648381729,NA,-0.0864007663861613,-0.0331323008594842,-0.0842860790836387,-0.069136180544808,0.128480097772228,-0.024592500704116,0.00294869539359138
"2010-11-19",189.72273504874,NA,-0.0826428635816525,-0.00386233711433849,-0.0211094159487515,0.0177091733494506,0.159102824784818,-0.0244309678164392,0.00303446884868854
"2010-11-22",88.2518540123023,NA,-0.10896039377198,-0.0373553662026072,-0.00799118970156321,-0.0334763610500565,0.149731804953542,-0.00629569488335446,0.00312138472833357
"2010-11-23",-143.142315439969,NA,-0.195348564736817,0.0724924527055188,0.0150725094212422,-0.0916890560292476,0.100370036687283,0.0148150780188077,0.00320942794540316
"2010-11-24",-44.4588469563781,NA,-0.231802539216053,0.0708849758812732,-0.0719144055138107,-0.0529251700363411,0.0910204565018157,0.020903113416146,0.00329858212251682
"2010-11-25",-105.696755015863,NA,-0.078317399200376,0.0124260296302236,-0.138948027670745,0.0138190763809963,0.126685959423983,0.0269701677107549,0.00338882955564874
"2010-11-26",-191.855035720122,NA,-0.114888130862687,-0.0554805890431033,-0.0160244204869336,0.0645474845522697,0.112369402856435,0.0600179886643058,0.00348015117727292
"2010-11-29",-147.932641479862,NA,-0.151509688002363,0.0113689117295875,-0.053139589964118,0.133263850094736,0.11307359183494,0.0910483128900161,0.00357252651905342
"2010-11-30",-173.928445400754,NA,-0.18817697692894,0.0331783467498207,0.00971046451966346,0.351971941944309,0.038801284946277,0.0850628521921203,0.00366593367410275
"2010-12-01",-194.841259439194,NA,-0.224884841323808,0.0103515261198729,-0.0574702344478539,0.390675473951,0.00455519403714248,0.0870632807390895,0.00376034925879407
"2010-12-02",-55.6698236561846,NA,-0.0716280470835559,0.00219224622732082,-0.0146776682927363,0.215378014473752,0.0173380149153397,0.0530512375378887,0.00385574837414919
"2010-12-03",68.5872024263881,NA,-0.0384012671464279,-0.108795700819132,0.0780922053147585,0.102082970381993,0.0611524415057458,0.0820283256069907,0.00395210456681624
"2010-12-06",87.9311822986859,NA,-0.0251991448425308,0.0116914761829724,0.0708434347715173,0.122793659516529,0.00500116056636173,0.0959961260356643,0.0040493897896278
"2010-12-07",72.3634510994119,NA,-0.112016307628439,0.0545576134079361,0.0735800361942484,0.1735133575212,0.0248868335773889,0.0429561860059081,0.0041475743617789
"2010-12-08",-83.1146923797601,NA,0.0811526274555893,0.0584065421972275,0.126305996415891,0.188245289281854,0.156812119951519,0.058910013018802,0.0042466269286077
"2010-12-09",-3.50197925938573,NA,0.184313089672351,0.0365420713404421,0.229025271854306,0.21099260796089,0.224779668814322,0.114859096819084,0.00434651442101357
"2010-12-10",-13.7971063038702,NA,0.147470474739411,0.0947679854842046,0.181741766717548,0.191758388907678,0.182792064471524,0.132804902800457,0.00444720201450801
"2010-12-13",36.0012311702945,NA,0.230630102186709,0.164488054170155,0.154459290543851,0.207545620255778,0.254851798314072,0.0757488488784828,0.00454865308793086
"2010-12-14",40.8943435494018,NA,0.193797230585808,0.115106007766638,0.157181577746677,0.239357210873503,0.222961286173875,0.127692298072521,0.00465082918182711
"2010-12-15",45.8835263386499,NA,0.386977023175067,0.121825508649264,0.159912298892257,0.257195983838089,0.244122838537506,0.123636582090402,0.00475368995650989
"2010-12-16",35.970058138756,NA,0.420174563084856,0.159650171613448,0.212655059574285,0.191064663286217,0.2153386737282,0.129582979857095,0.00485719314982874
"2010-12-17",56.1551985844311,NA,0.353394773484861,0.203083561096819,0.215413399285077,0.248965867040085,0.136610909158738,0.133532719191175,0.00496129453464753
"2010-12-20",26.4401924415848,NA,0.20664240386141,0.203729175544045,0.208190769613986,0.257902133943383,0.0729415732293914,0.069486974346826,0.00506594787606203
