"","T00C1_hpfc","CN_10yry_hpfc","USDCNH_hpfc","CN_5yry_hpfc","CN_2yry_hpfc","IH00C1_hpfc","IF00C1_hpfc","SPX_hpfc"
"2010-07-12",NA,NA,NA,NA,NA,NA,-223.609321360922,-32.2189739330363
"2010-07-13",NA,NA,NA,NA,NA,NA,-260.412305370475,-15.7779557718419
"2010-07-14",NA,NA,NA,NA,NA,NA,-241.678381039373,-16.1176817992651
"2010-07-15",NA,NA,NA,NA,NA,NA,-287.007098238554,-14.9983292219588
"2010-07-16",NA,NA,NA,NA,NA,NA,-297.397906938662,-46.8100685841277
"2010-07-19",NA,NA,NA,NA,NA,NA,-198.25013847344,-40.6730642303593
"2010-07-20",NA,NA,NA,NA,NA,NA,-152.36300124405,-28.6974611557094
"2010-07-21",NA,NA,NA,NA,NA,NA,-156.53562170286,-42.8633875427181
"2010-07-22",NA,NA,NA,NA,NA,NA,-119.167063321857,-19.0809597115569
"2010-07-23",NA,NA,NA,NA,NA,NA,-122.656324867401,-10.41027626438
"2010-07-26",NA,NA,NA,NA,NA,NA,-112.202355846875,1.59857208395828
"2010-07-27",NA,NA,NA,NA,NA,NA,-133.804055066661,0.0654989218138891
"2010-07-28",NA,NA,NA,NA,NA,NA,-27.2602749530287,-8.02958282322312
