"","IH00C1_hpft","SPX_hpft","FTSE_hpft"
"2014-03-11",NA,1853.91070307287,6703.86431595715
"2014-03-12",NA,1854.99454212526,6704.69931227039
"2014-03-13",NA,1856.07798507066,6705.53139063428
"2014-03-14",NA,1857.16110045948,6706.36082842785
"2014-03-17",NA,1858.24395281686,6707.18784030223
"2014-03-18",NA,1859.32660004129,6708.01256713588
"2014-03-19",NA,1860.40910027355,6708.83509241728
"2014-03-20",NA,1861.49151699642,6709.65545716938
"2014-03-21",NA,1862.57391384185,6710.47364632014
"2014-03-24",NA,1863.65635878971,6711.28957567734
"2014-03-25",NA,1864.73892145105,6712.10309767922
"2014-03-26",NA,1865.82166886729,6712.91398585379
"2014-03-27",NA,1866.90466844408,6713.72196941149
"2014-03-28",NA,1867.98798210521,6714.52673307948
"2014-03-31",NA,1869.07166438995,6715.32790974876
"2014-04-01",NA,1870.15576555185,6716.12509140974
"2014-04-02",NA,1871.24033719547,6716.91782170713
"2014-04-03",NA,1872.32543727632,6717.70561803107
"2014-04-04",NA,1873.41113187642,6718.48797384733
"2014-04-08",NA,1875.58459271296,6720.03421496914
"2014-04-09",NA,1876.6724856527,6720.79697170047
"2014-04-10",NA,1877.76122019248,6721.55198679159
"2014-04-11",NA,1878.8508419732,6722.29858734785
"2014-04-14",NA,1879.94137816636,6723.03606757859
"2014-04-15",NA,1881.0328298353,6723.76365530816
"2014-04-16",NA,1882.12517765175,6724.4805207898
"2014-04-17",NA,1883.21838655793,6725.18575898175
"2014-04-18",NA,NA,NA
"2014-04-21",NA,1884.31241330528,NA
"2014-04-22",NA,1885.40720705245,6725.87840684349
"2014-04-23",NA,1886.50271182321,6726.55746002511
"2014-04-24",NA,1887.59886922015,6727.22189593992
"2014-04-25",NA,1888.69561625234,6727.87067058196
"2014-04-28",NA,1889.79288621322,6728.50272993294
"2014-04-29",NA,1890.89060194002,6729.11700253874
"2014-04-30",NA,1891.98867785277,6729.71240522949
"2014-05-05",NA,1895.28414180673,NA
"2014-05-06",NA,1896.38271374806,6731.37484641479
"2014-05-07",NA,1897.48115188178,6731.88436646703
"2014-05-08",NA,1898.57933659242,6732.36996919174
"2014-05-09",NA,1899.67714029859,6732.8307338741
"2014-05-12",NA,1900.77442593256,6733.26578397919
"2014-05-13",NA,1901.87104766458,6733.67427675981
"2014-05-14",NA,1902.96685795999,6734.05541844534
"2014-05-15",NA,1904.06170745669,6734.40847288989
"2014-05-16",NA,1905.15544082492,6734.73276365106
"2014-05-19",NA,1906.24788900656,6735.02765830156
"2014-05-20",NA,1907.33887166066,6735.29257446269
"2014-05-21",NA,1908.42819969629,6735.5269750277
"2014-05-22",NA,1909.51566975796,6735.73035046419
"2014-05-23",NA,1910.60107005838,6735.90222658733
"2014-05-26",NA,NA,NA
"2014-05-27",NA,1911.68418177254,6736.0421642774
"2014-05-28",NA,1912.76478191243,6736.14975742056
"2014-05-29",NA,1913.84265093989,6736.22464491699
"2014-05-30",NA,1914.91756808296,6736.26651323222
"2014-06-03",NA,1917.05767743508,6736.25020624751
"2014-06-04",NA,1918.12244408081,6736.19165786459
"2014-06-05",NA,1919.18340710782,6736.09934074758
"2014-06-06",NA,1920.24036259286,6735.97317020712
"2014-06-09",NA,1921.29311540752,6735.81309354401
"2014-06-10",NA,1922.34148249339,6735.61910858686
"2014-06-11",NA,1923.38529318328,6735.39127069841
"2014-06-12",NA,1924.42438856946,6735.12969225667
"2014-06-13",NA,1925.45861822007,6734.83452841353
"2014-06-16",NA,1926.4878340534,6734.50597895552
"2014-06-17",NA,1927.51189241126,6734.14426145019
"2014-06-18",NA,1928.53065430323,6733.74960178751
"2014-06-19",NA,1929.54398672354,6733.32223934373
"2014-06-20",NA,1930.55176842623,6732.8624320179
"2014-06-23",NA,1931.5538905397,6732.37046862329
"2014-06-24",NA,1932.55025755138,6731.84667614187
"2014-06-25",NA,1933.54078678606,6731.2914097424
"2014-06-26",NA,1934.52540277329,6730.70504742071
"2014-06-27",NA,1935.50404078551,6730.08796813516
"2014-06-30",NA,1936.47664547618,6729.44055266917
"2014-07-01",NA,1937.44317202126,6728.76319324865
"2014-07-02",NA,1938.40358541537,6728.05628809311
"2014-07-03",NA,1939.35786548318,6727.32026607547
"2014-07-04",NA,NA,6726.55559257398
"2014-07-07",NA,1940.30600701975,6725.76278996499
"2014-07-08",NA,1941.24802386866,6724.94243828619
"2014-07-09",NA,1942.18394531,6724.09515798009
"2014-07-10",NA,1943.11380990872,6723.22157507258
"2014-07-11",NA,1944.03766889761,6722.32231308672
"2014-07-14",NA,1944.95558242409,6721.39797452551
"2014-07-15",NA,1945.86762036288,6720.44914860143
"2014-07-16",NA,1946.77386587589,6719.47643475443
"2014-07-17",NA,1947.67441345624,6718.48042829112
"2014-07-18",NA,1948.56937198036,6717.4617514665
"2014-07-21",NA,1949.45885464245,6716.42103473658
"2014-07-22",NA,1950.34298689311,6715.35892177991
"2014-07-23",NA,1951.2219041743,6714.27606124319
"2014-07-24",NA,1952.09575564617,6713.17313483409
"2014-07-25",NA,1952.96470526223,6712.05085893051
"2014-07-28",NA,1953.82893180908,6710.90999467166
"2014-07-29",NA,1954.68862456247,6709.75133605854
"2014-07-30",NA,1955.54398316562,6708.57570898694
"2014-07-31",NA,1956.39521357023,6707.38397986145
"2014-08-01",NA,1957.24252773244,6706.17704189887
"2014-08-04",NA,1958.08612697463,6704.95579771007
"2014-08-05",NA,1958.92619935343,6703.7211387464
"2014-08-06",NA,1959.76292503188,6702.47394511838
"2014-08-07",NA,1960.59646816932,6701.2150881563
"2014-08-08",NA,1961.4269765879,6699.94541177889
"2014-08-11",NA,1962.25457701746,6698.66571697955
"2014-08-12",NA,1963.07938385445,6697.37674994616
"2014-08-13",NA,1963.90150102301,6696.07922964866
"2014-08-14",NA,1964.72102032372,6694.77384820645
"2014-08-15",NA,1965.538026455,6693.46128145291
"2014-08-18",NA,1966.35260017139,6692.14220128874
"2014-08-19",NA,1967.16481789624,6690.81727780361
"2014-08-20",NA,1967.97475827985,6689.48720138639
"2014-08-21",NA,1968.78250593941,6688.15269900527
"2014-08-22",NA,1969.58815315387,6686.81452490722
"2014-08-25",NA,1970.39180195229,NA
"2014-08-26",NA,1971.19356213978,6685.47347033792
"2014-08-27",NA,1971.9935549005,6684.13036309872
"2014-08-28",NA,1972.79191333432,6682.7860877397
"2014-08-29",NA,1973.58878216744,6681.44158938041
"2014-09-01",NA,NA,6680.09786398939
"2014-09-02",NA,1974.38431602522,6678.75596470631
"2014-09-03",NA,1975.17868184341,6677.41700469574
"2014-09-04",NA,1975.97205808869,6676.0821592973
"2014-09-05",NA,1976.76463378549,6674.75268493656
"2014-09-09",NA,1978.34818826618,6672.11528338794
"2014-09-10",NA,1979.13959851743,6670.81025174394
"2014-09-11",NA,1979.93106253493,6669.5163725269
"2014-09-12",NA,1980.72281202207,6668.23525755246
"2014-09-15",NA,1981.51508592386,6666.96857241586
"2014-09-16",NA,1982.30812517656,6665.71804005557
"2014-09-17",NA,1983.10217179729,6664.48544014014
"2014-09-18",NA,1983.89747469471,6663.27260463726
"2014-09-19",NA,1984.69429041128,6662.08141363564
"2014-09-22",NA,1985.49288684141,6660.91381171536
"2014-09-23",NA,1986.29354250518,6659.77181614104
"2014-09-24",NA,1987.09653955907,6658.65749076977
"2014-09-25",NA,1987.90215870306,6657.57290619965
"2014-09-26",NA,1988.71068526818,6656.52015270995
"2014-09-29",NA,1989.52239552788,6655.50131319615
"2014-09-30",NA,1990.337563333,6654.51846760631
"2014-10-08",NA,1995.31536736416,6649.49118974299
"2014-10-09",NA,1996.1615230679,6648.81623336047
"2014-10-10",NA,1997.01289293443,6648.19261433921
"2014-10-13",NA,1997.86961521137,6647.62196077524
"2014-10-14",NA,1998.73179057899,6647.1057733578
"2014-10-15",NA,1999.59946882075,6646.64543646423
"2014-10-16",NA,2000.47264969041,6646.24222930242
"2014-10-17",NA,2001.3512762662,6645.89725126637
"2014-10-20",NA,2002.23523470149,6645.61141560113
"2014-10-21",NA,2003.12436378221,6645.38549682496
"2014-10-22",NA,2004.01846169193,6645.22011298249
"2014-10-23",NA,2004.91730105025,6645.11576924794
"2014-10-24",NA,2005.82062268589,6645.07286932
"2014-10-27",NA,2006.72814506594,6645.09172349223
"2014-10-28",NA,2007.63956961028,6645.17253609636
"2014-10-29",NA,2008.55457909701,6645.31539504876
"2014-10-30",NA,2009.47284696662,6645.52028781831
"2014-10-31",NA,2010.39403580701,6645.7871227381
"2014-11-03",NA,2011.31780207892,6646.11573292215
"2014-11-04",NA,2012.24380540774,6646.50591043051
"2014-11-05",NA,2013.17170810249,6646.95738195238
"2014-11-06",NA,2014.10117241274,6647.46979459036
"2014-11-07",NA,2015.03186488629,6648.04275087956
"2014-11-10",NA,2015.96345914306,6648.6758135403
"2014-11-11",NA,2016.89563578383,6649.36851189242
"2014-11-12",NA,2017.82808462587,6650.12035978557
"2014-11-13",NA,2018.7605049046,6650.93086198817
"2014-11-14",NA,2019.69260429705,6651.79950711457
"2014-11-17",NA,2020.62409898281,6652.72577738003
"2014-11-18",NA,2021.55471346138,6653.70915606221
"2014-11-19",NA,2022.48418078708,6654.74913439348
"2014-11-20",NA,2023.41224651642,6655.84522651522
"2014-11-21",NA,2024.33866705075,6656.99696386806
"2014-11-24",NA,2025.26321091845,6658.20388742266
"2014-11-25",NA,2026.18566283565,6659.4655769076
"2014-11-26",NA,2027.10582576696,6660.78164164209
"2014-11-27",NA,NA,6662.15172057281
"2014-11-28",NA,2028.02351956041,6663.57548091542
"2014-12-01",NA,2028.93858296456,6665.05261521135
"2014-12-02",NA,2029.85087107077,6666.58284040877
"2014-12-03",NA,2030.76024909828,6668.16586986672
"2014-12-04",NA,2031.6665974363,6669.80144816006
