"","SA0_hpft","USDCNH_hpft","USDX_hpft","GBPUSD_hpft","EURUSD_hpft","AUDUSD_hpft","USDJPY_hpft"
"2010-04-19",NA,NA,82.59171808568,1.51591475762443,1.31233927566855,0.890632931469121,91.1609666439838
"2010-04-20",NA,NA,82.6350024877671,1.51539992080054,1.31117073603638,0.890421981400538,91.1365388643036
"2010-04-21",NA,NA,82.6775370767782,1.51490246990276,1.31001647873348,0.890213904195329,91.1111759301326
"2010-04-22",NA,NA,82.7192992906631,1.51442258351241,1.30887693897926,0.890008993993882,91.0848664723399
"2010-04-23",NA,NA,82.7602659607498,1.51396044975838,1.30775256397369,0.8898075617959,91.0575999438947
"2010-04-26",NA,NA,82.800413608638,1.51351626734225,1.30664381130169,0.889609933478329,91.0293666266077
"2010-04-27",NA,NA,82.8397181729783,1.51309024490253,1.30555115105124,0.889416450705338,91.0001580061568
"2010-04-28",NA,NA,82.8781549515442,1.51268260367854,1.30447506379149,0.889227471010002,90.9699668540347
"2010-04-29",NA,NA,82.9156990107439,1.51229357355285,1.30341604061118,0.889043365807478,90.9387870742698
"2010-04-30",NA,NA,82.9523251862659,1.51192338701937,1.30237457901641,0.888864519646412,90.9066137283145
"2010-05-04",NA,NA,83.0227211766496,1.51124049863906,1.30034637564807,0.88852422157927,90.8392728618506
"2010-05-05",NA,NA,83.0564387184241,1.51092828864589,1.29936067686436,0.888363615859154,90.8041017620947
"2010-05-06",NA,NA,83.0891344502171,1.51063590292756,1.29839461945715,0.888209959212923,90.7679303003123
"2010-05-07",NA,NA,83.1207827302103,1.51036359507671,1.29744873199705,0.888063702952187,90.7307605558867
"2010-05-10",NA,NA,83.151358607249,1.51011161718301,1.29652353462431,0.887925305742234,90.6925958780711
"2010-05-11",NA,NA,83.1808376382901,1.50988020878507,1.29561953861315,0.887795226222026,90.6534399712955
"2010-05-12",NA,NA,83.209195904697,1.50966960524168,1.29473725626141,0.887673929675166,90.6132976301857
"2010-05-13",NA,NA,83.2364101116592,1.50948002749366,1.29387718845018,0.887561884363398,90.5721743671915
"2010-05-14",NA,NA,83.2624576012719,1.50931168835111,1.29303982418164,0.887459561990147,90.5300766565291
"2010-05-17",NA,NA,83.2873165810336,1.50916478719828,1.29222563804127,0.887367438986862,90.4870118891726
"2010-05-18",NA,NA,83.3109665016451,1.50903950055573,1.29143508103649,0.887285991181718,90.4429882579826
"2010-05-19",NA,NA,83.3333880219255,1.50893597635409,1.29066857886656,0.887215690530739,90.3980147383085
"2010-05-20",NA,NA,83.3545634661331,1.50885433522594,1.28992653638281,0.88715700391143,90.3521012797872
"2010-05-21",NA,NA,83.3744763972053,1.50879466269476,1.28920932839844,0.887110379510932,90.3052581346354
"2010-05-24",NA,NA,83.3931114095922,1.5087570125155,1.28851730619542,0.887076241476619,90.2574958848845
"2010-05-25",NA,NA,83.4104539432823,1.50874141248629,1.28785080774169,0.887054991175466,90.2088249863861
"2010-05-26",NA,NA,83.4264907142594,1.50874786033049,1.28721015012333,0.887047005141303,90.1592558216231
"2010-05-27",NA,NA,83.4412097610708,1.50877632204965,1.28659562237972,0.887052628469943,90.1087984511435
"2010-05-28",NA,NA,83.4546006862131,1.50882673605442,1.2860074907285,0.887072183089601,90.0574629688674
"2010-05-31",NA,NA,83.4666542573599,1.50889901935318,1.285445997993,0.887105971892175,90.0052596221597
"2010-06-01",NA,NA,83.4773626167713,1.50899306298427,1.28491136260522,0.887154281205329,89.952199072793
"2010-06-02",NA,NA,83.4867192349733,1.50910873281286,1.28440377966462,0.88721737995185,89.8982926045376
"2010-06-03",NA,NA,83.4947189228662,1.50924587031875,1.28392341495881,0.887295514255892,89.8435518970787
"2010-06-04",NA,NA,83.5013578195958,1.50940429957565,1.28347040889347,0.887388908657118,89.7879895154011
"2010-06-07",NA,NA,83.5066335587154,1.5095838271946,1.28304487751782,0.887497771451993,89.731619176292
"2010-06-08",NA,NA,83.5105457284105,1.50978423316438,1.2826469011376,0.887622284321153,89.674455469561
"2010-06-09",NA,NA,83.5130959602581,1.51000527284433,1.2822765244911,0.887762600217658,89.6165138565373
"2010-06-10",NA,NA,83.5142878201311,1.51024667357439,1.28193375484673,0.887918842488825,89.5578105242209
"2010-06-11",NA,NA,83.5141266872721,1.51050813747747,1.28161856422316,0.888091109778487,89.4983623968324
"2010-06-17",NA,NA,83.500110839642,1.51174795288337,1.28063198474964,0.888941822514378,89.2534881574852
"2010-06-18",NA,NA,83.4933150241034,1.51210457740924,1.28045326495085,0.889195147461274,89.1905986475844
"2010-06-21",NA,NA,83.4852265553307,1.51247909589468,1.28030139265262,0.889464787582611,89.1270836879229
"2010-06-22",NA,NA,83.4758590508952,1.51287109972504,1.28017617499383,0.889750756529138,89.0629660346193
"2010-06-23",NA,NA,83.4652271389388,1.51328016892689,1.28007740204112,0.890053065279397,88.9982693461182
"2010-06-24",NA,NA,83.4533465364517,1.51370586704573,1.2800048414669,0.890371718714496,88.933017949283
"2010-06-25",NA,NA,83.4402339337927,1.51414774883063,1.27995823941679,0.890706714666506,88.8672366883916
"2010-06-28",NA,NA,83.4259069623972,1.51460536253852,1.27993732095311,0.891058041719951,88.8009505470176
"2010-06-29",NA,NA,83.410384026589,1.51507825305837,1.27994179338092,0.891425681553431,88.7341846586863
"2010-06-30",NA,NA,83.3936844541742,1.51556596130869,1.27997134501673,0.891809608794458,88.6669643880098
"2010-07-01",NA,NA,83.3758287012739,1.51606802404209,1.28002563898612,0.892209783427035,88.5993150978719
"2010-07-02",NA,NA,83.356838338553,1.5165839724035,1.2801043173452,0.892626149392799,88.5312621772124
"2010-07-05",NA,NA,83.3367354385686,1.51711332965591,1.28020700312485,0.893058629465309,88.4628308788459
"2010-07-06",NA,NA,83.3155424885482,1.51765562047435,1.28033330980563,0.893507125491315,88.3940461326436
"2010-07-07",NA,NA,83.2932825433655,1.51821036824693,1.2804828396218,0.893971517385287,88.3249325903568
"2010-07-08",NA,NA,83.2699789697611,1.51877709691749,1.28065518557587,0.894451666250833,88.2555147036505
"2010-07-09",NA,NA,83.2456554100681,1.51935532827606,1.28084993179026,0.894947421629299,88.1858164715894
"2010-07-12",NA,NA,83.2203357050411,1.51994458172472,1.28106665591621,0.895458625021501,88.1158618661568
"2010-07-13",NA,NA,83.1940440072514,1.52054437114495,1.28130492863976,0.895985110509469,88.0456750388099
