"","P0_hpfc","CU0_hpfc","RB0_hpfc","CL00Y_hpfc","CU0_hpfc","RB0_hpfc","CL00Y_hpfc","AL0_hpfc","I0_hpfc","CF0_hpfc","FG0_hpfc","SA0_hpfc","P0_hpfc","Y0_hpfc","I0_hpfc","V0_hpfc","TA0_hpfc"
"2013-12-19",22.0056566226577,613.162357181219,106.248695403612,-0.589102994347362,613.162357181219,106.248695403612,-0.589102994347362,186.668192515409,8.86602701533895,-149.120094960217,26.1731605850822,NA,22.0056566226577,-39.0041315829804,8.86602701533895,-26.1774348881592,131.310293066249
"2013-12-20",37.2531169158425,974.30427281124,84.043937071212,-0.209208748196099,974.30427281124,84.043937071212,-0.209208748196099,189.805963524735,7.52657046387603,-139.719353167222,18.1734115649954,NA,37.2531169158425,-28.8439575527676,7.52657046387603,82.2302305949834,154.699679982556
"2013-12-23",44.5495196222761,885.749149964598,71.8767130105586,-0.630756052738746,885.749149964598,71.8767130105586,-0.630756052738746,142.950633840034,-2.80958414620208,-170.052360616516,13.1793894505097,NA,44.5495196222761,-4.69410841596298,-2.80958414620208,65.6407335556482,164.091131252975
"2013-12-24",-4.10528529780949,1067.49677680939,90.7464959284988,-0.143745077426718,1067.49677680939,90.7464959284988,-0.143745077426718,116.099222575551,5.85753923592127,-110.109764969323,14.1912007999981,NA,-4.10528529780949,-44.5559738362304,5.85753923592127,59.0538815142008,147.481795643092
"2013-12-25",-90.7114662989818,2019.54657538189,68.6527288212655,NA,2019.54657538189,68.6527288212655,NA,169.248689755522,10.5279178224333,-64.882143592564,25.2089467239869,NA,-90.7114662989818,-100.430941536909,10.5279178224333,77.4694548577785,190.868754089824
"2013-12-26",-77.2691901389212,1891.89752645832,72.5948171738022,0.30182426902326,1891.89752645832,72.5948171738022,0.30182426902326,137.395947413434,5.20152640424909,60.6399716613254,18.2327224669445,NA,-77.2691901389212,-106.320380823708,5.20152640424909,100.887209563008,194.249026567033
"2013-12-27",28.2214139212467,2094.54777601553,83.5721380930529,0.825952137309455,2094.54777601553,83.5721380930529,0.825952137309455,205.537837622147,17.8783354204679,411.466075759155,20.262612852973,NA,28.2214139212467,-56.2256194881882,17.8783354204679,109.30686958377,225.619554151122
"2013-12-30",41.7602485603109,2067.49468799547,47.5840386780224,-0.131361446631334,2067.49468799547,47.5840386780224,-0.131361446631334,278.671145660597,23.5583131600795,307.605638601945,20.298695169507,NA,41.7602485603109,-68.1479413733697,23.5583131600795,107.72811717122,264.977197623749
"2013-12-31",11.3472047913779,2030.73476053792,47.6298314824276,-0.640116798277421,2030.73476053792,47.6298314824276,-0.640116798277421,261.792571846604,25.241420521905,474.067960006714,-3.65896167179208,NA,11.3472047913779,-124.088607080868,25.241420521905,81.1505893934552,214.318724504496
"2014-01-02",118.982156365661,2444.26363716485,70.7088093906021,-3.91031417881045,2444.26363716485,70.7088093906021,-3.91031417881045,274.898701306584,22.9276086666854,530.862212639282,-11.6102971499022,NA,118.982156365661,-50.0488490426487,22.9276086666854,44.5738787881011,155.640792782136
"2014-01-03",36.6649723439537,1718.07612197293,23.8202455986704,-5.05195358480713,1718.07612197293,23.8202455986704,-5.05195358480713,237.986010952422,19.6168183213908,487.997373204227,-6.55524923135073,NA,36.6649723439537,-148.029848397431,19.6168183213908,47.9975443483874,90.9399718545767
"2014-01-06",-57.6045273955097,1592.16600869954,1.96338407453505,-5.77503339648454,1592.16600869954,1.96338407453505,-5.77503339648454,156.050864063848,12.3089807356333,460.482198970124,-35.4937510834379,NA,-57.6045273955097,-272.03276559582,12.3089807356333,56.4211266424997,26.2127667840697
"2014-01-07",-99.8265381303508,1706.52638089759,-44.8625410601792,-5.43954990578002,1706.52638089759,-44.8625410601792,-5.43954990578002,169.089525546915,17.0040190502213,693.325245485868,-51.4257331637654,NA,-99.8265381303508,-354.058699898734,17.0040190502213,4.84414639836646,-14.5443549579424
"2014-01-08",-252.001231326614,1931.14966398302,-37.6582964954823,-6.85549701746688,1931.14966398302,-37.6582964954823,-6.85549701746688,117.098195802328,14.7018513179211,976.534877956377,-56.3511112582564,NA,-252.001231326614,-356.108638119774,14.7018513179211,13.2661010216924,2.66506326462581
"2014-01-09",-228.128737186198,1116.02757796243,-47.4246303769803,-7.14286638782651,1116.02757796243,-47.4246303769803,-7.14286638782651,80.0730053361281,12.4023885627321,930.119174993641,-40.269779895513,NA,-228.128737186198,-326.183420718865,12.4023885627321,66.6864859158059,27.8374840997896
"2014-01-10",-192.209081743809,1281.15104458268,-8.16227528387241,-6.55164683935528,1281.15104458268,-8.16227528387241,-6.55164683935528,78.0100362506388,7.10553573148955,879.085811548542,-35.1816103108487,NA,-192.209081743809,-312.283740954997,7.10553573148955,65.1047910003617,0.969369094191563
"2014-01-13",-216.24219673496,1636.51052426967,-34.8719441918977,-7.92182424197216,1636.51052426967,-34.8719441918977,-7.92182424197216,40.9053375491077,-1.18880735561715,1033.44207809895,-39.0864570936596,NA,-216.24219673496,-332.410157255929,-1.18880735561715,63.5204786295017,-27.9428317126595
"2014-01-14",-198.227934443619,1762.09594787265,-1.55434670291297,-6.81338175741113,1762.09594787265,-1.55434670291297,-6.81338175741113,58.7549259888068,9.51925618445871,1178.19490174396,-26.9841602906891,NA,-198.227934443619,-302.563098964016,9.51925618445871,106.932984245676,-60.9026686818116
"2014-01-15",-268.166057767886,1347.89656977362,7.78982199594758,-5.20629927284357,1347.89656977362,7.78982199594758,-5.20629927284357,6.55480141826992,10.2296237261729,1158.35078239857,-23.8745437919163,NA,-268.166057767886,-342.742858016512,10.2296237261729,90.3417170345115,-73.913680623911
"2014-01-16",-214.056247666384,1743.90091597539,-5.84013263990535,-5.3705538590595,1743.90091597539,-5.84013263990535,-5.3705538590595,59.300939398965,11.9421887090955,1103.9157329608,-33.7574203331432,NA,-214.056247666384,-328.949601283316,11.9421887090955,53.7460419798382,-14.9793811749678
"2014-01-17",-227.898074248739,1860.09695531358,-13.4449083751464,-5.26612043477895,1860.09695531358,-13.4449083751464,-5.26612043477895,81.9893127831206,10.6568403442923,1214.89528751163,-28.6325927813787,NA,-227.898074248739,-343.183353958224,10.6568403442923,37.1452867218651,-24.1032534179091
"2014-01-20",-131.691019142381,1876.47193576579,-29.0252005603135,-5.55297169874964,1876.47193576579,-29.0252005603135,-5.55297169874964,154.615869910081,-2.62653709360054,1186.29452381859,-30.499850049706,NA,-131.691019142381,-247.444005260432,-2.62653709360054,80.5387566843315,-21.2887742438966
"2014-01-21",-167.43446977073,1733.01233642065,-66.5816989883885,-4.40107817291465,1733.01233642065,-66.5816989883885,-4.40107817291465,132.176525228295,-14.9080637350542,1208.11801745921,-61.3589692156153,NA,-167.43446977073,-281.731302550998,-14.9080637350542,68.9257419366244,-122.539410580749
