"","T00C1_hpft","SPX_hpft","FTSE_hpft","IH00C1_hpft","IF00C1_hpft"
"2013-10-22",NA,1740.57493877347,6600.59098285706,NA,2349.20600323658
"2013-10-23",NA,1741.91285388894,6601.91421163132,NA,2348.33550579422
"2013-10-24",NA,1743.25114146182,6603.23317104607,NA,2347.4428276882
"2013-10-25",NA,1744.58953545098,6604.5472756421,NA,2346.52762344653
"2013-10-28",NA,1745.92777346066,6605.85598540776,NA,2345.5895715544
"2013-10-29",NA,1747.26559937009,6607.15880860885,NA,2344.62835631402
"2013-10-30",NA,1748.6027637476,6608.45530309944,NA,2343.64366947225
"2013-10-31",NA,1749.93902736503,6609.74509600081,NA,2342.63521251969
"2013-11-01",NA,1751.27415707361,6611.02788439318,NA,2341.60270685267
"2013-11-04",NA,1752.60792245315,6612.30341565644,NA,2340.54588972601
"2013-11-05",NA,1753.9400973683,6613.57148830808,NA,2339.46451897883
"2013-11-06",NA,1755.2704620172,6614.83196341375,NA,2338.35837041237
"2013-11-07",NA,1756.59880033062,6616.08475712698,NA,2337.22723716235
"2013-11-08",NA,1757.92490253047,6617.32983803932,NA,2336.07091750727
"2013-11-11",NA,1759.24855493289,6618.56720828033,NA,2334.88921475744
"2013-11-12",NA,1760.56954909756,6619.79690763263,NA,2333.6819219425
"2013-11-13",NA,1761.8876818096,6621.01902126687,NA,2332.44882560679
"2013-11-14",NA,1763.20275279744,6622.23367858031,NA,2331.18971184745
"2013-11-15",NA,1764.51457010314,6623.44101268264,NA,2329.9043510338
"2013-11-18",NA,1765.82295310195,6624.64117482849,NA,2328.59250122115
"2013-11-19",NA,1767.12773508504,6625.83434520727,NA,2327.25393282263
"2013-11-20",NA,1768.42875996987,6627.02074485611,NA,2325.88845221672
"2013-11-21",NA,1769.72588024787,6628.20062464668,NA,2324.49590213525
"2013-11-22",NA,1771.01895375991,6629.37425779652,NA,2323.0761684282
"2013-11-25",NA,1772.30784914548,6630.54193948477,NA,2321.62917419105
"2013-11-26",NA,1773.5924489913,6631.70398346105,NA,2320.15487729268
"2013-11-27",NA,1774.87264835601,6632.86072996225,NA,2318.6532639463
"2013-11-28",NA,NA,6634.01252109202,NA,2317.12434964976
"2013-11-29",NA,1776.14835435081,6635.15970581961,NA,2315.56819278555
"2013-12-02",NA,1777.41948746215,6636.30264157059,NA,2313.98490608301
"2013-12-03",NA,1778.6859804374,6637.44169214049,NA,2312.37466073362
"2013-12-04",NA,1779.94777572984,6638.57720438842,NA,2310.7376772903
"2013-12-05",NA,1781.2048225983,6639.70948176589,NA,2309.0742338561
"2013-12-06",NA,1782.45707561833,6640.83877456332,NA,2307.38467940967
"2013-12-09",NA,1783.70449094667,6641.96527463058,NA,2305.66943515429
"2013-12-10",NA,1784.94703409562,6643.08913709101,NA,2303.92898827182
"2013-12-11",NA,1786.18468077317,6644.21048297185,NA,2302.16389031688
"2013-12-12",NA,1787.41741399262,6645.32938378848,NA,2300.37475818424
"2013-12-13",NA,1788.64521512843,6646.44585463659,NA,2298.56225789078
"2013-12-16",NA,1789.86806062888,6647.5598279071,NA,2296.72710184276
"2013-12-17",NA,1791.08592143414,6648.67115063798,NA,2294.87005024642
"2013-12-18",NA,1792.2987671087,6649.77961804849,NA,2292.99189177736
"2013-12-19",NA,1793.50656304793,6650.88495819472,NA,2291.09344112381
"2013-12-20",NA,1794.70928223286,6651.98683544243,NA,2289.17554406206
"2013-12-23",NA,1795.9069042969,6653.08488679919,NA,2287.23906699772
"2013-12-24",NA,1797.0994186332,6654.17873050321,NA,2285.28487634655
"2013-12-25",NA,NA,NA,NA,2283.31384627927
"2013-12-26",NA,1798.28682789674,NA,NA,2281.32685928146
"2013-12-27",NA,1799.46914971466,6655.26799534375,NA,2279.32481258985
"2013-12-30",NA,1800.64641979161,6656.35232664085,NA,2277.30860867978
"2013-12-31",NA,1801.81869116478,6657.43140923259,NA,2275.2791696509
"2014-01-02",NA,1802.98603358087,6658.50495892498,NA,2273.23743698592
"2014-01-03",NA,1804.14853602482,6659.57272941203,NA,2271.1843809873
"2014-01-06",NA,1805.30629946658,6660.6344989434,NA,2269.12099616486
"2014-01-07",NA,1806.45943612831,6661.69007515748,NA,2267.04828993178
"2014-01-08",NA,1807.60806710441,6662.73929466734,NA,2264.96725799446
"2014-01-09",NA,1808.75232647729,6663.78203284263,NA,2262.87888421725
"2014-01-10",NA,1809.89236068135,6664.81818945805,NA,2260.78414264005
"2014-01-13",NA,1811.02832829453,6665.84767567968,NA,2258.68399106646
"2014-01-14",NA,1812.16040131972,6666.87043372589,NA,2256.57936961485
"2014-01-15",NA,1813.28875513765,6667.8864435558,NA,2254.47119596476
"2014-01-16",NA,1814.41357617388,6668.89572646019,NA,2252.36037168321
"2014-01-17",NA,1815.53506535924,6669.89836654956,NA,2250.24778061601
"2014-01-20",NA,NA,6670.8945085017,NA,2248.13428959493
"2014-01-21",NA,1816.65343663568,6671.88436288461,NA,2246.02073757153
"2014-01-22",NA,1817.76891352059,6672.86820881599,NA,2243.90793723486
"2014-01-23",NA,1818.88173075266,6673.84639253313,NA,2241.79668489633
"2014-01-24",NA,1819.99213426894,6674.81932370824,NA,2239.68778128703
"2014-01-27",NA,1821.10037396575,6675.7874531154,NA,2237.58202813151
"2014-01-28",NA,1822.20668746176,6676.75122694892,NA,2235.48023216098
"2014-01-29",NA,1823.31129603123,6677.71103968045,NA,2233.38319573249
"2014-01-30",NA,1824.41440866885,6678.66724261815,NA,2231.29171926847
"2014-02-07",NA,1831.01094261035,6684.3404467099,NA,2229.20660592645
"2014-02-10",NA,1832.10768950368,6685.27561266332,NA,2227.12864559857
"2014-02-11",NA,1833.20380463362,6686.2074560552,NA,2225.05862213914
"2014-02-12",NA,1834.29929882067,6687.13573044883,NA,2222.99733315558
"2014-02-13",NA,1835.3941773241,6688.06018380749,NA,2220.94559789105
"2014-02-14",NA,1836.48843918651,6688.98055909044,NA,2218.9042608048
"2014-02-17",NA,NA,6689.89658741826,NA,2216.87418803861
"2014-02-18",NA,1837.58208115049,6690.80798942849,NA,2214.85627446105
"2014-02-19",NA,1838.6751008439,6691.71450481595,NA,2212.85145153364
"2014-02-20",NA,1839.76749720819,6692.61591693535,NA,2210.86067781108
"2014-02-21",NA,1840.85926508218,6693.51205254234,NA,2208.88494960785
"2014-02-24",NA,1841.95039930987,6694.40278815036,NA,2206.92529347131
"2014-02-25",NA,1843.04089282997,6695.28806002317,NA,2204.98275757374
"2014-02-26",NA,1844.13074092062,6696.16787529803,NA,2203.05838978762
"2014-02-27",NA,1845.21993971941,6697.0422970034,NA,2201.15321343901
"2014-02-28",NA,1846.30848578937,6697.91143073638,NA,2199.26822950839
"2014-03-03",NA,1847.39637944274,6698.77542889789,NA,2197.40441708748
"2014-03-04",NA,1848.4836264239,6699.63449009771,NA,2195.56274482321
"2014-03-05",NA,1849.57023178847,6700.48881690339,NA,2193.74416747171
"2014-03-06",NA,1850.65621110225,6701.33866319509,NA,2191.94962913985
"2014-03-07",NA,1851.74158995084,6702.18431382652,NA,2190.1800556871
"2014-03-10",NA,1852.82640482166,6703.02608967623,NA,2188.43636282507
"2014-03-11",NA,1853.91070307287,6703.86431595715,NA,2186.71944601902
"2014-03-12",NA,1854.99454212526,6704.69931227039,NA,2185.03014880118
"2014-03-13",NA,1856.07798507066,6705.53139063428,NA,2183.36927414514
"2014-03-14",NA,1857.16110045948,6706.36082842785,NA,2181.73758400673
"2014-03-17",NA,1858.24395281686,6707.18784030223,NA,2180.13580811238
"2014-03-18",NA,1859.32660004129,6708.01256713588,NA,2178.56464240155
"2014-03-19",NA,1860.40910027355,6708.83509241728,NA,2177.02476514844
"2014-03-20",NA,1861.49151699642,6709.65545716938,NA,2175.51682810412
"2014-03-21",NA,1862.57391384185,6710.47364632014,NA,2174.04146077072
"2014-03-24",NA,1863.65635878971,6711.28957567734,NA,2172.59925382892
"2014-03-25",NA,1864.73892145105,6712.10309767922,NA,2171.19078537605
"2014-03-26",NA,1865.82166886729,6712.91398585379,NA,2169.81662449861
"2014-03-27",NA,1866.90466844408,6713.72196941149,NA,2168.47733259834
"2014-03-28",NA,1867.98798210521,6714.52673307948,NA,2167.17346412565
"2014-03-31",NA,1869.07166438995,6715.32790974876,NA,2165.90555961018
"2014-04-01",NA,1870.15576555185,6716.12509140974,NA,2164.67415041586
"2014-04-02",NA,1871.24033719547,6716.91782170713,NA,2163.47975860384
"2014-04-03",NA,1872.32543727632,6717.70561803107,NA,2162.32290364159
"2014-04-04",NA,1873.41113187642,6718.48797384733,NA,2161.20410975889
"2014-04-08",NA,1875.58459271296,6720.03421496914,NA,2160.12390005972
"2014-04-09",NA,1876.6724856527,6720.79697170047,NA,2159.08280872443
"2014-04-10",NA,1877.76122019248,6721.55198679159,NA,2158.08140592727
"2014-04-11",NA,1878.8508419732,6722.29858734785,NA,2157.12029371953
"2014-04-14",NA,1879.94137816636,6723.03606757859,NA,2156.20012661557
"2014-04-15",NA,1881.0328298353,6723.76365530816,NA,2155.32160661638
"2014-04-16",NA,1882.12517765175,6724.4805207898,NA,2154.48548375534
"2014-04-17",NA,1883.21838655793,6725.18575898175,NA,2153.69254174572
"2014-04-18",NA,NA,NA,NA,2152.94359675544
"2014-04-21",NA,1884.31241330528,NA,NA,2152.23949608172
"2014-04-22",NA,1885.40720705245,6725.87840684349,NA,2151.58111531857
"2014-04-23",NA,1886.50271182321,6726.55746002511,NA,2150.96934145276
"2014-04-24",NA,1887.59886922015,6727.22189593992,NA,2150.40507677295
"2014-04-25",NA,1888.69561625234,6727.87067058196,NA,2149.8892376348
"2014-04-28",NA,1889.79288621322,6728.50272993294,NA,2149.42275394998
"2014-04-29",NA,1890.89060194002,6729.11700253874,NA,2149.00656493527
"2014-04-30",NA,1891.98867785277,6729.71240522949,NA,2148.64160740054
"2014-05-05",NA,1895.28414180673,NA,NA,2148.32882303065
"2014-05-06",NA,1896.38271374806,6731.37484641479,NA,2148.06915283178
"2014-05-07",NA,1897.48115188178,6731.88436646703,NA,2147.86354122921
"2014-05-08",NA,1898.57933659242,6732.36996919174,NA,2147.71293129683
"2014-05-09",NA,1899.67714029859,6732.8307338741,NA,2147.61826120445
"2014-05-12",NA,1900.77442593256,6733.26578397919,NA,2147.58046485926
"2014-05-13",NA,1901.87104766458,6733.67427675981,NA,2147.60047219232
"2014-05-14",NA,1902.96685795999,6734.05541844534,NA,2147.6792260399
"2014-05-15",NA,1904.06170745669,6734.40847288989,NA,2147.81767709163
"2014-05-16",NA,1905.15544082492,6734.73276365106,NA,2148.01678344512
"2014-05-19",NA,1906.24788900656,6735.02765830156,NA,2148.27750302517
"2014-05-20",NA,1907.33887166066,6735.29257446269,NA,2148.60079135209
"2014-05-21",NA,1908.42819969629,6735.5269750277,NA,2148.98758382499
"2014-05-22",NA,1909.51566975796,6735.73035046419,NA,2149.43879550539
"2014-05-23",NA,1910.60107005838,6735.90222658733,NA,2149.95532914162
"2014-05-26",NA,NA,NA,NA,2150.53807291637
"2014-05-27",NA,1911.68418177254,6736.0421642774,NA,2151.18791221894
"2014-05-28",NA,1912.76478191243,6736.14975742056,NA,2151.90573147263
"2014-05-29",NA,1913.84265093989,6736.22464491699,NA,2152.69241138555
"2014-05-30",NA,1914.91756808296,6736.26651323222,NA,2153.54884171601
"2014-06-03",NA,1917.05767743508,6736.25020624751,NA,2154.47591251479
"2014-06-04",NA,1918.12244408081,6736.19165786459,NA,2155.47451145623
"2014-06-05",NA,1919.18340710782,6736.09934074758,NA,2156.5455199005
"2014-06-06",NA,1920.24036259286,6735.97317020712,NA,2157.68980669307
"2014-06-09",NA,1921.29311540752,6735.81309354401,NA,2158.90823780881
"2014-06-10",NA,1922.34148249339,6735.61910858686,NA,2160.2016659578
"2014-06-11",NA,1923.38529318328,6735.39127069841,NA,2161.57093115649
"2014-06-12",NA,1924.42438856946,6735.12969225667,NA,2163.01687234599
"2014-06-13",NA,1925.45861822007,6734.83452841353,NA,2164.5403241806
"2014-06-16",NA,1926.4878340534,6734.50597895552,NA,2166.14211609905
"2014-06-17",NA,1927.51189241126,6734.14426145019,NA,2167.82308277336
"2014-06-18",NA,1928.53065430323,6733.74960178751,NA,2169.5840673317
"2014-06-19",NA,1929.54398672354,6733.32223934373,NA,2171.4259150425
"2014-06-20",NA,1930.55176842623,6732.8624320179,NA,2173.34946894855
"2014-06-23",NA,1931.5538905397,6732.37046862329,NA,2175.35555728323
"2014-06-24",NA,1932.55025755138,6731.84667614187,NA,2177.4449903615
"2014-06-25",NA,1933.54078678606,6731.2914097424,NA,2179.61855693929
"2014-06-26",NA,1934.52540277329,6730.70504742071,NA,2181.87702706985
"2014-06-27",NA,1935.50404078551,6730.08796813516,NA,2184.22114864285
"2014-06-30",NA,1936.47664547618,6729.44055266917,NA,2186.65165041854
"2014-07-01",NA,1937.44317202126,6728.76319324865,NA,2189.16924387054
"2014-07-02",NA,1938.40358541537,6728.05628809311,NA,2191.77462705777
"2014-07-03",NA,1939.35786548318,6727.32026607547,NA,2194.46848441122
"2014-07-04",NA,NA,6726.55559257398,NA,2197.25148855023
"2014-07-07",NA,1940.30600701975,6725.76278996499,NA,2200.12430090517
"2014-07-08",NA,1941.24802386866,6724.94243828619,NA,2203.0875702363
"2014-07-09",NA,1942.18394531,6724.09515798009,NA,2206.14193004093
"2014-07-10",NA,1943.11380990872,6723.22157507258,NA,2209.28799889907
"2014-07-11",NA,1944.03766889761,6722.32231308672,NA,2212.52636482616
"2014-07-14",NA,1944.95558242409,6721.39797452551,NA,2215.85758438591
"2014-07-15",NA,1945.86762036288,6720.44914860143,NA,2219.28218333577
"2014-07-16",NA,1946.77386587589,6719.47643475443,NA,2222.80066533605
"2014-07-17",NA,1947.67441345624,6718.48042829112,NA,2226.41351078226
"2014-07-18",NA,1948.56937198036,6717.4617514665,NA,2230.12117551615
"2014-07-21",NA,1949.45885464245,6716.42103473658,NA,2233.92408619065
"2014-07-22",NA,1950.34298689311,6715.35892177991,NA,2237.82264353216
"2014-07-23",NA,1951.2219041743,6714.27606124319,NA,2241.81721663528
"2014-07-24",NA,1952.09575564617,6713.17313483409,NA,2245.90815333848
"2014-07-25",NA,1952.96470526223,6712.05085893051,NA,2250.09578030884
"2014-07-28",NA,1953.82893180908,6710.90999467166,NA,2254.38042193702
"2014-07-29",NA,1954.68862456247,6709.75133605854,NA,2258.76241274252
"2014-07-30",NA,1955.54398316562,6708.57570898694,NA,2263.24212114844
"2014-07-31",NA,1956.39521357023,6707.38397986145,NA,2267.81994725671
"2014-08-01",NA,1957.24252773244,6706.17704189887,NA,2272.4963182685
"2014-08-04",NA,1958.08612697463,6704.95579771007,NA,2277.27170395247
"2014-08-05",NA,1958.92619935343,6703.7211387464,NA,2282.14660305549
"2014-08-06",NA,1959.76292503188,6702.47394511838,NA,2287.12155943347
"2014-08-07",NA,1960.59646816932,6701.2150881563,NA,2292.19715243129
"2014-08-08",NA,1961.4269765879,6699.94541177889,NA,2297.37399234513
"2014-08-11",NA,1962.25457701746,6698.66571697955,NA,2302.65270691589
"2014-08-12",NA,1963.07938385445,6697.37674994616,NA,2308.03394092588
"2014-08-13",NA,1963.90150102301,6696.07922964866,NA,2313.51836286254
"2014-08-14",NA,1964.72102032372,6694.77384820645,NA,2319.10666509142
"2014-08-15",NA,1965.538026455,6693.46128145291,NA,2324.79955869571
"2014-08-18",NA,1966.35260017139,6692.14220128874,NA,2330.59776157601
"2014-08-19",NA,1967.16481789624,6690.81727780361,NA,2336.50200626657
"2014-08-20",NA,1967.97475827985,6689.48720138639,NA,2342.51304415131
"2014-08-21",NA,1968.78250593941,6688.15269900527,NA,2348.63164227987
"2014-08-22",NA,1969.58815315387,6686.81452490722,NA,2354.85857674914
"2014-08-25",NA,1970.39180195229,NA,NA,2361.19462620554
"2014-08-26",NA,1971.19356213978,6685.47347033792,NA,2367.64057646385
"2014-08-27",NA,1971.9935549005,6684.13036309872,NA,2374.19720788482
"2014-08-28",NA,1972.79191333432,6682.7860877397,NA,2380.86528841146
"2014-08-29",NA,1973.58878216744,6681.44158938041,NA,2387.64557019768
"2014-09-01",NA,NA,6680.09786398939,NA,2394.53878461957
"2014-09-02",NA,1974.38431602522,6678.75596470631,NA,2401.54564815363
