"","T00C1_hpft","SPX_hpft","FTSE_hpft","IH00C1_hpft","IF00C1_hpft"
"2010-07-09",NA,1110.84055255425,5334.39544097323,NA,2882.06977149585
"2010-07-12",NA,1110.96897393304,5335.93041409131,NA,2884.20932136092
"2010-07-13",NA,1111.11795577184,5337.56442077789,NA,2886.41230537047
"2010-07-14",NA,1111.28768179927,5339.29699938259,NA,2888.67838103937
"2010-07-15",NA,1111.47832922196,5341.12766074827,NA,2891.00709823855
"2010-07-16",NA,1111.69006858413,5343.05588026124,NA,2893.39790693866
"2010-07-19",NA,1111.92306423036,5345.081079638,NA,2895.85013847344
"2010-07-20",NA,1112.17746115571,5347.20260445154,NA,2898.36300124405
"2010-07-21",NA,1112.45338754272,5349.41971892534,NA,2900.93562170286
"2010-07-22",NA,1112.75095971156,5351.73160141074,NA,2903.56706332186
"2010-07-23",NA,1113.07027626438,5354.13737454626,NA,2906.2563248674
"2010-07-26",NA,1113.41142791604,5356.63614529514,NA,2909.00235584688
"2010-07-27",NA,1113.77450107819,5359.22700345928,NA,2911.80405506666
"2010-07-28",NA,1114.15958282322,5361.90903655995,NA,2914.66027495303
"2010-07-29",NA,1114.5667602507,5364.68133478216,NA,2917.56981262311
"2010-07-30",NA,1114.99611714098,5367.54297085495,NA,2920.53145392561
"2010-08-02",NA,1115.44773188566,5370.49299653685,NA,2923.54396785677
"2010-08-03",NA,1115.92167733881,5373.5304183144,NA,2926.60610310381
"2010-08-04",NA,1116.41803065858,5376.65425367625,NA,2929.71660953457
"2010-08-05",NA,1116.93687087905,5379.86352959767,NA,2932.87420816176
"2010-08-06",NA,1117.47828150769,5383.15727698319,NA,2936.07759688449
"2010-08-09",NA,1118.04234971976,5386.53452091564,NA,2939.32543785685
"2010-08-10",NA,1118.62916441081,5389.99426549281,NA,2942.61638658714
"2010-08-11",NA,1119.23881850564,5393.53552472711,NA,2945.94908770183
"2010-08-12",NA,1119.87140593389,5397.15730701579,NA,2949.32214216974
"2010-08-13",NA,1120.52700831996,5400.85855944406,NA,2952.73410691667
"2010-08-16",NA,1121.20569229926,5404.63817490699,NA,2956.18348822255
"2010-08-17",NA,1121.90750744489,5408.49499445676,NA,2959.66875196808
"2010-08-18",NA,1122.63248604099,5412.42780601284,NA,2963.18835221866
"2010-08-19",NA,1123.38064823224,5416.43537354253,NA,2966.740737803
"2010-08-20",NA,1124.15200239403,5420.5164157266,NA,2970.32435036199
"2010-08-23",NA,1124.94653716354,5424.66956644687,NA,2973.93763073442
"2010-08-24",NA,1125.76421949225,5428.89336648142,NA,2977.57899548476
"2010-08-25",NA,1126.60499252765,5433.18627814034,NA,2981.24683292951
"2010-08-26",NA,1127.46876887237,5437.5466509102,NA,2984.93950510409
"2010-08-27",NA,1128.35543166685,5441.972700437,NA,2988.65532243735
"2010-08-30",NA,1129.26483087974,NA,NA,2992.39254611061
"2010-08-31",NA,1130.1967901219,5446.46252592068,NA,2996.14938933254
"2010-09-01",NA,1131.15109979267,5451.01412718416,NA,2999.92403960399
"2010-09-02",NA,1132.1275168644,5455.62541259788,NA,3003.71464898044
"2010-09-03",NA,1133.12577728546,5460.29425555999,NA,3007.51932416181
