"","IH00C1_hpfc","AU0_hpfc","RB0_hpfc","SCM_hpfc","CU0_hpfc","RB0_hpfc","CL00Y_hpfc","AL0_hpfc","I0_hpfc","CF0_hpfc","FG0_hpfc","SA0_hpfc","P0_hpfc","Y0_hpfc","I0_hpfc","V0_hpfc","TA0_hpfc"
"2010-05-04",NA,1.3432954547815,287.22792646956,NA,1480.16524521945,287.22792646956,5.25625225243632,189.393777277752,NA,360.760889923195,NA,NA,206.583482808946,276.000571061745,NA,273.557425028892,501.062165828944
"2010-05-05",NA,-0.151652236062468,277.349773671295,NA,210.822079078181,277.349773671295,2.51883240172865,30.0039745663863,NA,219.730898103377,NA,NA,219.919230647641,308.090151644964,NA,260.319384938671,441.039529800198
"2010-05-06",NA,0.503093588652544,263.484272205227,NA,-609.275449054972,263.484272205227,-0.308835564900214,-64.5993972136107,NA,158.165641954865,NA,NA,157.110732868838,210.071606504783,NA,227.051333858619,368.905140775211
"2010-05-07",NA,6.68757132673053,173.628186301089,NA,-2070.17623343213,173.628186301089,-2.27681912578141,-374.424694151163,NA,6.04833022306934,NA,NA,-1.84678912164813,55.9416495219754,NA,268.749663069325,204.651105545463
"2010-05-10",NA,4.62181916801631,164.77817127483,NA,98.0710835430031,164.77817127483,-0.555185631584455,-114.480245631773,NA,118.362106274552,NA,NA,93.0418211391007,163.696907742327,NA,275.410669997522,270.269378411942
"2010-05-11",NA,7.29587253798188,111.930810671474,NA,-834.581284805387,111.930810671474,-0.954001491833824,-149.774226269113,NA,50.0901109746323,NA,NA,35.7717208768012,97.3339850874158,NA,192.030540979552,221.751829080997
"2010-05-12",NA,11.6097649516254,41.0826199233822,NA,-558.181165689916,41.0826199233822,-1.64333288656386,-205.314763354974,NA,61.2154362639131,NA,NA,68.3380288583518,142.849417813034,NA,93.6053485082044,277.090215540541
"2010-05-13",NA,12.363526908124,37.2300681952094,NA,237.223958655872,37.2300681952094,-2.8632456014602,-101.109922270754,NA,181.72115337601,NA,NA,22.7358490630142,122.2397019414,NA,110.131085698464,248.276204114962
"2010-05-14",NA,12.3271841076454,6.3696076697167,NA,-118.413163265942,6.3696076697167,-5.62380474292364,-127.167683528308,NA,156.590308242862,NA,NA,-57.039742776832,55.5012744464786,NA,26.6037069727711,15.3013465917272
"2010-05-17",NA,12.6807571397723,-172.502324859731,NA,-2865.1398810189,-172.502324859731,-7.125074233802,-773.49598584567,NA,110.805871678085,NA,NA,-210.993680328025,-119.369478227187,NA,-266.98087877044,-229.842907870466
"2010-05-18",NA,8.19426149852506,-147.389295232737,NA,-2703.0034952143,-147.389295232737,-7.76711567229,-525.102715374231,NA,389.3507497671,NA,NA,-127.130873679123,-54.3761925765832,NA,-155.626773629311,-163.165116436984
"2010-05-19",NA,6.64770743620892,-131.294797983379,NA,-3282.05012213375,-131.294797983379,-7.27998771136229,-576.995438533734,NA,472.207802793197,NA,NA,-149.456145702468,-89.522455756358,NA,-144.337969343214,-220.673741265782
"2010-05-20",NA,1.41110181795102,-101.222266720917,NA,-2412.32476074633,-101.222266720917,-9.11374579338153,-529.181504688018,NA,324.359730098534,NA,NA,-91.9742667194903,-44.8118324444572,NA,-63.1183933214844,-194.377177068661
"2010-05-21",NA,-0.355551239016332,-122.175080782652,NA,-2703.87105334913,-122.175080782652,-7.05844235145364,-611.66802469257,NA,150.789035832886,NA,NA,-38.6899452723664,-6.24785031369761,NA,-81.9719133099399,-310.283727340221
"2010-05-24",NA,1.95775179924623,-30.1565776645523,NA,-1126.73164508184,-30.1565776645523,-6.86412605143055,-384.461890662239,NA,51.4780900685054,NA,NA,-41.6078518850277,-19.834018513026,NA,49.0976290363653,-226.401615226893
"2010-05-25",NA,1.6610146136488,-82.1700443604724,NA,-2200.94806341779,-82.1700443604724,-8.3008426414895,-512.569741871617,NA,-108.59079945218,NA,NA,-126.732641088504,-103.573843609565,NA,-19.9135740539921,-452.738935616734
"2010-05-26",NA,5.07424007584546,-72.2187553986723,NA,-1436.56137007788,-72.2187553986723,-5.51863503244968,-430.998058675114,NA,15.5646537343287,NA,NA,-88.0689502143774,-55.470823971115,NA,5.99064935264693,-377.303689811588
"2010-05-27",NA,5.75743037089375,-72.3059513416495,NA,-993.61171700393,-72.3059513416495,-2.45754270389928,-404.753109551194,NA,-21.0732190214955,NA,NA,-71.6213642087691,-41.5284151526709,NA,86.8064794214117,-242.103691970299
"2010-05-28",NA,6.52058558636449,-84.4348428995126,NA,-502.138662320968,-84.4348428995126,-3.01760285424223,-278.840984820623,NA,-238.522092802609,NA,NA,-75.3944316131843,-61.7500497796005,NA,87.530093841351,-179.146600289072
"2010-05-31",NA,5.16370342993809,-123.608610894011,NA,-1242.18135343377,-123.608610894011,-2.20885166603465,-353.267607495985,NA,-326.799633982255,NA,NA,-161.39267136376,-138.139143311218,NA,33.1576344188944,-178.43997288791
"2010-06-01",NA,6.99677891394711,-158.830401245069,NA,-2183.77873018428,-158.830401245069,-4.37132407447864,-478.038785328259,NA,-250.923410337168,NA,NA,-173.620571231856,-150.699085681952,NA,-156.314793220886,-287.991293835085
"2010-06-02",NA,6.89980491625689,-150.103308777559,NA,-2946.9692189459,-150.103308777559,-4.07505410172414,-688.160180041358,NA,-585.910854558899,NA,NA,-124.082552275125,-101.433209724678,NA,-190.891097158696,-317.807973439663
"2010-06-03",NA,7.15277142254581,-133.430362662487,NA,-2451.79034340472,-133.430362662487,-2.31007396298858,-658.637255757603,NA,-586.77929561746,NA,NA,-148.782963784093,-110.344785980203,NA,-140.575120861309,-297.89730296533
"2010-06-04",NA,2.57566556638992,-151.814530023971,NA,-3278.27840908952,-151.814530023971,-5.3964141890302,-854.47519214097,NA,-633.545820290776,NA,NA,-133.726103758264,-79.4370430600647,NA,-150.370628888685,-368.266442307967
"2010-06-07",NA,5.30847152469763,-309.258722831474,NA,-6166.46870805621,-309.258722831474,-5.45410435571358,-1595.6788966023,NA,-971.22727280271,NA,NA,-326.916208695689,-248.713163963299,NA,-495.28132769251,-662.922428223182
"2010-06-08",NA,10.2211724097006,-267.765790300416,NA,-6796.39517725358,-267.765790300416,-4.89317180824404,-1282.25292334539,NA,-799.840235498976,NA,NA,-326.357459818513,-242.176298853995,NA,-315.310861567487,-635.872145241473
"2010-06-09",NA,8.45374913932175,-224.338453811217,NA,-5888.08920465979,-224.338453811217,-2.4936416373168,-859.201166986119,NA,-499.400889258722,NA,NA,-372.053903214226,-247.829495087968,NA,-265.462670079125,-537.122203868066
"2010-06-10",NA,7.12617840646228,-243.979324060588,NA,-5651.57936889558,-243.979324060588,-1.38553691099077,-1056.52699210721,NA,-519.92508433927,NA,NA,-424.009450067022,-275.675699914496,NA,-275.740062455553,-530.678951762363
"2010-06-11",NA,5.10843340958394,-213.690919012505,NA,-4876.89181468327,-213.690919012505,-3.07887966655143,-879.233408132917,NA,-451.428464560871,NA,NA,-430.227857769066,-303.7177581405,NA,-271.146238193664,-494.548514560697
"2010-06-17",NA,7.92048440147281,-211.47565578022,NA,-4614.05035061018,-211.47565578022,-0.0571392426329975,-977.322987761671,NA,-423.926458833412,NA,NA,-388.712708444667,-211.958400619568,NA,-251.684282810655,-450.736798537657
"2010-06-18",NA,10.1622995232931,-234.335863145203,NA,-5363.07676935582,-234.335863145203,0.331975199185974,-1015.79794025158,NA,-717.434309461572,NA,NA,-373.467406378719,-188.400232660601,NA,-322.357169742415,-459.249505541531
"2010-06-21",NA,12.9938436422002,-158.273782474028,NA,-2603.99095632868,-158.273782474028,0.969521834011156,-539.660070875632,NA,-716.967083518492,NA,NA,-294.495195178208,-97.0457719576601,NA,-128.167768388888,-268.092151103251
"2010-06-22",NA,7.03507742466264,-182.291558267724,NA,-3476.81058006179,-182.291558267724,0.355480695934784,-763.910765016653,NA,-842.539551516307,NA,NA,-327.799164073954,-129.897458327782,NA,-199.118814900573,-301.270060919847
"2010-06-23",NA,7.65595616601723,-239.391269603364,NA,-3201.55223270629,-239.391269603364,-0.510168581718429,-713.551184983159,NA,-599.166187602125,NA,NA,-331.382280563516,-158.95769147262,NA,-245.212992448523,-370.788449869004
"2010-06-24",NA,6.10643225358251,-217.574920206142,NA,-2828.23106923135,-217.574920206142,-0.357446512564988,-643.582177313169,NA,-631.861117650894,NA,NA,-333.247376645738,-186.228817399614,NA,-231.45290189585,-342.652408294648
"2010-06-25",NA,8.08645491001331,-233.844414846506,NA,-3186.8609212178,-233.844414846506,1.98362660066511,-694.004293592336,NA,-705.638219868121,NA,NA,-349.397147339118,-215.713116409381,NA,-272.841042744684,-370.866873273286
"2010-06-28",NA,9.82597083380952,-278.201568358149,NA,-2427.45445117081,-278.201568358149,1.36303060298913,-604.817819374914,NA,-690.511111269467,NA,NA,-377.834149911075,-243.412791823746,NA,-294.379818823645,-335.436640241766
"2010-06-29",NA,5.2949233808573,-322.648098912985,NA,-3470.02300427333,-322.648098912985,-0.959255480516705,-736.022753342148,NA,-776.493117192129,NA,NA,-472.560797203641,-335.329957796738,NA,-376.071521180189,-460.366351335772
"2010-06-30",NA,6.51325184538013,-331.185609685406,NA,-4634.57692229977,-331.185609685406,-1.28325318820374,-822.618844167322,NA,-748.597277543547,NA,NA,-533.57934587584,-385.466627865486,NA,-392.918319176411,-495.660510034997
"2010-07-01",NA,5.05089333289469,-355.815570480132,NA,-5421.12511264823,-355.815570480132,-3.97898366190421,-904.605536281329,NA,-1021.83631125629,NA,NA,-594.891857249502,-455.824676955119,NA,-464.922226722012,-627.323429521391
"2010-07-02",NA,-2.85221774340102,-340.539314203268,NA,-4289.67456697904,-340.539314203268,-4.80646751300962,-731.981934079061,NA,-966.222627827742,NA,NA,-596.500172086747,-444.405820654443,NA,-407.08509531057,-573.359218092536
"2010-07-05",NA,-1.93614905814447,-326.358026680709,NA,-4260.23003607054,-326.358026680709,-5.21572370815714,-694.746768025874,NA,-1236.76821436603,NA,NA,-642.405885244734,-499.21158613292,NA,-419.408584254431,-563.771724734313
"2010-07-06",NA,-3.41096710697863,-351.272752973534,NA,-4302.79449752753,-351.272752973534,-5.00676922717948,-692.898466016293,NA,-1233.48465858402,NA,NA,-688.610345012149,-506.24331686009,NA,-471.894184593771,-604.564561429585
"2010-07-07",NA,-7.24673758522488,-350.284403239048,NA,-4457.36916794457,-350.284403239048,-4.75961889394532,-681.435168764736,NA,-1416.38303696168,NA,NA,-699.114634131637,-527.502149952022,NA,-529.543214002627,-601.741107119655
"2010-07-08",NA,-3.71352477824385,-380.393742432871,NA,-3633.95348531018,-380.393742432871,-1.59428546272209,-605.354730568575,NA,-1405.47391610863,NA,NA,-645.919550703398,-476.989013263866,NA,-542.356795092199,-553.304490844749
"2010-07-09",NA,-5.74138997588717,-365.601390717143,NA,-3022.54504512318,-365.601390717143,-0.970779720343951,-614.654724047413,NA,-1590.7672771592,NA,NA,-597.025603841205,-444.704616602293,NA,-515.335831582365,-507.257592908596
"2010-07-12",NA,-4.03039293298735,-372.90781101437,NA,-3643.13994074446,-372.90781101437,-2.13911179463103,-684.332471592412,NA,-1822.27252027635,NA,NA,-628.433035661219,-468.649472606425,NA,-528.481003004149,-615.603064901361
"2010-07-13",NA,-6.36059103111193,-399.313315122058,NA,-4455.73301614116,-399.313315122058,0.0307085878773955,-769.385041519381,NA,-1989.99838806852,NA,NA,-616.141841493719,-466.823910091741,NA,-561.79277586951,-716.343348732514
"2010-07-14",NA,-3.19203998582983,-410.818060692742,NA,-3880.31760934904,-410.818060692742,-0.11132741513086,-689.809219269387,NA,-1958.95286988726,NA,NA,-570.151756899418,-441.228064153001,NA,-550.27139823732,-681.480631846234
"2010-07-15",NA,-4.27479288349528,-408.422040318936,NA,-3966.88521658419,-408.422040318936,-0.565228658668529,-690.601472251274,NA,-2084.14313249947,NA,NA,-590.462262751715,-457.861876919188,NA,-628.916885944687,-865.016805579671
"2010-07-16",NA,-5.23890149100609,-252.125076777367,NA,-3765.4257301008,-252.125076777367,-1.21100395172439,-601.757982734346,NA,-2010.57553292343,NA,NA,-463.072604245616,-368.72510813385,NA,-642.72902736844,-850.953479574033
"2010-07-19",NA,-8.1944158082289,-183.926824019784,NA,-4615.92740239768,-183.926824019784,-0.358661869650409,-593.274647520988,NA,-1953.25556667199,NA,NA,-477.981782503073,-395.817328277427,NA,-621.707350916187,-809.291905906239
"2010-07-20",NA,-9.8813836694789,-132.826831779344,NA,-3928.3769294993,-132.826831779344,0.281789512788763,-475.147114670699,NA,-2082.18789817029,NA,NA,-501.188607230197,-417.137955415413,NA,-520.851119317167,-748.032984903073
"2010-07-21",NA,-9.20984952183221,-143.824573761306,NA,-3692.75909938825,-143.824573761306,-0.779657730920361,-492.370787007389,NA,-2287.37638444078,NA,NA,-524.69169055463,-426.686243997768,NA,-535.159338312027,-791.177282363572
"2010-07-22",NA,-10.4798537277934,-148.919468765589,NA,-3169.05707621941,-148.919468765589,1.91698835622952,-464.940870947516,NA,-2278.82402181883,NA,NA,-460.489437432824,-412.461276046323,NA,-504.630798342075,-742.725054878742
"2010-07-23",NA,-7.99143284289107,-100.110876140966,NA,-1757.25249770528,-100.110876140966,1.5517200535226,-237.852369382476,NA,-2261.53286112638,NA,NA,-440.580035935249,-388.461957208007,NA,-374.26406863606,-682.676232000218
"2010-07-26",NA,-8.57461909069792,-109.398093678664,NA,-1647.32569159894,-109.398093678664,1.50452884784333,-116.100093015564,NA,-2220.50401121638,NA,NA,-408.961483784059,-378.687022635167,NA,-344.057509827731,-633.030436265975
"2010-07-27",NA,-10.4794413914536,-170.780377788176,NA,-2179.25625927472,-170.780377788176,-0.0245944153438538,-219.678754230056,NA,-2445.73764610684,NA,NA,-531.631596583286,-479.135046905688,NA,-399.009327845832,-713.787008022546
"2010-07-28",NA,-15.0059251209941,-107.256939658248,NA,-1143.02312116945,-107.256939658248,-0.585659512491554,-43.5830174197342,NA,-2427.23302195483,NA,NA,-488.588020888781,-455.804448062568,NA,-344.1175863991,-694.945025947909
"2010-07-29",NA,-14.2640913233748,-112.826919883959,NA,-1178.60429690178,-112.826919883959,0.731323790117011,-142.807456170838,NA,-2519.98838394602,NA,NA,-407.828183501205,-396.693446094071,NA,-344.380184261825,-348.503273669225
"2010-07-30",NA,-14.7439548398047,-45.4894147245158,NA,-1195.97733361367,-45.4894147245158,1.26634596828692,-187.346626055047,NA,-2479.00097394705,NA,NA,-403.349309258928,-393.80007257803,NA,-329.794877964451,-304.460247551286
"2010-08-02",NA,-11.6855246152972,-5.24347380141048,NA,44.8807087400553,-5.24347380141048,3.59939719552287,72.8049763871716,NA,-2374.26699216079,NA,NA,-249.148454420677,-259.122195114503,NA,-235.359281684264,-214.814299902504
"2010-08-03",NA,-12.2388035003001,-36.0881279321895,NA,-166.00673542363,-36.0881279321895,4.75046712187372,32.652932056056,NA,-2410.78161407292,NA,NA,-275.222508516049,-270.657518522187,NA,-306.070873274449,-253.563657177666
"2010-08-04",NA,-9.87378951494093,-12.0224057672754,NA,-28.6162502427885,-12.0224057672754,4.60954390954402,122.202791758336,NA,-2468.53903374115,NA,NA,-251.568258087904,-256.403640509463,NA,-116.927033300485,-222.706457038075
"2010-08-05",NA,-10.3004756203103,-36.0453210394869,NA,-362.924351229299,-36.0453210394869,4.08661375708175,106.460092803405,NA,-2632.53244870375,NA,NA,-350.182375911944,-312.358046906153,NA,-197.925015810009,-362.240732330606
"2010-08-06",NA,-9.05885069607832,-23.1558825119741,NA,-8.90754207119073,-23.1558825119741,2.71166095763795,115.430321986565,NA,-2607.7540361001,NA,NA,-167.061430775433,-156.518117554155,NA,-144.06202651773,-352.164423844668
"2010-08-09",NA,-7.58889936410936,36.6469159513878,NA,363.45782356259,36.6469159513878,3.42466811512462,189.118922096478,NA,-2699.19488489346,NA,NA,-58.2018467156516,105.118896820454,NA,-50.3351893245409,-272.475322633801
"2010-08-10",NA,-10.4806025017057,12.3640900589949,NA,-755.804604312584,12.3640900589949,2.12561671255715,-27.4687117919655,NA,-2686.84500610058,NA,NA,-175.599978712861,20.5558101896202,NA,-96.7415685816125,-355.171074180557
"2010-08-11",NA,-10.3139378492223,13.9966403702262,NA,-1376.67132592348,13.9966403702262,-0.855513182669165,-104.327262778551,NA,-2715.69329500276,NA,NA,-221.25215768918,-48.2046069265483,NA,-128.278207833536,-380.249211338236
"2010-08-12",NA,-10.1088788147518,-48.4544376657517,NA,-1889.11852907459,-48.4544376657517,-2.52874238179696,-241.451402607916,NA,-2810.72753624638,NA,NA,-225.154641979823,-85.1595925044091,NA,-214.942110635914,-459.707120145668
"2010-08-13",NA,-6.54539454302644,-17.9881543858908,NA,-913.12183251257,-17.9881543858908,-2.67409134244489,-58.8357599006486,NA,-2631.93439192287,NA,NA,-79.3035984642849,93.6936354048306,NA,-141.730227519544,-357.542029463139
"2010-08-16",NA,-6.06345000016508,6.39649990238542,NA,-1028.65607409732,6.39649990238542,-3.18157947693839,-106.474863470316,NA,-2699.29936227573,NA,NA,-41.6951009517479,52.3578939519002,NA,-58.6394201663794,-177.75097812508
"2010-08-17",NA,-6.01300744669341,9.70054232677509,NA,-665.695714237623,9.70054232677509,-2.96122509225415,-79.3632178109924,NA,-2837.80685961568,NA,NA,-84.3251904703344,-7.16403844167601,NA,-75.6664916728409,-222.330857172638
"2010-08-18",NA,-6.53402663674532,0.924987371339547,NA,-464.214788143056,0.924987371339547,-3.05304518022668,-117.495283404212,NA,-2912.44018047549,NA,NA,-193.189890814022,-128.869404996984,NA,-122.808220896348,-249.278484173441
"2010-08-19",NA,-5.37646483891885,2.07084551002836,NA,-334.187055848975,2.07084551002836,-3.84705550863531,-115.865487925448,NA,-3003.18144834666,NA,NA,-200.285190919065,-136.755445974207,NA,-55.0613554168565,-174.590584791089
"2010-08-20",NA,-5.85027662090781,-54.8608731651367,NA,-1635.586085501,-54.8608731651367,-4.75327058325631,-324.468210482129,NA,-3320.01158283687,NA,NA,-449.606999864992,-378.819348363142,NA,-197.422592050127,-336.26378164701
"2010-08-23",NA,-6.3054143279957,-107.869159418596,NA,-1588.3853071045,-107.869159418596,-5.74170331964931,-313.297782288205,NA,-3342.91026215847,NA,NA,-449.151143941941,-371.058242625283,NA,-254.888604851869,-442.294625194237
"2010-08-24",NA,-8.32182788719278,-133.952981337371,NA,-1952.55747458446,-133.952981337371,-7.30236466856197,-347.348400434956,NA,-3306.8557921665,NA,NA,-496.913263589988,-439.469102632913,NA,-272.455986271371,-532.679526889043
"2010-08-25",NA,-5.65946461910489,-150.111262419642,NA,-2278.07468528681,-150.111262419642,-6.13526320734749,-346.614132509272,NA,-3346.82509689036,NA,NA,-568.888813588283,-484.048748878245,NA,-140.121223396942,-467.414715359167
"2010-08-26",NA,-4.6282684044342,-121.342870792951,NA,-1734.90822945282,-121.342870792951,-6.00040449486369,-346.088902518735,NA,-3412.79373344043,NA,NA,-529.073043312934,-422.793820194374,NA,-132.880690694841,-418.496199046077
"2010-08-27",NA,-5.7981807844801,-113.646612534534,NA,-1333.02845565085,-113.646612534534,-3.64779155389619,-355.766491193534,NA,-3294.73587548032,NA,NA,-487.460966983221,-361.700755327789,NA,-145.730704710627,-437.919793179005
"2010-08-30",NA,-5.8891413874086,-52.0212435638154,NA,127.595004681228,-52.0212435638154,-4.61742492689439,-175.640536205233,NA,-3417.62428596493,NA,NA,-418.047380121412,-304.765818259504,NA,-138.66752706251,-435.681139999112
"2010-08-31",NA,-6.30108744464781,-76.4654728230928,NA,-923.006928870956,-76.4654728230928,-7.49930364847203,-240.704528166254,NA,-3371.4303659377,NA,NA,-584.826876752837,-479.985123458096,NA,-266.687359129397,-611.775700727954
"2010-09-01",NA,-2.76395375329152,-39.9779877511314,NA,125.196610540146,-39.9779877511314,-5.57342484456971,-125.951885085573,NA,-3471.12410373272,NA,NA,-607.793878099111,-489.354659413555,NA,-209.786344970796,-574.198756495045
"2010-09-02",NA,-4.04767250581638,-9.55744417899265,NA,332.236871291875,-9.55744417899265,-4.60978254123193,-71.3759254745238,NA,-3296.67409406977,NA,NA,-568.942563637489,-454.870216209892,NA,-162.960518408017,-466.94533554458
"2010-09-03",NA,-3.71217475219469,-34.2024814125397,NA,228.145050010579,-34.2024814125397,-5.13836846066202,-41.969915781527,NA,-3063.0474968477,NA,NA,-502.266861608026,-384.5273816516,NA,-216.205826545404,-512.010228772181
"2010-09-06",NA,-4.46738986925157,181.088265193259,NA,722.952205991103,181.088265193259,-5.7691724195708,77.2729070492527,NA,-2500.21010924896,NA,NA,-501.760465072784,-362.321555517725,NA,-109.518149125785,-435.388034056759
"2010-09-07",NA,-4.85324569934754,161.316174421361,NA,-203.310695776591,161.316174421361,-5.93218211067443,106.359323422435,NA,-2428.12646231736,NA,NA,-441.416859476469,-312.247978638936,NA,-72.8932765212354,-477.073137630711
"2010-09-08",NA,-2.95966823820569,127.482550199845,NA,-210.612989143605,127.482550199845,-5.4073828419448,50.2960818008063,NA,-2641.76005361182,NA,NA,-281.229322856758,-352.301742077536,NA,-61.3269538336941,-463.059745757013
"2010-09-09",NA,-4.74658147541168,24.5886297753475,NA,-1508.9239239241,24.5886297753475,-5.94475746922212,-195.910113317223,NA,-2726.07337700152,NA,NA,-405.190950787162,-504.477807824764,NA,-169.814896033633,-603.341867494769
"2010-09-10",NA,-6.8539081771437,75.6355976983231,NA,-1398.21266286902,75.6355976983231,-3.81428661316261,2.74742177602292,NA,-2401.02783435627,NA,NA,-355.294722592188,-476.770992244191,NA,-98.3527927415732,-613.913320493503
"2010-09-13",NA,-7.07156914753328,58.6246283552874,NA,-778.447745000705,58.6246283552874,-3.44971952766127,-23.7245482299418,NA,-2581.58370069666,NA,NA,-321.533450106797,-475.17590316876,NA,-36.9362633833789,-570.767673003693
"2010-09-14",NA,-6.83948235758223,-8.44313513189983,NA,-1389.59713137834,-8.44313513189983,-3.97557479909683,-160.319259781493,NA,-2407.7002585566,NA,NA,-429.899798301169,-535.686951353451,NA,-85.5608867298161,-619.89823951004
"2010-09-15",NA,-3.17756285519062,-13.5665738746232,NA,-1451.62846128126,-13.5665738746232,-5.17348773964394,-187.02993951834,NA,-2419.33572334549,NA,NA,-444.386299236977,-544.298351134744,NA,-79.2222262835881,-613.298098565016
"2010-09-16",NA,-4.06572286109093,-68.7445654939935,NA,-1594.50879958407,-68.7445654939935,-6.58343019420762,-203.849747810713,NA,-2611.4473152275,NA,NA,-494.985307271984,-567.004095417305,NA,12.0841898199294,-698.960072479674
"2010-09-17",NA,-2.06387328253901,-79.9759820033522,NA,-668.204611119205,-79.9759820033522,-7.41537186917932,-155.771767717817,NA,-2323.99125430971,NA,NA,-507.688993072914,-561.797952115084,NA,-21.6371338073603,-694.876730052138
"2010-09-20",NA,-1.39192334618453,-65.2596669998604,NA,-632.68170161124,-65.2596669998604,-5.07927974962267,-97.7889980358167,NA,-1746.92268123264,NA,NA,-254.489322699393,-310.673454765192,NA,14.618302451378,-589.040351158593
"2010-09-21",NA,-3.4797814255547,-130.594431021723,NA,-1167.9056005781,-130.594431021723,-6.49511775539237,-144.894373171146,NA,-770.195775991766,NA,NA,-283.378052352837,-373.623904680219,NA,30.8550071568616,-671.442928441581
"2010-09-27",NA,-0.0173553188126341,-193.97905763144,NA,-513.841576008312,-193.97905763144,NA,47.919212891985,NA,-928.763996476027,NA,NA,-108.346833039002,-168.642474752681,NA,187.077482827205,-400.076211057176
"2010-09-28",NA,-2.03455138571816,-205.412276409134,NA,-860.454413130043,-205.412276409134,NA,-9.34107393744261,NA,-487.58048220533,NA,NA,-95.3871986266785,-85.7221834341835,NA,148.290219226285,-438.931670615304
"2010-09-29",NA,1.44872402114201,-220.892736751726,NA,-557.708684766564,-220.892736751726,NA,43.3319124420224,NA,-1501.59798878581,NA,NA,-264.490638198244,-262.855979465989,NA,99.4976287876835,-528.000613349342
"2010-09-30",NA,2.08256539018227,-202.419003146802,NA,-865.568608066536,-202.419003146802,NA,-49.0546780070369,NA,-1250.76907027818,NA,NA,-225.648601406873,-258.036776155522,NA,80.7040626477722,-545.274164056202
"2010-10-08",NA,3.37706661097469,-190.989548774008,NA,-953.998169642779,-190.989548774008,0.313426105554993,43.5062867660498,NA,-400.045660042646,NA,NA,-242.852428576045,-341.257378156141,NA,96.9138308146059,-398.743229279191
"2010-10-11",NA,8.25232071224194,-133.602763141006,NA,1287.03900168348,-133.602763141006,-0.286347450160793,551.021959089439,NA,855.620825578146,NA,NA,165.906633244861,19.4895165409618,NA,273.131209936419,-146.398490166465
"2010-10-12",NA,7.09841932676188,-175.256956808136,NA,397.579671434208,-175.256956808136,-0.977668706971802,508.499473307452,NA,291.279135604547,NA,NA,120.637437391892,12.2113510066162,NA,124.360436601171,-170.230463041928
"2010-10-13",NA,9.30545067613512,-159.950385109588,NA,1007.66007312298,-159.950385109588,0.209505435617904,625.945735994146,NA,271.977665377699,NA,NA,149.348768622021,8.91556025549025,NA,160.60563449533,-130.229603714784
"2010-10-14",NA,14.0235000477613,-14.681230935457,NA,1837.31627591842,-14.681230935457,-0.264781517771204,623.367443530333,NA,1042.76468983536,NA,NA,214.049361825512,69.6095742545596,NA,181.870875899808,-64.3862976265304
"2010-10-15",NA,13.4526488825417,4.55238894122507,NA,1706.58393246373,4.55238894122507,-1.86048614911663,600.771033555957,NA,683.688371491023,NA,NA,202.747890157835,124.300819285458,NA,58.1601667076178,-80.6908763884788
