"","CU0_60Close","CU0_60_hpft","CU0_60_hpfc","P0_60Close","P0_60_hpft","P0_60_hpfc","Y0_60Close","Y0_60_hpft","Y0_60_hpfc","AG0_60Close","AG0_60_hpft","AG0_60_hpfc","BU0_60Close","BU0_60_hpft","BU0_60_hpfc","ZN0_60Close","ZN0_60_hpft","ZN0_60_hpfc","C0_60Close","C0_60_hpft","C0_60_hpfc","AL0_60Close","AL0_60_hpft","AL0_60_hpfc","RM0_60Close","RM0_60_hpft","RM0_60_hpfc","M0_60Close","M0_60_hpft","M0_60_hpfc","CF0_60Close","CF0_60_hpft","CF0_60_hpfc"
"2021-12-02 10:00:00",69160,69292.6456416516,-132.645641651563,9136,9099.44297508126,36.5570249187398,9032,8752.12723216924,279.872767830765,4709,4719.96493677867,-10.9649367786655,2826,2830.13972158808,-4.13972158807678,23125,22932.6318679141,192.368132085855,2668,2687.00215197736,-19.0021519773648,18965,18721.8802194407,243.119780559348,2663,2690.62970409422,-27.6297040942199,3038,3048.34321521803,-10.3432152180258,20460,20098.9474620743,361.052537925694
"2021-12-02 10:15:00",69010,69291.225759704,-281.225759704024,9110,9085.15935394207,24.8406460579257,9018,8746.977711438,271.022288562003,4687,4719.7082584895,-32.7082584894978,2816,2832.77928636055,-16.7792863605548,23085,22939.5498245518,145.450175448249,2669,2687.42298010189,-18.4229801018865,18950,18726.7047867766,223.295213223356,2671,2693.06855664148,-22.0685566414802,3044,3049.74023547484,-5.74023547483725,20460,20092.1991933574,367.800806642647
"2021-12-02 11:30:00",69070,69289.8081381855,-219.808138185458,9022,9070.87625789484,-48.8762578948388,8908,8741.83275049357,166.167249506431,4696,4719.45418372634,-23.4541837263433,2828,2835.41997798596,-7.41997798596113,23150,22946.4717293855,203.528270614525,2667,2687.84328110255,-20.843281102549,18885,18731.5380699021,153.461930097877,2659,2695.50705830501,-36.5070583050055,3041,3051.1371434515,-10.1371434514952,20535,20085.4535241556,449.546475844404
"2021-12-02 14:30:00",68880,69288.3928982009,-408.392898200912,9136,9056.59385201005,79.4061479899514,8984,8736.69347020956,247.306529790437,4700,4719.20291543088,-19.2029154308761,2832,2838.06199899316,-6.06199899315803,22975,22953.3983119423,21.6016880577077,2676,2688.26294765807,-12.2629476580678,18890,18736.3814423136,153.618557686404,2680,2697.94510458542,-17.9451045854238,3048,3052.53390592838,-4.53390592838144,20680,20078.7115094462,601.288490553811
"2021-12-02 15:00:00",68650,69286.9800699956,-636.980069995599,9102,9042.31228115482,59.6877188451766,8956,8731.56106014619,224.438939853806,4710,4718.95464684974,-8.95464684973823,2828,2840.70554884382,-12.7055488438215,22895,22960.3303858796,-65.3303858795813,2676,2688.68186383141,-12.6818638314052,18765,18741.2363409425,23.7636590574794,2688,2700.38257589282,-12.382575892817,3051,3053.93048549559,-2.93048549558754,20705,20071.9743900299,633.025609970115
"2021-12-02 22:00:00",68860,69285.5695150015,-425.569515001526,9110,9028.03172301959,81.9682769804094,8928,8726.43681209027,201.563187909735,4712,4718.70956329187,-6.70956329186694,2800,2843.35082449384,-43.3508244938375,23015,22967.268773784,47.7312262160041,2680,2689.09990861651,-9.09990861651249,18685,18746.1042662201,-61.1042662201058,2693,2702.81934521949,-9.8193452194864,3064,3055.32684286907,8.67315713092906,20710,20065.2436552559,644.756344744101
"2021-12-02 23:00:00",69220,69284.1608313487,-64.1608313487433,9198,9013.75237996728,184.24762003272,8956,8721.3221106026,234.677889397396,4711,4718.4678463647,-7.46784636470273,2822,2845.99801764713,-23.9980176471318,22945,22974.2142712372,-29.2142712372054,2676,2689.51695576517,-13.5169557651728,18735,18750.9867284005,-15.9867284004959,2686,2705.25528043927,-19.2552804392719,3059,3056.72293755344,2.27706244655654,20775,20058.5210561408,716.478943859206
"2021-12-03 00:00:00",69310,69282.753441254,27.2465587460114,NA,NA,NA,NA,NA,NA,4717,4718.22967490223,-1.22967490222996,NA,NA,NA,22885,22981.1676935511,-96.1676935510705,NA,NA,NA,18670,18755.8852124798,-85.8852124798176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-12-03 01:00:00",69460,69281.3467404125,178.653259587512,NA,NA,NA,NA,NA,NA,4720,4717.99522465152,2.00477534847746,NA,NA,NA,22975,22988.1298439615,-13.1298439614538,NA,NA,NA,18665,18760.8011968459,-95.8011968459005,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-12-03 10:00:00",69240,69279.9401357821,-39.9401357820994,9286,8999.47448824322,286.525511756785,9034,8716.21842356217,317.781576437831,4703,4717.31595696979,-14.3159569697911,2858,2848.64730208814,9.35269791185597,23050,22995.1014859524,54.898514047642,2668,2689.93287526763,-21.9328752676253,18760,18765.7361243851,-5.73612438505506,2714,2707.69024536709,6.30975463290885,3088,3058.11873263845,29.8812673615479,20745,20051.8086102175,693.191389782514
"2021-12-03 10:15:00",69060,69278.5331081687,-218.533108168753,9278,8985.19836025327,292.801639746728,9032,8711.12731585432,320.872684145684,4740,4717.09814692862,22.9018530713849,2864,2851.2988416815,12.7011583184984,23015,23002.0833775804,12.9166224195618,2665,2690.34753152675,-25.3475315267459,18755,18770.6913983833,-15.6913983833036,2707,2710.1240958585,-3.12409585850097,3088,3059.51419215509,28.4858078449106,20705,20045.1086311825,659.891368817506
"2021-12-03 11:30:00",69260,69277.1251218687,-17.1251218687344,9336,8970.92442684145,365.07557315855,9074,8706.05048372251,367.949516277488,4717,4716.88492740351,0.115072596487575,2870,2853.95280415785,16.0471958421473,23100,23009.0762995952,90.9237004048449,2673,2690.76077987925,-17.7607798792474,18830,18775.6684197555,54.3315802444615,2707,2712.55669037726,-5.55669037726116,3093,3060.90929248606,32.0907075139371,20735,20038.4237192697,696.576280730264
"2021-12-03 14:30:00",69470,69275.7155508455,194.284449154469,9458,8956.65323988417,501.346760115829,9174,8700.98975604604,473.010243953961,4725,4716.67647581903,8.323524180972,2872,2856.60936249799,15.3906375020058,23240,23016.0810380852,223.918961914771,2671,2691.17246518419,-20.1724651841861,18960,18780.6685829304,179.331417069565,2725,2714.98788609576,10.0121139042428,3101,3062.30402178897,38.6959782110323,20795,20031.7567474857,763.243252514347
"2021-12-03 15:00:00",69460,69274.3037619838,185.696238016209,9482,8942.38550216543,539.614497834575,9178,8695.94711379984,482.052886200158,4712,4716.47296964727,-4.4729696472651,2868,2859.26869631599,8.73130368400888,23265,23023.0984167235,241.901583276456,2661,2691.58242495903,-30.5824249590308,18975,18785.6933047952,189.3066952048,2734,2717.41753788946,16.5824621105425,3105,3063.69838148641,41.3016185135937,20795,20025.1108767734,769.889123226597
"2021-12-03 22:00:00",69330,69272.8892024775,57.1107975224571,9558,8928.12212370579,629.87787629421,8584,8690.92473348219,-106.924733482192,4711,4716.27458980096,-5.27458980095625,2882,2861.93099158778,20.0690084122196,22930,23030.1293517421,-100.129351742101,2703,2691.99048838275,11.009511617245,18920,18790.7440763654,129.255923634573,2737,2719.84550477244,17.1544952275627,3101,3065.09238899634,35.9076110036575,20595,20018.4895835702,576.510416429823
"2021-12-03 23:00:00",69310,69271.4713962802,38.5286037198221,9584,8913.86423758079,670.135762419214,8646,8685.92499085264,-39.9249908526361,4717,4716.08151534386,0.918484656141738,2878,2864.59643789846,13.4035621015366,22945,23037.1748593653,-92.1748593652901,2703,2692.3964719928,10.6035280072013,19050,18795.8224669085,254.17753309151,2730,2722.27165261329,7.72834738670512,3096,3066.48607880917,29.5139211908311,20730,20011.8966625544,718.103337445647
"2021-12-04 00:00:00",69240,69270.0498909524,-30.0498909523752,NA,NA,NA,NA,NA,NA,4683,4715.89392315944,-32.8939231594441,NA,NA,NA,22935,23044.235914428,-109.235914428048,NA,NA,NA,19005,18800.930099121,204.069900879048,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-12-04 01:00:00",69200,69268.624249981,-68.6242499810071,NA,NA,NA,NA,NA,NA,4742,4715.71199051086,26.2880094891421,NA,NA,NA,22900,23051.3134536639,-151.313453663926,NA,NA,NA,18965,18806.0687007662,158.931299233811,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-12-06 10:00:00",69290,69267.1940244315,22.8059755684666,9546,8899.6132372321,646.386762767899,8622,8680.95021747237,-58.9502174723682,4748,4715.20184167268,32.7981583273224,2878,2867.26523312887,10.7347668711276,22755,23058.4083686528,-303.408368652763,2691,2692.80019687749,-1.80019687748701,18820,18811.2400839618,8.75991603814876,2711,2724.69585437161,-13.6958543716096,3084,3067.87950025804,16.1204997419596,20670,20005.3361467106,664.663853289429
"2021-12-06 10:15:00",69440,69265.7587370029,174.241262997104,9560,8885.37079310863,674.62920689137,8636,8676.00272839914,-40.0027283991449,4744,4715.04430236132,28.9556976386782,2876,2869.93758070033,6.06241929967363,22800,23065.5214884275,-265.521488427459,2693,2693.20148850822,-0.201488508215597,18835,18816.4461265213,18.5538734787274,2720,2727.11798620154,-7.11798620154129,3087,3069.27271487598,17.72728512402,20630,19998.8123658585,631.187634141539
"2021-12-06 11:30:00",69310,69264.3179198211,45.6820801788934,9484,8871.13884284952,612.861157150476,8590,8671.08481432315,-81.0848143231477,4740,4714.89336931045,25.1066306895476,2840,2872.61368847147,-32.61368847147,22775,23072.6535166041,-297.653516604135,2692,2693.60017161225,-1.600171612248,18770,18821.688709879,-51.6887098790089,2729,2729.53791859594,-0.537918595944781,3090,3070.66579085958,19.3342091404226,20700,19992.329924563,707.670075436983
"2021-12-06 14:30:00",69030,69262.8711770365,-232.871177036527,9482,8856.91960295854,625.080397041456,8584,8666.198749399,-82.1987493990034,4741,4714.74927238169,26.2507276183104,2856,2875.2937668069,-19.2937668069012,22700,23079.8050470429,-379.805047042948,2687,2693.99607083357,-6.99607083357328,18635,18826.9697231388,-191.969723138774,2712,2731.95551910538,-19.9555191053769,3075,3072.05880373317,2.94119626683132,20725,19985.8936882968,739.106311703192
"2021-12-06 15:00:00",69080,69261.4181316827,-181.418131682652,9482,8842.7155432716,639.284456728403,8588,8661.34677426413,-73.3467742641321,4737,4714.61225181476,22.3877481852349,2846,2877.97801259003,-31.9780125900289,22725,23086.9765505661,-361.976550566092,2684,2694.38901015472,-10.3890101547216,18710,18832.2910340385,-122.291034038453,2717,2734.37065505805,-17.3706550580457,3080,3073.45183701307,6.54816298692521,20695,19979.5088150547,715.491184945349
"2021-12-06 22:00:00",69650,69259.9583105334,390.041689466626,9548,8828.52939200772,719.470607992283,8662,8656.53109557827,5.46890442172936,4715,4714.48255870036,0.517441299644816,2886,2880.666614729,5.33338527100237,22870,23094.1683409997,-224.168340999665,2689,2694.77881066633,-5.77881066633125,18805,18837.6544309633,-32.6544309633263,2721,2736.78318553335,-15.7831855333463,3061,3074.84497543139,-13.8449754313889,19655,19973.1807683484,-318.180768348397
"2021-12-06 23:00:00",69560,69258.4911653716,301.508834628364,9518,8814.36414164038,703.635858359616,8624,8651.75388968261,-27.7538896826091,4714,4714.36045338338,-0.360453383376802,2866,2883.35974891354,-17.3597489135426,22780,23101.3805825432,-321.380582543187,2688,2695.16528916464,-7.16528916464341,18685,18843.0616517484,-158.061651748434,2706,2739.19296243035,-33.192962430348,3043,3076.23830642695,-33.2383064269512,19780,19966.915307445,-186.915307445033
"2021-12-07 00:00:00",69640,69257.0163092079,382.983690792054,NA,NA,NA,NA,NA,NA,4709,4714.24619642262,-5.24619642261597,NA,NA,NA,22880,23108.613346734,-228.61334673402,NA,NA,NA,18770,18848.5144207308,-78.5144207308274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-12-07 01:00:00",69560,69255.5334796844,304.466520315586,NA,NA,NA,NA,NA,NA,4722,4714.14004822785,7.85995177214822,NA,NA,NA,22910,23115.8665722636,-205.866572263643,NA,NA,NA,18770,18854.0143969113,-84.0143969112763,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-12-07 10:00:00",69620,69254.0425727532,365.957427246756,9588,8800.22308204336,787.776917956642,8668,8647.01733517894,20.9826648210558,4708,4713.87285452379,-5.87285452378543,2920,2886.05759303799,33.9424069620093,22865,23123.140103324,-258.140103324047,2689,2695.54826005717,-6.54826005716738,18760,18859.5632068357,-99.5632068356826,2727,2741.59983112398,-14.5998311239796,3060,3077.63191171565,-17.6319117156463,19905,19960.7180600883,-55.7180600883244
"2021-12-07 10:15:00",69520,69252.5436102208,267.4563897792,9590,8786.10979394511,803.890206054893,8660,8642.32359919676,17.6764008032425,4708,4713.80174533296,-5.80174533296478,2914,2888.76031782086,25.2396821791439,22820,23130.4336990102,-310.433699010247,2688,2695.92753478957,-7.9275347895722,18730,18865.162442322,-135.162442321994,2721,2744.00362326854,-23.0036232685395,3053,3079.02585927398,-26.0258592739797,19815,19954.5945767591,-139.59457675908
"2021-12-07 11:30:00",69410,69251.0367651656,158.963234834419,9656,8772.02818370944,883.971816290562,8728,8637.6748575388,90.3251424611946,4729,4713.74004212198,15.2599578780245,2918,2891.46810801105,26.5318919889452,22835,23137.7470117125,-302.747011712505,2689,2696.30292210075,-7.30292210075063,18770,18870.8136540325,-100.813654032514,2721,2746.40416448334,-25.4041644833428,3058,3080.42020979013,-22.420209790132,19840,19948.5503849063,-108.550384906266
"2021-12-07 14:30:00",69400,69249.5223212218,150.477678778228,9614,8757.98248999597,856.017510004035,8746,8633.07329331471,112.92670668529,4736,4713.68799783692,22.3120021630762,2922,2894.1811587906,27.8188412093948,22890,23145.0795655003,-255.079565500262,2692,2696.67422745266,-4.67422745265526,18780,18876.518336759,-96.5183367589887,2710,2748.80127087893,-38.8012708789325,3052,3081.81501319424,-29.8150131942419,19780,19942.5909542761,-162.590954276058
"2021-12-07 15:00:00",69420,69248.0006277326,171.999372267395,9594,8743.97731686281,850.022683137191,8742,8628.52112697067,113.478873029331,4736,4713.64587173172,22.3541282682758,2940,2896.89967630871,43.1003236912894,22860,23152.4307592996,-292.430759299554,2694,2697.04125328851,-3.0412532885121,18790,18882.2779436207,-92.277943620727,2700,2751.19474806479,-51.1947480647864,3043,3083.21031014883,-40.2103101488334,19760,19936.7217097443,-176.721709744287
"2021-12-07 22:00:00",69670,69246.4720962427,423.527903757312,9610,8730.01762221127,879.982377788734,8746,8624.02062563241,121.979374367594,4705,4713.61393228317,-8.61393228316594,2946,2899.62387821379,46.3761217862129,23030,23159.7998865968,-129.799886596789,2698,2697.40380011941,0.596199880594783,18805,18888.0938878404,-83.0938878404488,2698,2753.58438561151,-55.5843856115079,3043,3084.6061289921,-41.6061289921045,19750,19930.9480089783,-180.948008978313
"2021-12-07 23:00:00",69860,69244.9372093943,615.062790605714,9604,8716.10871530785,887.891284692146,8740,8619.57410333328,120.425896666718,4724,4713.59245720838,10.4075427916167,2936,2902.35399997019,33.6460000298098,23155,23167.1861199992,-12.1861199991869,2706,2697.76166719929,8.23833280070621,18890,18893.9675444966,-3.96754449657823,2685,2755.96995192783,-70.9699519278318,3030,3086.00248144093,-56.0024814409264,19750,19925.2751365957,-175.275136595739
"2021-12-08 00:00:00",69810,69243.396624899,566.603375100955,NA,NA,NA,NA,NA,NA,4731,4713.58172066382,17.4182793361774,NA,NA,NA,23135,23174.58857846,-39.5885784599505,NA,NA,NA,18915,18899.90025432,15.0997456799868,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-12-08 01:00:00",69860,69241.8512547109,618.148745289142,NA,NA,NA,NA,NA,NA,4760,4713.58200110799,46.417998892006,NA,NA,NA,23165,23182.0063758951,-17.0063758950532,NA,NA,NA,18910,18905.8933564018,4.10664359821684,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-12-08 10:00:00",69490,69240.3022449947,249.697755005344,9450,8702.2562691684,747.743730831601,8614,8615.18392452793,-1.18392452792957,4737,4713.65189192983,23.3481080701709,2940,2905.0902962123,34.9097037877003,23085,23189.4386098561,-104.438609856145,2718,2698.11465402857,19.8853459714266,18845,18911.9481960743,-66.9481960743157,2694,2758.35119244616,-64.351192446156,3035,3087.39936201387,-52.3993620138715,19720,19919.7083024176,-199.708302417588
"2021-12-08 10:15:00",69580,69238.7509974332,341.249002566793,9504,8688.4663238272,815.533676172796,8632,8610.8525034502,21.1474965498043,4731,4713.69926809085,17.3007319091463,2946,2907.83303548239,38.1669645176134,23085,23196.8843708651,-111.884370865096,2714,2698.46256351305,15.5374364869538,18855,18918.0661203677,-63.0661203677157,2691,2760.72782326276,-69.727823262759,3029,3088.79674208034,-59.7967420803372,19740,19914.2526438132,-174.252643813166
"2021-12-08 11:30:00",69580,69237.1990169243,342.800983075708,9518,8674.7452284058,843.254771594204,8656,8606.58225384455,49.4177461554466,4720,4713.75924537232,6.24075462768066,2940,2910.58250075299,29.4174992470107,23155,23204.3427062731,-49.3427062730555,2715,2698.80520677831,16.1947932216951,18845,18924.2484486383,-79.2484486382589,2678,2763.09953387371,-85.0995338737102,3028,3090.19457134993,-62.1945713499306,19680,19908.9132156004,-228.91321560042
"2021-12-08 14:30:00",69580,69235.6479494243,344.352050575694,9342,8661.09966913458,680.900330865423,8552,8602.37559819706,-50.3755981970642,4728,4713.83217303083,14.1678269691684,2942,2913.33899077335,28.6610092266514,23170,23211.8126171827,-41.8126171826805,2717,2699.1424013725,17.8575986274969,18850,18930.4964741732,-80.4964741731901,2696,2765.46598495241,-69.4659849524059,3034,3091.59277481469,-57.5927748146921,19600,19903.6950005683,-303.695000568276
"2021-12-08 15:00:00",69570,69234.0995825898,335.900417410217,9370,8647.53668081172,722.463319188283,8570,8598.23497942122,-28.2349794212228,4724,4713.91840290255,10.0815970974482,2940,2916.10281645273,23.8971835472665,23175,23219.2930843004,-44.2930843003601,2713,2699.47397153805,13.5260284619456,18870,18936.8114575019,-66.8114575019276,2695,2767.82680199552,-72.8268019955234,3037,3092.99125175793,-55.9912517579264,19635,19898.6028868821,-263.602886882119
"2021-12-08 22:00:00",69410,69232.5558464185,177.44415358145,8224,8634.06357969202,-410.063579692023,8584,8594.16281960696,-10.1628196069569,4703,4714.01829268031,-11.0182926803068,2942,2918.87430054768,23.1256994523197,23280,23226.7830710488,53.2169289512274,2708,2699.79974889901,8.20025110099116,18800,18943.1946258796,-143.19462587963,2710,2770.18158178529,-60.1815817852853,3032,3094.3898776564,-62.3898776564016,19595,19893.6416371722,-298.641637172183
"2021-12-08 23:00:00",69590,69231.0188097562,358.981190243835,8192,8620.68798066765,-428.687980667646,8562,8590.16152917313,-28.1615291731264,4712,4714.1322042241,-2.13220422410221,2892,2921.65377569288,-29.6537756928759,23425,23234.2815225417,190.718477458346,2711,2700.11957067052,10.8804293294758,18880,18949.6471789441,-69.6471789441389,2723,2772.52989100024,-49.5298910002441,3051,3095.78850484235,-44.7885048423525,19525,19888.8159051056,-363.815905105647
"2021-12-09 00:00:00",69780,69229.4906147965,550.509385203551,NA,NA,NA,NA,NA,NA,4711,4714.26049483943,-3.260494839434,NA,NA,NA,23485,23241.7874058905,243.212594109504,NA,NA,NA,18905,18956.1702571428,-51.1702571427714,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-12-09 01:00:00",69850,69227.9735521216,622.026447878366,NA,NA,NA,NA,NA,NA,4707,4714.40352095047,-7.4035209504729,NA,NA,NA,23475,23249.2997670421,225.700232957879,NA,NA,NA,18880,18962.7649721335,-82.7649721335387,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-12-09 10:00:00",69720,69226.4701398724,493.529860127639,8292,8607.41732912663,-315.417329126632,8616,8586.23351433767,29.7664856623287,4693,4714.92454930813,-21.9245493081255,2932,2924.44158408225,7.55841591775419,23475,23256.8177524777,218.18224752235,2711,2700.43327745739,10.5667225426062,18840,18969.4324144222,-129.432414422163,2774,2774.87127144232,-0.871271442319532,3096,3097.18695985855,-1.18695985854889,19490,19884.1302209033,-394.130220903341
"2021-12-09 10:15:00",69720,69224.9831533101,495.01684668994,8266,8594.25889325525,-328.258893255253,8592,8582.38116967788,9.61883032211972,4714,4715.13004549661,-1.13004549661309,2934,2927.23805565203,6.76194434796655,23440,23264.3406019736,175.659398026395,2709,2700.74071436197,8.25928563803248,18775,18976.1736403031,-201.173640303113,2776,2777.20524443975,-1.20524443974874,3094,3098.58505073399,-4.58505073399231,19465,19879.5889643991,-414.58896439906
"2021-12-09 11:30:00",69700,69223.5155717015,476.484428298524,8310,8581.21981085848,-271.219810858476,8618,8578.60690207506,39.3930979249436,4705,4715.35202706091,-10.3520270609142,2940,2930.04352346284,9.95647653716101,23460,23271.8676454943,188.132354505695,2703,2701.04173085444,1.95826914555578,18810,18982.9896525688,-172.989652568781,2792,2779.53133096063,12.4686690393697,3108,3099.98258500704,8.01741499295751,19575,19875.1963525093,-300.196352509252
"2021-12-09 14:30:00",69670,69222.0705789335,447.929421066544,8102,8568.30708405232,-466.307084052317,8460,8574.91312238655,-114.913122386553,4715,4715.59083512448,-0.590835124475841,2938,2932.85832337037,5.14167662963403,23495,23279.3982856146,215.601714385439,2691,2701.33617981907,-10.3361798190715,18740,18989.8813708542,-249.881370854168,2784,2781.84905147486,2.15094852513573,3092,3101.37936832079,-9.37936832078504,19540,19870.9564307758,-330.956430775801
"2021-12-09 15:00:00",69710,69220.6515558523,489.348444147689,8120,8555.52760284145,-435.527602841449,8474,8571.30225775336,-97.3022577533614,4678,4715.84680653161,-37.8468065316096,2938,2935.68279534591,2.31720465408847,23505,23286.9320026756,218.067997324447,2694,2701.62391494961,-7.62391494960616,18770,18996.8496432874,-226.849643287363,2789,2784.15793160639,4.84206839360932,3096,3102.77520963238,-6.77520963238315,19485,19866.8731206518,-381.873120651813
"2021-12-09 22:00:00",69330,69219.2620684604,110.73793153955,8064,8542.88806447813,-478.888064478135,8422,8567.77668781616,-145.776687816158,4630,4716.12027788243,-86.1202778824349,2864,2938.51728148619,-74.5172814861895,23435,23294.4683661395,140.531633860458,2690,2701.90478566718,-11.9047856671763,18725,19003.8952147056,-278.895214705633,2772,2786.45749786827,-14.4574978682696,3081,3104.16991402194,-23.1699140219449,19465,19862.9502067861,-397.950206786065
"2021-12-09 23:00:00",69410,69217.9058850372,192.094114962788,8062,8530.39498618476,-468.394986184764,8424,8564.33875199448,-140.338751994476,4650,4716.4115701327,-66.4115701327005,2862,2941.36212484568,-79.3621248456783,23485,23302.0070356093,182.992964390678,2689,2702.17863824154,-13.1786382415405,18780,19011.0187361758,-231.018736175836,2783,2788.74727877507,-5.74727877506911,3091,3105.56328376898,-14.5632837689769,19505,19859.1913159759,-354.191315975914
"2021-12-10 00:00:00",69420,69216.5868196362,203.413180363792,NA,NA,NA,NA,NA,NA,4656,4716.72096863951,-60.7209686395067,NA,NA,NA,23490,23309.5477287778,180.452271222238,NA,NA,NA,18770,19018.2207434803,-248.220743480316,NA,NA,NA,NA,NA,NA,NA,NA,NA
