"","IH00C1_hpfc","SPX_hpfc","FTSE_hpfc"
"2014-03-18",NA,12.9233999587101,-102.732567135881
"2014-03-19",NA,0.36089972644826,-135.705092417275
"2014-03-20",NA,10.5184830035823,-167.215457169379
"2014-03-21",NA,3.9460861581538,-153.303646320138
"2014-03-24",NA,-6.21635878971367,-190.899575677339
"2014-03-25",NA,0.881078548949977,-107.213097679218
"2014-03-26",NA,-13.2616688672919,-107.613985853787
"2014-03-27",NA,-17.8646684440787,-125.401969411493
"2014-03-28",NA,-10.3679821052101,-98.9467330794772
"2014-03-31",NA,3.26833561005219,-116.957909748757
"2014-04-01",NA,15.3642344481502,-63.5150914097378
"2014-04-02",NA,19.6596628045313,-57.8778217071303
"2014-04-03",NA,16.4445627236822,-68.565618031069
"2014-04-04",NA,-8.3211318764215,-22.937973847328
"2014-04-08",NA,-23.6245927129604,-129.344214969139
"2014-04-09",NA,-4.49248565270143,-85.1869717004736
"2014-04-10",NA,-44.6812201924778,-79.5819867915898
"2014-04-11",NA,-63.1608419731983,-160.59858734785
"2014-04-14",NA,-49.3313781663584,-139.276067578585
"2014-04-15",NA,-38.0528298352979,-182.153655308159
"2014-04-16",NA,-19.8151776517482,-140.310520789803
"2014-04-17",NA,-18.3683865579327,-99.9357589817535
"2014-04-18",NA,NA,NA
"2014-04-21",NA,-12.4224133052774,NA
"2014-04-22",NA,-5.85720705245205,-44.1184068434941
"2014-04-23",NA,-11.112711823205,-51.8174600251113
"2014-04-24",NA,-8.98886922014781,-24.2218959399163
"2014-04-25",NA,-25.2956162523447,-42.1806705819637
"2014-04-28",NA,-20.3628862132234,-28.3427299329367
"2014-04-29",NA,-12.5606019400202,40.7929974612634
"2014-04-30",NA,-8.03867785277344,50.3175947705095
"2014-05-05",NA,-10.6241418067291,NA
"2014-05-06",NA,-28.6627137480589,67.1851535852059
"2014-05-07",NA,-19.2711518817784,64.5556335329717
"2014-05-08",NA,-22.9493365924172,106.880030808255
"2014-05-09",NA,-21.1971402985866,81.7392661259028
"2014-05-12",NA,-4.12442593256275,118.484216020806
"2014-05-13",NA,-4.42104766457843,139.405723240193
"2014-05-14",NA,-14.4368579599948,144.434581554659
"2014-05-15",NA,-33.2117074566869,106.481527110107
"2014-05-16",NA,-27.2954408249157,121.077236348943
"2014-05-19",NA,-21.1678890065594,109.522341698435
"2014-05-20",NA,-34.5088716606551,66.7074255373116
"2014-05-21",NA,-20.3981996962865,85.5130249723045
"2014-05-22",NA,-17.0256697579571,84.8296495358145
"2014-05-23",NA,-10.0710700583795,79.8477734126722
"2014-05-26",NA,NA,NA
"2014-05-27",NA,8.34581822746455,108.897835722604
"2014-05-28",NA,-2.98478191242912,115.070242579436
"2014-05-29",NA,6.18734906010883,135.065355083007
"2014-05-30",NA,8.65243191704056,108.243486767777
"2014-06-03",NA,7.18232256491981,100.04979375249
"2014-06-04",NA,9.75755591918995,82.4383421354077
"2014-06-05",NA,21.2765928921762,77.3906592524249
"2014-06-06",NA,29.1996374071436,122.236829792884
"2014-06-09",NA,29.9768845924785,139.186906455987
"2014-06-10",NA,28.4485175066096,137.930891413136
"2014-06-11",NA,20.5047068167237,103.478729301587
"2014-06-12",NA,5.68561143053538,107.980307743332
"2014-06-13",NA,10.7013817799281,43.0154715864683
"2014-06-16",NA,11.2921659465988,20.134021044479
"2014-06-17",NA,14.4781075887371,32.6257385498084
"2014-06-18",NA,28.4493456967695,44.810398212492
"2014-06-19",NA,29.9360132764619,74.7877606562687
"2014-06-20",NA,32.3182315737675,92.3375679821039
"2014-06-23",NA,31.0561094603003,68.1895313767053
"2014-06-24",NA,17.4297424486187,55.2233238581332
"2014-06-25",NA,25.9892132139355,2.32859025759646
"2014-06-26",NA,22.694597226708,4.41495257929359
"2014-06-27",NA,25.4559592144943,27.6820318648375
"2014-06-30",NA,23.7533545238189,14.4994473308298
"2014-07-01",NA,35.8768279787391,74.1568067513463
"2014-07-02",NA,36.2164145846286,88.3137119068881
"2014-07-03",NA,46.082134516822,137.889733924526
"2014-07-04",NA,NA,139.494407426023
"2014-07-07",NA,37.3439929802474,97.7472100350139
"2014-07-08",NA,22.4619761313352,13.5075617138076
"2014-07-09",NA,30.6460546899967,-6.05515798008991
"2014-07-10",NA,21.5661900912823,-50.8515750725822
"2014-07-11",NA,23.5323311023875,-32.1523130867162
"2014-07-14",NA,32.1444175759076,24.7420254744891
"2014-07-15",NA,27.4123796371241,-9.99914860143392
"2014-07-16",NA,34.7961341241108,65.1935652455674
"2014-07-17",NA,10.4455865437578,19.8395717088835
"2014-07-18",NA,29.6506280196413,31.9882485334975
"2014-07-21",NA,24.171145357552,12.0189652634236
"2014-07-22",NA,33.1870131068939,79.981078220094
"2014-07-23",NA,35.7880958257025,83.8739387568142
"2014-07-24",NA,35.884244353829,108.286865165908
"2014-07-25",NA,25.3752947377716,79.4991410694929
"2014-07-28",NA,25.0810681909218,77.1600053283393
"2014-07-29",NA,15.2613754375327,97.9986639414607
"2014-07-30",NA,14.5260168343807,64.8642910130557
"2014-07-31",NA,-25.7252135702303,22.7260201385534
"2014-08-01",NA,-32.0925277324392,-26.9970418988656
"2014-08-04",NA,-19.0961269746338,-27.4357977100683
"2014-08-05",NA,-38.716199353432,-21.2411387464006
"2014-08-06",NA,-39.5229250318849,-66.3139451183789
"2014-08-07",NA,-51.0264681693246,-103.845088156296
"2014-08-08",NA,-29.8369765878995,-132.585411778891
"2014-08-11",NA,-25.3345770174579,-65.84571697955
"2014-08-12",NA,-29.3293838544453,-64.9567499461645
"2014-08-13",NA,-17.1815010230097,-39.3992296486593
"2014-08-14",NA,-9.54102032372066,-9.51384820645325
"2014-08-15",NA,-10.4780264549984,-4.3812814529069
"2014-08-18",NA,5.38739982861034,49.1077987112628
"2014-08-19",NA,14.4351821037559,88.4927221963916
"2014-08-20",NA,18.5352417201528,65.9927986136123
"2014-08-21",NA,23.5874940605866,89.5073009947292
"2014-08-22",NA,18.8118468461256,88.4354750927766
"2014-08-25",NA,27.5281980477086,NA
"2014-08-26",NA,28.826437860222,137.286529662079
"2014-08-27",NA,28.1264450994954,146.52963690128
"2014-08-28",NA,23.9480866656766,123.013912260298
"2014-08-29",NA,29.7812178325596,138.308410619592
"2014-09-01",NA,NA,145.212136010615
"2014-09-02",NA,27.8956839747764,150.414035293686
"2014-09-03",NA,25.5413181565899,196.162995304265
"2014-09-04",NA,21.677941911314,201.887840702699
"2014-09-05",NA,30.9453662145093,180.347315063442
"2014-09-09",NA,10.0918117338233,156.884716612062
"2014-09-10",NA,16.5504014825713,159.299748256063
"2014-09-11",NA,17.5189374650701,130.103627473104
"2014-09-12",NA,4.81718797792957,138.72474244754
"2014-09-15",NA,2.6149140761372,137.241427584136
"2014-09-16",NA,16.6718748234446,126.521959944432
"2014-09-17",NA,18.4678282027064,116.414559859859
"2014-09-18",NA,27.4625253052928,156.017395362739
"2014-09-19",NA,25.7057095887192,175.838586364364
"2014-09-22",NA,8.79711315859487,112.716188284642
"2014-09-23",NA,-3.52354250517678,16.3081838589626
"2014-09-24",NA,11.2034604409298,47.6125092302318
"2014-09-25",NA,-21.9121587030587,-17.86290619965
"2014-09-26",NA,-5.86068526818352,-7.13015270995143
"2014-09-29",NA,-11.7223955278786,-8.90131319614778
"2014-09-30",NA,-18.0475633330039,-31.7984676063142
"2014-10-08",NA,-26.4253673641567,-167.251189742986
"2014-10-09",NA,-67.9515230678961,-216.966233360472
"2014-10-10",NA,-90.8828929344256,-308.222614339214
"2014-10-13",NA,-123.129615211367,-281.381960775243
"2014-10-14",NA,-121.031790578988,-254.425773357804
"2014-10-15",NA,-137.109468820746,-435.005436464232
"2014-10-16",NA,-137.712649690407,-450.33222930242
"2014-10-17",NA,-114.591276266202,-335.607251266374
"2014-10-20",NA,-98.225234701493,-378.541415601129
"2014-10-21",NA,-61.844363782208,-273.055496824961
"2014-10-22",NA,-76.9084616919317,-245.490112982491
"2014-10-23",NA,-54.0973010502519,-225.965769247941
"2014-10-24",NA,-41.2406226858915,-256.342869319996
"2014-10-27",NA,-45.0981450659435,-281.631723492235
"2014-10-28",NA,-22.5895696102792,-243.002536096358
"2014-10-29",NA,-26.2545790970087,-191.445395048758
"2014-10-30",NA,-14.8228469666194,-181.970287818307
"2014-10-31",NA,7.65596419298829,-99.3171227380961
"2014-11-03",NA,6.49219792108116,-158.145732922153
"2014-11-04",NA,-0.143805407740613,-192.535910430511
"2014-11-05",NA,10.398291897511,-107.817381952382
"2014-11-06",NA,17.1088275872637,-96.3197945903646
"2014-11-07",NA,16.8881351137091,-80.8027508795603
"2014-11-10",NA,22.2965408569405,-37.4258135402969
"2014-11-11",NA,22.7843642161744,-21.9685118924213
"2014-11-12",NA,20.4219153741326,-39.0803597855664
"2014-11-13",NA,20.5694950953979,-15.4808619881727
"2014-11-14",NA,20.1273957029544,2.57049288543172
"2014-11-17",NA,20.6959010171849,19.244222619967
"2014-11-18",NA,30.2452865386154,55.4208439377878
"2014-11-19",NA,26.2358192129169,41.8508656065208
"2014-11-20",NA,29.3377534835772,23.054773484781
"2014-11-21",NA,39.1613329492537,93.7630361319446
"2014-11-24",NA,44.1467890815475,71.5861125773392
"2014-11-25",NA,40.8443371643521,71.6744230924038
"2014-11-26",NA,45.7241742330407,68.3883583579117
"2014-11-27",NA,NA,61.2682794271871
"2014-11-28",NA,39.5364804395903,59.044519084576
"2014-12-01",NA,24.5014170354398,-8.68261521135238
"2014-12-02",NA,36.6991289292345,75.5171595912309
"2014-12-03",NA,43.5697509017191,48.4641301332755
"2014-12-04",NA,40.2534025636979,9.56855183994048
"2014-12-05",NA,42.8001855159885,71.3506601033782
"2014-12-08",NA,26.8401847202739,-1.07931363973925
"2014-12-09",NA,25.4534674463604,-145.551167446029
"2014-12-10",NA,-9.11991013060297,-176.824698926044
"2014-12-11",NA,-0.81990235690152,-217.059645525429
"2014-12-12",NA,-34.7064598090231,-380.07567159742
"2014-12-15",NA,-48.2895327245343,-499.982351771619
"2014-12-16",NA,-66.0590569947501,-352.919103569646
"2014-12-17",NA,-26.7849485500255,-350.365137840555
"2014-12-18",NA,20.6829039854276,-222.989519550802
"2014-12-19",NA,29.2346230592305,-145.911168839981
"2014-12-22",NA,36.2603225695283,-116.678913672679
"2014-12-23",NA,39.0301043300212,-97.5215216997528
"2014-12-24",NA,37.8840551658742,-88.0977123416565
"2014-12-25",NA,NA,NA
"2014-12-26",NA,43.9222457687667,NA
"2014-12-29",NA,44.8747311706378,-66.8861647074614
"2014-12-30",NA,33.8115482477303,-155.805521490147
"2014-12-31",NA,11.5227153268781,-139.164397734606
"2015-01-05",NA,-28.4618878696616,-293.104853648734
"2015-01-06",NA,-47.25766309913,-346.313353437438
"2015-01-07",NA,-24.7890817060738,-295.585149293376
"2015-01-08",NA,10.6338830676553,-213.998403909675
"2015-01-09",NA,-7.50873177296795,-219.551157796401
"2015-01-12",NA,-24.8668936185954,-221.951363005381
"2015-01-13",NA,-30.9005667560755,-183.876880834712
"2015-01-14",NA,-43.459705193272,-340.345480836765
"2015-01-15",NA,-62.8542501650158,-232.774856556605
"2015-01-16",NA,-36.8941249416142,-184.052560854201
"2015-01-19",NA,NA,-151.576050369724
"2015-01-20",NA,-34.5492268119924,-119.802705663427
"2015-01-21",NA,-25.7594378144918,-14.6698446400821
"2015-01-22",NA,4.49537429379513,51.1052643171101
"2015-01-23",NA,-7.60464759632132,84.4853588889096
"2015-01-26",NA,-3.09936245222415,101.233155631193
"2015-01-27",NA,-31.3986260978447,57.6213361769988
"2015-01-28",NA,-59.5422930759632,69.1325403136481
"2015-01-29",NA,-41.2002049504296,50.9793840101223
"2015-01-30",NA,-68.2021786726936,-13.0255453412246
"2015-02-02",NA,-43.0780141637111,17.3303185791507
"2015-02-03",NA,-14.6274831524014,103.79954747499
"2015-02-04",NA,-23.8703395609665,89.2547058864501
"2015-02-05",NA,-3.57633126518063,92.4183154470944
"2015-02-06",NA,-11.3351962737865,77.2028608961585
"2015-02-09",NA,-20.7666711172209,58.2107887708423
"2015-02-10",NA,0.38951235960909,47.5045136958441
"2015-02-11",NA,-0.356369104118004,33.9064262338545
"2015-02-12",NA,18.9159610697712,41.2288973110949
"2015-02-13",NA,26.7567796067782,84.0542838381737
"2015-02-16",NA,NA,65.0349256834139
"2015-02-17",NA,29.4463554132901,103.603127970494
"2015-02-25",NA,39.201312316821,126.695755951527
"2015-02-26",NA,35.48871922706,138.858301821632
"2015-02-27",NA,28.6665816468942,133.655406507711
"2015-03-02",NA,40.9850447176319,125.558966187286
"2015-03-03",NA,30.8142417309785,72.0308217899979
"2015-03-04",NA,21.0142890370818,100.182762344487
"2015-03-05",NA,22.9852902487064,140.186547104889
"2015-03-06",NA,-7.32265970783397,89.0138939137902
"2015-03-09",NA,0.330524592544967,51.9164626660235
"2015-03-10",NA,-35.4450683981306,-123.414123537867
"2015-03-11",NA,-39.8593503644808,-106.376263057889
"2015-03-12",NA,-14.6322183395684,-68.3783032396457
"2015-03-13",NA,-27.6535528801873,-90.3585474568171
"2015-03-16",NA,-0.323228494769823,-28.2752708183263
"2015-03-17",NA,-7.68110826089201,3.91328891736968
"2015-03-18",NA,17.1029448774654,110.238905679812
"2015-03-19",NA,6.44907115143842,126.173351780766
"2015-03-20",NA,24.8674037224487,185.258353963974
"2015-03-23",NA,20.7880730861692,199.39558681791
"2015-03-24",NA,7.48119945903973,180.466648352888
"2015-03-25",NA,-23.3431055354356,150.90305415692
"2015-03-26",NA,-28.6047333661671,54.4962452203293
"2015-03-27",NA,-24.0835658529612,13.5076001565686
"2015-03-30",NA,0.800527008389373,49.3284750521418
"2015-03-31",NA,-17.8723148226731,-69.5597795897228
"2015-04-01",NA,-26.3819517176628,-33.5058336562081
"2015-04-02",NA,-19.4082366603715,-9.85832828143707
"2015-04-03",NA,NA,NA
"2015-04-07",NA,-10.5901109805989,118.234109250345
"2015-04-08",NA,-5.2753659771188,93.7528557302533
"2015-04-09",NA,3.76339609563117,171.679239076055
"2015-04-10",NA,14.4163502327991,246.164548451754
"2015-04-13",NA,4.57366987391452,220.870002056059
"2015-04-14",NA,7.78552249934183,232.106716333285
"2015-04-15",NA,18.3920736988598,254.005716428794
"2015-04-16",NA,16.5834858440625,218.157931544539
"2015-04-17",-76.0705668409646,-7.38008629599614,152.924185886499
"2015-04-20",-173.225092838369,11.701505192736,211.115213483208
"2015-04-21",-75.9795873912594,8.46841127500977,222.711685150431
"2015-04-22",8.06605254916439,19.0307780785991,188.924184437368
"2015-04-23",-22.0880385613899,23.9087482308157,215.363202833081
"2015-04-24",-46.8417296013973,28.5924564923738,233.509153732925
"2015-04-27",87.8051196809757,19.7620277410958,268.012361509997
"2015-04-28",27.0526689000481,25.5575750358205,195.893054013956
"2015-04-29",45.5010413750335,17.6192032665603,113.081348309087
"2015-04-30",29.7503492427964,-3.73299324111622,128.977280484913
"2015-05-04",43.6006858316272,25.2714892412156,NA
"2015-05-05",-56.5478678276399,0.278337527343897,99.3419625509715
"2015-05-06",-56.4952487269486,-8.97831232197075,107.370520042571
"2015-05-07",-88.2413704836215,-1.05839015740852,62.5563428675461
"2015-05-08",-89.5861233621212,27.1281778816253,224.509217148032
"2015-05-11",-19.3293611514749,16.4614660932315,209.728903147741
"2015-05-12",5.72909939058982,10.3715375618378,115.975068327508
"2015-05-13",-33.8105505036738,9.86844856729121,134.207293454552
"2015-05-14",-19.7481219701882,32.6422511023018,160.125111356479
"2015-05-15",-97.6834121689599,34.4429930803402,150.187999385329
"2015-05-18",-159.616210096916,41.1007089219382,161.285368703707
"2015-05-19",24.0537356274179,39.9354188102291,190.336568392584
"2015-05-20",36.3267423644422,38.1771259389919,205.420880864066
"2015-05-21",92.603117531697,43.3858169943003,214.657509852697
"2015-05-22",214.283153530715,38.881462881329,236.035574180274
"2015-05-25",334.967104484624,NA,NA
"2015-05-26",349.255135940514,17.2940165713209,156.534103937789
"2015-05-27",338.347274983534,36.8634149634293,244.202031648804
"2015-05-28",116.243404330819,34.4795878082433,255.218225131784
"2015-05-29",80.3432668403405,21.4024496184292,202.251451262028
"2015-06-01",307.846557319712,26.0819006542322,175.020371417839
"2015-06-02",277.552937365884,24.3078323289427,153.423563374916
"2015-06-03",236.861941324412,29.1501252746558,179.419532562432
"2015-06-04",375.372988811624,11.3086500756003,92.0967209905815
"2015-06-05",317.085401534658,8.70326526649263,41.4434965048246
"2015-06-08",557.398346036545,-4.42617529246077,30.9581888813431
"2015-06-09",448.310857789963,-3.11982133868312,-1.12088923479075
"2015-06-10",407.621741861526,22.382179220038,79.5945620048245
"2015-06-11",413.729618004178,26.5096797655381,100.392842911926
"2015-06-12",468.032937476399,12.2425244277459,42.9822208967435
"2015-06-15",336.729980517515,3.06054637854127,-26.9290781285678
"2015-06-16",276.418833900825,15.4335737292349,-22.7828460190178
"2015-06-17",298.497445209031,20.1114333260609,-47.6908634980937
"2015-06-18",188.563647764367,41.4539456355938,-15.6449018721387
"2015-06-19",106.215151502253,30.7609228111754,-8.28671273362165
"2015-06-23",105.84958841346,46.1274391169638,125.919371003324
"2015-06-24",177.464546583677,31.1065245851201,140.843777326933
"2015-06-25",62.4575703446698,25.4491612433743,108.923379137885
"2015-06-26",-156.773869328511,25.2550812016476,59.9263195924382
"2015-06-29",-182.03232727832,-17.9559939497604,-68.1093031776667
"2015-06-30",20.8797064568943,-11.8343530600078,-162.365415811883
"2015-07-01",-120.840182916433,3.13972244408753,-69.4539167960644
"2015-07-02",-66.7944188226593,3.17595602744882,-42.2166375006387
"2015-07-03",-201.385374735778,NA,-81.4953805865594
"2015-07-06",-30.8153965194709,-4.15593014278763,-126.131931264096
"2015-07-07",-30.8867467929596,9.12378478769125,NA
"2015-07-08",-268.001675437614,-24.8251766088733,-165.598041056796
"2015-07-09",-7.16241956738859,-19.4730955316768,-69.1054093501353
"2015-07-10",104.028894484859,6.56975708183769,28.2543329218361
"2015-07-13",59.5701433469393,30.2931183435919,98.4795833905987
"2015-07-14",-17.3408393548041,40.3967226498592,119.978728008304
"2015-07-15",-12.5062446177952,39.6102918749599,125.720112019718
"2015-07-16",49.4717437284995,57.2735311948172,174.202031075168
"2015-07-17",90.3909470242269,60.4061294120809,158.652728857373
"2015-07-20",-2.15083384024854,62.837751654809,178.120377040927
"2015-07-21",-17.3558353382536,54.5680380815537,164.393081719676
"2015-07-22",-41.6262930542802,50.3166028763301,68.5888753597244
"2015-07-23",80.6355646014755,39.1330376668767,62.2157224737431
"2015-07-24",10.0275264251728,17.4569132820868,-6.99844077757272
"2015-07-27",-212.252652118159,6.27778437484163,-75.6657039508909
"2015-07-28",-216.007219708391,32.7251983820249,-19.4781537100588
"2015-07-29",-151.238337289079,48.8887001455443,62.3021545581751
"2015-07-30",-210.548076514906,49.7978209800117,106.253173518616
"2015-07-31",-200.13844652453,45.9420719914373,139.762830082836
"2015-08-03",-198.611369424745,40.9209437013872,138.219007241641
"2015-08-04",-111.76868459312,37.0639076408411,142.299530213472
"2015-08-05",-138.212149309129,44.4504184257004,214.282167082618
"2015-08-06",-139.143474651712,29.0399153511455,215.114627112447
"2015-08-07",-105.764314568412,23.9218193383311,192.674530990712
"2015-08-10",12.923734509396,51.4055393044839,216.569410485418
"2015-08-11",7.9191198693076,32.1704742785129,151.056717720664
"2015-08-12",1.42028345667544,35.026002040341,63.8738152994715
"2015-08-13",14.4256639432298,33.2414870719133,67.1780033840825
"2015-08-14",18.1336994139572,42.2662793768331,55.7465557338782
"2015-08-17",-20.8571780093612,54.0397152180127,61.4567183395526
"2015-08-18",-113.348543700716,49.3911133871789,43.5857141484118
"2015-08-19",-117.541964412487,32.9497703382121,-73.1292592959526
"2015-08-20",-144.238960043228,-10.0650378913002,-102.581022466579
"2015-08-21",-269.641001904497,-74.0440488838839,-276.732365607736
"2015-08-24",-481.749501685228,-150.867996061586,-559.446036560927
"2015-08-25",-670.16575961586,-175.607582239618,-370.934668777557
"2015-08-26",-643.490876790746,-101.873447870421,-467.060664456479
"2015-08-27",-432.125677284519,-53.8861608173381,-248.246272467152
"2015-08-28",-386.670719178605,-51.8462468333139,-186.383548614925
"2015-08-31",-400.326381931342,-67.714209396922,NA
"2015-09-01",-410.692885166692,-125.230530555608,-369.864446090172
"2015-09-02",-432.570283029934,-89.4156643664429,-339.210841039709
"2015-09-07",-381.758459902071,NA,-330.579590463897
"2015-09-08",-257.657121357464,-66.5077810932006,-253.273938507074
"2015-09-09",-244.265815166599,-93.1118118527569,-164.681122611673
"2015-09-10",-234.583982594802,-82.1062888431493,-232.242240382021
"2015-09-11",-234.210963937847,-72.6014279891675,-264.698321349837
"2015-09-14",-270.746002524074,-79.8874112761077,-292.320299047228
"2015-09-15",-239.188244867971,-54.1043906787819,-233.808997590698
"2015-09-16",-150.136725568804,-36.1724851497651,-136.745120263348
"2015-09-17",-193.190380355285,-40.5817912770406,-173.559273701015
"2015-09-18",-232.148082895226,-72.0123906963524,-251.08200801455
"2015-09-21",-192.408626999423,-62.4443482685368,-241.173801572305
"2015-09-22",-178.770710518091,-86.0076990874408,-408.785028955531
"2015-09-23",-228.8329517674,-89.3324524348967,-307.175965053926
"2015-09-24",-210.193895166939,-95.2085820406101,-372.766715781923
"2015-09-25",-227.45199054583,-95.4760247078589,-220.137260079688
"2015-09-28",-217.605600847702,-144.424677884561,-365.227422800685
"2015-09-29",-255.052994996391,-141.494399552618,-409.836937802499
"2015-09-30",-232.192351966481,-104.954987994615,-252.505387972294
"2015-10-08",-169.421745303921,-8.1694224175435,89.4854367440001
"2015-10-09",-128.739152575713,-6.17680463804529,135.465186855014
"2015-10-12",-55.7424813166424,-3.08213107902984,95.082258842311
"2015-10-13",-65.8295858458958,-16.3349771770173,70.737388656161
"2015-10-14",-83.7982974411132,-25.2749170944906,2.58127294363302
"2015-10-15",-22.846420168441,4.84848175829434,76.1145791118655
"2015-10-16",0.62827654468407,14.5956624187116,119.91797350093
"2015-10-19",-48.9719672853733,15.6370659199706,98.6020909881643
"2015-10-20",-10.444911901693,13.2331272620058,95.7575168816593
"2015-10-21",-53.7882973047799,1.88427498104529,103.364795731295
"2015-10-22",-10.1998591772254,35.9309321432475,135.504432504926
"2015-10-23",22.3226890321457,59.0435210359062,207.546889443265
"2015-10-26",22.1816380906837,55.5424490939085,184.692572775056
"2015-10-27",23.9792695385019,50.7180993459207,137.111802937446
"2015-10-28",-8.48214425323537,75.6408318615951,213.774824023202
"2015-10-29",3.19965917435487,75.1609857457586,175.871823448572
"2015-10-30",5.22694578648659,65.568868836368,145.222900263724
"2015-11-02",-11.1980197742069,89.944757902845,149.958080820713
"2015-11-03",-23.6729750257921,96.9089026110738,175.757331442053
"2015-11-04",95.6043471425951,89.881515447399,208.980556463825
"2015-11-05",155.43622362713,87.9527688399202,164.917587571022
"2015-11-06",221.224891805159,87.6727980633323,157.728170064426
"2015-11-09",244.372524802853,67.5017020361925,102.901981074581
"2015-11-10",237.281204300923,71.0895434366467,86.82863253353
"2015-11-11",241.552910966274,64.8163570403528,112.517693837784
"2015-11-12",207.989527383216,36.2321482374131,-2.27130150758299
"2015-11-13",184.99283628795,13.7468956254492,-58.9788665079401
"2015-11-16",184.964534442167,44.3405628251727,-27.2255132295482
"2015-11-17",172.306242138902,42.0331077748826,98.7682706406335
"2015-11-18",182.019503214268,75.61447008427,112.552008669594
"2015-11-19",231.30579028,73.7145719882252,167.045183597629
"2015-11-20",175.566500708164,82.0833044656654,175.237231640478
"2015-11-23",174.202936258429,79.9405280248659,149.547519964122
"2015-11-24",172.616326118267,82.9260692441627,124.695343298352
"2015-11-25",200.207827466671,83.0897216576895,188.469934556294
"2015-11-26",187.778526129979,NA,247.280475106906
"2015-11-27",93.329425176673,84.7612445212786,232.576068413266
"2015-11-30",83.8614500551514,75.4903627448203,216.745715722655
"2015-12-01",102.175487635156,98.1367662013043,259.488322144719
"2015-12-02",230.872390121559,75.4401135590451,287.902703195239
"2015-12-03",223.55296748392,45.9700229205647,145.057567127804
"2015-12-04",165.817934258448,88.4560812044753,111.381503188753
"2015-12-07",158.267912573519,74.247856327229,99.5930406634028
"2015-12-08",129.70345601509,61.1748796410934,14.2206627963494
"2015-12-09",147.125052747519,45.6066518072493,8.55281166449728
"2015-12-10",126.533137320929,50.6126481996397,-27.2620765334247
"2015-12-11",139.928083469885,11.1423253402756,-159.775569134021
"2015-12-14",216.110212625273,21.09511882991,-235.799222205097
"2015-12-15",177.279788377296,42.9404596635316,-89.4345257694999
"2015-12-16",181.036984984898,72.9677701162288,-43.4628723801771
"2015-12-17",212.981903426676,42.1464547132574,0.394382378655322
"2015-12-18",241.914569847868,6.12588781789836,-47.2840991116417
"2015-12-21",280.234922355524,22.0954263718053,-62.4896546326662
"2015-12-22",281.342799058897,39.1644247844416,-11.9236024204673
"2015-12-23",289.437922229434,65.8822283318899,148.192765119293
"2015-12-24",278.9198978428,62.8881661012309,NA
"2015-12-25",303.988212232624,NA,NA
"2015-12-28",205.242236438295,58.6915399465173,NA
"2015-12-29",238.681215842691,80.8316257263127,223.948160509994
"2015-12-30",234.504310989789,66.0976750385194,185.521235017951
"2015-12-31",220.91058376234,46.9289060684555,155.810547338359
"2016-01-04",88.2989991084789,15.8845096793177,8.86457947923791
"2016-01-05",97.4684306608097,20.1536573357907,54.5417490431399
"2016-01-06",126.617715552587,-6.09448606346863,-7.52953003221908
"2016-01-07",-13.4543493724336,-53.0807639505668,-125.120866354057
"2016-01-08",37.0509803909497,-73.9760172382714,-165.133865417064
"2016-01-11",-45.4675450907914,-72.1910648979819,-204.200080996457
"2016-01-12",-31.8111910664005,-57.0566953223354,-145.33099860743
"2016-01-13",-52.1812039902052,-105.353667063128,-112.228019356919
"2016-01-14",-19.9788171670798,-73.7127150872243,-153.682484278344
"2016-01-15",-68.0052423322989,-115.204530812482,-266.615688014172
"2016-01-18",-117.061682962647,NA,-289.688861680952
"2016-01-19",-58.1493144243674,-114.129775186878,-191.793126186884
"2016-01-20",-102.069263695042,-136.119061537526,-394.089482694489
"2016-01-21",-139.422633715676,-126.472956014813,-293.048853086686
"2016-01-22",-108.010485235913,-88.6019685030131,-166.091996345754
"2016-01-25",-110.033821373696,-118.486556607575,-188.45955031937
"2016-01-26",-209.09360059986,-92.0271413094851,-153.452084199401
"2016-01-27",-205.390735901613,-112.824094612089,-74.0900892759196
"2016-01-28",-231.326053835271,-102.557750478405,-132.323993408353
"2016-01-29",-173.700296056908,-55.8483962345797,19.9458061698389
"2016-02-01",-201.714108601777,-56.9062768134245,-3.58103307747584
"2016-02-02",-165.368065704264,-93.4816140623778,-141.604861931292
"2016-02-03",-184.262658218293,-84.2346063060313,-226.506029691877
"2016-02-04",-154.198308641288,-81.5954132274572,-165.014827126145
"2016-02-05",-171.575363303971,-117.334159690464,NA
"2016-02-15",-183.194104797645,NA,-242.32073648207
"2016-02-16",-130.2547447912,-104.214666915637,-205.241143315401
"2016-02-17",-116.757419228515,-73.478396431953,-37.9967567570501
"2016-02-18",-109.502210211337,-82.9991886354179,-97.3666585403398
"2016-02-19",-141.489151578701,-83.606706404075,-120.179914692224
"2016-02-22",-96.9182319058124,-56.4705783075976,-33.8655509920336
"2016-02-23",-114.589381281762,-81.3103983558738,-110.562543541846
"2016-02-24",-100.902489733769,-73.4157372161367,-207.059854445191
"2016-02-25",-202.257399922314,-52.1761319452712,-62.8864001032436
"2016-02-26",-178.253912798839,-56.5110892529795,18.7689886732359
"2016-02-29",-203.491745709655,-73.0400942814419,18.2175070677069
"2016-03-01",-159.770542318214,-27.6526088134258,72.2903425057657
"2016-03-02",-79.0898621725283,-20.3080644399118,64.6686748822924
"2016-03-03",-78.2491987779691,-14.1358813213286,46.1836542103171
"2016-03-04",-4.24801294737902,-8.34547122359006,113.186403771612
