"","RB0_60Close","RB0_60_hpft","RB0_60_hpfc","HC0_60Close","HC0_60_hpft","HC0_60_hpfc","I0_60Close","I0_60_hpft","I0_60_hpfc","V0_60Close","V0_60_hpft","V0_60_hpfc","BU0_60Close","BU0_60_hpft","BU0_60_hpfc","JM0_60Close","JM0_60_hpft","JM0_60_hpfc","UR0_60Close","UR0_60_hpft","UR0_60_hpfc","FG0_60Close","FG0_60_hpft","FG0_60_hpfc","MA0_60Close","MA0_60_hpft","MA0_60_hpfc","SA0_60Close","SA0_60_hpft","SA0_60_hpfc","SR0_60Close","SR0_60_hpft","SR0_60_hpfc"
"2021-12-03 10:00:00",4348,4348.6889282451,-0.688928245099146,4576,4601.73276567306,-25.7327656730642,611,631.059244127282,-20.0592441272821,8276,8409.08214052725,-133.082140527246,2858,2848.64730208814,9.35269791185597,2048,2027.05150711362,20.9484928863822,2248,2309.21416343951,-61.2141634395125,1978,1885.71742280555,92.2825771944538,2591,2663.02864081917,-72.0286408191705,2522,2507.20822347584,14.791776524157,5804,5853.38624779288,-49.38624779288
"2021-12-03 10:15:00",4307,4349.78808542539,-42.7880854253884,4535,4600.88604505475,-65.8860450547545,598,631.641827764096,-33.6418277640955,8243,8407.17136858224,-164.171368582241,2864,2851.2988416815,12.7011583184984,2044,2028.2966448974,15.7033551026008,2237,2310.51099696971,-73.5109969697141,1961,1884.14768496588,76.8523150341232,2590,2662.31461191262,-72.3146119126188,2483,2503.44313203903,-20.4431320390288,5798,5852.54011863373,-54.5401186337313
"2021-12-03 11:30:00",4336,4350.88402247995,-14.8840224799514,4560,4600.0424665728,-40.0424665728038,603,632.224601465123,-29.2246014651232,8317,8405.26632334802,-88.266323348016,2870,2853.95280415785,16.0471958421473,2064,2029.54574658834,34.4542534116574,2251,2311.8089739359,-60.8089739358973,1945,1882.57805454779,62.4219454522104,2616,2661.60080133402,-45.600801334015,2507,2499.68441762179,7.31558237820642,5800,5851.69246380311,-51.6924638031119
"2021-12-03 14:30:00",4357,4351.97639978695,5.02360021305229,4566,4599.20232421644,-33.2023242164428,613,632.807539207981,-19.8075392079807,8493,8403.3672117899,89.6327882100979,2872,2856.60936249799,15.3906375020058,2071,2030.79923995559,40.2007600444108,2266,2313.10817642288,-47.1081764228829,1939,1881.00869745654,57.9913025434563,2648,2660.88711696092,-12.8871169609182,2519,2495.93275152074,23.0672484792592,5815,5850.84303663829,-35.8430366382863
"2021-12-03 15:00:00",4384,4353.06487157208,30.9351284279159,4596,4598.36589542298,-2.36589542297597,612.5,633.390602890008,-20.8906028900082,8450,8401.47420438749,48.5257956125105,2868,2859.26869631599,8.73130368400888,2085,2032.05756701029,52.9424329897133,2267,2314.40866137951,-47.4086613795076,1939,1879.43980540012,59.5601945998787,2639,2660.17344782135,-21.17344782135,2523,2492.18880805643,30.8111919435696,5811,5849.99156910893,-38.9915691089347
"2021-12-03 22:00:00",4394,4354.14909413761,39.8509058623858,4600,4597.5334439052,2.46655609480018,620.5,633.973746220906,-13.4737462209057,8460,8399.58750867096,60.4124913290404,2882,2861.93099158778,20.0690084122196,1967,2033.32118638097,-66.3211863809697,NA,NA,NA,1926,1877.87159405778,48.1284059422213,2670,2659.45967761632,10.5403223836839,2484,2488.45327108452,-4.45327108452103,5892,5849.13777836867,42.8622216313255
"2021-12-03 23:00:00",4427,4355.22873657314,71.771263426861,4619,4596.70523239794,22.2947676020636,628,634.556914275038,-6.55691427503816,8507,8397.70735222909,109.292647770911,2878,2864.59643789846,13.4035621015366,1986,2034.59057858043,-48.5905785804258,NA,NA,NA,1933,1876.30430372856,56.6956962714428,2708,2658.74568129457,49.2543187054298,2520,2484.72683719675,35.2731628032523,5869,5848.28136545356,20.7186345464391
"2021-12-06 10:00:00",4390,4356.30348444102,33.6965155589804,4574,4595.88152465559,-21.8815246555902,612,635.140046557265,-23.1400465572655,8478,8395.83398762277,82.1660123772297,2878,2867.26523312887,10.7347668711276,1959,2035.86619670694,-76.8661967069431,2273,2315.71046628198,-42.7104662819805,1912,1874.73819460585,37.2618053941499,2683,2658.03133816181,24.9686618381895,2539,2481.01020114409,57.9897988559124,5873,5847.42204911718,25.5779508828201
"2021-12-06 10:15:00",4399,4357.37305297096,41.6269470290363,4589,4595.06259364832,-6.06259364832504,617,635.723079862083,-18.7230798620828,8519,8393.96771259007,125.032287409928,2876,2869.93758070033,6.06241929967363,1969,2037.14847377341,-68.1484737734146,2270,2317.01360900968,-47.0136090096814,1924,1873.17355031877,50.8264496812297,2697,2657.31654788349,39.6834521165088,2555,2477.30407225797,77.6959277420264,5874,5846.55955667736,27.4404433226354
"2021-12-06 11:30:00",4359,4358.43717132147,0.562828678532679,4545,4594.24870330135,-49.2487033013541,615,636.305941418821,-21.3059414188208,8466,8392.10885883318,73.8911411668165,2840,2872.61368847147,-32.61368847147,1947.5,2038.43781101935,-90.9378110193451,2268,2318.31808978719,-50.318089787193,1920,1871.61066989896,48.3893301010393,2677,2656.60122044611,20.3987795538925,2563,2473.60918384053,89.3908161594715,5864,5845.69362602484,18.306373975159
"2021-12-06 14:30:00",4341,4359.49558585795,-18.4955858579448,4531,4593.44011503387,-62.4401150338694,610,636.888550717442,-26.8885507174419,8477,8390.25780973762,86.7421902623766,2856,2875.2937668069,-19.2937668069012,1901,2039.73458151438,-138.734581514384,2273,2319.62388940556,-46.6238894055629,1914,1870.04987338768,43.950126612323,2657,2655.8852822397,1.11471776030256,2554,2469.92630131024,84.0736986897591,5845,5844.82400639312,0.17599360688102
