"","FG0_hpfc","USDCNH_hpfc","USDX_hpfc","GBPUSD_hpfc","EURUSD_hpfc","AUDUSD_hpfc","USDJPY_hpfc"
"2010-06-25",NA,NA,1.8697660662073,-0.00814774883062838,-0.0429582394167869,-0.0167067146665064,0.362763311608356
"2010-06-28",NA,NA,2.23409303760274,-0.00960536253852122,-0.0459373209531079,-0.0170580417199507,0.559049452982387
"2010-06-29",NA,NA,2.72961597341102,-0.0100782530583694,-0.0609417933809183,-0.0354256815534313,-0.00418465868626192
"2010-06-30",NA,NA,2.69631554582577,-0.0135659613086944,-0.0509713450167251,-0.038809608794458,0.0630356119901886
"2010-07-01",NA,NA,1.21417129872611,-0.019068024042094,-0.0460256389861221,-0.0512097834270353,-0.329315097871902
"2010-07-02",NA,NA,1.00316166144696,0.00341602759649639,-0.0231043173452019,-0.0506261493927988,-0.781262177212379
"2010-07-05",NA,NA,1.37326456143144,-0.00311332965590965,-0.0272070031248504,-0.0530586294653091,-0.672830878845875
"2010-07-06",NA,NA,0.754457511451817,0.00134437952565057,-0.0223333098056281,-0.0455071254913152,-0.484046132643622
"2010-07-07",NA,NA,0.666717456634469,-0.00521036824692621,-0.0214828396217983,-0.0279715173852867,-1.09493259035676
"2010-07-08",NA,NA,0.480021030238922,-0.00577709691748794,-0.0156551855758702,-0.0194516662508334,-0.0655147036505328
"2010-07-09",NA,NA,0.75434458993187,-0.0133553282760607,-0.0168499317902628,-0.017947421629299,0.434183528410574
"2010-07-12",NA,NA,0.969664294958869,-0.0189445817247234,-0.0240666559162127,-0.0194586250215013,0.484138133843165
"2010-07-13",NA,NA,0.375955992748635,-0.0125443711449549,-0.023304928639759,-0.0129851105094695,0.384324961190093
"2010-07-14",NA,NA,0.253195129911313,0.00584579741268708,-0.00956431069883989,-0.0125267041318106,0.604719658870915
"2010-07-15",NA,NA,-0.678643002350472,0.0132264230829764,0.000155646801902132,-0.0130832265596882,0.205297716440732
"2010-07-16",NA,NA,-0.549583217491638,0.00759800258426713,0.0108553967114148,-0.028654493286201,-1.26396562651243
"2010-07-19",NA,NA,-0.459650048445356,0.00496102716762899,0.0125353918142421,-0.0302403143963372,-0.723095215261861
"2010-07-20",NA,NA,-0.368867800968285,-0.00668401505655885,0.00719608040775526,-0.0158404881304919,-0.822115372608484
"2010-07-21",NA,NA,0.262739409184373,0.00266336197140645,-0.00316209439227442,-0.022454800228919,-0.65105012245494
"2010-07-22",NA,NA,-0.444852381269553,0.00300364707411541,0.00246130755533493,-0.00708302988404221,-0.799923148874317
"2010-07-23",NA,NA,-0.431667244218328,0.0173373279732165,0.0070667276988502,-0.00472494700640713,-0.018757866821708
"2010-07-26",NA,NA,-0.837729067663491,0.0216648911487979,0.00665460646911429,0.000619681421325452,-0.297577360596184
"2010-07-27",NA,NA,-0.703061561174904,0.0249868159143743,0.0152253813758943,-0.00104890963046316,0.113595293256841
"2010-07-28",NA,NA,-0.767688088037639,0.0303035726280857,0.0137794871782256,-0.0087304854474893,0.574737141198637
"2010-07-29",NA,NA,-1.13163172091962,0.0356156213195035,0.0223173523415225,-0.00342481088191099,-0.374174817265341
"2010-07-30",NA,NA,-1.1849152151582,0.0399234094919435,0.0188393996353704,0.000868352822927434,-0.653163820202953
"2010-08-02",NA,NA,-1.81756085831828,0.0512273699266444,0.0203460426042309,0.00914924583940383,-0.322252951012894
"2010-08-03",NA,NA,-2.05959044817014,0.0655279189021024,0.0378376870051338,0.00741810798091645,-1.14146502310282
"2010-08-04",NA,NA,-1.68102503117634,0.0618254515214926,0.0343147301848526,0.00967517527892489,-1.44082271667333
