"","T00C1_hpfc","SPX_hpfc","FTSE_hpfc","IH00C1_hpfc","IF00C1_hpfc"
"2010-06-28",NA,-35.9556887567745,-253.384094653994,NA,-124.070789487262
"2010-06-29",NA,-69.258459730427,-411.484902065116,NA,-266.842603610232
"2010-06-30",NA,-79.7795679319306,-409.573359671812,NA,-289.875662063578
"2010-07-01",NA,-83.1293993593978,-521.530331477327,NA,-325.370727195489
"2010-07-02",NA,-87.9483070332838,-490.126512183265,NA,-326.328441531081
"2010-07-05",NA,NA,-505.722380911971,NA,-343.549313100594
"2010-07-06",NA,-82.5166096117481,-365.38821418703,NA,-311.433715042834
"2010-07-07",NA,-50.3745893986785,-316.804079486869,NA,-309.581878487306
"2010-07-08",NA,-40.4824945888541,-227.509893253019,NA,-310.993905829456
"2010-07-09",NA,-32.8805525542479,-201.455440973226,NA,-232.069771495854
"2010-07-12",NA,-32.2189739330363,-168.910414091311,NA,-223.609321360922
"2010-07-13",NA,-15.7779557718419,-66.5444207778856,NA,-260.412305370475
"2010-07-14",NA,-16.1176817992651,-85.7769993825919,NA,-241.678381039373
"2010-07-15",NA,-14.9983292219588,-129.837660748269,NA,-287.007098238554
"2010-07-16",NA,-46.8100685841277,-184.205880261242,NA,-297.397906938662
"2010-07-19",NA,-40.6730642303593,-196.801079637997,NA,-198.25013847344
