"","T00C1_hpfc","SPX_hpfc","FTSE_hpfc","IH00C1_hpfc","IF00C1_hpfc"
"2014-05-08",NA,-22.9493365924172,106.880030808255,NA,-10.3129312968281
"2014-05-09",NA,-21.1971402985866,81.7392661259028,NA,-9.61826120444673
"2014-05-12",NA,-4.12442593256275,118.484216020806,NA,31.2195351407416
"2014-05-13",NA,-4.42104766457843,139.405723240193,NA,18.9995278076777
"2014-05-14",NA,-14.4368579599948,144.434581554659,NA,17.9207739600999
"2014-05-15",NA,-33.2117074566869,106.481527110107,NA,-0.417677091625901
"2014-05-16",NA,-27.2954408249157,121.077236348943,NA,-5.81678344512451
"2014-05-19",NA,-21.1678890065594,109.522341698435,NA,-48.6775030251723
"2014-05-20",NA,-34.5088716606551,66.7074255373116,NA,-49.2007913520904
"2014-05-21",NA,-20.3981996962865,85.5130249723045,NA,-29.7875838249904
"2014-05-22",NA,-17.0256697579571,84.8296495358145,NA,-35.2387955053926
"2014-05-23",NA,-10.0710700583795,79.8477734126722,NA,-6.75532914162424
"2014-05-26",NA,NA,NA,NA,-2.33807291636907
"2014-05-27",NA,8.34581822746455,108.897835722604,NA,-8.98791221894371
"2014-05-28",NA,-2.98478191242912,115.070242579436,NA,21.8942685273719
"2014-05-29",NA,6.18734906010883,135.065355083007,NA,0.707588614450216
"2014-05-30",NA,8.65243191704056,108.243486767777,NA,-5.74884171601138
"2014-06-03",NA,7.18232256491981,100.04979375249,NA,-15.2759125147931
"2014-06-04",NA,9.75755591918995,82.4383421354077,NA,-30.2745114562335
"2014-06-05",NA,21.2765928921762,77.3906592524249,NA,-6.94551990050218
"2014-06-06",NA,29.1996374071436,122.236829792884,NA,-32.0898066930743
"2014-06-09",NA,29.9768845924785,139.186906455987,NA,-30.708237808806
"2014-06-10",NA,28.4485175066096,137.930891413136,NA,-2.60166595779516
"2014-06-11",NA,20.5047068167237,103.478729301587,NA,-10.3709311564879
"2014-06-12",NA,5.68561143053538,107.980307743332,NA,-12.6168723459918
"2014-06-13",NA,10.7013817799281,43.0154715864683,NA,12.6596758194038
"2014-06-16",NA,11.2921659465988,20.134021044479,NA,20.4578839009518
"2014-06-17",NA,14.4781075887371,32.6257385498084,NA,5.17691722663738
"2014-06-18",NA,28.4493456967695,44.810398212492,NA,-5.38406733169552
"2014-06-19",NA,29.9360132764619,74.7877606562687,NA,-35.8259150425035
"2014-06-20",NA,32.3182315737675,92.3375679821039,NA,-43.3494689485494
"2014-06-23",NA,31.0561094603003,68.1895313767053,NA,-52.1555572832259
"2014-06-24",NA,17.4297424486187,55.2233238581332,NA,-45.2449903614959
"2014-06-25",NA,25.9892132139355,2.32859025759646,NA,-53.618556939287
"2014-06-26",NA,22.694597226708,4.41495257929359,NA,-46.277027069851
"2014-06-27",NA,25.4559592144943,27.6820318648375,NA,-41.8211486428534
"2014-06-30",NA,23.7533545238189,14.4994473308298,NA,-32.4516504185386
"2014-07-01",NA,35.8768279787391,74.1568067513463,NA,-32.9692438705443
"2014-07-02",NA,36.2164145846286,88.3137119068881,NA,-28.5746270577715
"2014-07-03",NA,46.082134516822,137.889733924526,NA,-27.068484411215
"2014-07-04",NA,NA,139.494407426023,NA,-30.6514885502304
"2014-07-07",NA,37.3439929802474,97.7472100350139,NA,-36.9243009051733
"2014-07-08",NA,22.4619761313352,13.5075617138076,NA,-36.0875702363016
"2014-07-09",NA,30.6460546899967,-6.05515798008991,NA,-73.9419300409319
"2014-07-10",NA,21.5661900912823,-50.8515750725822,NA,-76.0879988990691
"2014-07-11",NA,23.5323311023875,-32.1523130867162,NA,-74.5263648261563
"2014-07-14",NA,32.1444175759076,24.7420254744891,NA,-53.4575843859106
"2014-07-15",NA,27.4123796371241,-9.99914860143392,NA,-56.2821833357676
"2014-07-16",NA,34.7961341241108,65.1935652455674,NA,-59.4006653360461
