"TY00YDate","TY00YClose","TY00Y_hpft","TY00Y_hpfc"
2021-02-10,136.9687,135.319624321409,1.64907567859138
2021-02-11,136.8125,135.268224411803,1.54427558819746
2021-02-12,136.5,135.216993606026,1.28300639397425
2021-02-15,136.2031,135.165954004868,1.03714599513189
2021-02-16,135.6562,135.115128239463,0.541071760537472
2021-02-17,135.9219,135.064539369657,0.857360630343194
2021-02-18,135.7969,135.014210678955,0.782689321044734
2021-02-19,135.4844,134.964165805262,0.520234194738199
2021-02-22,135.3281,134.914428710011,0.41367128998906
2021-02-23,135.5469,134.865023569683,0.681876430316992
2021-02-24,135.25,134.815974731752,0.434025268248377
2021-02-25,133.5625,134.767306825552,-1.20480682555166
2021-02-26,133.1562,134.719044659827,-1.56284465982662
2021-03-01,133.4219,134.671212545302,-1.24931254530169
2021-03-02,133.7031,134.623834146684,-0.920734146684352
2021-03-03,132.9375,134.576932612266,-1.63943261226633
2021-03-04,132.2812,134.530530709745,-2.24933070974455
2021-03-05,132.2344,134.484650529141,-2.25025052914147
2021-03-08,131.8594,134.439313230696,-2.57991323069569
2021-03-09,132.4062,134.394539044485,-1.9883390444845
2021-03-10,132.5312,134.35034713415,-1.81914713414962
2021-03-11,132.5,134.306755841438,-1.80675584143813
2021-03-12,131.8437,134.263782756129,-2.42008275612897
2021-03-15,131.9375,134.221444721166,-2.28394472116638
2021-03-16,131.9062,134.179757579126,-2.27355757912574
2021-03-17,131.9531,134.138736228493,-2.18563622849292
2021-03-18,131.3594,134.098394627956,-2.73899462795624
2021-03-19,131.2187,134.058745832749,-2.84004583274935
2021-03-22,131.4531,134.019801765918,-2.56670176591836
2021-03-23,132.0312,133.981573176547,-1.95037317654672
2021-03-24,132.125,133.944069752746,-1.81906975274629
2021-03-25,131.9687,133.907300376424,-1.93860037642384
2021-03-26,131.625,133.871273177555,-2.24627317755534
2021-03-29,131.3906,133.835995484777,-2.44539548477682
2021-03-30,131.3125,133.801473698207,-2.48897369820669
2021-03-31,130.9531,133.767713207135,-2.81461320713474
2021-04-01,131.4687,133.734718372008,-2.26601837200771
2021-04-02,131,133.702492389826,-2.70249238982639
2021-04-05,131.25,133.671037520909,-2.42103752090948
2021-04-06,131.6719,133.640354908474,-1.96845490847424
2021-04-07,131.6406,133.610444694979,-1.96984469497889
2021-04-08,132.0625,133.581306209201,-1.51880620920105
2021-04-09,131.7812,133.552937965663,-1.771737965663
2021-04-12,131.6875,133.525337851075,-1.83783785107521
2021-04-13,132.1094,133.498503019784,-1.38910301978366
2021-04-14,131.9375,133.472429866443,-1.53492986644261
2021-04-15,132.3906,133.447114211509,-1.05651421150855
2021-04-16,132.3125,133.422551240961,-1.11005124096138
2021-04-19,132.1875,133.398735704059,-1.21123570405917
2021-04-20,132.5781,133.375661891209,-0.797561891208712
2021-04-21,132.5625,133.353323592143,-0.790823592143389
2021-04-22,132.6406,133.331714266913,-0.691114266913487
2021-04-23,132.4531,133.310827048675,-0.857727048675221
2021-04-26,132.375,133.290654784908,-0.915654784907893
2021-04-27,132.0156,133.271189968538,-1.25558996853838
2021-04-28,132.1719,133.252424714001,-1.08052471400095
2021-04-29,131.9687,133.234350616717,-1.26565061671698
2021-04-30,132.0937,133.216958825463,-1.12325882546327
2021-05-03,132.3437,133.20023996585,-0.856539965850083
2021-05-04,132.4062,133.184184199174,-0.777984199173753
2021-05-05,132.6406,133.168781332674,-0.528181332674263
2021-05-06,132.5781,133.154020852003,-0.575920852003033
2021-05-07,132.7187,133.139892024483,-0.4211920244826
2021-05-10,132.5937,133.126383879373,-0.532683879372982
2021-05-11,132.4531,133.11348527183,-0.660385271830378
2021-05-12,131.9219,133.101184836822,-1.17928483682187
2021-05-13,132.2187,133.089470936335,-0.870770936335412
2021-05-14,132.4375,133.078331444893,-0.640831444893093
2021-05-17,132.2656,133.067753877073,-0.802153877073254
2021-05-18,132.4219,133.057725482561,-0.635825482560658
