"ZL00YDate","ZL00YClose","ZL00Y_hpft","ZL00Y_hpfc"
2011-04-14,57.6,57.8735398905074,-0.273539890507415
2011-04-15,57.48,57.8778352944839,-0.397835294483884
2011-04-18,58,57.8811198422176,0.118880157782381
2011-04-19,58.18,57.8834016004299,0.296598399570111
2011-04-20,58.91,57.8846886849848,1.02531131501524
2011-04-21,58.93,57.8849893343453,1.04501066565465
2011-04-25,58.9,57.8843122107999,1.01568778920014
2011-04-26,58.6,57.8826664086018,0.717333591398231
2011-04-27,58.45,57.8800614418478,0.569938558152165
2011-04-28,57,57.8765071211501,-0.876507121150104
2011-04-29,58.5,57.8720134927149,0.62798650728511
2011-05-02,58.57,57.8665902404313,0.703409759568747
2011-05-03,57.64,57.860247307775,-0.220247307775014
2011-05-04,57.2,57.852994928983,-0.652994928982987
2011-05-05,55.78,57.8448432472485,-2.06484324724846
2011-05-06,55.6,57.8358021358466,-2.2358021358466
2011-05-09,56.22,57.8258806145263,-1.60588061452631
2011-05-10,56.75,57.8150867788476,-1.06508677884757
2011-05-11,56.29,57.8034280605639,-1.51342806056391
2011-05-12,56.47,57.7909114511636,-1.32091145116361
2011-05-13,56.14,57.7775433165443,-1.63754331654429
2011-05-16,55.9,57.7633294765929,-1.86332947659286
2011-05-17,56.07,57.7482750743021,-1.67827507430211
2011-05-18,57.2,57.7323844824403,-0.532384482440273
2011-05-19,57.43,57.7156613800419,-0.285661380041864
2011-05-20,57.6,57.6981092260758,-0.098109226075814
2011-05-23,57.22,57.6797313614296,-0.45973136142964
2011-05-24,57.42,57.6605310864387,-0.240531086438688
2011-05-25,57.88,57.640511511401,0.23948848859905
2011-05-26,58.7,57.6196756471906,1.08032435280943
2011-05-27,58.6,57.5980266036753,1.00197339632466
2011-05-31,58.49,57.5755679372866,0.914432062713424
2011-06-01,58.45,57.5523036186305,0.89769638136955
2011-06-02,58.85,57.5282379963027,1.32176200369726
2011-06-03,58.7,57.5033757899715,1.19662421002846
2011-06-06,58.1,57.4777222656674,0.622277734332623
2011-06-07,58,57.4512831840573,0.548716815942658
2011-06-08,57.93,57.424064563032,0.505935436968034
2011-06-09,57.37,57.3960726473014,-0.026072647301445
2011-06-10,58.25,57.3673138907086,0.882686109291452
2011-06-13,58.23,57.3377947363179,0.892205263682075
2011-06-14,58.2,57.3075219920624,0.89247800793763
2011-06-15,58.25,57.2765028346751,0.973497165324938
2011-06-16,57.69,57.2447448098045,0.445255190195455
2011-06-17,57.33,57.2122558655041,0.117744134495865
2011-06-20,57.45,57.1790441338771,0.270955866122899
2011-06-21,57.9,57.1451177956968,0.754882204303166
2011-06-22,57.45,57.1104851437406,0.339514856259411
2011-06-23,56.36,57.0751547828225,-0.715154782822459
2011-06-24,56.41,57.0391354580986,-0.629135458098624
2011-06-27,56.28,57.0024356191097,-0.722435619109681
2011-06-28,56.57,56.9650634553364,-0.395063455336375
2011-06-29,57,56.927026857634,0.0729731423659868
2011-06-30,56.2,56.8883335535538,-0.688333553553801
2011-07-01,56.2,56.8489913008108,-0.648991300810786
2011-07-05,56.3,56.8090075725916,-0.509007572591603
2011-07-06,56.39,56.7683895738152,-0.378389573815248
2011-07-07,57.55,56.7271442989984,0.822855701001583
2011-07-08,57.35,56.6852785862469,0.664721413753114
2011-07-11,57.3,56.6427996137997,0.657200386200253
2011-07-12,57.35,56.5997148346671,0.750285165332877
2011-07-13,58.42,56.5560319735195,1.86396802648053
2011-07-14,58.23,56.5117590651638,1.71824093483616
2011-07-15,58.14,56.4669049148968,1.67309508510321
2011-07-18,57.83,56.4214790382673,1.40852096173267
2011-07-19,57.75,56.3754916424141,1.37450835758587
2011-07-20,57.73,56.3289535167023,1.40104648329765
2011-07-21,57.38,56.2818760186634,1.09812398133662
2011-07-22,57.42,56.234271084965,1.18572891503499
2011-07-25,56.98,56.1861511061954,0.7938488938046
2011-07-26,57.47,56.137528963075,1.332471036925
2011-07-27,57.25,56.0884178644689,1.16158213553106
2011-07-28,56.58,56.0388315700326,0.541168429967383
2011-07-29,56.48,55.9887843195741,0.491215680425944
2011-08-01,56.9,55.9382905765973,0.96170942340273
2011-08-02,57.8,55.8873650076556,1.91263499234435
2011-08-03,57.1,55.8360226768338,1.2639773231662
2011-08-04,55.95,55.784279438824,0.165720561176052
2011-08-05,55.51,55.732151670795,-0.222151670795029
2011-08-08,54.4,55.6796558184181,-1.27965581841808
2011-08-09,53.5,55.6268082355354,-2.12680823553541
2011-08-10,53.6,55.5736247470311,-1.97362474703114
2011-08-11,54.6,55.5201202986529,-0.920120298652915
2011-08-12,54.7,55.4663090203312,-0.766309020331227
2011-08-15,55.39,55.412204661655,-0.0222046616550238
2011-08-16,55.5,55.357820655453,0.142179344547019
2011-08-17,56.2,55.3031704253746,0.89682957462544
2011-08-18,55.83,55.2482674538406,0.581732546159441
2011-08-19,55.85,55.1931255939851,0.656874406014933
2011-08-22,56.18,55.1377589394073,1.04224106059268
2011-08-23,56.28,55.0821818552319,1.19781814476808
2011-08-24,56,55.0264091374037,0.97359086259632
2011-08-31,60.75,54.9704560769975,5.77954392300255
2011-09-01,57.89,54.9143383675314,2.97566163246861
2011-09-02,57.8,54.8580740915548,2.94192590844517
2011-09-06,60.75,54.8016825616358,5.94831743836425
2011-09-07,58.15,54.7451843064161,3.40481569358386
2011-09-08,58.6,54.6886023133332,3.91139768666677
2011-09-09,58.48,54.6319609772381,3.84803902276194
2011-09-12,57.85,54.5752863097963,3.27471369020372
2011-09-13,57.39,54.5186059132981,2.87139408670187
2011-09-14,56.81,54.4619487436687,2.34805125633127
2011-09-15,56.4,54.4053449437522,1.99465505624783
2011-09-16,56.6,54.3488256269823,2.25117437301769
2011-09-19,56.4,54.2924227313033,2.10757726869666
2011-09-20,55.4,54.2361691252046,1.16383087479536
2011-09-21,55.84,54.1800985483629,1.65990145163709
2011-09-22,56.5,54.124245221536,2.37575477846397
2011-09-23,52.65,54.0686440516179,-1.41864405161792
2011-09-26,52.4,54.0133309275444,-1.61333092754441
2011-09-27,53,53.9583411518404,-0.958341151840446
2011-09-28,52.72,53.9037093601459,-1.1837093601459
2011-09-29,51.74,53.8494697919605,-2.10946979196053
2011-09-30,49.86,53.7956561974851,-3.93565619748509
2011-10-03,49.53,53.7423014549519,-4.21230145495189
2011-10-04,49.07,53.6894368157501,-4.61943681575008
2011-10-05,49.1,53.6370917900742,-4.53709179007415
2011-10-06,49.04,53.5852939786268,-4.54529397862675
2011-10-07,49.07,53.5340691066621,-4.46406910666214
2011-10-10,49.92,53.4834410205911,-3.56344102059112
2011-10-11,52.08,53.4334317215579,-1.35343172155789
2011-10-12,51.72,53.3840617377239,-1.66406173772393
2011-10-13,52.18,53.3353510377961,-1.15535103779605
2011-10-14,53.38,53.2873189026247,0.0926810973752648
2011-10-17,52.84,53.2399841354859,-0.399984135485908
2011-10-18,52.78,53.1933655779659,-0.413365577965882
2011-10-19,51.48,53.1474819063118,-1.66748190631177
2011-10-20,51.23,53.1023516259032,-1.87235162590324
2011-10-21,51.25,53.0579925528502,-1.80799255285022
2011-10-24,51.77,53.0144217293083,-1.24442172930829
2011-10-25,51.47,52.971655450081,-1.50165545008104
2011-10-26,50.88,52.9297094955764,-2.0497094955764
2011-10-27,52.2,52.888599025481,-0.688599025481004
2011-10-28,51.78,52.8483383522135,-1.06833835221346
2011-10-31,51.5,52.8089415035524,-1.30894150355241
2011-11-01,50.75,52.7704220656678,-2.0204220656678
2011-11-02,50.8,52.7327930836678,-1.93279308366783
2011-11-03,52.25,52.6960667674973,-0.44606676749728
2011-11-04,51.81,52.6602545281628,-0.850254528162757
2011-11-07,51.23,52.6253675922856,-1.39536759228562
2011-11-08,51.7,52.5914168350247,-0.891416835024664
2011-11-09,51.03,52.5584125547527,-1.52841255475274
2011-11-10,50.98,52.5263646813627,-1.54636468136266
2011-11-11,51.17,52.4952825129659,-1.32528251296588
2011-11-14,51.13,52.4651747084683,-1.33517470846835
2011-11-15,52.45,52.4360493789593,0.0139506210407453
2011-11-16,52.5,52.4079140836156,0.0920859163843601
2011-11-17,51.7,52.3807763873837,-0.680776387383741
2011-11-18,51.2,52.3546438932755,-1.15464389327546
2011-11-21,49.83,52.3295239228964,-2.49952392289643
2011-11-22,50.56,52.3054233205691,-1.74542332056909
2011-11-23,49.33,52.2823478974117,-2.95234789741166
2011-11-24,49.32,52.2603027430559,-2.94030274305585
2011-11-25,48.36,52.2392917267526,-3.87929172675256
2011-11-28,48.92,52.2193175023464,-3.29931750234637
2011-11-29,49.32,52.2003811201432,-2.88038112014318
2011-11-30,49.55,52.1824822666403,-2.63248226664033
2011-12-01,49.44,52.1656194377022,-2.7256194377022
2011-12-02,49.86,52.14979004103,-2.28979004103
2011-12-05,49.98,52.1349903576647,-2.1549903576647
2011-12-06,49.74,52.1212157221418,-2.38121572214181
2011-12-07,50.35,52.1084605782063,-1.75846057820632
2011-12-08,50.53,52.0967183853091,-1.56671838530906
2011-12-09,49.49,52.0859818760207,-2.59598187602068
2011-12-12,49.29,52.0762431352932,-2.78624313529324
2011-12-13,49.35,52.0674931750071,-2.71749317500708
