"ZS00YDate","ZS00YClose","ZS00Y_hpft","ZS00Y_hpfc"
2010-01-04,1058,957.758425787741,100.241574212259
2010-01-05,1061,957.458259336642,103.541740663358
2010-01-06,1059,957.158134321379,101.841865678621
2010-01-07,1026,956.85813497778,69.1418650222204
2010-01-08,1022,956.558387639002,65.4416123609977
2010-01-11,1010.5,956.259047218676,54.240952781324
2010-01-12,978,955.960295681359,22.0397043186415
2010-01-13,992.5,955.662337412635,36.8376625873652
2010-01-14,984,955.365385908419,28.634614091581
2010-01-15,974,955.069669891826,18.9303301081735
2010-01-19,963.5,954.775429922381,8.72457007761931
2010-01-20,950,954.482914384647,-4.48291438464654
2010-01-21,954,954.192375269561,-0.192375269561385
2010-01-22,951.5,953.904062715016,-2.40406271501554
2010-01-25,940.5,953.618226779379,-13.1182267793785
2010-01-26,947.5,953.33511652728,-5.83511652727988
2010-01-27,929,953.054975600788,-24.0549756007881
2010-01-28,931.75,952.778045229977,-21.0280452299774
2010-01-29,914,952.504556701564,-38.5045567015639
2010-02-01,909.75,952.23473261012,-42.4847326101198
2010-02-02,925.5,951.968779633967,-26.4687796339666
2010-02-03,908,951.706886889959,-43.7068868899589
2010-02-04,914,951.449232553826,-37.4492325538263
2010-02-05,913.5,951.195976734616,-37.6959767346158
2010-02-08,929.5,950.947264061372,-21.4472640613725
2010-02-09,924.5,950.703223581132,-26.2032235811317
2010-02-10,937.5,950.463975475514,-12.9639754755137
2010-02-11,952,950.229629094772,1.77037090522784
2010-02-12,954,950.000288430355,3.99971156964503
2010-02-16,974.5,949.776058205529,24.723941794471
2010-02-17,961,949.557044796888,11.4429552031123
2010-02-18,957.5,949.34336480089,8.15663519911018
2010-02-19,954.5,949.135139544056,5.36486045594387
2010-02-22,969,948.932493724536,20.0675062754635
2010-02-23,959.5,948.735554258101,10.7644457418988
2010-02-24,963,948.54445635562,14.4555436443795
2010-02-25,950,948.35933967754,1.64066032245956
2010-02-26,961,948.180349859667,12.8196501403332
2010-03-01,962.5,948.007633215957,14.4923667840432
2010-03-02,963.5,947.84134135954,15.6586586404601
2010-03-03,963.5,947.68163189409,15.8183681059096
2010-03-04,942,947.528668895926,-5.52866889592579
2010-03-05,942.75,947.382622980046,-4.63262298004562
2010-03-08,948,947.243662476137,0.756337523863215
2010-03-09,947.5,947.111953798939,0.388046201060921
2010-03-10,958,946.987663675817,11.0123363241833
2010-03-11,930.5,946.870958994549,-16.3709589945493
2010-03-12,925.5,946.762011194975,-21.2620111949754
2010-03-15,930,946.660984949845,-16.6609849498453
2010-03-16,945,946.568036143028,-1.56803614302765
2010-03-17,959,946.483313771404,12.5166862285956
2010-03-18,959.5,946.406966183724,13.0930338162756
2010-03-19,961.75,946.339146902617,15.4108530973826
2010-03-22,968.5,946.280014862829,22.2199851371713
2010-03-23,968,946.229735369376,21.7702646306237
2010-03-24,960,946.188482912087,13.8115170879132
