"EB0Date","EB0Close","EB0_hpft","EB0_hpfc"
2020-01-03,7321,6859.8005649834,461.199435016596
2020-01-06,7387,6843.83406871379,543.165931286212
2020-01-07,7318,6827.79229113342,490.207708866578
2020-01-08,7374,6811.67548538417,562.324514615827
2020-01-09,7305,6795.48410724013,509.515892759871
2020-01-10,7428,6779.21884491801,648.781155081986
2020-01-13,7541,6762.88059724751,778.119402752492
2020-01-14,7541,6746.47053123866,794.529468761341
2020-01-15,7531,6729.99013554466,801.00986445534
2020-01-16,7467,6713.44122724519,753.558772754806
2020-01-17,7459,6696.82595452524,762.174045474764
2020-01-20,7515,6680.14677706068,834.853222939319
2020-01-21,7434,6663.40646957961,770.593530420386
2020-01-22,7394,6646.60815190466,747.391848095344
2020-01-23,7282,6629.75526239092,652.244737609077
2020-02-03,6890,6612.85154833529,277.148451664707
2020-02-04,6865,6595.9010266463,269.098973353697
2020-02-05,6945,6578.90782879464,366.09217120536
2020-02-06,6991,6561.87619748551,429.12380251449
2020-02-07,6971,6544.8105267521,426.189473247901
2020-02-10,6966,6527.71538801005,438.284611989949
2020-02-11,6938,6510.59552884456,427.40447115544
2020-02-12,6868,6493.45587801011,374.544121989885
2020-02-13,6879,6476.30154093301,402.698459066994
2020-02-14,6886,6459.13777786096,426.862222139035
2020-02-17,6956,6441.97001550109,514.02998449891
2020-02-18,6938,6424.80385700818,513.196142991825
2020-02-19,7000,6407.64511801631,592.354881983692
2020-02-20,7027,6390.49982629425,636.50017370575
2020-02-21,7044,6373.37425446647,670.625745533528
2020-02-24,7024,6356.27493826097,667.725061739028
2020-02-25,7009,6339.20869061544,669.791309384556
2020-02-26,6911,6322.18260047837,588.817399521635
2020-02-27,6840,6305.2040336629,534.795966337103
2020-02-28,6697,6288.28059937569,408.719400624311
2020-03-02,6759,6271.42012788672,487.57987211328
2020-03-03,6701,6254.63061841386,446.369381586142
2020-03-04,6759,6237.92027172093,521.07972827907
2020-03-05,6751,6221.29747308316,529.702526916835
2020-03-06,6714,6204.77082316857,509.229176831433
2020-03-09,6434,6188.34914160369,245.650858396306
2020-03-10,6276,6172.04145850956,103.95854149044
2020-03-11,6189,6155.85690554932,33.1430944506842
2020-03-12,6120,6139.80465735821,-19.8046573582129
2020-03-13,6083,6123.89390227209,-40.8939022720848
2020-03-16,5943,6108.13382043996,-165.133820439961
2020-03-17,5776,6092.53357510694,-316.533575106938
2020-03-18,5400,6077.10226125873,-677.102261258728
2020-03-19,5061,6061.84884303844,-1000.84884303844
2020-03-20,5177,6046.78200470252,-869.782004702521
2020-03-23,4832,6031.9100167965,-1199.9100167965
2020-03-24,4783,6017.24079033306,-1234.24079033306
2020-03-25,4561,6002.78174033075,-1441.78174033075
2020-03-26,4612,5988.53977162256,-1376.53977162256
2020-03-27,4645,5974.52119306579,-1329.52119306579
2020-03-30,4341,5960.731744513,-1619.731744513
2020-03-31,4425,5947.17661624581,-1522.17661624581
2020-04-01,4424,5933.86032901334,-1509.86032901334
2020-04-02,4666,5920.78677435819,-1254.78677435819
2020-04-03,4884,5907.95921970835,-1023.95921970835
2020-04-07,5219,5895.38041381231,-676.380413812307
2020-04-08,5239,5883.05268215523,-644.052682155225
2020-04-09,5575,5870.97807063424,-295.978070634235
2020-04-10,5494,5859.15835892008,-365.158358920079
2020-04-13,5544,5847.5952043388,-303.595204338801
2020-04-14,5400,5836.29011327478,-436.290113274784
2020-04-15,5414,5825.24446661865,-411.244466618651
2020-04-16,5426,5814.45946491498,-388.459464914975
2020-04-17,5526,5803.9361387173,-277.936138717305
2020-04-20,5548,5793.67535800583,-245.67535800583
2020-04-21,5200,5783.67787787239,-583.677877872387
2020-04-22,4819,5773.94435185703,-954.944351857029
2020-04-23,5305,5764.47519223092,-459.475192230919
2020-04-24,5301,5755.27041652885,-454.27041652885
2020-04-27,5326,5746.32985235756,-420.329852357564
2020-04-28,5354,5737.65313954692,-383.653139546919
2020-04-29,5456,5729.23974417956,-273.239744179563
2020-04-30,5530,5721.08897375078,-191.088973750781
2020-05-06,5725,5713.20002280968,11.79997719032
2020-05-07,5528,5705.57200691647,-177.572006916468
2020-05-08,5535,5698.20404650953,-163.204046509529
2020-05-11,5446,5691.0951886261,-245.095188626104
2020-05-12,5452,5684.24441284135,-232.244412841349
2020-05-13,5484,5677.65059741792,-193.650597417925
2020-05-14,5508,5671.31252461767,-163.31252461767
2020-05-15,5588,5665.22889665575,-77.2288966557504
2020-05-18,5731,5659.39834823985,71.6016517601453
2020-05-19,5740,5653.81948215466,86.1805178453412
2020-05-20,5780,5648.49093078213,131.509069217866
2020-05-21,5771,5643.41136212777,127.588637872232
2020-05-22,5607,5638.57949855674,-31.5794985567361
2020-05-25,5702,5633.99411517565,68.0058848243473
2020-05-26,5689,5629.65397403658,59.3460259634245
2020-05-27,5730,5625.55786530257,104.442134697427
2020-05-28,5671,5621.70460366828,49.2953963317166
2020-05-29,5670,5618.09304700028,51.9069529997211
2020-06-01,5794,5614.72207354208,179.277926457924
2020-06-02,5804,5611.59058299367,192.409417006327
2020-06-03,5951,5608.69754916027,342.302450839726
2020-06-04,5811,5606.04202538238,204.957974617616
2020-06-05,5876,5603.62320649425,272.376793505754
2020-06-08,5904,5601.44037205169,302.559627948311
2020-06-09,5847,5599.4929141996,247.5070858004
2020-06-10,5850,5597.78035014975,252.219649850252
2020-06-11,5780,5596.30229942292,183.697700577076
2020-06-12,5680,5595.05848579666,84.9415142033436
2020-06-15,5666,5594.048708983,71.9512910169978
2020-06-16,5793,5593.2728038045,199.727196195496
2020-06-17,5768,5592.73063482557,175.269365174427
2020-06-18,5799,5592.42214917068,206.577850829324
2020-06-19,5841,5592.34736641196,248.652633588036
2020-06-22,5757,5592.50639151396,164.49360848604
2020-06-23,5773,5592.89943222381,180.100567776186
2020-06-24,5757,5593.52676428371,163.473235716291
2020-06-29,5638,5594.38873788203,43.6112621179657
2020-06-30,5660,5595.4857707804,64.5142292195999
2020-07-01,5660,5596.81829876745,63.1817012325499
2020-07-02,5686,5598.3867843004,87.613215699605
2020-07-03,5715,5600.19171595214,114.808284047864
2020-07-06,5744,5602.23361851148,141.766381488517
2020-07-07,5699,5604.51306422492,94.4869357750825
2020-07-08,5714,5607.03068393878,106.969316061222
2020-07-09,5682,5609.78714755715,72.2128524428506
2020-07-10,5501,5612.78316920042,-111.783169200424
2020-07-13,5587,5616.01949283917,-29.0194928391745
2020-07-14,5599,5619.49681623747,-20.496816237468
2020-07-15,5668,5623.21582516349,44.7841748365093
2020-07-16,5631,5627.17719691235,3.82280308764784
2020-07-17,5560,5631.38162729226,-71.3816272922617
2020-07-20,5598,5635.8298136913,-37.8298136912996
2020-07-21,5572,5640.52242399092,-68.5224239909228
2020-07-22,5592,5645.4601104356,-53.4601104355968
2020-07-23,5701,5650.64349694484,50.3565030551581
2020-07-24,5678,5656.07318534068,21.9268146593166
2020-07-27,5729,5661.74979825991,67.2502017400856
2020-07-28,5672,5667.67396740305,4.3260325969495
2020-07-29,5694,5673.84635226948,20.1536477305226
2020-07-30,5631,5680.26761414652,-49.2676141465211
2020-07-31,5560,5686.93842265192,-126.938422651919
2020-08-03,5520,5693.85942703912,-173.85942703912
2020-08-04,5544,5701.03122408945,-157.031224089454
2020-08-05,5551,5708.45433871796,-157.454338717959
2020-08-06,5570,5716.12923093082,-146.129230930824
2020-08-07,5432,5724.05629564544,-292.056295645439
2020-08-10,5433,5732.2358673778,-299.235867377801
2020-08-11,5445,5740.66815991948,-295.66815991948
2020-08-12,5437,5749.35326336917,-312.353263369172
2020-08-13,5444,5758.2911456085,-314.291145608497
2020-08-14,5375,5767.48164540524,-392.48164540524
2020-08-17,5323,5776.9244716109,-453.924471610902
2020-08-18,5253,5786.61917084209,-533.619170842089
2020-08-19,5108,5796.56510208064,-688.565102080636
2020-08-20,5158,5806.76140373166,-648.761403731657
2020-08-21,5650,5817.20692957513,-167.206929575127
2020-08-24,5720,5827.90026521961,-107.900265219611
2020-08-25,5716,5838.83992715654,-122.83992715654
2020-08-26,5642,5850.02438727574,-208.024387275745
2020-08-27,5741,5861.45206668972,-120.45206668972
2020-08-28,5728,5873.12130052231,-145.121300522305
2020-08-31,5782,5885.03037410757,-103.030374107572
2020-09-01,5784,5897.17751279219,-113.177512792186
2020-09-02,5834,5909.56089933387,-75.560899333874
2020-09-03,5774,5922.17866970766,-148.178669707657
2020-09-04,5736,5935.02892865484,-199.028928654844
2020-09-07,5682,5948.10971966524,-266.109719665238
2020-09-08,5635,5961.4190039587,-326.419003958704
2020-09-09,5605,5974.95463275511,-369.954632755112
2020-09-10,5714,5988.71432234642,-274.714322346424
2020-09-11,5694,6002.69563610004,-308.695636100035
2020-09-14,5742,6016.89602382754,-274.896023827539
2020-09-15,5710,6031.31280773869,-321.31280773869
2020-09-16,5780,6045.94319641155,-265.943196411546
2020-09-17,5742,6060.78426560674,-318.784265606743
2020-09-18,5812,6075.8329811544,-263.832981154404
2020-09-21,5746,6091.08617711236,-345.086177112364
2020-09-22,5629,6106.54057848019,-477.540578480188
2020-09-23,5670,6122.19276761317,-452.192767613175
2020-09-24,5590,6138.03912947023,-548.039129470233
2020-09-25,5622,6154.07586209184,-532.075862091844
2020-09-28,5645,6170.29893698153,-525.298936981526
2020-09-29,5665,6186.70410570381,-521.70410570381
2020-09-30,5596,6203.28690268558,-607.286902685576
2020-10-09,5648,6220.04264670269,-572.042646702691
2020-10-12,5740,6236.96640550244,-496.966405502443
2020-10-13,5942,6254.05301037305,-312.053010373049
2020-10-14,6171,6271.29708717716,-100.297087177159
2020-10-15,6194,6288.69313278655,-94.693132786551
2020-10-16,6173,6306.23560261424,-133.235602614236
2020-10-19,6324,6323.91891293146,0.0810870685413079
2020-10-20,6422,6341.73742493501,80.2625750649931
2020-10-21,6405,6359.68549985484,45.3145001451608
2020-10-22,6506,6377.75753209876,128.242467901236
2020-10-23,6271,6395.94793480554,-124.947934805537
2020-10-26,6359,6414.25117412413,-55.2511741241258
2020-10-27,6437,6432.66166455512,4.33833544487872
2020-10-28,6599,6451.17379776027,147.826202239731
2020-10-29,6832,6469.78196719519,362.218032804805
2020-10-30,6746,6488.48062742036,257.51937257964
2020-11-02,7004,6507.26438272274,496.735617277261
2020-11-03,6961,6526.12794383765,434.87205616235
2020-11-04,7276,6545.06622683079,730.933773169213
2020-11-05,7081,6564.0743275264,516.925672473602
2020-11-06,6990,6583.14764388758,406.852356112424
2020-11-09,7391,6602.28178755346,788.718212446539
2020-11-10,7388,6621.47253833978,766.527461660224
2020-11-11,7600,6640.71600208662,959.283997913375
2020-11-12,7600,6660.00860148562,939.991398514379
2020-11-13,7860,6679.34715575798,1180.65284424202
2020-11-16,8299,6698.72887267941,1600.27112732059
2020-11-17,7960,6718.15144806,1241.84855194
2020-11-18,7677,6737.61323919764,939.386760802359
2020-11-19,7518,6757.11311672062,760.886883279377
2020-11-20,7527,6776.65033956179,750.349660438214
2020-11-23,7612,6796.22448117398,815.775518826019
2020-11-24,7280,6815.83542517447,464.164574825527
2020-11-25,7340,6835.48339238942,504.516607610578
2020-11-26,7350,6855.16879551185,494.831204488154
2020-11-27,7532,6874.89225578162,657.107744218382
2020-11-30,7623,6894.65459898211,728.345401017887
2020-12-01,7411,6914.45692251843,496.543077481572
2020-12-02,7318,6934.30062486434,383.699375135656
2020-12-03,7350,6954.18730974482,395.812690255183
2020-12-04,7090,6974.11873949054,115.881260509458
2020-12-07,7290,6994.09684004525,295.903159954749
2020-12-08,7139,7014.12358525328,124.876414746716
2020-12-09,6930,7034.20107127356,-104.201071273558
2020-12-10,6756,7054.33144588384,-298.331445883841
2020-12-11,6814,7074.51681378948,-260.516813789484
2020-12-14,6822,7094.7591563773,-272.7591563773
2020-12-15,6834,7115.06034734728,-281.060347347285
2020-12-16,6647,7135.42214765155,-488.42214765155
2020-12-17,6881,7155.84620206327,-274.846202063268
2020-12-18,6943,7176.33395346139,-233.333953461388
2020-12-21,6674,7196.88673111452,-522.886731114524
2020-12-22,6484,7217.50576784068,-733.505767840678
2020-12-23,6458,7238.19208031718,-780.192080317175
2020-12-24,6483,7258.94638201968,-775.946382019683
2020-12-25,6455,7279.76906392394,-824.769063923942
2020-12-28,6130,7300.66019626041,-1170.6601962604
2020-12-29,6082,7321.61950833338,-1239.61950833338
2020-12-30,6185,7342.64624554318,-1157.64624554318
2020-12-31,6356,7363.73914088134,-1007.73914088134
2021-01-04,6364,7384.89644881499,-1020.89644881499
2021-01-05,6411,7406.11600725255,-995.116007252553
2021-01-06,6600,7427.39523210463,-827.395232104628
2021-01-07,6660,7448.73112794107,-788.731127941066
2021-01-08,6698,7470.12035731979,-772.120357319788
2021-01-11,6679,7491.55925676895,-812.559256768948
2021-01-12,6758,7513.04384365306,-755.043843653061
2021-01-13,6898,7534.56979945753,-636.569799457535
2021-01-14,6689,7556.132493563,-867.132493562997
2021-01-15,6790,7577.72703221754,-787.727032217545
2021-01-18,6858,7599.34816323165,-741.348163231645
2021-01-19,7116,7620.99030880122,-504.990308801222
2021-01-20,7125,7642.64758467849,-517.647584678492
2021-01-21,6900,7664.31389787308,-764.313897873077
2021-01-22,6871,7685.98294141989,-814.982941419889
2021-01-25,6884,7707.64809241722,-823.648092417221
2021-01-26,6953,7729.30239108215,-776.302391082154
2021-01-27,7419,7750.93853716881,-331.938537168811
2021-01-28,7092,7772.54890953907,-680.548909539073
2021-01-29,7299,7794.12574984482,-495.125749844823
2021-02-01,7335,7815.66101842642,-480.661018426423
2021-02-02,7451,7837.14647095907,-386.146470959065
2021-02-03,7423,7858.57366443199,-435.573664431994
2021-02-04,7641,7879.93399621716,-238.93399621716
2021-02-05,7687,7901.21868363792,-214.218683637918
2021-02-08,7734,7922.41884525151,-188.418845251508
2021-02-09,7918,7943.52551106632,-25.5255110663162
2021-02-10,7678,7964.52963320558,-286.529633205576
2021-02-18,8581,7985.42215324175,595.577846758251
2021-02-19,8811,8006.19389430689,804.806105693106
2021-02-22,9338,8026.83592572116,1311.16407427885
2021-02-23,9244,8047.33964947875,1196.66035052125
2021-02-24,9255,8067.6970095578,1187.3029904422
2021-02-25,9574,8087.90044458696,1486.09955541304
2021-02-26,9760,8107.94288397778,1652.05711602222
2021-03-01,9370,8127.81787143592,1242.18212856408
2021-03-02,9050,8147.51963356097,902.480366439027
2021-03-03,9041,8167.0429104206,873.957089579403
2021-03-04,9170,8186.38281513164,983.617184868364
2021-03-05,9247,8205.53482206975,1041.46517793025
2021-03-08,9416,8224.49481219803,1191.50518780197
2021-03-09,8820,8243.25909698005,576.740903019944
2021-03-10,8873,8261.824480399,611.175519601
2021-03-11,8983,8280.18800483993,702.811995160072
2021-03-12,8781,8298.3469653233,482.653034676701
2021-03-15,8767,8316.29894738376,450.701052616244
2021-03-16,8587,8334.04173606498,252.95826393502
2021-03-17,8329,8351.57330271257,-22.5733027125674
2021-03-18,8338,8368.89172323503,-30.8917232350332
2021-03-19,7855,8385.99506420972,-530.995064209718
2021-03-22,8077,8402.88137944544,-325.881379445443
2021-03-23,7978,8419.54850325774,-441.54850325774
2021-03-24,8177,8435.99413525638,-258.994135256377
2021-03-25,8172,8452.21579253352,-280.215792533521
2021-03-26,8360,8468.21088512219,-108.210885122185
2021-03-29,8208,8483.97670722679,-275.976707226787
2021-03-30,8413,8499.51050832061,-86.5105083206064
2021-03-31,8522,8514.80942379999,7.19057620000605
2021-04-01,8943,8529.87055330073,413.129446699267
2021-04-02,8913,8544.69099943163,368.309000568371
2021-04-06,9149,8559.26803557194,589.731964428057
2021-04-07,9023,8573.59908734531,449.400912654693
2021-04-08,8696,8587.68182414657,108.318175853432
2021-04-09,8543,8601.51410113562,-58.5141011356171
2021-04-12,8523,8615.09381824585,-92.0938182458521
2021-04-13,8634,8628.41885122391,5.58114877608844
2021-04-14,8911,8641.4870377483,269.512962251697
2021-04-15,8954,8654.29621780466,299.703782195336
2021-04-16,8958,8666.84434278378,291.155657216215
2021-04-19,9237,8679.1294879624,557.870512037604
2021-04-20,9446,8691.14984896967,754.850151030332
2021-04-21,9537,8702.90385203562,834.096147964383
2021-04-22,9219,8714.39023541504,504.609764584958
2021-04-23,9348,8725.60808214506,622.391917854939
2021-04-26,9048,8736.55668384722,311.44331615278
2021-04-27,9037,8747.23558941548,289.764410584517
2021-04-28,9020,8757.6444764816,262.355523518404
2021-04-29,9062,8767.78314245461,294.216857545394
2021-04-30,8936,8777.65149319031,158.348506809688
2021-05-06,9362,8787.24955616229,574.750443837709
2021-05-07,9761,8796.57742429946,964.422575700541
2021-05-10,9951,8805.63542810872,1145.36457189128
2021-05-11,9798,8814.42429675025,983.575703249748
2021-05-12,9890,8822.94523283332,1067.05476716668
2021-05-13,9749,8831.19984553587,917.800154464126
2021-05-14,9755,8839.19018511519,915.809814884807
2021-05-17,9929,8846.91868120917,1082.08131879083
2021-05-18,10029,8854.3881420153,1174.61185798471
2021-05-19,9908,8861.60182301934,1046.39817698066
2021-05-20,9733,8868.56346524433,864.436534755669
2021-05-21,9301,8875.27724225303,425.722757746969
2021-05-24,9225,8881.74768493088,343.252315069119
2021-05-25,9145,8887.97950013964,257.020499860358
2021-05-26,8976,8893.97753662914,82.0224633708563
2021-05-27,8537,8899.74674938961,-362.746749389606
2021-05-28,8499,8905.29212731693,-406.292127316931
2021-05-31,8739,8910.61850936193,-171.618509361927
2021-06-01,8926,8915.7305665307,10.2694334693034
2021-06-02,8913,8920.63289888872,-7.6328988887191
2021-06-03,9043,8925.33011074681,117.669889253191
2021-06-04,8887,8929.8268032601,-42.8268032601
2021-06-07,8580,8934.12762622449,-354.127626224486
2021-06-08,8588,8938.23721173302,-350.237211733018
2021-06-09,8520,8942.16004549558,-422.160045495575
2021-06-10,8287,8945.90046844921,-658.900468449214
2021-06-11,8437,8949.46264702651,-512.462647026507
2021-06-15,8494,8952.85047529719,-458.850475297187
2021-06-16,8606,8956.06763549948,-350.067635499477
2021-06-17,8521,8959.11762020115,-438.117620201148
2021-06-18,8434,8962.00377726607,-528.003777266074
2021-06-21,8144,8964.72927345812,-820.729273458125
2021-06-22,8535,8967.29705728566,-432.297057285663
2021-06-23,8769,8969.70973800083,-200.70973800083
2021-06-24,8749,8971.96974616049,-222.969746160492
2021-06-25,8829,8974.07942935725,-145.079429357249
2021-06-28,8986,8976.04104301625,9.95895698374873
2021-06-29,8909,8977.85678259326,-68.8567825932545
2021-06-30,9122,8979.52884766014,142.471152339856
2021-07-01,9345,8981.05940932671,363.940590673287
2021-07-02,9461,8982.45069759418,478.549302405818
2021-07-05,9374,8983.70509290241,390.294907097594
2021-07-06,9114,8984.82517350399,129.174826496011
2021-07-07,9106,8985.81367898389,120.186321016106
2021-07-08,9156,8986.673402323,169.326597676998
2021-07-09,9160,8987.40718618196,172.592813818042
2021-07-12,9077,8988.01794321459,88.982056785415
2021-07-13,9097,8988.50865741747,108.491342582532
2021-07-14,9266,8988.88234956887,277.117650431132
2021-07-15,9039,8989.14208529267,49.8579147073244
2021-07-16,9064,8989.29104476265,74.7089552373454
2021-07-19,9236,8989.33242876142,246.667571238583
2021-07-20,8797,8989.26946895351,-192.269468953515
2021-07-21,8910,8989.10549896549,-79.1054989654912
2021-07-22,9161,8988.84377294806,172.156227051943
2021-07-23,9240,8988.48751235263,251.512487647367
2021-07-26,9204,8988.04000979287,215.959990207131
2021-07-27,9285,8987.50466184773,297.495338152273
2021-07-28,9250,8986.88495436536,263.115045634638
2021-07-29,9121,8986.1844961666,134.815503833399
2021-07-30,8965,8985.40700483323,-20.4070048332264
2021-08-02,8839,8984.55625367457,-145.556253674567
2021-08-03,8578,8983.63600756439,-405.636007564387
2021-08-04,8760,8982.64997120938,-222.64997120938
2021-08-05,8602,8981.60168164268,-379.601681642681
2021-08-06,8662,8980.49458386287,-318.494583862866
2021-08-09,8552,8979.33196595632,-427.331965956317
2021-08-10,8669,8978.11698435672,-309.11698435672
2021-08-11,8818,8976.85261885581,-158.852618855814
2021-08-12,8742,8975.54172146885,-233.541721468852
2021-08-13,8729,8974.18707854772,-245.187078547719
2021-08-16,8722,8972.79137990769,-250.791379907692
2021-08-17,8529,8971.35721401354,-442.35721401354
2021-08-18,8586,8969.8870656628,-383.887065662797
2021-08-19,8310,8968.38323680048,-658.38323680048
2021-08-20,8406,8966.84787068806,-560.847870688062
2021-08-23,8601,8965.28283843781,-364.282838437808
2021-08-24,8584,8963.68977933017,-379.689779330165
2021-08-25,8471,8962.07018206563,-491.07018206563
2021-08-26,8352,8960.4253783962,-608.425378396196
2021-08-27,8613,8958.75649708524,-345.756497085237
2021-08-30,8681,8957.06441539744,-276.064415397442
2021-08-31,8846,8955.34986767574,-109.349867675745
2021-09-01,8821,8953.6134741493,-132.613474149304
2021-09-02,8835,8951.85580984612,-116.855809846124
2021-09-03,8851,8950.07739497726,-99.0773949772621
2021-09-06,8845,8948.2787014503,-103.278701450305
2021-09-07,8834,8946.46016021823,-112.460160218232
2021-09-08,9270,8944.62215954277,325.377840457228
2021-09-09,9149,8942.76504119916,206.234958800839
2021-09-10,9143,8940.88928146068,202.110718539316
2021-09-13,9474,8938.99544184993,535.004558150068
2021-09-14,9539,8937.08416743391,601.915832566091
2021-09-15,9533,8935.15632442899,597.843675571011
2021-09-16,9482,8933.2130278593,548.786972140703
2021-09-17,9182,8931.25563987358,250.744360126416
2021-09-22,9096,8929.28574946703,166.714250532971
2021-09-23,9028,8927.30504928242,100.694950717582
2021-09-24,9040,8925.31530087555,114.684699124455
2021-09-27,8985,8923.31830742543,61.6816925745681
2021-09-28,9365,8921.31591951715,443.684080482849
2021-09-29,9034,8919.31001323249,114.689986767507
2021-09-30,9320,8917.30264805442,402.69735194558
2021-10-08,9640,8915.29593087411,724.70406912589
2021-10-11,10026,8913.29213504164,1112.70786495836
2021-10-12,9828,8911.29383347062,916.706166529384
2021-10-13,9559,8909.30405902334,649.69594097666
2021-10-14,9660,8907.32622349152,752.673776508478
2021-10-15,9791,8905.36400722511,885.635992774895
2021-10-18,9733,8903.42140169907,829.578598300929
2021-10-19,9592,8901.50276447476,690.497235525235
2021-10-20,9413,8899.61279602793,513.387203972074
2021-10-21,9412,8897.7564822581,514.243517741897
2021-10-22,9295,8895.93902127843,399.060978721568
2021-10-25,9686,8894.1658237696,791.834176230401
2021-10-26,9419,8892.44246536815,526.557534631852
2021-10-27,9055,8890.77484902305,164.22515097695
2021-10-28,9167,8889.16909534089,277.830904659116
2021-10-29,9367,8887.6313928123,479.368607187704
2021-11-01,9290,8886.16804477218,403.831955227817
2021-11-02,9172,8884.78555270727,287.214447292727
2021-11-03,9293,8883.49058503166,409.509414968344
2021-11-04,9210,8882.28992888283,327.710071117172
2021-11-05,9045,8881.19054067283,163.809459327165
2021-11-08,9279,8880.19951227611,398.800487723886
2021-11-09,8955,8879.32400327874,75.6759967212581
2021-11-10,9042,8878.57133811535,163.428661884651
2021-11-11,8762,8877.94887250175,-115.948872501748
2021-11-12,8790,8877.46402970913,-87.4640297091318
2021-11-15,8542,8877.12418507951,-335.124185079511
2021-11-16,8622,8876.93667780109,-254.936677801093
2021-11-17,8246,8876.90870853493,-630.90870853493
2021-11-18,8094,8877.0473725616,-783.047372561606
2021-11-19,8341,8877.35950436972,-536.359504369717
2021-11-22,8293,8877.85161476731,-584.851614767306
2021-11-23,8118,8878.52999285319,-760.529992853195
2021-11-24,8180,8879.40068597163,-699.400685971631
2021-11-25,8026,8880.46942709453,-854.469427094526
2021-11-26,7728,8881.74166008952,-1153.74166008952
2021-11-29,7569,8883.2224756211,-1314.2224756211
2021-11-30,7524,8884.91648744366,-1360.91648744366
2021-12-01,7777,8886.82776606515,-1109.82776606516
2021-12-02,7721,8888.95981944411,-1167.95981944411
2021-12-03,8004,8891.31569678188,-887.315696781879
2021-12-06,7872,8893.89796449181,-1021.89796449181
2021-12-07,8057,8896.70882220616,-839.708822206159
2021-12-08,8051,8899.75004714677,-848.75004714677
2021-12-09,7863,8903.02306943334,-1040.02306943334
2021-12-10,8079,8906.52896834591,-827.528968345914
2021-12-13,8154,8910.26839326102,-756.268393261021
2021-12-14,8258,8914.24165148807,-656.241651488071
2021-12-15,8185,8918.4487377256,-733.448737725595
2021-12-16,8162,8922.88937540803,-760.889375408034
2021-12-17,8027,8927.56298479192,-900.562984791921
2021-12-20,7897,8932.46867161185,-1035.46867161185
2021-12-21,7795,8937.60516934722,-1142.60516934722
2021-12-22,7730,8942.97078345539,-1212.97078345539
