"UR0Date","UR0Close","UR0_hpft","UR0_hpfc"
2021-10-15,3078,2528.86292607558,549.137073924415
2021-10-18,3230,2529.96286197872,700.037138021285
2021-10-19,3208,2531.01485060576,676.98514939424
2021-10-20,2978,2532.02100248924,445.978997510757
2021-10-21,2893,2532.98370800007,360.016291999932
2021-10-22,2786,2533.90554185896,252.09445814104
2021-10-25,2755,2534.78922760281,220.210772397192
2021-10-26,2783,2535.63759297424,247.362407025762
2021-10-27,2532,2536.45355674223,-4.45355674222752
2021-10-28,2590,2537.24013992538,52.7598600746206
2021-10-29,2468,2538.00036170137,-70.0003617013746
2021-11-01,2345,2538.7372630567,-193.737263056705
2021-11-02,2299,2539.4538560425,-240.4538560425
2021-11-03,2455,2540.15307262678,-85.1530726267815
2021-11-04,2408,2540.83774538352,-132.837745383519
2021-11-05,2389,2541.51067168787,-152.510671687872
2021-11-08,2381,2542.17459400519,-161.174594005195
2021-11-09,2322,2542.83219175908,-220.832191759079
2021-11-10,2323,2543.48607775003,-220.48607775003
2021-11-11,2338,2544.13877349539,-206.138773495385
2021-11-12,2263,2544.79270937241,-281.792709372408
2021-11-15,2264,2545.4502305489,-281.450230548896
2021-11-16,2276,2546.11356571086,-270.113565710861
2021-11-17,2287,2546.7848272041,-259.784827204104
2021-11-18,2217,2547.46601572032,-330.466015720323
2021-11-19,2186,2548.15902456667,-362.159024566671
2021-11-22,2189,2548.86561044889,-359.865610448894
2021-11-23,2234,2549.58738037075,-315.587380370745
2021-11-24,2323,2550.32579258204,-227.325792582044
2021-11-25,2398,2551.08217488145,-153.082174881449
2021-11-26,2366,2551.85776110031,-185.857761100311
2021-11-29,2415,2552.65372179193,-137.653721791933
2021-11-30,2358,2553.4711506835,-195.471150683496
2021-12-01,2357,2554.3110846017,-197.3110846017
2021-12-02,2307,2555.17447957333,-248.174479573329
2021-12-03,2267,2556.06221006462,-289.062210064616
2021-12-06,2269,2556.97504795659,-287.975047956586
2021-12-07,2358,2557.91364564345,-199.913645643451
2021-12-08,2282,2558.87853648211,-276.87853648211
2021-12-09,2340,2559.87017119327,-219.87017119327
2021-12-10,2349,2560.88888604718,-211.888886047181
2021-12-13,2390,2561.93492642859,-171.934926428592
2021-12-14,2393,2563.00845013589,-170.008450135893
2021-12-15,2441,2564.10954389646,-123.109543896462
2021-12-16,2504,2565.23822416311,-61.2382241631104
2021-12-17,2439,2566.39445650005,-127.394456500053
2021-12-20,2324,2567.57818115814,-243.578181158138
2021-12-21,2304,2568.78928572832,-264.789285728321
2021-12-22,2280,2570.02755711631,-290.027557116311
2021-12-23,2335,2571.29267277442,-236.292672774415
2021-12-24,2428,2572.58419026935,-144.58419026935
2021-12-27,2391,2573.90156949385,-182.901569493854
2021-12-28,2402,2575.24421057542,-173.244210575419
2021-12-29,2392,2576.61143803739,-184.611438037392
2021-12-30,2414,2578.00250479087,-164.002504790868
2021-12-31,2428,2579.41658743606,-151.416587436057
2022-01-04,2472,2580.85279478109,-108.852794781093
2022-01-05,2482,2582.3101730446,-100.3101730446
2022-01-06,2431,2583.78772344986,-152.787723449857
2022-01-07,2549,2585.2844057559,-36.284405755902
2022-01-10,2547,2586.79911656549,-39.7991165654862
2022-01-11,2533,2588.33073748288,-55.3307374828755
2022-01-12,2541,2589.87813366094,-48.8781336609404
2022-01-13,2523,2591.44014738108,-68.4401473810769
2022-01-14,2538,2593.01560072041,-55.0156007204125
2022-01-17,2494,2594.60328746569,-100.603287465686
2022-01-18,2510,2596.2019786624,-86.2019786623963
2022-01-19,2577,2597.81040377068,-20.8104037706784
2022-01-20,2589,2599.42725661824,-10.4272566182418
2022-01-21,2611,2601.05122243058,9.94877756942057
2022-01-24,2594,2602.68098212303,-8.68098212302557
2022-01-25,2574,2604.31522072331,-30.3152207233115
2022-01-26,2614,2605.95261967081,8.04738032918794
2022-01-27,2602,2607.59184787385,-5.59184787384996
2022-01-28,2562,2609.23157756712,-47.2315775671157
2022-02-07,2684,2610.8704786739,73.1295213260951
2022-02-08,2700,2612.50720159387,87.4927984061254
2022-02-09,2644,2614.14042695549,29.8595730445068
2022-02-10,2689,2615.76887155322,73.2311284467772
2022-02-11,2568,2617.39126452429,-49.3912645242879
2022-02-14,2512,2619.00636527669,-107.006365276694
2022-02-15,2471,2620.6129128021,-149.612912802098
2022-02-16,2503,2622.20960186005,-119.209601860048
2022-02-17,2477,2623.79506536609,-146.795065366086
2022-02-18,2476,2625.36788695932,-149.36788695932
2022-02-21,2471,2626.92658959969,-155.926589599687
2022-02-22,2408,2628.46963450446,-220.46963450446
2022-02-23,2398,2629.99541843705,-231.995418437052
2022-02-24,2443,2631.50224702773,-188.502247027733
2022-02-25,2349,2632.98833000909,-283.988330009087
2022-02-28,2464,2634.45179919446,-170.451799194462
2022-03-01,2467,2635.8906690079,-168.890669007896
2022-03-02,2580,2637.30288341546,-57.3028834154557
2022-03-03,2687,2638.68631657063,48.3136834293695
2022-03-04,2658,2640.03881894021,17.9611810597933
2022-03-07,2757,2641.35826096187,115.641739038129
2022-03-08,2783,2642.64252049771,140.357479502294
2022-03-09,2746,2643.88952321155,102.110476788449
2022-03-10,2777,2645.0972527853,131.902747214698
2022-03-11,2770,2646.26373510921,123.736264890794
2022-03-14,2786,2647.38705059688,138.612949403119
2022-03-15,2745,2648.46533080948,96.5346691905223
2022-03-16,2715,2649.49676460511,65.5032353948862
2022-03-17,2718,2650.47958074563,67.5204192543691
2022-03-18,2800,2651.41203506918,148.587964930822
2022-03-21,2923,2652.29241132403,270.707588675972
2022-03-22,2880,2653.11905467886,226.88094532114
2022-03-23,2814,2653.89042220204,160.109577797964
2022-03-24,2819,2654.60506474523,164.394935254773
2022-03-25,2766,2655.26159934311,110.738400656893
2022-03-28,2781,2655.8587109845,125.141289015504
2022-03-29,2759,2656.3951304332,102.604869566802
2022-03-30,2796,2656.86964018108,139.130359818924
2022-03-31,2784,2657.2810651329,126.718934867097
2022-04-01,2727,2657.62828770437,69.3717122956249
2022-04-06,2755,2657.91024269185,97.0897573081484
2022-04-07,2744,2658.12589356671,85.8741064332932
2022-04-08,2612,2658.27424393388,-46.2742439338797
2022-04-11,2622,2658.35433289478,-36.3543328947765
2022-04-12,2647,2658.36518042307,-11.3651804230738
2022-04-13,2697,2658.30579146504,38.694208534959
2022-04-14,2708,2658.17516626895,49.8248337310525
2022-04-15,2796,2657.97232107785,138.027678922153
2022-04-18,2815,2657.69629273003,157.30370726997
2022-04-19,2789,2657.34617511929,131.653824880711
2022-04-20,2797,2656.9211271623,140.078872837702
2022-04-21,2822,2656.42036219607,165.579637803928
2022-04-22,2818,2655.8431514607,162.1568485393
2022-04-25,2790,2655.18883464012,134.811165359879
2022-04-26,2934,2654.45681844742,279.543181552584
2022-04-27,2944,2653.64656532127,290.353434678731
2022-04-28,2997,2652.75765325227,344.24234674773
2022-04-29,2912,2651.78978025115,260.210219748848
2022-05-05,2970,2650.74278662499,319.257213375007
2022-05-06,2956,2649.61662024124,306.383379758762
2022-05-09,2982,2648.41136093519,333.588639064814
2022-05-10,2907,2647.12721518886,259.872784811139
2022-05-11,2908,2645.76452737638,262.235472623617
2022-05-12,2910,2644.32374929285,265.676250707152
2022-05-13,2928,2642.80544113096,285.194558869039
2022-05-16,2935,2641.21027290337,293.789727096629
2022-05-17,2961,2639.53903251071,321.460967489294
2022-05-18,2926,2637.79262929418,288.207370705822
2022-05-19,2870,2635.97210547432,234.027894525683
2022-05-20,2823,2634.07862240484,188.921377595165
2022-05-23,2840,2632.11343817737,207.886561822634
2022-05-24,2845,2630.07788897587,214.922111024134
2022-05-25,2870,2627.97339691627,242.026603083729
2022-05-26,2838,2625.80147295472,212.198527045283
2022-05-27,2772,2623.56372809128,148.436271908724
2022-05-30,2755,2621.26186104058,133.738138959425
2022-05-31,2764,2618.89763187466,145.102368125343
2022-06-01,2833,2616.47285594763,216.527144052367
2022-06-02,2933,2613.98940859295,319.010591407045
2022-06-06,2955,2611.44925464797,343.550745352029
2022-06-07,2969,2608.85449081582,360.145509184185
2022-06-08,3059,2606.20735580987,452.79264419013
2022-06-09,2981,2603.5102372132,377.489762786804
2022-06-10,2981,2600.76570977514,380.234290224863
2022-06-13,2846,2597.97650428409,248.023495715909
2022-06-14,2842,2595.14550870201,246.854491297986
2022-06-15,2814,2592.27571351387,221.724286486131
2022-06-16,2753,2589.37021124424,163.629788755756
2022-06-17,2750,2586.43218606969,163.567813930307
2022-06-20,2692,2583.46488980474,108.535110195257
2022-06-21,2737,2580.47164187626,156.528358123739
2022-06-22,2645,2577.45580657515,67.5441934248506
2022-06-23,2717,2574.42081289486,142.579187105138
2022-06-24,2642,2571.37011774888,70.6298822511196
2022-06-27,2706,2568.30723698723,137.692763012774
2022-06-28,2679,2565.23571565546,113.764284344541
2022-06-29,2573,2562.1591557158,10.8408442842037
2022-06-30,2572,2559.08120615602,12.9187938439833
2022-07-01,2579,2556.00552044507,22.9944795549253
2022-07-04,2491,2552.93575739205,-61.9357573920482
2022-07-05,2486,2549.875585311,-63.8755853109981
2022-07-06,2380,2546.82864691422,-166.82864691422
2022-07-07,2376,2543.79855851042,-167.79855851042
2022-07-08,2275,2540.78886744809,-265.788867448088
2022-07-11,2216,2537.80305171449,-321.803051714489
2022-07-12,2173,2534.84447943048,-361.84447943048
2022-07-13,2083,2531.91638569653,-448.916385696529
2022-07-14,2166,2529.021856041,-363.021856040999
2022-07-15,2188,2526.16379042837,-338.163790428373
2022-07-18,2280,2523.34493876458,-243.344938764581
2022-07-19,2177,2520.56791117201,-343.567911172006
2022-07-20,2190,2517.83521718416,-327.835217184164
2022-07-21,2142,2515.14922431745,-373.149224317455
2022-07-22,2183,2512.51216457435,-329.512164574352
2022-07-25,2095,2509.92611571237,-414.926115712373
2022-07-26,2167,2507.39301928203,-340.393019282027
2022-07-27,2145,2504.91464531992,-359.914645319917
2022-07-28,2157,2502.49262315808,-345.492623158078
2022-07-29,2228,2500.1284333542,-272.128433354202
2022-08-01,2187,2497.82341365334,-310.823413653343
2022-08-02,2231,2495.57878931331,-264.578789313307
2022-08-03,2254,2493.39565711023,-239.395657110226
2022-08-04,2241,2491.27500445394,-250.275004453941
2022-08-05,2136,2489.21771979775,-353.217719797751
2022-08-08,2170,2487.22458814136,-317.22458814136
2022-08-09,2192,2485.29624847845,-293.29624847845
2022-08-10,2240,2483.43320867484,-243.433208674841
2022-08-11,2238,2481.63585535951,-243.635855359507
2022-08-12,2336,2479.90447453575,-143.904474535754
2022-08-15,2301,2478.23925149775,-177.239251497747
2022-08-16,2272,2476.64031205535,-204.640312055352
2022-08-17,2267,2475.10770875488,-208.107708754879
2022-08-18,2193,2473.64140955238,-280.641409552382
2022-08-19,2140,2472.24129638075,-332.241296380749
2022-08-22,2184,2470.9071351669,-286.907135166902
2022-08-23,2286,2469.63855450262,-183.638554502623
2022-08-24,2286,2468.43506438387,-182.435064383866
2022-08-25,2282,2467.29609889764,-185.296098897644
2022-08-26,2311,2466.22101671976,-155.221016719756
2022-08-29,2275,2465.20909993203,-190.209099932025
2022-08-30,2273,2464.25956645405,-191.259566454054
2022-08-31,2290,2463.37155558081,-173.371555580811
2022-09-01,2280,2462.54412754819,-182.544127548194
2022-09-02,2337,2461.77627092718,-124.776270927176
2022-09-05,2416,2461.0668988324,-45.0668988323984
2022-09-06,2396,2460.414872801,-64.4148728010002
2022-09-07,2384,2459.81903574131,-75.8190357413114
2022-09-08,2378,2459.27820393509,-81.2782039350889
2022-09-09,2419,2458.79116232353,-39.7911623235271
2022-09-13,2467,2458.35666225076,8.64333774924164
2022-09-14,2465,2457.97343861286,7.02656138713804
2022-09-15,2442,2457.64022987874,-15.6402298787402
2022-09-16,2407,2457.35577742169,-50.3557774216856
2022-09-19,2407,2457.11881615002,-50.1188161500242
2022-09-20,2413,2456.92806015703,-43.9280601570266
2022-09-21,2459,2456.78220281887,2.21779718112725
2022-09-22,2475,2456.67991935361,18.3200806463857
2022-09-23,2449,2456.61988589599,-7.61988589598532
2022-09-26,2414,2456.60078615361,-42.6007861536127
2022-09-27,2432,2456.62130068437,-24.6213006843672
2022-09-28,2448,2456.68009243664,-8.68009243664245
2022-09-29,2505,2456.77581418125,48.2241858187534
2022-09-30,2543,2456.90711510123,86.0928848987739
2022-10-10,2506,2457.07266431334,48.9273356866565
2022-10-11,2478,2457.27116652183,20.7288334781664
2022-10-12,2498,2457.5013466555,40.498653344498
2022-10-13,2424,2457.76193821168,-33.7619382116753
2022-10-14,2422,2458.05169142806,-36.0516914280608
2022-10-17,2328,2458.3693425866,-130.369342586604
2022-10-18,2313,2458.71361306693,-145.713613066929
2022-10-19,2265,2459.0831703592,-194.0831703592
2022-10-20,2262,2459.47662172151,-197.476621721514
2022-10-21,2225,2459.89249418569,-234.892494185691
2022-10-24,2249,2460.3292331547,-211.329233154704
2022-10-25,2224,2460.7851869364,-236.7851869364
2022-10-26,2229,2461.25861648362,-232.258616483621
2022-10-27,2232,2461.74768487174,-229.747684871742
2022-10-28,2243,2462.25045916978,-219.250459169782
2022-10-31,2246,2462.76491147826,-216.76491147826
2022-11-01,2315,2463.28892326841,-148.288923268411
2022-11-02,2324,2463.82028640954,-139.820286409541
2022-11-03,2341,2464.3567314743,-123.3567314743
2022-11-04,2381,2464.89593123924,-83.8959312392383
2022-11-07,2362,2465.43550749021,-103.43550749021
2022-11-08,2405,2465.97304733385,-60.9730473338506
2022-11-09,2433,2466.50609512073,-33.5060951207334
2022-11-10,2441,2467.0321699976,-26.0321699976043
2022-11-11,2473,2467.54877726114,5.4512227388587
2022-11-14,2423,2468.05341144739,-45.0534114473927
2022-11-15,2438,2468.5435693457,-30.5435693456956
2022-11-16,2424,2469.01672912211,-45.0167291221118
2022-11-17,2490,2469.47035631728,20.5296436827165
2022-11-18,2521,2469.90189786367,51.0981021363324
2022-11-21,2524,2470.30880917994,53.691190820063
2022-11-22,2518,2470.68856680659,47.3114331934117
2022-11-23,2509,2471.03866947788,37.9613305221214
2022-11-24,2633,2471.35663548481,161.643364515189
2022-11-25,2631,2471.63999881001,159.360001189991
2022-11-28,2580,2471.88636025293,108.113639747074
2022-11-29,2561,2472.09338648609,88.9066135139066
2022-11-30,2548,2472.25878887189,75.7412111281072
2022-12-01,2542,2472.3803155231,69.6196844768952
2022-12-02,2619,2472.45574586076,146.54425413924
2022-12-05,2622,2472.48288808412,149.51711191588
2022-12-06,2592,2472.45961096767,119.540389032326
2022-12-07,2568,2472.38384509046,95.6161549095409
2022-12-08,2608,2472.25357044457,135.746429555433
2022-12-09,2614,2472.06680654619,141.933193453808
2022-12-12,2687,2471.82162902335,215.178370976651
2022-12-13,2674,2471.51617217365,202.483827826353
2022-12-14,2641,2471.14865924092,169.851340759077
2022-12-15,2679,2470.71739716748,208.282602832525
2022-12-16,2583,2470.22076310564,112.779236894359
2022-12-19,2480,2469.65722030288,10.3427796971227
2022-12-20,2466,2469.02527862543,-3.02527862543016
2022-12-21,2525,2468.32345221478,56.6765477852224
2022-12-22,2480,2467.55025396181,12.4497460381876
2022-12-23,2435,2466.70422018543,-31.704220185425
2022-12-26,2483,2465.78389235028,17.2161076497236
2022-12-27,2497,2464.78779881631,32.2122011836905
2022-12-28,2488,2463.71447505947,24.2855249405299
2022-12-29,2516,2462.5624698713,53.4375301287021
2022-12-30,2544,2461.33034208175,82.6696579182519
2023-01-03,2571,2460.01667260994,110.983327390062
2023-01-04,2545,2458.62007654694,86.3799234530584
2023-01-05,2514,2457.13921486017,56.8607851398284
2023-01-06,2570,2455.57278422289,114.427215777107
2023-01-09,2563,2453.91950481241,109.08049518759
2023-01-10,2532,2452.17814410552,79.8218558944798
2023-01-11,2562,2450.34751466872,111.65248533128
2023-01-12,2591,2448.42646206344,142.573537936558
2023-01-13,2625,2446.41387800371,178.586121996286
2023-01-16,2571,2444.30871313809,126.691286861908
2023-01-17,2617,2442.10999193494,174.890008065058
2023-01-18,2618,2439.81679123245,178.183208767553
2023-01-19,2634,2437.42826016056,196.571739839439
2023-01-20,2633,2434.94362150329,198.056378496705
2023-01-30,2588,2432.36217929923,155.637820700772
2023-01-31,2533,2429.6833194562,103.316680543798
2023-02-01,2538,2426.9064922157,111.093507784296
2023-02-02,2532,2424.03119052685,107.968809473153
2023-02-03,2494,2421.05695325968,72.9430467403223
2023-02-06,2506,2417.98336391464,88.016636085363
2023-02-07,2473,2414.81003614379,58.189963856208
2023-02-08,2460,2411.53661998194,48.4633800180648
2023-02-09,2444,2408.16278951665,35.8372104833517
2023-02-10,2417,2404.68823886896,12.3117611310393
2023-02-13,2363,2401.11267697328,-38.1126769732841
2023-02-14,2401,2397.4358178532,3.56418214680101
2023-02-15,2444,2393.65735977819,50.3426402218144
2023-02-16,2493,2389.7770024908,103.222997509202
2023-02-17,2490,2385.79446654347,104.205533456527
2023-02-20,2508,2381.70951515675,126.290484843254
2023-02-21,2530,2377.52195462553,152.478045374473
2023-02-22,2540,2373.23164344802,166.768356551981
2023-02-23,2524,2368.83850315088,155.161496849116
2023-02-24,2550,2364.34252419612,185.65747580388
2023-02-27,2482,2359.74376118324,122.256238816763
2023-02-28,2450,2355.04234545515,94.9576545448453
2023-03-01,2483,2350.23845889038,132.761541109621
2023-03-02,2540,2345.33232261914,194.667677380855
2023-03-03,2506,2340.32421265007,165.675787349931
2023-03-06,2500,2335.21448545953,164.785514540466
2023-03-07,2520,2330.00356600759,189.996433992413
2023-03-08,2520,2324.69194737028,195.308052629716
2023-03-09,2499,2319.28020116008,179.719798839923
2023-03-10,2441,2313.7689797221,127.231020277899
2023-03-13,2480,2308.15900969054,171.840990309462
2023-03-14,2466,2302.45107029172,163.54892970828
2023-03-15,2493,2296.64601178399,196.353988216012
2023-03-16,2469,2290.7447520304,178.2552479696
2023-03-17,2557,2284.74829005865,272.251709941347
2023-03-20,2531,2278.65769858027,252.342301419733
2023-03-21,2471,2272.47416284463,198.525837155371
2023-03-22,2488,2266.19897240897,221.801027591034
2023-03-23,2523,2259.83349889352,263.166501106483
2023-03-24,2505,2253.37920560209,251.620794397911
2023-03-27,2464,2246.83766462066,217.162335379338
2023-03-28,2439,2240.21055204536,198.78944795464
2023-03-29,2410,2233.49963373841,176.500366261594
2023-03-30,2403,2226.7067577336,176.293242266404
2023-03-31,2417,2219.83384502275,197.166154977249
2023-04-03,2392,2212.88288947049,179.11711052951
2023-04-04,2404,2205.85596644168,198.144033558322
2023-04-06,2287,2198.75522534132,88.2447746586758
2023-04-07,2284,2191.58289747906,92.4171025209365
2023-04-10,2358,2184.34125064134,173.658749358665
2023-04-11,2397,2177.0325908162,219.9674091838
2023-04-12,2382,2169.65929577517,212.340704224828
2023-04-13,2071,2162.2238342154,-91.2238342154041
2023-04-14,2037,2154.7287626073,-117.728762607302
2023-04-17,2052,2147.17659971292,-95.1765997129225
2023-04-18,2093,2139.56981562993,-46.5698156299277
2023-04-19,2077,2131.91084111388,-54.9108411138778
2023-04-20,2088,2124.2020876702,-36.2020876701965
2023-04-21,2034,2116.44594410646,-82.4459441064588
2023-04-24,2016,2108.64478426567,-92.644784265667
2023-04-25,1982,2100.80094791107,-118.80094791107
2023-04-26,2001,2092.91673651013,-91.9167365101307
2023-04-27,1988,2084.99440242304,-96.9944024230428
2023-04-28,1994,2077.03616001495,-83.0361600149457
2023-05-04,1991,2069.04418355771,-78.0441835577135
2023-05-05,1946,2061.0206129993,-115.020612999299
2023-05-08,1954,2052.96755602738,-98.9675560273778
2023-05-09,1912,2044.88707278458,-132.887072784579
2023-05-10,1909,2036.78118250451,-127.781182504509
2023-05-11,1892,2028.65184949051,-136.651849490505
2023-05-12,1860,2020.50098522628,-160.500985226279
2023-05-15,1841,2012.33044470921,-171.330444709208
2023-05-16,1864,2004.142016592,-140.142016591997
2023-05-17,1872,1995.93741870628,-123.937418706278
2023-05-18,1838,1987.71831095457,-149.71831095457
2023-05-19,1791,1979.48630200865,-188.486302008646
2023-05-22,1711,1971.24293865276,-260.242938652759
2023-05-23,1663,1962.98968975849,-299.989689758491
2023-05-24,1658,1954.72791662348,-296.727916623481
2023-05-25,1673,1946.45885654167,-273.458856541674
2023-05-26,1662,1938.18362415164,-276.183624151639
2023-05-29,1673,1929.90322105504,-256.90322105504
2023-05-30,1681,1921.61853469034,-240.618534690343
2023-05-31,1718,1913.33034630255,-195.330346302547
2023-06-01,1744,1905.03933767463,-161.039337674626
2023-06-02,1754,1896.74610984785,-142.746109847847
2023-06-05,1716,1888.45119729629,-172.451197296289
2023-06-06,1682,1880.15507548853,-198.155075488528
2023-06-07,1664,1871.85814860875,-207.858148608749
2023-06-08,1672,1863.5607389318,-191.560738931798
2023-06-09,1691,1855.26308281232,-164.263082812321
2023-06-12,1631,1846.96533742146,-215.965337421458
