"IH00C1Date","IH00C1Close","IH00C1_hpft","IH00C1_hpfc"
2015-06-26,2690,2846.77386932851,-156.773869328511
2015-06-29,2654.8,2836.83232727832,-182.03232727832
2015-06-30,2847.8,2826.92029354311,20.8797064568943
2015-07-01,2696.2,2817.04018291643,-120.840182916433
2015-07-02,2740.4,2807.19441882266,-66.7944188226593
2015-07-03,2596,2797.38537473578,-201.385374735778
2015-07-06,2756.8,2787.61539651947,-30.8153965194709
2015-07-07,2747,2777.88674679296,-30.8867467929596
2015-07-08,2500.2,2768.20167543761,-268.001675437614
2015-07-09,2751.4,2758.56241956739,-7.16241956738859
2015-07-10,2853,2748.97110551514,104.028894484859
2015-07-13,2799,2739.42985665306,59.5701433469393
2015-07-14,2712.6,2729.9408393548,-17.3408393548041
2015-07-15,2708,2720.5062446178,-12.5062446177952
2015-07-16,2760.6,2711.1282562715,49.4717437284995
2015-07-17,2792.2,2701.80905297577,90.3909470242269
2015-07-20,2690.4,2692.55083384025,-2.15083384024854
2015-07-21,2666,2683.35583533825,-17.3558353382536
2015-07-22,2632.6,2674.22629305428,-41.6262930542802
2015-07-23,2745.8,2665.16443539852,80.6355646014755
2015-07-24,2666.2,2656.17247357483,10.0275264251728
2015-07-27,2435,2647.25265211816,-212.252652118159
2015-07-28,2422.4,2638.40721970839,-216.007219708391
2015-07-29,2478.4,2629.63833728908,-151.238337289079
2015-07-30,2410.4,2620.94807651491,-210.548076514906
2015-07-31,2412.2,2612.33844652453,-200.13844652453
2015-08-03,2405.2,2603.81136942474,-198.611369424745
2015-08-04,2483.6,2595.36868459312,-111.76868459312
2015-08-05,2448.8,2587.01214930913,-138.212149309129
2015-08-06,2439.6,2578.74347465171,-139.143474651712
2015-08-07,2464.8,2570.56431456841,-105.764314568412
2015-08-10,2575.4,2562.4762654906,12.923734509396
2015-08-11,2562.4,2554.48088013069,7.9191198693076
2015-08-12,2548,2546.57971654332,1.42028345667544
2015-08-13,2553.2,2538.77433605677,14.4256639432298
2015-08-14,2549.2,2531.06630058604,18.1336994139572
2015-08-17,2502.6,2523.45717800936,-20.8571780093612
2015-08-18,2402.6,2515.94854370072,-113.348543700716
2015-08-19,2391,2508.54196441249,-117.541964412487
2015-08-20,2357,2501.23896004323,-144.238960043228
2015-08-21,2224.4,2494.0410019045,-269.641001904497
2015-08-24,2005.2,2486.94950168523,-481.749501685228
2015-08-25,1809.8,2479.96575961586,-670.16575961586
2015-08-26,1829.6,2473.09087679075,-643.490876790746
2015-08-27,2034.2,2466.32567728452,-432.125677284519
2015-08-28,2073,2459.6707191786,-386.670719178605
2015-08-31,2052.8,2453.12638193134,-400.326381931342
2015-09-01,2036,2446.69288516669,-410.692885166692
2015-09-02,2007.8,2440.37028302993,-432.570283029934
2015-09-07,2052.4,2434.15845990207,-381.758459902071
2015-09-08,2170.4,2428.05712135746,-257.657121357464
2015-09-09,2177.8,2422.0658151666,-244.265815166599
2015-09-10,2181.6,2416.1839825948,-234.583982594802
2015-09-11,2176.2,2410.41096393785,-234.210963937847
2015-09-14,2134,2404.74600252407,-270.746002524074
2015-09-15,2160,2399.18824486797,-239.188244867971
2015-09-16,2243.6,2393.7367255688,-150.136725568804
2015-09-17,2195.2,2388.39038035528,-193.190380355285
2015-09-18,2151,2383.14808289523,-232.148082895226
2015-09-21,2185.6,2378.00862699942,-192.408626999423
2015-09-22,2194.2,2372.97071051809,-178.770710518091
2015-09-23,2139.2,2368.0329517674,-228.8329517674
2015-09-24,2153,2363.19389516694,-210.193895166939
2015-09-25,2131,2358.45199054583,-227.45199054583
2015-09-28,2136.2,2353.8056008477,-217.605600847702
2015-09-29,2094.2,2349.25299499639,-255.052994996391
2015-09-30,2112.6,2344.79235196648,-232.192351966481
2015-10-08,2171,2340.42174530392,-169.421745303921
2015-10-09,2207.4,2336.13915257571,-128.739152575713
2015-10-12,2276.2,2331.94248131664,-55.7424813166424
2015-10-13,2262,2327.8295858459,-65.8295858458958
2015-10-14,2240,2323.79829744111,-83.7982974411132
2015-10-15,2297,2319.84642016844,-22.846420168441
2015-10-16,2316.6,2315.97172345532,0.62827654468407
2015-10-19,2263.2,2312.17196728537,-48.9719672853733
2015-10-20,2298,2308.44491190169,-10.444911901693
2015-10-21,2251,2304.78829730478,-53.7882973047799
2015-10-22,2291,2301.19985917723,-10.1998591772254
2015-10-23,2320,2297.67731096785,22.3226890321457
2015-10-26,2316.4,2294.21836190932,22.1816380906837
2015-10-27,2314.8,2290.8207304615,23.9792695385019
2015-10-28,2279,2287.48214425324,-8.48214425323537
2015-10-29,2287.4,2284.20034082565,3.19965917435487
2015-10-30,2286.2,2280.97305421351,5.22694578648659
2015-11-02,2266.6,2277.79801977421,-11.1980197742069
2015-11-03,2251,2274.67297502579,-23.6729750257921
2015-11-04,2367.2,2271.5956528574,95.6043471425951
2015-11-05,2424,2268.56377637287,155.43622362713
2015-11-06,2486.8,2265.57510819484,221.224891805159
2015-11-09,2507,2262.62747519715,244.372524802853
2015-11-10,2497,2259.71879569908,237.281204300923
2015-11-11,2498.4,2256.84708903373,241.552910966274
2015-11-12,2462,2254.01047261678,207.989527383216
2015-11-13,2436.2,2251.20716371205,184.99283628795
2015-11-16,2433.4,2248.43546555783,184.964534442167
2015-11-17,2418,2245.6937578611,172.306242138902
2015-11-18,2425,2242.98049678573,182.019503214268
2015-11-19,2471.6,2240.29420972,231.30579028
2015-11-20,2413.2,2237.63349929184,175.566500708164
2015-11-23,2409.2,2234.99706374157,174.202936258429
2015-11-24,2405,2232.38367388173,172.616326118267
2015-11-25,2430,2229.79217253333,200.207827466671
2015-11-26,2415,2227.22147387002,187.778526129979
2015-11-27,2318,2224.67057482333,93.329425176673
2015-11-30,2306,2222.13854994485,83.8614500551514
2015-12-01,2321.8,2219.62451236484,102.175487635156
2015-12-02,2448,2217.12760987844,230.872390121559
2015-12-03,2438.2,2214.64703251608,223.55296748392
2015-12-04,2378,2212.18206574155,165.817934258448
2015-12-07,2368,2209.73208742648,158.267912573519
2015-12-08,2337,2207.29654398491,129.70345601509
2015-12-09,2352,2204.87494725248,147.125052747519
2015-12-10,2329,2202.46686267907,126.533137320929
2015-12-11,2340,2200.07191653011,139.928083469885
2015-12-14,2413.8,2197.68978737473,216.110212625273
2015-12-15,2372.6,2195.3202116227,177.279788377296
2015-12-16,2374,2192.9630150151,181.036984984898
2015-12-17,2403.6,2190.61809657332,212.981903426676
2015-12-18,2430.2,2188.28543015213,241.914569847868
2015-12-21,2466.2,2185.96507764448,280.234922355524
2015-12-22,2465,2183.6572009411,281.342799058897
2015-12-23,2470.8,2181.36207777057,289.437922229434
2015-12-24,2458,2179.0801021572,278.9198978428
2015-12-25,2480.8,2176.81178776738,303.988212232624
2015-12-28,2379.8,2174.55776356171,205.242236438295
2015-12-29,2411,2172.31878415731,238.681215842691
2015-12-30,2404.6,2170.09568901021,234.504310989789
2015-12-31,2388.8,2167.88941623766,220.91058376234
2016-01-04,2254,2165.70100089152,88.2989991084789
2016-01-05,2261,2163.53156933919,97.4684306608097
2016-01-06,2288,2161.38228444741,126.617715552587
2016-01-07,2145.8,2159.25434937243,-13.4543493724336
2016-01-08,2194.2,2157.14901960905,37.0509803909497
2016-01-11,2109.6,2155.06754509079,-45.4675450907914
2016-01-12,2121.2,2153.0111910664,-31.8111910664005
2016-01-13,2098.8,2150.98120399021,-52.1812039902052
2016-01-14,2129,2148.97881716708,-19.9788171670798
2016-01-15,2079,2147.0052423323,-68.0052423322989
2016-01-18,2028,2145.06168296265,-117.061682962647
2016-01-19,2085,2143.14931442437,-58.1493144243674
2016-01-20,2039.2,2141.26926369504,-102.069263695042
2016-01-21,2000,2139.42263371568,-139.422633715676
2016-01-22,2029.6,2137.61048523591,-108.010485235913
2016-01-25,2025.8,2135.8338213737,-110.033821373696
2016-01-26,1925,2134.09360059986,-209.09360059986
2016-01-27,1927,2132.39073590161,-205.390735901613
2016-01-28,1899.4,2130.72605383527,-231.326053835271
2016-01-29,1955.4,2129.10029605691,-173.700296056908
2016-02-01,1925.8,2127.51410860178,-201.714108601777
2016-02-02,1960.6,2125.96806570426,-165.368065704264
2016-02-03,1940.2,2124.46265821829,-184.262658218293
2016-02-04,1968.8,2122.99830864129,-154.198308641288
2016-02-05,1950,2121.57536330397,-171.575363303971
2016-02-15,1937,2120.19410479765,-183.194104797645
2016-02-16,1988.6,2118.8547447912,-130.2547447912
2016-02-17,2000.8,2117.55741922852,-116.757419228515
2016-02-18,2006.8,2116.30221021134,-109.502210211337
2016-02-19,1973.6,2115.0891515787,-141.489151578701
2016-02-22,2017,2113.91823190581,-96.9182319058124
2016-02-23,1998.2,2112.78938128176,-114.589381281762
2016-02-24,2010.8,2111.70248973377,-100.902489733769
2016-02-25,1908.4,2110.65739992231,-202.257399922314
2016-02-26,1931.4,2109.65391279884,-178.253912798839
2016-02-29,1905.2,2108.69174570966,-203.491745709655
2016-03-01,1948,2107.77054231821,-159.770542318214
2016-03-02,2027.8,2106.88986217253,-79.0898621725283
2016-03-03,2027.8,2106.04919877797,-78.2491987779691
2016-03-04,2101,2105.24801294738,-4.24801294737902
2016-03-07,2105,2104.48573314845,0.514266851550627
2016-03-08,2100.8,2103.76178609298,-2.96178609297533
2016-03-09,2077.4,2103.07559870519,-25.6755987051926
2016-03-10,2045.8,2102.42659668516,-56.6265966851637
2016-03-11,2052.8,2101.81419511971,-49.0141951197137
2016-03-14,2067.4,2101.23778568841,-33.8377856884054
2016-03-15,2080.2,2100.69673981049,-20.4967398104881
2016-03-16,2105.4,2100.19041491779,5.20958508221323
2016-03-17,2130,2099.71815996982,30.2818400301756
2016-03-18,2120,2099.27932607941,20.720673920592
2016-03-21,2177,2098.87327687666,78.1267231233366
2016-03-22,2162.2,2098.49938455695,63.7006154430534
2016-03-23,2160.8,2098.15705360987,62.6429463901254
2016-03-24,2124,2097.84571485643,26.1542851435702
2016-03-25,2134.2,2097.56482501165,36.6351749883516
2016-03-28,2110.8,2097.31385160173,13.4861483982697
2016-03-29,2103,2097.09227729632,5.90772270367763
2016-03-30,2154.6,2096.89959033974,57.7004096602644
2016-03-31,2158.4,2096.73528141836,61.6647185816421
2016-04-01,2164.6,2096.59886506949,68.0011349305106
2016-04-05,2173,2096.48988132018,76.5101186798204
2016-04-06,2164.2,2096.40789830644,67.792101693564
2016-04-07,2140.8,2096.35251579051,44.4474842094919
2016-04-08,2124.2,2096.32336155711,27.8766384428937
2016-04-11,2145,2096.32008176381,48.6799182361946
2016-04-12,2143.8,2096.34233409116,47.4576659088372
2016-04-13,2169,2096.3897963422,72.6102036577983
2016-04-14,2178.2,2096.46216593691,81.7378340630901
2016-04-15,2181.8,2096.5591703095,85.2408296904976
2016-04-18,2149.8,2096.68057068128,53.1194293187192
2016-04-19,2155,2096.82616350866,58.1738364913364
2016-04-20,2123,2096.99576720553,26.0042327944666
2016-04-21,2136.4,2097.18922423244,39.2107757675585
2016-04-22,2147.8,2097.40638779918,50.3936122008244
2016-04-25,2136.8,2097.64712732354,39.1528726764606
2016-04-26,2141.4,2097.91133305415,43.4886669458521
2016-04-27,2131.6,2098.19891142371,33.4010885762861
2016-04-28,2124.6,2098.5097868415,26.0902131584955
2016-04-29,2124.6,2098.84389752341,25.7561024765861
2016-05-03,2155,2099.20119247003,55.7988075299731
2016-05-04,2149.2,2099.58163132843,49.6183686715666
2016-05-05,2146.2,2099.98519681072,46.2148031892829
2016-05-06,2091.2,2100.41189213917,-9.21189213916653
2016-05-09,2060.2,2100.86173963947,-40.6617396394691
2016-05-10,2064.4,2101.33475782944,-36.9347578294402
2016-05-11,2070.8,2101.83094841896,-31.0309484189616
2016-05-12,2076,2102.3502978506,-26.3502978506037
2016-05-13,2073.2,2102.89277973997,-29.6927797399749
2016-05-16,2077.8,2103.45835681054,-25.6583568105441
2016-05-17,2075.6,2104.04697951194,-28.4469795119425
2016-05-18,2068.8,2104.65858768774,-35.8585876877416
2016-05-19,2066.4,2105.29310942259,-38.8931094225912
2016-05-20,2061,2105.9504579787,-44.9504579786993
2016-05-23,2064.2,2106.63053054142,-42.430530541419
2016-05-24,2052.8,2107.33320571538,-54.5332057153767
2016-05-25,2057,2108.05834456611,-51.0583445661136
2016-05-26,2057.2,2108.80578561737,-51.6057856173671
2016-05-27,2062.2,2109.57534628739,-47.375346287387
2016-05-30,2075,2110.36682266267,-35.3668226626715
2016-05-31,2144,2111.1799912466,32.820008753404
2016-06-01,2126.4,2112.01461392345,14.3853860765482
2016-06-02,2126.6,2112.8704661439,13.7295338561029
2016-06-03,2142.8,2113.74732930493,29.0526706950684
2016-06-06,2129.8,2114.64499047888,15.1550095211241
2016-06-07,2132.6,2115.56324874716,17.0367512528356
2016-06-08,2127.4,2116.50190945572,10.8980905442755
2016-06-13,2060.6,2117.46078499279,-56.8607849927864
2016-06-14,2084,2118.43969225148,-34.4396922514783
2016-06-15,2092.6,2119.43842462083,-26.8384246208321
2016-06-16,2092.6,2120.45676125405,-27.8567612540488
2016-06-17,2103.4,2121.49447021034,-18.0944702103373
2016-06-20,2069,2122.55130803406,-53.5513080340562
2016-06-21,2068.8,2123.62702378997,-54.8270237899715
2016-06-22,2080,2124.72134440697,-44.7213444069737
2016-06-23,2074.2,2125.83397415063,-51.6339741506323
2016-06-24,2047,2126.96459880049,-79.9645988004919
2016-06-27,2072.6,2128.11288279272,-55.5128827927245
2016-06-28,2078.6,2129.27845750932,-50.6784575093207
2016-06-29,2099.8,2130.46093138553,-30.6609313855297
2016-06-30,2100.8,2131.65989190812,-30.8598919081183
2016-07-01,2105,2132.87491388986,-27.8749138898619
2016-07-04,2138.8,2134.10555938727,4.69444061272848
2016-07-05,2145.6,2135.35137893456,10.2486210654369
2016-07-06,2144.2,2136.61192500639,7.58807499361167
2016-07-07,2145.8,2137.88675431379,7.91324568621186
2016-07-08,2137.8,2139.17542670442,-1.37542670441722
2016-07-11,2146,2140.47750529691,5.5224947030891
2016-07-12,2193.4,2141.79255264139,51.6074473586089
2016-07-13,2192,2143.12013357073,48.879866429266
2016-07-14,2192.4,2144.45983425027,47.9401657497259
2016-07-15,2191.4,2145.81126105033,45.5887389496721
2016-07-18,2177.4,2147.17404015774,30.2259598422648
2016-07-19,2160,2148.5478166039,11.4521833961034
2016-07-20,2153.4,2149.93224791438,3.46775208561971
2016-07-21,2167.4,2151.32699634867,16.0730036513292
2016-07-22,2145.4,2152.73172559966,-7.33172559965722
2016-07-25,2148.4,2154.14610600415,-5.74610600414593
2016-07-26,2175.6,2155.56980486832,20.0301951316785
2016-07-27,2153,2157.00248712319,-4.00248712318882
2016-07-28,2159.8,2158.44382597936,1.35617402064079
2016-07-29,2152,2159.89349299303,-7.89349299302565
2016-08-01,2137.8,2161.35116028098,-23.5511602809796
2016-08-02,2139,2162.81649669712,-23.8164966971234
2016-08-03,2136.8,2164.28916136027,-27.4891613602654
2016-08-04,2136.6,2165.76880354444,-29.1688035444404
2016-08-05,2142.6,2167.25506116078,-24.6550611607841
2016-08-08,2152,2168.74756006321,-16.7475600632097
2016-08-09,2166.2,2170.2459159142,-4.0459159142024
2016-08-10,2167,2171.74973745351,-4.7497374535094
2016-08-11,2172.8,2173.25863174843,-0.458631748434468
2016-08-12,2214.8,2174.77220390294,40.0277960970622
2016-08-15,2280.2,2176.29005883141,103.909941168594
2016-08-16,2258.6,2177.8118179941,80.7881820059
2016-08-17,2251.8,2179.33714580347,72.4628541965292
2016-08-18,2245.8,2180.86574006656,64.9342599334408
2016-08-19,2243.8,2182.39732854364,61.4026714563616
2016-08-22,2233,2183.93166583619,49.0683341638086
2016-08-23,2235,2185.46853192709,49.5314680729097
2016-08-24,2225.2,2187.00772708209,38.1922729179063
2016-08-25,2212.2,2188.54907204127,23.6509279587289
2016-08-26,2211,2190.09240333184,20.9075966681578
2016-08-29,2205.2,2191.63756725737,13.5624327426307
2016-08-30,2219.2,2193.18441876378,26.0155812362211
2016-08-31,2226.2,2194.73281840316,31.4671815968414
2016-09-01,2211.6,2196.28263748139,15.3173625186087
2016-09-02,2218.8,2197.83376031163,20.9662396883744
2016-09-05,2220.6,2199.38607753859,21.2139224614062
2016-09-06,2230,2200.93948847363,29.0605115263707
2016-09-07,2234,2202.49390119705,31.5060988029529
2016-09-08,2230.6,2204.04923580161,26.5507641983923
2016-09-09,2224.8,2205.60542540343,19.1945745965716
2016-09-12,2187.6,2207.16241409364,-19.5624140936421
2016-09-13,2186,2208.72015389765,-22.72015389765
2016-09-14,2175,2210.27858875454,-35.2785887545362
2016-09-19,2187.2,2211.83765321179,-24.6376532117879
2016-09-20,2172.4,2213.39726723414,-40.9972672341394
2016-09-21,2176.6,2214.95734060211,-38.3573406021139
2016-09-22,2189.6,2216.51776614961,-26.9177661496097
2016-09-23,2184.4,2218.07842085514,-33.6784208551448
2016-09-26,2160.8,2219.63917057051,-58.839170570514
2016-09-27,2168.2,2221.19986722621,-52.9998672262085
2016-09-28,2163.8,2222.76033843097,-58.9603384309697
2016-09-29,2173.4,2224.32038988553,-50.9203898855288
2016-09-30,2175.4,2225.87980291878,-50.479802918781
2016-10-10,2199.6,2227.43833781118,-27.8383378111821
2016-10-11,2204,2228.99573397687,-24.9957339768659
2016-10-12,2198.2,2230.55171932272,-32.3517193227179
2016-10-13,2194.6,2232.10601142339,-37.5060114233874
2016-10-14,2206.2,2233.65831448063,-27.4583144806299
2016-10-17,2186.2,2235.20831719273,-49.0083171927267
2016-10-18,2220.6,2236.75569690779,-16.15569690779
2016-10-19,2217.4,2238.30011071586,-20.9001107158607
2016-10-20,2221.2,2239.84120902887,-18.6412090288684
2016-10-21,2224.2,2241.37863361948,-17.1786336194797
2016-10-24,2258.8,2242.91201855484,15.8879814451616
2016-10-25,2253.2,2244.44099080113,8.75900919887169
2016-10-26,2244.8,2245.96518389198,-1.16518389197968
2016-10-27,2241.8,2247.48423498166,-5.6842349816592
2016-10-28,2247.4,2248.99778074276,-1.59778074276241
2016-10-31,2242.8,2250.50545549829,-7.705455498289
2016-11-01,2253.8,2252.00689291075,1.79310708924962
2016-11-02,2240.6,2253.50172345755,-12.9017234575515
2016-11-03,2263,2254.98957835729,8.01042164270936
2016-11-04,2263.4,2256.47008349551,6.92991650448753
2016-11-07,2269,2257.94286806895,11.0571319310546
2016-11-08,2281,2259.40756413888,21.5924358611188
2016-11-09,2263.8,2260.86380833716,2.93619166283965
2016-11-10,2287,2262.31124622108,24.6887537789183
2016-11-11,2308.4,2263.74952456164,44.6504754383582
2016-11-14,2314.8,2265.17830033519,49.6216996648116
2016-11-15,2309,2266.59724897475,42.4027510252464
2016-11-16,2306.2,2268.00606642504,38.1939335749612
2016-11-17,2311.6,2269.40446615825,42.1955338417469
2016-11-18,2296.8,2270.79217743452,26.0078225654788
2016-11-21,2321.6,2272.16894695586,49.4310530441364
2016-11-22,2343,2273.5345321749,69.4654678250969
2016-11-23,2349.8,2274.88871097707,74.9112890229259
2016-11-24,2356,2276.23128996204,79.7687100379572
2016-11-25,2390.4,2277.56210669477,112.837893305229
2016-11-28,2403.4,2278.88103171342,124.518968286584
2016-11-29,2445,2280.18798219878,164.812017801215
2016-11-30,2419.4,2281.48292680278,137.917073197225
2016-12-01,2434.2,2282.765902304,151.434097696002
2016-12-02,2412.6,2284.03700249043,128.56299750957
2016-12-05,2370.2,2285.2963837468,84.9036162531989
2016-12-06,2366.6,2286.5442556006,80.0557443994008
2016-12-07,2370.6,2287.78086267509,82.8191373249082
2016-12-08,2377,2289.00648268536,87.9935173146415
2016-12-09,2407.6,2290.22142758057,117.378572419433
2016-12-12,2380.4,2291.42604568286,88.9739543171385
2016-12-13,2370.2,2292.62073383397,77.5792661660297
2016-12-14,2358.8,2293.80592565389,64.9940743461124
2016-12-15,2304,2294.98208683077,9.01791316922695
2016-12-16,2303.6,2296.14970991869,7.45029008131441
2016-12-19,2281.4,2297.30929119935,-15.9092911993546
2016-12-20,2266.8,2298.46133003416,-31.6613300341616
2016-12-21,2290.2,2299.6063192082,-9.40631920820074
2016-12-22,2278.6,2300.74473841908,-22.1447384190758
2016-12-23,2263,2301.87706347617,-38.8770634761742
2016-12-26,2283,2303.00376103515,-20.0037610351464
2016-12-27,2275,2304.12528168143,-29.1252816814317
2016-12-28,2268,2305.24206773171,-37.2420677317129
2016-12-29,2265.8,2306.35454946346,-40.5545494634648
2016-12-30,2273.4,2307.46314175977,-34.0631417597652
2017-01-03,2299,2308.5682427401,-9.56824274009655
2017-01-04,2313.6,2309.67023644359,3.92976355641311
2017-01-05,2312.8,2310.76950295425,2.03049704574957
2017-01-06,2303.8,2311.86642398051,-8.06642398051059
2017-01-09,2312.2,2312.96138207011,-0.761382070113337
2017-01-10,2307.4,2314.05475643646,-6.65475643646271
2017-01-11,2298.6,2315.14692597824,-16.5469259782428
2017-01-12,2290.8,2316.23826684333,-25.4382668433309
2017-01-13,2305,2317.32914833977,-12.3291483397686
2017-01-16,2325.2,2318.41992926044,6.7800707395602
2017-01-17,2325.6,2319.51096330186,6.08903669814492
2017-01-18,2345,2320.60260696313,24.3973930368653
2017-01-19,2334,2321.69521926036,12.3047807396393
2017-01-20,2349.8,2322.78916929452,27.0108307054825
2017-01-23,2346.8,2323.88483125289,22.9151687471076
2017-01-24,2351.2,2324.98259048796,26.2174095120406
2017-01-25,2358.8,2326.0828418244,32.7171581755987
2017-01-26,2365,2327.18599092413,37.8140090758712
2017-02-03,2342,2328.29245697301,13.7075430269914
2017-02-06,2341.8,2329.4026747877,12.3973252123045
2017-02-07,2333.8,2330.517084851,3.28291514900459
2017-02-08,2344,2331.63613277026,12.363867229737
2017-02-09,2351.2,2332.76026550988,18.4397344901192
2017-02-10,2363,2333.88993514496,29.1100648550354
2017-02-13,2371.8,2335.02560137288,36.7743986271159
2017-02-14,2368,2336.16773592391,31.8322640760898
2017-02-15,2366.6,2337.31682572938,29.2831742706151
2017-02-16,2368.2,2338.47337087883,29.7266291211665
2017-02-17,2355.2,2339.63788356626,15.5621164337363
2017-02-20,2393.2,2340.81088827347,52.3891117265275
2017-02-21,2388.6,2341.99291591501,46.6070840849856
2017-02-22,2391.6,2343.18451906099,48.4154809390092
2017-02-23,2380.8,2344.38626954702,36.413730452983
2017-02-24,2382.2,2345.5987592217,36.6012407782951
2017-02-27,2365.8,2346.82259498563,18.9774050143707
2017-02-28,2362.2,2348.05839886887,14.1416011311328
2017-03-01,2364,2349.30680074597,14.69319925403
2017-03-02,2347.2,2350.56843633706,-3.36843633705697
2017-03-03,2337.6,2351.84394743584,-14.2439474358408
2017-03-06,2341.8,2353.13397444367,-11.3339744436741
2017-03-07,2347.2,2354.439151874,-7.23915187400483
2017-03-08,2350.6,2355.76010955531,-5.16010955531145
2017-03-09,2335.6,2357.09747432365,-21.4974743236549
2017-03-10,2330.6,2358.45187088208,-27.8518708820771
2017-03-13,2353.4,2359.82391504754,-6.42391504753625
2017-03-14,2349,2361.21421112405,-12.2142111240531
2017-03-15,2350.2,2362.62336076031,-12.4233607603079
2017-03-16,2368.8,2364.05196055616,4.74803944383773
2017-03-17,2335,2365.50060197607,-30.5006019760662
2017-03-20,2340.2,2366.96987844713,-26.7698784471329
2017-03-21,2346.2,2368.46037078877,-22.2603707887748
2017-03-22,2331.8,2369.97264875483,-38.1726487548289
2017-03-23,2338.8,2371.50727289758,-32.7072728975798
2017-03-24,2364.8,2373.06478799029,-8.264787990286
2017-03-27,2356.6,2374.6457252863,-18.0457252862957
2017-03-28,2352.6,2376.25061262264,-23.6506126226373
2017-03-29,2356.4,2377.87997037699,-21.4799703769932
2017-03-30,2344.8,2379.5343091508,-34.7343091508047
2017-03-31,2357.6,2381.21413066656,-23.6141306665648
2017-04-05,2384.2,2382.91992228905,1.28007771094527
2017-04-06,2384,2384.65216162182,-0.652161621815006
2017-04-07,2382.4,2386.41132679759,-4.01132679758809
2017-04-10,2377.4,2388.19789567953,-10.7978956795309
2017-04-11,2374,2390.01234447268,-16.0123444726778
2017-04-12,2369.6,2391.85514491869,-22.2551449186938
2017-04-13,2367.4,2393.72676214025,-26.3267621402451
2017-04-14,2349.8,2395.62765206075,-45.8276520607499
2017-04-17,2352.8,2397.55825972113,-44.7582597211301
2017-04-18,2338,2399.51901121904,-61.5190112190382
2017-04-19,2321.8,2401.51031415086,-79.7103141508599
2017-04-20,2332.6,2403.53255068347,-70.9325506834743
2017-04-21,2339.8,2405.58607003478,-65.7860700347821
2017-04-24,2326,2407.67119210191,-81.6711921019071
2017-04-25,2334.8,2409.78820958876,-74.988209588758
2017-04-26,2334.8,2411.9373814396,-77.1373814396004
2017-04-27,2340.6,2414.1189356016,-73.5189356015974
2017-04-28,2336,2416.33306813647,-80.3330681364732
2017-05-02,2328.6,2418.57994471611,-89.9799447161077
2017-05-03,2323.6,2420.85969780601,-97.2596978060078
2017-05-04,2316.2,2423.17242267744,-106.972422677443
2017-05-05,2309.4,2425.51817439855,-116.118174398552
2017-05-08,2313.2,2427.8969638193,-114.696963819296
2017-05-09,2313.6,2430.30875379123,-116.708753791235
2017-05-10,2320.6,2432.75345975459,-112.153459754589
2017-05-11,2334,2435.230948907,-101.230948907003
