"GC00YDate","GC00YClose","GC00Y_hpft","GC00Y_hpfc"
2018-12-11,1248.4,1246.84564512415,1.55435487585429
2018-12-12,1250.6,1247.55245253744,3.04754746256316
2018-12-13,1246.3,1248.26584919228,-1.96584919227558
2018-12-14,1242.2,1248.98551897043,-6.78551897042612
2018-12-17,1249.7,1249.71114494103,-0.0111449410267528
2018-12-18,1253.3,1250.44240736836,2.8575926316376
2018-12-19,1246.7,1251.1789865121,-4.47898651210287
2018-12-20,1263.4,1251.92056381313,11.4794361868688
2018-12-21,1259.1,1252.6668188609,6.433181139097
2018-12-24,1272.5,1253.41743599001,19.0825640099903
2018-12-25,1272.5,1254.17210219425,18.3278978057461
2018-12-26,1269.8,1254.93051235541,14.869487644585
2018-12-27,1278.1,1255.69236893128,22.4076310687177
2018-12-28,1283.4,1256.45738052609,26.9426194739078
2018-12-31,1284.7,1257.2252650065,27.4747349935034
2019-01-02,1286.5,1257.99575137615,28.5042486238519
2019-01-03,1296.2,1258.76857999564,37.4314200043554
2019-01-04,1286.2,1259.5435030081,26.6564969919038
2019-01-07,1290.3,1260.32028802925,29.9797119707522
2019-01-08,1286.2,1261.09871369358,25.1012863064204
2019-01-09,1294.7,1261.87857102798,32.8214289720248
2019-01-10,1287.1,1262.65966143518,24.4403385648183
2019-01-11,1287.9,1263.441799885,24.4582001149978
2019-01-14,1291.8,1264.2248114499,27.5751885501034
2019-01-15,1289.4,1265.00853131236,24.3914686876417
2019-01-16,1293.5,1265.79280605336,27.707193946644
2019-01-17,1291.6,1266.57749233631,25.0225076636889
2019-01-18,1281.3,1267.36245827768,13.9375417223163
2019-01-21,1279.6,1268.14758233723,11.4524176627664
2019-01-22,1284.7,1268.93274873594,15.767251264061
2019-01-23,1281.9,1269.71784642875,12.1821535712522
2019-01-24,1286.1,1270.50277088816,15.5972291118446
2019-01-25,1308.7,1271.28742262227,37.4125773777316
2019-01-28,1308.7,1272.07170858646,36.6282914135373
2019-01-29,1316.7,1272.85555120097,43.8444487990324
2019-01-30,1325,1273.63888802668,51.361111973323
2019-01-31,1325.7,1274.42167474801,51.278325251985
2019-02-01,1322,1275.20388828003,46.7961117199748
2019-02-04,1316.5,1275.98552673415,40.5144732658523
2019-02-05,1319.3,1276.76660756546,42.5333924345449
2019-02-06,1310.5,1277.54716497607,32.9528350239273
2019-02-07,1313.8,1278.32725074972,35.4727492502796
2019-02-08,1318.2,1279.10693029149,39.0930697085054
2019-02-11,1311.6,1279.8862836695,31.7137163304996
2019-02-12,1314.2,1280.66540711135,33.5345928886537
2019-02-13,1309.3,1281.44440995382,27.8555900461848
2019-02-14,1315.6,1282.22341539554,33.3765846044581
2019-02-15,1325,1283.00255814954,41.9974418504571
2019-02-18,1329.7,1283.78198672537,45.918013274628
2019-02-19,1344.1,1284.56186699264,59.5381330073616
