"AG0Date","AG0Close","AG0_hpft","AG0_hpfc"
2012-08-06,5952,6366.17762872651,-414.177628726505
2012-08-07,5966,6376.12585269049,-410.125852690488
2012-08-08,5955,6386.02588328152,-431.025883281521
2012-08-09,6020,6395.87318904193,-375.873189041933
2012-08-10,5976,6405.66306034569,-429.663060345692
2012-08-13,5995,6415.39063219569,-420.390632195691
2012-08-14,5976,6425.05086198951,-449.05086198951
2012-08-15,5953,6434.63853335179,-481.638533351792
2012-08-16,5952,6444.14824428802,-492.148244288021
2012-08-17,6031,6453.57439371334,-422.57439371334
2012-08-20,6019,6462.91117710903,-443.911177109027
2012-08-21,6148,6472.1526152809,-324.152615280899
2012-08-22,6260,6481.29254553954,-221.292545539543
2012-08-23,6526,6490.32467120391,35.6753287960871
2012-08-24,6487,6499.24260412008,-12.242604120075
2012-08-27,6631,6508.03997088003,122.960029119973
2012-08-28,6566,6516.71039301577,49.2896069842256
2012-08-29,6620,6525.24754288585,94.752457114155
2012-08-30,6573,6533.64511322276,39.3548867772353
2012-08-31,6494,6541.89683592638,-47.8968359263781
2012-09-03,6820,6549.99645916419,270.003540835808
2012-09-04,6876,6557.93771130497,318.062288695026
2012-09-05,6879,6565.71443232598,313.285567674024
2012-09-06,7043,6573.32059367891,469.67940632109
2012-09-07,6874,6580.75029631498,293.249703685017
2012-09-10,7213,6587.99783533214,625.002164667861
2012-09-11,7188,6595.05762704574,592.942372954263
2012-09-12,7183,6601.92434612216,581.075653877836
2012-09-13,7056,6608.59291232617,447.407087673829
2012-09-14,7384,6615.05848561595,768.941514384045
2012-09-17,7352,6621.31641088943,730.683589110571
2012-09-18,7289,6627.36235089426,661.637649105742
2012-09-19,7435,6633.19227041326,801.807729586736
2012-09-20,7307,6638.80240772403,668.197592275967
2012-09-21,7409,6644.18933253841,764.810667461586
2012-09-24,7165,6649.34989077518,515.650109224819
2012-09-25,7159,6654.28124449438,504.718755505621
2012-09-26,7150,6658.98076890565,491.019231094352
2012-09-27,7234,6663.44604784905,570.55395215095
2012-09-28,7378,6667.67486813139,710.325131868608
2012-10-08,7107,6671.66525240446,435.334747595535
2012-10-09,7105,6675.41551693942,429.584483060581
2012-10-10,7078,6678.92415795723,399.075842042769
2012-10-11,7120,6682.18984925249,437.810150747507
2012-10-12,7081,6685.21142958094,395.788570419057
2012-10-15,6884,6687.9879186718,196.012081328202
2012-10-16,6868,6690.51849985719,177.481500142812
2012-10-17,6863,6692.8024374934,170.197562506602
2012-10-18,6883,6694.83906929944,188.160930700561
2012-10-19,6759,6696.62780334792,62.3721966520748
2012-10-22,6746,6698.1681254888,47.8318745111999
2012-10-23,6718,6699.45954735457,18.5404526454299
2012-10-24,6739,6700.50160035019,38.4983996498129
2012-10-25,6807,6701.29382354356,105.706176456441
2012-10-26,6680,6701.83577191707,-21.835771917069
2012-10-29,6721,6702.12704414715,18.872955852855
2012-10-30,6708,6702.16722988396,5.83277011604437
2012-10-31,6719,6701.95592658014,17.0440734198635
2012-11-01,6834,6701.49273409842,132.50726590158
2012-11-02,6752,6700.77725934687,51.2227406531331
2012-11-05,6520,6699.80916400749,-179.80916400749
2012-11-06,6567,6698.58813093458,-131.588130934576
2012-11-07,6754,6697.11376865736,56.8862313426436
2012-11-08,6681,6695.38563131154,-14.3856313115386
2012-11-09,6772,6693.40329654734,78.5967034526642
2012-11-12,6819,6691.16633606864,127.833663931364
2012-11-13,6732,6688.67435406771,43.3256459322905
2012-11-14,6816,6685.92700757905,130.072992420953
2012-11-15,6782,6682.9239715453,99.0760284546994
2012-11-16,6728,6679.66497467643,48.3350253235741
2012-11-19,6786,6676.14978663537,109.850213364634
2012-11-20,6882,6672.37819706652,209.621802933479
2012-11-21,6845,6668.35004102091,176.649958979094
2012-11-22,6884,6664.06524019929,219.934759800705
2012-11-23,6926,6659.52378932217,266.476210677826
2012-11-26,7036,6654.72577402215,381.274225977847
2012-11-27,7029,6649.67139008249,379.328609917509
2012-11-28,6967,6644.36099089023,322.639009109773
2012-11-29,6881,6638.79508663153,242.204913368468
2012-11-30,6978,6632.9743208575,345.025679142505
2012-12-03,6815,6626.89943723789,188.100562762109
2012-12-04,6716,6620.57132206249,95.428677937511
2012-12-05,6737,6613.99093937328,123.009060626716
2012-12-06,6640,6607.15929265962,32.8407073403792
2012-12-07,6689,6600.07743625761,88.922563742387
2012-12-10,6744,6592.74643807819,151.253561921806
2012-12-11,6711,6585.16740278941,125.832597210591
2012-12-12,6709,6577.34149758112,131.658502418883
2012-12-13,6601,6569.26994165806,31.7300583419417
2012-12-14,6583,6560.95400864652,22.0459913534746
2012-12-17,6780,6552.39498528912,227.605014710884
2012-12-18,6876,6543.59416744146,332.405832558545
2012-12-19,6709,6534.55294504159,174.447054958408
2012-12-20,6604,6525.27284543093,78.7271545690693
2012-12-21,6334,6515.75546806025,-181.75546806025
2012-12-24,6402,6506.0024449238,-104.0024449238
2012-12-25,6317,6496.01533288417,-179.015332884168
2012-12-26,6328,6485.79564581403,-157.795645814026
2012-12-27,6359,6475.34482358826,-116.344823588255
2012-12-28,6417,6464.66424085564,-47.6642408556415
2012-12-31,6427,6453.75522417215,-26.7552241721447
2013-01-04,6226,6442.61908039157,-216.619080391573
2013-01-07,6392,6431.25710530827,-39.2571053082719
2013-01-08,6371,6419.67050517452,-48.6705051745165
2013-01-09,6429,6407.86047001599,21.1395299840085
2013-01-10,6425,6395.82816973961,29.1718302603929
2013-01-11,6469,6383.57478299041,85.4252170095908
2013-01-14,6479,6371.10150047195,107.89849952805
2013-01-15,6545,6358.40954819901,186.590451800989
2013-01-16,6599,6345.5001967874,253.499803212604
2013-01-17,6580,6332.37479398226,247.625206017741
2013-01-18,6663,6319.03479231521,343.965207684795
2013-01-21,6651,6305.48174667555,345.51825332445
2013-01-22,6694,6291.71735413474,402.282645865262
2013-01-23,6686,6277.7434545874,408.2565454126
2013-01-24,6602,6263.56205421534,338.437945784656
2013-01-25,6573,6249.17532795755,323.824672042455
2013-01-28,6503,6234.58559064932,268.414409350682
2013-01-29,6516,6219.79529098195,296.204709018052
2013-01-30,6538,6204.80698859911,333.193011400895
2013-01-31,6666,6189.6233655832,476.376634416804
2013-02-01,6556,6174.24724174461,381.752758255389
2013-02-04,6607,6158.68163380985,448.31836619015
2013-02-05,6618,6142.92971630577,475.070283694232
2013-02-06,6597,6126.99484907632,470.005150923678
2013-02-07,6602,6110.88058834035,491.119411659648
2013-02-08,6552,6094.59068459792,457.409315402079
2013-02-18,6270,6078.1290913587,191.870908641301
2013-02-19,6275,6061.49995120591,213.500048794089
2013-02-20,6207,6044.70748603503,162.292513964967
2013-02-21,5992,6027.75600599415,-35.7560059941484
2013-02-22,6046,6010.64988831614,35.3501116838643
2013-02-25,6044,5993.39349545384,50.6065045461646
2013-02-26,6045,5975.99120447272,69.0087955272805
2013-02-27,6112,5958.44741335644,153.552586643558
2013-02-28,6080,5940.76654861431,139.233451385694
2013-03-01,5992,5922.95310022845,69.0468997715508
2013-03-04,6028,5905.01161573417,122.988384265826
2013-03-05,6089,5886.94667120801,202.053328791985
2013-03-06,6062,5868.76289356486,193.237106435137
2013-03-07,6074,5850.46499324073,223.535006759267
2013-03-08,6044,5832.0577605475,211.942239452499
2013-03-11,6090,5813.54607819814,276.45392180186
2013-03-12,6045,5794.93491651325,250.065083486749
2013-03-13,6085,5776.229360089,308.770639911004
2013-03-14,6014,5757.43459688805,256.565403111946
2013-03-15,6030,5738.55594250668,291.444057493319
2013-03-18,5979,5719.59881859476,259.401181405241
2013-03-19,6020,5700.56876727328,319.431232726722
2013-03-20,6019,5681.47143788959,337.528562110411
2013-03-21,6016,5662.31261183097,353.687388169031
2013-03-22,6044,5643.09821000536,400.90178999464
2013-03-25,5984,5623.83429952097,360.165700479028
2013-03-26,5971,5604.52711320252,366.47288679748
2013-03-27,5842,5585.1830327529,256.816967247099
2013-03-28,5932,5565.80859136005,366.191408639947
2013-03-29,5832,5546.41042836971,285.589571630292
2013-04-01,5737,5526.99533449651,210.004665503488
2013-04-02,5764,5507.57021850629,256.429781493712
2013-04-03,5547,5488.14207597238,58.8579240276245
2013-04-08,5627,5468.71800846584,158.281991534155
2013-04-09,5661,5449.30514188725,211.694858112749
2013-04-10,5765,5429.91066756459,335.089332435406
2013-04-11,5659,5410.54186433202,248.458135667984
2013-04-12,5672,5391.20614953607,280.793850463925
2013-04-15,5334,5371.91104322597,-37.9110432259678
2013-04-16,4853,5352.66418151976,-499.664181519758
2013-04-17,4764,5333.47318486463,-569.473184864635
2013-04-18,4710,5314.3454671667,-604.345467166699
2013-04-19,4788,5295.28820693476,-507.28820693476
2013-04-22,4735,5276.30833286543,-541.30833286543
2013-04-23,4587,5257.41256396279,-670.412563962794
2013-04-24,4690,5238.60739547595,-548.607395475947
2013-04-25,4693,5219.89904553226,-526.899045532265
2013-04-26,4885,5201.29350548702,-316.293505487017
2013-05-02,4742,5182.79654889645,-440.796548896454
2013-05-03,4854,5164.41381857367,-310.413818573671
2013-05-06,4845,5146.15077512479,-301.150775124788
2013-05-07,4802,5128.01275084256,-326.012750842558
2013-05-08,4882,5110.0049535367,-228.004953536704
2013-05-09,4928,5092.13245625619,-164.132456256187
2013-05-10,4919,5074.40023780155,-155.400237801546
2013-05-13,4846,5056.81320912813,-210.813209128133
2013-05-14,4851,5039.37621695487,-188.376216954873
2013-05-15,4701,5022.09402085916,-321.094020859158
2013-05-16,4656,5004.97130255098,-348.971302550981
2013-05-17,4632,4988.01261101279,-356.012611012795
2013-05-20,4422,4971.22235097676,-549.222350976757
2013-05-21,4664,4954.60478001326,-290.604780013263
2013-05-22,4650,4938.16392866694,-288.163928666942
2013-05-23,4579,4921.90370735753,-342.903707357532
2013-05-24,4603,4905.82790738974,-302.827907389741
2013-05-27,4644,4889.94017832536,-245.940178325362
2013-05-28,4611,4874.24404454959,-263.244044549589
2013-05-29,4544,4858.74292878517,-314.742928785168
2013-05-30,4633,4843.44014494143,-210.440144941429
2013-05-31,4668,4828.33887682521,-160.338876825212
2013-06-03,4601,4813.44222125547,-212.442221255465
2013-06-04,4625,4798.75320877397,-173.753208773967
2013-06-05,4627,4784.27478210665,-157.274782106651
2013-06-06,4582,4770.00981215765,-188.00981215765
2013-06-07,4633,4755.96110482003,-122.961104820034
2013-06-13,4493,4742.13138827101,-249.131388271006
2013-06-14,4465,4728.52333986024,-263.523339860238
2013-06-17,4492,4715.13953395702,-223.139533957016
2013-06-18,4473,4701.98243600033,-228.982436000335
2013-06-19,4464,4689.0544191922,-225.054419192202
2013-06-20,4293,4676.35776208309,-383.357762083094
2013-06-21,4082,4663.89465019414,-581.894650194137
2013-06-24,3998,4651.66711058288,-653.66711058288
2013-06-25,4022,4639.67692977411,-617.676929774114
2013-06-26,3856,4627.92562409334,-771.92562409334
2013-06-27,3838,4616.41445454305,-778.414454543053
2013-06-28,3839,4605.14436304302,-766.144363043025
2013-07-01,4034,4594.11596974751,-560.115969747509
2013-07-02,4038,4583.32957811714,-545.329578117142
2013-07-03,4006,4572.78526008411,-566.785260084105
2013-07-04,4008,4562.48286216287,-554.482862162872
2013-07-05,3918,4552.42199658109,-634.421996581094
2013-07-08,3826,4542.60204636614,-716.60204636614
2013-07-09,3940,4533.02213230043,-593.022132300431
2013-07-10,3904,4523.68107895236,-619.68107895236
2013-07-11,4076,4514.57746575865,-438.577465758649
2013-07-12,4031,4505.70961600482,-474.709616004822
2013-07-15,4050,4497.07567168548,-447.075671685477
2013-07-16,4044,4488.67357857031,-444.673578570315
2013-07-17,4049,4480.50109762553,-431.501097625532
2013-07-18,3939,4472.55580600719,-533.555806007187
2013-07-19,3942,4464.83510250564,-522.835102505639
2013-07-22,4052,4457.33616536138,-405.336165361384
2013-07-23,4088,4450.05595669566,-362.055956695663
2013-07-24,4100,4442.99127108015,-342.991271080153
2013-07-25,4059,4436.13875342727,-377.138753427274
2013-07-26,4056,4429.49490687026,-373.49490687026
2013-07-29,3960,4423.05607864834,-463.056078648345
2013-07-30,3951,4416.8184616135,-465.8184616135
2013-07-31,3990,4410.77805720847,-420.778057208471
2013-08-01,3941,4404.93067432517,-463.930674325169
2013-08-02,3887,4399.27194792379,-512.271947923793
2013-08-05,3991,4393.79732119308,-402.797321193084
2013-08-06,3945,4388.50202556989,-443.502025569888
2013-08-07,3918,4383.38112599049,-465.381125990494
2013-08-08,3972,4378.42950406544,-406.429504065439
2013-08-09,4046,4373.64184903532,-327.641849035316
2013-08-12,4259,4369.01268213936,-110.012682139362
2013-08-13,4355,4364.53638918253,-9.53638918253112
2013-08-14,4308,4360.20731049508,-52.2073104950763
2013-08-15,4431,4356.01978246537,74.9802175346339
2013-08-16,4628,4351.96811990141,276.031880098595
2013-08-19,4650,4348.04666860476,301.953331395239
2013-08-20,4533,4344.24988847786,188.750111522135
2013-08-21,4597,4340.57236423804,256.427635761962
2013-08-22,4592,4337.00875862464,254.991241375358
2013-08-23,4645,4333.55384037373,311.446159626272
2013-08-26,4904,4330.20248362464,573.797516375362
2013-08-27,4914,4326.9496912559,587.050308744104
2013-08-28,5062,4323.79070333084,738.209296669159
2013-08-29,4848,4320.72100257611,527.278997423894
2013-08-30,4760,4317.73637686402,442.263623135984
2013-09-02,4903,4314.8328320227,588.167167977305
2013-09-03,4882,4312.00655669464,569.99344330536
2013-09-04,4847,4309.25398264691,537.746017353085
2013-09-05,4717,4306.57177725891,410.428222741086
2013-09-06,4719,4303.95683019263,415.043169807367
2013-09-09,4821,4301.4062007646,519.593799235402
2013-09-10,4738,4298.91711985344,439.082880146556
2013-09-11,4684,4296.48703311689,387.51296688311
2013-09-12,4606,4294.11356771205,311.88643228795
2013-09-13,4415,4291.7945109782,123.205489021801
2013-09-16,4414,4289.52777917607,124.47222082393
2013-09-17,4455,4287.31133949433,167.688660505669
2013-09-18,4419,4285.14321057371,133.85678942629
2013-09-23,4396,4283.02148037051,112.978519629488
2013-09-24,4392,4280.94429217223,111.055707827768
2013-09-25,4409,4278.90983596686,130.090164033137
2013-09-26,4398,4276.91634764862,121.083652351376
2013-09-27,4362,4274.96211688572,87.0378831142752
2013-09-30,4400,4273.04548339742,126.954516602582
2013-10-08,4532,4271.16482288105,260.835177118952
2013-10-09,4516,4269.31856351168,246.68143648832
2013-10-10,4437,4267.50524128322,169.49475871678
2013-10-11,4367,4265.72349415781,101.276505842192
2013-10-14,4331,4263.97203015985,67.0279698401488
2013-10-15,4279,4262.24959917737,16.7504008226297
2013-10-16,4329,4260.55497880513,68.4450211948746
2013-10-17,4281,4258.88695356177,22.1130464382326
2013-10-18,4430,4257.24433625836,172.755663741644
2013-10-21,4496,4255.62594884662,240.37405115338
2013-10-22,4477,4254.03068468856,222.969315311439
2013-10-23,4578,4252.45753650711,325.542463492894
2013-10-24,4584,4250.90558919177,333.094410808231
2013-10-25,4512,4249.37406219819,262.625937801814
2013-10-28,4517,4247.86231266984,269.137687330164
2013-10-29,4534,4246.36980630927,287.630193690725
2013-10-30,4563,4244.89612006965,318.103879930353
2013-10-31,4483,4243.44094979888,239.559050201122
2013-11-01,4412,4242.0041228363,169.995877163699
2013-11-04,4375,4240.58556554527,134.414434454733
2013-11-05,4374,4239.18527455861,134.814725441392
2013-11-06,4387,4237.80330207067,149.196697929325
2013-11-07,4416,4236.43975600281,179.560243997193
2013-11-08,4385,4235.09480594823,149.905194051775
2013-11-11,4325,4233.76869572323,91.2313042767655
2013-11-12,4300,4232.46173110883,67.5382688911745
2013-11-13,4233,4231.17425559736,1.8257444026395
2013-11-14,4257,4229.90664059888,27.0933594011161
2013-11-15,4242,4228.65925827797,13.3407417220337
2013-11-18,4244,4227.43249199866,16.5675080013436
2013-11-19,4184,4226.22673063947,-42.2267306394666
2013-11-20,4227,4225.04236992718,1.95763007281675
2013-11-21,4146,4223.87978813385,-77.8797881338476
2013-11-22,4146,4222.73936434066,-76.7393643406588
2013-11-25,4098,4221.62144543644,-123.621445436444
2013-11-26,4169,4220.52634658907,-51.5263465890689
2013-11-27,4169,4219.45433186636,-50.4543318663592
2013-11-28,4150,4218.40564403708,-68.405644037077
2013-11-29,4147,4217.38050501426,-70.3805050142642
2013-12-02,4170,4216.37910843479,-46.3791084347936
2013-12-03,4078,4215.40161884307,-137.401618843065
2013-12-04,4063,4214.44818161225,-151.448181612248
2013-12-05,4114,4213.51888531924,-99.5188853192396
2013-12-06,4122,4212.61375593827,-90.6137559382653
2013-12-09,4152,4211.73277830648,-59.7327783064821
2013-12-10,4232,4210.87589980495,21.124100195046
2013-12-11,4276,4210.04304312367,65.9569568763338
2013-12-12,4281,4209.23413968439,71.7658603156049
2013-12-13,4102,4208.44914817286,-106.449148172857
2013-12-16,4116,4207.68805693999,-91.6880569399855
2013-12-17,4219,4206.95081033486,12.0491896651402
2013-12-18,4205,4206.23731480636,-1.23731480636389
2013-12-19,4138,4205.54748178413,-67.5474817841263
2013-12-20,4059,4204.88122218621,-145.881222186209
2013-12-23,4101,4204.23841900933,-103.238419009325
2013-12-24,4076,4203.61889494873,-127.618894948734
2013-12-25,4102,4203.02243002507,-101.022430025072
2013-12-26,4099,4202.44875150658,-103.448751506576
2013-12-27,4196,4201.89754490274,-5.89754490273839
2013-12-30,4159,4201.36845296153,-42.3684529615345
2013-12-31,4099,4200.86111599314,-101.861115993135
2014-01-02,4213,4200.37515679426,12.6248432057424
2014-01-03,4213,4199.91015605638,13.0898439436172
2014-01-06,4194,4199.46569968961,-5.46569968961408
2014-01-07,4193,4199.04137901481,-6.04137901481074
2014-01-08,4088,4198.63678309354,-110.63678309354
2014-01-09,4050,4198.25149849013,-148.251498490129
2014-01-10,4084,4197.88506603614,-113.885066036136
2014-01-13,4144,4197.53696528188,-53.5369652818814
2014-01-14,4178,4197.20662870214,-19.2066287021443
2014-01-15,4142,4196.8934666417,-54.8934666417028
2014-01-16,4139,4196.5968815061,-57.5968815060983
2014-01-17,4143,4196.31625301011,-53.3162530101148
2014-01-20,4178,4196.05093706029,-18.0509370602893
2014-01-21,4152,4195.80026752437,-43.8002675243678
2014-01-22,4090,4195.56357080855,-105.563570808551
2014-01-23,4073,4195.34015521381,-122.340155213814
2014-01-24,4124,4195.12928540535,-71.1292854053535
2014-01-27,4102,4194.93017547788,-92.9301754778787
2014-01-28,4102,4194.74201012413,-92.7420101241342
2014-01-29,4085,4194.56393562323,-109.563935623232
2014-01-30,4061,4194.39505991849,-133.395059918492
2014-02-07,4096,4194.23444566388,-98.234445663884
2014-02-10,4149,4194.08110037326,-45.0811003732635
2014-02-11,4133,4193.9339909543,-60.9339909542962
2014-02-12,4135,4193.79206567991,-58.7920656799074
2014-02-13,4136,4193.65424763539,-57.6542476353945
2014-02-14,4249,4193.51943560377,55.4805643962293
2014-02-17,4440,4193.3865045361,246.613495463902
2014-02-18,4412,4193.25435231687,218.745647683129
2014-02-19,4432,4193.12197877069,238.878021229308
2014-02-20,4388,4192.98847414282,195.011525857183
2014-02-21,4394,4192.85302742107,201.146972578932
2014-02-24,4408,4192.71490820319,215.285091796808
2014-02-25,4409,4192.57346923301,216.426530766994
2014-02-26,4441,4192.42815224452,248.57184775548
2014-02-27,4283,4192.27848843377,90.7215115662305
2014-02-28,4282,4192.12411174641,89.8758882535921
2014-03-03,4334,4191.96469362872,142.035306371283
2014-03-04,4288,4191.79994267804,96.2000573219608
2014-03-05,4287,4191.62962620341,95.3703737965928
2014-03-06,4282,4191.4535512791,90.5464487209019
2014-03-07,4332,4191.27156440165,140.728435598351
2014-03-10,4165,4191.08354949588,-26.083549495883
2014-03-11,4194,4190.88944865808,3.11055134191731
2014-03-12,4234,4190.68919320263,43.3108067973694
2014-03-13,4275,4190.4827157297,84.5172842702984
2014-03-14,4269,4190.26996674241,78.7300332575875
2014-03-17,4306,4190.05093167993,115.94906832007
2014-03-18,4244,4189.82562852524,54.1743714747612
2014-03-19,4211,4189.59412319002,21.4058768099775
2014-03-20,4192,4189.35650397946,2.64349602053767
2014-03-21,4170,4189.11286804708,-19.1128680470771
2014-03-24,4152,4188.86331363908,-36.8633136390756
2014-03-25,4141,4188.60793110121,-47.6079311012133
2014-03-26,4164,4188.34679554139,-24.3467955413914
2014-03-27,4128,4188.07996238834,-60.0799623883395
2014-03-28,4139,4187.80747700679,-48.8074770067909
2014-03-31,4128,4187.52935992684,-59.5293599268412
2014-04-01,4117,4187.24561150354,-70.2456115035354
2014-04-02,4125,4186.95620748488,-61.956207484876
2014-04-03,4139,4186.66109458214,-47.6610945821447
2014-04-04,4121,4186.36019389643,-65.3601938964256
2014-04-08,4164,4186.05340682762,-22.0534068276251
2014-04-09,4155,4185.74060775837,-30.7406077583698
2014-04-10,4157,4185.42166195531,-28.4216619553099
2014-04-11,4148,4185.09642197814,-37.0964219781359
2014-04-14,4166,4184.76472863819,-18.7647286381892
2014-04-15,4109,4184.42640741264,-75.4264074126391
2014-04-16,4064,4184.08127602206,-120.081276022056
2014-04-17,4057,4183.72912100868,-126.729121008675
2014-04-18,4051,4183.36967927817,-132.369679278169
2014-04-21,3990,4183.00263535138,-193.002635351382
2014-04-22,4011,4182.62761903285,-171.627619032853
2014-04-23,4017,4182.24418034759,-165.244180347594
2014-04-24,4028,4181.85179837665,-153.851798376653
2014-04-25,4070,4181.44988389581,-111.449883895805
2014-04-28,4104,4181.03778408464,-77.0377840846403
2014-04-29,4076,4180.61480005388,-104.614800053877
2014-04-30,4065,4180.1802010699,-115.180201069904
2014-05-05,4096,4179.73321315556,-83.7332131555626
2014-05-06,4097,4179.27301472281,-82.273014722807
2014-05-07,4102,4178.79874957166,-76.7987495716587
2014-05-08,4055,4178.30952749382,-123.309527493815
2014-05-09,4056,4177.80442653545,-121.80442653545
2014-05-12,4080,4177.28247377147,-97.2824737714715
2014-05-13,4094,4176.74264592779,-82.7426459277898
2014-05-14,4116,4176.18387951767,-60.1838795176733
2014-05-15,4136,4175.60507685188,-39.6050768518749
2014-05-16,4086,4175.00511536358,-89.0051153635806
2014-05-19,4116,4174.38285611478,-58.3828561147842
2014-05-20,4092,4173.73712337638,-81.7371233763814
2014-05-21,4113,4173.06671728611,-60.0667172861075
2014-05-22,4131,4172.37040419483,-41.3704041948332
2014-05-23,4128,4171.64692562441,-43.6469256244105
2014-05-26,4121,4170.89500599567,-49.8950059956703
2014-05-27,4086,4170.11335168764,-84.1133516876365
2014-05-28,4066,4169.30064845474,-103.300648454742
2014-05-29,4021,4168.4555472823,-147.455547282305
2014-05-30,4055,4167.57665645531,-112.576656455315
2014-06-03,4038,4166.66252330658,-128.662523306579
2014-06-04,4036,4165.71164863437,-129.711648634372
2014-06-05,4041,4164.72248005275,-123.72248005275
2014-06-06,4070,4163.69341155854,-93.6934115585435
2014-06-09,4057,4162.62278600633,-105.622786006335
2014-06-10,4053,4161.50890752196,-108.508907521961
2014-06-11,4074,4160.35003657076,-86.3500365707558
2014-06-12,4058,4159.14438876501,-101.144388765014
2014-06-13,4121,4157.89014402334,-36.8901440233399
2014-06-16,4156,4156.58544045528,-0.585440455281283
2014-06-17,4118,4155.22840092161,-37.2284009216128
2014-06-18,4125,4153.8171480409,-28.8171480408977
2014-06-19,4164,4152.34978904309,11.6502109569067
2014-06-20,4335,4150.8244192464,184.175580753599
2014-06-23,4357,4149.23913878461,207.760861215394
2014-06-24,4360,4147.59212392239,212.407876077611
2014-06-25,4339,4145.88163680425,193.118363195753
2014-06-26,4335,4144.10602737573,190.893972624272
2014-06-27,4346,4142.26372540958,203.736274590422
2014-06-30,4319,4140.35323958672,178.646760413284
2014-07-01,4332,4138.37316280413,193.626837195868
2014-07-02,4342,4136.32216180431,205.677838195687
2014-07-03,4328,4134.19898336729,193.801016632711
2014-07-04,4353,4132.00245929206,220.99754070794
2014-07-07,4286,4129.73150148724,156.268498512763
2014-07-08,4310,4127.38511321286,182.614886787143
2014-07-09,4323,4124.96236232414,198.03763767586
2014-07-10,4334,4122.46239216166,211.537607838344
2014-07-11,4421,4119.88442792724,301.115572072757
2014-07-14,4353,4117.22778226358,235.772217736416
2014-07-15,4327,4114.49189228254,212.508107717463
2014-07-16,4298,4111.67629255452,186.323707445484
2014-07-17,4312,4108.7806054926,203.219394507401
2014-07-18,4337,4105.80453052839,231.195469471605
2014-07-21,4335,4102.74785109609,232.252148903908
2014-07-22,4328,4099.61044619697,228.389553803025
2014-07-23,4341,4096.39229083607,244.607709163933
2014-07-24,4321,4093.09345442526,227.90654557474
2014-07-25,4270,4089.71410748751,180.285892512494
2014-07-28,4296,4086.2545147533,209.745485246701
2014-07-29,4292,4082.71501547594,209.284984524062
2014-07-30,4289,4079.09603560923,209.903964390773
