"UK_10yryDate","UK_10yryClose","UK_10yry_hpft","UK_10yry_hpfc"
2023-03-03,3.873,3.5993866509118,0.260613349088196
2023-03-02,3.8812,3.59787686325038,0.24632313674962
2023-03-01,3.8512,3.59642019422919,0.229646472437481
2023-02-28,3.86,3.59501621428073,0.212917119052607
2023-02-27,3.8442,3.59366458876429,0.196135411235706
2023-02-26,3.82606666666667,3.59236507105043,0.148934928949565
2023-02-25,3.80793333333333,3.5911174955841,0.144282504415903
2023-02-24,3.7898,3.58992175837415,0.124778241625854
2023-02-23,3.7413,3.58877781506987,-0.0260778150698722
2023-02-22,3.7354,3.58768567289891,-0.00171900623224122
2023-02-21,3.7147,3.58664532830934,0.0225880050239931
2023-02-20,3.5627,3.58565677703879,0.0468432229612101
2023-02-19,3.58596666666667,3.58472002416182,0.0271799758381768
2023-02-18,3.60923333333333,3.58383509411598,0.000564905884024598
2023-02-17,3.6325,3.58300202257415,-0.00460202257415113
2023-02-16,3.6119,3.58222084544247,-0.0597208454424697
2023-02-15,3.5844,3.58149159672498,-0.0582915967249831
2023-02-14,3.5784,3.58081428573941,-0.0569142857394103
2023-02-13,3.5225,3.58018889770819,-0.0555888977081907
2023-02-12,3.5232,3.5796153943276,-0.150415394327595
2023-02-11,3.5239,3.57909371431554,-0.141493714315542
2023-02-10,3.5246,3.57862373421454,-0.156123734214537
2023-02-09,3.4292,3.57820527207916,-0.224005272079162
2023-02-08,3.4376,3.5778380814287,-0.281204748095371
2023-02-07,3.4225,3.57752182318773,-0.338455156521064
2023-02-06,3.3542,3.57725604204211,-0.395756042042113
2023-02-05,3.29663333333333,3.57704014277382,-0.439440142773823
2023-02-04,3.23906666666667,3.57687336657533,-0.136873366575334
2023-02-03,3.1815,3.57675477299212,-0.116954772992116
2023-02-02,3.1376,3.57668336499187,-0.118683364991869
2023-02-01,3.44,3.57665809719776,-0.119424763864427
2023-01-31,3.4598,3.576677875174,-0.120211208507337
2023-01-30,3.458,3.57674155511943,-0.121041555119426
2023-01-29,3.45723333333333,3.57684794354242,-0.142247943542419
2023-01-28,3.45646666666667,3.57699579691771,-0.186795796917715
2023-01-27,3.4557,3.57718381292039,-0.192383812920389
2023-01-26,3.4346,3.57741061201167,-0.13441061201167
2023-01-25,3.3902,3.57767473512914,-0.136441401795806
2023-01-24,3.3848,3.57797466765019,-0.138508000983528
2023-01-23,3.443,3.57830883855309,-0.140608838553089
2023-01-22,3.44123333333333,3.57867561956228,-0.158675619562285
2023-01-21,3.43946666666667,3.57907332428036,-0.164573324280363
2023-01-20,3.4377,3.57950020071956,-0.126500200719558
2023-01-19,3.42,3.57995442886432,-0.112054428864321
2023-01-18,3.4145,3.58043413640886,-0.113834136408864
2023-01-17,3.453,3.58093740472868,-0.115637404728675
2023-01-16,3.4679,3.5814622681448,-0.117462268144804
2023-01-15,3.4666,3.5820067131784,-0.1160067131784
2023-01-14,3.4653,3.58256867779647,0.112131322203526
2023-01-13,3.464,3.58314605201352,0.0842539479864843
2023-01-12,3.466,3.58373677219454,0.0836632278054558
2023-01-11,3.6947,3.58433880953183,0.0569945238014999
2023-01-10,3.6674,3.58495016980064,0.0303164968660271
2023-01-09,3.6674,3.58556888233549,0.00363111766451207
2023-01-08,3.64133333333333,3.5861929890025,0.0890070109975018
2023-01-07,3.61526666666667,3.58682053316877,0.0633794668312348
2023-01-06,3.5892,3.5874495949933,0.198150405006696
2023-01-05,3.6752,3.58807828083364,0.200921719166356
2023-01-04,3.6502,3.58870477895472,0.203695221045281
2023-01-03,3.7856,3.58932736067444,0.206472639325558
2023-01-02,3.789,3.58994438151013,0.209255618489874
2023-01-01,3.7924,3.59055428232657,0.237245717673426
2022-12-31,3.7958,3.59115559048644,0.22834440951356
2022-12-30,3.7992,3.59174693142025,0.218453068579753
2022-12-29,3.8278,3.59232702494686,0.208572975053144
2022-12-28,3.8195,3.5928946811849,0.198705318815096
2022-12-27,3.8102,3.59344879646867,0.18885120353133
2022-12-26,3.8009,3.5939883492692,0.179011650730796
2022-12-25,3.7916,3.59451239612111,0.149087603878892
2022-12-24,3.7823,3.59502006755518,0.0741799324448199
2022-12-23,3.773,3.595510555729,0.109589444270998
2022-12-22,3.7436,3.59598308346322,-0.0133830834632185
2022-12-21,3.6692,3.59643691887833,-0.0565702522116603
2022-12-20,3.7051,3.59687132456273,-0.0997379912293944
2022-12-19,3.5826,3.59728553972103,-0.14288553972103
2022-12-18,3.53986666666667,3.59767876233012,-0.20947876233012
2022-12-17,3.49713333333333,3.59805013130379,-0.178250131303785
2022-12-16,3.4544,3.59839869896576,-0.232098698965759
2022-12-15,3.3882,3.59872344395822,-0.232423443958225
2022-12-14,3.4198,3.59902324898315,-0.235923248983155
2022-12-13,3.3663,3.59929690066806,-0.239396900668061
2022-12-12,3.3663,3.5995430881192,-0.242843088119198
2022-12-11,3.3631,3.59976040148579,-0.301460401485786
2022-12-10,3.3599,3.59994733053555,-0.382047330535547
2022-12-09,3.3567,3.60010224042449,-0.34300224042449
2022-12-08,3.2983,3.60022333838572,-0.268723338385721
2022-12-07,3.2179,3.60030868986894,-0.269208689868938
2022-12-06,3.2571,3.60035624924436,-0.269656249244357
2022-12-05,3.3315,3.60036385960224,-0.27006385960224
2022-12-04,3.3311,3.60032925256781,-0.342029252567805
2022-12-03,3.3307,3.60025004813274,-0.233050048132742
2022-12-02,3.3303,3.60012372490753,-0.307823724907535
2022-12-01,3.2583,3.59994766516918,-0.347947665169176
2022-11-30,3.3672,3.5997191239528,-0.343585790619471
2022-11-29,3.2923,3.59943521246581,-0.33916854579914
2022-11-28,3.252,3.59909289989108,-0.334692899891077
2022-11-27,3.25613333333333,3.59868901521294,-0.425589015212936
2022-11-26,3.26026666666667,3.59822024906716,-0.453320249067165
2022-11-25,3.2644,3.59768311616801,-0.327283116168014
2022-11-24,3.1731,3.59707394384546,-0.292073943845463
2022-11-23,3.1449,3.59638892414376,-0.27338892414376
2022-11-22,3.2704,3.59562412837557,-0.254624128375566
2022-11-21,3.305,3.59477551484548,-0.235775514845481
2022-11-20,3.323,3.59383893660684,-0.271338936606843
2022-11-19,3.341,3.59281014925283,-0.321210149252831
2022-11-18,3.359,3.59168479621596,-0.162184796215959
2022-11-17,3.3225,3.59045838815349,-0.120058388153493
2022-11-16,3.2716,3.58912636868199,-0.118193035348654
2022-11-15,3.4295,3.58768413179075,-0.116217465124086
2022-11-14,3.4704,3.58612702261255,-0.114127022612548
2022-11-13,3.47093333333333,3.58445033824096,-0.194450338240964
2022-11-12,3.47146666666667,3.58264932859372,-0.023949328593724
2022-11-11,3.472,3.58071916321062,0.0804808367893813
2022-11-10,3.39,3.5786550017319,0.147944998268104
2022-11-09,3.5587,3.57645203706521,0.126014629601453
2022-11-08,3.6612,3.57410552327262,0.10422781006071
2022-11-07,3.7266,3.57161076650627,0.0825892334937319
2022-11-06,3.70246666666667,3.56896311600117,0.0502368839988318
2022-11-05,3.67833333333333,3.56615795513132,-0.00445795513132098
2022-11-04,3.6542,3.56319068803713,0.0463093119628694
2022-11-03,3.6192,3.56005671701599,0.13514328298401
2022-11-02,3.5617,3.55675146350759,0.105815203159078
2022-11-01,3.6095,3.55327040481494,0.076662928518394
2022-10-31,3.6952,3.54960906198008,0.047690938019922
2022-10-30,3.66256666666667,3.54576298773489,0.0784370122651149
2022-10-29,3.62993333333333,3.54172775452483,0.192772245475169
2022-10-28,3.5973,3.53749896721756,0.246401032782442
2022-10-27,3.6242,3.5330723103657,0.3320276896343
2022-10-26,3.7345,3.52844357037371,0.434023096292955
2022-10-25,3.7839,3.52360867089337,0.536224662439966
2022-10-24,3.8651,3.51856371498332,0.638636285016677
2022-10-23,3.96246666666667,3.51330502735708,0.446094972642918
2022-10-22,4.05983333333333,3.50782919671344,0.456770803286563
2022-10-21,4.1572,3.50213299614979,0.573367003850208
2022-10-20,3.9594,3.4962133875742,0.636286612425803
2022-10-19,3.9646,3.49006756990094,0.747132430099063
2022-10-18,4.0755,3.48369300506031,0.858206994939686
2022-10-17,4.1325,3.47708746381699,0.969512536183011
2022-10-16,4.2372,3.47024907168341,0.909750928316588
2022-10-15,4.3419,3.46317635492983,1.16572364507017
2022-10-14,4.4466,3.45586821588077,1.18743178411923
2022-10-13,4.38,3.44832403872463,1.20107596127537
2022-10-12,4.6289,3.4405436984857,1.12518963484764
2022-10-11,4.6433,3.43252756666529,1.04953910000138
2022-10-10,4.6494,3.42427647987252,0.974123520127484
2022-10-09,4.56573333333333,3.41579170855387,0.912808291446129
2022-10-08,4.48206666666667,3.40707492581947,0.762925074180529
2022-10-07,4.3984,3.39812818209716,0.619871817902844
2022-10-06,4.3286,3.38895384317785,0.659046156822154
2022-10-05,4.17,3.37955453108219,0.70677880225114
2022-10-04,4.018,3.36993314025433,0.754733526412333
2022-10-03,4.048,3.36009285729221,0.802907142707794
2022-10-02,4.08633333333333,3.35003718077002,0.87026281922998
2022-10-01,4.12466666666667,3.33976994115198,0.77663005884802
2022-09-30,4.163,3.32929532863377,1.19770467136623
2022-09-29,4.2203,3.31861785443844,0.969382145561564
2022-09-28,4.1164,3.30774252487217,0.87389080846116
2022-09-27,4.527,3.29667474694495,0.778591919721713
2022-09-26,4.288,3.28542028889771,0.683479711102291
2022-09-25,4.18163333333333,3.27398524081018,0.352014759189819
2022-09-24,4.07526666666667,3.26237597528539,0.181024024714608
2022-09-23,3.9689,3.25059901043455,0.152300989565449
2022-09-22,3.626,3.238660939197,0.117505727469666
2022-09-21,3.4434,3.2265684174679,0.0828649158654347
2022-09-20,3.4029,3.2143281497136,0.0483718502864022
2022-09-19,3.35616666666667,3.2019468746541,0.0285531253458968
2022-09-17,3.30943333333333,3.18943135100417,0.0187686489958299
2022-09-16,3.2627,3.17678834928133,0.0517116507186654
2022-09-15,3.2305,3.16402464776121,-0.0263246477612054
2022-09-14,3.2082,3.15114704609498,0.00875295390502483
2022-09-13,3.2285,3.13816233305249,0.0439376669475111
2022-09-12,3.1377,3.12507730102141,0.0792226989785885
2022-09-11,3.1599,3.11189876055154,-0.00589876055153982
2022-09-10,3.1821,3.09863355494036,0.00736644505963911
2022-09-09,3.2043,3.08528852504687,0.0484114749531344
2022-09-08,3.106,3.07187051477487,-0.00677051477487468
2022-09-07,3.106,3.05838638803991,0.00118027862675918
2022-09-06,3.1337,3.04484300595863,0.00919032737469929
2022-09-05,3.0651,3.03124723013563,0.0172527698643752
2022-09-04,3.05956666666667,3.01760592597438,0.0102940740256198
2022-09-03,3.05403333333333,3.00392596601009,-0.0843259660100856
2022-09-02,3.0485,2.99021422703295,-0.143214227032953
2022-09-01,3.0279,2.97647755097626,-0.185477550976256
2022-08-31,2.9196,2.9627227205743,-0.173489387240964
2022-08-30,2.847,2.94895644189242,-0.161489775225755
2022-08-29,2.791,2.93518534928242,-0.149485349282422
2022-08-28,2.78923333333333,2.92141601034273,-0.149216010342726
2022-08-27,2.78746666666667,2.90765493088051,-0.135454930880509
2022-08-26,2.7857,2.89390855502307,-0.23470855502307
2022-08-25,2.7722,2.88018327090607,-0.320783270906067
2022-08-24,2.7722,2.86648536964605,-0.334118702979387
2022-08-23,2.6592,2.85282100976073,-0.347487676427401
2022-08-22,2.5594,2.83919621165662,-0.360896211656615
2022-08-21,2.53236666666667,2.8256168521027,-0.421616852102697
2022-08-20,2.50533333333333,2.81208865868789,-0.438488658687889
2022-08-19,2.4783,2.79861718472191,-0.598917184721906
2022-08-18,2.404,2.78520780226059,-0.717207802260594
2022-08-17,2.3736,2.77186563579184,-0.657432302458505
2022-08-16,2.1997,2.75859551333842,-0.597728846671755
2022-08-15,2.068,2.74540199116709,-0.538101991167094
2022-08-14,2.11443333333333,2.73228937846764,-0.59488937846764
2022-08-13,2.16086666666667,2.71926176200008,-0.670261762000081
2022-08-12,2.2073,2.70632298262095,-0.639722982620951
2022-08-11,2.1374,2.69347660412744,-0.67407660412744
2022-08-10,2.049,2.68072592588161,-0.601975925881612
2022-08-09,2.0666,2.66807396860851,-0.529973968608511
2022-08-08,2.0194,2.65552350420112,-0.635523504201116
2022-08-07,2.07875,2.64307708548237,-0.623077085482366
2022-08-05,2.1381,2.63073700257517,-0.712837002575169
2022-08-04,2.02,2.61850528804757,-0.779005288047573
2022-08-03,2.02,2.60638367980939,-0.725483679809392
2022-08-02,1.9179,2.59437359376106,-0.672073593761063
2022-08-01,1.8395,2.58247614591721,-0.618776145917212
2022-07-31,1.8809,2.57069217448438,-0.624192174484378
2022-07-30,1.9223,2.5590222618915,-0.486622261891502
2022-07-29,1.9637,2.54746673255236,-0.519666732552365
2022-07-28,1.9465,2.5360257097297,-0.497625709729703
2022-07-27,2.0724,2.52469910187763,-0.476499101877626
2022-07-26,2.0278,2.51348661175154,-0.455486611751544
2022-07-25,2.0384,2.5023877451413,-0.434587745141298
2022-07-24,2.0482,2.49140181955715,-0.338201819557151
2022-07-23,2.058,2.48052797286789,-0.222627972867894
2022-07-22,2.0678,2.4697652031431,-0.158465203143103
2022-07-21,2.1532,2.45911241642767,-0.23171241642767
2022-07-20,2.2579,2.44856845326264,-0.232968453262635
2022-07-19,2.3113,2.43813205840845,-0.234332058408448
2022-07-18,2.2274,2.42780188032637,-0.257101880326374
2022-07-17,2.2156,2.41757647061376,-0.265476470613758
2022-07-15,2.2038,2.40745427459239,-0.264054274592392
2022-07-14,2.1707,2.39743362784708,-0.17543362784708
2022-07-13,2.1521,2.38751275681298,-0.150479423479644
2022-07-12,2.1434,2.37768981540787,-0.125623148741204
2022-07-11,2.222,2.36796289534771,-0.100862895347714
2022-07-10,2.23703333333333,2.35833003642068,-0.175530036420676
2022-07-09,2.25206666666667,2.34878923672238,-0.225289236722381
2022-07-08,2.2671,2.33933842179138,-0.176538421791384
2022-07-07,2.1828,2.32997542404045,-0.0945754240404516
2022-07-06,2.1235,2.32069800290903,-0.122931336242366
2022-07-05,2.1628,2.31150387874237,-0.151370545409032
2022-07-04,2.2354,2.30239072107117,-0.179890721071166
2022-07-03,2.19776666666667,2.29335613685524,-0.0127561368552357
2022-07-02,2.16013333333333,2.28439765869542,0.100402341304582
2022-07-01,2.1225,2.27551281391927,0.192887186080734
2022-06-30,2.2806,2.26669917135653,0.112000828643474
2022-06-29,2.3848,2.25795437956899,0.0929789537643477
2022-06-28,2.4684,2.24927613341511,0.0738905332515537
2022-06-27,2.3787,2.24066216618701,0.0547378338129925
2022-06-26,2.35093333333333,2.23211024172016,0.0522897582798375
2022-06-25,2.32316666666667,2.22361814647642,0.235581853523575
2022-06-24,2.2954,2.21518368853207,0.411116311467926
2022-06-23,2.2844,2.20680477334383,0.378095226656168
2022-06-22,2.4592,2.1984794763069,0.352087190359771
2022-06-21,2.6263,2.19020602910613,0.326027304227199
2022-06-20,2.5849,2.18198280896497,0.299917191035033
2022-06-19,2.55056666666667,2.17380832787353,0.317491672126471
2022-06-18,2.51623333333333,2.1656812217955,0.258518778204499
2022-06-17,2.4819,2.15760025793296,0.367299742067038
2022-06-16,2.4913,2.14956431034918,0.332335689650817
2022-06-15,2.4242,2.14157240493439,0.301677595065605
2022-06-14,2.5249,2.13362370495312,0.270976295046879
2022-06-13,2.4819,2.12571749837119,0.171482501628809
2022-06-12,2.44325,2.11785318516509,0.102846814834907
2022-06-10,2.4046,2.11003023619547,0.0753697638045349
2022-06-09,2.2972,2.10224816483548,0.141251835164517
2022-06-08,2.2207,2.09450651561329,0.11096015105338
2022-06-07,2.1854,2.0868048914447,0.0806284418886347
2022-06-06,2.2435,2.07914294111219,0.0502570588878123
2022-06-03,2.20546666666667,2.07152034672654,0.0356796532734553
2022-06-02,2.16743333333333,2.06393681117304,-0.0853368111730426
2022-06-01,2.1294,2.05639205208541,-0.0967920520854138
2022-05-31,2.1072,2.04888575182261,-0.108285751822607
2022-05-30,1.9786,2.04141755273349,-0.119817552733491
2022-05-29,1.9596,2.0339870524061,-0.0612870524060964
2022-05-28,1.9406,2.02659379890069,-0.12669379890069
2022-05-27,1.9216,2.01923731494397,-0.14463731494397
2022-05-26,1.9727,2.01191707089231,-0.0279170708923073
2022-05-25,1.8999,2.00463247731504,-0.0488658106483697
2022-05-24,1.8746,1.99738293324159,-0.0698495999082571
2022-05-23,1.984,1.99016781750231,-0.0908678175023102
2022-05-22,1.95576666666667,1.98298648005443,-0.103686480054425
2022-05-21,1.92753333333333,1.97583823329419,-0.109938233294185
2022-05-20,1.8993,1.96872234675794,-0.0848223467579393
2022-05-19,1.8793,1.96163804453806,-0.222838044538056
2022-05-18,1.8659,1.95458451566466,-0.213784515664657
2022-05-17,1.8839,1.94756085705561,-0.204760857055608
2022-05-16,1.7388,1.94056607725891,-0.195766077258909
2022-05-15,1.7408,1.93359910018263,-0.230799100182633
2022-05-14,1.7428,1.926658768813,-0.0643587688130015
2022-05-13,1.7448,1.91974383073318,-0.075943830733182
2022-05-12,1.7028,1.91285300692303,0.0359469930769738
2022-05-11,1.8623,1.90598498697024,0.0628150130297571
2022-05-10,1.8438,1.89913847532158,0.0896615246784233
2022-05-09,1.9488,1.892312202389,0.116487797611004
2022-05-08,1.9688,1.88550493564693,0.0795950643530721
2022-05-07,1.9888,1.87871549072119,0.111384509278815
2022-05-06,2.0088,1.87194271613893,0.10025728386107
2022-05-05,1.9651,1.86518550646926,0.0983644935307389
2022-05-04,1.9901,1.85844279772359,0.0964572022764085
2022-05-03,1.9722,1.85171356657322,0.0945364334267779
2022-05-02,1.96355,1.844996829561,0.092603170438999
2022-05-01,1.9549,1.83829164230737,0.0509083576926284
2022-04-30,1.94625,1.83159709871118,0.00310290128882357
2022-04-29,1.9376,1.82491231371474,-0.0126123137147421
2022-04-28,1.8892,1.81823640354298,0.0509635964570184
2022-04-27,1.8347,1.81156847920741,0.0934648541259258
2022-04-26,1.8123,1.80490767278582,0.135958993880849
2022-04-25,1.8692,1.79825315499064,0.178446845009358
2022-04-24,1.90503333333333,1.79160415273428,0.204195847265724
2022-04-23,1.94086666666667,1.78495996669187,0.147140033308135
2022-04-22,1.9767,1.77831998194491,0.223480018055088
2022-04-21,1.9958,1.77168364439669,0.204416355603311
2022-04-20,1.9321,1.76505049232813,0.185349507671868
2022-04-19,2.0018,1.75842014851767,0.166279851482333
2022-04-18,1.9761,1.75179231235976,0.147207687640243
2022-04-17,1.9504,1.74516675198227,0.0991332480177304
2022-04-15,1.9247,1.73854329636281,0.0803567036371901
2022-04-14,1.899,1.73192181545668,0.123578184543317
2022-04-13,1.8443,1.72530221243542,0.115397787564579
2022-04-12,1.8189,1.71868444155281,0.107215558447189
2022-04-11,1.8555,1.71206850476344,0.0990314952365594
2022-04-10,1.8407,1.70545444834051,0.0788455516594924
2022-04-09,1.8259,1.69884235949284,0.0702576405071608
2022-04-08,1.8111,1.69223235802084,0.0188676419791587
2022-04-07,1.7843,1.68562459276661,-0.0657245927666142
2022-04-06,1.7691,1.67901922037137,-0.0907192203713701
2022-04-05,1.7111,1.67241637030843,-0.115716370308426
2022-04-04,1.6199,1.66581613455142,-0.140716134551418
2022-04-03,1.5883,1.65921855724149,0.010381442758508
2022-04-02,1.5567,1.6526236243534,0.0419763756465993
2022-04-01,1.5251,1.64603132615316,0.0469686738468412
2022-03-31,1.6696,1.63944167025813,0.025158329741867
2022-03-30,1.6946,1.63285468370066,0.0986453162993436
2022-03-29,1.693,1.62627040391249,0.059529596087505
2022-03-28,1.6646,1.61968890910143,0.0874110908985686
2022-03-25,1.7315,1.61311030208239,0.0919896979176134
2022-03-24,1.6858,1.6065347218025,0.0312652781974969
2022-03-23,1.7071,1.59996234523377,0.00153765476622673
2022-03-22,1.7051,1.593393362272,-0.0281933622719959
2022-03-21,1.6378,1.58682796344858,-0.057927963448578
2022-03-20,1.6015,1.58026632764092,0.0108336723590777
2022-03-19,1.5652,1.57370860978134,0.081491390218657
2022-03-18,1.5289,1.56715496928035,0.0492450307196489
2022-03-17,1.5911,1.56060559923373,0.0560944007662747
2022-03-16,1.6552,1.55406071309316,0.0371726202401713
2022-03-15,1.6164,1.54752054749753,0.018246119169141
2022-03-14,1.6167,1.54098535445134,-0.000685354451341062
2022-03-13,1.59123333333333,1.53445539350136,0.0249446064986393
2022-03-12,1.56576666666667,1.52793092391102,-0.210030923911019
2022-03-11,1.5403,1.52141221525487,-0.203512215254868
2022-03-10,1.5594,1.51489945028911,-0.196999450289105
2022-03-09,1.3179,1.50839272764617,-0.223592727646171
2022-03-08,1.3179,1.50189206452686,-0.250192064526858
2022-03-07,1.3179,1.4953973857077,-0.2767973857077
2022-03-06,1.2848,1.48890851254591,-0.155108512545914
2022-03-05,1.2517,1.4824251519818,-0.212125151981797
2022-03-04,1.2186,1.47594694684001,0.063553053159991
2022-03-03,1.3338,1.46947345226122,0.0700265477387757
2022-03-02,1.2703,1.4630042496564,0.0764957503436027
2022-03-01,1.5395,1.45653894938262,0.0829610506173803
2022-02-28,1.5395,1.45007719341726,0.0894228065827367
2022-02-27,1.5395,1.44361865803045,0.0958813419695455
2022-02-26,1.5395,1.43716305645612,0.102336943543879
2022-02-25,1.5395,1.43071014156168,0.0826898584383191
2022-02-24,1.5395,1.42425970851652,0.193640291483478
2022-02-23,1.5395,1.4178115866707,0.200088413329296
2022-02-22,1.5134,1.41136568541739,0.206534314582609
2022-02-21,1.6179,1.40492199685825,0.212978003141747
2022-02-20,1.6179,1.39848059846794,0.21941940153206
2022-02-19,1.6179,1.39204165575764,0.225858344242359
2022-02-18,1.6179,1.38560542493771,0.232294575062293
2022-02-17,1.6179,1.37917225557924,0.238727744420755
2022-02-16,1.6179,1.37274259327459,0.234990740058739
2022-02-15,1.6179,1.36631698229655,0.231249684370112
2022-02-14,1.6179,1.35989606405363,0.227503935946368
2022-02-13,1.60773333333333,1.35348057554368,0.218419424456324
2022-02-12,1.59756666666667,1.3470713478055,0.124528652194499
2022-02-11,1.5874,1.34066930216372,0.202730697836279
2022-02-10,1.5719,1.33427541141811,0.12872458858189
2022-02-09,1.4716,1.32789073216913,0.1271426011642
2022-02-08,1.5434,1.32151637422684,0.125550292439829
2022-02-07,1.463,1.31515349995689,0.123946500043109
2022-02-06,1.45503333333333,1.30880332362244,0.0879966763775644
2022-02-05,1.44706666666667,1.3024671107211,-0.0259671107211018
2022-02-04,1.4391,1.29614616312479,0.0382538368752086
