"","HybridClose","Hybrid_hpft","Hybrid_hpfc"
"2015-08-19",1620660,1645315.40992518,-24655.4099251844
"2015-08-20",1595920,1640554.88762435,-44634.8876243534
"2015-08-21",1553780,1635858.42763592,-82078.4276359247
"2015-08-24",1340700,1631227.09497283,-290527.094972832
"2015-08-25",1208440,1626661.92072015,-418221.920720146
"2015-08-26",1190800,1622163.81587066,-431363.815870656
"2015-08-27",1316080,1617733.51854109,-301653.518541095
"2015-08-28",1371120,1613371.58853965,-242251.588539647
"2015-08-31",1331620,1609078.46098312,-277458.460983124
"2015-09-01",1306900,1604854.47085118,-297954.470851179
"2015-09-02",1291300,1600699.83843341,-309399.838433405
"2015-09-07",1339340,1596614.66085694,-257274.660856936
"2015-09-08",1435480,1592598.90735542,-157118.907355421
"2015-09-09",1434020,1588652.44081568,-154632.440815677
"2015-09-10",1425300,1584775.05917779,-159475.059177792
"2015-09-11",1428660,1580966.49646302,-152306.496463021
"2015-09-14",1365980,1577226.42077196,-211246.420771962
"2015-09-15",1374660,1573554.43724793,-198894.437247933
"2015-09-16",1440160,1569950.06371345,-129790.063713454
"2015-09-17",1411220,1566412.73577607,-155192.735776074
"2015-09-18",1418020,1562941.83539336,-144921.835393356
"2015-09-21",1406780,1559536.68037239,-152756.680372388
"2015-09-22",1408680,1556196.52861541,-147516.528615406
"2015-09-23",1376140,1552920.57488118,-176780.574881182
"2015-09-24",1386700,1549707.95295113,-163007.952951132
"2015-09-25",1361600,1546557.72353266,-184957.723532662
"2015-09-28",1372240,1543468.87995219,-171228.87995219
"2015-09-29",1343680,1540440.33908217,-196760.339082172
"2015-09-30",1358940,1537470.94701581,-178530.947015815
"2015-10-08",1398640,1534559.46851359,-135919.468513589
"2015-10-09",1434480,1531704.59453845,-97224.5945384486
"2015-10-12",1481540,1528904.95986968,-47364.9598696806
"2015-10-13",1476840,1526159.15909772,-49319.1590977207
"2015-10-14",1461100,1523465.76723442,-62365.7672344244
"2015-10-15",1507540,1520823.33890499,-13283.3389049856
"2015-10-16",1518180,1518230.40295513,-50.4029551345411
"2015-10-19",1467060,1515685.48273974,-48625.4827397405
"2015-10-20",1499580,1513187.10159296,-13607.1015929608
"2015-10-21",1453040,1510733.76274907,-57693.7627490739
"2015-10-22",1479700,1508323.96381767,-28623.963817672
"2015-10-23",1507040,1505956.17856011,1083.82143988792
"2015-10-26",1504340,1503628.86890576,711.131094239227
"2015-10-27",1506540,1501340.49723197,5199.50276803083
"2015-10-28",1479700,1499089.52621007,-19389.5262100741
"2015-10-29",1489480,1496874.42066065,-7394.42066064921
"2015-10-30",1489000,1494693.63738948,-5693.63738947613
"2015-11-02",1474220,1492545.63014567,-18325.6301456702
"2015-11-03",1463180,1490428.85032493,-27248.8503249338
"2015-11-04",1550800,1488341.74174783,62458.2582521706
"2015-11-05",1576320,1486282.73697138,90037.2630286211
"2015-11-06",1623260,1484250.29437029,139009.705629705
"2015-11-09",1634020,1482242.90953708,151777.090462921
"2015-11-10",1632200,1480259.13552529,151940.864474707
"2015-11-11",1641480,1478297.588127,163182.411872997
"2015-11-12",1619440,1476356.94594056,143083.054059439
"2015-11-13",1603900,1474435.95501734,129464.044982655
"2015-11-16",1607000,1472533.4205535,134466.579446501
"2015-11-17",1593360,1470648.2012604,122711.798739596
"2015-11-18",1594640,1468779.21143254,125860.788567456
"2015-11-19",1626820,1466925.4160885,159894.5839115
"2015-11-20",1626160,1465085.83227264,161074.167727356
"2015-11-23",1567600,1463259.54312336,104340.456876638
"2015-11-24",1577680,1461445.69836061,116234.301639388
"2015-11-25",1594500,1459643.49083449,134856.509165513
"2015-11-26",1581600,1457852.16144166,123747.838558338
"2015-11-27",1509820,1456071.0068231,53748.993176904
"2015-11-30",1506940,1454299.3747721,52640.6252278966
"2015-12-01",1521800,1452536.63529969,69263.3647003096
"2015-12-02",1597200,1450782.18017638,146417.819823624
"2015-12-03",1597520,1449035.42980335,148484.570196651
"2015-12-04",1567000,1447295.86510507,119704.134894933
"2015-12-07",1559600,1445563.02838352,114036.971616482
"2015-12-08",1541160,1443836.51142158,97323.4885784221
"2015-12-09",1548360,1442115.95314042,106244.046859583
"2015-12-10",1535900,1440401.03269082,95498.9673091761
"2015-12-11",1545900,1438691.4731406,107208.526859398
"2015-12-14",1596300,1436987.03703299,159312.962967014
"2015-12-15",1575640,1435287.53122691,140352.468773088
"2015-12-16",1577300,1433592.82843487,143707.171565126
"2015-12-17",1607040,1431902.85938545,175137.140614555
"2015-12-18",1617640,1430217.61420997,187422.385790035
"2015-12-21",1633300,1428537.15543442,204762.844565585
"2015-12-22",1638700,1426861.62305766,211838.376942338
"2015-12-23",1635660,1425191.2417193,210468.758280699
"2015-12-24",1624160,1423526.32362438,200633.676375616
"2015-12-25",1638200,1421867.26797729,216332.732022711
"2015-12-28",1570240,1420214.55691629,150025.443083706
"2015-12-29",1590940,1418568.76200291,172371.237997085
"2015-12-30",1589960,1416930.51681316,173029.483186835
"2015-12-31",1575220,1415300.5261744,159919.4738256
"2016-01-04",1478300,1413679.56643739,64620.4335626103
"2016-01-05",1474840,1412068.4800572,62771.5199428045
"2016-01-06",1497100,1410468.13620036,86631.8637996366
"2016-01-07",1402720,1408879.42998067,-6159.42998067087
"2016-01-08",1431540,1407303.29232202,24236.7076779764
"2016-01-11",1367460,1405740.65160226,-38280.651602261
"2016-01-12",1383220,1404192.44621769,-20972.4462176879
"2016-01-13",1365600,1402659.59874097,-37059.5987409671
"2016-01-14",1387180,1401143.02307555,-13963.0230755469
"2016-01-15",1355640,1399643.61780596,-44003.6178059582
"2016-01-18",1318200,1398162.27574498,-79962.2757449812
"2016-01-19",1357200,1396699.87151605,-39499.8715160485
"2016-01-20",1330040,1395257.24668941,-65217.2466894132
"2016-01-21",1303300,1393835.22650766,-90535.2265076646
"2016-01-22",1318520,1392434.60925523,-73914.6092552259
"2016-01-25",1318420,1391056.15579287,-72636.1557928678
"2016-01-26",1254700,1389700.59642807,-135000.59642807
"2016-01-27",1245680,1388368.63144339,-142688.631443388
"2016-01-28",1224920,1387060.90531764,-162140.905317637
"2016-01-29",1262220,1385778.00354784,-123558.003547837
"2016-02-01",1250300,1384520.4446085,-134220.444608496
"2016-02-02",1276760,1383288.69590018,-106528.695900183
"2016-02-03",1269860,1382083.16934218,-112223.16934218
"2016-02-04",1287400,1380904.23281905,-93504.2328190528
"2016-02-05",1271160,1379752.20782684,-108592.207826839
"2016-02-15",1266340,1378627.37721068,-112287.377210679
"2016-02-16",1302700,1377529.97892807,-74829.9789280748
"2016-02-17",1313840,1376460.20452145,-62620.2045214494
"2016-02-18",1316540,1375418.21460151,-58878.2146015142
"2016-02-19",1315060,1374404.14389425,-59344.1438942541
"2016-02-22",1316000,1373418.10278778,-57418.1027877824
"2016-02-23",1306360,1372460.17713982,-66100.177139817
"2016-02-24",1314100,1371530.42907369,-57430.4290736944
"2016-02-25",1235780,1370628.89338952,-134848.893389523
"2016-02-26",1250280,1369755.58114806,-119475.581148061
"2016-02-29",1217740,1368910.44766893,-151170.447668934
"2016-03-01",1248860,1368093.3988854,-119233.398885402
"2016-03-02",1308260,1367304.27824289,-59044.2782428904
"2016-03-03",1308140,1366542.87990055,-58402.8799005516
"2016-03-04",1335920,1365808.97361098,-29888.9736109817
"2016-03-07",1346140,1365102.30498539,-18962.3049853896
"2016-03-08",1342780,1364422.60728013,-21642.6072801332
"2016-03-09",1320460,1363769.60591327,-43309.6059132687
"2016-03-10",1304060,1363143.01735669,-59083.0173566909
"2016-03-11",1306540,1362542.54017982,-56002.5401798163
"2016-03-14",1326080,1361967.84852951,-35887.8485295058
"2016-03-15",1330019.8,1361418.59340348,-31398.7934034798
"2016-03-16",1339680,1360894.41096482,-21214.4109648163
"2016-03-17",1362900,1360394.9243976,2505.07560239566
"2016-03-18",1382360,1359919.74811676,22440.2518832401
"2016-03-21",1398460,1359468.49757271,38991.502427286
"2016-03-22",1390820,1359040.79749174,31779.2025082556
"2016-03-23",1390960,1358636.28871767,32323.7112823308
"2016-03-24",1368240,1358254.62523059,9985.37476941465
"2016-03-25",1375680,1357895.47437189,17784.5256281143
"2016-03-28",1361100,1357558.50761051,3541.49238948971
"2016-03-29",1351800,1357243.40376682,-5443.4037668158
"2016-03-30",1387920,1356949.84312504,30970.1568749552
"2016-03-31",1388980,1356677.50371938,32302.4962806182
"2016-04-01",1394900,1356426.07638583,38473.923614173
"2016-04-05",1405460,1356195.26531297,49264.7346870346
"2016-04-06",1404660,1355984.79059289,48675.2094071089
"2016-04-07",1389000,1355794.39268177,33205.6073182252
"2016-04-08",1378840,1355623.8321562,23216.1678438039
"2016-04-11",1393140,1355472.88331858,37667.1166814238
"2016-04-12",1393380,1355341.33006794,38038.6699320633
"2016-04-13",1409280,1355228.97187346,54051.028126544
"2016-04-14",1416400,1355135.62392787,61264.3760721255
"2016-04-15",1417420,1355061.1237665,62358.8762335048
"2016-04-18",1387440,1355005.33424885,32434.6657511481
"2016-04-19",1388780,1354968.14401113,33811.8559888703
"2016-04-20",1359040,1354949.45509671,4090.54490329231
"2016-04-21",1361780,1354949.1835254,6830.81647460076
"2016-04-22",1371920,1354967.2470079,16952.7529920996
"2016-04-25",1365640,1355003.56607849,10636.4339215097
"2016-04-26",1371180,1355058.06827904,16121.931720962
"2016-04-27",1364060,1355130.68554808,8929.31445191516
"2016-04-28",1361280,1355221.35648835,6058.6435116481
"2016-04-29",1363320,1355330.02339354,7989.9766064606
"2016-05-03",1391000,1355456.63106178,35543.3689382232
"2016-05-04",1386300,1355601.12759392,30698.8724060813
"2016-05-05",1387020,1355763.47578301,31256.5242169944
"2016-05-06",1344759.8,1355943.65111179,-11183.8511117911
"2016-05-09",1318639.8,1356141.64198318,-37501.8419831794
"2016-05-10",1323440,1356357.43217714,-32917.432177137
"2016-05-11",1329880,1356590.9899719,-26710.9899718982
"2016-05-12",1335180,1356842.27003892,-21662.2700389151
"2016-05-13",1335039.8,1357111.21600843,-22071.4160084325
"2016-05-16",1340280,1357397.76255634,-17117.7625563415
"2016-05-17",1339540,1357701.83523513,-18161.8352351321
"2016-05-18",1331340,1358023.35252148,-26683.3525214821
"2016-05-19",1330140,1358362.22538469,-28222.2253846942
"2016-05-20",1335360,1358718.35376428,-23358.3537642761
"2016-05-23",1325739.8,1359091.62593374,-33351.8259337427
"2016-05-24",1319140,1359481.92051127,-40341.9205112747
"2016-05-25",1317880,1359889.10232871,-42009.1023287063
"2016-05-26",1319239.8,1360313.01954213,-41073.2195421329
"2016-05-27",1322519.8,1360753.50294283,-38233.7029428347
"2016-05-30",1325980,1361210.36634403,-35230.3663440252
"2016-05-31",1376440,1361683.40775463,14756.5922453676
"2016-06-01",1364820,1362172.4106208,2647.58937920478
"2016-06-02",1365940,1362677.16448845,3262.835511555
"2016-06-03",1381780,1363197.4599979,18582.540002102
"2016-06-06",1373180,1363733.0891382,9446.91086180353
"2016-06-07",1374520,1364283.85157968,10236.1484203226
"2016-06-08",1369880,1364849.55089762,5030.44910238345
"2016-06-13",1320760,1365429.99489853,-44669.9948985268
"2016-06-14",1331920,1366024.99346829,-34104.9934682863
"2016-06-15",1348520,1366634.33802801,-18114.3380280101
"2016-06-16",1344920,1367257.80590119,-22337.8059011909
