"BU0Date","BU0Close","BU0_hpft","BU0_hpfc"
2013-12-02,4354,4342.10636958135,11.8936304186529
2013-12-03,4382,4341.20049822782,40.7995017721823
2013-12-04,4388,4340.29680330102,47.7031966989833
2013-12-05,4376,4339.39513504148,36.6048649585236
2013-12-06,4424,4338.49536340831,85.5046365916854
2013-12-09,4396,4337.59737349162,58.4026265083768
2013-12-10,4388,4336.70108572568,51.2989142743198
2013-12-11,4390,4335.80644468606,54.1935553139443
2013-12-12,4388,4334.91341615323,53.0865838467727
2013-12-13,4370,4334.02198830911,35.9780116908872
2013-12-16,4360,4333.13217127949,26.8678287205086
2013-12-17,4330,4332.243990062,-2.24399006199769
2013-12-18,4334,4331.35748076035,2.64251923965057
2013-12-19,4326,4330.47267855069,-4.47267855068931
2013-12-20,4316,4329.58961970147,-13.5896197014747
2013-12-23,4330,4328.70833863233,1.29166136766765
2013-12-24,4326,4327.82886414549,-1.8288641454889
2013-12-25,4338,4326.95122557709,11.0487744229078
2013-12-26,4282,4326.07545150731,-44.0754515073147
2013-12-27,4316,4325.20157508344,-9.20157508344142
2013-12-30,4334,4324.32961123374,9.67038876626038
2013-12-31,4304,4323.45957108292,-19.4595710829208
2014-01-02,4290,4322.59146975304,-32.5914697530391
2014-01-03,4278,4321.72531432235,-43.7253143223476
2014-01-06,4284,4320.8610983971,-36.861098397097
2014-01-07,4248,4319.99879750925,-71.99879750925
2014-01-08,4272,4319.13837195382,-47.1383719538247
2014-01-09,4282,4318.27975226453,-36.27975226453
2014-01-10,4282,4317.42284948992,-35.4228494899165
2014-01-13,4308,4316.56755968195,-8.56755968194896
2014-01-14,4342,4315.71376425021,26.2862357497942
2014-01-15,4370,4314.86134106279,55.1386589372132
2014-01-16,4364,4314.01017885346,49.9898211465437
2014-01-17,4354,4313.16018914809,40.8398108519126
2014-01-20,4354,4312.31130413633,41.688695863665
2014-01-21,4348,4311.46347288939,36.5365271106126
2014-01-22,4350,4310.61666171087,39.3833382891325
2014-01-23,4356,4309.77085200713,46.2291479928733
2014-01-24,4360,4308.926041464,51.0739585359958
2014-01-27,4372,4308.08224687661,63.9177531233887
2014-01-28,4372,4307.23950615198,64.7604938480197
2014-01-29,4372,4306.39788361817,65.6021163818299
2014-01-30,4390,4305.55747037263,84.4425296273711
2014-02-07,4428,4304.71838463007,123.281615369925
2014-02-10,4426,4303.88077951038,122.119220489623
2014-02-11,4424,4303.04485909307,120.955140906932
2014-02-12,4292,4302.21087793685,-10.2108779368503
2014-02-13,4246,4301.37914059843,-55.3791405984258
2014-02-14,4394,4300.54994741372,93.4500525862795
2014-02-17,4404,4299.72357582716,104.276424172845
2014-02-18,4400,4298.90034191163,101.099658088365
2014-02-19,4388,4298.08060484376,89.9193951562357
2014-02-20,4370,4297.26476559066,72.7352344093349
2014-02-21,4366,4296.45326228854,69.5467377114594
2014-02-24,4350,4295.64656313939,54.3534368606083
2014-02-25,4350,4294.84516509306,55.1548349069439
2014-02-26,4272,4294.0495875669,-22.0495875669005
2014-02-27,4276,4293.26037277708,-17.2603727770765
2014-02-28,4274,4292.47805382531,-18.4780538253084
2014-03-03,4264,4291.70315667861,-27.7031566786123
2014-03-04,4250,4290.93619966588,-40.9361996658842
2014-03-05,4270,4290.17768966467,-20.1776896646737
2014-03-06,4262,4289.42811663113,-27.4281166311294
2014-03-07,4244,4288.6879621808,-44.6879621808004
2014-03-10,4192,4287.95769659148,-95.9576965914824
2014-03-11,4220,4287.23777166883,-67.2377716688287
2014-03-12,4190,4286.52859955341,-96.5285995534104
2014-03-13,4190,4285.83056459239,-95.8305645923933
2014-03-14,4188,4285.14401123195,-97.1440112319491
2014-03-17,4188,4284.46924430571,-96.4692443057127
2014-03-18,4194,4283.80652849187,-89.8065284918665
2014-03-19,4214,4283.15608859214,-69.1560885921384
2014-03-20,4218,4282.51811228585,-64.518112285848
2014-03-21,4220,4281.89275866592,-61.8927586659245
2014-03-24,4228,4281.28016015615,-53.2801601561543
2014-03-25,4238,4280.68042359629,-42.6804235962937
2014-03-26,4218,4280.09363380224,-62.0936338022452
2014-03-27,4214,4279.51985794755,-65.51985794755
2014-03-28,4170,4278.95913753874,-108.959137538743
2014-03-31,4170,4278.41148699905,-108.411486999051
2014-04-01,4178,4277.8768757124,-99.8768757124018
2014-04-02,4142,4277.35522824978,-135.355228249785
2014-04-03,4114,4276.84642789709,-162.84642789709
2014-04-04,4126,4276.35030198978,-150.35030198978
2014-04-08,4148,4275.86661054919,-127.866610549188
2014-04-09,4152,4275.39505144786,-123.395051447865
2014-04-10,4146,4274.93526970345,-128.935269703447
2014-04-11,4158,4274.486859327,-116.486859326997
2014-04-14,4210,4274.04936103297,-64.0493610329723
2014-04-15,4212,4273.62226738477,-61.6222673847699
2014-04-16,4192,4273.20504447041,-81.2050444704074
2014-04-17,4178,4272.79713290574,-94.7971329057429
2014-04-18,4174,4272.39793973971,-98.3979397397131
2014-04-21,4156,4272.00683283595,-116.006832835951
2014-04-22,4160,4271.62313938432,-111.623139384323
2014-04-23,4158,4271.24613862214,-113.246138622139
2014-04-24,4186,4270.87506364618,-84.8750636461833
2014-04-25,4176,4270.50910074185,-94.5091007418529
2014-04-28,4188,4270.14740111059,-82.1474011105892
2014-04-29,4180,4269.78907688759,-89.7890768875926
2014-04-30,4206,4269.43320625162,-63.4332062516234
2014-05-05,4196,4269.07883026624,-73.078830266242
2014-05-06,4180,4268.72496377428,-88.7249637742815
2014-05-07,4136,4268.37059141072,-132.370591410719
2014-05-08,4150,4268.0146611352,-118.014661135201
2014-05-09,4150,4267.65606619069,-117.656066190693
2014-05-12,4158,4267.29365103764,-109.293651037641
2014-05-13,4160,4266.92621150223,-106.926211502228
2014-05-14,4164,4266.552498233,-102.552498233002
2014-05-15,4154,4266.17121767954,-112.171217679544
2014-05-16,4152,4265.78103390034,-113.781033900335
2014-05-19,4138,4265.38056458681,-127.380564586806
2014-05-20,4300,4264.96838039785,35.0316196021471
2014-05-21,4298,4264.54299933838,33.4570006616173
2014-05-22,4298,4264.102953894,33.8970461060041
2014-05-23,4290,4263.64679038002,26.353209619979
2014-05-26,4278,4263.17306912348,14.8269308765243
2014-05-27,4244,4262.68036134477,-18.6803613447674
2014-05-28,4228,4262.16724439315,-34.1672443931493
2014-05-29,4228,4261.63228789617,-33.6322878961674
2014-05-30,4232,4261.07404735798,-29.0740473579822
2014-06-03,4214,4260.49106438051,-46.4910643805089
2014-06-04,4222,4259.88186854765,-37.8818685476534
2014-06-05,4222,4259.24497022575,-37.2449702257463
2014-06-06,4222,4258.5788641223,-36.5788641223039
2014-06-09,4222,4257.88202954925,-35.8820295492519
2014-06-10,4228,4257.15293069835,-29.1529306983519
2014-06-11,4230,4256.39001692901,-26.3900169290112
2014-06-12,4224,4255.59172555017,-31.5917255501747
2014-06-13,4264,4254.7564829622,9.24351703779758
2014-06-16,4258,4253.88270250654,4.11729749346046
2014-06-17,4254,4252.96880134566,1.03119865433614
2014-06-18,4252,4252.01319834402,-0.0131983440200933
2014-06-19,4238,4251.01431279207,-13.0143127920704
2014-06-20,4238,4249.97056397515,-11.9705639751515
2014-06-23,4254,4248.88036579877,5.11963420123109
2014-06-24,4246,4247.74212722042,-1.74212722042482
2014-06-25,4246,4246.55425931373,-0.554259313730121
2014-06-26,4240,4245.31517243231,-5.31517243231168
2014-06-27,4246,4244.02327670049,1.97672329950924
2014-06-30,4256,4242.67698004585,13.3230199541549
2014-07-01,4244,4241.2746912127,2.72530878730359
2014-07-02,4264,4239.81482445274,24.1851755472557
2014-07-03,4278,4238.29579514427,39.7042048557303
2014-07-04,4286,4236.71602866246,49.2839713375435
2014-07-07,4272,4235.07396679501,36.9260332049857
2014-07-08,4256,4233.36807170126,22.6319282987371
2014-07-09,4252,4231.59682080457,20.4031791954279
2014-07-10,4258,4229.75870088334,28.241299116657
2014-07-11,4262,4227.85220714964,34.14779285036
2014-07-14,4260,4225.87584648968,34.1241535103226
2014-07-15,4274,4223.8281399048,50.1718600952044
2014-07-16,4266,4221.70762250182,44.2923774981775
2014-07-17,4270,4219.51285012675,50.4871498732484
2014-07-18,4270,4217.24239693437,52.7576030656341
2014-07-21,4258,4214.89485794858,43.1051420514224
2014-07-22,4250,4212.46885000112,37.5311499988758
2014-07-23,4242,4209.9630077419,32.0369922581049
2014-07-24,4246,4207.37598133469,38.6240186653145
2014-07-25,4254,4204.70643418596,49.29356581404
2014-07-28,4270,4201.95304566768,68.0469543323161
2014-07-29,4268,4199.11451552797,68.8854844720321
2014-07-30,4252,4196.18957164284,55.8104283571613
2014-07-31,4250,4193.17697036273,56.8230296372656
2014-08-01,4254,4190.07549110773,63.924508892269
2014-08-04,4266,4186.88393678659,79.116063213406
2014-08-05,4284,4183.6011367317,100.3988632683
2014-08-06,4260,4180.22595297883,79.7740470211668
2014-08-07,4254,4176.75728906456,77.2427109354449
2014-08-08,4260,4173.19408150086,86.8059184991447
2014-08-11,4250,4169.53529872882,80.4647012711799
2014-08-12,4226,4165.77994507181,60.2200549281928
2014-08-13,4216,4161.92705811345,54.0729418865473
2014-08-14,4212,4157.97570033079,54.0242996692085
2014-08-15,4190,4153.92495655182,36.0750434481812
2014-08-18,4198,4149.77393393594,48.2260660640648
2014-08-19,4202,4145.52175455482,56.4782454451793
2014-08-20,4220,4141.16756041489,78.832439585114
2014-08-21,4240,4136.7105168682,103.289483131802
2014-08-22,4234,4132.14982185289,101.850178147106
2014-08-25,4250,4127.48471600311,122.515283996892
2014-08-26,4268,4122.71448205384,145.285517946161
2014-08-27,4276,4117.83845338262,158.161546617385
2014-08-28,4288,4112.85602342214,175.14397657786
2014-08-29,4272,4107.76665098328,164.233349016718
2014-09-01,4278,4102.56986727371,175.43013272629
2014-09-02,4288,4097.26527138898,190.73472861102
2014-09-03,4284,4091.85253494046,192.147465059541
2014-09-04,4296,4086.33140838122,209.668591618785
2014-09-05,4340,4080.70172159065,259.298278409355
2014-09-09,4314,4074.96339111639,239.036608883607
2014-09-10,4340,4069.11644069009,270.883559309911
2014-09-11,4494,4063.16099285105,430.839007148951
2014-09-12,4576,4057.09728211122,518.90271788878
2014-09-15,4552,4050.9257210737,501.074278926296
2014-09-16,4180,4044.64693683553,135.353063164466
2014-09-17,4194,4038.26176361778,155.738236382222
2014-09-18,4168,4031.77109159045,136.228908409548
2014-09-19,4088,4025.17587529991,62.8241247000862
2014-09-22,4062,4018.47712560397,43.5228743960337
2014-09-23,4068,4011.67587932956,56.3241206704365
2014-09-24,4038,4004.77319129394,33.2268087060616
2014-09-25,4058,3997.77013959673,60.2298604032727
2014-09-26,4042,3990.66781607213,51.3321839278671
2014-09-29,4150,3983.46733745084,166.53266254916
2014-09-30,4120,3976.16984168218,143.830158317821
2014-10-08,4132,3968.77653555349,163.223464446507
2014-10-09,4084,3961.28868530567,122.71131469433
2014-10-10,4074,3953.70762464976,120.292375350244
2014-10-13,4094,3946.03473802062,147.965261979376
2014-10-14,4110,3938.27145957708,171.728540422916
2014-10-15,4062,3930.41928464106,131.580715358936
2014-10-16,4062,3922.47977951987,139.520220480127
2014-10-17,4080,3914.45456491122,165.545435088776
2014-10-20,4072,3906.3453191848,165.654680815202
2014-10-21,4082,3898.15378914009,183.84621085991
2014-10-22,4086,3889.88179005144,196.118209948561
2014-10-23,4080,3881.53121318817,198.468786811831
2014-10-24,4090,3873.10403088676,216.895969113236
2014-10-27,4072,3864.60229752276,207.397702477241
2014-10-28,4050,3856.0281571276,193.971842872404
2014-10-29,4072,3847.38383946293,224.616160537068
2014-10-30,4066,3838.67165447031,227.328345529686
2014-10-31,4062,3829.89400493867,232.105995061333
2014-11-03,4064,3821.05338762532,242.946612374676
2014-11-04,4070,3812.15239523082,257.847604769177
2014-11-05,4026,3803.19372088007,222.806279119929
2014-11-06,4034,3794.18016428195,239.819835718054
2014-11-07,4024,3785.11461724438,238.885382755622
2014-11-10,4016,3776.00007070719,239.999929292809
2014-11-11,4000,3766.83961435578,233.160385644224
2014-11-12,4026,3757.636437082,268.363562918
2014-11-13,3990,3748.39382415659,241.606175843408
2014-11-14,3916,3739.11517178115,176.884828218848
2014-11-17,3794,3729.80397602755,64.1960239724537
2014-11-18,3696,3720.46380608476,-24.4638060847617
2014-11-19,3730,3711.09825767778,18.9017423222164
2014-11-20,3716,3701.71091641918,14.2890835808217
2014-11-21,3712,3692.3053757349,19.6946242651003
2014-11-24,3750,3682.88523495725,67.1147650427452
2014-11-25,3698,3673.45410155963,24.545898440369
2014-11-26,3656,3664.01561075793,-8.01561075793306
2014-11-27,3620,3654.57340791434,-34.5734079143448
2014-11-28,3520,3645.13113507773,-125.131135077729
2014-12-01,3660,3635.69242000568,24.3075799943193
2014-12-03,3754,3626.26083873163,127.739161268371
2014-12-04,3618,3616.83997733677,1.1600226632277
2014-12-05,3488,3607.43347470451,-119.433474704515
2014-12-08,3270,3598.04497019782,-328.044970197816
2014-12-09,3268,3588.67805381062,-320.678053810616
2014-12-10,3360,3579.33617993626,-219.336179936255
2014-12-11,3456,3570.02267041264,-114.022670412644
2014-12-12,3498,3560.74075641299,-62.7407564129892
2014-12-16,3474,3551.49362197804,-77.49362197804
2014-12-17,3508,3542.28442521412,-34.2844252141231
2014-12-18,3410,3533.11629219481,-123.116292194814
2014-12-24,3504,3523.99233482171,-19.9923348217078
2014-12-25,3410,3514.91561410526,-104.91561410526
2014-12-26,3430,3505.88918279194,-75.8891827919356
2014-12-29,3494,3496.9160502601,-2.9160502600976
2014-12-30,3514,3487.9991945187,26.0008054813017
2014-12-31,3508,3479.14159237141,28.8584076285945
2015-01-05,3480,3470.34623136933,9.65376863067
2015-01-06,3472,3461.61611099277,10.3838890072291
2015-01-07,3450,3452.95423471234,-2.95423471233853
2015-01-08,3406,3444.36361029097,-38.3636102909721
2015-01-09,3242,3435.84724427019,-193.847244270186
2015-01-12,3082,3427.40812733402,-345.408127334019
2015-01-13,2952,3419.04917003759,-467.049170037593
2015-01-14,2922,3410.77314015812,-488.773140158117
2015-01-15,2956,3402.58261241353,-446.58261241353
2015-01-16,2960,3394.4799594827,-434.479959482704
2015-01-19,2888,3386.46736944517,-498.467369445165
2015-01-20,2886,3378.54685078386,-492.546850783856
2015-01-21,2848,3370.72020593528,-522.720205935278
2015-01-22,2880,3362.98903373696,-482.989033736957
2015-01-23,2862,3355.35471695494,-493.354716954939
2015-01-26,2746,3347.81843870722,-601.818438707224
2015-01-27,2768,3340.38117817824,-572.381178178236
2015-01-28,2788,3333.04366578531,-545.043665785313
2015-01-29,2780,3325.80639534643,-545.806395346431
2015-01-30,2746,3318.66963538025,-572.669635380252
2015-02-02,2770,3311.63342879089,-541.63342879089
2015-02-03,2834,3304.69758176414,-470.697581764135
2015-02-04,2812,3297.86167659621,-485.861676596209
2015-02-05,2778,3291.125101016,-513.125101016004
2015-02-06,2822,3284.48704191672,-462.487041916716
2015-02-09,2820,3277.94647408622,-457.946474086217
2015-02-10,2820,3271.50218113851,-451.50218113851
2015-02-11,2826,3265.15275739139,-439.15275739139
2015-02-12,2850,3258.89661052941,-408.896610529406
2015-02-13,2966,3252.73196670941,-286.73196670941
2015-02-16,2966,3246.65688306676,-280.656883066756
2015-02-17,2970,3240.66929821297,-270.669298212969
2015-02-25,2926,3234.76703474784,-308.767034747842
2015-02-26,3022,3228.94780338678,-206.947803386783
2015-02-27,3076,3223.20918721376,-147.209187213758
2015-03-02,3158,3217.54868376883,-59.5486837688256
2015-03-03,3202,3211.9637297414,-9.96372974140023
2015-03-04,3168,3206.45173720621,-38.451737206211
2015-03-05,3050,3201.0101141192,-151.010114119198
2015-03-06,3002,3195.6362525418,-193.636252541795
2015-03-09,3022,3190.32748211405,-168.327482114053
2015-03-10,2982,3185.08105243466,-203.081052434657
2015-03-11,2958,3179.89414352225,-221.894143522245
2015-03-12,3024,3174.76385145022,-150.76385145022
2015-03-13,3050,3169.68718056946,-119.687180569465
2015-03-16,2992,3164.6610729117,-172.661072911704
2015-03-17,2988,3159.68242103429,-171.682421034289
2015-03-18,2970,3154.74804612368,-184.748046123684
2015-03-19,2994,3149.85469839961,-155.854698399609
2015-03-20,2992,3144.99905171449,-152.999051714489
2015-03-23,3094,3140.1777154967,-46.1777154966963
2015-03-24,3120,3135.38723593084,-15.3872359308374
2015-03-25,3090,3130.62414011357,-40.6241401135715
2015-03-26,3164,3125.88494878111,38.115051218893
2015-03-27,3124,3121.16616587723,2.83383412277403
2015-03-30,3078,3116.46431110096,-38.464311100957
2015-03-31,3084,3111.77590532274,-27.7759053227443
2015-04-01,3104,3107.09745351338,-3.09745351337946
2015-04-02,3240,3102.42544916226,137.574550837744
2015-04-03,3278,3097.75638447838,180.243615521622
2015-04-07,3366,3093.08680853855,272.913191461449
2015-04-08,3328,3088.41334492504,239.586655074955
2015-04-09,3296,3083.73273003148,212.267269968523
2015-04-10,3370,3079.04179928692,290.958200713083
2015-04-13,3386,3074.33747586321,311.662524136794
2015-04-14,3362,3069.61680320266,292.383196797338
2015-04-15,3372,3064.87695357627,307.123046423729
2015-04-16,3450,3060.11522011455,389.884779885448
2015-04-17,3406,3055.32902290022,350.670977099783
2015-04-20,3308,3050.5159431788,257.484056821205
2015-04-21,3218,3045.67370714906,172.326292850937
2015-04-22,3254,3040.80014744338,213.199852556622
2015-04-23,3210,3035.89316792679,174.106832073209
2015-04-24,3256,3030.95076059265,225.049239407347
2015-04-27,3306,3025.97098940303,280.029010596971
2015-04-28,3296,3020.95201134635,275.04798865365
2015-04-29,3238,3015.89209916364,222.107900836363
2015-04-30,3242,3010.78963928987,231.210360710134
2015-05-04,3256,3005.64310997048,250.35689002952
2015-05-05,3324,3000.45108502385,323.548914976155
2015-05-06,3324,2995.21224175592,328.787758244079
2015-05-07,3252,2989.92539121473,262.074608785268
2015-05-08,3166,2984.58948035596,181.410519644037
2015-05-11,3228,2979.20356446635,248.796435533654
2015-05-12,3182,2973.76677382053,208.233226179473
2015-05-13,3214,2968.2783415355,245.721658464495
2015-05-14,3194,2962.73758680352,231.262413196484
2015-05-15,3188,2957.14393038836,230.856069611643
2015-05-18,3114,2951.49688864827,162.503111351732
2015-05-19,3058,2945.79607336822,112.203926631779
2015-05-20,2976,2940.04116350537,35.9588364946333
2015-05-21,2996,2934.23188439744,61.7681156025605
2015-05-22,2998,2928.3679762462,69.6320237538011
2015-05-25,3000,2922.44920478581,77.5507952141949
2015-05-26,3010,2916.47536453357,93.5246354664303
2015-05-27,3010,2910.44628206299,99.5537179370054
2015-05-28,3000,2904.36182260715,95.6381773928523
2015-05-29,2996,2898.22189255035,97.7781074496542
2015-06-01,3006,2892.02643780998,113.973562190025
2015-06-02,3192,2885.77544472111,306.224555278894
2015-06-03,3210,2879.4689467308,330.531053269195
2015-06-04,3108,2873.10710386691,234.892896133085
2015-06-05,3080,2866.69021278571,213.309787214291
2015-06-08,3070,2860.21866723866,209.781332761338
2015-06-09,3060,2853.69294915105,206.307050848954
2015-06-10,3098,2847.1136271631,250.886372836902
2015-06-11,3102,2840.48135519425,261.518644805747
2015-06-12,2986,2833.79689087018,152.203109129818
2015-06-15,2988,2827.06109991791,160.938900082093
2015-06-16,3012,2820.27491097903,191.725089020972
2015-06-17,2986,2813.43931922095,172.560680779045
2015-06-18,2996,2806.55539906245,189.444600937552
2015-06-19,2958,2799.62429625193,158.375703748068
2015-06-23,2924,2792.64723484656,131.352765153439
2015-06-24,2976,2785.62550436983,190.374495630173
2015-06-25,2950,2778.56044864087,171.439551359127
2015-06-26,2960,2771.45349017219,188.54650982781
2015-06-29,2936,2764.30612234251,171.693877657486
2015-06-30,2812,2757.11991646796,54.8800835320379
2015-07-01,2826,2749.8965148362,76.1034851638013
2015-07-02,2816,2742.63758242,73.3624175800044
2015-07-03,2860,2735.3448156502,124.655184349796
2015-07-06,2726,2728.01994128282,-2.01994128281533
2015-07-07,2634,2720.66473760119,-86.6647376011947
2015-07-08,2464,2713.2809820539,-249.280982053899
2015-07-09,2514,2705.87041626562,-191.870416265625
2015-07-10,2546,2698.43467881834,-152.434678818345
2015-07-13,2488,2690.97532898263,-202.975328982633
2015-07-14,2498,2683.49386301852,-185.49386301852
2015-07-15,2564,2675.99169328433,-111.991693284329
2015-07-16,2550,2668.47015546263,-118.470155462634
2015-07-17,2570,2660.93053894318,-90.9305389431799
2015-07-20,2592,2653.37408414483,-61.3740841448287
2015-07-21,2588,2645.80199389951,-57.8019938995059
2015-07-22,2626,2638.21544566953,-12.2154456695282
2015-07-23,2614,2630.61559302415,-16.6155930241465
2015-07-24,2602,2623.00358448331,-21.0035844833083
2015-07-27,2490,2615.38056169873,-125.38056169873
2015-07-28,2496,2607.74765764006,-111.747657640058
2015-07-29,2526,2600.10595344967,-74.1059534496684
2015-07-30,2524,2592.45648407797,-68.4564840779672
2015-07-31,2532,2584.80025384293,-52.8002538429263
2015-08-03,2434,2577.13823876535,-143.138238765346
2015-08-04,2464,2569.47139304055,-105.47139304055
2015-08-05,2480,2561.80061169625,-81.8006116962481
2015-08-06,2450,2554.12674616253,-104.126746162529
2015-08-07,2538,2546.4506140564,-8.45061405639592
2015-08-10,2588,2538.77298995304,49.2270100469583
2015-08-11,2554,2531.09464493452,22.9053550654846
2015-08-12,2538,2523.41637043133,14.5836295686661
2015-08-13,2542,2515.73896734216,26.2610326578353
2015-08-14,2506,2508.06324259397,-2.06324259396569
2015-08-17,2440,2500.39001396894,-60.3900139689447
2015-08-18,2428,2492.72009839644,-64.7200983964426
2015-08-19,2450,2485.05428784301,-35.0542878430092
2015-08-20,2412,2477.39334752251,-65.3933475225078
2015-08-21,2354,2469.73802815876,-115.738028158756
2015-08-24,2270,2462.08905344461,-192.089053444611
2015-08-25,2222,2454.44709923144,-232.447099231438
2015-08-26,2246,2446.81276196877,-200.812761968775
2015-08-27,2356,2439.18654202184,-83.1865420218416
2015-08-28,2364,2431.56885674794,-67.5688567479368
2015-08-31,2346,2423.96008911839,-77.9600891183928
2015-09-01,2384,2416.3605941743,-32.3605941742971
2015-09-02,2272,2408.77069473116,-136.770694731161
2015-09-07,2284,2401.19070022794,-117.190700227941
2015-09-08,2304,2393.62086356807,-89.6208635680704
2015-09-09,2346,2386.06138921307,-40.061389213065
2015-09-10,2466,2378.51244457881,87.4875554211898
2015-09-11,2450,2370.97418052131,79.0258194786916
2015-09-14,2498,2363.44678406057,134.553215939432
2015-09-15,2414,2355.93047488263,58.0695251173747
2015-09-16,2436,2348.42552829239,87.5744717076056
2015-09-17,2412,2340.93224359838,71.0677564016151
2015-09-18,2372,2333.45095630887,38.5490436911255
2015-09-21,2402,2325.98203130871,76.0179686912922
2015-09-22,2346,2318.52584941733,27.4741505826673
2015-09-23,2360,2311.082822877,48.9171771229988
2015-09-24,2372,2303.65337528664,68.346624713364
2015-09-25,2364,2296.2379504656,67.7620495343989
2015-09-28,2366,2288.83702048496,77.1629795150368
2015-09-29,2328,2281.45108542595,46.5489145740461
2015-09-30,2344,2274.08067726578,69.9193227342186
2015-10-08,2380,2266.72634722318,113.273652776818
2015-10-09,2462,2259.38867541869,202.611324581309
2015-10-12,2436,2252.06828879566,183.931711204338
2015-10-13,2418,2244.76589804877,173.23410195123
2015-10-14,2414,2237.48228990272,176.517710097276
2015-10-15,2412,2230.21832269011,181.781677309887
2015-10-16,2428,2222.97492770901,205.025072290991
2015-10-19,2444,2215.75311139863,228.246888601367
2015-10-20,2380,2208.5539649474,171.446035052597
2015-10-21,2284,2201.37867389175,82.6213261082505
2015-10-22,2258,2194.22849463698,63.7715053630231
2015-10-23,2206,2187.10471774075,18.8952822592455
2015-10-26,2214,2180.00866012137,33.9913398786309
2015-10-27,2188,2172.94164650755,15.058353492454
2015-10-28,2216,2165.90501567883,50.0949843211674
2015-10-29,2238,2158.90011263923,79.0998873607727
2015-10-30,2180,2151.92830309988,28.0716969001205
2015-11-02,2188,2144.99098546875,43.0090145312482
2015-11-03,2164,2138.08956975751,25.9104302424907
2015-11-04,2226,2131.22548375589,94.7745162441144
2015-11-05,2244,2124.40016596424,119.59983403576
2015-11-06,2292,2117.61509405855,174.384905941452
2015-11-09,2270,2110.87179515288,159.128204847119
2015-11-10,2292,2104.17186844476,187.828131555237
2015-11-11,2268,2097.51697890906,170.48302109094
2015-11-12,2304,2090.90886916112,213.091130838876
2015-11-13,2296,2084.34935228726,211.650647712738
2015-11-16,2178,2077.84032945705,100.15967054295
2015-11-17,2108,2071.38378932779,36.6162106722093
2015-11-18,2082,2064.98176195893,17.0182380410712
2015-11-19,2036,2058.63629254557,-22.6362925455706
2015-11-20,2058,2052.34943331739,5.65056668261388
2015-11-23,1924,2046.12322714722,-122.123227147216
2015-11-24,1954,2039.9597192436,-85.9597192435999
2015-11-25,1948,2033.86090433423,-85.8609043342344
2015-11-26,1930,2027.82874161425,-97.8287416142514
2015-11-27,1876,2021.86515478773,-145.865154787732
2015-11-30,1868,2015.9720271202,-147.972027120199
2015-12-01,1884,2010.15118158242,-126.151181582418
2015-12-02,1892,2004.40437997927,-112.404379979271
2015-12-03,1826,1998.73333196994,-172.733331969937
2015-12-04,1840,1993.13970075019,-153.139700750187
2015-12-07,1822,1987.62507811451,-165.625078114508
2015-12-08,1740,1982.19099255598,-242.190992555983
2015-12-09,1732,1976.83890410469,-244.838904104693
2015-12-10,1684,1971.5701726788,-287.570172678798
2015-12-11,1670,1966.38605698997,-296.386056989973
2015-12-14,1702,1961.28769687987,-259.287696879865
2015-12-15,1702,1956.27610967581,-254.276109675809
2015-12-16,1710,1951.35220552642,-241.352205526418
2015-12-17,1712,1946.51678947271,-234.51678947271
2015-12-18,1744,1941.7705667902,-197.770566790203
2015-12-21,1742,1937.11414581474,-195.114145814741
2015-12-22,1908,1932.54805313183,-24.5480531318295
