"NI0Date","NI0Close","NI0_hpft","NI0_hpfc"
2015-10-29,79130,74456.9170630971,4673.08293690287
2015-10-30,77150,74310.2858394952,2839.71416050481
2015-11-02,76590,74165.1618244519,2424.83817554806
2015-11-03,76330,74021.5653145594,2308.43468544055
2015-11-04,76510,73879.5176087417,2630.48239125827
2015-11-05,74820,73739.0409601374,1080.95903986258
2015-11-06,74990,73600.1587092208,1389.84129077919
2015-11-09,73990,73462.8946432887,527.105356711326
2015-11-10,73890,73327.2731241447,562.726875855267
2015-11-11,72930,73193.3187314799,-263.318731479865
2015-11-12,73290,73061.0562775865,228.943722413467
2015-11-13,72930,72930.5104659156,-0.510465915579061
2015-11-16,73180,72801.706094554,378.293905446017
2015-11-17,71240,72674.6679613771,-1434.66796137714
2015-11-18,70950,72549.4210206339,-1599.42102063389
2015-11-19,69770,72425.9896335344,-2655.98963353443
2015-11-20,68740,72304.3975001564,-3564.39750015642
2015-11-23,64980,72184.6672227006,-7204.66722270066
2015-11-24,64970,72066.819929988,-7096.81992998798
2015-11-25,68250,71950.8737727128,-3700.87377271279
2015-11-26,70800,71836.843968036,-1036.84396803598
2015-11-27,69370,71724.7442033283,-2354.74420332828
2015-11-30,69100,71614.5877373652,-2514.58773736522
2015-12-01,68970,71506.3868555618,-2536.38685556179
2015-12-02,70150,71400.1528039156,-1250.15280391557
2015-12-03,68150,71295.895779976,-3145.89577997602
2015-12-04,68880,71193.6254645303,-2313.62546453034
2015-12-07,70590,71093.3502379825,-503.350237982499
2015-12-08,68170,70995.0775243692,-2825.07752436918
2015-12-09,68170,70898.8145396707,-2728.81453967073
2015-12-10,67490,70804.5673320896,-3314.56733208962
2015-12-11,69030,70712.3408218451,-1682.34082184513
2015-12-14,68750,70622.1385590488,-1872.13855904884
2015-12-15,69670,70533.9633984063,-863.963398406315
2015-12-16,70250,70447.8174207457,-197.81742074573
2015-12-17,69820,70363.7023497745,-543.702349774543
2015-12-18,70500,70281.6198274287,218.380172571301
2015-12-21,71130,70201.5712708991,928.428729100852
2015-12-22,70840,70123.5581876461,716.441812353918
2015-12-23,70220,70047.5824689108,172.417531089218
2015-12-24,69400,69973.646302072,-573.646302071973
2015-12-25,69130,69901.751945787,-771.751945787008
2015-12-28,68050,69831.9014215863,-1781.90142158631
2015-12-29,69310,69764.0964319943,-454.096431994282
2015-12-30,70070,69698.337942963,371.662057037037
2015-12-31,70630,69634.6267327437,995.373267256309
2016-01-04,68930,69572.9637332164,-642.963733216396
2016-01-05,69510,69513.3502877049,-3.35028770488748
2016-01-06,68820,69455.787473762,-635.787473761968
2016-01-07,67480,69400.276367554,-1920.27636755399
2016-01-08,67920,69346.8177824394,-1426.81778243942
2016-01-11,67000,69295.4117380115,-2295.41173801153
2016-01-12,65950,69246.0576640744,-3296.0576640744
2016-01-13,66220,69198.7540416024,-2978.75404160242
2016-01-14,67360,69153.4979891087,-1793.49798910865
2016-01-15,68190,69110.2853938099,-920.2853938099
2016-01-18,69320,69069.1114015648,250.888598435199
2016-01-19,70130,69029.9707778234,1100.02922217661
2016-01-20,69470,68992.8583917405,477.141608259456
2016-01-21,69250,68957.7695671798,292.230432820173
2016-01-22,70160,68924.6998252371,1235.30017476293
2016-01-25,69360,68893.6448078039,466.355192196067
2016-01-26,69130,68864.6006673937,265.399332606336
2016-01-27,70520,68837.5637493039,1682.43625069615
2016-01-28,69730,68812.5305085178,917.469491482254
2016-01-29,69590,68789.4980954794,800.50190452063
2016-02-01,68950,68768.4640398794,181.53596012063
2016-02-02,69010,68749.4262023057,260.57379769434
2016-02-03,68880,68732.3825183767,147.617481623305
2016-02-04,69340,68717.331031432,622.66896856803
2016-02-05,68740,68704.2698458223,35.7301541776593
2016-02-15,66320,68693.1973232887,-2373.19732328871
2016-02-16,66660,68684.1118403434,-2024.11184034343
2016-02-17,66400,68677.0107925125,-2277.01079251251
2016-02-18,66680,68671.8907386361,-1991.89073863614
2016-02-19,67120,68668.7472963252,-1548.74729632517
2016-02-22,68730,68667.5752598263,62.4247401736596
2016-02-23,68700,68668.3687831989,31.6312168010825
2016-02-24,68550,68671.1220463015,-121.122046301548
2016-02-25,67810,68675.829242072,-865.829242071948
2016-02-26,67290,68682.4845133759,-1392.48451337587
2016-02-29,67020,68691.081645186,-1671.08164518604
2016-03-01,67800,68701.613846873,-901.613846872971
2016-03-02,68950,68714.0736370534,235.926362946628
2016-03-03,69400,68728.4531616522,671.5468383478
2016-03-04,71350,68744.7446641169,2605.25533588308
2016-03-07,73310,68762.9406654789,4547.05933452113
2016-03-08,71670,68783.034763686,2886.965236314
2016-03-09,69280,68805.022436257,474.977563742982
2016-03-10,68930,68828.900354061,101.099645939007
2016-03-11,69450,68854.6653843053,595.33461569473
2016-03-14,69310,68882.3144359897,427.685564010284
2016-03-15,68330,68911.8446642003,-581.844664200284
2016-03-16,68100,68943.2534008115,-843.253400811554
2016-03-17,68540,68976.5377371875,-436.537737187493
2016-03-18,69860,69011.6944161216,848.30558387836
2016-03-21,68090,69048.7199999638,-958.719999963844
2016-03-22,68450,69087.6114017174,-637.611401717427
2016-03-23,68260,69128.365138091,-868.365138090996
2016-03-24,68130,69170.977462229,-1040.977462229
2016-03-25,68470,69215.4442683293,-745.444268329342
2016-03-28,68120,69261.7610202953,-1141.76102029526
2016-03-29,68290,69309.9228738834,-1019.92287388343
2016-03-30,66740,69359.9245129032,-2619.9245129032
2016-03-31,66250,69411.760199562,-3161.76019956202
2016-04-01,66340,69465.4231130959,-3125.42311309587
2016-04-06,66710,69520.9051257999,-2810.90512579991
2016-04-07,67050,69578.1968180461,-2528.19681804608
2016-04-08,67430,69637.2876082878,-2207.2876082878
2016-04-11,68230,69698.1658699235,-1468.1658699235
2016-04-12,69000,69760.8190639477,-760.819063947741
2016-04-13,70260,69825.2340444752,434.76595552477
2016-04-14,70710,69891.3973511304,818.602648869592
2016-04-15,70240,69959.2957032498,280.704296750218
2016-04-18,70840,70028.9161585484,811.083841451588
2016-04-19,71010,70100.2458907725,909.754109227458
2016-04-20,71880,70173.2724089386,1706.72759106144
2016-04-21,73850,70247.9835981166,3602.01640188343
2016-04-22,71810,70324.3680488729,1485.63195112708
2016-04-25,72050,70402.415840702,1647.58415929802
2016-04-26,71350,70482.1176671963,867.88233280374
2016-04-27,71910,70563.4649029953,1346.53509700475
2016-04-28,72170,70646.4492814834,1523.55071851658
2016-04-29,73340,70731.0630926525,2608.93690734748
2016-05-03,75940,70817.2992562654,5122.70074373457
2016-05-04,74360,70905.1517705156,3454.84822948437
2016-05-05,73420,70994.6167511185,2425.38324888153
2016-05-06,70700,71085.6917418818,-385.691741881772
2016-05-09,69030,71178.3752891682,-2148.37528916823
2016-05-10,69210,71272.6657799143,-2062.66577991433
2016-05-11,69400,71368.5607130004,-1968.56071300041
2016-05-12,70130,71466.0567346855,-1336.05673468549
2016-05-13,68250,71565.1496775044,-3315.14967750437
2016-05-16,68850,71665.8348217234,-2815.83482172342
2016-05-17,69410,71768.1060772547,-2358.10607725471
2016-05-18,68600,71871.9561900601,-3271.95619006013
2016-05-19,68430,71977.3769313537,-3547.37693135368
2016-05-20,68520,72084.3587198562,-3564.35871985616
2016-05-23,67180,72192.89050794,-5012.89050793995
2016-05-24,67020,72302.9597746227,-5282.9597746227
2016-05-25,66820,72414.5519267904,-5594.55192679036
2016-05-26,67230,72527.6501875671,-5297.65018756707
2016-05-27,67390,72642.2354675126,-5252.23546751261
2016-05-30,67360,72758.2864873529,-5398.2864873529
2016-05-31,68090,72875.7797967498,-4785.77979674984
2016-06-01,67150,72994.6897139284,-5844.68971392845
2016-06-02,67430,73114.9885788713,-5684.9885788713
2016-06-03,67550,73236.6463155969,-5686.64631559689
2016-06-06,68990,73359.630498179,-4369.63049817899
2016-06-07,68780,73483.9063500596,-4703.90635005956
2016-06-08,68890,73609.4372884496,-4719.43728844963
2016-06-13,70300,73736.1847861585,-3436.18478615851
2016-06-14,70420,73864.1083651672,-3444.10836516714
2016-06-15,71240,73993.1661270778,-2753.16612707778
2016-06-16,70420,74123.3147498322,-3703.31474983216
2016-06-17,71450,74254.5097733292,-2804.50977332919
2016-06-20,72520,74386.7052066645,-1866.70520666447
2016-06-21,72390,74519.8538996607,-2129.8538996607
2016-06-22,72760,74653.9079305224,-1893.90793052237
2016-06-23,72050,74788.8184970574,-2738.81849705742
2016-06-24,70470,74924.5360142047,-4454.53601420473
2016-06-27,71650,75061.0097647897,-3411.00976478972
2016-06-28,72580,75198.1871903107,-2618.18719031072
2016-06-29,73450,75336.0143222916,-1886.01432229158
2016-06-30,74890,75474.4361100039,-584.436110003939
2016-07-01,75560,75613.3967231147,-53.3967231146782
2016-07-04,79240,75752.8400897108,3487.15991028919
2016-07-05,80600,75892.7101158051,4707.28988419488
2016-07-06,78060,76032.9521488637,2027.04785113629
2016-07-07,77270,76173.5134821561,1096.4865178439
2016-07-08,76840,76314.3422468517,525.657753148289
2016-07-11,79300,76455.3870273642,2844.61297263576
2016-07-12,81160,76596.5966253925,4563.40337460749
2016-07-13,80430,76737.921018484,3692.07898151595
2016-07-14,81770,76879.3120705142,4890.68792948576
2016-07-15,81200,77020.723171515,4179.27682848505
2016-07-18,80840,77162.1097331321,3677.89026686791
2016-07-19,81880,77303.4288945564,4576.57110544364
2016-07-20,81550,77444.6393152708,4105.36068472915
2016-07-21,82250,77585.7015465283,4664.29845347174
2016-07-22,81220,77726.5778365729,3493.42216342705
2016-07-25,80520,77867.2323616823,2652.76763831767
2016-07-26,79390,78007.630742175,1382.36925782501
2016-07-27,79650,78147.7396949157,1502.26030508433
2016-07-28,81390,78287.5265081859,3102.47349181415
2016-07-29,80330,78426.9590912405,1903.04090875948
2016-08-01,83930,78566.0066357732,5363.9933642268
2016-08-02,85180,78704.6391201171,6475.36087988288
2016-08-03,83880,78842.828739865,5037.17126013499
2016-08-04,82100,78980.5503672634,3119.44963273657
2016-08-05,82970,79117.7809567231,3852.21904327686
2016-08-08,84430,79254.4987521105,5175.50124788954
2016-08-09,83790,79390.6835896432,4399.31641035684
2016-08-10,84190,79526.3174448826,4663.68255511738
2016-08-11,83330,79661.384111893,3668.61588810695
2016-08-12,83100,79795.8693125148,3304.1306874852
2016-08-15,80850,79929.7602850477,920.239714952326
2016-08-16,81490,80063.0456335853,1426.95436641473
2016-08-17,81170,80195.7143426136,974.28565738639
2016-08-18,81440,80327.7559864636,1112.24401353642
2016-08-19,81540,80459.1605421955,1080.83945780453
2016-08-22,80590,80589.9184466271,0.0815533729252138
2016-08-23,81110,80720.0205833507,389.979416649274
2016-08-24,80980,80849.4578359941,130.542164005902
2016-08-25,78450,80978.2212493862,-2528.2212493862
2016-08-26,78310,81106.3019223173,-2796.30192231729
2016-08-29,78570,81233.6899085098,-2663.68990850978
2016-08-30,78150,81360.3741058114,-3210.37410581139
2016-08-31,78060,81486.3423110061,-3426.34231100614
2016-09-01,78810,81611.5809938372,-2801.58099383721
2016-09-02,79820,81736.0752077346,-1916.07520773457
2016-09-05,80230,81859.8088480714,-1629.80884807143
2016-09-06,81040,81982.7650181896,-942.765018189623
2016-09-07,80920,82104.9261477342,-1184.92614773423
2016-09-08,80980,82226.2742766497,-1246.2742766497
2016-09-09,81320,82346.7909550795,-1026.79095507953
2016-09-12,78710,82466.4572180066,-3756.45721800657
2016-09-13,79310,82585.2536759795,-3275.25367597947
2016-09-14,78280,82703.1593867817,-4423.15938678172
2016-09-19,78960,82820.1520543348,-3860.15205433485
2016-09-20,80610,82936.2075542048,-2326.20755420479
2016-09-21,80510,83051.3001663277,-2541.30016632765
2016-09-22,81700,83165.4032090773,-1465.40320907733
2016-09-23,82620,83278.4889503575,-658.488950357534
2016-09-26,81480,83390.5290523312,-1910.52905233122
2016-09-27,82700,83501.4949049698,-801.494904969755
2016-09-28,82090,83611.3571085095,-1521.35710850947
2016-09-29,81860,83720.0859318791,-1860.08593187906
2016-09-30,81380,83827.6510151414,-2447.65101514143
2016-10-10,81660,83934.0212294735,-2274.02122947348
2016-10-11,82840,84039.1644342937,-1199.16443429368
2016-10-12,82350,84143.047549026,-1793.04754902595
2016-10-13,81340,84245.6369974121,-2905.63699741214
2016-10-14,81590,84346.8984620221,-2756.8984620221
2016-10-17,81820,84446.7964243484,-2626.7964243484
2016-10-18,81680,84545.2942262957,-2865.29422629571
2016-10-19,80700,84642.3541239534,-3942.35412395343
2016-10-20,80750,84737.9371890173,-3987.93718901727
2016-10-21,79410,84832.0028635671,-5422.0028635671
2016-10-24,80410,84924.5089412369,-4514.5089412369
2016-10-25,81470,85015.410974416,-3545.41097441595
2016-10-26,81050,85104.6626493806,-4054.66264938055
2016-10-27,80980,85192.2161868782,-4212.21618687817
2016-10-28,82570,85278.0221316172,-2708.02213161719
2016-10-31,83950,85362.0292871495,-1412.02928714948
2016-11-01,83560,85444.1853376356,-1884.18533763562
2016-11-02,82310,85524.4373835663,-3214.43738356625
2016-11-03,83280,85602.7317465801,-2322.73174658006
2016-11-04,82920,85679.013419593,-2759.01341959297
2016-11-07,87830,85753.2264354068,2076.77356459317
2016-11-08,89890,85825.3136863568,4064.6863136432
2016-11-09,90840,85895.2189232252,4944.78107677485
2016-11-10,95600,85962.8875769781,9637.11242302193
2016-11-11,96140,86028.2671225509,10111.7328774492
2016-11-14,91680,86091.3090184781,5588.69098152185
2016-11-15,90680,86151.9689030739,4528.03109692609
2016-11-16,92530,86210.2047247983,6319.79527520175
2016-11-17,91240,86265.9763038126,4974.02369618739
2016-11-18,90720,86319.2460726269,4400.75392737309
2016-11-21,91330,86369.9785198165,4960.02148018345
2016-11-22,93340,86418.1399530538,6921.86004694617
2016-11-23,92970,86463.6987302721,6506.30126972788
2016-11-24,94550,86506.6260706358,8043.3739293642
2016-11-25,96700,86546.8958827455,10153.1041172545
2016-11-28,99220,86584.4854000144,12635.5145999856
2016-11-29,94520,86619.3760527367,7900.62394726328
2016-11-30,91300,86651.55449422,4648.44550578004
2016-12-01,92980,86681.0106435719,6298.9893564281
2016-12-02,92430,86707.7363413877,5722.26365861234
2016-12-05,95440,86731.7260320074,8708.27396799258
2016-12-06,95300,86752.9765251199,8547.0234748801
2016-12-07,96790,86771.4882300711,10018.5117699288
2016-12-08,95110,86787.2650892013,8322.73491079866
2016-12-09,95150,86800.3151860977,8349.68481390233
2016-12-12,94460,86810.6500446262,7649.34995537377
2016-12-13,95960,86818.2846400956,9141.71535990441
2016-12-14,96260,86823.2371097293,9436.76289027067
2016-12-15,96130,86825.529369578,9304.470630422
2016-12-16,95280,86825.1872364624,8454.81276353756
2016-12-19,93390,86822.2403732995,6567.75962670047
2016-12-20,92510,86816.7219378996,5693.27806210037
2016-12-21,92660,86808.6678029034,5851.3321970966
2016-12-22,90120,86798.1161943326,3321.88380566742
2016-12-23,90150,86785.1077569134,3364.89224308656
2016-12-26,84190,86769.6845084997,-2579.68450849969
2016-12-27,85550,86751.8898578629,-1201.88985786291
2016-12-28,85820,86731.7661474356,-911.766147435566
2016-12-29,86350,86709.3552228387,-359.355222838678
2016-12-30,85560,86684.6985527999,-1124.6985527999
2017-01-03,86010,86657.8374575075,-647.837457507535
2017-01-04,85130,86628.8127922457,-1498.81279224568
2017-01-05,85250,86597.6651445044,-1347.66514450437
2017-01-06,84810,86564.4344822297,-1754.43448222968
2017-01-09,86370,86529.1602162918,-159.160216291775
2017-01-10,87130,86491.8810323561,638.118967643894
2017-01-11,87750,86452.6355502948,1297.36444970519
2017-01-12,85800,86411.4626537469,-611.462653746906
2017-01-13,85510,86368.4017626389,-858.401762638863
2017-01-16,86480,86323.4920441309,156.507955869122
2017-01-17,85220,86276.7723105673,-1056.77231056728
2017-01-18,85090,86228.2814389788,-1138.28143897875
2017-01-19,84920,86178.0578695703,-1258.05786957031
2017-01-20,81780,86126.1395720289,-4346.13957202891
2017-01-23,82750,86072.5639960071,-3322.56399600706
2017-01-24,82430,86017.3667946427,-3587.36679464265
2017-01-25,81630,85960.5822476571,-4330.58224765711
2017-01-26,82540,85902.2431518973,-3362.24315189728
2017-02-03,84690,85842.3805141265,-1152.38051412647
2017-02-06,86160,85781.023951285,378.976048715043
2017-02-07,86120,85718.2026039694,401.797396030551
2017-02-08,86810,85653.9457694296,1156.05423057041
2017-02-09,86550,85588.2829110021,961.717088997935
2017-02-10,86750,85521.2439698863,1228.75603011365
2017-02-13,89120,85452.8592848235,3667.14071517653
2017-02-14,90260,85383.1597024697,4876.84029753031
2017-02-15,89810,85312.1775853283,4497.82241467171
2017-02-16,90400,85239.9473117947,5160.0526882053
2017-02-17,90690,85166.5051194788,5523.49488052124
2017-02-20,91690,85091.8893789564,6598.11062104359
2017-02-21,91510,85016.1407439872,6493.85925601285
2017-02-22,89740,84939.3025957276,4800.69740427236
2017-02-23,88590,84861.4209996341,3728.57900036585
2017-02-24,89110,84782.5440055784,4327.45599442164
2017-02-27,90700,84702.7212046742,5997.27879532579
2017-02-28,90690,84622.0039768347,6067.99602316529
2017-03-01,91090,84540.4461810073,6549.55381899272
2017-03-02,91150,84458.1041844009,6691.89581559908
2017-03-03,90800,84375.0370615522,6424.96293844782
2017-03-06,91040,84291.3066531537,6748.69334684632
2017-03-07,91140,84206.977455722,6933.02254427803
2017-03-08,88100,84122.116755411,3977.88324458897
2017-03-09,84130,84036.7947042078,93.2052957922238
2017-03-10,83690,83951.0830983964,-261.083098396403
2017-03-13,84070,83865.0537727883,204.946227211676
2017-03-14,83980,83778.7784542734,201.221545726612
2017-03-15,84980,83692.328954458,1287.67104554196
2017-03-16,85510,83605.7771681257,1904.22283187428
2017-03-17,84460,83519.1955223312,940.804477668802
2017-03-20,84450,83432.6572312586,1017.34276874136
2017-03-21,84300,83346.2358979826,953.764102017408
2017-03-22,82440,83260.0055461066,-820.005546106589
2017-03-23,82990,83174.0405934816,-184.04059348161
2017-03-24,82510,83088.4151190017,-578.415119001664
2017-03-27,80320,83003.203125485,-2683.20312548496
2017-03-28,80930,82918.4783766574,-1988.47837665742
2017-03-29,82550,82834.3135271153,-284.313527115341
2017-03-30,82320,82750.7804094987,-430.780409498659
2017-03-31,83070,82667.950738925,402.049261075007
2017-04-05,84230,82585.8960524424,1644.10394755763
2017-04-06,86440,82504.6880532895,3935.3119467105
2017-04-07,83970,82424.3991243131,1545.6008756869
2017-04-10,85050,82345.1032750604,2704.89672493956
2017-04-11,85230,82266.8751539671,2963.12484603288
2017-04-12,81620,82189.7905275631,-569.790527563131
2017-04-13,81930,82113.926387216,-183.926387215988
2017-04-14,80680,82039.3594887637,-1359.35948876374
2017-04-17,80690,81966.166512017,-1276.16651201703
2017-04-18,80240,81894.4235748854,-1654.42357488542
2017-04-19,79200,81824.2062677552,-2624.20626775524
2017-04-20,79680,81755.5894971502,-2075.58949715024
2017-04-21,79540,81688.6470848459,-2148.64708484586
2017-04-24,78790,81623.4519946519,-2833.45199465188
2017-04-25,77800,81560.0763022185,-3760.07630221846
2017-04-26,77990,81498.5909119568,-3508.5909119568
2017-04-27,77920,81439.0651740137,-3519.06517401374
2017-04-28,79300,81381.5669882285,-2081.56698822854
2017-05-02,80030,81326.1627997993,-1296.16279979927
2017-05-03,79380,81272.9181934884,-1892.91819348842
2017-05-04,76270,81221.8982182744,-4951.89821827438
2017-05-05,74820,81173.1671406819,-6353.16714068188
2017-05-08,75730,81126.7871803221,-5396.78718032206
2017-05-09,76490,81082.8179306551,-4592.81793065515
2017-05-10,76400,81041.3167543327,-4641.31675433269
2017-05-11,77130,81002.3391155208,-3872.33911552078
2017-05-12,76990,80965.9385598404,-3975.9385598404
2017-05-15,77340,80932.1670322549,-3592.16703225491
2017-05-16,76600,80901.0748342381,-4301.07483423812
2017-05-17,76870,80872.7107823982,-4002.71078239818
2017-05-18,75510,80847.1219154522,-5337.12191545218
2017-05-19,76020,80824.3536175576,-4804.35361755763
2017-05-22,77850,80804.4490667223,-2954.44906672235
2017-05-23,77630,80787.4494550235,-3157.44945502348
2017-05-24,76270,80773.3947533029,-4503.39475330294
2017-05-25,75920,80762.323627215,-4842.32362721501
2017-05-26,75200,80754.2728809106,-5554.27288091063
2017-05-31,72950,80749.2773169163,-7799.27731691631
2017-06-01,73160,80747.3694418333,-7587.36944183332
2017-06-02,72080,80748.5785383721,-8668.57853837209
2017-06-05,73110,80752.9307529139,-7642.9307529139
2017-06-06,72980,80760.4486486129,-7780.44864861287
2017-06-07,73480,80771.1516293393,-7291.15162933927
2017-06-08,73200,80785.0558828244,-7585.05588282443
2017-06-09,72900,80802.1745829524,-7902.17458295241
2017-06-12,73880,80822.5177682347,-6942.51776823472
