"TF00YDate","TF00YClose","TF00Y_hpft","TF00Y_hpfc"
2021-03-12,177.9,166.704388088057,11.1956119119429
2021-03-15,178.5,166.764930797915,11.7350692020849
2021-03-16,181.1,166.822569168804,14.2774308311959
2021-03-17,181.2,166.877353577637,14.3226464223634
2021-03-18,176.3,166.929340303046,9.3706596969538
2021-03-19,176.3,166.978591544064,9.32140845593644
2021-03-22,175.3,167.02517337317,8.27482662683033
2021-03-23,173.8,167.069155715947,6.73084428405324
2021-03-24,169.4,167.110611918469,2.28938808153062
2021-03-25,168.3,167.149618109048,1.1503818909516
2021-03-26,166.7,167.186251362351,-0.48625136235057
2021-03-29,165.6,167.220589228567,-1.62058922856686
2021-03-30,162.1,167.252709056882,-5.15270905688169
2021-03-31,164.2,167.282687526602,-3.08268752660211
2021-04-02,164.8,167.310599187104,-2.51059918710401
2021-04-05,166.2,167.336517313512,-1.13651731351195
2021-04-06,168.5,167.360514143167,1.13948585683303
2021-04-07,164,167.382661443618,-3.38266144361758
2021-04-08,162.4,167.40303145343,-5.00303145343016
2021-04-09,157.2,167.421695012917,-10.2216950129169
2021-04-12,158.4,167.438720894335,-9.03872089433536
2021-04-13,160.4,167.45417364471,-7.05417364470979
2021-04-14,162.8,167.468114074816,-4.6681140748164
2021-04-15,163.6,167.480600079521,-3.88060007952081
2021-04-16,161.8,167.49168762408,-5.69168762407949
2021-04-19,165.2,167.501431069663,-2.30143106966323
2021-04-20,164.4,167.509882424728,-3.10988242472775
2021-04-21,165,167.517092746414,-2.51709274641385
2021-04-22,166.5,167.523111806355,-1.02311180635528
2021-04-23,166,167.527988335726,-1.527988335726
2021-04-26,165.5,167.531770642785,-2.03177064278525
2021-04-27,167.4,167.534506404185,-0.134506404185239
2021-04-28,169.3,167.53624245672,1.76375754327971
2021-04-29,168.3,167.537025581589,0.76297441841108
2021-04-30,168.8,167.536903289058,1.26309671094209
2021-05-03,168.4,167.535923404771,0.864076595228912
2021-05-04,168.9,167.534134276493,1.36586572350683
2021-05-05,172,167.531584609158,4.46841539084212
2021-05-06,173.2,167.528323672294,5.6716763277059
2021-05-07,176.2,167.524402582494,8.67559741750588
2021-05-10,171.8,167.519874800795,4.28012519920476
2021-05-11,173.4,167.514797374375,5.88520262562543
2021-05-13,164.6,167.509229119643,-2.90922911964306
2021-05-14,164.3,167.503231285717,-3.20323128571698
2021-05-17,165.2,167.496863919155,-2.29686391915537
2021-05-18,163.8,167.490185742429,-3.6901857424286
2021-05-19,164.5,167.483254528577,-2.98325452857693
2021-05-20,167.7,167.476126525266,0.223873474733889
2021-05-21,168,167.468856747004,0.531143252995981
2021-05-24,168.9,167.461500300839,1.43849969916074
2021-05-26,170.3,167.454112513373,2.84588748662661
2021-05-27,170.8,167.446749305826,3.35325069417406
2021-05-28,168.7,167.439467775792,1.26053222420783
2021-05-31,168.3,167.432326406966,0.86767359303436
2021-06-01,166,167.425384204094,-1.42538420409405
2021-06-02,167.7,167.418700530586,0.281299469413684
2021-06-03,167,167.412334160654,-0.412334160654355
2021-06-04,165.8,167.406343984789,-1.60634398478868
2021-06-07,165.5,167.400788723036,-1.90078872303619
2021-06-08,165.3,167.395726431447,-2.09572643144688
2021-06-09,163.1,167.391214380362,-4.29121438036195
2021-06-10,163,167.387308973832,-4.38730897383155
2021-06-11,163.2,167.384064842092,-4.18406484209224
2021-06-14,162.1,167.381534801842,-5.28153480184185
2021-06-15,162.4,167.379769940254,-4.97976994025422
2021-06-16,161.9,167.378819161331,-5.47881916133066
2021-06-17,161.6,167.378729310634,-5.77872931063405
2021-06-18,159.5,167.379544969003,-7.87954496900348
2021-06-21,159.1,167.381308328586,-8.28130832858561
2021-06-22,162,167.38405832444,-5.38405832443953
2021-06-23,163.4,167.387830468465,-3.98783046846526
2021-06-24,165.5,167.392658047006,-1.89265804700622
2021-06-25,164.3,167.398572698001,-3.09857269800143
2021-06-28,162.4,167.405605277038,-5.00560527703761
2021-06-29,159.5,167.413785358876,-7.91378535887551
2021-06-30,158.1,167.423140449165,-9.32314044916517
2021-07-01,157.1,167.433694782311,-10.333694782311
2021-07-02,161.3,167.445468738908,-6.1454687389081
