"SI00YDate","SI00YClose","SI00Y_hpft","SI00Y_hpfc"
2014-11-04,16.01,17.4105252205678,-1.40052522056784
2014-11-05,15.295,17.3874236291261,-2.09242362912611
2014-11-06,15.405,17.364677597031,-1.95967759703096
2014-11-07,15.81,17.3422919907664,-1.53229199076643
2014-11-10,15.59,17.3202708667668,-1.73027086676679
2014-11-11,15.68,17.2986176480775,-1.61861764807748
2014-11-12,15.645,17.277335042519,-1.632335042519
2014-11-13,15.645,17.2564250888415,-1.6114250888415
2014-11-14,16.305,17.235889151052,-0.930889151051952
2014-11-17,16.125,17.21572792706,-1.09072792706003
2014-11-18,16.17,17.1959417299837,-1.02594172998369
2014-11-19,16.11,17.1765304220771,-1.06653042207708
2014-11-20,16.23,17.1574934415115,-0.927493441511491
2014-11-21,16.425,17.1388297855968,-0.713829785596803
2014-11-24,16.445,17.1205380682558,-0.675538068255795
2014-11-25,16.645,17.1026166083413,-0.457616608341295
2014-11-26,16.465,17.0850634454665,-0.62006344546652
2014-11-27,16.195,17.0678764300843,-0.872876430084336
2014-11-28,15.365,17.0510531563392,-1.68605315633918
2014-12-01,16.41,17.0345908575612,-0.624590857561238
2014-12-02,16.36,17.0184860701368,-0.65848607013678
2014-12-03,16.3,17.0027350722691,-0.702735072269106
2014-12-04,16.42,16.9873338699711,-0.56733386997105
2014-12-05,16.24,16.972278178773,-0.732278178772997
2014-12-08,16.21,16.9575634796924,-0.747563479692366
2014-12-09,17.005,16.943184951051,0.0618150489490196
2014-12-10,17.085,16.9291374621595,0.155862537840518
2014-12-11,17.17,16.9154159078798,0.254584092120248
2014-12-12,17.11,16.9020152475014,0.207984752498565
2014-12-15,16.845,16.8889305455487,-0.0439305455487045
2014-12-16,15.82,16.8761569525175,-1.05615695251754
2014-12-17,15.9,16.8636896007461,-0.963689600746052
2014-12-18,15.83,16.8515231859991,-1.02152318599915
2014-12-19,16.065,16.83965200569,-0.774652005689994
2014-12-22,15.68,16.8280699349768,-1.14806993497676
2014-12-23,15.79,16.816770528807,-1.02677052880704
2014-12-24,15.765,16.8057468675624,-1.04074686756245
2014-12-26,16.085,16.7949916071991,-0.70999160719912
2014-12-29,15.805,16.7844969734696,-0.979496973469577
2014-12-30,16.27,16.7742548986456,-0.504254898645561
2014-12-31,15.685,16.764256910113,-1.07925691011295
2015-01-02,15.785,16.7544943268198,-0.969494326819843
2015-01-05,16.19,16.7449580215926,-0.554958021592601
2015-01-06,16.55,16.7356384665075,-0.185638466507501
2015-01-07,16.53,16.7265259042431,-0.196525904243136
2015-01-08,16.375,16.7176105007434,-0.342610500743429
2015-01-09,16.52,16.7088823407162,-0.18888234071622
2015-01-12,16.61,16.7003313672474,-0.0903313672473659
2015-01-13,17.09,16.6919474453469,0.398052554653117
2015-01-14,16.835,16.6837204026851,0.151279597314928
2015-01-15,16.955,16.6756402314718,0.279359768528223
2015-01-16,17.78,16.6676969864489,1.1123030135511
2015-01-19,17.705,16.6598808378352,1.04511916216484
2015-01-20,18.005,16.6521824156303,1.35281758436968
2015-01-21,18.14,16.6445927818442,1.49540721815576
2015-01-22,18.34,16.6371035576874,1.70289644231264
2015-01-23,18.325,16.6297069825113,1.69529301748867
2015-01-26,17.935,16.6223959995767,1.31260400042331
2015-01-27,18.06,16.6151642529098,1.44483574709015
2015-01-28,17.99,16.6080059291151,1.38199407088494
2015-01-29,16.945,16.6009158120334,0.344084187966578
2015-01-30,17.255,16.593889256767,0.66111074323296
2015-02-02,17.21,16.5869217606484,0.623078239351581
2015-02-03,17.3,16.5800090942867,0.719990905713321
2015-02-04,17.36,16.5731472858465,0.786852714153507
2015-02-05,17.25,16.5663326611077,0.683667338892295
2015-02-06,16.715,16.5595618711035,0.155438128896496
2015-02-09,16.97,16.5528318494678,0.417168150532249
2015-02-10,16.905,16.546139594086,0.358860405914007
2015-02-11,16.785,16.5394822752844,0.245517724715608
2015-02-12,16.835,16.5328572117276,0.302142788272377
2015-02-13,17.32,16.5262618235675,0.793738176432515
2015-02-16,17.3,16.5196936558495,0.780306344150516
2015-02-17,16.47,16.5131505817185,-0.0431505817185169
2015-02-18,16.465,16.5066307968668,-0.0416307968667829
2015-02-19,16.345,16.5001324791497,-0.155132479149747
2015-02-20,16.235,16.4936537892144,-0.25865378921437
2015-02-23,16.29,16.4871928235821,-0.197192823582117
2015-02-24,16.28,16.4807475718573,-0.200747571857346
2015-02-25,16.515,16.4743159421329,0.0406840578671394
2015-02-26,16.53,16.4678957595205,0.0621042404795425
2015-02-27,16.545,16.4614848659491,0.0835151340508929
2015-03-02,16.365,16.4550811290192,-0.0900811290191656
2015-03-03,16.185,16.4486824508528,-0.263682450852791
2015-03-04,16.14,16.4422866963362,-0.302286696336229
2015-03-05,16.135,16.43589162136,-0.300891621360001
2015-03-06,15.875,16.4294948568615,-0.554494856861464
2015-03-09,15.69,16.4230939094015,-0.733093909401483
2015-03-10,15.67,16.416686056335,-0.746686056335034
2015-03-11,15.47,16.4102682719856,-0.940268271985558
2015-03-12,15.515,16.4038372220265,-0.888837222026511
2015-03-13,15.59,16.3973891834622,-0.807389183462232
2015-03-16,15.6,16.3909200658875,-0.790920065887499
2015-03-17,15.55,16.3844254451549,-0.834425445154907
2015-03-18,15.88,16.3779005701824,-0.497900570182442
2015-03-19,16.11,16.3713403449702,-0.261340344970244
2015-03-20,16.725,16.3647394677063,0.360260532293685
2015-03-23,16.975,16.358092528551,0.616907471448954
2015-03-24,16.94,16.3513942665821,0.588605733417894
2015-03-25,16.955,16.3446396758818,0.610360324118183
2015-03-26,17.1,16.3378239938386,0.76217600616143
2015-03-27,16.97,16.330942710139,0.639057289861014
2015-03-30,16.69,16.3239916295229,0.366008370477077
2015-03-31,16.63,16.3169668208905,0.31303317910951
2015-04-01,16.935,16.3098645044352,0.625135495564771
2015-04-02,16.755,16.3026810297457,0.452318970254328
2015-04-06,16.965,16.2954130048164,0.669586995183562
2015-04-07,16.825,16.2880572246126,0.536942775387408
2015-04-08,16.51,16.2806107608796,0.229389239120426
2015-04-09,16.15,16.2730709073134,-0.123070907313426
2015-04-10,16.485,16.2654350524303,0.219564947569705
2015-04-13,16.255,16.2577005338739,-0.00270053387389935
2015-04-14,16.125,16.2498647800472,-0.124864780047161
2015-04-15,16.305,16.2419252182368,0.063074781763209
2015-04-16,16.265,16.2338792241154,0.0311207758846481
2015-04-17,16.225,16.2257241994283,-0.000724199428307065
2015-04-20,15.94,16.2174575587845,-0.277457558784502
2015-04-21,15.98,16.2090767164942,-0.229076716494152
2015-04-22,15.76,16.2005789721773,-0.440578972177276
2015-04-23,15.85,16.1919615307628,-0.341961530762847
2015-04-24,15.715,16.1832214150625,-0.468221415062509
2015-04-27,16.36,16.1743555065344,0.185644493465574
2015-04-28,16.59,16.1653604930929,0.424639506907066
2015-04-29,16.525,16.1562331393902,0.368766860609776
2015-04-30,16.115,16.1469703856075,-0.0319703856074622
2015-05-01,16.115,16.1375693243595,-0.0225693243594692
2015-05-04,16.395,16.1280270350456,0.266972964954445
2015-05-05,16.515,16.1183405877355,0.396659412264513
2015-05-06,16.495,16.1085071628555,0.386492837144475
2015-05-07,16.27,16.0985241047946,0.171475895205364
2015-05-08,16.43,16.0883889177023,0.341611082297662
2015-05-11,16.31,16.0780991766095,0.231900823390468
2015-05-12,16.51,16.0676525977553,0.442347402244666
2015-05-13,17.085,16.0570469932373,1.02795300676266
2015-05-14,17.405,16.0462803580018,1.35871964199821
2015-05-15,17.53,16.0353511119095,1.49464888809054
2015-05-18,17.705,16.024258236461,1.68074176353898
2015-05-19,17.1,16.0130013309851,1.08699866901489
2015-05-20,17.105,16.001580689561,1.10341931043902
2015-05-21,17.16,15.9899970555899,1.17000294441008
2015-05-22,17.105,15.9782516285822,1.12674837141777
2015-05-25,17.135,15.9663460916801,1.1686539083199
2015-05-26,16.75,15.9542825937784,0.79571740622165
2015-05-27,16.68,15.9420637668467,0.737936233153289
2015-05-28,16.69,15.9296925717721,0.760307428227864
2015-05-29,16.71,15.917172274475,0.792827725524983
2015-06-01,16.735,15.9045064551558,0.83049354484417
2015-06-02,16.775,15.8916990217386,0.883300978261419
2015-06-03,16.475,15.8787542254393,0.596245774560708
2015-06-04,16.075,15.8656766825959,0.209323317404132
2015-06-05,16.095,15.8524712560096,0.242528743990417
2015-06-08,15.925,15.839142895008,0.0858571049920188
2015-06-09,15.905,15.8256966491702,0.0793033508297939
2015-06-10,15.975,15.8121376035649,0.16286239643507
2015-06-11,15.995,15.7984708760422,0.196529123957834
2015-06-12,15.925,15.7847016517723,0.140298348227744
