"AUDUSDDate","AUDUSDClose","AUDUSD_hpft","AUDUSD_hpfc"
2010-01-01,0.897,0.908512615525922,-0.0115126155259218
2010-01-04,0.913,0.908262057252783,0.00473794274721667
2010-01-05,0.912,0.908011494220793,0.00398850577920741
2010-01-06,0.92,0.907760923629572,0.0122390763704278
2010-01-07,0.916,0.907510344327433,0.00848965567256718
2010-01-08,0.924,0.907259760221827,0.016740239778173
2010-01-11,0.932,0.90700917872949,0.0249908212705103
2010-01-12,0.92,0.906758614186898,0.0132413858131023
2010-01-13,0.924,0.906508091260729,0.0174919087392716
2010-01-14,0.932,0.906257640091116,0.0257423599088843
2010-01-15,0.923,0.906007298048645,0.0169927019513547
2010-01-18,0.926,0.905757113144759,0.0202428868552408
2010-01-19,0.925,0.905507140414999,0.0194928595850006
2010-01-20,0.909,0.905257443262502,0.00374255673749782
2010-01-21,0.901,0.90500809314797,-0.00400809314796964
2010-01-22,0.901,0.904759163079127,-0.00375916307912691
2010-01-25,0.904,0.904510724406911,-0.000510724406910893
2010-01-26,0.898,0.904262846928375,-0.00626284692837459
2010-01-27,0.895,0.904015600229459,-0.00901560022945889
2010-01-28,0.893,0.903769051307294,-0.0107690513072936
2010-01-29,0.885,0.903523263432322,-0.0185232634323219
2010-02-01,0.891,0.903278295423495,-0.0122782954234955
2010-02-02,0.887,0.903034198442994,-0.0160341984429943
2010-02-03,0.883,0.902791018577642,-0.0197910185776424
2010-02-04,0.864,0.902548795286372,-0.038548795286372
2010-02-05,0.867,0.902307559847304,-0.0353075598473044
2010-02-08,0.865,0.902067327604039,-0.0370673276040386
2010-02-09,0.878,0.90182809930545,-0.0238280993054505
2010-02-10,0.875,0.901589860378269,-0.0265898603782691
2010-02-11,0.891,0.90135258639965,-0.0103525863996497
2010-02-12,0.887,0.901116241955565,-0.0141162419555654
2010-02-15,0.889,0.900880787352646,-0.0118807873526464
2010-02-16,0.902,0.900646177062436,0.00135382293756382
2010-02-17,0.9,0.90041236064544,-0.000412360645440262
2010-02-18,0.902,0.900179288221779,0.00182071177822129
2010-02-19,0.899,0.89994690974112,-0.000946909741119636
2010-02-22,0.9,0.899715175905739,0.000284824094261041
2010-02-23,0.89,0.899484037026497,-0.00948403702649727
2010-02-24,0.893,0.899253443531993,-0.00625344353199286
2010-02-25,0.888,0.899023341930503,-0.0110233419305026
2010-02-26,0.895,0.898793676145381,-0.00379367614538121
2010-03-01,0.901,0.898564385543378,0.00243561445662237
2010-03-02,0.903,0.898335407923087,0.00466459207691299
2010-03-03,0.905,0.89810668208989,0.00689331791010969
2010-03-04,0.9,0.897878148777323,0.00212185122267682
2010-03-05,0.907,0.897649751568341,0.00935024843165901
2010-03-08,0.909,0.897421434922988,0.0115785650770122
2010-03-09,0.914,0.897193147166324,0.0168068528336758
2010-03-10,0.915,0.896964841409524,0.0180351585904762
2010-03-11,0.915,0.896736477711038,0.0182635222889624
2010-03-12,0.915,0.896508023584326,0.018491976415674
2010-03-15,0.914,0.896279454092255,0.0177205459077454
2010-03-16,0.919,0.896050751941529,0.0229492480584713
2010-03-17,0.923,0.895821907163815,0.0271780928361846
2010-03-18,0.92,0.895592919277077,0.024407080722923
2010-03-19,0.915,0.895363799033607,0.0196362009663927
2010-03-22,0.918,0.895134567274605,0.0228654327253947
2010-03-23,0.919,0.894905252958086,0.0240947470419138
2010-03-24,0.907,0.894675894493716,0.0123241055062845
2010-03-25,0.907,0.894446540250958,0.0125534597490417
2010-03-26,0.904,0.894217243693569,0.0097827563064308
2010-03-29,0.917,0.893988063474398,0.0230119365256017
2010-03-30,0.918,0.893759062290095,0.0242409377099054
2010-03-31,0.917,0.893530312349511,0.0234696876504886
2010-04-01,0.921,0.893301895881739,0.0276981041182609
2010-04-02,0.919,0.893073904817288,0.0259260951827118
2010-04-05,0.922,0.892846442535953,0.0291535574640468
2010-04-06,0.928,0.892619623134333,0.0353803768656666
2010-04-07,0.927,0.892393572759937,0.0346064272400635
2010-04-08,0.929,0.892168432185094,0.0368315678149061
2010-04-09,0.933,0.891944356487047,0.0410556435129533
2010-04-12,0.927,0.891721515967718,0.0352784840322824
2010-04-13,0.929,0.891500097899786,0.0374999021002143
2010-04-14,0.935,0.891280304138641,0.0437196958613589
2010-04-15,0.932,0.891062352040617,0.0409376479593832
2010-04-16,0.924,0.890846477034021,0.0331535229659795
2010-04-19,0.918,0.890632931469121,0.0273670685308791
2010-04-20,0.931,0.890421981400538,0.0405780185994626
2010-04-21,0.931,0.890213904195329,0.0407860958046708
2010-04-22,0.926,0.890008993993882,0.0359910060061177
2010-04-23,0.928,0.8898075617959,0.0381924382041002
2010-04-26,0.928,0.889609933478329,0.0383900665216706
2010-04-27,0.923,0.889416450705338,0.0335835492946615
2010-04-28,0.921,0.889227471010002,0.0317725289899985
2010-04-29,0.928,0.889043365807478,0.0389566341925223
2010-04-30,0.924,0.888864519646412,0.0351354803535877
2010-05-03,0.927,0.888691333178567,0.0383086668214331
2010-05-04,0.918,0.88852422157927,0.0294757784207301
2010-05-05,0.908,0.888363615859154,0.0196363841408463
2010-05-06,0.906,0.888209959212923,0.0177900407870774
2010-05-07,0.888,0.888063702952187,-6.37029521869054e-05
2010-05-10,0.904,0.887925305742234,0.0160746942577657
2010-05-11,0.895,0.887795226222026,0.00720477377797407
