"SCMDate","SCMClose","SCM_hpft","SCM_hpfc"
2018-09-18,523.3,498.349470875497,24.9505291245034
2018-09-19,528.7,498.071928607858,30.6280713921418
2018-09-20,535.9,497.7762587453,38.1237412546996
2018-09-21,532.1,497.462514867371,34.6374851326292
2018-09-25,549.1,497.13076631244,51.96923368756
2018-09-26,554.2,496.781096736605,57.4189032633945
2018-09-27,557.7,496.413611277978,61.2863887220224
2018-09-28,563.6,496.028438809385,67.571561190615
2018-10-08,572.5,495.625733536887,76.8742664631132
2018-10-09,592.9,495.205677597929,97.6943224020708
2018-10-10,597.3,494.768484906716,102.531515093284
2018-10-11,574.2,494.314409760362,79.8855902396381
2018-10-12,573.3,493.843748838357,79.4562511616432
2018-10-15,573.1,493.356831841705,79.7431681582947
2018-10-16,560,492.854021315423,67.1459786845772
2018-10-17,566,492.335712767129,73.6642872328715
2018-10-18,554.7,491.802329459931,62.8976705400689
2018-10-19,551.8,491.254325106748,60.5456748932522
2018-10-22,559.3,490.692179419904,68.6078205800959
2018-10-23,554.1,490.116397138849,63.9836028611513
2018-10-24,536.2,489.527511362735,46.6724886372653
2018-10-25,536.3,488.926081638984,47.3739183610164
2018-10-26,538.3,488.312686807543,49.9873131924565
2018-10-29,536.1,487.687925290804,48.4120747091956
2018-10-30,541.4,487.052416173964,54.3475838260356
2018-10-31,535.1,486.40679855378,48.69320144622
2018-11-01,522.6,485.751733992116,36.8482660078845
2018-11-02,510.7,485.087904178658,25.6120958213421
2018-11-05,509.6,484.416006034704,25.1839939652964
2018-11-06,507.6,483.736747068512,23.8632529314878
2018-11-07,498.6,483.050845198428,15.5491548015721
2018-11-08,503.4,482.359028206908,21.0409717930923
2018-11-09,495.4,481.662030303784,13.7379696962155
2018-11-12,498.6,480.960594396387,17.6394056036128
2018-11-13,484.4,480.255469070782,4.14453092921796
2018-11-14,468,479.547410204448,-11.5474102044482
2018-11-15,463.9,478.837175388043,-14.9371753880435
2018-11-16,466.7,478.125517438998,-11.4255174389978
2018-11-19,472.4,477.413183000308,-5.01318300030776
2018-11-20,465,476.700913992121,-11.7009139921206
2018-11-21,447.5,475.989450262337,-28.4894502623373
2018-11-22,443.1,475.279526822173,-32.1795268221733
2018-11-23,433,474.571866906444,-41.5718669064436
2018-11-26,418.9,473.86718044825,-54.96718044825
2018-11-27,418.1,473.166160196554,-55.0661601965542
2018-11-28,426.7,472.469476179088,-45.769476179088
2018-11-29,409.5,471.777775661456,-62.2777756614563
2018-11-30,418.1,471.091686989999,-52.9916869899993
2018-12-03,431.7,470.411812767922,-38.7118127679222
2018-12-04,432.2,469.738733693823,-37.5387336938234
2018-12-05,425.1,469.073014464348,-43.973014464348
2018-12-06,422.4,468.415204259188,-46.0152042591883
2018-12-07,411.8,467.765834081336,-55.9658340813355
2018-12-10,428.9,467.125415912948,-38.2254159129485
2018-12-11,418.8,466.494438602145,-47.6944386021449
2018-12-12,425.4,465.873375196211,-40.4733751962111
2018-12-13,422.2,465.26267902747,-43.0626790274702
2018-12-14,421.8,464.662786698168,-42.8627866981678
2018-12-17,417.8,464.074117010201,-46.2741170102007
2018-12-18,415.8,463.497071047673,-47.6970710476727
2018-12-19,399.4,462.932030766846,-63.5320307668456
2018-12-20,398.1,462.379358407938,-64.2793584079382
2018-12-21,389.6,461.8393899496,-72.2393899496002
2018-12-24,384.8,461.312434799926,-76.5124347999257
2018-12-25,355.6,460.798772506178,-105.198772506178
2018-12-26,357.3,460.298650988466,-102.998650988466
2018-12-27,383.4,459.812274681963,-76.4122746819628
2018-12-28,379.1,459.339805446306,-80.2398054463057
2019-01-02,370.9,458.881373555406,-87.9813735554064
2019-01-03,385.4,458.437076115243,-73.0370761152432
2019-01-04,398,458.006973863827,-60.0069738638274
2019-01-07,407.5,457.591097348613,-50.0910973486126
2019-01-08,405.5,457.189452312554,-51.6894523125541
2019-01-09,416.3,456.802023792974,-40.5020237929735
2019-01-10,421.5,456.428775460877,-34.9287754608769
2019-01-11,426.9,456.069654245295,-29.169654245295
2019-01-14,414.8,455.72459263717,-40.9245926371703
2019-01-15,416.3,455.393511069854,-39.0935110698541
2019-01-16,422.9,455.076313060115,-32.176313060115
2019-01-17,425.2,454.772885965044,-29.572885965044
2019-01-18,432,454.483103841331,-22.4831038413309
2019-01-21,438.8,454.206828521452,-15.4068285214519
2019-01-22,434.5,453.943912544232,-19.4439125442317
2019-01-23,432.4,453.694202079946,-21.2942020799458
2019-01-24,425.7,453.457535261554,-27.7575352615541
2019-01-25,430.8,453.233741419826,-22.4337414198258
2019-01-28,422,453.022638411739,-31.0226384117387
2019-01-29,418.5,452.824034820986,-34.3240348209861
2019-01-30,425.1,452.637726407789,-27.5377264077891
2019-01-31,431.6,452.463494744185,-20.8634947441854
2019-02-01,423.2,452.301110019224,-29.1011100192243
2019-02-11,429.6,452.150333797795,-22.5503337977953
2019-02-12,427.4,452.010915615622,-24.6109156156225
2019-02-13,432.5,451.882595687001,-19.3825956870012
2019-02-14,441.8,451.765104053042,-9.96510405304152
2019-02-15,444.3,451.658162742887,-7.35816274288721
2019-02-18,461.1,451.561489666529,9.53851033347102
2019-02-19,461.2,451.474799692356,9.72520030764383
2019-02-20,456.4,451.397811631589,5.00218836841047
2019-02-21,457.3,451.330248315499,5.96975168450118
2019-02-22,456.8,451.271834643012,5.52816535698815
2019-02-25,449,451.222297980732,-2.22229798073226
2019-02-26,433.1,451.181367980383,-18.0813679803833
2019-02-27,438.3,451.148773375081,-12.848773375081
2019-02-28,439.7,451.124235423826,-11.4242354238257
2019-03-01,449.3,451.107470074467,-1.8074700744665
2019-03-04,436.1,451.098188552513,-14.9981885525134
2019-03-05,434.5,451.096101336348,-16.5961013363476
2019-03-06,438.6,451.100912704701,-12.5009127047012
2019-03-07,440,451.112320076169,-11.1123200761685
2019-03-08,437,451.13001570193,-14.1300157019299
2019-03-11,439.7,451.153687239814,-11.4536872398135
2019-03-12,444.2,451.183016506841,-6.98301650684118
2019-03-13,445.5,451.217680585554,-5.7176805855545
2019-03-14,452.7,451.257353672005,1.44264632799518
2019-03-15,455,451.301707598762,3.69829240123817
2019-03-18,452.8,451.350414794744,1.4495852052565
2019-03-19,468.2,451.403149217592,16.7968507824079
2019-03-20,457.5,451.45958542414,6.04041457585999
2019-03-21,463.9,451.519404914377,12.3805950856231
2019-03-22,460.9,451.582291685147,9.31770831485331
2019-03-25,450.2,451.647934850935,-1.44793485093515
2019-03-26,454.8,451.716027377797,3.08397262220259
2019-03-27,458.8,451.786261633267,7.01373836673331
2019-03-28,453.2,451.858331259671,1.3416687403291
2019-03-29,457.9,451.931932798531,5.96806720146927
2019-04-01,461.1,452.006763345961,9.09323665403906
2019-04-02,470.2,452.082522465033,18.1174775349665
2019-04-03,472.4,452.158913477601,20.2410865223986
2019-04-04,469,452.235647194553,16.7643528054468
2019-04-08,476.1,452.312442793629,23.7875572063715
2019-04-09,478.2,452.389026382276,25.8109736177237
2019-04-10,475.7,452.465133900765,23.2348660992355
2019-04-11,480.1,452.540511958581,27.5594880414185
2019-04-12,475.2,452.614916769574,22.5850832304262
2019-04-15,471.8,452.688115939574,19.1118840604265
2019-04-16,465.6,452.759886410173,12.8401135898273
2019-04-17,472.1,452.830013023055,19.2699869769455
2019-04-18,474.7,452.898285927486,21.8017140725144
2019-04-19,475.9,452.964503238171,22.9354967618285
2019-04-22,490.2,453.028472081766,37.1715279182335
2019-04-23,498.3,453.090009065543,45.209990934457
2019-04-24,497,453.148946161982,43.8510538380179
2019-04-25,505.9,453.205134031561,52.6948659684387
2019-04-26,498,453.258441461015,44.7415585389853
2019-04-29,482.8,453.308759019025,29.4912409809751
2019-04-30,487.6,453.355995768628,34.2440042313722
2019-05-06,472,453.400072963357,18.5999270366426
2019-05-07,485.2,453.440926011835,31.7590739881652
2019-05-08,482.3,453.478498011142,28.8215019888576
2019-05-09,481.7,453.512745186299,28.1872548137006
2019-05-10,487.7,453.543635675962,34.1563643240376
2019-05-13,496.8,453.571149270271,43.2288507297286
2019-05-14,496.3,453.595279878237,42.7047201217626
2019-05-15,500.9,453.616039277935,47.2839607220646
2019-05-16,506.5,453.633456899852,52.8665431001476
2019-05-17,512,453.647581719764,58.3524182802361
2019-05-20,520.5,453.65848456635,66.8415154336497
2019-05-21,509.6,453.666260388838,55.9337396111616
2019-05-22,504.7,453.671031766041,51.0289682339585
2019-05-23,493,453.67294439754,39.3270556024601
2019-05-24,472.5,453.672165076235,18.8278349237654
2019-05-27,469.7,453.668876851248,16.0311231487522
2019-05-28,476.9,453.663270554378,23.2367294456225
2019-05-29,473.8,453.655543644039,20.1444563559613
2019-05-30,476.1,453.645903183774,22.4540968162262
2019-05-31,447.7,453.634564564035,-5.9345645640353
2019-06-03,429.6,453.621752456898,-24.0217524568981
2019-06-04,422.5,453.607689081327,-31.107689081327
2019-06-05,425,453.592586726659,-28.5925867266588
2019-06-06,416.2,453.576644823563,-37.3766448235631
2019-06-10,434.8,453.560050983682,-18.7600509836821
2019-06-11,431,453.542977368659,-22.5429773686587
2019-06-12,423,453.525588385484,-30.5255883854838
2019-06-13,427.7,453.508039122788,-25.8080391227881
2019-06-14,425.7,453.490472051152,-27.7904720511516
2019-06-17,426,453.473018973149,-27.4730189731492
2019-06-18,408.1,453.45580020389,-45.3558002038904
2019-06-19,424.8,453.438924702246,-28.6389247022457
2019-06-20,433,453.42248267882,-20.4224826788204
2019-06-21,439.5,453.40655250604,-13.9065525060397
2019-06-24,447.6,453.391204114497,-5.79120411449656
2019-06-25,440,453.376501686374,-13.3765016863742
2019-06-26,450.1,453.362507010003,-3.26250701000273
2019-06-27,447.9,453.349276344408,-5.44927634440786
2019-06-28,443.5,453.336864600025,-9.83686460002469
2019-07-01,451.6,453.325324434775,-1.72532443477511
2019-07-02,444.2,453.314704440419,-9.1147044404188
2019-07-03,427.7,453.305052495534,-25.6050524955335
2019-07-04,430.4,453.296412711047,-22.8964127110473
2019-07-05,432.1,453.288818613788,-21.1888186137884
2019-07-08,441.7,453.282294266128,-11.5822942661284
2019-07-09,441.3,453.276854971833,-11.9768549718333
2019-07-10,443.8,453.272511247012,-9.47251124701195
2019-07-11,461.6,453.269268657028,8.3307313429718
2019-07-12,458.2,453.267128851687,4.93287114831332
2019-07-15,454.5,453.266096924382,1.23390307561839
2019-07-16,451.6,453.26618000756,-1.66618000756006
2019-07-17,436.2,453.267385743712,-17.0673857437124
2019-07-18,430.5,453.269721086597,-22.7697210865968
2019-07-19,425.9,453.273185935004,-27.3731859350043
2019-07-22,434.7,453.277770775634,-18.5777707756341
2019-07-23,436.8,453.283454780216,-16.4834547802164
2019-07-24,440.5,453.290209441174,-12.7902094411736
2019-07-25,440.6,453.297999437335,-12.6979994373349
2019-07-26,444.2,453.306784160566,-9.10678416056642
2019-07-29,439.2,453.316517753894,-14.1165177538937
2019-07-30,444.1,453.327150595965,-9.22715059596537
2019-07-31,446.4,453.338627230226,-6.93862723022632
2019-08-01,442.9,453.350888385992,-10.4508883859925
2019-08-02,428.4,453.363871924426,-24.9638719244263
2019-08-05,433,453.377511386716,-20.3775113867162
2019-08-06,430.5,453.391729994987,-22.8917299949872
2019-08-07,419.1,453.406442548122,-34.3064425481224
2019-08-08,413.5,453.421554382483,-39.921554382483
2019-08-09,412.2,453.436956653529,-41.2369566535288
2019-08-12,417.9,453.452524014752,-35.5525240147517
2019-08-13,418,453.46811407395,-35.4681140739496
2019-08-14,431.6,453.483569742927,-21.8835697429274
2019-08-15,422.4,453.498719272402,-31.098719272402
2019-08-16,424.6,453.513381867304,-28.9133818673039
2019-08-19,432,453.527363877602,-21.5273638776018
2019-08-20,431.4,453.540459701634,-22.1404597016344
2019-08-21,426.4,453.552454839198,-27.152454839198
2019-08-22,425.7,453.563125638109,-27.8631256381088
2019-08-23,427.1,453.572237222451,-26.4722372224508
2019-08-26,422.1,453.579543198817,-31.479543198817
2019-08-27,421.8,453.584786231235,-31.7847862312346
2019-08-28,427.3,453.587695971358,-26.2876959713578
2019-08-29,430.4,453.587988932289,-23.1879889322895
2019-08-30,439.5,453.58537076085,-14.08537076085
2019-09-02,431.5,453.579537518884,-22.0795375188841
2019-09-03,429.6,453.570179445906,-23.9701794459057
2019-09-04,429.9,453.556977654639,-23.656977654639
2019-09-05,439,453.539603349494,-14.5396033494938
2019-09-06,443.3,453.51771795605,-10.2177179560505
2019-09-09,450.5,453.490976889788,-2.99097688978777
2019-09-10,455.9,453.459031342593,2.44096865740698
2019-09-11,458,453.421531270015,4.57846872998544
2019-09-12,436.5,453.378127636595,-16.8781276365954
2019-09-16,470.3,453.328473299419,16.971526700581
2019-09-17,489.9,453.27221413886,36.6277858611395
2019-09-18,470.6,453.209003050609,17.3909969493907
2019-09-19,458.4,453.138508070813,5.26149192918668
2019-09-20,463.9,453.060404424385,10.8395955756155
2019-09-23,466.5,452.974369511087,13.525630488913
2019-09-24,462,452.880085211381,9.11991478861864
2019-09-25,452.6,452.777238996639,-0.17723899663904
2019-09-26,450.5,452.66552210805,-2.16552210804959
2019-09-27,448.5,452.544625713557,-4.04462571355668
2019-09-30,447,452.414240085947,-5.41424008594742
2019-10-08,440,452.27405382612,-12.2740538261202
2019-10-09,449.3,452.12375329696,-2.82375329695972
2019-10-10,450.4,451.963019787752,-1.56301978775228
2019-10-11,467.2,451.79153342052,15.4084665794801
2019-10-14,474.3,451.608973671235,22.6910263287653
2019-10-15,463.7,451.41502638507,12.2849736149296
2019-10-16,462.2,451.209386786821,10.9906132131785
2019-10-17,444,450.991755179342,-6.9917551793421
2019-10-18,448.5,450.76183640861,-2.2618364086098
2019-10-21,441.4,450.519332430453,-9.11933243045295
2019-10-22,442.3,450.263944265746,-7.963944265746
2019-10-23,443.6,449.995369165811,-6.39536916581105
2019-10-24,448.4,449.71330109,-1.31330108999994
2019-10-25,451.7,449.417431354082,2.28256864591811
2019-10-28,456.3,449.10745073094,7.19254926906019
2019-10-29,454.9,448.783050937002,6.11694906299809
2019-10-30,452.6,448.443926661793,4.15607333820716
2019-10-31,449.3,448.089775123318,1.21022487668241
2019-11-01,443.6,447.720295257574,-4.1202952575742
2019-11-04,450.2,447.335186500817,2.86481349918319
2019-11-05,458.7,446.934146586093,11.7658534139067
2019-11-06,458,446.516874430682,11.4831255693182
2019-11-07,453.8,446.083073815408,7.71692618459241
2019-11-08,451.6,445.632453267743,5.96754673225699
2019-11-11,452.3,445.164724504989,7.13527549501078
2019-11-12,457.2,444.679601711226,12.5203982887744
2019-11-13,450.1,444.176802019954,5.92319798004559
2019-11-14,455.6,443.656047740174,11.9439522598261
2019-11-15,449.6,443.117063629218,6.48293637078181
2019-11-18,455.4,442.559579381544,12.8404206184559
2019-11-19,453.4,441.983327371462,11.4166726285381
2019-11-20,443.3,441.388045281013,1.9119547189872
2019-11-21,452.4,440.773475511365,11.6265244886351
2019-11-22,458.9,440.139361254054,18.7606387459455
2019-11-25,463.3,439.485450506538,23.8145494934617
2019-11-26,460.2,438.811499021123,21.388500978877
2019-11-27,463.3,438.117272394141,25.1827276058595
2019-11-28,461.8,437.402545063109,24.3974549368905
2019-11-29,463.5,436.667101875026,26.8328981249743
2019-12-02,451.5,435.910737761772,15.5892622382281
2019-12-03,450.5,435.13325874696,15.3667412530397
2019-12-04,448.7,434.334477298131,14.3655227018688
2019-12-05,455.7,433.514212234843,22.1857877651566
2019-12-06,458,432.672288314772,25.3277116852284
2019-12-09,467.9,431.808539466248,36.0914605337518
2019-12-10,470.2,430.922810087184,39.2771899128162
2019-12-11,465.4,430.014959494072,35.3850405059282
2019-12-12,466.4,429.084863239187,37.3151367608133
2019-12-13,466.2,428.132411501504,38.0675884984959
2019-12-16,470.9,427.157509884557,43.7424901154434
2019-12-17,470.7,426.160079727438,44.5399202725622
2019-12-18,473.6,425.140060450686,48.4599395493137
2019-12-19,478.5,424.097409885867,54.402590114133
2019-12-20,480.2,423.032105895942,57.1678941040576
2019-12-23,476.8,421.94414883164,54.8558511683602
2019-12-24,480.4,420.833562674698,59.5664373253017
2019-12-25,484.2,419.700394082006,64.4996059179943
2019-12-26,484.8,418.544714332757,66.2552856672431
2019-12-27,489.6,417.36662136785,72.2333786321496
2019-12-30,489.3,416.166240515289,73.133759484711
2019-12-31,483.5,414.943726961569,68.5562730384309
2020-01-02,482.5,413.699266123653,68.8007338763472
2020-01-03,499.7,412.433071756958,87.2669282430418
2020-01-06,509.2,411.145386056354,98.0546139436464
2020-01-07,502.2,409.836487289325,92.3635127106751
2020-01-08,508.1,408.506694255254,99.5933057447461
2020-01-09,481.5,407.156363932818,74.3436360671823
2020-01-10,479.1,405.785894468626,73.3141055313739
2020-01-13,476.9,404.39571473992,72.5042852600801
2020-01-14,465.4,402.986283928978,62.4137160710221
2020-01-15,463.3,401.558091188549,61.7419088114509
2020-01-16,463.6,400.111651470684,63.4883485293165
2020-01-17,464,398.647505248973,65.3524947510266
2020-01-20,466,397.166219240624,68.8337807593765
2020-01-21,460.9,395.668387176875,65.2316128231249
2020-01-22,459.8,394.15463124211,65.6453687578904
2020-01-23,447.2,392.625600584835,54.5743994151652
2020-02-03,415.5,391.081971488729,24.4180285112708
2020-02-04,397.5,389.52444279631,7.97555720369008
2020-02-05,395.8,387.953723443554,7.84627655644599
2020-02-06,409.1,386.370525663181,22.7294743368194
2020-02-07,404.9,384.775564931255,20.1244350687446
2020-02-10,399.9,383.169566119291,16.7304338807091
2020-02-11,397.8,381.553262417447,16.2467375825529
2020-02-12,403.3,379.927393931569,23.3726060684311
2020-02-13,406.1,378.292707483224,27.8072925167762
2020-02-14,408.2,376.649959555324,31.5500404446759
2020-02-17,410.4,374.999918125164,35.4000818748361
2020-02-18,406,373.343364211542,32.6566357884584
2020-02-19,413.5,371.68109346626,41.8189065337396
2020-02-20,419.6,370.013915040032,49.5860849599683
2020-02-21,415.4,368.342655369851,47.0573446301493
2020-02-24,400.2,366.668161389594,33.5318386104063
2020-02-25,399.3,364.991299484747,34.3087005152532
2020-02-26,382.4,363.312949901514,19.0870500984864
2020-02-27,368.7,361.634007067935,7.06599293206497
2020-02-28,353.5,359.955373301869,-6.45537330186949
2020-03-02,361.8,358.27795384198,3.5220461580203
2020-03-03,370.7,356.602651258519,14.0973487414812
2020-03-04,367.7,354.93036957763,12.7696304223702
2020-03-05,373.7,353.262018652727,20.4379813472732
2020-03-06,357.3,351.598513615679,5.7014863843207
2020-03-09,338.1,349.940778046593,-11.8407780465928
2020-03-10,307.6,348.289737882339,-40.689737882339
2020-03-11,275,346.64631416529,-71.6463141652897
2020-03-12,261.1,345.011411118288,-83.9114111182882
2020-03-13,267.1,343.385903348516,-76.2859033485163
2020-03-16,248.2,341.770630777549,-93.5706307775495
2020-03-17,246.5,340.16640179341,-93.6664017934101
2020-03-18,236.8,338.573986105802,-101.773986105802
2020-03-19,229.7,336.994114706494,-107.294114706494
2020-03-20,244.9,335.427476517992,-90.5274765179916
2020-03-23,242.9,333.87471611173,-90.9747161117296
2020-03-24,254.3,332.336440638709,-78.036440638709
2020-03-25,259.3,330.813219644638,-71.5132196446377
2020-03-26,253.2,329.305590418139,-76.1055904181386
2020-03-27,249.4,327.814060687077,-78.4140606870775
2020-03-30,245.7,326.339106720382,-80.6391067203824
2020-03-31,265.3,324.881172373775,-59.5811723737751
2020-04-01,262.2,323.440668169995,-61.2406681699948
2020-04-02,289,322.017980003324,-33.0179800033238
2020-04-03,283.5,320.613468453537,-37.1134684535373
2020-04-07,297.7,319.227480452201,-21.5274804522012
2020-04-08,292.8,317.860347589625,-25.0603475896246
2020-04-09,301.6,316.512392557515,-14.9123925575151
2020-04-10,290,315.183927688729,-25.1839276887285
2020-04-13,285.1,313.875259151814,-28.7752591518143
2020-04-14,280.8,312.586682705374,-31.7866827053738
2020-04-15,274.5,311.318482213415,-36.8184822134154
2020-04-16,258.6,310.070928400655,-51.470928400655
2020-04-17,253.7,308.844276772491,-55.1442767724909
2020-04-20,242.8,307.638761558428,-64.8387615584278
2020-04-21,229.2,306.45459419341,-77.2545941934102
2020-04-22,210.6,305.291959310659,-94.6919593106589
2020-04-23,227.5,304.151009609528,-76.6510096095281
2020-04-24,231.1,303.03185864742,-71.93185864742
2020-04-27,215.2,301.934588297377,-86.7345882973771
2020-04-28,206.6,300.859250698687,-94.2592506986874
2020-04-29,224.5,299.805862138075,-75.3058621380755
2020-04-30,229,298.774399939175,-69.7743999391748
2020-05-06,246.4,297.764810297327,-51.3648102973268
2020-05-07,247.2,296.777010565828,-49.5770105658281
2020-05-08,248.6,295.810896865945,-47.2108968659446
2020-05-11,243.3,294.866344825686,-51.5663448256865
2020-05-12,238.4,293.943210558095,-55.5432105580947
2020-05-13,251.3,293.041328860662,-41.7413288606616
2020-05-14,245.3,292.160511571575,-46.8605115715747
2020-05-15,259.5,291.300553274851,-31.8005532748512
2020-05-18,267.6,290.461229184309,-22.861229184309
2020-05-19,267.4,289.642301368603,-22.2423013686035
2020-05-20,268.6,288.843522446521,-20.2435224465212
2020-05-21,278.2,288.064635842731,-9.86463584273114
2020-05-22,265.7,287.305376614082,-21.6053766140816
2020-05-25,271.7,286.565475739751,-14.8654757397507
2020-05-26,274.8,285.844655268218,-11.0446552682177
2020-05-27,272.8,285.142631103059,-12.3426311030587
2020-05-28,273.1,284.459114582451,-11.3591145824508
2020-05-29,275.2,283.793811942712,-8.5938119427122
2020-06-01,278.1,283.146424724651,-5.04642472465093
