"TF00C2Date","TF00C2Close","TF00C2_hpft","TF00C2_hpfc"
2013-09-09,93.906,93.4932954154498,0.412704584550173
2013-09-10,93.842,93.4708474619,0.371152538100026
2013-09-11,93.598,93.4483996789456,0.149600321054407
2013-09-12,93.728,93.4259523906017,0.302047609398289
2013-09-13,93.764,93.4035059827221,0.360494017277911
2013-09-16,93.854,93.3810609660148,0.47293903398516
2013-09-17,94.234,93.3586180002018,0.875381999798188
2013-09-18,94.206,93.3361779404988,0.869822059501202
2013-09-23,94.35,93.3137420039694,1.03625799603064
2013-09-24,94.34,93.291311767227,1.04868823277298
2013-09-25,94.42,93.2688892352316,1.15111076476837
2013-09-26,94.572,93.2464768464291,1.3255231535709
2013-09-27,94.346,93.2240775150883,1.12192248491172
2013-09-30,94.462,93.201694703396,1.26030529660403
2013-10-08,94.412,93.1793323372966,1.2326676627034
2013-10-09,94.362,93.1569948636942,1.20500513630584
2013-10-10,94.35,93.1346872390278,1.21531276097216
2013-10-11,94.29,93.1124149178375,1.17758508216247
2013-10-14,94.118,93.0901838570246,1.02781614297542
2013-10-15,93.948,93.0680005002566,0.879999499743368
2013-10-16,94.012,93.0458717160591,0.966128283940874
2013-10-17,93.926,93.0238047367139,0.90219526328607
2013-10-18,93.886,93.0018071938616,0.88419280613836
2013-10-21,93.858,92.9798870920739,0.878112907926135
2013-10-22,93.772,92.9580528014123,0.813947198587749
2013-10-23,93.812,92.9363130549148,0.875686945085226
2013-10-24,93.6,92.9146769220725,0.685323077927455
2013-10-25,93.688,92.8931538343504,0.794846165649554
2013-10-28,93.67,92.8717535064984,0.798246493501576
2013-10-29,93.504,92.8504859818237,0.653514018176351
2013-10-30,93.54,92.8293616335964,0.710638366403627
2013-10-31,93.74,92.8083911052232,0.931608894776812
2013-11-01,93.836,92.7875853338602,1.04841466613981
2013-11-04,93.632,92.7669556417532,0.865044358246775
2013-11-05,93.474,92.7465137845203,0.727486215479673
2013-11-06,93.362,92.7262718753545,0.63572812464549
2013-11-07,92.828,92.7062423281618,0.121757671838185
2013-11-08,92.292,92.686437819633,-0.394437819633006
2013-11-11,91.73,92.6668710767884,-0.936871076788375
2013-11-12,92.096,92.6475546636037,-0.551554663603722
2013-11-13,91.82,92.6285007567899,-0.808500756789869
2013-11-14,91.63,92.6097213050672,-0.979721305067238
2013-11-15,91.318,92.5912279229548,-1.27322792295479
2013-11-18,91.342,92.5730318199933,-1.23103181999333
2013-11-19,90.94,92.5551436794229,-1.61514367942285
2013-11-20,91.092,92.5375736756246,-1.4455736756246
2013-11-21,91.396,92.5203313153442,-1.12433131534417
2013-11-22,91.604,92.5034255077844,-0.899425507784352
2013-11-25,91.308,92.486864697396,-1.17886469739602
2013-11-26,91.374,92.470656956843,-1.09665695684303
2013-11-27,91.766,92.4548098714939,-0.688809871493878
2013-11-28,91.888,92.4393305734031,-0.551330573403133
2013-11-29,91.782,92.4242259098989,-0.642225909898928
2013-12-02,91.282,92.4095025004119,-1.12750250041188
2013-12-03,91.722,92.3951666989021,-0.673166698902082
2013-12-04,91.622,92.3812243932655,-0.759224393265501
2013-12-05,91.368,92.367681193138,-0.999681193137959
2013-12-06,91.4,92.3545423943222,-0.954542394322148
2013-12-09,91.378,92.3418128793935,-0.963812879393467
2013-12-10,90.996,92.3294971363574,-1.33349713635736
2013-12-11,90.8,92.3175992548179,-1.51759925481791
2013-12-12,90.9,92.3061227731652,-1.40612277316524
2013-12-13,90.31,92.2950706024752,-1.98507060247521
2013-12-16,91.452,92.2844450725879,-0.832445072587915
2013-12-17,91.59,92.274247692796,-0.684247692795977
2013-12-18,91.436,92.2644796282933,-0.828479628293254
2013-12-19,91.374,92.2551417614328,-0.8811417614328
2013-12-20,91.386,92.2462346321063,-0.860234632106283
2013-12-23,91.702,92.2377584159777,-0.535758415977734
2013-12-24,91.65,92.2297129331247,-0.579712933124682
2013-12-25,91.792,92.2220977821639,-0.43009778216386
2013-12-26,91.67,92.2149123220823,-0.54491232208231
2013-12-27,91.56,92.2081557340805,-0.648155734080492
2013-12-30,91.798,92.2018269741155,-0.403826974115485
2013-12-31,91.802,92.1959247302226,-0.393924730222616
2014-01-02,91.35,92.1904475235114,-0.840447523511394
2014-01-03,91.306,92.1853937122576,-0.879393712257647
2014-01-06,91.22,92.1807613073307,-0.960761307330727
2014-01-07,91.44,92.1765479560949,-0.736547956094918
2014-01-08,91.696,92.172750908773,-0.476750908772964
2014-01-09,91.502,92.1693671111289,-0.667367111128907
2014-01-10,91.542,92.1663933118571,-0.624393311857131
2014-01-13,91.466,92.1638259837898,-0.697825983789785
2014-01-14,91.482,92.1616613416586,-0.679661341658595
2014-01-15,91.816,92.1598953117437,-0.343895311743648
2014-01-16,91.64,92.1585235393789,-0.518523539378864
2014-01-17,91.63,92.1575415277465,-0.527541527746531
2014-01-20,91.782,92.1569445656922,-0.374944565692171
2014-01-21,92.09,92.1567277239971,-0.0667277239971141
2014-01-22,92.222,92.1568859184548,0.0651140815452179
2014-01-23,92.076,92.1574140372768,-0.0814140372768446
2014-01-24,92.198,92.1583069955902,0.039693004409757
2014-01-27,92.512,92.1595596748683,0.352440325131702
2014-01-28,92.334,92.1611669729925,0.172833027007496
2014-01-29,92.402,92.1631239335285,0.238876066471509
2014-01-30,92.254,92.1654256714841,0.0885743285158912
2014-02-07,92.514,92.168067400609,0.345932599391024
2014-02-10,92.33,92.1710443712659,0.158955628734068
2014-02-11,92.526,92.1743519768123,0.351648023187718
2014-02-12,92.448,92.1779856763115,0.270014323688543
2014-02-13,92.584,92.1819410741842,0.402058925815794
2014-02-14,92.536,92.1862138864639,0.349786113536098
2014-02-17,92.264,92.190799995379,0.0732000046209685
2014-02-18,91.918,92.1956954277459,-0.277695427745918
2014-02-19,91.832,92.2008962406385,-0.368896240638467
2014-02-20,91.892,92.2063983763425,-0.314398376342479
2014-02-21,91.95,92.2121976246569,-0.262197624656894
2014-02-24,92.08,92.2182896454213,-0.138289645421284
2014-02-25,92.45,92.2246699900924,0.225330009907657
2014-02-26,92.266,92.2313341529647,0.0346658470352874
2014-02-27,92.61,92.2382777214747,0.371722278525322
2014-02-28,92.59,92.2454962973879,0.344503702612088
2014-03-03,92.478,92.2529856361254,0.225014363874627
2014-03-04,92,92.2607416355118,-0.260741635511826
2014-03-05,91.948,92.268760286384,-0.320760286383985
2014-03-06,92.134,92.2770374717988,-0.143037471798795
2014-03-07,92.078,92.2855689422233,-0.207568942223303
2014-03-10,92.2,92.2943503889989,-0.094350388998863
2014-03-11,92.206,92.3033774176658,-0.0973774176658278
2014-03-12,92.288,92.3126455947642,-0.0246455947642398
2014-03-13,92.38,92.3221504465824,0.0578495534176101
2014-03-14,92.98,92.3318874892211,0.648112510778851
2014-03-17,92.83,92.3418522626932,0.488147737306797
2014-03-18,92.6,92.3520405749156,0.247959425084374
2014-03-19,92.62,92.362448435586,0.257551564413964
2014-03-20,92.628,92.3730719568986,0.254928043101382
2014-03-21,92.654,92.3839073575088,0.270092642491233
2014-03-24,92.616,92.3949509614489,0.221049038551059
2014-03-25,92.648,92.4061992043968,0.241800795603152
2014-03-26,92.566,92.4176486134033,0.148351386596684
2014-03-27,92.536,92.4292958154696,0.10670418453036
2014-03-28,92.53,92.4411374989199,0.0888625010800618
2014-03-31,92.546,92.4531703961853,0.0928296038147387
2014-04-01,92.408,92.4653912764288,-0.0573912764288247
2014-04-02,92.164,92.477796947186,-0.313796947186021
2014-04-03,91.978,92.490384192269,-0.512384192268993
2014-04-04,92.02,92.5031496657788,-0.483149665778849
2014-04-08,92.03,92.5160898100174,-0.486089810017453
2014-04-09,92.1,92.5292008675723,-0.429200867572291
2014-04-10,92.258,92.5424788801007,-0.284478880100751
2014-04-11,92.384,92.555919711846,-0.171919711845971
2014-04-14,92.566,92.5695191094587,-0.00351910945872898
2014-04-15,92.52,92.5832727485253,-0.0632727485252657
2014-04-16,92.47,92.5971763031771,-0.127176303177065
2014-04-17,92.646,92.6112254213913,0.0347745786086668
2014-04-18,92.746,92.6254156985756,0.120584301424356
2014-04-21,92.698,92.639742744512,0.0582572554879798
2014-04-22,92.518,92.6542022188272,-0.136202218827162
2014-04-23,92.566,92.6687898052292,-0.102789805229171
2014-04-24,92.512,92.683501131125,-0.171501131125009
2014-04-25,92.552,92.6983317814331,-0.146331781433056
2014-04-28,92.558,92.7132772701799,-0.155277270179884
2014-04-29,92.716,92.7283330509044,-0.012333050904373
2014-04-30,92.824,92.7434945129599,0.0805054870400813
2014-05-05,92.81,92.758757040602,0.0512429593980361
2014-05-06,92.964,92.7741160513637,0.189883948636263
2014-05-07,92.992,92.7895669839602,0.202433016039821
2014-05-08,93.05,92.8051053555967,0.24489464440332
2014-05-09,93.326,92.8207267671563,0.505273232843713
2014-05-12,93.282,92.8364269207517,0.445573079248253
2014-05-13,93.15,92.8522017273553,0.297798272644743
2014-05-14,93.014,92.8680472821212,0.145952717878766
2014-05-15,92.9,92.8839598033016,0.0160401966983872
2014-05-16,92.948,92.8999355694797,0.0480644305202916
2014-05-19,92.952,92.9159708658689,0.0360291341311311
2014-05-20,92.972,92.9320619975504,0.0399380024495571
