"T00C2Date","T00C2Close","T00C2_hpft","T00C2_hpfc"
2015-03-23,97.02,95.9796545993683,1.04034540063168
2015-03-24,96.92,95.9786971004762,0.941302899523807
2015-03-25,96.85,95.977740031621,0.872259968378963
2015-03-26,96.37,95.9767842119365,0.393215788063462
2015-03-27,96.49,95.9758308211136,0.514169178886357
2015-03-30,96.16,95.9748812013828,0.185118798617149
2015-03-31,95.65,95.9739369075115,-0.323936907511544
2015-04-01,96.095,95.9729995707878,0.122000429212226
2015-04-02,96.32,95.9720706885971,0.347929311402923
2015-04-03,96.01,95.971151808755,0.0388481912450237
2015-04-07,95.93,95.9702446228972,-0.0402446228971919
2015-04-08,95.16,95.9693508387176,-0.809350838717613
2015-04-09,95.265,95.9684721472746,-0.703472147274602
2015-04-10,95.19,95.9676099050735,-0.777609905073467
2015-04-13,95.63,95.9667651778324,-0.3367651778324
2015-04-14,95.57,95.9659387098369,-0.395938709836904
2015-04-15,96.15,95.9651311061673,0.184868893832655
2015-04-16,96.18,95.9643428082389,0.215657191761069
2015-04-17,96.3,95.9635743338842,0.336425666115781
2015-04-20,97.25,95.9628262900798,1.28717370992021
2015-04-21,97.39,95.9620994228671,1.42790057713293
2015-04-22,97.42,95.9613950103533,1.45860498964666
2015-04-23,97.34,95.9607149208825,1.37928507911746
2015-04-24,97.03,95.9600616257273,1.06993837427274
2015-04-27,97.76,95.9594381663012,1.80056183369884
2015-04-28,97.74,95.9588480262873,1.78115197371272
2015-04-29,97.69,95.9582954336486,1.73170456635139
2015-04-30,97.955,95.9577853526047,1.9972146473953
2015-05-04,97.6,95.9573234631922,1.64267653680782
2015-05-05,97.505,95.9569162710158,1.54808372898421
2015-05-06,97.155,95.9565709606968,1.19842903930323
2015-05-07,97.2,95.9562953567718,1.24370464322816
2015-05-08,97.45,95.9560977791603,1.49390222083971
2015-05-11,97.32,95.9559870618787,1.36401293812132
2015-05-12,96.99,95.9559726564629,1.03402734353712
2015-05-13,97.225,95.9560645782768,1.26893542172322
2015-05-14,97.1,95.9562732701095,1.14372672989049
2015-05-15,97.185,95.9566096992773,1.22839030072275
2015-05-18,96.705,95.9570853058665,0.747914694133493
2015-05-19,96.56,95.9577120377313,0.602287962268693
2015-05-20,96.88,95.9585021518832,0.921497848116826
2015-05-21,96.675,95.9594681542957,0.715531845704265
2015-05-22,96.74,95.9606229318523,0.779377068147719
2015-05-25,96.52,95.9619796672086,0.558020332791356
2015-05-26,95.66,95.9635518651832,-0.303551865183194
2015-05-27,95.8,95.9653532612581,-0.165353261258109
2015-05-28,95,95.9673974654389,-0.967397465438952
2015-05-29,94.92,95.9696980193811,-1.04969801938112
2015-06-01,94.215,95.9722680648568,-1.75726806485678
2015-06-02,94.99,95.9751203097354,-0.98512030973542
2015-06-03,95.06,95.9782667355023,-0.918266735502267
2015-06-04,94.91,95.9817189164331,-1.07171891643314
2015-06-05,95.3,95.9854880472298,-0.685488047229821
2015-06-08,95.56,95.9895848795884,-0.429584879588411
2015-06-09,95.475,95.9940198818519,-0.519019881851924
2015-06-10,94.98,95.9988033447901,-1.01880334479007
2015-06-11,94.83,96.0039453446304,-1.17394534463038
2015-06-12,94.62,96.0094555364684,-1.38945553646837
2015-06-15,94.205,96.0153430901379,-1.81034309013795
2015-06-16,95.13,96.0216166011277,-0.891616601127748
2015-06-17,94.96,96.0282839166035,-1.06828391660352
2015-06-18,95.25,96.0353525151719,-0.785352515171937
2015-06-19,95.02,96.0428294338552,-1.02282943385519
2015-06-23,94.91,96.050721385041,-1.14072138504096
2015-06-24,94.885,96.0590346583216,-1.17403465832156
2015-06-25,94.8,96.0677750717607,-1.26777507176075
2015-06-26,94.715,96.0769479581236,-1.36194795812362
2015-06-29,94.535,96.086558126127,-1.55155812612697
2015-06-30,94.755,96.0966098215141,-1.34160982151413
2015-07-01,94.645,96.1071066486757,-1.46210664867568
2015-07-02,94.61,96.118051657436,-1.50805165743599
2015-07-03,95.22,96.129447293243,-0.909447293242998
2015-07-06,95.92,96.1412953781755,-0.221295378175524
2015-07-07,96.28,96.1535973583846,0.126402641615356
2015-07-08,95.8,96.1663545885469,-0.366354588546874
2015-07-09,96.15,96.1795684755882,-0.0295684755881993
2015-07-10,95.95,96.1932402749977,-0.243240274997679
2015-07-13,95.72,96.2073712300431,-0.487371230043086
2015-07-14,95.575,96.2219624834457,-0.646962483445679
2015-07-15,95.445,96.2370149764673,-0.792014976467309
2015-07-16,95.75,96.2525293829418,-0.502529382941837
2015-07-17,95.8,96.268506049316,-0.468506049315957
2015-07-20,95.75,96.2849451143103,-0.534945114310302
2015-07-21,95.54,96.3018465229837,-0.761846522983713
2015-07-22,95.63,96.3192099992719,-0.689209999271889
2015-07-23,95.91,96.337034952192,-0.427034952192028
2015-07-24,95.86,96.3553205058707,-0.495320505870683
2015-07-27,96.04,96.3740656079142,-0.334065607914241
2015-07-28,96.03,96.3932690011855,-0.363269001185494
2015-07-29,96.11,96.4129292904554,-0.302929290455386
2015-07-30,95.98,96.4330449303366,-0.453044930336646
2015-07-31,95.545,96.4536142502213,-0.908614250221303
2015-08-03,95.555,96.4746353922315,-0.919635392231461
2015-08-04,95.71,96.4961061229048,-0.786106122904817
2015-08-05,95.605,96.5180238286386,-0.913023828638648
2015-08-06,95.875,96.5403855708851,-0.665385570885105
2015-08-07,95.915,96.56318803369,-0.648188033689955
2015-08-10,95.675,96.5864276260537,-0.911427626053715
2015-08-11,95.19,96.6101004890437,-1.42010048904368
2015-08-12,95.33,96.6342023869791,-1.30420238697913
2015-08-13,95.325,96.6587284971669,-1.33372849716686
2015-08-14,95.475,96.6836734578093,-1.20867345780929
2015-08-17,95.12,96.7090313557981,-1.58903135579813
2015-08-18,95.505,96.7347957784083,-1.22979577840835
2015-08-19,95.465,96.7609596560744,-1.29595965607442
2015-08-20,95.45,96.7875154108814,-1.33751541088142
2015-08-21,95.49,96.8144549292167,-1.32445492921665
2015-08-24,95.79,96.8417695445934,-1.05176954459341
2015-08-25,96.04,96.8694500430474,-0.829450043047426
2015-08-26,96.375,96.8974867758564,-0.522486775856346
2015-08-27,96.8,96.9258697514358,-0.125869751435811
2015-08-28,96.955,96.9545887622265,0.000411237773534356
2015-08-31,97,96.9836335486394,0.0163664513605548
2015-09-02,97.5,97.0129938512563,0.487006148743695
2015-09-07,97.5,97.0426594174232,0.45734058257685
2015-09-09,97.2,97.0726201957956,0.127379804204451
2015-09-10,97.2,97.1028663240752,0.0971336759248403
2015-09-14,96.41,97.133387992617,-0.723387992617025
2015-09-15,96.655,97.1641754319269,-0.509175431926948
2015-09-16,96.535,97.1952185734921,-0.660218573492067
2015-09-17,96.365,97.2265071383266,-0.861507138326575
2015-09-18,96.395,97.2580305745368,-0.863030574536792
2015-09-21,96.415,97.2897779741164,-0.874777974116409
2015-09-22,96.26,97.3217380723175,-1.06173807231752
2015-09-23,96.305,97.353899242794,-1.04889924279397
2015-09-24,96.515,97.3862494203194,-0.871249420319415
2015-09-25,96.665,97.4187761060951,-0.753776106095059
2015-09-28,96.935,97.4514664411828,-0.516466441182777
2015-09-29,97.23,97.4843072550633,-0.254307255063264
2015-09-30,97.315,97.5172851637312,-0.202285163731162
2015-10-08,97.27,97.5503866780605,-0.280386678060488
2015-10-09,98.13,97.5835982253089,0.546401774691098
2015-10-12,98.185,97.6169061168333,0.568093883166746
