"AU0Date","AU0Close","AU0_hpft","AU0_hpfc"
2010-01-04,245.96,242.863685897939,3.09631410206116
2010-01-05,253.23,243.021887076325,10.2081129236753
2010-01-06,251.1,243.180089534602,7.91991046539761
2010-01-07,252.36,243.338298772287,9.0217012277131
2010-01-08,249.56,243.496523562666,6.06347643733411
2010-01-11,256.85,243.654776408236,13.1952235917643
2010-01-12,257.15,243.81307231789,13.3369276821103
2010-01-13,250.72,243.971431754896,6.74856824510383
2010-01-14,252.97,244.129880695473,8.8401193045269
2010-01-15,252.21,244.288447905423,7.92155209457695
2010-01-18,251.81,244.447165804703,7.3628341952971
2010-01-19,252.39,244.606070087718,7.78392991228212
2010-01-20,251.38,244.765199492374,6.61480050762629
2010-01-21,248.3,244.924595974138,3.37540402586167
2010-01-22,243.32,245.084304222774,-1.76430422277399
2010-01-25,245.36,245.244370323299,0.115629676701422
2010-01-26,243.1,245.404839631437,-2.30483963143675
2010-01-27,243.81,245.56575755071,-1.75575755070986
2010-01-28,241.44,245.727168531912,-4.28716853191182
2010-01-29,239.36,245.889116300078,-6.52911630007788
2010-02-01,239.56,246.051642808099,-6.49164280809856
2010-02-02,244.74,246.214787309992,-1.47478730999165
2010-02-03,247.24,246.378586376389,0.86141362361087
2010-02-04,245.11,246.543075968307,-1.43307596830682
2010-02-05,235.77,246.708292402833,-10.9382924028328
2010-02-08,236.86,246.874271404681,-10.0142714046815
2010-02-09,238.47,247.041044177114,-8.57104417711425
2010-02-10,239.85,247.208637783898,-7.35863778389792
2010-02-11,240.3,247.377075745873,-7.07707574587259
2010-02-12,242.2,247.546378542116,-5.3463785421158
2010-02-22,248.33,247.716563726322,0.613436273677891
2010-02-23,247.22,247.887646642213,-0.667646642213149
2010-02-24,245.06,248.059642887075,-2.99964288707509
2010-02-25,242.28,248.23256778222,-5.95256778222023
2010-02-26,246.4,248.406435409027,-2.00643540902695
2010-03-01,247.79,248.581257388324,-0.791257388323691
2010-03-02,247.38,248.757044511558,-1.37704451155759
2010-03-03,251.9,248.9338072431,2.96619275689989
2010-03-04,251.05,249.11155547811,1.93844452189015
2010-03-05,251.28,249.290300337852,1.98969966214751
2010-03-08,252.01,249.470053744865,2.53994625513457
2010-03-09,248.36,249.650828444149,-1.29082844414916
2010-03-10,249.44,249.832638230613,-0.392638230613304
2010-03-11,245.93,250.015496365596,-4.08549636559563
2010-03-12,246.82,250.19941594813,-3.37941594812992
2010-03-15,244.99,250.384408388468,-5.39440838846751
2010-03-16,246.34,250.570483699952,-4.23048369995225
2010-03-17,250.13,250.757649666091,-0.627649666090835
2010-03-18,248.53,250.945912321679,-2.41591232167876
2010-03-19,248.71,251.135277442069,-2.42527744206882
2010-03-22,244.99,251.325749803968,-6.33574980396835
2010-03-23,244.5,251.517333181579,-7.01733318157908
2010-03-24,243.9,251.710028730152,-7.81002873015246
2010-03-25,241.8,251.903834704258,-10.103834704258
2010-03-26,243.88,252.098746130115,-8.21874613011505
2010-03-29,246.01,252.294753857426,-6.28475385742586
2010-03-30,246.46,252.491845338589,-6.03184533858922
2010-03-31,245.28,252.69000542814,-7.4100054281402
2010-04-01,245.91,252.889216487295,-6.97921648729475
2010-04-02,248.03,253.089457814267,-5.05945781426677
2010-04-06,248.7,253.290705822344,-4.59070582234353
2010-04-07,250.68,253.492934833439,-2.81293483343937
2010-04-08,251.8,253.69611727185,-1.89611727184969
2010-04-09,253.7,253.900224399119,-0.200224399118873
2010-04-12,255.42,254.105226693013,1.31477330698671
2010-04-13,253.45,254.311094548533,-0.861094548533473
2010-04-14,254.45,254.517798904155,-0.0677989041548949
2010-04-15,254.16,254.725310342413,-0.565310342412585
2010-04-16,254.23,254.933599417815,-0.703599417815255
2010-04-19,249.7,255.142636451193,-5.44263645119252
2010-04-20,251.07,255.352391472537,-4.28239147253729
2010-04-21,252.56,255.562832262073,-3.00283226207328
2010-04-22,252.5,255.773924829857,-3.27392482985696
2010-04-23,251.26,255.985633944694,-4.72563394469436
2010-04-26,255.41,256.197923022084,-0.787923022084
2010-04-27,254.39,256.410753524136,-2.02075352413598
2010-04-28,256.8,256.624086587264,0.175913412735539
2010-04-29,257.08,256.837882512586,0.242117487414053
2010-04-30,258.59,257.052101673933,1.53789832606729
2010-05-04,258.61,257.266704545218,1.3432954547815
2010-05-05,257.33,257.481652236062,-0.151652236062468
2010-05-06,258.2,257.696906411347,0.503093588652544
2010-05-07,264.6,257.91242867327,6.68757132673053
2010-05-10,262.75,258.128180831984,4.62181916801631
2010-05-11,265.64,258.344127462018,7.29587253798188
2010-05-12,270.17,258.560235048375,11.6097649516254
2010-05-13,271.14,258.776473091876,12.363526908124
2010-05-14,271.32,258.992815892355,12.3271841076454
2010-05-17,271.89,259.209242860228,12.6807571397723
2010-05-18,267.62,259.425738501475,8.19426149852506
2010-05-19,266.29,259.642292563791,6.64770743620892
2010-05-20,261.27,259.858898182049,1.41110181795102
2010-05-21,259.72,260.075551239016,-0.355551239016332
2010-05-24,262.25,260.292248200754,1.95775179924623
2010-05-25,262.17,260.508985386351,1.6610146136488
2010-05-26,265.8,260.725759924155,5.07424007584546
2010-05-27,266.7,260.942569629106,5.75743037089375
2010-05-28,267.68,261.159414413636,6.52058558636449
2010-05-31,266.54,261.376296570062,5.16370342993809
2010-06-01,268.59,261.593221086053,6.99677891394711
2010-06-02,268.71,261.810195083743,6.89980491625689
2010-06-03,269.18,262.027228577454,7.15277142254581
2010-06-04,264.82,262.24433443361,2.57566556638992
2010-06-07,267.77,262.461528475302,5.30847152469763
2010-06-08,272.9,262.678827590299,10.2211724097006
2010-06-09,271.35,262.896250860678,8.45374913932175
2010-06-10,270.24,263.113821593538,7.12617840646228
2010-06-11,268.44,263.331566590416,5.10843340958394
2010-06-17,271.47,263.549515598527,7.92048440147281
2010-06-18,273.93,263.767700476707,10.1622995232931
2010-06-21,276.98,263.9861563578,12.9938436422002
2010-06-22,271.24,264.204922575337,7.03507742466264
2010-06-23,272.08,264.424043833983,7.65595616601723
2010-06-24,270.75,264.643567746417,6.10643225358251
2010-06-25,272.95,264.863545089987,8.08645491001331
2010-06-28,274.91,265.08402916619,9.82597083380952
2010-06-29,270.6,265.305076619143,5.2949233808573
2010-06-30,272.04,265.52674815462,6.51325184538013
2010-07-01,270.8,265.749106667105,5.05089333289469
2010-07-02,263.12,265.972217743401,-2.85221774340102
2010-07-05,264.26,266.196149058144,-1.93614905814447
2010-07-06,263.01,266.420967106979,-3.41096710697863
2010-07-07,259.4,266.646737585225,-7.24673758522488
2010-07-08,263.16,266.873524778244,-3.71352477824385
2010-07-09,261.36,267.101389975887,-5.74138997588717
2010-07-12,263.3,267.330392932987,-4.03039293298735
2010-07-13,261.2,267.560591031112,-6.36059103111193
2010-07-14,264.6,267.79203998583,-3.19203998582983
2010-07-15,263.75,268.024792883495,-4.27479288349528
2010-07-16,263.02,268.258901491006,-5.23890149100609
2010-07-19,260.3,268.494415808229,-8.1944158082289
2010-07-20,258.85,268.731383669479,-9.8813836694789
2010-07-21,259.76,268.969849521832,-9.20984952183221
2010-07-22,258.73,269.209853727793,-10.4798537277934
2010-07-23,261.46,269.451432842891,-7.99143284289107
2010-07-26,261.12,269.694619090698,-8.57461909069792
2010-07-27,259.46,269.939441391454,-10.4794413914536
2010-07-28,255.18,270.185925120994,-15.0059251209941
2010-07-29,256.17,270.434091323375,-14.2640913233748
2010-07-30,255.94,270.683954839805,-14.7439548398047
2010-08-02,259.25,270.935524615297,-11.6855246152972
2010-08-03,258.95,271.1888035003,-12.2388035003001
2010-08-04,261.57,271.443789514941,-9.87378951494093
2010-08-05,261.4,271.70047562031,-10.3004756203103
2010-08-06,262.9,271.958850696078,-9.05885069607832
2010-08-09,264.63,272.218899364109,-7.58889936410936
2010-08-10,262,272.480602501706,-10.4806025017057
2010-08-11,262.43,272.743937849222,-10.3139378492223
2010-08-12,262.9,273.008878814752,-10.1088788147518
2010-08-13,266.73,273.275394543026,-6.54539454302644
2010-08-16,267.48,273.543450000165,-6.06345000016508
2010-08-17,267.8,273.813007446693,-6.01300744669341
2010-08-18,267.55,274.084026636745,-6.53402663674532
2010-08-19,268.98,274.356464838919,-5.37646483891885
2010-08-20,268.78,274.630276620908,-5.85027662090781
