"UKPMIDate","UKPMI","UKPMI_hpft","UKPMI_hpfc"
2023-05-01,47.1,45.5775001141596,1.52249988584043
2023-04-01,47.8,46.2298585384088,1.57014146159117
2023-03-01,47.9,46.883485712563,1.01651428743704
2023-02-01,49.3,47.5409588377448,1.75904116225519
2023-01-01,47,48.2057022103168,-1.20570221031679
2022-12-01,45.3,48.8826059942765,-3.58260599427649
2022-11-01,46.5,49.5755556017796,-3.07555560177959
2022-10-01,46.2,50.2854509399865,-4.08545093998653
2022-09-01,48.4,51.0106289530563,-2.61062895305627
2022-08-01,47.3,51.7460220426977,-4.44602204269768
2022-07-01,52.1,52.4843870864923,-0.384387086492281
2022-06-01,52.8,53.2147759436526,-0.414775943652579
2022-05-01,54.6,53.925920150819,0.674079849181003
2022-04-01,55.8,54.6062055980123,1.19379440198769
2022-03-01,55.2,55.2445799084608,-0.0445799084608234
2022-02-01,58,55.8309855340613,2.1690144659387
2022-01-01,57.3,56.3553277767866,0.944672223213383
2021-12-01,57.9,56.8093194506648,1.0906805493352
2021-11-01,58.1,57.1854605965765,0.91453940342352
2021-10-01,57.8,57.4771601558599,0.32283984414006
2021-09-01,57.1,57.6785891860231,-0.57858918602306
2021-08-01,60.3,57.7841877777773,2.51581222222274
2021-07-01,60.4,57.7879138641789,2.6120861358211
2021-06-01,63.9,57.6858218884694,6.21417811153062
2021-05-01,65.6,57.4761430323368,8.12385696766321
2021-04-01,60.9,57.162286959229,3.73771304077105
2021-03-01,58.9,56.7544332133998,2.14556678660025
2021-02-01,55.1,56.2658760999705,-1.16587609997051
2021-01-01,54.1,55.7116978963848,-1.61169789638479
2020-12-01,57.5,55.1060093166694,2.39399068333057
2020-11-01,55.6,54.461577993271,1.13842200672899
2020-10-01,53.7,53.7931665508722,-0.0931665508721577
2020-09-01,54.1,53.1164862991611,0.983513700838878
2020-08-01,55.2,52.4471709090338,2.75282909096623
2020-07-01,53.3,51.8016736461367,1.49832635386333
2020-06-01,50.1,51.1987418003589,-1.09874180035885
2020-05-01,40.7,50.6583712668842,-9.95837126688422
2020-04-01,32.6,50.1996423227299,-17.5996423227299
2020-03-01,47.8,49.8333366021902,-2.03333660219023
2020-02-01,51.7,49.5555693709576,2.14443062904242
2020-01-01,50,49.3607614475558,0.639238552444238
2019-12-01,47.5,49.2451206760327,-1.74512067603266
2019-11-01,48.9,49.2053875992301,-0.305387599230078
2019-10-01,49.6,49.2368484927597,0.363151507240275
2019-09-01,48.3,49.3345351425671,-1.03453514256712
2019-08-01,47.4,49.493781960854,-2.09378196085402
2019-07-01,48,49.7090612472033,-1.70906124720327
2019-06-01,48,49.9731004828971,-1.97310048289705
2019-05-01,49.4,50.2772029315115,-0.87720293151147
2019-04-01,53.1,50.6110276062203,2.48897239377969
2019-03-01,55.1,50.9635025177544,4.13649748224561
2019-02-01,52,51.325629820506,0.674370179494004
2019-01-01,52.8,51.6918587501026,1.10814124989736
2018-12-01,54.2,52.0572005173214,2.14279948267863
2018-11-01,53.1,52.4175897839809,0.682410216019116
2018-10-01,51.1,52.7707468781354,-1.67074687813539
2018-09-01,53.8,53.1149608030192,0.685039196980844
2018-08-01,52.8,53.4471282728013,-0.647128272801298
2018-07-01,54,53.7647168676484,0.235283132351571
2018-06-01,54.4,54.0646548941665,0.335345105833473
2018-05-01,54.3,54.3440667282385,-0.0440667282384524
2018-04-01,53.9,54.600356200002,-0.700356200001984
2018-03-01,55.1,54.8308904173214,0.269109582678612
2018-02-01,55.2,55.0324528578942,0.167547142105792
2018-01-01,55.3,55.2020512574036,0.0979487425964126
2017-12-01,56.2,55.3368329741511,0.863167025848935
2017-11-01,58.2,55.4340269903904,2.7659730096096
2017-10-01,56.3,55.4915815942301,0.808418405769862
2017-09-01,56,55.5097500512869,0.490249948713098
2017-08-01,56.9,55.4894593091821,1.41054069081789
2017-07-01,55.1,55.4320448571611,-0.332044857161096
2017-06-01,54.3,55.3400176350449,-1.04001763504488
2017-05-01,56.7,55.2156118786068,1.48438812139318
2017-04-01,57.3,55.0601951422578,2.23980485774223
2017-03-01,54.2,54.8763719705098,-0.676371970509755
2017-02-01,54.6,54.6686134119229,-0.068613411922902
2017-01-01,55.9,54.4408268717486,1.45917312825141
2016-12-01,56.1,54.1968625773949,1.9031374226051
2016-11-01,53.4,53.9417867338768,-0.541786733876807
2016-10-01,54.3,53.6822514940615,0.617748505938538
2016-09-01,55.4,53.4244575218711,1.97554247812889
2016-08-01,53.3,53.1751202716496,0.124879728350376
2016-07-01,48.2,52.9426014831393,-4.74260148313929
2016-06-01,52.1,52.7353669625227,-0.635366962522715
2016-05-01,50.1,52.5579303480799,-2.45793034807989
2016-04-01,49.2,52.414275805622,-3.21427580562202
2016-03-01,51,52.3063392256703,-1.30633922567027
2016-02-01,50.8,52.2333779355744,-1.43337793557438
2016-01-01,52.9,52.1935606466628,0.706439353337215
2015-12-01,51.9,52.1838615886509,-0.283861588650897
2015-11-01,52.7,52.2018436907153,0.498156309284747
2015-10-01,55.5,52.2448333307085,3.25516666929146
2015-09-01,51.5,52.3105720167411,-0.810572016741147
2015-08-01,51.5,52.3995138958145,-0.899513895814534
2015-07-01,51.9,52.5114376382496,-0.611437638249587
2015-06-01,51.4,52.645372319454,-1.24537231945396
2015-05-01,52,52.7998374834701,-0.799837483470128
2015-04-01,51.9,52.9723148640743,-1.07231486407434
2015-03-01,54.4,53.1596196638066,1.24038033619335
2015-02-01,54,53.357673489487,0.642326510512996
2015-01-01,53,53.5634315982156,-0.563431598215559
2014-12-01,52.5,53.7743845191845,-1.27438451918454
2014-11-01,53.5,53.9875532552543,-0.487553255254337
2014-10-01,53.3,54.198896822186,-0.898896822186002
2014-09-01,51.6,54.4039679413612,-2.80396794136121
2014-08-01,52.5,54.5975702534765,-2.0975702534765
2014-07-01,55.4,54.7721707592773,0.627829240722733
2014-06-01,57.2,54.9184884842976,2.28151151570237
2014-05-01,57,55.0277656451058,1.97223435489424
2014-04-01,57.3,55.0931457178661,2.20685428213385
2014-03-01,55.3,55.1094157073724,0.190584292627644
2014-02-01,56.9,55.0732016636531,1.82679833634688
2014-01-01,56.7,54.981288456981,1.71871154301903
2013-12-01,57.3,54.8319832895755,2.46801671042454
2013-11-01,58.4,54.6250256232753,3.77497437672467
2013-10-01,56,54.3622116005113,1.63778839948873
2013-09-01,56.7,54.0484831756946,2.65151682430541
2013-08-01,57.2,53.6901471269029,3.50985287309712
2013-07-01,54.6,53.2957198295673,1.30428017043273
2013-06-01,52.5,52.8766425365132,-0.376642536513159
2013-05-01,51.3,52.445443400708,-1.14544340070798
2013-04-01,49.8,52.0143367063387,-2.21433670633872
2013-03-01,48.3,51.5945822014251,-3.29458220142515
2013-02-01,50,51.1955943533984,-1.19559435339837
2013-01-01,50.8,50.8240421445217,-0.0240421445216632
2012-12-01,51.4,50.4855982284305,0.914401771569531
2012-11-01,49.1,50.1859152236398,-1.08591522363981
2012-10-01,47.5,49.931407750141,-2.43140775014103
2012-09-01,48.4,49.7275854985724,-1.32758549857235
2012-08-01,49.6,49.577931986447,0.0220680135530338
2012-07-01,45.2,49.4848244100292,-4.28482441002925
2012-06-01,48.4,49.4506583555948,-1.05065835559482
2012-05-01,45.9,49.474258722411,-3.57425872241095
2012-04-01,50.2,49.5535748611153,0.646425138884682
2012-03-01,51.9,49.6835775734102,2.21642242658977
2012-02-01,51.5,49.8597763486137,1.64022365138633
2012-01-01,52,50.0795276947325,1.92047230526751
2011-12-01,49.7,50.3415549728163,-0.641554972816338
2011-11-01,47.7,50.6461819375026,-2.94618193750263
2011-10-01,47.8,50.9931977142848,-3.19319771428477
2011-09-01,50.8,51.3799362770415,-0.579936277041543
2011-08-01,49.4,51.8010706015565,-2.40107060155651
2011-07-01,49.4,52.2507903833823,-2.85079038338231
2011-06-01,51.4,52.7212844259037,-1.32128442590372
2011-05-01,52,53.2023658738526,-1.20236587385262
2011-04-01,54.4,53.682746801606,0.717253198393973
2011-03-01,57.1,54.1501373119794,2.94986268802065
2011-02-01,61.5,54.5928452187867,6.90715478121326
2011-01-01,62,55.0016365547489,6.99836344525105
2010-12-01,58.7,55.3730333149044,3.32696668509558
2010-11-01,57.5,55.7093894638293,1.79061053617065
2010-10-01,55.4,56.0158314383375,-0.615831438337532
2010-09-01,53.4,56.2989778506895,-2.89897785068953
2010-08-01,53.7,56.5649341202806,-2.86493412028058
2010-07-01,56.9,56.8173898516304,0.0826101483695663
2010-06-01,57.6,57.0576472041585,0.542352795841465
2010-05-01,58,57.2870771790747,0.712922820925322
2010-04-01,58,57.5075027382518,0.492497261748153
2010-03-01,57.3,57.7213409459138,-0.421340945913796
2010-02-01,56.5,57.9314192806691,-1.43141928066906
2010-01-01,56.6,58.1402141036713,-1.54021410367127
