"INA_10yryDate","INA_10yryClose","INA_10yry_hpft","INA_10yry_hpfc"
2012-08-24,0.811,0.792627228732982,0.0383727712670184
2012-08-23,0.831,0.793086099760512,0.0339139002394882
2012-08-22,0.827,0.793550569137201,0.0344494308627991
2012-08-21,0.828,0.794020941173328,0.0499790588266725
2012-08-20,0.844,0.794497534419195,0.0471691322474715
2012-08-19,0.841666666666667,0.794980688084425,0.044352645248908
2012-08-18,0.839333333333333,0.795470760876526,0.041529239123474
2012-08-17,0.837,0.795968129836493,0.0690318701635069
2012-08-16,0.865,0.796473189171897,0.0255268108281029
2012-08-15,0.822,0.796986361625305,1.36383746946302e-05
2012-08-14,0.797,0.797508080491036,-0.00450808049103607
2012-08-13,0.793,0.79803877906905,-0.0020387790690495
2012-08-12,0.796,0.798578888795836,0.000421111204164078
2012-08-11,0.799,0.799128840265163,0.0028711597348372
2012-08-10,0.802,0.799689064244864,0.00531093575513596
2012-08-09,0.805,0.800259992689562,0.0017400073104382
2012-08-08,0.802,0.800842059749241,-0.0238420597492412
2012-08-07,0.777,0.801435700293117,-0.0594357002931167
2012-08-06,0.742,0.802041339335043,-0.0610413393350434
2012-08-05,0.741,0.802659377320611,-0.0626593773206111
2012-08-04,0.74,0.803290189463305,-0.0642901894633049
2012-08-03,0.739,0.80393412507579,-0.0269341250757904
2012-08-02,0.777,0.804591506895694,-0.0225915068956945
2012-08-01,0.782,0.805262646527201,-0.00726264652720053
2012-07-31,0.798,0.805947846236103,-0.0239478462361033
2012-07-30,0.782,0.80664740528605,-0.0359807386193834
2012-07-29,0.770666666666667,0.807361613041633,-0.0480282797082998
2012-07-28,0.759333333333333,0.80809074399445,-0.0600907439944495
2012-07-27,0.748,0.808835052783175,-0.0708350527831748
2012-07-26,0.738,0.809594769207319,-0.0815947692073187
2012-07-25,0.728,0.810370093786114,-0.0733700937861139
2012-07-24,0.737,0.811161193310715,-0.083161193310715
2012-07-23,0.728,0.811968204244076,-0.078301537577409
2012-07-22,0.733666666666667,0.812791228673628,-0.0734578953402946
2012-07-21,0.739333333333333,0.813630336320129,-0.0686303363201287
2012-07-20,0.745,0.81448556653978,-0.0704855665397797
2012-07-19,0.744,0.815356930319779,-0.0563569303197792
2012-07-18,0.759,0.816244409511381,-0.0422444095113808
2012-07-17,0.774,0.817147962670212,-0.0423979626702119
2012-07-16,0.77475,0.818067530889722,-0.0425675308897218
2012-07-15,0.7755,0.819003037737738,-0.0427530377377377
2012-07-14,0.77625,0.819954389186383,-0.0429543891863825
2012-07-13,0.777,0.820921473535417,-0.0459214735354169
2012-07-12,0.775,0.821904161328966,-0.0329041613289663
2012-07-11,0.789,0.822902304129085,-0.0249023041290848
2012-07-10,0.798,0.823915739896564,-0.0189157398965638
2012-07-09,0.805,0.824944296298577,-0.0186109629652434
2012-07-08,0.806333333333333,0.825987793183267,-0.0183211265166004
2012-07-07,0.807666666666667,0.827046042705799,-0.0180460427057984
2012-07-06,0.809,0.82811884944809,-0.0161188494480901
2012-07-05,0.812,0.829206010532549,-0.0072060105325488
2012-07-04,0.822,0.830307316418726,-0.00630731641872581
2012-07-03,0.824,0.831422554587461,0.002577445412539
2012-07-02,0.834,0.832551509912423,0.00311515675424342
2012-07-01,0.835666666666667,0.833693968332693,0.00363936500063972
2012-06-30,0.837333333333333,0.83484971707504,0.00415028292495997
2012-06-29,0.839,0.836018544870597,-0.0150185448705971
2012-06-28,0.821,0.837200242166053,-0.0242002421660528
2012-06-27,0.813,0.838394593200022,-0.0103945932000221
2012-06-26,0.828,0.839601372207723,-0.00360137220772293
2012-06-25,0.836,0.840820349127657,-0.00682034912765715
2012-06-23,0.834,0.842051292409678,-0.0100512924096783
2012-06-22,0.832,0.843293967684377,-0.0162939676843768
2012-06-21,0.827,0.844548136427548,-0.0155481364275477
2012-06-20,0.829,0.845813553379718,-0.0258135533797175
2012-06-19,0.82,0.847089966854398,-0.00208996685439838
2012-06-18,0.845,0.848377114494883,0.000122885505117335
2012-06-16,0.8485,0.849674733080515,0.00232526691948461
2012-06-15,0.852,0.850982559441427,0.0110174405585732
2012-06-14,0.862,0.852300331368951,0.0106996686310492
2012-06-13,0.863,0.853627791208581,-0.00262779120858089
2012-06-12,0.851,0.854964685728599,0.0210353142714011
2012-06-11,0.876,0.856310760611101,0.0116892393888994
2012-06-09,0.868,0.85766577023329,0.00233422976670975
2012-06-08,0.86,0.859029473804276,0.0289705261957236
2012-06-07,0.888,0.860401631498008,0.0125983685019921
2012-06-06,0.873,0.861782015463711,0.0012179845362894
2012-06-05,0.863,0.863170403058269,-0.039170403058269
2012-06-04,0.824,0.864566572142018,-0.0440665721420176
2012-06-02,0.8205,0.865970284383818,-0.0489702843838185
2012-06-01,0.817,0.867381283237223,-0.0383812832372232
2012-05-31,0.829,0.868799291913396,-0.0187992919133965
2012-05-30,0.85,0.870224017758231,-0.0132240177582313
2012-05-29,0.857,0.87165516034676,0.0123448396532402
2012-05-28,0.884,0.87309241378773,0.0144075862122701
2012-05-26,0.8875,0.874535477292753,0.0164645227072466
2012-05-25,0.891,0.875984056028962,-0.00198405602896206
2012-05-24,0.874,0.877437861969256,-0.00543786196925643
2012-05-23,0.872,0.878896606266401,-0.0158966062664014
2012-05-22,0.863,0.880359997825368,-0.0193599978253681
2012-05-21,0.861,0.88182773898012,-0.0353277389801203
2012-05-19,0.8465,0.883299524061972,-0.0512995240619723
2012-05-18,0.832,0.88477503279917,-0.0327750327991697
2012-05-17,0.852,0.886253923714798,-0.0522539237147983
2012-05-16,0.834,0.887735841784066,-0.0317358417840662
2012-05-15,0.856,0.889220410382505,-0.0362204103825055
2012-05-14,0.853,0.890707239767331,-0.0360405731006639
2012-05-13,0.854666666666667,0.892195925223693,-0.0358625918903601
2012-05-12,0.856333333333333,0.893686047139029,-0.0356860471390288
2012-05-11,0.858,0.895177171076608,-0.027177171076608
2012-05-10,0.868,0.896668847848533,-0.0426688478485329
2012-05-09,0.854,0.898160617032952,-0.0251606170329518
2012-05-08,0.873,0.899652000570429,-0.0356520005704295
2012-05-07,0.864,0.901142510001141,-0.0311425100011413
2012-05-06,0.87,0.902631642128162,-0.0266316421281617
2012-05-05,0.876,0.904118880881502,-0.0221188808815017
2012-05-04,0.882,0.905603699182723,-0.017603699182723
2012-05-03,0.888,0.907085560810331,-0.0130855608103307
2012-05-02,0.894,0.908563922266169,-0.0235639222661687
2012-05-01,0.885,0.910038234643041,-0.0217882346430405
2012-04-30,0.88825,0.911507939293365,-0.0200079392933647
2012-04-29,0.8915,0.912972468563186,-0.0182224685631864
2012-04-28,0.89475,0.91443124652807,-0.0164312465280698
2012-04-27,0.898,0.915883689731142,0.00511631026885813
2012-04-26,0.921,0.917329207923504,0.0106707920764964
2012-04-25,0.928,0.918767212971161,0.0182327870288388
2012-04-24,0.937,0.920197121150968,0.00680287884903183
2012-04-23,0.927,0.921618356276493,0.0128816437235069
2012-04-21,0.9345,0.923030344973336,0.0189696550266635
2012-04-20,0.942,0.924432519191867,0.0215674808081331
2012-04-19,0.946,0.925824318723713,0.0211756812762869
2012-04-18,0.947,0.927205192275657,0.00979480772434326
2012-04-17,0.937,0.92857459730766,0.0144254026923394
2012-04-16,0.943,0.929931995328448,0.0180680046715519
2012-04-14,0.948,0.93127685380966,0.0217231461903403
2012-04-13,0.953,0.932608647691464,0.0243913523085362
2012-04-12,0.957,0.933926860893557,0.0210731391064425
2012-04-11,0.955,0.935230987418005,0.0277690125819952
2012-04-10,0.963,0.936520529977699,0.0364794700223011
2012-04-09,0.973,0.93779500276406,0.0462049972359403
2012-04-08,0.984,0.939053935047718,0.0559460649522821
2012-04-06,0.995,0.940296875198592,0.0687031248014081
2012-04-05,1.009,0.941523394712405,0.0924766052875946
2012-04-04,1.034,0.942733093484029,0.0932669065159708
2012-04-03,1.036,0.943925609634421,0.0740743903655793
2012-04-02,1.018,0.945100619837342,0.060399380162658
2012-03-31,1.0055,0.946257831385902,0.0467421686140976
2012-03-30,0.993,0.94739697653981,0.0546030234601901
2012-03-29,1.002,0.94851780688034,0.0604821931196596
2012-03-28,1.009,0.949620096559333,0.0713799034406672
2012-03-27,1.021,0.950703644729523,0.0712963552704776
2012-03-26,1.022,0.95176828004923,0.0738983866174367
2012-03-25,1.02566666666667,0.952813860647817,0.0765194726855164
2012-03-24,1.02933333333333,0.95384027520122,0.0791597247987794
2012-03-23,1.033,0.954847444015522,0.0781525559844783
2012-03-22,1.033,0.955835320118284,0.0711646798817162
2012-03-21,1.027,0.956803888842139,0.0766961111578607
2012-03-20,1.0335,0.957753164936304,0.0822468350636961
2012-03-19,1.04,0.958683194853116,0.0849834718135511
2012-03-18,1.04366666666667,0.959594059042467,0.0877392742908658
2012-03-17,1.04733333333333,0.960485873082933,0.0905141269170666
2012-03-16,1.051,0.961358788821069,0.094641211178931
2012-03-15,1.056,0.962212995518286,0.0537870044817141
2012-03-14,1.016,0.96304872155686,0.0189512784431399
2012-03-13,0.982,0.963866217552432,0.0191337824475684
2012-03-12,0.983,0.964665741954367,0.0226675913789662
2012-03-11,0.987333333333333,0.965447561121216,0.0262191055454509
2012-03-10,0.991666666666667,0.966211950781318,0.0297880492186822
2012-03-09,0.996,0.966959197500995,0.0290408024990052
2012-03-08,0.996,0.967689600159668,0.0203103998403323
2012-03-07,0.988,0.968403469641139,0.0285965303588615
2012-03-06,0.997,0.969101125224682,0.022898874775318
2012-03-05,0.992,0.96978289801024,0.0228837686564269
2012-03-04,0.992666666666667,0.970449128563234,0.0228842047700996
2012-03-03,0.993333333333333,0.971100166908278,0.0228998330917216
2012-03-02,0.994,0.971736372529422,-0.0087363725294216
2012-03-01,0.963,0.9723581143766,-0.00435811437660045
2012-02-29,0.968,0.972965757788457,3.4242211543003e-05
2012-02-28,0.973,0.973559666302178,0.00844033369782175
2012-02-27,0.982,0.974140203469106,0.00785979653089434
2012-02-26,0.982,0.974707736329487,0.00729226367051318
2012-02-25,0.982,0.975262635172468,0.00673736482753185
2012-02-24,0.982,0.975805273301534,0.00819472669846637
2012-02-23,0.984,0.976336026805122,0.00566397319487794
2012-02-22,0.982,0.976855275159055,-0.00885527515905541
2012-02-21,0.968,0.977363400180407,-0.0233634001804066
2012-02-20,0.954,0.977860780025809,-0.023860780025809
2012-02-19,0.954,0.97834778319444,-0.0243477831944398
2012-02-18,0.954,0.978824768322364,-0.0248247683223637
2012-02-17,0.954,0.979292083981287,-0.0272920839812874
2012-02-16,0.952,0.979750068481315,-0.00975006848131462
2012-02-15,0.97,0.98019904885114,-0.00719904885114011
2012-02-14,0.973,0.980639348089135,0.00536065191086492
2012-02-13,0.986,0.98107128621789,0.00492871378211038
2012-02-12,0.986,0.981495185475871,0.00450481452412909
2012-02-11,0.986,0.981911370138883,0.00408862986111719
2012-02-10,0.986,0.982320166344841,0.0106798336551588
2012-02-09,0.993,0.982721901921713,0.0142780980782865
2012-02-08,0.997,0.983116909112112,-0.00611690911211213
2012-02-07,0.977,0.983505526060619,-0.00850552606061864
2012-02-06,0.975,0.98388808838334,-0.0268880883833397
2012-02-03,0.957,0.984264928180548,-0.0262649281805481
2012-02-02,0.958,0.984636366438034,-0.0166363664380336
2012-02-01,0.968,0.985002713284751,-0.0120027132847507
2012-01-31,0.973,0.985364271972837,-0.017364271972837
2012-01-30,0.968,0.985721340792987,-0.0117213407929868
2012-01-27,0.974,0.986074210858213,0.00192578914178711
2012-01-26,0.988,0.986423168436387,0.0265768315636126
2012-01-25,1.013,0.986768500591432,0.0252314994085682
2012-01-24,1.012,0.987110505373062,0.0188894946269378
2012-01-23,1.006,0.987449491260674,-0.000449491260673564
2012-01-20,0.987,0.98778577454183,-0.0147857745418298
2012-01-19,0.973,0.988119671318283,-0.0161196713182826
2012-01-18,0.972,0.988451491579947,-0.022451491579947
2012-01-17,0.966,0.988781538653514,-0.0457815386535139
2012-01-16,0.943,0.989110106585124,-0.0351101065851237
2012-01-13,0.954,0.989437470496676,-0.0314374704966764
2012-01-12,0.958,0.989763890996961,-0.0197638909969608
2012-01-11,0.97,0.990089615699784,-0.0110896156997836
2012-01-10,0.979,0.99041488404935,-0.00891488404935042
2012-01-09,0.9815,0.990739930905868,-0.00673993090586801
2012-01-06,0.984,0.991064987444487,-0.00406498744448728
2012-01-05,0.987,0.991390282054343,0.000609717945656813
2012-01-04,0.992,0.991716041444268,-0.00104937477760124
2012-01-03,0.990666666666667,0.992042492575128,-0.00270915924179437
2012-01-02,0.989333333333333,0.99236986197402,-0.00436986197402
2011-12-30,0.988,0.99269837504818,0.00530162495182016
2011-12-29,0.998,0.993028255398523,0.00597174460147673
2011-12-28,0.999,0.993359728817439,-0.00935972881743886
2011-12-27,0.984,0.993693023565801,-0.0166930235658014
2011-12-26,0.977,0.994028364035545,-0.017028364035545
2011-12-23,0.977,0.994365967718382,-0.0173659677183821
2011-12-22,0.977,0.994706045067181,-0.0147060450671809
2011-12-21,0.98,0.995048799356419,-0.016048799356419
2011-12-20,0.979,0.99539442778169,-0.0203944277816897
2011-12-19,0.975,0.995743120904647,-0.0117431209046466
2011-12-16,0.984,0.996095060856718,-0.013095060856718
2011-12-15,0.983,0.996450424915193,0.000549575084806932
2011-12-14,0.997,0.996809384944393,0.00419061505560674
2011-12-13,1.001,0.997172113035813,0.0248278869641867
2011-12-12,1.022,0.997538783013172,0.0214612169868282
2011-12-09,1.019,0.997909578963042,0.044090421036958
2011-12-08,1.042,0.998284693843205,0.0527153061567952
2011-12-07,1.051,0.998664338836637,0.0483356611633628
2011-12-06,1.047,0.999048746916723,0.0539512530832766
2011-12-05,1.053,0.999438171036848,0.0705618289631525
2011-12-02,1.07,0.999832886451678,0.0681671135483225
2011-12-01,1.068,1.00023319758331,0.0727668024166899
2011-11-30,1.073,1.00063943703137,0.06436056296863
2011-11-29,1.065,1.00105196747437,0.0579480325256264
2011-11-28,1.059,1.00147117819488,0.0255288218051196
2011-11-25,1.027,1.00189748242888,-0.0198974824288776
2011-11-24,0.982,1.00233130396489,-0.026831303964895
2011-11-23,0.9755,1.00277305836668,-0.0337730583666813
2011-11-22,0.969,1.00322315010697,-0.044223150106965
2011-11-21,0.959,1.00368196969808,-0.0566819696980781
2011-11-18,0.947,1.00414988937226,-0.0461498893722644
2011-11-17,0.958,1.00462725793175,-0.0516272579317465
2011-11-16,0.953,1.00511440510221,-0.0371144051022083
2011-11-15,0.968,1.00561163926871,-0.0256116392687072
2011-11-14,0.98,1.00611925347471,-0.0341192534747146
2011-11-11,0.972,1.00663753017686,-0.03663753017686
2011-11-10,0.97,1.00716673772827,-0.0251667377282666
2011-11-09,0.982,1.00770712933758,-0.0257071293375754
2011-11-08,0.982,1.00825894781046,-0.01725894781046
2011-11-07,0.991,1.00882242532637,-0.0178224253263733
2011-11-04,0.991,1.00939778693056,-0.0153977869305624
2011-11-03,0.994,1.00998525030124,-0.0129852503012432
2011-11-02,0.997,1.01058502675176,0.0174149732482381
2011-11-01,1.028,1.0111973222279,0.0388026777721004
2011-10-31,1.05,1.01182234987409,0.0341776501259107
2011-10-28,1.046,1.01246033887423,0.000539661125770262
2011-10-27,1.013,1.01311153253989,-0.0161115325398852
2011-10-26,0.997,1.01377617440572,0.00822382559428176
2011-10-25,1.022,1.01445450134652,0.00854549865347788
2011-10-24,1.023,1.01514675363646,-0.00314675363646481
2011-10-21,1.012,1.01585317508204,-0.00685317508204329
2011-10-20,1.009,1.01657400818912,0.00742599181087875
2011-10-19,1.024,1.01730949263063,0.00869050736937377
2011-10-18,1.026,1.0180598711492,0.00794012885080159
2011-10-17,1.026,1.01882539007969,0.000174609920305024
2011-10-14,1.019,1.01960629903916,0.00239370096084233
2011-10-13,1.022,1.02040284771676,-0.0194028477167631
2011-10-12,1.001,1.02121528679115,-0.0232152867911505
2011-10-11,0.998,1.02204385892066,-0.0290438589206589
2011-10-10,0.993,1.0228887971673,-0.0348887971672979
2011-10-07,0.988,1.02375032258752,-0.046750322587521
2011-10-06,0.977,1.02462864181622,-0.0536286418162158
2011-10-05,0.971,1.02552394216349,-0.032523942163493
2011-10-04,0.993,1.02643638877158,0.00056361122841922
2011-10-03,1.027,1.02736613333861,0.00463386666138856
2011-09-30,1.032,1.02831332779569,-0.0233133277956911
2011-09-29,1.005,1.02927812598937,-0.0232781259893708
2011-09-28,1.006,1.03026067212942,-0.0282606721294158
2011-09-27,1.002,1.03126110080332,-0.0512611008033153
2011-09-26,0.98,1.03227953491679,-0.0492795349167949
2011-09-23,0.983,1.03331607618627,-0.0473160761862745
2011-09-22,0.986,1.03437080595795,-0.0423708059579525
2011-09-21,0.992,1.03544378601958,-0.0384437860195772
2011-09-20,0.997,1.03653506064437,-0.0335350606443683
2011-09-19,1.003,1.03764465821452,-0.0286446582145197
