"CN00YDate","CN00YClose","CN00Y_hpft","CN00Y_hpfc"
2010-11-15,10025,9517.1692727831,507.830727216902
2010-11-16,10015,9516.47896877012,498.52103122988
2010-11-18,9395,9515.78887467394,-120.788874673944
2010-11-19,9580,9515.09940647992,64.9005935200804
2010-11-22,9625,9514.41093024414,110.589069755864
2010-11-23,9550,9513.72383884997,36.2761611500265
2010-11-24,9310,9513.03857089389,-203.03857089389
2010-11-25,9450,9512.35557996744,-62.3555799674406
2010-11-26,9605,9511.67523573421,93.3247642657914
2010-11-29,9510,9510.99788208267,-0.997882082674839
2010-11-30,9450,9510.32390147765,-60.3239014776517
2010-12-01,9390,9509.65367597165,-119.653675971648
2010-12-02,9405,9508.98756268171,-103.987562681706
2010-12-03,9530,9508.32586926484,21.674130735157
2010-12-06,9500,9507.6688603938,-7.66886039380428
2010-12-07,9585,9507.01680970056,77.9831902994412
2010-12-08,9655,9506.36998764705,148.630012352953
2010-12-09,9485,9505.72869693034,-20.7286969303448
2010-12-10,9435,9505.0933016852,-70.0933016852015
2010-12-13,9475,9504.46415747794,-29.4641574779405
2010-12-14,9715,9503.84159090115,211.158409098851
2010-12-15,9750,9503.22591636812,246.774083631884
2010-12-16,8695,9502.61753557652,-807.617535576517
2010-12-17,9540,9502.01695223053,37.9830477694716
2010-12-20,9530,9501.42433619767,28.5756638023291
2010-12-21,9385,9500.83987304616,-115.839873046162
2010-12-22,9570,9500.26376015627,69.7362398437339
2010-12-23,9495,9499.69614702466,-4.69614702466283
2010-12-24,9415,9499.13721197422,-84.1372119742192
2010-12-27,9375,9498.58713138661,-123.587131386606
2010-12-28,9250,9498.04604686451,-248.046046864507
2010-12-29,9125,9497.51404892472,-372.514048924718
2010-12-30,9105,9496.99112555172,-391.991125551717
2010-12-31,9070,9496.47711074768,-426.477110747683
2011-01-04,9245,9495.97167648144,-250.971676481442
2011-01-05,9435,9495.4743184333,-60.474318433299
2011-01-06,9375,9494.98442854198,-119.984428541981
2011-01-07,9260,9494.50137374856,-234.501373748555
2011-01-10,9395,9494.02447139736,-99.0244713973562
2011-01-11,9255,9493.55294189928,-238.552941899276
2011-01-12,9255,9493.08596473248,-238.085964732479
2011-01-13,9405,9492.62262076692,-87.6226207669242
2011-01-14,9410,9492.16189245741,-82.1618924574107
2011-01-17,9300,9491.70272603908,-191.702726039075
2011-01-18,9030,9491.24403378462,-461.244033784624
2011-01-19,9010,9490.78464872458,-480.784648724574
2011-01-20,9230,9490.3232132297,-260.323213229699
2011-01-21,8930,9489.85817093373,-559.85817093373
2011-01-24,9035,9489.38785786326,-454.387857863255
2011-01-25,8940,9488.91037862201,-548.910378622012
2011-01-26,8970,9488.42364998808,-518.423649988078
2011-01-27,9030,9487.92536184201,-457.925361842013
2011-01-28,9115,9487.41298976894,-372.412989768936
2011-01-31,9110,9486.88382006601,-376.883820066009
2011-02-01,9200,9486.3349850898,-286.334985089801
2011-02-09,9285,9485.76346140833,-200.763461408327
2011-02-10,9070,9485.16610723022,-415.166107230216
2011-02-11,9240,9484.53969777657,-244.539697776572
2011-02-14,9260,9483.88083665552,-223.880836655522
2011-02-15,9580,9483.18602639223,96.8139736077688
2011-02-16,9585,9482.45167696863,102.548323031365
2011-02-17,9570,9481.67423838562,88.3257616143839
2011-02-18,9570,9480.85020303344,89.1497969665624
2011-02-21,9500,9479.97609981295,20.0239001870462
2011-02-22,9545,9479.04849447544,65.951505524559
2011-02-23,9265,9478.0639610495,-213.063961049503
2011-02-24,9260,9477.01910082545,-217.019100825448
2011-02-25,9290,9475.91042702144,-185.910427021438
2011-02-28,9355,9474.73436314853,-119.734363148529
2011-03-01,9425,9473.48725587023,-48.4872558702273
2011-03-02,9540,9472.16540235659,67.8345976434123
2011-03-03,9470,9470.76507973487,-0.765079734866525
2011-03-04,9580,9469.28259317241,110.717406827595
2011-03-07,9685,9467.71424752031,217.285752479693
2011-03-08,9880,9466.05639339603,413.943606603974
2011-03-09,9915,9464.30547123392,450.694528766078
2011-03-10,9885,9462.45809257605,422.541907423948
2011-03-11,9650,9460.5110552635,189.488944736499
2011-03-15,9540,9458.46133179921,81.5386682007933
2011-03-16,9390,9456.30597301304,-66.3059730130437
2011-03-17,9465,9454.04206344002,10.9579365599826
2011-03-18,9445,9451.66666020657,-6.66666020657072
2011-03-21,9440,9449.17682496892,-9.17682496891494
2011-03-22,9465,9446.56961662764,18.4303833723611
2011-03-23,9505,9443.84209028977,61.1579097102325
2011-03-24,9595,9440.9913086809,154.0086913191
2011-03-25,9560,9438.01435980678,121.985640193223
2011-03-28,9645,9434.908395334,210.091604666001
2011-03-29,9655,9431.67061735352,223.329382646479
2011-03-30,9680,9428.2983147994,251.701685200604
2011-03-31,9640,9424.78886892089,215.211131079108
2011-04-01,9635,9421.13976501105,213.860234988946
2011-04-06,9795,9417.34857732253,377.651422677472
2011-04-07,9975,9413.41296850883,561.587031491172
2011-04-08,9980,9409.33075732933,570.669242670666
2011-04-11,10160,9405.09999468131,754.900005318687
2011-04-12,10000,9400.71896735376,599.281032646237
2011-04-13,9915,9396.18627418064,518.813725819364
2011-04-14,10125,9391.50076171497,733.499238285025
2011-04-15,10085,9386.66149096595,698.338509034049
2011-04-18,10100,9381.66782614235,718.332173857646
2011-04-19,10065,9376.5194201179,688.480579882103
2011-04-20,9910,9371.21622269595,538.783777304048
2011-04-21,9920,9365.75846827016,554.241531729839
2011-04-25,9850,9360.14661394532,489.853386054676
2011-04-26,9830,9354.38134592772,475.618654072285
2011-04-27,9700,9348.46355290916,351.536447090839
2011-04-28,9710,9342.39432018386,367.605679816135
2011-04-29,9700,9336.17487835564,363.825121644356
2011-05-03,9670,9329.80660998262,340.193390017375
2011-05-04,9610,9323.29104801349,286.708951986509
2011-05-05,9495,9316.62986601923,178.37013398077
2011-05-06,9445,9309.8248560846,135.175143915405
2011-05-09,9425,9302.87788402549,122.12211597451
2011-05-10,9460,9295.79087153427,164.209128465725
2011-05-11,9470,9288.5657907829,181.434209217103
2011-05-12,9455,9281.20468182104,173.795318178957
2011-05-13,9305,9273.70965969611,31.2903403038902
2011-05-16,9435,9266.08291129543,168.917088704568
2011-05-18,9350,9258.32663644048,91.6733635595191
2011-05-19,9415,9250.44310477603,164.556895223967
2011-05-20,9420,9242.43462384137,177.565376158634
2011-05-23,9410,9234.30356919665,175.696430803355
2011-05-24,9150,9226.05238980057,-76.0523898005736
2011-05-25,9155,9217.68360723765,-62.6836072376491
2011-05-26,9050,9209.19971165546,-159.19971165546
2011-05-27,9075,9200.6031672907,-125.603167290701
2011-05-30,9080,9191.89637257324,-111.896372573243
2011-05-31,9065,9183.08167401374,-118.081674013737
2011-06-01,9230,9174.16137186917,55.8386281308326
2011-06-02,9200,9165.1377175864,34.8622824136019
2011-06-03,9035,9156.01298569388,-121.012985693882
2011-06-07,9030,9146.78946513057,-116.789465130565
2011-06-08,9060,9137.46939481359,-77.4693948135917
2011-06-09,9070,9128.05496538398,-58.054965383983
2011-06-10,8910,9118.54833545998,-208.548335459984
2011-06-13,8920,9108.95163966247,-188.951639662474
2011-06-14,8895,9099.26692640663,-204.266926406631
2011-06-15,8980,9089.49616600272,-109.496166002721
2011-06-16,8925,9079.64124432522,-154.641244325222
2011-06-17,8815,9069.70400198721,-254.704001987213
2011-06-20,8645,9059.68621567932,-414.686215679317
2011-06-21,8730,9049.58955680787,-319.589556807872
2011-06-22,8850,9039.41552536465,-189.41552536465
2011-06-23,8810,9029.16548923606,-219.165489236063
2011-06-24,8905,9018.84073801133,-113.84073801133
2011-06-27,9170,9008.44247068574,161.557529314259
2011-06-28,9205,8997.97183919747,207.028160802525
2011-06-29,9240,8987.43006226603,252.569937733973
2011-06-30,9110,8976.81844418782,133.181555812176
2011-07-01,9205,8966.13839366172,238.861606338283
2011-07-04,9230,8955.39137443856,274.608625561438
2011-07-05,9370,8944.57894900486,425.42105099514
2011-07-06,9395,8933.70279335919,461.297206640805
2011-07-07,9310,8922.76475935238,387.23524064762
2011-07-08,9310,8911.76688951673,398.233110483267
2011-07-11,9350,8900.71138645218,449.288613547824
2011-07-12,9255,8889.60061737196,365.399382628043
2011-07-13,9050,8878.43713520737,171.56286479263
2011-07-14,9240,8867.22364393103,372.776356068975
2011-07-15,9220,8855.96291843282,364.037081567184
2011-07-18,9245,8844.65788769333,400.342112306675
2011-07-19,9240,8833.31163117139,406.688368828611
2011-07-20,9285,8821.92739381119,463.072606188804
2011-07-21,9155,8810.50858866559,344.491411334411
2011-07-22,9070,8799.05882020302,270.941179796977
2011-07-25,9085,8787.58183529085,297.418164709146
2011-07-26,8840,8776.08149279261,63.9185072073942
2011-07-27,8850,8764.56177451244,85.4382254875634
2011-07-28,8855,8753.02668867597,101.973311324035
2011-07-29,8765,8741.48027882547,23.519721174531
2011-08-01,8760,8729.9266306549,30.0733693451016
2011-08-02,8830,8718.36983958032,111.630160419677
2011-08-03,8730,8706.81401344893,23.1859865510645
2011-08-04,8705,8695.26330625134,9.73669374865775
2011-08-05,8715,8683.72188156229,31.2781184377087
2011-08-08,8510,8672.19390698132,-162.193906981319
2011-08-10,8125,8660.68356303702,-535.683563037021
2011-08-11,8300,8649.1949632136,-349.1949632136
2011-08-12,8480,8637.73199956525,-157.731999565252
2011-08-15,8480,8626.29841980288,-146.298419802883
2011-08-16,8610,8614.89790643751,-4.89790643750876
2011-08-17,8555,8603.53408150619,-48.5340815061856
2011-08-18,8540,8592.21056502129,-52.2105650212929
2011-08-19,8380,8580.9309569333,-200.930956933302
2011-08-22,8290,8569.69883561086,-279.698835610856
2011-08-23,8250,8558.51769636577,-308.517696365766
2011-08-24,8415,8547.39091889382,-132.390918893816
2011-08-25,8300,8536.32175536175,-236.321755361746
2011-08-26,8625,8525.31340321132,99.6865967886761
2011-08-29,8600,8514.36896219839,85.6310378016133
2011-08-31,8435,8503.49157328507,-68.4915732850705
2011-09-01,8485,8492.68441283011,-7.68441283010848
2011-09-02,8455,8481.95062888078,-26.9506288807825
2011-09-05,8330,8471.29336630736,-141.29336630736
2011-09-06,8215,8460.71575884034,-245.715758840338
2011-09-07,8230,8450.22088180491,-220.220881804911
2011-09-08,8335,8439.81170895736,-104.811708957363
2011-09-09,8300,8429.49112302357,-129.491123023572
2011-09-12,8240,8419.2619634043,-179.261963404301
2011-09-13,8100,8409.12701597432,-309.127015974323
2011-09-14,8080,8399.08899250803,-319.088992508033
2011-09-15,8200,8389.1504769997,-189.150476999703
2011-09-16,8195,8379.3139215448,-184.313921544805
2011-09-19,8225,8369.58170005173,-144.581700051735
2011-09-20,8085,8359.95611024084,-274.956110240842
2011-09-21,8140,8350.43939006825,-210.439390068249
2011-09-22,8290,8341.03366383419,-51.0336638341938
2011-09-23,8050,8331.74096885191,-281.740968851907
2011-09-26,8040,8322.56332133923,-282.563321339234
2011-09-27,7780,8313.50262105363,-533.502621053626
2011-09-28,7910,8304.56065095222,-394.560650952217
2011-09-29,7850,8295.73897346363,-445.738973463627
2011-09-30,7785,8287.03898792095,-502.038987920946
2011-10-10,7715,8278.46190940677,-563.46190940677
2011-10-11,7775,8270.00874548095,-495.008745480954
2011-10-12,7745,8261.68027079088,-516.68027079088
2011-10-13,8070,8253.4770553672,-183.477055367203
2011-10-14,8055,8245.39945566569,-190.399455665692
2011-10-17,8100,8237.44775229993,-137.44775229993
2011-10-18,8155,8229.62214718016,-74.6221471801629
2011-10-19,7935,8221.92278540134,-286.922785401343
2011-10-20,7885,8214.34978121251,-329.349781212506
