"V0Date","V0Close","V0_hpft","V0_hpfc"
2010-04-28,7730,7461.87408035039,268.125919649611
2010-04-29,7715,7460.04263638244,254.957363617558
2010-04-30,7745,7458.23104475689,286.768955243111
2010-05-04,7730,7456.44257497111,273.557425028892
2010-05-05,7715,7454.68061506133,260.319384938671
2010-05-06,7680,7452.94866614138,227.051333858619
2010-05-07,7720,7451.25033693068,268.749663069325
2010-05-10,7725,7449.58933000248,275.410669997522
2010-05-11,7640,7447.96945902045,192.030540979552
2010-05-12,7540,7446.3946514918,93.6053485082044
2010-05-13,7555,7444.86891430154,110.131085698464
2010-05-14,7470,7443.39629302723,26.6037069727711
2010-05-17,7175,7441.98087877044,-266.98087877044
2010-05-18,7285,7440.62677362931,-155.626773629311
2010-05-19,7295,7439.33796934321,-144.337969343214
2010-05-20,7375,7438.11839332148,-63.1183933214844
2010-05-21,7355,7436.97191330994,-81.9719133099399
2010-05-24,7485,7435.90237096363,49.0976290363653
2010-05-25,7415,7434.91357405399,-19.9135740539921
2010-05-26,7440,7434.00935064735,5.99064935264693
2010-05-27,7520,7433.19352057859,86.8064794214117
2010-05-28,7520,7432.46990615865,87.530093841351
2010-05-31,7465,7431.84236558111,33.1576344188944
2010-06-01,7275,7431.31479322089,-156.314793220886
2010-06-02,7240,7430.8910971587,-190.891097158696
2010-06-03,7290,7430.57512086131,-140.575120861309
2010-06-04,7280,7430.37062888868,-150.370628888685
2010-06-07,6935,7430.28132769251,-495.28132769251
2010-06-08,7115,7430.31086156749,-315.310861567487
2010-06-09,7165,7430.46267007913,-265.462670079125
2010-06-10,7155,7430.74006245555,-275.740062455553
2010-06-11,7160,7431.14623819366,-271.146238193664
2010-06-17,7180,7431.68428281066,-251.684282810655
2010-06-18,7110,7432.35716974241,-322.357169742415
2010-06-21,7305,7433.16776838889,-128.167768388888
2010-06-22,7235,7434.11881490057,-199.118814900573
2010-06-23,7190,7435.21299244852,-245.212992448523
2010-06-24,7205,7436.45290189585,-231.45290189585
2010-06-25,7165,7437.84104274468,-272.841042744684
2010-06-28,7145,7439.37981882365,-294.379818823645
2010-06-29,7065,7441.07152118019,-376.071521180189
2010-06-30,7050,7442.91831917641,-392.918319176411
2010-07-01,6980,7444.92222672201,-464.922226722012
2010-07-02,7040,7447.08509531057,-407.08509531057
2010-07-05,7030,7449.40858425443,-419.408584254431
2010-07-06,6980,7451.89418459377,-471.894184593771
2010-07-07,6925,7454.54321400263,-529.543214002627
2010-07-08,6915,7457.3567950922,-542.356795092199
2010-07-09,6945,7460.33583158236,-515.335831582365
2010-07-12,6935,7463.48100300415,-528.481003004149
2010-07-13,6905,7466.79277586951,-561.79277586951
2010-07-14,6920,7470.27139823732,-550.27139823732
2010-07-15,6845,7473.91688594469,-628.916885944687
2010-07-16,6835,7477.72902736844,-642.72902736844
2010-07-19,6860,7481.70735091619,-621.707350916187
2010-07-20,6965,7485.85111931717,-520.851119317167
2010-07-21,6955,7490.15933831203,-535.159338312027
2010-07-22,6990,7494.63079834207,-504.630798342075
2010-07-23,7125,7499.26406863606,-374.26406863606
2010-07-26,7160,7504.05750982773,-344.057509827731
2010-07-27,7110,7509.00932784583,-399.009327845832
2010-07-28,7170,7514.1175863991,-344.1175863991
2010-07-29,7175,7519.38018426182,-344.380184261825
2010-07-30,7195,7524.79487796445,-329.794877964451
2010-08-02,7295,7530.35928168426,-235.359281684264
2010-08-03,7230,7536.07087327445,-306.070873274449
2010-08-04,7425,7541.92703330048,-116.927033300485
2010-08-05,7350,7547.92501581001,-197.925015810009
2010-08-06,7410,7554.06202651773,-144.06202651773
2010-08-09,7510,7560.33518932454,-50.3351893245409
2010-08-10,7470,7566.74156858161,-96.7415685816125
2010-08-11,7445,7573.27820783354,-128.278207833536
2010-08-12,7365,7579.94211063591,-214.942110635914
2010-08-13,7445,7586.73022751954,-141.730227519544
2010-08-16,7535,7593.63942016638,-58.6394201663794
2010-08-17,7525,7600.66649167284,-75.6664916728409
2010-08-18,7485,7607.80822089635,-122.808220896348
2010-08-19,7560,7615.06135541686,-55.0613554168565
2010-08-20,7425,7622.42259205013,-197.422592050127
2010-08-23,7375,7629.88860485187,-254.888604851869
2010-08-24,7365,7637.45598627137,-272.455986271371
2010-08-25,7505,7645.12122339694,-140.121223396942
2010-08-26,7520,7652.88069069484,-132.880690694841
2010-08-27,7515,7660.73070471063,-145.730704710627
2010-08-30,7530,7668.66752706251,-138.66752706251
2010-08-31,7410,7676.6873591294,-266.687359129397
2010-09-01,7475,7684.7863449708,-209.786344970796
2010-09-02,7530,7692.96051840802,-162.960518408017
2010-09-03,7485,7701.2058265454,-216.205826545404
2010-09-06,7600,7709.51814912579,-109.518149125785
2010-09-07,7645,7717.89327652124,-72.8932765212354
2010-09-08,7665,7726.32695383369,-61.3269538336941
2010-09-09,7565,7734.81489603363,-169.814896033633
2010-09-10,7645,7743.35279274157,-98.3527927415732
2010-09-13,7715,7751.93626338338,-36.9362633833789
2010-09-14,7675,7760.56088672982,-85.5608867298161
2010-09-15,7690,7769.22222628359,-79.2222262835881
2010-09-16,7790,7777.91581018007,12.0841898199294
2010-09-17,7765,7786.63713380736,-21.6371338073603
2010-09-20,7810,7795.38169754862,14.618302451378
2010-09-21,7835,7804.14499284314,30.8550071568616
2010-09-27,8000,7812.92251717279,187.077482827205
2010-09-28,7970,7821.70978077372,148.290219226285
2010-09-29,7930,7830.50237121232,99.4976287876835
2010-09-30,7920,7839.29593735223,80.7040626477722
2010-10-08,7945,7848.08616918539,96.9138308146059
2010-10-11,8130,7856.86879006358,273.131209936419
2010-10-12,7990,7865.63956339883,124.360436601171
2010-10-13,8035,7874.39436550467,160.60563449533
2010-10-14,8065,7883.12912410019,181.870875899808
2010-10-15,7950,7891.83983329238,58.1601667076178
2010-10-18,7785,7900.52256236645,-115.522562366448
2010-10-19,7825,7909.17340464852,-84.1734046485238
2010-10-20,7770,7917.78840571235,-147.788405712347
2010-10-21,7785,7926.36357633801,-141.363576338013
2010-10-22,7850,7934.89486621555,-84.8948662155487
2010-10-25,7940,7943.37816660108,-3.37816660108388
2010-10-26,8040,7951.80933365858,88.1906663414171
2010-10-27,7955,7960.1842221556,-5.1842221556015
2010-10-28,8015,7968.49872331429,46.50127668571
2010-10-29,7970,7976.74872621378,-6.74872621377816
2010-11-01,8040,7984.93013915492,55.0698608450807
2010-11-02,8050,7993.0388676489,56.9611323510999
2010-11-03,8065,8001.07083997064,63.9291600293589
2010-11-04,8265,8009.02200794044,255.977992059559
2010-11-05,8580,8016.88834980438,563.111650195622
2010-11-08,8610,8024.66594961973,585.334050380268
2010-11-09,9050,8032.35112421105,1017.64887578896
2010-11-10,9000,8039.94043235684,960.059567643155
2010-11-11,9100,8047.43085349052,1052.56914650948
2010-11-12,8825,8054.81976389504,770.180236104964
2010-11-15,8580,8062.10497494428,517.895025055715
2010-11-16,8580,8069.28461637312,510.715383626882
2010-11-17,8320,8076.35703199308,243.642968006916
2010-11-18,8620,8083.32077672525,536.679223274747
2010-11-19,8660,8090.17450620281,569.825493797185
2010-11-22,8730,8096.91709790043,633.082902099572
2010-11-23,8445,8103.547664836,341.452335163996
2010-11-24,8505,8110.06558171844,394.93441828156
2010-11-25,8460,8116.47036439886,343.529635601144
2010-11-26,8240,8122.76169197872,117.238308021285
2010-11-29,8260,8128.93938556083,131.060614439173
2010-11-30,8095,8135.00331470942,-40.0033147094236
2010-12-01,8095,8140.95340316441,-45.9534031644075
2010-12-02,8190,8146.78955812919,43.2104418708064
2010-12-03,8155,8152.51166781251,2.48833218748743
2010-12-06,8170,8158.11963828436,11.8803617156377
2010-12-07,8060,8163.61337664336,-103.613376643359
2010-12-08,8005,8168.99279489882,-163.992794898824
2010-12-09,8120,8174.25776223054,-54.2577622305444
2010-12-10,8095,8179.40808003026,-84.4080800302622
2010-12-13,8305,8184.44352726178,120.55647273822
2010-12-14,8350,8189.36384799801,160.636152001986
2010-12-15,8230,8194.16883614495,35.8311638550528
2010-12-16,8270,8198.85835200942,71.1416479905784
2010-12-17,8305,8203.43227070916,101.56772929084
2010-12-20,8305,8207.89049676896,97.1095032310435
2010-12-21,8350,8212.23297669771,137.767023302285
2010-12-22,8275,8216.45969714523,58.5403028547731
2010-12-23,8355,8220.57070170938,134.429298290619
2010-12-24,8490,8224.56605818532,265.433941814677
2010-12-27,8530,8228.44588993673,301.554110063268
2010-12-28,8490,8232.21043004639,257.789569953612
2010-12-29,8495,8235.86003624753,259.139963752472
2010-12-30,8515,8239.39517283351,275.604827166493
2010-12-31,8375,8242.81641121569,132.183588784314
2011-01-04,8515,8246.12443672899,268.875563271006
2011-01-05,8420,8249.31998934795,170.68001065205
2011-01-06,8525,8252.40392018952,272.596079810483
2011-01-07,8150,8255.37715092283,-105.377150922829
2011-01-10,8120,8258.24071589737,-138.240715897368
2011-01-11,8145,8260.99560590384,-115.995605903835
2011-01-12,8175,8263.6427545899,-88.6427545898974
2011-01-13,8175,8266.18304765501,-91.1830476550126
2011-01-14,8170,8268.61733415761,-98.6173341576149
2011-01-17,8060,8270.94642546464,-210.946425464638
2011-01-18,8145,8273.17109217845,-128.171092178448
2011-01-19,8240,8275.29201770473,-35.2920177047315
2011-01-20,8145,8277.30983246845,-132.309832468452
2011-01-21,8110,8279.22515230627,-169.225152306274
2011-01-24,8195,8281.03853836302,-86.0385383630183
2011-01-25,8055,8282.75048183324,-227.750481833242
2011-01-26,8145,8284.36143834598,-139.361438345982
2011-01-27,8155,8285.87176938777,-130.871769387769
2011-01-28,8215,8287.28177883858,-72.2817788385775
2011-01-31,8265,8288.59171648129,-23.5917164812918
2011-02-01,8310,8289.80180222038,20.1981977796187
2011-02-09,8305,8290.91224620854,14.0877537914628
2011-02-10,8525,8291.92326694748,233.076733052523
2011-02-11,8450,8292.83508876219,157.164911237805
2011-02-14,8485,8293.64803232226,191.351967677735
2011-02-15,8440,8294.36248326315,145.637516736854
2011-02-16,8440,8294.97890631727,145.021093682734
2011-02-17,8410,8295.49782641761,114.502173582393
2011-02-18,8385,8295.9198284434,89.0801715566026
2011-02-21,8585,8296.24554460398,288.754455396018
2011-02-22,8470,8296.47564393145,173.524356068552
2011-02-23,8410,8296.61091481717,113.389085182828
2011-02-24,8590,8296.65221738027,293.347782619726
2011-02-25,8630,8296.6004586106,333.399541389398
2011-02-28,8630,8296.45666675588,333.54333324412
2011-03-01,8480,8296.22200787816,183.777992121839
2011-03-02,8395,8295.89778591278,99.1022140872161
2011-03-03,8280,8295.4853807615,-15.4853807614963
2011-03-04,8190,8294.98621329096,-104.986213290957
2011-03-07,8240,8294.40169796667,-54.4016979666695
2011-03-08,8155,8293.73320585719,-138.733205857186
2011-03-09,8170,8292.98208554347,-122.982085543467
2011-03-10,8085,8292.14962825997,-207.149628259967
2011-03-11,8080,8291.23707440494,-211.23707440494
2011-03-14,8120,8290.24557874968,-170.245578749678
2011-03-15,8085,8289.17620874817,-204.17620874817
2011-03-16,7985,8288.02996148212,-303.029961482123
2011-03-17,7965,8286.80774963481,-321.807749634807
2011-03-18,8015,8285.51036062912,-270.510360629123
2011-03-21,8025,8284.13844886549,-259.138448865493
2011-03-22,8085,8282.69255692645,-197.692556926449
2011-03-23,8145,8281.17312027704,-136.173120277038
2011-03-24,8120,8279.58049266406,-159.580492664055
2011-03-25,8115,8277.91497154564,-162.914971545644
2011-03-28,8020,8276.17678841623,-256.176788416233
2011-03-29,7975,8274.36610742754,-299.366107427536
2011-03-30,7930,8272.48298683783,-342.482986837834
2011-03-31,7895,8270.5273611599,-375.527361159899
2011-04-01,7825,8268.49902333756,-443.499023337558
2011-04-06,7870,8266.39761108677,-396.397611086773
2011-04-07,7915,8264.22257879903,-349.222578799034
2011-04-08,7995,8261.97321701089,-266.97321701089
2011-04-11,7995,8259.64867190414,-264.648671904144
2011-04-12,7960,8257.24797930474,-297.247979304742
2011-04-13,8025,8254.77006564346,-229.77006564346
2011-04-14,8370,8252.21373448071,117.786265519295
2011-04-15,8300,8249.57769439936,50.4223056006458
2011-04-18,8335,8246.86070267025,88.1392973297519
2011-04-19,8235,8244.06153740666,-9.06153740665658
2011-04-20,8305,8241.17901315543,63.8209868445669
2011-04-21,8425,8238.2119407174,186.7880592826
2011-04-22,8445,8235.15915727455,209.840842725449
2011-04-25,8430,8232.01957721963,197.980422780368
2011-04-26,8425,8228.79220168491,196.207798315091
2011-04-27,8430,8225.47611364022,204.523886359777
2011-04-28,8645,8222.07047715943,422.929522840571
2011-04-29,8635,8218.57454085845,416.425459141549
2011-05-03,8615,8214.98772817555,400.012271824451
2011-05-04,8565,8211.30963468223,353.690365317774
2011-05-05,8545,8207.54002129905,337.459978700948
2011-05-06,8310,8203.6787951477,106.321204852302
2011-05-09,8360,8199.72600284242,160.273997157585
2011-05-10,8305,8195.68173494649,109.318265053508
2011-05-11,8180,8191.54614827411,-11.5461482741143
2011-05-12,8000,8187.31944482688,-187.319444826884
2011-05-13,8150,8183.00182183406,-33.00182183406
2011-05-16,8070,8178.5933990943,-108.5933990943
2011-05-17,8050,8174.09428276483,-124.094282764834
2011-05-18,8065,8169.50453411481,-104.50453411481
2011-05-19,8010,8164.82416311725,-154.824163117248
2011-05-20,8035,8160.05313654793,-125.05313654793
2011-05-23,7910,8155.19135718411,-245.191357184109
2011-05-24,7960,8150.23867611123,-190.238676111228
2011-05-25,7975,8145.19484306244,-170.194843062444
2011-05-26,8115,8140.05952913386,-25.0595291338614
2011-05-27,8145,8134.83233506973,10.1676649302739
2011-05-30,8105,8129.51285125614,-24.5128512561351
2011-05-31,8255,8124.10067228188,130.899327718116
2011-06-01,8225,8118.59538260316,106.404617396844
2011-06-02,8105,8112.99662078461,-7.99662078460734
2011-06-03,8170,8107.30406937427,62.6959306257287
2011-06-07,8155,8101.51740761467,53.4825923853322
2011-06-08,8150,8095.63634066413,54.3636593358723
2011-06-09,8110,8089.66059578898,20.3394042110192
2011-06-10,8035,8083.58992272688,-48.5899227268851
2011-06-13,8005,8077.42407962328,-72.4240796232772
2011-06-14,8045,8071.1628045384,-26.1628045383986
2011-06-15,8060,8064.80580559502,-4.8058055950154
2011-06-16,8015,8058.35278010155,-43.3527801015476
2011-06-17,8035,8051.80342338011,-16.8034233801055
2011-06-20,7925,8045.1574128319,-120.157412831902
2011-06-21,7960,8038.41441891263,-78.4144189126275
2011-06-22,7950,8031.57406240978,-81.5740624097794
2011-06-23,7905,8024.63593169735,-119.635931697349
2011-06-24,7915,8017.59958142996,-102.599581429961
2011-06-27,7880,8010.46451680959,-130.464516809593
2011-06-28,7875,8003.23020062758,-128.230200627578
2011-06-29,7895,7995.89604174662,-100.896041746621
2011-06-30,7970,7988.46139602405,-18.4613960240494
2011-07-01,8000,7980.92557761111,19.0744223888913
2011-07-04,8145,7973.28789302762,171.712106972376
2011-07-05,8130,7965.54765667782,164.45234332218
2011-07-06,8150,7957.70425394511,192.295746054889
2011-07-07,8115,7949.75713819082,165.242861809175
2011-07-08,8095,7941.70584226354,153.294157736463
2011-07-11,8050,7933.54996731657,116.450032683435
2011-07-12,8030,7925.28917786915,104.710822130852
2011-07-13,8100,7916.92318657593,183.076813424068
2011-07-14,8060,7908.45174937491,151.54825062509
2011-07-15,8035,7899.87469788075,135.125302119247
2011-07-18,8025,7891.19192635216,133.808073647842
2011-07-19,8035,7882.40338490293,152.59661509707
2011-07-20,8035,7873.50907895782,161.490921042182
2011-07-21,8050,7864.50907701892,185.490922981078
2011-07-22,8065,7855.40351434235,209.596485657648
2011-07-25,8345,7846.19260285841,498.807397141592
2011-07-26,8445,7836.87664113666,608.123358863341
2011-07-27,8445,7827.456133933,617.543866066999
2011-07-28,8420,7817.93183737724,602.068162622759
2011-07-29,8525,7808.30476286724,716.695237132762
2011-08-01,8525,7798.57617067135,726.423829328649
2011-08-02,8425,7788.74761731092,636.252382689078
2011-08-03,8440,7778.82095958201,661.179040417993
2011-08-04,8390,7768.79831728158,621.201682718415
2011-08-05,8070,7758.68208351141,311.317916488591
2011-08-08,8000,7748.47490815313,251.525091846865
2011-08-09,7760,7738.17956977467,21.8204302253296
2011-08-10,7875,7727.7989509143,147.201049085703
2011-08-11,7930,7717.33594313001,212.664056869993
2011-08-12,7925,7706.79349882675,218.206501173248
2011-08-15,7935,7696.17465831638,238.825341683623
2011-08-16,7880,7685.4825521084,194.5174478916
2011-08-17,7940,7674.72040943305,265.279590566951
2011-08-18,7885,7663.8915399265,221.108460073501
2011-08-19,7820,7652.99936288049,167.000637119506
2011-08-22,7795,7642.04738898441,152.952611015587
2011-08-23,7895,7631.03919795893,263.960802041071
2011-08-24,7885,7619.97843274905,265.021567250952
2011-08-25,7885,7608.86884541068,276.131154589322
2011-08-26,7900,7597.71429754889,302.285702451114
2011-08-29,7910,7586.51876491038,323.481235089617
2011-08-30,7950,7575.28634819457,374.713651805428
2011-08-31,7945,7564.021281815,380.978718184998
2011-09-01,7860,7552.72795507673,307.272044923275
2011-09-02,7855,7541.41091476608,313.589085233924
2011-09-05,7810,7530.07483468335,279.92516531665
2011-09-06,7830,7518.72451825398,311.275481746024
2011-09-07,7885,7507.36488461314,377.635115386861
2011-09-08,7850,7496.00098156481,353.999018435185
2011-09-09,7855,7484.63801301214,370.361986987858
2011-09-13,7835,7473.28132918723,361.718670812769
2011-09-14,7780,7461.93643341495,318.06356658505
2011-09-15,7770,7450.6089785401,319.391021459901
2011-09-16,7760,7439.30474888215,320.695251117854
2011-09-19,7460,7428.02966078401,31.9703392159881
2011-09-20,7500,7416.78976315118,83.2102368488189
2011-09-21,7510,7405.59111810413,104.408881895867
2011-09-22,7255,7394.43982215949,-139.439822159486
2011-09-23,7175,7383.34201499197,-208.342014991973
2011-09-26,6945,7372.30377863788,-427.303778637879
2011-09-27,7150,7361.331109013,-211.331109013004
2011-09-28,7055,7350.4298254029,-295.429825402897
2011-09-29,6910,7339.6056597373,-429.605659737297
2011-09-30,6930,7328.86422182755,-398.864221827552
2011-10-10,6835,7318.21094390267,-483.210943902666
2011-10-11,6805,7307.65109331787,-502.65109331787
2011-10-12,6825,7297.18973768798,-472.189737687981
2011-10-13,6775,7286.83173685223,-511.831736852233
2011-10-14,6840,7276.58175546548,-436.58175546548
2011-10-17,6830,7266.44424661209,-436.444246612088
2011-10-18,6670,7256.42348291096,-586.423482910964
2011-10-19,6590,7246.52355657278,-656.523556572778
2011-10-20,6310,7236.74831740405,-926.74831740405
2011-10-21,6315,7227.1013438308,-912.101343830801
2011-10-24,6590,7217.58583119864,-627.585831198642
2011-10-25,6675,7208.20459782721,-533.204597827212
2011-10-26,6610,7198.9602026173,-588.960202617295
2011-10-27,6670,7189.85498406419,-519.854984064194
2011-10-28,6715,7180.89103721126,-465.891037211255
2011-10-31,6635,7172.07024221439,-537.070242214395
2011-11-01,6630,7163.39428664888,-533.394286648883
2011-11-02,6645,7154.86463608675,-509.86463608675
2011-11-03,6565,7146.48253561639,-581.482535616393
2011-11-04,6695,7138.24901956831,-443.249019568312
2011-11-07,6625,7130.16488191206,-505.164881912059
2011-11-08,6640,7122.23073339569,-482.230733395687
2011-11-09,6605,7114.4469759521,-509.446975952097
2011-11-10,6310,7106.81381217947,-796.813812179466
2011-11-11,6735,7099.33123409097,-364.331234090971
2011-11-14,6905,7091.99890433007,-186.998904330074
2011-11-15,6885,7084.816334939,-199.816334938996
2011-11-16,6780,7077.78296066267,-297.782960662671
2011-11-17,6860,7070.89813364977,-210.898133649769
2011-11-18,6805,7064.16108295814,-259.161082958142
2011-11-21,6755,7057.57095046798,-302.570950467982
2011-11-22,6745,7051.12677093303,-306.126770933031
2011-11-23,6600,7044.82745403663,-444.827454036629
2011-11-24,6605,7038.67178292136,-433.671782921355
2011-11-25,6595,7032.65835685622,-437.658356856223
2011-11-28,6705,7026.78559584745,-321.785595847449
2011-11-29,6730,7021.05173899111,-291.051738991108
2011-11-30,6675,7015.45489236987,-340.45489236987
2011-12-01,6835,7009.99304175737,-174.993041757367
2011-12-02,6930,7004.6640321971,-74.6640321970961
2011-12-05,6920,6999.46563639727,-79.4656363972699
2011-12-06,6895,6994.39559620302,-99.3955962030254
2011-12-07,6945,6989.45162061174,-44.451620611737
2011-12-08,6950,6984.63137753454,-34.6313775345351
2011-12-09,6880,6979.9325165078,-99.9325165078005
2011-12-12,6790,6975.35267275289,-185.352672752891
2011-12-13,6795,6970.88944018317,-175.889440183171
2011-12-14,6800,6966.5403360946,-166.540336094596
2011-12-15,6730,6962.30280507745,-232.302805077447
2011-12-16,6830,6958.1742228809,-128.174222880899
2011-12-19,6800,6954.15186922969,-154.15186922969
2011-12-20,6815,6950.23297086617,-135.23297086617
2011-12-21,6870,6946.41469081288,-76.4146908128767
2011-12-22,6860,6942.69413619221,-82.6941361922101
2011-12-23,6900,6939.06838253993,-39.0683825399279
2011-12-26,6830,6935.53447120928,-105.534471209284
2011-12-27,6850,6932.08942740432,-82.0894274043154
2011-12-28,6870,6928.73023270533,-58.7302327053321
2011-12-29,6830,6925.45383476,-95.4538347600001
2011-12-30,6910,6922.25715693955,-12.2571569395477
2012-01-04,6910,6919.13708315824,-9.1370831582406
2012-01-05,6950,6916.09049226384,33.909507736155
2012-01-06,6940,6913.11425932715,26.8857406728525
2012-01-09,6960,6910.2052734358,49.7947265642041
2012-01-10,6970,6907.36043479084,62.6395652091634
2012-01-11,6950,6904.57666417668,45.4233358233194
2012-01-12,6955,6901.85090827005,53.1490917299469
2012-01-13,6925,6899.18013252409,25.8198674759136
2012-01-16,6850,6896.56132436173,-46.5613243617312
2012-01-17,6985,6893.99148187853,91.0085181214664
2012-01-18,6990,6891.46758392374,98.5324160762651
2012-01-19,6965,6888.98664696563,76.0133530343725
2012-01-20,7050,6886.54572820204,163.454271797957
2012-01-30,7045,6884.1419162514,160.858083748596
2012-01-31,7045,6881.77236729785,163.227632702154
2012-02-01,7025,6879.43430401757,145.565695982432
2012-02-02,7045,6877.12501655868,167.87498344132
2012-02-03,7180,6874.84185524012,305.158144759879
2012-02-06,7175,6872.58223977368,302.417760226319
2012-02-07,7095,6870.3437160113,224.656283988705
2012-02-08,7170,6868.12395481216,301.876045187835
2012-02-09,7065,6865.92071989937,199.079280100631
2012-02-10,7050,6863.73189977946,186.268100220536
2012-02-13,7090,6861.55546525034,228.444534749656
2012-02-14,7025,6859.38946410565,165.610535894349
2012-02-15,6955,6857.2320385688,97.7679614311979
2012-02-16,6875,6855.08139931995,19.9186006800529
2012-02-17,6885,6852.93579745259,32.0642025474089
2012-02-20,6845,6850.79349229378,-5.793492293785
2012-02-21,6920,6848.65275642463,71.3472435753666
2012-02-22,6945,6846.51186003144,98.4881399685573
2012-02-23,6905,6844.3691027926,60.6308972074019
2012-02-24,6885,6842.22282509752,42.7771749024773
2012-02-27,6935,6840.071392398,94.9286076019959
2012-02-28,6980,6837.9131878282,142.086812171797
2012-02-29,6965,6835.74663376197,129.253366238028
2012-03-01,7005,6833.5702113061,171.429788693902
2012-03-02,7075,6831.38245499553,243.61754500447
2012-03-05,7040,6829.18197022741,210.818029772592
2012-03-06,7015,6826.96746310055,188.032536899451
2012-03-07,6935,6824.7377268575,110.262273142496
2012-03-08,6945,6822.49163246587,122.508367534127
2012-03-09,7015,6820.22809647124,194.771903528761
2012-03-12,7010,6817.94608605926,192.053913940745
2012-03-13,7040,6815.64464892644,224.355351073561
2012-03-14,6970,6813.32291215669,156.677087843313
2012-03-15,6920,6810.98009557333,109.019904426672
2012-03-16,6865,6808.61548376369,56.3845162363138
2012-03-19,6810,6806.22840637961,3.77159362039037
2012-03-20,6830,6803.81821637998,26.1817836200181
2012-03-21,6845,6801.38426828277,43.6157317172336
2012-03-22,6825,6798.92592742834,26.0740725716552
2012-03-23,6805,6796.44257718614,8.55742281385723
2012-03-26,6800,6793.93361170353,6.06638829646635
2012-03-27,6775,6791.39842866523,-16.3984286652268
