"LALTDate","LALTClose","LALT_hpft","LALT_hpfc"
2013-08-15,1908.5,1825.6289811073,82.8710188926952
2013-08-16,1944,1825.41503686054,118.584963139463
2013-08-19,1915,1825.19331949592,89.8066805040847
2013-08-20,1916,1824.96369331962,91.0363066803808
2013-08-21,1902,1824.72605976034,77.2739402396608
2013-08-22,1882.2,1824.48035787748,57.7196421225248
2013-08-23,1897.5,1824.22655867239,73.2734413276101
2013-08-27,1886.8,1823.96465700543,62.8353429945743
2013-08-28,1863.8,1823.6946780252,40.1053219747984
2013-08-29,1836.2,1823.41667285395,12.7833271460485
2013-08-30,1816,1823.13070919183,-7.13070919183441
2013-09-02,1838.5,1822.83686002315,15.6631399768531
2013-09-03,1823.8,1822.5351953846,1.2648046153968
2013-09-04,1791,1822.22579178743,-31.2257917874307
2013-09-05,1806,1821.90872626571,-15.9087262657054
2013-09-06,1821.5,1821.58406294599,-0.0840629459949671
2013-09-09,1807.2,1821.25185937884,-14.0518593788358
2013-09-10,1804,1820.91217308002,-16.9121730800247
2013-09-11,1803.2,1820.56505575689,-17.3650557568921
2013-09-12,1812.5,1820.21055212594,-7.71055212594092
2013-09-13,1795,1819.84869972566,-24.8486997256559
2013-09-16,1785,1819.47953290731,-34.479532907308
2013-09-17,1779.8,1819.10307575071,-39.3030757507077
2013-09-18,1788,1818.7193380832,-30.7193380832004
2013-09-19,1826.5,1818.32831348584,8.17168651416489
2013-09-20,1799.2,1817.9299828416,-18.7299828416027
2013-09-23,1817.2,1817.52433041117,-0.324330411166751
2013-09-24,1799,1817.11133271306,-18.1113327130601
2013-09-25,1804,1816.69096613177,-12.6909661317659
2013-09-26,1818,1816.26319956523,1.73680043476615
2013-09-27,1840,1815.82799666549,24.1720033345085
2013-09-30,1844.2,1815.3853218025,28.8146781974979
2013-10-01,1823.2,1814.93514933797,8.264850662034
2013-10-02,1844,1814.4774655444,29.5225344556042
2013-10-03,1827.5,1814.01226011067,13.4877398893291
2013-10-04,1841.8,1813.5395349291,28.2604650709026
2013-10-07,1853,1813.05929746727,39.940702532732
2013-10-08,1862.5,1812.57156687453,49.9284331254729
2013-10-09,1865,1812.07637881008,52.9236211899173
2013-10-10,1880.8,1811.57378957155,69.2262104284499
2013-10-11,1885.5,1811.06387733306,74.4361226669372
2013-10-14,1875,1810.54674888405,64.453251115949
2013-10-15,1854,1810.02254178287,43.9774582171273
2013-10-16,1856,1809.49142023026,46.5085797697396
2013-10-17,1852,1808.95356660546,43.0464333945421
2013-10-18,1842.5,1808.40918251249,34.0908174875104
2013-10-21,1852.5,1807.85848734904,44.6415126509578
2013-10-22,1877,1807.30171460457,69.6982853954263
2013-10-23,1843.5,1806.73911622154,36.7608837784557
2013-10-24,1863.2,1806.17097295291,57.0290270470896
2013-10-25,1877,1805.59758074706,71.402419252935
2013-10-28,1891.8,1805.01925912592,86.7807408740765
2013-10-29,1879,1804.43635712629,74.563642873713
2013-10-30,1887.2,1803.84925965662,83.350740343378
2013-10-31,1863.2,1803.25838244701,59.9416175529886
2013-11-01,1844,1802.66417568138,41.3358243186152
2013-11-04,1826.2,1802.06711432112,24.1328856788821
2013-11-05,1821,1801.46769041416,19.5323095858392
2013-11-06,1821,1800.86640598402,20.1335940159754
2013-11-07,1822.5,1800.26377112809,22.2362288719069
2013-11-08,1816.5,1799.66030426617,16.8396957338326
2013-11-11,1810,1799.05653300961,10.9434669903869
2013-11-12,1800.5,1798.45299193065,2.04700806935183
2013-11-13,1795,1797.85022012508,-2.85022012508072
2013-11-14,1792,1797.24875753487,-5.24875753486759
2013-11-15,1793,1796.6491429238,-3.64914292379832
2013-11-18,1786,1796.05191288604,-10.0519128860365
2013-11-19,1792.8,1795.45760250735,-2.65760250735203
2013-11-20,1783,1794.86674271844,-11.8667427184383
2013-11-21,1785,1794.27986335144,-9.27986335144487
2013-11-22,1781,1793.69748933329,-12.6974893332921
2013-11-25,1776,1793.12014175498,-17.1201417549779
2013-11-26,1773,1792.54833645888,-19.5483364588813
2013-11-27,1757,1791.98258221058,-34.9825822105798
2013-11-28,1751,1791.42337969518,-40.423379695176
2013-11-29,1745,1790.87121513735,-45.8712151373531
2013-12-02,1742,1790.32655805241,-48.3265580524119
2013-12-03,1738.8,1789.78985899435,-50.989858994353
2013-12-04,1769,1789.26154854089,-20.2615485408898
2013-12-05,1759,1788.7420361926,-29.7420361926007
2013-12-06,1773.2,1788.23172307473,-15.031723074726
2013-12-09,1793,1787.73099801837,5.26900198162701
2013-12-10,1801,1787.24024364115,13.7597563588512
2013-12-11,1816,1786.75984473864,29.2401552613645
2013-12-12,1791.2,1786.29019179413,4.90980820587181
2013-12-13,1802,1785.83168737767,16.1683126223314
2013-12-16,1794.5,1785.38473608877,9.11526391122963
2013-12-17,1798,1784.94974921032,13.0502507896848
2013-12-18,1808.5,1784.52714179305,23.9728582069457
2013-12-19,1774.8,1784.11733428216,-9.31733428215944
2013-12-20,1786,1783.72075703225,2.27924296775086
2013-12-23,1761,1783.33783654654,-22.3378365465381
2013-12-24,1759.2,1782.96900027037,-23.7690002703722
2013-12-27,1808,1782.61466641554,25.3853335844649
2013-12-30,1822,1782.27524336868,39.7247566313156
2013-12-31,1800.2,1781.95115000973,18.248849990275
2014-01-02,1806.8,1781.64282163918,25.1571783608199
2014-01-03,1772.5,1781.35070110092,-8.85070110092414
2014-01-06,1782,1781.07524163777,0.924758362233069
2014-01-07,1783.2,1780.81689283405,2.38310716594654
2014-01-08,1774.5,1780.57610465628,-6.07610465628468
2014-01-09,1753,1780.3533280562,-27.3533280562039
2014-01-10,1769.5,1780.14901147381,-10.6490114738129
2014-01-13,1779,1779.96359204237,-0.963592042369443
2014-01-14,1761,1779.7975024933,-18.7975024932966
2014-01-15,1782.8,1779.65117515966,3.14882484034307
2014-01-16,1793.2,1779.5250346044,13.6749653956023
2014-01-17,1819.5,1779.4195066921,40.0804933079005
2014-01-20,1804.5,1779.33502293995,25.1649770600467
2014-01-21,1801,1779.2720314329,21.7279685671014
2014-01-22,1781,1779.23099065797,1.76900934202915
2014-01-23,1763.2,1779.21236808377,-16.012368083772
2014-01-24,1761,1779.21663191005,-18.2166319100505
2014-01-27,1758,1779.24424371773,-21.2442437177349
2014-01-28,1756.2,1779.29565755777,-23.0956575577741
2014-01-29,1743.2,1779.37131869956,-36.1713186995571
2014-01-30,1733.2,1779.47166286561,-46.2716628656074
2014-01-31,1703.2,1779.59711082669,-76.3971108266943
2014-02-03,1675,1779.74806422679,-104.748064226791
2014-02-04,1689,1779.92489313035,-90.9248931303482
2014-02-05,1704,1780.12792430321,-76.1279243032071
2014-02-06,1715,1780.35744692647,-65.3574469264651
2014-02-07,1717.2,1780.61371871305,-63.4137187130528
2014-02-10,1699.2,1780.89697035975,-81.6969703597462
2014-02-11,1709,1781.20740635064,-72.2074063506446
2014-02-12,1731,1781.54519739961,-50.5451973996136
2014-02-13,1745,1781.91048437277,-36.9104843727711
2014-02-14,1745,1782.30338724302,-37.303387243021
2014-02-17,1737.5,1782.72401072588,-45.2240107258823
2014-02-18,1761.5,1783.17244411722,-21.6724441172183
2014-02-19,1765,1783.64875801903,-18.6487580190302
2014-02-20,1769.8,1784.15301407481,-14.3530140748134
2014-02-21,1772.5,1784.68526621947,-12.1852662194652
2014-02-24,1762,1785.24556245488,-23.2455624548787
2014-02-25,1771,1785.83394574611,-14.8339457461119
2014-02-26,1770.2,1786.45044944933,-16.2504494493295
2014-02-27,1770,1787.095100789,-17.0951007889968
2014-02-28,1750.8,1787.76792027232,-36.9679202723231
2014-03-03,1721.2,1788.46892134009,-67.2689213400937
2014-03-04,1770,1789.19810215201,-19.1981021520059
2014-03-05,1771.2,1789.95543306149,-18.7554330614908
2014-03-06,1793,1790.74087648626,2.25912351373725
2014-03-07,1765.5,1791.55438709133,-26.054387091331
2014-03-10,1775.5,1792.39592047551,-16.8959204755094
2014-03-11,1752,1793.26542146776,-41.265421467762
2014-03-12,1763.5,1794.16282791299,-30.6628279129936
2014-03-13,1735.2,1795.08806059859,-59.8880605985928
2014-03-14,1739,1796.04102763721,-57.0410276372117
2014-03-17,1722,1797.02161238614,-75.0216123861369
2014-03-18,1736.2,1798.0296746243,-61.829674624299
2014-03-19,1736.2,1799.06504311953,-62.8650431195305
2014-03-20,1714,1800.12752108193,-86.1275210819275
2014-03-21,1729,1801.21688573564,-72.2168857356411
2014-03-24,1734.2,1802.33287870314,-68.132878703139
2014-03-25,1750.5,1803.47521175539,-52.9752117553945
2014-03-26,1730,1804.64356849992,-74.6435684999161
2014-03-27,1735.2,1805.83761064652,-70.6376106465205
2014-03-28,1758,1807.05696905019,-49.0569690501941
2014-03-31,1784,1808.3012453673,-24.3012453673006
2014-04-01,1794,1809.57002097599,-15.5700209759934
2014-04-02,1828,1810.86286720924,17.1371327907587
2014-04-03,1833,1812.17934896403,20.820651035966
2014-04-04,1819.2,1813.51903822113,5.68096177887458
2014-04-07,1822,1814.88151556773,7.11848443226897
2014-04-08,1824.2,1816.26636393933,7.93363606067294
2014-04-09,1858,1817.6731692139,40.3268307861027
2014-04-10,1887.5,1819.1015205488,68.3984794512
2014-04-11,1877.5,1820.55102377101,56.948976228991
2014-04-14,1879,1822.02131298057,56.9786870194301
2014-04-15,1851.5,1823.512045818,27.9879541820021
2014-04-16,1872,1825.02290347652,46.9770965234836
2014-04-17,1866,1826.55357871841,39.446421281593
2014-04-22,1891,1828.10378372441,62.8962162755918
2014-04-23,1871.5,1829.6732469808,41.8267530191984
2014-04-24,1878.5,1831.26172297273,47.2382770272748
2014-04-25,1857.2,1832.86898347467,24.3310165253334
2014-04-28,1834,1834.49481978765,-0.494819787645406
2014-04-29,1817.2,1836.13903327009,-18.9390332700933
2014-04-30,1804,1837.80142507595,-33.8014250759497
2014-05-01,1785.8,1839.48178853044,-53.6817885304373
2014-05-02,1787,1841.17990298668,-54.1799029866755
2014-05-06,1785.8,1842.89552560787,-57.095525607866
2014-05-07,1767.8,1844.62839116143,-76.828391161435
2014-05-08,1769.8,1846.37821081383,-76.5782108138333
2014-05-09,1762.2,1848.1446639737,-85.9446639737043
2014-05-12,1786,1849.92739839541,-63.9273983954062
2014-05-13,1780,1851.72602630713,-71.7260263071339
2014-05-14,1804,1853.54013351212,-49.5401335121222
2014-05-15,1771,1855.36927616495,-84.3692761649539
2014-05-16,1768.5,1857.21298994233,-88.7129899423309
2014-05-19,1774.5,1859.07077564602,-84.5707756460187
2014-05-20,1769.5,1860.94209740747,-91.4420974074722
2014-05-21,1770.5,1862.82638439996,-92.3263843999556
2014-05-22,1794,1864.72302799824,-70.7230279982408
2014-05-23,1817.2,1866.6313814131,-49.4313814131018
2014-05-27,1821,1868.55076862124,-47.5507686212432
2014-05-28,1842.2,1870.48049316644,-28.2804931664377
2014-05-29,1842,1872.41983893688,-30.419838936876
2014-05-30,1829.2,1874.36807813071,-45.168078130713
2014-06-02,1850,1876.3244703718,-26.3244703718031
2014-06-03,1843,1878.28825661329,-35.2882566132857
2014-06-04,1832,1880.25866692688,-48.2586669268821
2014-06-05,1848,1882.23491679752,-34.2349167975193
2014-06-06,1869.2,1884.21620176194,-15.0162017619415
2014-06-09,1912,1886.20170320557,25.7982967944296
2014-06-10,1893,1888.19059630672,4.80940369328006
2014-06-11,1866,1890.18206690769,-24.1820669076922
2014-06-12,1839,1892.17530283879,-53.1753028387913
2014-06-13,1843.2,1894.16948193444,-50.9694819344356
2014-06-16,1854.2,1896.16376004851,-41.9637600485112
2014-06-17,1852,1898.15727196617,-46.1572719661686
2014-06-18,1871,1900.14913512643,-29.1491351264267
2014-06-19,1888.2,1902.13844788874,-13.9384478887429
2014-06-20,1887.8,1904.12429656349,-16.3242965634933
2014-06-23,1887,1906.10576169947,-19.1057616994697
2014-06-24,1893.8,1908.08191709765,-14.2819170976467
2014-06-25,1899.5,1910.05182866147,-10.5518286614674
2014-06-26,1898,1912.01455639075,-14.0145563907482
2014-06-27,1884,1913.96915592366,-29.9691559236559
2014-06-30,1887,1915.9146771053,-28.9146771052964
2014-07-01,1882,1917.85015739271,-35.8501573927143
2014-07-02,1923,1919.77462229082,3.22537770917948
2014-07-03,1930,1921.68708248546,8.31291751453504
2014-07-04,1922.5,1923.58654999578,-1.08654999578284
2014-07-07,1921.2,1925.47204027709,-4.27204027709487
2014-07-08,1937,1927.34256833563,9.65743166437236
2014-07-09,1939,1929.19714741169,9.80285258831222
2014-07-10,1925,1931.03479473762,-6.03479473761848
2014-07-11,1939,1932.8545315978,6.14546840220251
2014-07-14,1942,1934.65537678212,7.34462321787785
2014-07-15,1962.2,1936.43635162074,25.7636483792608
2014-07-16,1970,1938.19648047979,31.8035195202118
2014-07-17,1992.5,1939.93479837505,52.5652016249486
2014-07-18,1981,1941.65035346861,39.349646531394
2014-07-21,2020.5,1943.34221565091,77.157784349086
2014-07-22,2044.5,1945.00947107794,99.4905289220576
2014-07-23,2014,1946.65123779966,67.3487622003448
2014-07-24,2025.5,1948.26667499129,77.2333250087067
2014-07-25,2002.2,1949.85496966744,52.3450303325649
2014-07-28,2018,1951.41534076783,66.5846592321718
2014-07-29,1982,1952.94702886949,29.0529711305105
2014-07-30,2022,1954.44930207291,67.5506979270902
2014-07-31,1990.2,1955.9214404879,34.278559512103
2014-08-01,1982,1957.36275214696,24.6372478530416
2014-08-04,2032.2,1958.77255925209,73.427440747912
2014-08-05,2012.8,1960.15019418921,52.6498058107869
2014-08-06,2021,1961.49501969627,59.5049803037275
2014-08-07,2021,1962.80642027449,58.1935797255095
2014-08-08,2024,1964.08380502203,59.916194977965
2014-08-11,2037,1965.32660709199,71.6733929080092
2014-08-12,2050.5,1966.53428440447,83.9657155955265
2014-08-13,2032,1967.70632450634,64.2936754936581
2014-08-14,1995,1968.8422496526,26.1577503474025
2014-08-15,2003.8,1969.94160867461,33.8583913253861
2014-08-18,2014,1971.00396121641,42.996038783587
2014-08-19,2037,1972.02888091758,64.9711190824199
2014-08-20,2075,1973.01595919057,101.984040809427
2014-08-21,2058.5,1973.96481430444,84.5351856955632
2014-08-22,2064,1974.87510668414,89.124893315864
2014-08-26,2083.2,1975.74653169827,107.453468301734
2014-08-27,2082,1976.57882155593,105.421178444074
2014-08-28,2085,1977.37175288315,107.62824711685
2014-08-29,2093,1978.12514588286,114.874854117145
2014-09-01,2099,1978.83886524728,120.161134752723
2014-09-02,2105,1979.5128231532,125.487176846802
2014-09-03,2079.2,1980.14698144723,99.0530185527668
2014-09-04,2106,1980.74135384721,125.258646152795
2014-09-05,2097,1981.29599501566,115.704004984336
2014-09-08,2102,1981.81101139186,120.188988608138
2014-09-09,2071,1982.28655724253,88.7134427574703
2014-09-10,2064.8,1982.72283651582,82.0771634841783
2014-09-11,2040,1983.12008983019,56.8799101698065
2014-09-12,2038,1983.47859173173,54.5214082682699
2014-09-15,1997,1983.7986402782,13.2013597218009
2014-09-16,2035,1984.08055606448,50.919443935525
2014-09-17,1998,1984.32466514229,13.675334857706
2014-09-18,1984,1984.53131461138,-0.531314611380829
2014-09-19,1977,1984.7008572244,-7.70085722440195
2014-09-22,1977.8,1984.83364551436,-7.03364551436207
2014-09-23,1962.5,1984.93002883101,-22.4300288310126
2014-09-24,1974,1984.99035361668,-10.990353616684
2014-09-25,1950.5,1985.01495704206,-34.5149570420583
2014-09-26,1950,1985.00417173488,-35.0041717348766
2014-09-29,1965,1984.95831605564,-19.9583160556437
2014-09-30,1950,1984.87769389567,-34.877693895666
2014-10-01,1929,1984.7626008963,-55.7626008962951
2014-10-02,1903,1984.61331828174,-81.6133182817397
2014-10-03,1918,1984.43010422635,-66.4301042263479
2014-10-06,1927.8,1984.21318316869,-56.4131831686881
2014-10-07,1955.8,1983.96275208782,-28.1627520878151
2014-10-08,1941.5,1983.67898464385,-42.1789846438518
2014-10-09,1946,1983.36204285562,-37.3620428556176
2014-10-10,1936.5,1983.0120713068,-46.5120713067998
2014-10-13,1945.8,1982.62919913707,-36.8291991370671
2014-10-14,1950.2,1982.21353625998,-32.0135362599843
2014-10-15,1918,1981.76517736526,-63.765177365261
2014-10-16,1926,1981.28420390968,-55.2842039096788
2014-10-17,1965,1980.77067099186,-15.7706709918591
2014-10-20,1969,1980.22461085827,-11.2246108582728
2014-10-21,1987,1979.64604923639,7.35395076361245
2014-10-22,2004.2,1979.03500721391,25.1649927860935
2014-10-23,1982.2,1978.39150891834,3.80849108165791
2014-10-24,1966.8,1977.7155888794,-10.9155888794044
2014-10-27,1978.8,1977.00728320114,1.79271679886241
2014-10-28,1995,1976.26662347543,18.7333765245699
2014-10-29,2023.8,1975.49364203523,48.3063579647705
2014-10-30,2024,1974.68837895711,49.3116210428936
2014-10-31,2037,1973.85089428559,63.1491057144093
2014-11-03,2077,1972.98126844856,104.018731551442
2014-11-04,2060,1972.07960797733,87.920392022666
2014-11-05,2059,1971.14606240024,87.8539375997574
2014-11-06,2072.2,1970.18081758841,102.019182411591
2014-11-07,2058,1969.18409572825,88.8159042717466
2014-11-10,2038.8,1968.15616117691,70.643838823091
2014-11-11,2044.8,1967.09731500428,77.7026849957168
2014-11-12,2059.8,1966.0078874817,93.7921125182988
2014-11-13,2037,1964.88824099966,72.1117590003446
2014-11-14,2027,1963.73877671847,63.2612232815348
2014-11-17,2029,1962.5599256066,66.4400743934042
2014-11-18,2015,1961.35214478218,53.6478552178203
2014-11-19,2020,1960.11591882694,59.8840811730561
2014-11-20,2030.2,1958.85175449857,71.3482455014314
2014-11-21,2047,1957.56018330829,89.4398166917111
2014-11-24,2040,1956.24176625997,83.7582337400285
2014-11-25,2049.8,1954.89710132822,94.9028986717764
2014-11-26,2064,1953.52682110989,110.473178890105
2014-11-27,2043,1952.13159743097,90.8684025690315
2014-11-28,2013.8,1950.71214778258,63.0878522174239
2014-12-01,2031,1949.26922721716,81.730772782844
2014-12-02,1978,1947.80361686513,30.1963831348686
2014-12-03,1973,1946.31613164111,26.6838683588857
2014-12-04,1996.2,1944.80759894179,51.3924010582068
2014-12-05,1981.5,1943.27885719385,38.2211428061519
2014-12-08,1965.2,1941.73076606744,23.4692339325568
2014-12-09,1972,1940.1642010319,31.8357989680984
2014-12-10,1961.8,1938.58004725778,23.2199527422225
2014-12-11,1945,1936.9792030752,8.02079692480493
2014-12-12,1941.5,1935.36257641256,6.13742358744156
2014-12-15,1927,1933.73107851368,-6.73107851368189
2014-12-16,1911,1932.08562315941,-21.0856231594121
2014-12-17,1921.5,1930.42712134818,-8.92712134817764
2014-12-18,1911,1928.7564753625,-17.7564753624956
2014-12-19,1904.8,1927.07458379475,-22.2745837947512
2014-12-22,1883,1925.38233789752,-42.3823378975184
2014-12-23,1870,1923.68061971597,-53.6806197159707
2014-12-24,1866.8,1921.97029377609,-55.170293776089
2014-12-29,1863.5,1920.25220241448,-56.7522024144818
2014-12-30,1860,1918.52716516257,-58.5271651625706
2014-12-31,1859,1916.79597809269,-57.795978092688
2015-01-02,1834.5,1915.0594130844,-80.5594130843953
2015-01-05,1823,1913.31821812672,-90.3182181267199
2015-01-06,1786,1911.57310790866,-125.573107908663
2015-01-07,1792,1909.82475978531,-117.824759785309
2015-01-08,1833.8,1908.07379920488,-74.2737992048765
2015-01-09,1817.5,1906.32080291156,-88.8208029115584
2015-01-12,1814,1904.56631694775,-90.566316947749
2015-01-13,1785,1902.81085064089,-117.810850640891
2015-01-14,1775.2,1901.05487588195,-125.854875881954
2015-01-15,1788.8,1899.29881586364,-110.498815863641
2015-01-16,1840,1897.54304175531,-57.5430417553103
2015-01-19,1814,1895.78787905055,-81.7878790505505
2015-01-20,1844,1894.03362945697,-50.0336294569748
2015-01-21,1862,1892.28056087437,-30.2805608743714
2015-01-22,1863,1890.52892052064,-27.5289205206431
2015-01-23,1832,1888.77894309692,-56.7789430969197
2015-01-26,1880,1887.03085192499,-7.03085192498735
2015-01-27,1857,1885.2848468565,-28.2848468565045
2015-01-28,1843,1883.54112483685,-40.5411248368458
2015-01-29,1821,1881.79987111958,-60.7998711195819
2015-01-30,1860,1880.0612542002,-20.0612542002039
2015-02-02,1873,1878.32541744197,-5.32541744197395
2015-02-03,1891.5,1876.59249591566,14.9075040843428
2015-02-04,1875,1874.86262249069,0.137377509305964
2015-02-05,1880,1873.13593619868,6.86406380131613
2015-02-06,1873,1871.41257612802,1.58742387198297
2015-02-09,1872,1869.69268420441,2.30731579559025
2015-02-10,1841,1867.97640300977,-26.976403009767
2015-02-11,1821,1866.26387607973,-45.2638760797284
2015-02-12,1836,1864.55523579898,-28.5552357989809
2015-02-13,1836,1862.85059584195,-26.8505958419527
2015-02-16,1826,1861.15005807947,-35.1500580794692
2015-02-17,1823,1859.45371328341,-36.4537132834114
2015-02-18,1821,1857.76163769604,-36.7616376960391
2015-02-19,1816,1856.07389249111,-40.0738924911107
2015-02-20,1802,1854.3905236466,-52.3905236465994
2015-02-23,1797,1852.71156057555,-55.7115605755451
2015-02-24,1810,1851.03701103485,-41.037011034854
2015-02-25,1800,1849.36685975251,-49.3668597525076
2015-02-26,1807.5,1847.70107449344,-40.2010744934407
2015-02-27,1815,1846.03960261632,-31.0396026163179
2015-03-02,1805,1844.38237486229,-39.3823748622851
2015-03-03,1797,1842.72930914198,-45.7293091419783
2015-03-04,1801.5,1841.08030708693,-39.5803070869299
2015-03-05,1798,1839.43525142603,-41.4352514260252
2015-03-06,1782,1837.79400852724,-55.7940085272379
2015-03-09,1786,1836.15642763088,-50.1564276308778
2015-03-10,1770,1834.52233491425,-64.5223349142514
2015-03-11,1751,1832.89153582202,-81.891535822017
2015-03-12,1757,1831.26380912789,-74.2638091278875
2015-03-13,1771,1829.63889975492,-58.6388997549171
2015-03-16,1773.5,1828.01652192848,-54.5165219284841
2015-03-17,1787,1826.396365635,-39.3963656349997
2015-03-18,1769,1824.77809832594,-55.7780983259427
2015-03-19,1780,1823.16137116792,-43.1613711679151
2015-03-20,1797,1821.5458122711,-24.5458122711005
2015-03-23,1795,1819.9310319045,-24.9310319045042
2015-03-24,1791.5,1818.31663019088,-26.8166301908803
2015-03-25,1771,1816.7021969475,-45.7021969474959
2015-03-26,1787,1815.0873109067,-28.0873109067028
2015-03-27,1786.5,1813.4715319094,-26.9715319094001
2015-03-30,1794.5,1811.85440818632,-17.3544081863221
2015-03-31,1785,1810.23547681926,-25.2354768192625
2015-04-01,1780,1808.61426771639,-28.6142677163905
2015-04-02,1781,1806.99030035455,-25.9903003545524
2015-04-07,1783,1805.36308238261,-22.3630823826084
2015-04-08,1771,1803.73211070606,-32.732110706065
2015-04-09,1761.5,1802.09687298643,-40.5968729864293
2015-04-10,1762,1800.45684335508,-38.4568433550765
2015-04-13,1767,1798.81147916227,-31.8114791622684
2015-04-14,1785,1797.16022186176,-12.1602218617551
2015-04-15,1818.5,1795.50249975769,22.9975002423099
2015-04-16,1823,1793.83773612769,29.1622638723136
2015-04-17,1822,1792.16536375559,29.8346362444118
2015-04-20,1814.5,1790.48482747977,24.0151725202334
2015-04-21,1819,1788.79558447102,30.2044155289763
2015-04-22,1806.5,1787.09710182707,19.4028981729298
2015-04-23,1782,1785.3888591309,-3.38885913089604
2015-04-24,1821.5,1783.67034398589,37.8296560141085
2015-04-27,1834,1781.9410425946,52.0589574054047
2015-04-28,1874.5,1780.20045679683,94.2995432031717
2015-04-29,1882,1778.44810995146,103.55189004854
2015-04-30,1920,1776.68356439707,143.316435602935
2015-05-01,1913,1774.90642527635,138.093574723651
2015-05-05,1969,1773.1163569733,195.883643026703
2015-05-06,1923,1771.31308095421,151.686919045789
2015-05-07,1880,1769.4963996558,110.503600344201
2015-05-08,1888,1767.6661782161,120.333821783899
2015-05-11,1876.5,1765.82232745085,110.677672549148
2015-05-12,1892,1763.96480791695,128.035192083046
2015-05-13,1885,1762.09362592099,122.906374079011
2015-05-14,1868,1760.20884069418,107.791159305818
2015-05-15,1857,1758.31056227228,98.6894377277181
2015-05-18,1819.5,1756.39894524758,63.1010547524173
2015-05-19,1794.5,1754.47418500664,40.0258149933608
2015-05-20,1781.5,1752.5365030194,28.9634969805978
2015-05-21,1775.5,1750.5861373009,24.9138626990985
2015-05-22,1768,1748.62333783853,19.3766621614719
2015-05-26,1757.5,1746.64836491807,10.8516350819324
2015-05-27,1738,1744.6614868348,-6.66148683479855
2015-05-28,1771,1742.66297636967,28.3370236303345
2015-05-29,1741.5,1740.65310355002,0.846896449983192
2015-06-01,1757.5,1738.63215011658,18.8678498834211
2015-06-02,1744,1736.60039816011,7.39960183989143
2015-06-03,1749.5,1734.55813757065,14.9418624293539
2015-06-04,1744.5,1732.50566129691,11.9943387030898
2015-06-05,1750,1730.44326846397,19.5567315360286
2015-06-08,1748,1728.37126315488,19.6287368451176
2015-06-09,1749.5,1726.28995753667,23.2100424633312
2015-06-10,1759,1724.19967189005,34.800328109947
2015-06-11,1746.5,1722.10073608989,24.3992639101097
2015-06-12,1740,1719.9934943961,20.0065056039031
2015-06-15,1715,1717.87830115424,-2.87830115424491
2015-06-16,1704,1715.7555189798,-11.7555189798004
2015-06-17,1700.5,1713.62550929845,-13.1255092984504
2015-06-18,1705,1711.4886286766,-6.48862867660381
2015-06-19,1697,1709.34522825516,-12.3452282551564
2015-06-22,1707,1707.19565649283,-0.195656492833773
2015-06-23,1725,1705.04025674535,19.95974325465
2015-06-24,1714,1702.87937228754,11.1206277124644
2015-06-25,1723,1700.71335464478,22.2866453552162
2015-06-26,1705.5,1698.54255993932,6.9574400606848
2015-06-29,1698,1696.36735350573,1.63264649426712
2015-06-30,1690.5,1694.18810355458,-3.68810355458234
2015-07-01,1728.8,1692.00517897127,36.7948210287262
2015-07-02,1720,1689.81894711671,30.1810528832925
2015-07-03,1705,1687.62979056127,17.3702094387264
2015-07-06,1695.5,1685.43810435101,10.0618956489948
2015-07-07,1667,1683.24429071208,-16.2442907120802
2015-07-08,1670.8,1681.04875602986,-10.2487560298558
2015-07-09,1695,1678.85189997496,16.1481000250427
2015-07-10,1697,1676.65411798158,20.3458820184166
2015-07-13,1708.5,1674.45581215891,34.0441878410928
2015-07-14,1704.5,1672.25739302627,32.2426069737271
2015-07-15,1714.5,1670.05928517552,44.4407148244774
2015-07-16,1714,1667.8619265263,46.1380734737019
2015-07-17,1698.5,1665.66577336824,32.8342266317605
2015-07-20,1686.5,1663.47130106262,23.0286989373823
2015-07-21,1662,1661.27899854305,0.721001456953285
2015-07-22,1661,1659.08936426228,1.91063573771844
2015-07-23,1637,1656.90289697111,-19.9028969711123
2015-07-24,1645,1654.72009621011,-9.72009621011001
2015-07-27,1643,1652.54145329278,-9.54145329278196
2015-07-28,1664.5,1650.36745551475,14.1325444852548
2015-07-29,1659.5,1648.19858622756,11.3014137724386
2015-07-30,1645.5,1646.03533462461,-0.535334624610029
2015-07-31,1619,1643.87819457083,-24.8781945708257
2015-08-03,1611,1641.72765970987,-30.7276597098725
2015-08-04,1616,1639.58421340174,-23.5842134017375
2015-08-05,1596,1637.44832630486,-41.4483263048597
2015-08-06,1591.5,1635.32045932891,-43.8204593289102
2015-08-07,1585.8,1633.20105625046,-47.4010562504591
2015-08-10,1612,1631.09054273249,-19.0905427324853
2015-08-11,1587,1628.98932484429,-41.9893248442882
2015-08-12,1588.5,1626.89780076386,-38.3978007638568
2015-08-13,1573,1624.81635131255,-51.8163513125532
2015-08-14,1576.5,1622.74534143956,-46.245341439559
2015-08-17,1566,1620.6851146753,-54.6851146753012
2015-08-18,1551.5,1618.63599543423,-67.1359954342344
2015-08-19,1554,1616.59828552619,-62.5982855261855
2015-08-20,1567,1614.57225900969,-47.5722590096874
2015-08-21,1545,1612.5581640676,-67.5581640676036
2015-08-24,1527.5,1610.55622921838,-83.056229218385
2015-08-25,1556.5,1608.56665505462,-52.0666550546165
2015-08-26,1533,1606.58960783683,-73.5896078368291
