"USB10YUSDDate","USB10YUSDClose","USB10YUSD_hpft","USB10YUSD_hpfc"
2016-03-22,129.162,130.804522371006,-1.64252237100594
2016-03-23,129.706,130.820466901696,-1.11446690169595
2016-03-24,129.592,130.836410753433,-1.24441075343323
2016-03-28,129.683,130.852352786589,-1.16935278658935
2016-03-29,130.462,130.868291347146,-0.406291347146391
2016-03-30,130.41,130.884224297723,-0.474224297723059
2016-03-31,130.891,130.900149332994,-0.00914933299357736
2016-04-01,130.824,130.916063951607,-0.0920639516068805
2016-04-04,130.982,130.93196564843,0.0500343515699859
2016-04-05,131.26,130.947851880275,0.312148119725139
2016-04-06,131.004,130.963720124635,0.040279875365436
2016-04-07,131.611,130.979567988032,0.631432011967736
2016-04-08,131.418,130.995393093641,0.422606906358828
2016-04-11,131.372,131.011193325643,0.360806674356934
2016-04-12,130.898,131.026966742908,-0.128966742908442
2016-04-13,130.924,131.042711553451,-0.118711553450752
2016-04-14,130.606,131.058425911974,-0.452425911973879
2016-04-15,130.915,131.074107924111,-0.159107924111016
2016-04-18,130.791,131.089755508481,-0.298755508480687
2016-04-19,130.614,131.105366517933,-0.49136651793261
2016-04-20,130.14,131.120938681823,-0.980938681823134
2016-04-21,129.947,131.136469526397,-1.18946952639717
2016-04-22,129.755,131.151956172419,-1.39695617241924
2016-04-25,129.553,131.167395248975,-1.61439524897486
2016-04-26,129.423,131.182782807704,-1.75978280770415
2016-04-27,130.123,131.198114232921,-1.07511423292113
2016-04-28,130.322,131.213384181516,-0.891384181516229
2016-04-29,130.207,131.228586865971,-1.02158686597106
2016-05-02,129.865,131.243716130305,-1.37871613030477
2016-05-03,130.549,131.258765396254,-0.709765396253661
2016-05-04,130.716,131.273727515648,-0.557727515648048
2016-05-05,131.009,131.28859504693,-0.279595046929992
2016-05-06,130.785,131.303360318,-0.518360317999535
2016-05-09,131.037,131.318015541183,-0.281015541183067
2016-05-10,130.985,131.332552714538,-0.347552714537532
2016-05-11,131.09,131.34696371996,-0.256963719959722
2016-05-12,130.82,131.361240295682,-0.541240295681915
2016-05-13,131.159,131.375374073718,-0.216374073718161
2016-05-16,130.66,131.389356462355,-0.729356462355322
2016-05-17,130.468,131.40317878044,-0.93517878043958
2016-05-18,129.712,131.416832045331,-1.70483204533103
2016-05-19,129.786,131.430306887824,-1.64430688782432
2016-05-20,129.906,131.443593234005,-1.53759323400521
2016-05-23,129.908,131.456680330269,-1.54868033026882
2016-05-24,129.637,131.469556787431,-1.83255678743099
2016-05-25,129.554,131.482210576146,-1.92821057614571
2016-05-26,129.956,131.494628909562,-1.5386289095617
2016-05-27,129.611,131.506798203782,-1.89579820378239
2016-05-30,129.511,131.518704238905,-2.00770423890499
2016-05-31,129.744,131.530332011379,-1.78633201137878
2016-06-01,129.804,131.54166568775,-1.73766568774993
2016-06-02,130.178,131.552688696166,-1.37468869616569
2016-06-03,131.225,131.563383746493,-0.338383746493179
2016-06-06,130.949,131.573732980358,-0.624732980357751
2016-06-07,131.107,131.583718399511,-0.476718399511281
2016-06-08,131.152,131.593321747465,-0.441321747465193
2016-06-09,131.244,131.602524570675,-0.358524570675001
2016-06-10,131.712,131.611308233172,0.100691766828201
2016-06-13,131.987,131.619653950787,0.367346049212879
2016-06-14,131.907,131.627542980974,0.279457019025853
2016-06-15,132.453,131.634956733033,0.818043266967272
2016-06-16,132.341,131.641876731778,0.6991232682218
2016-06-17,132.105,131.648284840173,0.45671515982741
2016-06-20,131.582,131.654163210169,-0.0721632101694764
2016-06-21,131.33,131.659494182505,-0.329494182505274
2016-06-22,131.531,131.66426006809,-0.133260068089985
2016-06-23,130.935,131.668443041635,-0.733443041634497
2016-06-24,132.842,131.672025222763,1.16997477723692
2016-06-27,133.602,131.674988427926,1.92701157207447
2016-06-28,133.381,131.677314957192,1.70368504280806
2016-06-29,132.879,131.678987907182,1.20001209281773
2016-06-30,133.236,131.679991078752,1.5560089212483
2016-07-01,133.407,131.68030876879,1.72669123121047
2016-07-04,133.475,131.67992591738,1.79507408262011
2016-07-05,133.993,131.67882817835,2.31417182165022
2016-07-06,133.932,131.677001947537,2.25499805246287
2016-07-07,133.832,131.674434577367,2.15756542263312
2016-07-08,134.018,131.671114352389,2.34688564761109
2016-07-11,133.324,131.667030449003,1.65696955099751
2016-07-12,132.649,131.662173013717,0.98682698628333
2016-07-13,132.897,131.656532877965,1.24046712203497
2016-07-14,132.426,131.650101281096,0.775898718904378
2016-07-15,132.362,131.642869975215,0.719130024784991
2016-07-18,132.106,131.634831033157,0.471168966843205
2016-07-19,132.369,131.625976825011,0.743023174988949
2016-07-20,132.117,131.616299915633,0.500700084366919
2016-07-21,132.44,131.605793177013,0.83420682298698
2016-07-22,132.27,131.594449688111,0.675550311889059
2016-07-25,132.138,131.582262872713,0.555737127286599
2016-07-26,132.215,131.569226433854,0.645773566145644
2016-07-27,132.744,131.555334304282,1.18866569571758
2016-07-28,132.711,131.540580683688,1.17041931631244
2016-07-29,133.225,131.524960263105,1.7000397368949
2016-08-01,132.672,131.508468217375,1.16353178262457
2016-08-02,132.498,131.491100424063,1.00689957593672
2016-08-03,132.652,131.472853241696,1.17914675830415
2016-08-04,133.045,131.453723445009,1.59127655499141
2016-08-05,132.179,131.433708296151,0.745291703849235
2016-08-08,132.048,131.412805715039,0.635194284961033
2016-08-09,132.406,131.391013929665,1.01498607033467
2016-08-10,132.779,131.368331430586,1.41066856941423
2016-08-11,132.198,131.34475712791,0.853242872090244
2016-08-12,132.65,131.32029051486,1.32970948513958
2016-08-15,132.269,131.294931437359,0.974068562640913
2016-08-16,132.052,131.268680290973,0.783319709026674
2016-08-17,132.296,131.241537873911,1.05446212608853
2016-08-18,132.482,131.213505308177,1.26849469182307
2016-08-19,131.995,131.184584151644,0.810415848356261
2016-08-22,132.317,131.15477648653,1.16222351346998
2016-08-23,132.331,131.124084730047,1.20691526995256
2016-08-24,132.266,131.092511779825,1.17348822017518
2016-08-25,132.081,131.060061032381,1.02093896761885
2016-08-26,131.465,131.026736369308,0.438263630691611
2016-08-29,132.022,130.992542094214,1.02945790578639
2016-08-30,131.926,130.957482691864,0.968517308135737
2016-08-31,131.78,130.921563072565,0.858436927434908
2016-09-01,131.938,130.884788546966,1.05321145303444
2016-09-02,131.67,130.847164780559,0.822835219440536
2016-09-05,131.6445,130.808697874195,0.835802125804565
2016-09-06,132.366,130.769394268848,1.59660573115185
2016-09-07,132.3285,130.729260750981,1.59923924901922
2016-09-08,131.8225,130.688304767028,1.13419523297225
2016-09-09,131.3395,130.646534424486,0.692965575513794
2016-09-12,131.502,130.603958299683,0.898041700317037
2016-09-13,130.977,130.560585255388,0.416414744611719
2016-09-14,131.294,130.516424525588,0.777575474411968
2016-09-15,131.446,130.471485516398,0.974514483602007
2016-09-16,131.405,130.425777955352,0.979222044648474
2016-09-19,131.155,130.379311972806,0.775688027193937
2016-09-20,131.35,130.332098103891,1.0179018961095
