"IC00C1Date","IC00C1Close","IC00C1_hpft","IC00C1_hpfc"
2016-01-25,5800,6214.37125490865,-414.371254908653
2016-01-26,5401.2,6204.89547869079,-803.695478690786
2016-01-27,5280.4,6195.54591703376,-915.145917033761
2016-01-28,5155,6186.3275656229,-1031.3275656229
2016-01-29,5329.8,6177.24504185882,-847.445041858823
2016-02-01,5323,6168.30253683282,-845.302536832822
2016-02-02,5523.6,6159.50389133657,-635.903891336569
2016-02-03,5556.8,6150.85259674769,-594.052596747687
2016-02-04,5695,6142.35188158657,-447.351881586566
2016-02-05,5617,6134.00472881626,-517.004728816258
2016-02-15,5651.4,6125.81393648254,-474.413936482544
2016-02-16,5881,6117.78208892219,-236.782088922189
2016-02-17,5947,6109.91157436851,-162.911574368514
2016-02-18,5950.2,6102.20468317828,-152.004683178275
2016-02-19,5969.2,6094.66363836737,-125.463638367372
2016-02-22,5869.2,6087.29060011919,-218.090600119188
2016-02-23,5845,6080.08767675494,-235.087676754943
2016-02-24,5881.8,6073.05688644657,-191.256886446573
2016-02-25,5361,6066.2001501898,-705.200150189803
2016-02-26,5417.8,6059.51930992269,-641.719309922689
2016-02-29,5075.2,6053.01591608201,-977.815916082006
2016-03-01,5227.4,6046.69125384338,-819.291253843382
2016-03-02,5587.8,6040.5462041928,-452.746204192798
2016-03-03,5603.8,6034.58130945412,-430.78130945412
2016-03-04,5452,6028.79692480388,-576.796924803879
2016-03-07,5595,6023.19322735124,-428.193227351242
2016-03-08,5661,6017.77015578075,-356.770155780751
2016-03-09,5500,6012.52747177905,-512.527471779045
2016-03-10,5396,6007.46478955814,-611.464789558143
2016-03-11,5413.2,6002.58151147187,-589.381511471866
2016-03-14,5629.6,5997.87678711926,-368.27678711926
2016-03-15,5608,5993.34952247257,-385.349522472574
2016-03-16,5565.4,5988.99847127331,-423.598471273315
2016-03-17,5760,5984.82222797483,-224.822227974832
2016-03-18,5944.6,5980.81921193218,-36.2192119321769
2016-03-21,5929.8,5976.98774956797,-47.1877495679671
2016-03-22,5921.6,5973.32615233287,-51.7261523328671
2016-03-23,5949.2,5969.83271217221,-20.6327121722133
2016-03-24,5843.4,5966.50569964993,-123.105699649926
2016-03-25,5910.4,5963.34337680128,-52.9433768012833
2016-03-28,5857,5960.34395477437,-103.343954774371
2016-03-29,5788.8,5957.50562283268,-168.705622832683
2016-03-30,6020.8,5954.82652752139,65.9734724786116
2016-03-31,6020,5952.30474564974,67.6952543502619
2016-04-01,6028,5949.93838129762,78.0616187023767
2016-04-05,6190.4,5947.72556652773,242.674433472266
2016-04-06,6223.4,5945.66446566999,277.735534330011
2016-04-07,6156,5943.75334336595,212.246656634047
2016-04-08,6114.2,5941.99057906229,172.209420937706
2016-04-11,6237,5940.37463993982,296.625360060176
2016-04-12,6239.8,5938.90406436374,300.895935636258
2016-04-13,6306,5937.5775133123,368.422486687698
2016-04-14,6381.2,5936.39377214188,444.806227858125
2016-04-15,6376.6,5935.35177850009,441.248221499907
2016-04-18,6093.2,5934.45065389952,158.749346100475
2016-04-19,6102.6,5933.68970224685,168.910297753148
2016-04-20,5791.2,5933.06829306969,-141.868293069687
2016-04-21,5788.4,5932.58586571607,-144.185865716073
2016-04-22,5850,5932.24180089138,-82.2418008913832
2016-04-25,5815.4,5932.03541970051,-116.63541970051
2016-04-26,5885,5931.96600925276,-46.9660092527569
2016-04-27,5865.8,5932.03280844521,-66.2328084452106
2016-04-28,5833,5932.23503676105,-99.2350367610452
2016-04-29,5844.8,5932.57188630544,-87.7718863054433
2016-05-03,6085,5933.04250816395,151.957491836049
2016-05-04,6062.8,5933.64601714022,129.153982859782
2016-05-05,6132.8,5934.38159085146,198.41840914854
2016-05-06,5887.8,5935.24846030198,-47.4484603019796
2016-05-09,5652.8,5936.24593851417,-283.445938514166
2016-05-10,5650,5937.37331889709,-287.373318897085
2016-05-11,5640.4,5938.62977769467,-298.229777694672
2016-05-12,5670,5940.01437236234,-270.014372362344
2016-05-13,5659.2,5941.5260370791,-282.326037079102
2016-05-16,5772.2,5943.16359441126,-170.963594411259
2016-05-17,5779.2,5944.9257502226,-165.725750222597
2016-05-18,5632.8,5946.81113970754,-314.011139707545
2016-05-19,5641.2,5948.81832955603,-307.618329556026
2016-05-20,5691,5950.94575665862,-259.945756658616
2016-05-23,5635.2,5953.19173074853,-317.991730748531
2016-05-24,5598.6,5955.55445410822,-356.954454108215
2016-05-25,5556,5958.03199757494,-402.031997574941
2016-05-26,5627.8,5960.62228443525,-332.822284435252
2016-05-27,5630.6,5963.32307179203,-332.723071792031
2016-05-30,5611,5966.13197917282,-355.131979172824
2016-05-31,5923.2,5969.04648857069,-45.8464885706885
2016-06-01,5899.8,5972.06393518138,-72.2639351813841
2016-06-02,5937.8,5975.1816352497,-37.3816352496991
2016-06-03,6003.6,5978.39687514942,25.2031248505819
2016-06-06,5974,5981.70692580223,-7.706925802235
2016-06-07,6016.6,5985.10906854775,31.4909314522522
2016-06-08,5995.8,5988.6005815398,7.19941846020049
2016-06-13,5732,5992.17875594937,-260.178755949371
2016-06-14,5723.4,5995.84088592337,-272.440885923369
2016-06-15,5920,5999.58415806135,-79.5841580613546
2016-06-16,5912.8,6003.40564634669,-90.6056463466866
2016-06-17,5962.4,6007.30239186591,-44.9023918659069
2016-06-20,5848.2,6011.27139825282,-163.071398252817
2016-06-21,5777.6,6015.3096505803,-237.709650580303
2016-06-22,5922,6019.41406651415,-97.4140665141521
2016-06-23,5888,6023.5814654605,-135.581465460501
2016-06-24,5787,6027.80862655838,-240.808626558382
2016-06-27,5965.2,6032.0922729031,-66.8922729030987
2016-06-28,6037,6036.42902804912,0.570971950882715
2016-06-29,6050.4,6040.81548790041,9.58451209958957
2016-06-30,6051.6,6045.24824859705,6.3517514029539
2016-07-01,6039.8,6049.72391024082,-9.92391024082497
2016-07-04,6159.6,6054.2390755592,105.360924440803
2016-07-05,6202.4,6058.79034317744,143.60965682256
2016-07-06,6226.6,6063.37435527277,163.225644727228
2016-07-07,6279.4,6067.98781338495,211.412186615052
2016-07-08,6265,6072.62748652453,192.372513475472
2016-07-11,6248,6077.29023109148,170.709768908519
2016-07-12,6368.6,6081.97298300474,286.627016995257
2016-07-13,6416.4,6086.67274874786,329.727251252143
2016-07-14,6442.2,6091.38665328446,350.813346715543
2016-07-15,6439.8,6096.11195787413,343.688042125871
2016-07-18,6266,6100.84606878862,165.153931211385
2016-07-19,6272.8,6105.58653436646,167.213465633543
2016-07-20,6265.4,6110.3309712142,155.069028785804
2016-07-21,6310,6115.0770650577,194.922934942303
2016-07-22,6272.6,6119.82256572213,152.777434277872
2016-07-25,6290.4,6124.56530360596,165.834696394042
2016-07-26,6393.4,6129.3031722597,264.096827740304
2016-07-27,6104.2,6134.03413378327,-29.8341337832707
2016-07-28,6125.6,6138.75625944359,-13.1562594435891
2016-07-29,6103,6143.46760817535,-40.4676081753478
2016-08-01,6028.2,6148.16623347494,-119.966233474944
2016-08-02,6083,6152.85017211114,-69.8501721111409
2016-08-03,6102.6,6157.51741126346,-54.9174112634574
2016-08-04,6164.8,6162.16590923818,2.63409076181853
2016-08-05,6147.2,6166.79360164089,-19.5936016408952
2016-08-08,6248.2,6171.39842516606,76.8015748339356
2016-08-09,6297.2,6175.97830840893,121.221691591068
2016-08-10,6286.2,6180.53121171143,105.668788288569
2016-08-11,6196,6185.05514552365,10.9448544763534
2016-08-12,6260.4,6189.5481639749,70.8518360251029
2016-08-15,6405.2,6194.00832571865,211.191674281347
2016-08-16,6458.2,6198.43371869571,259.766281304289
2016-08-17,6470.8,6202.822518145,267.977481855005
2016-08-18,6484.6,6207.17300668238,277.426993317624
2016-08-19,6490.4,6211.4835776949,278.916422305095
2016-08-22,6320.6,6215.75273924665,104.84726075335
2016-08-23,6308.6,6219.97911469466,88.6208853053421
2016-08-24,6314.2,6224.16137073548,90.0386292645244
2016-08-25,6280,6228.29821069807,51.7017893019328
2016-08-26,6279.2,6232.38837512973,46.8116248702684
2016-08-29,6327.2,6236.43062594914,90.7693740508546
2016-08-30,6330,6240.42374442514,89.5762555748622
2016-08-31,6343,6244.36654934685,98.6334506531475
2016-09-01,6279,6248.25789653065,30.7421034693466
2016-09-02,6271,6252.09668256412,18.9033174358827
2016-09-05,6309.2,6255.88181674222,53.3181832577817
2016-09-06,6445.8,6259.61221617381,186.18778382619
2016-09-07,6429,6263.28682000749,165.713179992507
2016-09-08,6477.2,6266.90464435429,210.295355645713
2016-09-09,6445,6270.46477382444,174.535226175559
2016-09-12,6256,6273.96637995584,-17.9663799558422
2016-09-13,6292.2,6277.40870643216,14.7912935678418
2016-09-14,6270,6280.79098951053,-10.7909895105267
2016-09-19,6330.8,6284.11247156222,46.6875284377848
2016-09-20,6217.6,6287.3723904979,-69.7723904978995
2016-09-21,6248.2,6290.57000352697,-42.3700035269709
2016-09-22,6293.2,6293.70453901791,-0.504539017908812
2016-09-23,6298.6,6296.77520782484,1.82479217516143
2016-09-26,6201.2,6299.78122059362,-98.5812205936197
2016-09-27,6245.6,6302.72178872422,-57.12178872422
2016-09-28,6240.2,6305.59608286717,-65.3960828671691
2016-09-29,6299.8,6308.4032500611,-8.60325006110223
2016-09-30,6318.6,6311.14241031256,7.45758968743697
2016-10-10,6444.6,6313.81268007176,130.787319928239
2016-10-11,6454.8,6316.41317887184,138.386821128162
2016-10-12,6448.2,6318.94308030794,129.25691969206
2016-10-13,6462,6321.4016151788,140.598384821195
2016-10-14,6467,6323.78806771282,143.211932287182
2016-10-17,6418,6326.10178025601,91.8982197439943
2016-10-18,6505.4,6328.34215435253,177.057845647471
2016-10-19,6491.2,6330.50862953361,160.691370466392
2016-10-20,6499,6332.60071851891,166.399281481088
2016-10-21,6451.8,6334.61800045152,117.181999548482
2016-10-24,6471.4,6336.56012325732,134.839876742677
2016-10-25,6487,6338.4267833005,148.573216699501
2016-10-26,6471,6340.21773268265,130.782267317347
2016-10-27,6458.2,6341.93278491961,116.267215080395
2016-10-28,6411,6343.57180758731,67.4281924126879
2016-10-31,6407.6,6345.13471632185,62.4652836781509
2016-11-01,6465,6346.62145463143,118.378545368569
2016-11-02,6400,6348.03199184481,51.96800815519
2016-11-03,6435,6349.36634622377,85.6336537762278
2016-11-04,6419.6,6350.62455751155,68.9754424884489
2016-11-07,6409,6351.80670084901,57.1932991509906
2016-11-08,6469,6352.91287988857,116.087120111431
2016-11-09,6405,6353.94322192408,51.0567780759192
2016-11-10,6499,6354.89790223505,144.10209776495
2016-11-11,6563,6355.77711720604,207.222882793956
2016-11-14,6586.6,6356.58112278737,230.018877212627
2016-11-15,6601.8,6357.31026058707,244.48973941293
2016-11-16,6627.4,6357.96496729371,269.435032706285
2016-11-17,6635.6,6358.54578065812,277.054219341879
2016-11-18,6618.2,6359.05334980474,259.14665019526
2016-11-21,6523.2,6359.48843838109,163.711561618912
2016-11-22,6593.6,6359.85191715544,233.748082844565
2016-11-23,6561.8,6360.14472456797,201.655275432033
2016-11-24,6547.6,6360.36789568073,187.232104319274
2016-11-25,6564.8,6360.52254891201,204.277451087991
2016-11-28,6596.4,6360.60988007437,235.790119925634
2016-11-29,6556.8,6360.63116942045,196.168830579555
2016-11-30,6531.2,6360.58779466891,170.612205331092
2016-12-01,6572,6360.48121462698,211.518785373017
2016-12-02,6433,6360.31295862595,72.6870413740492
2016-12-05,6430,6360.08464343058,69.9153565694192
2016-12-06,6431.4,6359.79791585133,71.6020841486703
2016-12-07,6488.6,6359.45445159899,129.145548401005
2016-12-08,6488.8,6359.05595598175,129.744044018249
2016-12-09,6456,6358.60418769135,97.3958123086537
2016-12-12,6174.6,6358.10095905053,-183.500959050529
2016-12-13,6231,6357.54812264156,-126.548122641556
2016-12-14,6224,6356.94745519473,-132.947455194728
2016-12-15,6262.8,6356.30068113051,-93.500681130513
2016-12-16,6313,6355.6094699142,-42.6094699142041
2016-12-19,6198,6354.87545236169,-156.875452361692
2016-12-20,6183.8,6354.10024167574,-170.30024167574
2016-12-21,6256.6,6353.28538621327,-96.6853862132661
2016-12-22,6235,6352.43236393577,-117.432363935768
2016-12-23,6209.8,6351.542612839,-141.742612838996
2016-12-26,6219.8,6350.6175223768,-130.817522376796
2016-12-27,6216,6349.65842341239,-133.658423412395
2016-12-28,6218,6348.66659273426,-130.666592734264
2016-12-29,6215.8,6347.64325188186,-131.843251881856
2016-12-30,6210.6,6346.58956838237,-135.989568382372
2017-01-03,6275.8,6345.50665526423,-69.7066552642327
2017-01-04,6367,6344.39556934325,22.6044306567497
2017-01-05,6359,6343.25733862137,15.7426613786255
2017-01-06,6339,6342.09300044427,-3.0930004442709
2017-01-09,6373.8,6340.90359866503,32.8964013349681
2017-01-10,6344.6,6339.69017585814,4.90982414185575
2017-01-11,6297.6,6338.45378819623,-40.8537881962261
2017-01-12,6238.4,6337.19549388136,-98.795493881356
2017-01-13,6178.4,6335.91633422833,-157.516334228334
2017-01-16,6011.4,6334.61730971387,-323.217309713872
2017-01-17,6065,6333.29935570376,-268.299355703758
2017-01-18,6073.8,6331.96327395875,-258.163273958751
2017-01-19,6047,6330.60975533543,-283.609755335425
2017-01-20,6118.4,6329.23938397608,-210.839383976083
2017-01-23,6114.2,6327.8526267901,-213.652626790101
2017-01-24,6123,6326.44986353435,-203.449863534353
2017-01-25,6155,6325.03138565032,-170.031385650318
2017-01-26,6188.8,6323.59740048147,-134.797400481471
2017-02-03,6165,6322.14804508716,-157.148045087165
2017-02-06,6199.6,6320.68340080693,-121.083400806926
2017-02-07,6187.4,6319.20348402159,-131.803484021586
2017-02-08,6246.6,6317.70826106098,-71.1082610609755
2017-02-09,6284.8,6316.19764377265,-31.3976437726534
2017-02-10,6294.2,6314.67151461092,-20.4715146109189
2017-02-13,6330.2,6313.12974305148,17.0702569485192
2017-02-14,6332,6311.57219010801,20.4278098919898
2017-02-15,6289.6,6309.99872385032,-20.3987238503182
2017-02-16,6345,6308.40922079224,36.590779207761
2017-02-17,6313.4,6306.80354901557,6.59645098442585
2017-02-20,6313.8,6305.18159172733,8.61840827267057
2017-02-21,6341,6303.54323486121,37.4567651387859
2017-02-22,6389.6,6301.88836791342,87.7116320865825
2017-02-23,6397.6,6300.21689586323,97.3831041367701
2017-02-24,6410.6,6298.52875994645,112.071240053548
2017-02-27,6348,6296.82394165312,51.1760583468785
2017-02-28,6376.4,6295.10246879902,81.2975312009842
2017-03-01,6397.8,6293.36439035404,104.435609645964
2017-03-02,6390,6291.60978889322,98.390211106776
2017-03-03,6393,6289.83879016109,103.161209838908
2017-03-06,6459.8,6288.05156057273,171.748439427271
2017-03-07,6465,6286.2483091859,178.7516908141
2017-03-08,6449.6,6284.42931605228,165.170683947722
2017-03-09,6390.8,6282.5949351123,108.205064887699
2017-03-10,6410.4,6280.74558858131,129.654411418686
2017-03-13,6484.6,6278.88174340228,205.718256597724
2017-03-14,6470,6277.0039201121,192.996079887896
2017-03-15,6466.4,6275.11272428333,191.287275716672
2017-03-16,6539,6273.20884126531,265.791158734692
2017-03-17,6527.6,6271.29303547788,256.306964522117
2017-03-20,6427,6269.36618120827,157.63381879173
2017-03-21,6445,6267.42925869066,177.570741309339
2017-03-22,6428.8,6265.48331331875,163.316686681254
2017-03-23,6450,6263.52946388683,186.470536113173
2017-03-24,6527.8,6261.56889669774,266.231103302261
2017-03-27,6480.6,6259.60287513374,220.99712486626
2017-03-28,6467.2,6257.63277262633,209.567227373669
2017-03-29,6443.6,6255.66005395833,187.939946041671
2017-03-30,6366.4,6253.68627053922,112.713729460781
2017-03-31,6380.2,6251.7130514653,128.486948534701
2017-04-05,6538.6,6249.7420724242,288.857927575802
2017-04-06,6536,6247.77506221487,288.22493778513
2017-04-07,6556,6245.81386903854,310.186130961463
2017-04-10,6546,6243.860460237,302.139539762998
2017-04-11,6602.2,6241.91693137055,360.283068629447
2017-04-12,6555.8,6239.9855028918,315.814497108196
2017-04-13,6610,6238.06854417994,371.931455820064
2017-04-14,6518.8,6236.1685551591,282.631444840896
2017-04-17,6443.2,6234.28818949499,208.911810505015
2017-04-18,6422.2,6232.4302176817,189.769782318297
2017-04-19,6346.6,6230.59749656921,116.002503430793
2017-04-20,6347.8,6228.79296145058,119.007038549422
2017-04-21,6315.2,6227.01959556962,88.1804044303761
2017-04-24,6108.4,6225.28043136294,-116.88043136294
2017-04-25,6128,6223.57853771735,-95.5785377173541
2017-04-26,6142,6221.91693520603,-79.9169352060302
2017-04-27,6160,6220.29860489374,-60.2986048937448
2017-04-28,6180.4,6218.72649481092,-38.3264948109179
2017-05-02,6176,6217.20352806291,-41.2035280629119
2017-05-03,6156.2,6215.73261191246,-59.5326119124646
2017-05-04,6123.6,6214.31663659033,-90.7166365903256
2017-05-05,6057.8,6212.95846771902,-155.158467719024
2017-05-08,5951.2,6211.6609334223,-260.460933422297
2017-05-09,5987,6210.42679768791,-223.426797687906
2017-05-10,5842.2,6209.25871683933,-367.05871683933
2017-05-11,5827.2,6208.15925484433,-380.959254844329
2017-05-12,5827.2,6207.13082394347,-379.930823943471
2017-05-15,5876.8,6206.17567890404,-329.375678904045
2017-05-16,6009.8,6205.29591744522,-195.495917445221
2017-05-17,6020,6204.49350113555,-184.493501135553
2017-05-18,5960.2,6203.77031073332,-243.570310733322
2017-05-19,5964,6203.12815073473,-239.128150734725
2017-05-22,5828.6,6202.56872495373,-373.968724953733
