"CL00YDate","CL00YClose","CL00Y_hpft","CL00Y_hpfc"
2018-01-01,60.1,59.4135214345936,0.686478565406389
2018-01-02,60.37,59.5319628369838,0.838037163016246
2018-01-03,61.93,59.649932755398,2.28006724460204
2018-01-04,61.89,59.767412262395,2.12258773760498
2018-01-05,61.59,59.8843833730256,1.70561662697436
2018-01-08,61.9,60.0008289797276,1.89917102027236
2018-01-09,63.48,60.1167326799744,3.3632673200256
2018-01-10,63.5,60.2320788562792,3.26792114372078
2018-01-11,63.55,60.3468532813968,3.20314671860323
2018-01-12,64.4,60.4610430789078,3.93895692109223
2018-01-15,64.81,60.5746366964472,4.23536330355282
2018-01-16,63.88,60.6876242098536,3.19237579014639
2018-01-17,64.02,60.7999974456961,3.22000255430394
2018-01-18,63.67,60.9117495501415,2.75825044985852
2018-01-19,63.47,61.0228750003779,2.44712499962215
2018-01-22,63.94,61.1333694137447,2.80663058625528
2018-01-23,64.47,61.2432294191204,3.22677058087956
2018-01-24,65.88,61.3524528055356,4.52754719446443
2018-01-25,65.23,61.4610386958354,3.76896130416459
2018-01-26,66.24,61.5689880843732,4.67101191562676
2018-01-29,65.52,61.6763035234375,3.84369647656246
2018-01-30,63.99,61.7829894961267,2.20701050387328
2018-01-31,64.77,61.8890520743658,2.88094792563424
2018-02-01,65.98,61.9944982423731,3.98550175762694
2018-02-02,65.06,62.0993361752337,2.96066382476628
2018-02-05,63.43,62.2035756954786,1.22642430452141
2018-02-06,63.92,62.307227849456,1.61277215054399
2018-02-07,61.73,62.4103041904713,-0.68030419047132
2018-02-08,60.42,62.5128169384835,-2.0928169384835
2018-02-09,59.05,62.6147780322438,-3.56477803224382
2018-02-12,59.38,62.7161985454139,-3.33619854541392
2018-02-13,58.95,62.8170880781214,-3.86708807812135
2018-02-14,60.74,62.9174548514435,-2.17745485144353
2018-02-15,61.42,63.0173054879587,-1.5973054879587
2018-02-16,61.61,63.1166457101721,-1.50664571017207
2018-02-19,62.37,63.2154805803268,-0.845480580326774
2018-02-20,61.57,63.3138145378818,-1.74381453788176
2018-02-21,61.34,63.4116516728048,-2.07165167280482
2018-02-22,62.65,63.508995354244,-0.858995354243965
2018-02-23,63.57,63.6058480950078,-0.0358480950077886
2018-02-26,64,63.7022120528316,0.297787947168422
2018-02-27,62.84,63.7980893706335,-0.958089370633481
2018-02-28,61.55,63.8934823144227,-2.34348231442267
2018-03-01,61.34,63.9883927541752,-2.64839275417518
2018-03-02,61.45,64.0828215911631,-2.6328215911631
2018-03-05,62.61,64.1767686319225,-1.56676863192251
2018-03-06,62.36,64.2702325946843,-1.91023259468428
2018-03-07,61.35,64.3632115500411,-3.01321155004114
2018-03-08,60.33,64.4557027789728,-4.12570277897284
2018-03-09,62.12,64.5477023169185,-2.42770231691855
2018-03-12,61.38,64.6392044939162,-3.25920449391623
2018-03-13,60.85,64.7302026364919,-3.88020263649194
