"TF00C1Date","TF00C1Close","TF00C1_hpft","TF00C1_hpfc"
2013-09-09,93.91,93.5124102918987,0.397589708101301
2013-09-10,93.84,93.4915066711138,0.348493328886179
2013-09-11,93.6,93.4706032146765,0.129396785323444
2013-09-12,93.73,93.4497002309876,0.280299769012403
2013-09-13,93.76,93.4287980819351,0.331201918064878
2013-09-16,93.85,93.4078972452719,0.442102754728056
2013-09-17,94.23,93.3869983356564,0.843001664343606
2013-09-18,94.21,93.3661021504944,0.843897849505631
2013-09-23,94.35,93.3452098356547,1.0047901643453
2013-09-24,94.34,93.3243228858386,1.01567711416138
2013-09-25,94.42,93.3034432110893,1.11655678891066
2013-09-26,94.57,93.2825731412891,1.28742685871093
2013-09-27,94.35,93.2617154678597,1.08828453214032
2013-09-30,94.46,93.2408735143936,1.21912648560641
2013-10-08,94.41,93.2200510543363,1.18994894566375
2013-10-09,94.36,93.199252365071,1.160747634929
2013-10-10,94.35,93.1784822158582,1.17151778414178
2013-10-11,94.29,93.1577458557645,1.13225414423548
2013-10-14,94.12,93.1370490181151,0.982950981884857
2013-10-15,93.95,93.1163979042635,0.833602095736515
2013-10-16,94.01,93.0957991218753,0.914200878124672
2013-10-17,93.93,93.0752596231942,0.854740376805856
2013-10-18,93.89,93.0547867383573,0.835213261642753
2013-10-21,93.86,93.0343881508173,0.825611849182687
2013-10-22,93.77,93.0140718892705,0.755928110729515
2013-10-23,93.81,92.9938463236877,0.816153676312304
2013-10-24,93.6,92.9737201365099,0.626279863490063
2013-10-25,93.69,92.9537023475439,0.73629765245613
2013-10-28,93.67,92.9338022354746,0.7361977645254
2013-10-29,93.5,92.9140293833432,0.585970616656843
2013-10-30,93.54,92.8943936785054,0.645606321494637
2013-10-31,93.74,92.8749052505335,0.865094749466519
2013-11-01,93.84,92.8555744958674,0.984425504132611
2013-11-04,93.63,92.8364121685423,0.793587831457703
2013-11-05,93.47,92.8174294295157,0.652570570484287
2013-11-06,93.36,92.7986377677825,0.561362232217549
2013-11-07,92.83,92.7800489420833,0.0499510579167292
2013-11-08,92.29,92.7616749432039,-0.471674943203846
2013-11-11,91.73,92.7435277825775,-1.01352778257753
2013-11-12,92.1,92.7256192766664,-0.625619276666395
2013-11-13,91.82,92.7079608229808,-0.887960822980806
2013-11-14,91.63,92.6905635604253,-1.06056356042531
2013-11-15,91.32,92.6734382608565,-1.3534382608565
2013-11-18,91.34,92.6565952577378,-1.31659525773777
2013-11-19,90.94,92.640044325075,-1.70004432507502
2013-11-20,91.09,92.6237946926464,-1.53379469264635
2013-11-21,91.4,92.6078548874995,-1.20785488749954
2013-11-22,91.6,92.5922328026745,-0.992232802674554
2013-11-25,91.31,92.5769358319324,-1.26693583193242
2013-11-26,91.37,92.5619709588837,-1.19197095888372
2013-11-27,91.77,92.5473446434401,-0.777344643440062
2013-11-28,91.89,92.5330628527995,-0.643062852799487
2013-11-29,92.56,92.519131232838,0.0408687671619785
2013-12-02,92.07,92.5055551636135,-0.435555163613457
2013-12-03,92.29,92.4923400420795,-0.202340042079537
2013-12-04,92.1,92.4794910851469,-0.379491085146945
2013-12-05,91.82,92.4670134260885,-0.647013426088514
2013-12-06,91.92,92.4549120413098,-0.534912041309758
2013-12-09,91.69,92.443191639768,-0.753191639768035
2013-12-10,91.31,92.4318567093081,-1.12185670930809
2013-12-11,91.46,92.4209114264359,-0.960911426435924
2013-12-12,91.78,92.4103595039278,-0.630359503927814
2013-12-13,91.91,92.4002042573576,-0.490204257357603
2013-12-16,91.45,92.3904487417335,-0.940448741733448
2013-12-17,91.59,92.3810958094333,-0.791095809433298
2013-12-18,91.44,92.3721479240906,-0.932147924090568
2013-12-19,91.37,92.3636072223325,-0.993607222332452
2013-12-20,91.39,92.3554754554741,-0.965475455474131
2013-12-23,91.7,92.3477539641127,-0.647753964112654
2013-12-24,91.65,92.3404436897559,-0.690443689755935
2013-12-25,91.79,92.3335453061568,-0.54354530615674
2013-12-26,91.67,92.327059201666,-0.657059201665977
2013-12-27,91.56,92.3209855399561,-0.76098553995609
2013-12-30,91.8,92.3153242130959,-0.515324213095866
2013-12-31,91.8,92.3100747985943,-0.510074798594287
2014-01-02,91.35,92.305236660946,-0.955236660946027
2014-01-03,91.31,92.3008089538008,-0.990808953800806
2014-01-06,91.22,92.2967904359526,-1.0767904359526
2014-01-07,91.44,92.2931794566355,-0.853179456635469
2014-01-08,91.7,92.2899739199804,-0.589973919980349
2014-01-09,91.5,92.287171377448,-0.787171377448011
2014-01-10,91.54,92.2847691366284,-0.744769136628352
2014-01-13,91.47,92.2827641797262,-0.812764179726184
2014-01-14,91.48,92.2811531810877,-0.80115318108771
2014-01-15,91.82,92.279932479097,-0.459932479097022
2014-01-16,91.64,92.2790980809721,-0.639098080972152
2014-01-17,91.63,92.2786458038142,-0.648645803814162
2014-01-20,91.78,92.2785712005462,-0.498571200546215
2014-01-21,92.09,92.2788695559676,-0.188869555967607
2014-01-22,92.22,92.2795359487878,-0.0595359487878179
2014-01-23,92.08,92.280565379647,-0.200565379646955
2014-01-24,92.2,92.2819528245739,-0.0819528245739345
2014-01-27,92.51,92.2836931766919,0.226306823308117
2014-01-28,92.33,92.2857812952493,0.0442187047506981
2014-01-29,92.4,92.2882121330389,0.111787866961112
2014-01-30,92.25,92.2909806611335,-0.0409806611334856
2014-02-07,92.51,92.2940818968135,0.215918103186485
2014-02-10,92.33,92.2975108404193,0.0324891595807383
2014-02-11,92.53,92.3012625815435,0.228737418456524
2014-02-12,92.45,92.3053322232091,0.144667776790908
2014-02-13,92.58,92.3097149629889,0.270285037011096
2014-02-14,92.54,92.3144060582564,0.225593941743588
2014-02-17,92.26,92.3194008781095,-0.0594008781094696
2014-02-18,91.92,92.324694884897,-0.404694884897035
2014-02-19,91.83,92.3302835164149,-0.500283516414905
2014-02-20,91.89,92.3361620431748,-0.446162043174828
2014-02-21,91.95,92.3423255288899,-0.392325528889945
2014-02-24,92.08,92.3487688528491,-0.26876885284915
2014-02-25,93.08,92.3554867321686,0.724513267831365
2014-02-26,92.89,92.3624737728676,0.527526227132387
2014-02-27,93.18,92.3697248804491,0.810275119550927
2014-02-28,93.24,92.377235178475,0.862764821524995
2014-03-03,92.96,92.3850001254413,0.574999874558725
2014-03-04,92.61,92.3930155364772,0.216984463522759
2014-03-05,92.51,92.401277464393,0.108722535607019
2014-03-06,92.69,92.4097820516918,0.280217948308199
2014-03-07,92.58,92.4185254858187,0.161474514181335
2014-03-10,92.72,92.4275040700493,0.292495929950676
2014-03-11,92.69,92.4367141744062,0.253285825593765
2014-03-12,92.74,92.4461522898187,0.293847710181284
2014-03-13,92.9,92.4558150119133,0.44418498808671
2014-03-14,92.97,92.4656990577815,0.504300942218465
2014-03-17,92.83,92.4758013281242,0.354198671875762
2014-03-18,92.6,92.4861189320988,0.113881067901231
2014-03-19,92.62,92.4966491252744,0.123350874725628
2014-03-20,92.63,92.5073892102939,0.122610789706087
2014-03-21,92.65,92.5183365407891,0.131663459210926
2014-03-24,92.62,92.5294885210733,0.0905114789266963
2014-03-25,92.65,92.5408426098846,0.109157390115383
2014-03-26,92.57,92.5523963033754,0.0176036966245893
2014-03-27,92.54,92.5641471428187,-0.0241471428186587
2014-03-28,92.53,92.5760926767643,-0.0460926767642738
2014-03-31,92.55,92.5882304437808,-0.0382304437807724
2014-04-01,92.41,92.6005579633835,-0.190557963383498
2014-04-02,92.16,92.613072739285,-0.453072739285018
2014-04-03,91.98,92.6257721964292,-0.64577219642916
2014-04-04,92.02,92.6386535724774,-0.618653572477396
2014-04-08,92.03,92.6517138381548,-0.62171383815483
2014-04-09,92.1,92.66494970846,-0.564949708460009
2014-04-10,92.26,92.6783576414009,-0.418357641400847
2014-04-11,92.38,92.691933861457,-0.311933861456994
2014-04-14,92.57,92.7056744201761,-0.135674420176056
2014-04-15,92.52,92.7195752401647,-0.1995752401647
2014-04-16,92.47,92.7336321879471,-0.263632187947119
2014-04-17,92.65,92.7478410475512,-0.0978410475512267
2014-04-18,92.75,92.76219749403,-0.0121974940300116
2014-04-21,92.7,92.776697161993,-0.0766971619930303
2014-04-22,92.52,92.7913356810077,-0.271335681007667
2014-04-23,92.57,92.8061086489378,-0.236108648937788
2014-04-24,92.51,92.8210115514884,-0.311011551488361
2014-04-25,92.55,92.836039776766,-0.286039776766036
2014-04-28,92.56,92.851188584318,-0.291188584317968
2014-04-29,92.72,92.8664531154542,-0.146453115454187
2014-04-30,92.82,92.8818283911189,-0.0618283911189073
2014-05-05,92.81,92.8973093717186,-0.0873093717185854
2014-05-06,92.96,92.9128909921019,0.0471090078981162
2014-05-07,92.99,92.9285681510278,0.0614318489721462
2014-05-08,93.05,92.9443357667282,0.10566423327175
2014-05-09,93.33,92.9601887828284,0.369811217171625
2014-05-12,93.28,92.9761221866307,0.303877813369341
2014-05-13,93.15,92.9921311183031,0.157868881696946
2014-05-14,93.01,93.0082108436241,0.0017891563759375
2014-05-15,92.9,93.0243566936289,-0.124356693628878
2014-05-16,93.52,93.0405640000923,0.479435999907714
2014-05-19,93.48,93.0568280433849,0.42317195661507
2014-05-20,93.57,93.0731443020572,0.496855697942802
2014-05-21,93.66,93.0895084295814,0.570491570418561
2014-05-22,93.64,93.1059162848105,0.534083715189522
2014-05-23,93.64,93.1223639624154,0.517636037584607
2014-05-26,93.66,93.1388477778358,0.521152222164147
2014-05-27,93.89,93.1553642604814,0.73463573951858
2014-05-28,94.27,93.1719101551852,1.09808984481482
2014-05-29,94.23,93.188482510449,1.04151748955102
2014-05-30,94.61,93.2050788286809,1.40492117131912
2014-06-03,94.65,93.2216970428104,1.42830295718959
2014-06-04,94.97,93.238335666505,1.73166433349497
2014-06-05,94.38,93.2549938038352,1.12500619616483
2014-06-06,94.4,93.2716712746717,1.1283287253283
2014-06-09,94.52,93.2883683639178,1.23163163608218
2014-06-10,94.42,93.3050858228824,1.11491417711764
2014-06-11,94.49,93.3218249119812,1.16817508801879
2014-06-12,94.38,93.338587352491,1.041412647509
2014-06-13,94.43,93.3553753485649,1.07462465143509
2014-06-16,94.69,93.3721915348342,1.31780846516579
2014-06-17,94.52,93.3890389901369,1.13096100986313
2014-06-18,94.52,93.4059213380397,1.11407866196027
2014-06-19,94.5,93.4228426696037,1.07715733039634
2014-06-20,94.54,93.4398075364046,1.10019246359537
2014-06-23,94.52,93.4568209352723,1.06317906472766
2014-06-24,94.52,93.4738883178116,1.04611168218836
2014-06-25,94.47,93.4910155751029,0.978984424897099
2014-06-26,94.49,93.508209030647,0.981790969352967
2014-06-27,94.51,93.5254754126177,0.984524587382285
2014-06-30,94.43,93.5428218550216,0.887178144978392
2014-07-01,93.98,93.5602558988282,0.419744101171804
2014-07-02,93.82,93.5777854517307,0.242214548269253
2014-07-03,93.56,93.5954185949278,-0.0354185949278121
2014-07-04,93.77,93.6131635097395,0.156836490260506
2014-07-07,93.67,93.6310283628455,0.0389716371544585
2014-07-08,93.69,93.6490213857558,0.0409786142441901
2014-07-09,93.65,93.6671508260891,-0.0171508260891233
2014-07-10,93.71,93.6854249484034,0.024575051596645
2014-07-11,93.79,93.7038520101667,0.0861479898332705
2014-07-14,93.6,93.722440279006,-0.122440279006034
2014-07-15,93.4,93.741198058158,-0.341198058158038
2014-07-16,93.18,93.7601336002477,-0.580133600247646
2014-07-17,92.9,93.7792550168615,-0.879255016861466
2014-07-18,93,93.7985701797839,-0.798570179783913
2014-07-21,93.06,93.8180865973496,-0.758086597349558
2014-07-22,93.04,93.8378114477965,-0.797811447796516
2014-07-23,92.94,93.8577515960003,-0.91775159600028
2014-07-24,92.98,93.8779135770529,-0.897913577052905
2014-07-25,93.27,93.8983035466856,-0.628303546685592
2014-07-28,93.07,93.9189272894672,-0.848927289467172
2014-07-29,93.04,93.9397903302521,-0.899790330252112
2014-07-30,93.03,93.9608978429818,-0.930897842981759
2014-07-31,93.16,93.9822546296603,-0.822254629660352
2014-08-01,93.31,94.0038651074967,-0.693865107496739
2014-08-04,93.27,94.0257333538124,-0.755733353812439
2014-08-05,93.2,94.0478631591129,-0.847863159112844
2014-08-06,93.06,94.0702580015144,-1.0102580015144
2014-08-07,93.04,94.0929210086601,-1.05292100866012
2014-08-08,92.99,94.1158548905932,-1.12585489059317
2014-08-11,92.97,94.1390619221219,-1.16906192212189
2014-08-12,92.7,94.1625439126713,-1.4625439126713
2014-08-13,93.01,94.1863021884234,-1.17630218842343
2014-08-14,93.17,94.210337471003,-1.04033747100296
2014-08-15,93.84,94.234649995799,-0.394649995799037
2014-08-18,93.7,94.2592395681667,-0.559239568166732
2014-08-19,93.45,94.2841058303293,-0.834105830329249
2014-08-20,93.52,94.3092481933417,-0.789248193341689
2014-08-21,93.57,94.3346657234746,-0.764665723474562
2014-08-22,93.66,94.360357160754,-0.700357160754012
