"AU_10yryDate","AU_10yryClose","AU_10yry_hpft","AU_10yry_hpfc"
2023-02-12,3.813,3.59189563003965,0.221104369960353
2023-02-11,3.804,3.59384960508147,0.210150394918528
2023-02-10,3.716,3.59579666638855,0.120203333611448
2023-02-09,3.667,3.59773714624523,0.0692628537547666
2023-02-08,3.638,3.59967142662307,0.038328573376929
2023-02-07,3.587,3.60159991812413,-0.0145999181241262
2023-02-06,3.479,3.60352304719393,-0.12452304719393
2023-02-05,3.503,3.605441234243,-0.102441234242997
2023-02-04,3.504,3.60735484820902,-0.103354848209017
2023-02-03,3.388,3.60926421568461,-0.22126421568461
2023-02-02,3.502,3.61116962053964,-0.109169620539639
2023-02-01,3.567,3.61307125518225,-0.0460712551822502
2023-01-31,3.529,3.61496926689425,-0.0859692668942507
2023-01-30,3.569,3.61686378391346,-0.0478637839134576
2023-01-29,3.57,3.61875489894144,-0.0487548989414373
2023-01-28,3.56,3.62064268489479,-0.0606426848947887
2023-01-27,3.569,3.62252719453681,-0.0535271945368054
2023-01-26,3.488,3.62440845556353,-0.136408455563532
2023-01-25,3.499,3.62628647354502,-0.12728647354502
2023-01-24,3.463,3.62816119766555,-0.165161197665547
2023-01-23,3.458,3.63003252449429,-0.172032524494292
2023-01-22,3.453,3.63190028232943,-0.178900282329427
2023-01-21,3.466,3.6337642283578,-0.167764228357802
2023-01-20,3.421,3.63562404581609,-0.214624045816088
2023-01-19,3.359,3.63747934859396,-0.278479348593959
2023-01-18,3.564,3.63932966186415,-0.0753296618641539
2023-01-17,3.612,3.64117439568722,-0.029174395687224
2023-01-16,3.597,3.64301292898548,-0.0460129289854756
2023-01-15,3.626,3.6448446286217,-0.018844628621705
2023-01-14,3.611,3.64666884243881,-0.0356688424388065
2023-01-13,3.574,3.64848491049006,-0.0744849104900612
2023-01-12,3.593,3.6502921580847,-0.057292158084699
2023-01-11,3.733,3.65208987974286,0.08091012025714
2023-01-10,3.738,3.65387734630243,0.0841226536975734
2023-01-09,3.737,3.65565386204626,0.0813461379537384
2023-01-08,3.695,3.65741876603014,0.0375812339698559
2023-01-07,3.704,3.65917143093509,0.0448285690649129
2023-01-06,3.817,3.66091124497669,0.156088755023306
2023-01-05,3.851,3.66263761490085,0.188362385099153
2023-01-04,3.904,3.66435001197428,0.239649988025716
2023-01-03,4.031,3.66604798532515,0.364952014674849
2023-01-02,4.023,3.66773118314329,0.355268816856713
2023-01-01,4.053,3.66939940447503,0.383600595524969
2022-12-31,4.053,3.67105259522052,0.381947404779478
2022-12-30,4.034,3.672690859845,0.361309140154998
2022-12-29,4.055,3.67431446069535,0.38068553930465
2022-12-28,4.065,3.67592380946921,0.389076190530795
2022-12-27,3.986,3.67751947522421,0.308480524775787
2022-12-26,3.838,3.6791021878465,0.158897812153495
2022-12-25,3.833,3.68067280473567,0.152327195264333
2022-12-24,3.833,3.68223224897325,0.150767751026752
2022-12-23,3.846,3.68378150660671,0.162218493393287
2022-12-22,3.773,3.68532162600488,0.0876783739951172
2022-12-21,3.737,3.68685372259117,0.0501462774088289
2022-12-20,3.763,3.6883789480317,0.074621051968303
2022-12-19,3.526,3.68989847472103,-0.163898474721026
2022-12-18,3.488,3.69141350589909,-0.203413505899091
2022-12-17,3.474,3.69292517705678,-0.218925177056777
2022-12-16,3.462,3.694434539602,-0.232434539601997
2022-12-15,3.464,3.6959425544478,-0.231942554447803
2022-12-14,3.356,3.69745008642816,-0.341450086428157
2022-12-13,3.404,3.6989579045013,-0.294957904501296
2022-12-12,3.369,3.70046663648372,-0.331466636483719
2022-12-11,3.364,3.70197678826819,-0.337976788268189
2022-12-10,3.365,3.70348872873249,-0.338488728732491
2022-12-09,3.302,3.7050026870484,-0.403002687048395
2022-12-08,3.337,3.70651875247004,-0.369518752470045
2022-12-07,3.363,3.70803684766647,-0.345036847666471
2022-12-06,3.367,3.70955674256252,-0.342556742562525
2022-12-05,3.379,3.71107806445869,-0.332078064458686
2022-12-04,3.338,3.71260029905626,-0.374600299056259
2022-12-03,3.342,3.71412279478883,-0.372122794788826
2022-12-02,3.395,3.71564474524527,-0.320644745245271
2022-12-01,3.415,3.71716519019388,-0.302165190193877
2022-11-30,3.486,3.71868303686128,-0.232683036861284
2022-11-29,3.629,3.72019706757119,-0.0911970675711875
2022-11-28,3.548,3.72170596846548,-0.17370596846548
2022-11-27,3.604,3.72320838798885,-0.119208387988855
2022-11-26,3.603,3.72470290278294,-0.121702902782943
2022-11-25,3.592,3.72618804021341,-0.13418804021341
2022-11-24,3.526,3.72766227733884,-0.201662277338835
2022-11-23,3.612,3.72912403574986,-0.117124035749864
2022-11-22,3.6,3.73057165367807,-0.130571653678067
2022-11-21,3.588,3.73200342094067,-0.144003420940673
2022-11-20,3.649,3.73341757338177,-0.0844175733817696
2022-11-19,3.638,3.73481228732028,-0.0968122873202769
2022-11-18,3.631,3.7361857041803,-0.105185704180302
2022-11-17,3.64,3.7375359253676,-0.0975359253675962
2022-11-16,3.71,3.73886100880841,-0.0288610088084075
2022-11-15,3.776,3.74015897211151,0.0358410278884941
2022-11-14,3.754,3.74142782095576,0.012572179044236
2022-11-13,3.712,3.74266557583522,-0.0306655758352238
2022-11-12,3.679,3.74387026244077,-0.0648702624407718
2022-11-11,3.658,3.74503989378719,-0.0870398937871863
2022-11-10,3.761,3.74617245607484,0.0148275439251629
2022-11-09,3.907,3.74726589952517,0.159734100474825
2022-11-08,4.055,3.74831818048874,0.30668181951126
2022-11-07,3.909,3.74932732134374,0.159672678656257
2022-11-06,3.882,3.75029147123838,0.131708528761621
2022-11-05,3.9,3.75120884532293,0.14879115467707
2022-11-04,3.867,3.75207771319085,0.114922286809147
2022-11-03,3.921,3.75289640593984,0.168103594060161
2022-11-02,3.775,3.75366330217177,0.021336697828234
2022-11-01,3.797,3.75437684997579,0.0426231500242054
2022-10-31,3.762,3.75503550626093,0.0069644937390684
2022-10-30,3.768,3.75563774555471,0.0123622544452898
2022-10-29,3.775,3.75618204526374,0.0188179547362634
2022-10-28,3.77,3.75666688790444,0.0133331120955614
2022-10-27,3.877,3.75709076377197,0.119909236228026
2022-10-26,3.967,3.75745216867289,0.209547831327113
2022-10-25,4.111,3.75774964797923,0.353250352020774
2022-10-24,4.163,3.75798183368186,0.405018166318136
2022-10-23,4.177,3.75814750379106,0.418852496208934
2022-10-22,4.214,3.75824560373534,0.455754396264661
2022-10-21,4.204,3.75827525207981,0.445724747920186
2022-10-20,4.079,3.75823575578056,0.32076424421944
2022-10-19,3.943,3.75812660603789,0.184873393962109
2022-10-18,3.963,3.75794742664346,0.205052573356539
2022-10-17,4.05,3.75769791780808,0.292302082191921
2022-10-16,4.066,3.7573778645029,0.308622135497101
2022-10-15,4.062,3.75698717252525,0.305012827474746
2022-10-14,4.002,3.75652587524413,0.24547412475587
2022-10-13,4.013,3.75599413210887,0.257005867891127
2022-10-12,3.97,3.75539220403774,0.214607795962264
2022-10-11,3.997,3.75472045818508,0.24227954181492
2022-10-10,3.911,3.7539793504154,0.1570206495846
2022-10-09,3.912,3.75316943674159,0.158830563258408
2022-10-08,3.914,3.75229133808286,0.161708661917144
2022-10-07,3.852,3.75134574101251,0.100654258987493
2022-10-06,3.798,3.75033339894767,0.0476666010523293
2022-10-05,3.655,3.74925510691183,-0.0942551069118286
2022-10-04,3.716,3.74811167963206,-0.0321116796320567
2022-10-03,3.911,3.74690389287411,0.164096107125886
2022-10-02,3.912,3.74563250913006,0.166367490869937
2022-10-01,3.91,3.74429835872267,0.165701641277335
2022-09-30,3.975,3.74290234074445,0.232097659255553
2022-09-29,3.906,3.74144542278213,0.164554577217873
2022-09-28,3.906,3.73992866836243,0.166071331637575
2022-09-27,4.086,3.73835320903229,0.347646790967711
2022-09-26,3.948,3.7367202449858,0.211279755014197
2022-09-25,3.9425,3.73503112012026,0.207468879879745
2022-09-24,3.937,3.73328726566757,0.203712734332426
2022-09-23,3.95,3.73149019861895,0.218509801381046
2022-09-22,3.867,3.72964152017207,0.13735847982793
2022-09-21,3.744,3.72774292184804,0.0162570781519633
2022-09-20,3.654,3.72579615194635,-0.071796151946353
2022-09-19,3.699,3.72380296548645,-0.0248029654864535
2022-09-17,3.715,3.72176508781022,-0.00676508781021655
2022-09-16,3.752,3.7196842340069,0.032315765993098
2022-09-15,3.669,3.71756211636934,-0.0485621163693427
2022-09-14,3.703,3.71540046054858,-0.0124004605485803
2022-09-13,3.708,3.71320097212171,-0.00520097212171316
2022-09-12,3.632,3.71096535154042,-0.0789653515404157
2022-09-11,3.599,3.70869529710612,-0.109695297106123
2022-09-10,3.566,3.70639247447933,-0.14039247447933
2022-09-09,3.59,3.70405850397685,-0.114058503976854
2022-09-08,3.578,3.7016949478829,-0.123694947882901
2022-09-07,3.755,3.69930332133454,0.0556966786654573
2022-09-06,3.742,3.69688508833829,0.0451149116617131
2022-09-05,3.698,3.69444173592345,0.00355826407654847
2022-09-04,3.6715,3.69197476976799,-0.0204747697679925
2022-09-03,3.645,3.68948569702076,-0.0444856970207646
2022-09-02,3.64,3.6869760163671,-0.0469760163671011
2022-09-01,3.727,3.68444720810376,0.042552791896241
2022-08-31,3.625,3.68190073310956,-0.0569007331095589
2022-08-30,3.651,3.67933806985291,-0.0283380698529134
2022-08-29,3.727,3.67676067328169,0.0502393267183056
2022-08-28,3.664,3.67416998663003,-0.0101699866300315
2022-08-27,3.601,3.67156747389892,-0.0705674738989231
2022-08-26,3.593,3.66895459488554,-0.0759545948855397
2022-08-25,3.713,3.66633278021728,0.0466672197827209
2022-08-24,3.636,3.66370342912496,-0.0277034291249646
2022-08-23,3.622,3.66106796012976,-0.0390679601297569
2022-08-22,3.547,3.65842778030136,-0.111427780301357
2022-08-21,3.5145,3.65578428056033,-0.141284280560329
2022-08-20,3.482,3.65313880576748,-0.171138805767483
2022-08-19,3.413,3.65049264238238,-0.23749264238238
2022-08-18,3.355,3.64784700612268,-0.292847006122682
2022-08-17,3.291,3.64520301453614,-0.354203014536145
2022-08-16,3.252,3.64256166411935,-0.390561664119347
2022-08-15,3.289,3.63992380495558,-0.350923804955581
2022-08-14,3.3455,3.63729012568566,-0.291790125685657
2022-08-13,3.402,3.6346611698926,-0.232661169892601
2022-08-12,3.427,3.63203736054512,-0.205037360545119
2022-08-11,3.323,3.62941902443914,-0.306419024439141
2022-08-10,3.238,3.62680640361643,-0.388806403616425
2022-08-09,3.19,3.62419961345741,-0.43419961345741
2022-08-08,3.239,3.6215986086256,-0.382598608625598
2022-08-07,3.1775,3.61900316430384,-0.441503164303837
2022-08-05,3.116,3.61641289752409,-0.500412897524089
2022-08-04,3.159,3.61382724281866,-0.454827242818663
2022-08-03,3.097,3.61124542786931,-0.514245427869309
2022-08-02,3.032,3.60866649235047,-0.576666492350471
2022-08-01,3.128,3.60608926336822,-0.478089263368217
2022-07-31,3.073,3.60351232965788,-0.530512329657879
2022-07-30,3.088,3.60093408233191,-0.512934082331907
2022-07-29,3.082,3.59835269321028,-0.51635269321028
2022-07-28,3.219,3.59576612208668,-0.376766122086677
2022-07-27,3.295,3.59317211531531,-0.298172115315315
2022-07-26,3.379,3.59056826351046,-0.211568263510462
2022-07-25,3.367,3.58795203403401,-0.220952034034014
2022-07-24,3.3435,3.58532080679405,-0.241820806794047
2022-07-23,3.32,3.58267187036594,-0.262671870365936
2022-07-22,3.473,3.58000241336612,-0.107002413366119
2022-07-21,3.561,3.57730951583299,-0.016309515832986
2022-07-20,3.578,3.57459021357447,0.00340978642552944
2022-07-19,3.532,3.57184153565677,-0.0398415356567681
2022-07-18,3.445,3.56906051255564,-0.124060512555645
2022-07-17,3.468,3.56624415827781,-0.0982441582778108
2022-07-15,3.449,3.56338943554853,-0.114389435548531
2022-07-14,3.474,3.56049326648268,-0.0864932664826773
2022-07-13,3.422,3.55755252591125,-0.135552525911245
2022-07-12,3.434,3.55456405291242,-0.120564052912421
2022-07-11,3.567,3.55152463053237,0.0154753694676333
2022-07-10,3.558,3.54843099198098,0.00956900801901764
2022-07-09,3.549,3.54527987686506,0.00372012313493639
2022-07-08,3.488,3.54206802874673,-0.0540680287467274
2022-07-07,3.479,3.53879219272603,-0.0597921927260329
2022-07-06,3.429,3.53544909155333,-0.106449091553332
2022-07-05,3.609,3.53203542326325,0.0769645767367494
2022-07-04,3.507,3.52854784188883,-0.0215478418888275
2022-07-03,3.49,3.52498303327719,-0.034983033277195
2022-07-02,3.473,3.5213376743681,-0.0483376743681022
2022-07-01,3.534,3.517608427641,0.0163915723589987
2022-06-30,3.694,3.51379193559441,0.180208064405586
2022-06-29,3.776,3.50988484750268,0.266115152497322
2022-06-28,3.737,3.50588388713069,0.231116112869311
2022-06-27,3.738,3.50178588824471,0.236214111755285
2022-06-26,3.727,3.49758778014488,0.229412219855119
2022-06-25,3.716,3.49328658977331,0.22271341022669
2022-06-24,3.705,3.48887943890146,0.216120561098541
2022-06-23,3.854,3.48436354136146,0.369636458638543
2022-06-22,4.017,3.47973620032149,0.537263799678513
2022-06-21,4.0345,3.47499487174204,0.559505128257963
2022-06-20,4.052,3.47013723366737,0.581862766332625
2022-06-19,4.0725,3.46516119541797,0.607338804582032
2022-06-18,4.093,3.46006490683368,0.632935093166324
2022-06-17,4.128,3.4548467688031,0.673153231196897
2022-06-16,4.102,3.44950544384565,0.652494556154351
2022-06-15,4.122,3.44403987273435,0.677960127265653
2022-06-14,3.98,3.43844926595762,0.541550734042377
2022-06-13,3.948,3.43273311424539,0.515266885754613
2022-06-12,3.809,3.42689113218301,0.382108867816994
2022-06-10,3.67,3.42092324734596,0.24907675265404
2022-06-09,3.59,3.41482954525848,0.175170454741522
2022-06-08,3.528,3.40861021440319,0.119389785596814
2022-06-07,3.529,3.40226551567123,0.126734484328768
2022-06-06,3.49,3.39579575930427,0.0942042406957316
2022-06-03,3.511,3.38920130793134,0.121798692068657
2022-06-02,3.492,3.38248256312148,0.109517436878518
2022-06-01,3.412,3.37563997679026,0.0363600232097399
2022-05-31,3.354,3.3686740461235,-0.0146740461234959
2022-05-30,3.234,3.36158528333714,-0.127585283337136
2022-05-29,3.242,3.35437419458093,-0.112374194580926
2022-05-28,3.25,3.34704123326612,-0.0970412332661218
2022-05-27,3.267,3.33958680635308,-0.0725868063530841
2022-05-26,3.237,3.33201128068937,-0.0950112806893695
2022-05-25,3.238,3.32431499311799,-0.086314993117992
2022-05-24,3.325,3.31649824120782,0.008501758792177
2022-05-23,3.294,3.30856128684901,-0.0145612868490142
2022-05-22,3.266,3.3005043954459,-0.0345043954458975
2022-05-21,3.238,3.29232782638335,-0.0543278263833451
2022-05-20,3.3245,3.28403182478406,0.0404681752159372
2022-05-19,3.411,3.27561661331344,0.135383386686561
2022-05-18,3.425,3.267082431365,0.157917568635004
2022-05-17,3.423,3.25842957429422,0.164570425705782
2022-05-16,3.366,3.24965840273337,0.116341597266631
2022-05-15,3.3735,3.24076934534156,0.132730654658442
2022-05-14,3.381,3.23176287886865,0.149237121131348
2022-05-13,3.416,3.22263953493037,0.193360465069627
2022-05-12,3.451,3.21339990683074,0.237600093169263
2022-05-11,3.498,3.2040446678013,0.293955332198704
2022-05-10,3.532,3.1945745892881,0.3374254107119
2022-05-09,3.549,3.18499056424627,0.364009435753727
2022-05-08,3.556,3.17529362510916,0.380706374890835
2022-05-07,3.563,3.16548495477669,0.397515045223306
2022-05-06,3.484,3.15556589351812,0.328434106481881
2022-05-05,3.397,3.1455379459189,0.251462054081097
2022-05-04,3.49,3.1354027523262,0.354597247673804
2022-05-03,3.304,3.12516205703137,0.178837942968631
2022-05-02,3.254,3.11481775090202,0.139182249097984
2022-05-01,3.2485,3.10437179873027,0.144128201269733
2022-04-30,3.243,3.0938262228403,0.149173777159698
2022-04-29,3.177,3.08318310513342,0.0938168948665826
2022-04-28,3.096,3.0724445891732,0.0235554108267982
2022-04-27,3.102,3.06161285730335,0.040387142696652
2022-04-26,3.114,3.05069010160463,0.0633098983953724
2022-04-25,3.06,3.03967853085191,0.0203214691480902
2022-04-24,3.0885,3.02858037999,0.0599196200099997
2022-04-23,3.117,3.01739789236401,0.0996021076359878
2022-04-22,3.141,3.00613333608707,0.134866663912926
2022-04-21,3.068,2.99478902044378,0.0732109795562244
2022-04-20,3.107,2.98336731046751,0.123632689532485
2022-04-19,3.051,2.9718706014538,0.0791293985461976
2022-04-18,3.0315,2.9603013398032,0.0711986601967959
2022-04-17,3.012,2.94866200462504,0.0633379953749623
2022-04-15,2.9925,2.9369551044593,0.0555448955407005
2022-04-14,2.973,2.92518317402745,0.0478168259725523
2022-04-13,3.042,2.91334877101095,0.128651228989046
2022-04-12,3.067,2.90145447285686,0.165545527143141
2022-04-11,3.011,2.88950291019139,0.121497089808608
2022-04-10,3.001,2.87749678207053,0.12350321792947
2022-04-09,2.991,2.86543883777259,0.125561162227415
2022-04-08,2.967,2.85333187762679,0.113668122373207
2022-04-07,2.937,2.84117875386444,0.0958212461355549
2022-04-06,2.974,2.82898236570282,0.145017634297181
2022-04-05,2.801,2.81674565196762,-0.0157456519676152
2022-04-04,2.811,2.80447161142917,0.00652838857083515
2022-04-03,2.831,2.79216323634906,0.0388367636509406
2022-04-02,2.851,2.77982352168742,0.071176478312579
2022-04-01,2.845,2.76745547845813,0.0775445215418734
2022-03-31,2.77,2.75506214709645,0.0149378529035539
2022-03-30,2.789,2.74264660009134,0.0463533999086611
2022-03-29,2.889,2.73021191610662,0.158788083893379
2022-03-28,2.857,2.71776119296665,0.139238807033346
2022-03-25,2.773,2.70529759413243,0.0677024058675724
2022-03-24,2.722,2.69282434062066,0.0291756593793363
2022-03-23,2.685,2.68034468143352,0.00465531856647913
2022-03-22,2.706,2.66786187763322,0.0381381223667821
2022-03-21,2.55,2.6553791922063,-0.105379192206298
2022-03-20,2.53,2.64289990390406,-0.112899903904057
2022-03-19,2.521,2.63042724791828,-0.109427247918283
2022-03-18,2.55,2.61796441277249,-0.0679644127724876
2022-03-17,2.511,2.60551454175731,-0.0945145417573116
2022-03-16,2.479,2.59308075006971,-0.114080750069709
2022-03-15,2.537,2.58066611383807,-0.0436661138380654
2022-03-14,2.424,2.56827366203439,-0.144273662034394
2022-03-13,2.375,2.55590640558091,-0.180906405580906
2022-03-12,2.36,2.54356729576287,-0.183567295762871
2022-03-11,2.396,2.53125920908609,-0.135259209086094
2022-03-10,2.335,2.51898494617714,-0.183984946177137
2022-03-09,2.273,2.50674725175169,-0.23374725175169
2022-03-08,2.312,2.49454879447369,-0.182548794473688
2022-03-07,2.101,2.48239214638512,-0.381392146385121
2022-03-06,2.08,2.47027980406978,-0.39027980406978
2022-03-05,2.107,2.45821410645921,-0.351214106459206
2022-03-04,2.134,2.44619723115902,-0.312197231159016
2022-03-03,2.156,2.434231210597,-0.278231210596999
2022-03-02,2.107,2.42231794815122,-0.315317948151219
2022-03-01,2.17,2.41045923219014,-0.240459232190138
2022-02-28,2.178,2.39865672074231,-0.220656720742307
2022-02-27,2.858,2.38691197244041,0.471088027559591
2022-02-26,2.871,2.37522645470628,0.49577354529372
2022-02-25,2.229,2.36360182969052,-0.134601829690516
2022-02-24,2.168,2.3520399644768,-0.184039964476803
2022-02-23,2.253,2.34054267050971,-0.0875426705097056
2022-02-22,2.187,2.32911168315911,-0.142111683159114
2022-02-21,2.195,2.31774870160829,-0.122748701608292
2022-02-20,2.19,2.30645536629733,-0.116455366297327
2022-02-19,2.184,2.29523326692658,-0.111233266926578
2022-02-18,2.237,2.28408394505885,-0.0470839450588498
2022-02-17,2.239,2.27300889627753,-0.0340088962775344
2022-02-16,2.235,2.26200959670321,-0.0270095967032107
2022-02-15,2.17,2.25108750839871,-0.0810875083987099
2022-02-14,2.128,2.24024408226196,-0.11224408226196
2022-02-13,2.114,2.22948073567271,-0.11548073567271
2022-02-12,2.1,2.2187988396139,-0.118798839613899
2022-02-11,2.175,2.20819971733284,-0.0331997173328427
2022-02-10,2.08,2.19768464297042,-0.117684642970423
2022-02-09,2.09,2.18725487694396,-0.0972548769439597
2022-02-08,2.138,2.17691163102481,-0.0389116310248121
2022-02-07,2.019,2.16665607678305,-0.147656076783051
2022-02-06,2.022,2.15648936970412,-0.134489369704124
2022-02-05,2.012,2.14641260423859,-0.134412604238592
2022-02-04,1.948,2.13642681924433,-0.188426819244332
2022-02-03,1.861,2.12653299801859,-0.265532998018586
2022-02-02,1.911,2.11673204597063,-0.205732045970626
2022-02-01,1.91,2.10702475874872,-0.197024758748716
2022-01-31,1.912,2.09741184696006,-0.185411846960058
2022-01-30,1.895,2.08789393976958,-0.19289393976958
2022-01-29,1.915,2.07847158970064,-0.163471589700642
2022-01-28,1.951,2.06914526954187,-0.118145269541874
2022-01-27,2.028,2.05991538450898,-0.0319153845089834
2022-01-26,1.974,2.05078229098174,-0.0767822909817417
2022-01-25,1.958,2.04174633214701,-0.0837463321470059
2022-01-24,1.926,2.03280781945307,-0.106807819453067
2022-01-23,1.897,2.02396702973083,-0.126967029730826
2022-01-22,1.88,2.0152241956612,-0.135224195661202
2022-01-21,1.893,2.00657949744205,-0.113579497442048
2022-01-20,1.988,1.99803305937472,-0.0100330593747189
2022-01-19,1.998,1.98958495881156,0.0084150411884417
2022-01-18,1.927,1.98123526895772,-0.0542352689577181
2022-01-17,1.91,1.97298406649666,-0.0629840664966635
2022-01-16,1.893,1.96483140569338,-0.0718314056933848
