"MA0Date","MA0Close","MA0_hpft","MA0_hpfc"
2012-08-30,2635,2791.97671313892,-156.976713138918
2012-08-31,2647,2791.38192966594,-144.381929665939
2012-09-03,2671,2790.8131576969,-119.813157696896
2012-09-04,2621,2790.27031110868,-169.270311108683
2012-09-05,2553,2789.75325425225,-236.753254252251
2012-09-06,2635,2789.261781509,-154.261781509003
2012-09-07,2684,2788.79558939607,-104.795589396065
2012-09-10,2717,2788.35431066496,-71.3543106649596
2012-09-11,2708,2787.93753474892,-79.9375347489228
2012-09-12,2730,2787.54482158618,-57.54482158618
2012-09-13,2702,2787.17569807203,-85.1756980720258
2012-09-14,2814,2786.82966731507,27.1703326849345
2012-09-17,2824,2786.50619721558,37.4938027844236
2012-09-18,2813,2786.20476690503,26.7952330949682
2012-09-19,2820,2785.92487101335,34.0751289866512
2012-09-20,2787,2785.6660152465,1.33398475350268
2012-09-21,2791,2785.42771939573,5.57228060426715
2012-09-24,2777,2785.20950380371,-8.20950380371417
2012-09-25,2802,2785.01089111644,16.9891088835592
2012-09-26,2777,2784.8314005865,-7.83140058650411
2012-09-27,2777,2784.67055848911,-7.67055848910845
2012-09-28,2812,2784.52788786215,27.4721121378463
2012-10-08,2790,2784.40290857301,5.59709142699267
2012-10-09,2769,2784.29515184476,-15.295151844759
2012-10-10,2831,2784.2041512142,46.7958487858048
2012-10-11,2834,2784.12943389565,49.8705661043478
2012-10-12,2864,2784.07054644702,79.9294535529766
2012-10-15,2811,2784.02705604067,26.9729439593255
2012-10-16,2812,2783.99856288861,28.0014371113857
2012-10-17,2834,2783.98467835235,50.0153216476474
2012-10-18,2849,2783.98502536808,65.0149746319184
2012-10-19,2810,2783.99924754629,26.000752453708
2012-10-22,2815,2784.02701537211,30.9729846278917
2012-10-23,2812,2784.06801007824,27.9319899217595
2012-10-24,2819,2784.12192570045,34.8780742995512
2012-10-25,2814,2784.18846782044,29.8115321795625
2012-10-26,2813,2784.2673564371,28.7326435628998
2012-10-29,2799,2784.35832387222,14.6416761277796
2012-10-30,2824,2784.46111432451,39.5388856754912
2012-10-31,2826,2784.57547804492,41.424521955076
2012-11-01,2832,2784.70118162825,47.2988183717523
2012-11-02,2823,2784.83800879248,38.1619912075155
2012-11-05,2799,2784.98576280707,14.014237192925
2012-11-06,2797,2785.14426271606,11.855737283942
2012-11-07,2802,2785.31333335642,16.6866666435829
2012-11-08,2793,2785.49280446583,7.50719553417207
2012-11-09,2775,2785.68251267955,-10.6825126795542
2012-11-12,2731,2785.88229773605,-54.8822977360544
2012-11-13,2703,2786.09199495802,-83.0919949580212
2012-11-14,2710,2786.31141698204,-76.3114169820434
2012-11-15,2721,2786.54034209782,-65.540342097821
2012-11-16,2708,2786.77851705098,-78.7785170509803
2012-11-19,2700,2787.02566149539,-87.0256614953892
2012-11-20,2717,2787.28146252106,-70.2814625210604
2012-11-21,2722,2787.54557124508,-65.5455712450837
2012-11-22,2725,2787.81760973305,-62.817609733045
2012-11-23,2735,2788.0971729566,-53.0971729565987
2012-11-26,2748,2788.38382992114,-40.383829921139
2012-11-27,2744,2788.67712768383,-44.6771276838317
2012-11-28,2744,2788.97659660878,-44.9765966087784
2012-11-29,2744,2789.28174859234,-45.2817485923427
2012-11-30,2758,2789.5920769394,-31.5920769394037
2012-12-03,2765,2789.90705623715,-24.9070562371477
2012-12-04,2765,2790.2261480139,-25.2261480138971
2012-12-05,2777,2790.54880350239,-13.5488035023925
2012-12-06,2775,2790.87446350789,-15.8744635078902
2012-12-07,2778,2791.20256323513,-13.2025632351272
2012-12-10,2765,2791.53253132696,-26.5325313269645
2012-12-11,2763,2791.86379096886,-28.8637909688587
2012-12-12,2768,2792.19575437879,-24.1957543787868
2012-12-13,2750,2792.52782184359,-42.5278218435929
2012-12-14,2765,2792.85938364857,-27.8593836485704
2012-12-17,2767,2793.18981249972,-26.1898124997205
2012-12-18,2767,2793.5184695871,-26.5184695870967
2012-12-19,2757,2793.84470527494,-36.8447052749363
2012-12-20,2756,2794.1678589658,-38.1678589658004
2012-12-21,2731,2794.48725483215,-63.4872548321519
2012-12-24,2719,2794.80220126937,-75.8022012693733
2012-12-25,2726,2795.11198042978,-69.111980429777
2012-12-26,2721,2795.41584313209,-74.4158431320905
2012-12-27,2726,2795.71301162693,-69.7130116269331
2012-12-28,2729,2796.00267740441,-67.0026774044075
2012-12-31,2725,2796.28400313806,-71.284003138059
2013-01-04,2819,2796.55612380523,22.4438761947747
2013-01-07,2826,2796.81814491728,29.1818550827152
2013-01-08,2830,2797.06918126303,32.9308187369687
2013-01-09,2811,2797.30835969384,13.6916403061553
2013-01-10,2826,2797.53482067341,28.4651793265928
2013-01-11,2795,2797.74771032494,-2.74771032493948
2013-01-14,2808,2797.94618653807,10.0538134619305
2013-01-15,2794,2798.1294060666,-4.12940606659662
2013-01-16,2786,2798.29652982017,-12.2965298201688
2013-01-17,2823,2798.44671700153,24.5532829984744
2013-01-18,2934,2798.57912173048,135.42087826952
2013-01-21,2922,2798.69290827623,123.307091723766
2013-01-22,2917,2798.78729688548,118.212703114524
2013-01-23,2943,2798.86155877511,144.138441224894
2013-01-24,2913,2798.9150140264,114.084985973605
2013-01-25,2926,2798.94704230171,127.052957698286
2013-01-28,2923,2798.95707042153,124.042929578475
2013-01-29,2941,2798.94457772484,142.055422275159
2013-01-30,2962,2798.90909482516,163.090905174844
2013-01-31,2939,2798.85021105579,140.149788944212
2013-02-01,2944,2798.76758316542,145.232416834578
2013-02-04,2968,2798.66092583495,169.339074165053
2013-02-05,2943,2798.53001377853,144.469986221469
2013-02-06,2966,2798.37469170831,167.625308291692
2013-02-07,2962,2798.1948640545,163.805135945496
2013-02-08,2953,2797.99050453686,155.009495463144
2013-02-18,2971,2797.76165458557,173.23834541443
2013-02-19,2983,2797.50841970556,185.491580294436
2013-02-20,2980,2797.23097701162,182.769022988379
2013-02-21,2924,2796.92958029308,127.07041970692
2013-02-22,2921,2796.60455888878,124.39544111122
2013-02-25,2880,2796.25629466338,83.743705336625
2013-02-26,2854,2795.88522090151,58.1147790984895
2013-02-27,2876,2795.49180550417,80.5081944958265
2013-02-28,2894,2795.07654039462,98.9234596053791
2013-03-01,2874,2794.63995077497,79.3600492250336
2013-03-04,2855,2794.18260273829,60.8173972617095
2013-03-05,2864,2793.70509518202,70.2949048179838
2013-03-06,2859,2793.20805214292,65.7919478570766
2013-03-07,2832,2792.69212671494,39.3078732850648
2013-03-08,2820,2792.15799918775,27.8420008122508
2013-03-11,2813,2791.60636609929,21.3936339007094
2013-03-12,2809,2791.03793549629,17.9620645037129
2013-03-13,2786,2790.45342426871,-4.45342426871476
2013-03-14,2792,2789.85355673136,2.14644326864126
2013-03-15,2800,2789.23905535814,10.7609446418579
2013-03-18,2784,2788.61064351023,-4.61064351023333
2013-03-19,2790,2787.96904899694,2.03095100305781
2013-03-20,2794,2787.31499772172,6.68500227828379
2013-03-21,2794,2786.64921642754,7.35078357245831
2013-03-22,2787,2785.97243462069,1.0275653793107
2013-03-25,2790,2785.28538484594,4.7146151540608
2013-03-26,2795,2784.58880007284,10.4111999271555
2013-03-27,2790,2783.8834152198,6.11658478020446
2013-03-28,2782,2783.16996950875,-1.16996950875394
2013-03-29,2783,2782.44920469003,0.550795309971985
2013-04-01,2862,2781.7218620303,80.2781379696995
2013-04-02,2888,2780.98868302393,107.01131697607
2013-04-03,2876,2780.25044234904,95.7495576509555
2013-04-08,2884,2779.50795891794,104.492041082064
2013-04-09,2868,2778.76209122191,89.2379087780878
2013-04-10,2888,2778.01374094509,109.986259054908
2013-04-11,2873,2777.26384665895,95.7361533410475
2013-04-12,2861,2776.51339239888,84.4866076011243
2013-04-15,2826,2775.76340177372,50.2365982262831
2013-04-16,2798,2775.01493331569,22.9850666843057
2013-04-17,2791,2774.26906632282,16.7309336771812
2013-04-18,2785,2773.52688959421,11.4731104057923
2013-04-19,2795,2772.78949884487,22.2105011551258
2013-04-22,2778,2772.05799453234,5.94200546766288
2013-04-23,2768,2771.33348629505,-3.33348629505368
2013-04-24,2780,2770.61708622766,9.38291377233491
2013-04-25,2771,2769.90990504689,1.09009495310612
2013-04-26,2782,2769.21305734797,12.7869426520299
2013-05-02,2762,2768.52765817671,-6.52765817670573
2013-05-03,2790,2767.85482786458,22.1451721354165
2013-05-06,2812,2767.19568404474,44.8043159552561
2013-05-07,2808,2766.55135350432,41.4486464956799
2013-05-08,2819,2765.92298155068,53.0770184493205
2013-05-09,2804,2765.31173062443,38.6882693755707
2013-05-10,2816,2764.71878510612,51.2812148938765
2013-05-13,2811,2764.14534536838,46.8546546316165
2013-05-14,2805,2763.59263298147,41.4073670185306
2013-05-15,2779,2763.06188888355,15.9381111164457
2013-05-16,2724,2762.55437112884,-38.5543711288396
2013-05-17,2741,2762.07134435971,-21.0713443597085
2013-05-20,2729,2761.61405728182,-32.6140572818203
2013-05-21,2738,2761.18374989073,-23.1837498907271
2013-05-22,2735,2760.78164870061,-25.7816487006051
2013-05-23,2700,2760.40897064242,-60.4089706424209
2013-05-24,2698,2760.06692199008,-62.06692199008
2013-05-27,2695,2759.75668404681,-64.7566840468118
2013-05-28,2704,2759.47941245994,-55.479412459936
2013-05-29,2685,2759.23623610888,-74.2362361088752
2013-05-30,2688,2759.02826094009,-71.0282609400936
2013-05-31,2681,2758.85656221384,-77.8565622138443
2013-06-03,2676,2758.72218583012,-82.7221858301208
2013-06-04,2665,2758.62614550618,-93.6261455061818
2013-06-05,2672,2758.56942076522,-86.5694207652218
2013-06-06,2647,2758.55295242912,-111.552952429119
2013-06-07,2639,2758.57764553557,-119.577645535567
2013-06-13,2613,2758.64435901057,-145.644359010567
2013-06-14,2628,2758.75390235175,-130.753902351753
2013-06-17,2639,2758.90702485299,-119.907024852985
2013-06-18,2638,2759.1044217599,-121.1044217599
2013-06-19,2627,2759.34673875325,-132.346738753254
2013-06-20,2618,2759.63457145426,-141.634571454261
2013-06-21,2620,2759.96846077726,-139.968460777257
2013-06-24,2598,2760.34888909048,-162.348889090482
2013-06-25,2604,2760.77628090495,-156.776280904947
2013-06-26,2587,2761.25099362309,-174.250993623092
2013-06-27,2589,2761.77331984227,-172.773319842265
2013-06-28,2590,2762.34348013161,-172.343480131606
2013-07-01,2593,2762.96162364272,-169.96162364272
2013-07-02,2596,2763.62782828721,-167.627828287209
2013-07-03,2599,2764.34210172141,-165.342101721411
2013-07-04,2596,2765.10438231118,-169.10438231118
2013-07-05,2587,2765.91454007648,-178.914540076478
2013-07-08,2586,2766.77237513641,-180.77237513641
2013-07-09,2619,2767.67761365391,-148.677613653908
2013-07-10,2628,2768.62990706792,-140.629907067923
2013-07-11,2660,2769.62884536002,-109.628845360016
2013-07-12,2636,2770.67396038109,-134.673960381095
2013-07-15,2615,2771.76473866575,-156.76473866575
2013-07-16,2630,2772.90061107986,-142.900611079864
2013-07-17,2648,2774.08094368918,-126.080943689177
2013-07-18,2664,2775.30504348993,-111.305043489933
2013-07-19,2664,2776.57216536154,-112.572165361538
2013-07-22,2665,2777.88151817453,-112.881518174534
2013-07-23,2666,2779.23226426654,-113.232264266543
2013-07-24,2666,2780.62351931452,-114.623519314524
2013-07-25,2675,2782.05435218973,-107.054352189726
2013-07-26,2699,2783.52378438276,-84.5237843827613
2013-07-29,2721,2785.03079313231,-64.03079313231
2013-07-30,2770,2786.57432073816,-16.5743207381591
2013-07-31,2775,2788.15328303238,-13.153283032377
2013-08-01,2769,2789.76658899592,-20.766588995921
2013-08-02,2751,2791.41314217272,-40.4131421727226
2013-08-05,2762,2793.09183752255,-31.0918375225488
2013-08-06,2767,2794.80155330014,-27.8015533001356
2013-08-07,2722,2796.541154908,-74.5411549080047
2013-08-08,2739,2798.30949625666,-59.309496256655
2013-08-09,2750,2800.10540044432,-50.1054004443194
2013-08-12,2775,2801.92766605294,-26.9276660529389
2013-08-13,2782,2803.77507095306,-21.7750709530598
2013-08-14,2783,2805.64638188434,-22.6463818843382
2013-08-15,2806,2807.54035658544,-1.54035658544487
2013-08-16,2852,2809.455743434,42.5442565660002
2013-08-19,2897,2811.39129017094,85.6087098290608
2013-08-20,2846,2813.34576212323,32.6542378767708
2013-08-21,2848,2815.31796000498,32.6820399950178
2013-08-22,2832,2817.30669802834,14.6933019716608
2013-08-23,2823,2819.31080391488,3.68919608512313
2013-08-26,2834,2821.3291114598,12.6708885402003
2013-08-27,2849,2823.36045598323,25.6395440167669
2013-08-28,2826,2825.40367804296,0.596321957041934
2013-08-29,2813,2827.45762879515,-14.4576287951473
2013-08-30,2806,2829.52115964241,-23.5211596424125
2013-09-02,2812,2831.59311601119,-19.5931160111925
2013-09-03,2810,2833.67233360524,-23.6723336052348
2013-09-04,2808,2835.75764002926,-27.7576400292597
2013-09-05,2827,2837.84785310279,-10.8478531027944
2013-09-06,2826,2839.94177917149,-13.9417791714928
2013-09-09,2839,2842.03822009693,-3.03822009693412
2013-09-10,2868,2844.13597197772,23.8640280222778
2013-09-11,2874,2846.23382965659,27.7661703434123
2013-09-12,2861,2848.33059784069,12.6694021593104
2013-09-13,2870,2850.4250927146,19.5749072853966
2013-09-16,2842,2852.51613569992,-10.5161356999224
2013-09-17,2861,2854.60255630974,6.39744369025907
2013-09-18,2883,2856.68317971018,26.3168202898194
2013-09-23,2937,2858.75683371182,78.2431662881774
2013-09-24,2931,2860.82235700355,70.1776429964488
2013-09-25,2935,2862.87862061681,72.1213793831885
2013-09-26,2928,2864.92452459174,63.0754754082649
2013-09-27,2920,2866.95899878046,53.0410012195388
2013-09-30,2851,2868.98099910803,-17.9809991080338
2013-10-08,2837,2870.9895034245,-33.9895034244963
2013-10-09,2826,2872.98348214727,-46.983482147265
2013-10-10,2823,2874.96189164388,-51.9618916438794
2013-10-11,2813,2876.92366886068,-63.9236688606827
2013-10-14,2825,2878.86772926528,-53.8677292652765
2013-10-15,2823,2880.79296190167,-57.7929619016728
2013-10-16,2822,2882.69823354712,-60.698233547122
2013-10-17,2818,2884.58238708963,-66.5823870896289
2013-10-18,2815,2886.4442403269,-71.4442403269004
2013-10-21,2814,2888.28258353431,-74.2825835343131
2013-10-22,2748,2890.09617745493,-142.096177454925
2013-10-23,2758,2891.88375212642,-133.88375212642
2013-10-24,2781,2893.64397884969,-112.643978849691
2013-10-25,2760,2895.37547358333,-135.375473583328
2013-10-28,2794,2897.07680572349,-103.076805723485
2013-10-29,2818,2898.74648870763,-80.7464887076318
2013-10-30,2846,2900.38299336544,-54.3829933654385
2013-10-31,2843,2901.98475714901,-58.984757149015
2013-11-01,2837,2903.55019503091,-66.5501950309078
2013-11-04,2841,2905.07769760167,-64.0776976016706
2013-11-05,2871,2906.56562794278,-35.5656279427849
2013-11-06,2871,2908.01232264849,-37.0123226484922
2013-11-07,2858,2909.41610361159,-51.41610361159
2013-11-08,2840,2910.77527742549,-70.7752774254902
2013-11-11,2891,2912.08812943042,-21.0881294304246
2013-11-12,2902,2913.35291571075,-11.3529157107449
2013-11-13,2902,2914.56788363388,-12.5678836338785
2013-11-14,2943,2915.7312758746,27.268724125404
2013-11-15,2923,2916.84132991246,6.15867008753943
2013-11-18,2989,2917.8962944987,71.1037055012976
2013-11-19,2992,2918.89442093055,73.1055790694489
2013-11-20,3027,2919.83398989646,107.166010103542
2013-11-21,3045,2920.71331230379,124.286687696212
2013-11-22,3147,2921.53074335821,225.469256641787
2013-11-25,3143,2922.28468964034,220.715310359662
2013-11-26,3140,2922.97365093085,217.026349069146
2013-11-27,3143,2923.59621824518,219.403781754825
2013-11-28,3137,2924.15107230855,212.848927691447
2013-11-29,3149,2924.63698453911,224.36301546089
2013-12-02,3162,2925.05281433819,236.947185661811
2013-12-03,3269,2925.39751384961,343.602486150394
2013-12-04,3298,2925.67013316186,372.329866838138
2013-12-05,3334,2925.86986439478,408.13013560522
2013-12-06,3444,2925.99605357428,518.003946425715
2013-12-09,3595,2926.04821543097,668.951784569031
2013-12-10,3360,2926.02607881766,433.973921182345
2013-12-11,3247,2925.92964910446,321.070350895545
2013-12-12,3232,2925.75911104926,306.240888950737
2013-12-13,3244,2925.5147821273,318.4852178727
2013-12-16,3159,2925.19710640145,233.802893598553
2013-12-17,3093,2924.80665958372,168.193340416282
2013-12-18,3100,2924.34411403077,175.655885969232
2013-12-19,3098,2923.8102116238,174.189788376196
2013-12-20,3073,2923.20576685291,149.794233147094
2013-12-23,3044,2922.53166621112,121.468333788881
2013-12-24,3040,2921.78885811055,118.211141889447
2013-12-25,3053,2920.97834117334,132.021658826657
2013-12-26,3016,2920.10116288553,95.8988371144697
2013-12-27,3003,2919.15842530553,83.8415746944733
2013-12-30,3009,2918.15127013238,90.8487298676196
2013-12-31,2995,2917.08087372196,77.9191262780401
2014-01-02,2916,2915.94844998344,0.051550016555435
2014-01-03,2884,2914.75524503435,-30.7552450343477
2014-01-06,2898,2913.50250501376,-15.5025050137573
2014-01-07,2881,2912.19146334766,-31.1914633476611
2014-01-08,2899,2910.82334705399,-11.8233470539875
2014-01-09,2887,2909.39937025743,-22.3993702574328
2014-01-10,2917,2907.92074219515,9.07925780485179
