"JM0Date","JM0Close","JM0_hpft","JM0_hpfc"
2013-07-12,1053,1119.38954882597,-66.3895488259725
2013-07-15,1042,1119.10946924052,-77.1094692405236
2013-07-16,1046,1118.84047461947,-72.8404746194691
2013-07-17,1065,1118.58193607993,-53.5819360799285
2013-07-18,1071,1118.3331946297,-47.3331946296967
2013-07-19,1076,1118.09356912793,-42.0935691279278
2013-07-22,1079,1117.86235886819,-38.8623588681875
2013-07-23,1084,1117.63884574421,-33.6388457442112
2013-07-24,1077,1117.42229558561,-40.4222955856139
2013-07-25,1074,1117.21196031705,-43.2119603170529
2013-07-26,1068,1117.00707515424,-49.0070751542399
2013-07-29,1053,1116.8068574508,-63.8068574508046
2013-07-30,1053,1116.61050430281,-63.6105043028116
2013-07-31,1059,1116.41718643115,-57.4171864311509
2013-08-01,1070,1116.22604826267,-46.2260482626726
2013-08-02,1079,1116.03621049028,-37.0362104902792
2013-08-05,1084,1115.84677469888,-31.8467746988828
2013-08-06,1081,1115.65682716412,-34.6568271641161
2013-08-07,1084,1115.46544099743,-31.4654409974309
2013-08-08,1111,1115.27167498455,-4.27167498455115
2013-08-09,1132,1115.07457490464,16.9254250953637
2013-08-12,1162,1114.87318477112,47.1268152288759
2013-08-13,1176,1114.66655559373,61.3334444062704
2013-08-14,1166,1114.45375786249,51.5462421375052
2013-08-15,1172,1114.23388742027,57.7661125797295
2013-08-16,1153,1114.00606141702,38.9939385829794
2013-08-19,1162,1113.76942088092,48.2305791190803
2013-08-20,1173,1113.52312295864,59.4768770413597
2013-08-21,1174,1113.26634473345,60.733655266551
2013-08-22,1171,1112.99828787399,58.0017121260108
2013-08-23,1187,1112.71817915371,74.2818208462914
2013-08-26,1196,1112.42526932166,83.5747306783448
2013-08-27,1183,1112.118839832,70.8811601680046
2013-08-28,1141,1111.79820668533,29.2017933146748
2013-08-29,1136,1111.46271518167,24.5372848183282
2013-08-30,1134,1111.11172269188,22.8882773081153
2013-09-02,1165,1110.74459672957,54.2554032704272
2013-09-03,1159,1110.36071426939,48.6392857306073
2013-09-04,1153,1109.95947471307,43.0405252869297
2013-09-05,1163,1109.5402975678,53.4597024322033
2013-09-06,1156,1109.10262013197,46.8973798680281
2013-09-09,1167,1108.64590180218,58.3540981978209
2013-09-10,1156,1108.16962136039,47.8303786396133
2013-09-11,1158,1107.67328170991,50.3267182900894
2013-09-12,1145,1107.15640552513,37.8435944748666
2013-09-13,1133,1106.61853628349,26.3814637165086
2013-09-16,1134,1106.05923310547,27.9407668945307
2013-09-17,1142,1105.47806601661,36.5219339833861
2013-09-18,1160,1104.87461659196,55.1253834080355
2013-09-23,1170,1104.24848150337,65.7515184966259
2013-09-24,1163,1103.59928020919,59.4007197908132
2013-09-25,1167,1102.92665934687,64.073340653135
2013-09-26,1163,1102.23029010776,60.769709892241
2013-09-27,1146,1101.50987016848,44.4901298315228
2013-09-30,1137,1100.76512232545,36.2348776745486
2013-10-08,1137,1099.99578776554,37.0042122344638
2013-10-09,1127,1099.20162265363,27.7983773463656
2013-10-10,1130,1098.38239845069,31.6176015493073
2013-10-11,1125,1097.53789810833,27.462101891674
2013-10-14,1146,1096.66791764765,49.3320823523516
2013-10-15,1138,1095.77226444155,42.2277355584502
2013-10-16,1130,1094.85076625474,35.1492337452604
2013-10-17,1128,1093.90326830724,34.0967316927611
2013-10-18,1129,1092.92963034827,36.0703696517285
2013-10-21,1142,1091.92972622133,50.0702737786708
2013-10-22,1129,1090.90344467999,38.0965553200102
2013-10-23,1118,1089.85069517481,28.1493048251928
2013-10-24,1100,1088.77140290393,11.228597096069
2013-10-25,1091,1087.6655047013,3.33449529869712
2013-10-28,1092,1086.53294204231,5.46705795769049
2013-10-29,1081,1085.37365778065,-4.37365778064542
2013-10-30,1082,1084.18759702992,-2.18759702992224
2013-10-31,1068,1082.97470309589,-14.9747030958913
2013-11-01,1072,1081.73491837997,-9.73491837996949
2013-11-04,1065,1080.46817909362,-15.4681790936186
2013-11-05,1122,1079.17441742442,42.825582575583
2013-11-06,1123,1077.85355916581,45.1464408341884
2013-11-07,1130,1076.50554781379,53.4944521862116
2013-11-08,1114,1075.13034552595,38.869654474051
2013-11-11,1116,1073.72793657245,42.2720634275532
2013-11-12,1122,1072.29832129053,49.7016787094681
2013-11-13,1123,1070.84151749103,52.1584825089692
2013-11-14,1125,1069.35756352938,55.6424364706225
2013-11-15,1117,1067.84651932136,49.1534806786388
2013-11-18,1116,1066.30846778307,49.6915322169295
2013-11-19,1126,1064.74351214866,61.2564878513433
2013-11-20,1139,1063.15177619275,75.8482238072528
2013-11-21,1122,1061.53340901089,60.4665909891093
2013-11-22,1123,1059.88859105133,63.1114089486667
2013-11-25,1119,1058.21752775666,60.7824722433401
2013-11-26,1119,1056.52045065726,62.4795493427437
2013-11-27,1107,1054.79761640857,52.2023835914277
2013-11-28,1112,1053.0493074925,58.9506925074986
2013-11-29,1113,1051.27582796934,61.7241720306608
2013-12-02,1118,1049.47750626723,68.5224937327679
2013-12-03,1111,1047.6546963287,63.3453036712962
2013-12-04,1124,1045.80778042054,78.1922195794633
2013-12-05,1125,1043.93716699406,81.0628330059417
2013-12-06,1112,1042.04329682206,69.9567031779421
2013-12-09,1109,1040.12664418545,68.8733558145514
2013-12-10,1113,1038.18771228249,74.8122877175115
2013-12-11,1105,1036.22703278082,68.7729672191757
2013-12-12,1103,1034.24516827252,68.7548317274761
2013-12-13,1076,1032.24270977767,43.7572902223251
2013-12-16,1078,1030.22027673678,47.7797232632182
2013-12-17,1076,1028.17850667788,47.8214933221215
2013-12-18,1076,1026.11805687927,49.881943120731
2013-12-19,1071,1024.03960438667,46.9603956133296
2013-12-20,1047,1021.94384686501,25.0561531349898
2013-12-23,1044,1019.83150139077,24.168498609229
2013-12-24,1049,1017.70329539759,31.2967046024132
2013-12-25,1047,1015.55996630943,31.4400336905721
2013-12-26,1045,1013.40226448705,31.5977355129531
2013-12-27,1035,1011.23095328727,23.7690467127321
2013-12-30,1022,1009.04680912812,12.95319087188
2013-12-31,1005,1006.85061825282,-1.85061825281627
2014-01-02,999,1004.64317225888,-5.64317225887736
2014-01-03,986,1002.42526197888,-16.4252619788823
2014-01-06,986,1000.19767591271,-14.1976759127143
2014-01-07,997,997.961195770734,-0.961195770734125
2014-01-08,992,995.716597394567,-3.71659739456718
2014-01-09,978,993.464656228492,-15.4646562284922
2014-01-10,984,991.206146180528,-7.20614618052753
2014-01-13,982,988.941834766187,-6.94183476618648
2014-01-14,990,986.672486522277,3.3275134777227
2014-01-15,983,984.39886311612,-1.39886311611969
2014-01-16,968,982.121727590506,-14.1217275905063
2014-01-17,963,979.841842409984,-16.8418424099844
2014-01-20,927,977.559964201758,-50.5599642017578
2014-01-21,927,975.276842631283,-48.2768426312834
2014-01-22,931,972.993206464562,-41.9932064645622
2014-01-23,943,970.709764511891,-27.7097645118914
2014-01-24,951,968.427208225265,-17.4272082252651
2014-01-27,942,966.146217602572,-24.1462176025719
2014-01-28,917,963.867465437995,-46.8674654379954
2014-01-29,929,961.591614544668,-32.5916145446675
2014-01-30,928,959.319308362552,-31.3193083625517
2014-02-07,911,957.051176859564,-46.0511768595639
2014-02-10,928,954.787837057494,-26.7878370574944
2014-02-11,917,952.529886942402,-35.5298869424015
2014-02-12,927,950.277913427342,-23.2779134273423
2014-02-13,921,948.032488738756,-27.0324887387556
2014-02-14,926,945.794175480916,-19.7941754809164
2014-02-17,947,943.563525083954,3.43647491604622
2014-02-18,937,941.341080795892,-4.34108079589184
2014-02-19,943,939.127387285264,3.87261271473613
2014-02-20,933,936.92298742615,-3.92298742614996
2014-02-21,932,934.728425693429,-2.72842569342899
2014-02-24,906,932.54424494035,-26.54424494035
2014-02-25,911,930.370986892365,-19.370986892365
2014-02-26,920,928.209182302597,-8.20918230259704
2014-02-27,917,926.059353916977,-9.05935391697652
2014-02-28,915,923.922021088092,-8.92202108809197
2014-03-03,907,921.797699423774,-14.7976994237735
2014-03-04,892,919.686900843804,-27.6869008438045
2014-03-05,892,917.590131151235,-25.5901311512348
2014-03-06,874,915.507884704484,-41.5078847044842
2014-03-07,840,913.440645283961,-73.4406452839614
2014-03-10,821,911.388879512474,-90.3888795124743
2014-03-11,812,909.353023655351,-97.3530236553508
2014-03-12,822,907.333476614812,-85.3334766148119
2014-03-13,853,905.330597051271,-52.3305970512711
2014-03-14,839,903.344708351732,-64.3447083517319
2014-03-17,837,901.376112271776,-64.3761122717763
2014-03-18,847,899.425083969509,-52.4250839695087
2014-03-19,843,897.49187199252,-54.4918719925203
2014-03-20,816,895.576703217969,-79.5767032179692
2014-03-21,805,893.679781998294,-88.6797819982943
2014-03-24,797,891.801279792147,-94.8012797921466
2014-03-25,825,889.941331401448,-64.9413314014481
2014-03-26,826,888.100032441113,-62.1000324411133
2014-03-27,821,886.277451681965,-65.277451681965
2014-03-28,842,884.473632225154,-42.4736322251543
2014-03-31,836,882.688590188732,-46.6885901887324
2014-04-01,834,880.922324133846,-46.9223241338462
2014-04-02,828,879.17481332252,-51.1748133225201
2014-04-03,856,877.446017620893,-21.4460176208926
2014-04-04,878,875.735875741547,2.26412425845317
2014-04-08,894,874.044317532147,19.9556824678527
2014-04-09,886,872.371273776245,13.6287262237549
2014-04-10,884,870.716683506269,13.2833164937307
2014-04-11,876,869.080491388162,6.91950861183801
2014-04-14,881,867.462647578778,13.5373524212222
2014-04-15,898,865.86310509507,32.1368949049297
2014-04-16,881,864.281822549923,16.7181774500774
2014-04-17,873,862.71877184023,10.2812281597697
2014-04-18,832,861.173931773566,-29.1739317735656
2014-04-21,826,859.647285407304,-33.647285407304
2014-04-22,832,858.138803739507,-26.1388037395075
2014-04-23,842,856.648443859833,-14.6484438598329
2014-04-24,846,855.176152053152,-9.17615205315183
2014-04-25,843,853.721868549272,-10.7218685492716
2014-04-28,831,852.285529784982,-21.2855297849818
2014-04-29,837,850.86706776504,-13.8670677650401
2014-04-30,821,849.466405695685,-28.4664056956853
2014-05-05,839,848.083461050984,-9.08346105098374
2014-05-06,839,846.718139538204,-7.71813953820359
2014-05-07,835,845.370343109857,-10.3703431098565
2014-05-08,837,844.039970528059,-7.03997052805927
2014-05-09,836,842.726916268278,-6.72691626827815
2014-05-12,863,841.431071895938,21.5689281040622
2014-05-13,853,840.152326195795,12.8476738042047
2014-05-14,847,838.890576868326,8.10942313167446
2014-05-15,832,837.645726924776,-5.64572692477578
2014-05-16,811,836.417682728462,-25.4176827284616
2014-05-19,815,835.206348309014,-20.2063483090137
2014-05-20,814,834.011617189381,-20.0116171893812
2014-05-21,805,832.833374540029,-27.8333745400287
2014-05-22,817,831.671497259425,-14.671497259425
2014-05-23,815,830.525850740818,-15.5258507408184
2014-05-26,845,829.396294312902,15.6037056870983
2014-05-27,841,828.282680886563,12.7173191134371
2014-05-28,824,827.18486982268,-3.18486982268036
2014-05-29,818,826.102725738879,-8.10272573887931
2014-05-30,820,825.036111936385,-5.03611193638458
2014-06-03,813,823.984888367004,-10.984888367004
2014-06-04,824,822.948912900864,1.05108709913579
2014-06-05,839,821.928038867355,17.0719611326446
2014-06-06,836,820.922120030359,15.077879969641
2014-06-09,829,819.931017210627,9.06898278937334
2014-06-10,829,818.954597461493,10.0454025385068
2014-06-11,824,817.992731585029,6.00726841497103
2014-06-12,811,817.045294535659,-6.0452945356593
2014-06-13,814,816.112163751024,-2.11216375102379
2014-06-16,799,815.193214169819,-16.1932141698192
2014-06-17,809,814.288319857731,-5.28831985773077
2014-06-18,806,813.397348186734,-7.39734818673374
2014-06-19,798,812.520164342919,-14.5201643429187
2014-06-20,808,811.656630454543,-3.65663045454254
2014-06-23,809,810.806602647826,-1.80660264782608
2014-06-24,806,809.969935537492,-3.9699355374925
2014-06-25,812,809.146482991476,2.8535170085237
2014-06-26,820,808.336097236706,11.6639027632944
2014-06-27,812,807.538631679661,4.46136832033908
2014-06-30,805,806.753944548188,-1.75394454818796
2014-07-01,803,805.981895914275,-2.98189591427471
2014-07-02,810,805.222345124918,4.77765487508188
2014-07-03,800,804.475150294498,-4.47515029449799
2014-07-04,787,803.740171512325,-16.7401715123247
2014-07-07,783,803.017267017825,-20.0172670178253
2014-07-08,794,802.306288130728,-8.30628813072813
2014-07-09,783,801.607077896407,-18.6070778964071
2014-07-10,779,800.919475926762,-21.9194759267621
2014-07-11,769,800.24331414231,-31.2433141423104
2014-07-14,768,799.578415402913,-31.5784154029133
2014-07-15,772,798.924589653643,-26.924589653643
2014-07-16,766,798.28163378644,-32.2816337864402
2014-07-17,764,797.649333563602,-33.6493335636018
2014-07-18,754,797.027461403537,-43.0274614035371
2014-07-21,760,796.415775815374,-36.4157758153741
2014-07-22,757,795.814017522412,-38.8140175224122
2014-07-23,781,795.221912195163,-14.2219121951626
2014-07-24,780,794.639169459953,-14.6391694599535
2014-07-25,785,794.065493064354,-9.06549306435438
2014-07-28,796,793.500580704683,2.49941929531725
2014-07-29,800,792.944126329946,7.05587367005376
2014-07-30,795,792.395824922307,2.60417507769252
2014-07-31,786,791.855374380556,-5.85537438055644
2014-08-01,782,791.322473679953,-9.32247367995338
2014-08-04,805,790.796819375342,14.2031806246584
2014-08-05,808,790.278104168092,17.7218958319078
2014-08-06,810,789.766026630532,20.2339733694685
2014-08-07,816,789.260292660551,26.7397073394486
2014-08-08,809,788.760616519929,20.2393834800705
2014-08-11,807,788.266723523587,18.7332764764133
2014-08-12,797,787.778347352576,9.22165264742406
2014-08-13,796,787.295229431529,8.7047705684712
2014-08-14,772,786.817114996944,-14.8171149969444
2014-08-15,798,786.343752883537,11.6562471164634
2014-08-18,792,785.874885801206,6.12511419879448
2014-08-19,796,785.410261278069,10.589738721931
2014-08-20,788,784.949629374134,3.05037062586599
2014-08-21,791,784.492744526769,6.50725547323133
2014-08-22,795,784.039362434252,10.9606375657476
2014-08-25,799,783.589241484691,15.4107585153094
2014-08-26,804,783.142144596884,20.8578554031155
2014-08-27,796,782.697841059822,13.3021589401776
2014-08-28,793,782.256108784292,10.7438912157077
2014-08-29,792,781.816731179656,10.1832688203436
2014-09-01,791,781.379496096368,9.62050390363222
2014-09-02,803,780.944195594236,22.055804405764
2014-09-03,793,780.510625709801,12.489374290199
2014-09-04,789,780.078591596586,8.92140840341365
2014-09-05,784,779.64790357072,4.35209642928042
2014-09-09,773,779.218375636076,-6.21837563607616
2014-09-10,775,778.789823595516,-3.78982359551578
2014-09-11,771,778.362060681473,-7.36206068147263
2014-09-12,778,777.934898559819,0.0651014401808158
2014-09-15,794,777.508145853248,16.4918541467522
2014-09-16,788,777.081611211362,10.9183887886376
2014-09-17,796,776.655110100835,19.3448898991648
2014-09-18,790,776.228462501562,13.7715374984379
2014-09-19,783,775.801496389837,7.19850361016294
2014-09-22,771,775.374045434556,-4.37404543455591
2014-09-23,784,774.945946280185,9.05405371981496
2014-09-24,787,774.517033763138,12.4829662368615
2014-09-25,773,774.087146462407,-1.08714646240668
2014-09-26,779,773.656128116941,5.34387188305911
2014-09-29,777,773.223822016312,3.77617798368837
2014-09-30,777,772.790073659028,4.20992634097203
2014-10-08,777,772.354730104516,4.64526989548442
2014-10-09,813,771.917640152421,41.0823598475786
2014-10-10,806,771.47865452256,34.5213454774404
2014-10-13,815,771.037640916531,43.9623590834686
2014-10-14,808,770.594481305681,37.4055186943191
2014-10-15,796,770.149075833623,25.8509241663765
2014-10-16,790,769.70134010591,20.29865989409
2014-10-17,779,769.251200413831,9.74879958616914
2014-10-20,780,768.798591439315,11.2014085606853
2014-10-21,775,768.343451894058,6.65654810594147
2014-10-22,773,767.885725119972,5.11427488002822
2014-10-23,773,767.425357210507,5.57464278949303
2014-10-24,782,766.962296373162,15.0377036268384
2014-10-27,773,766.496493119758,6.50350688024147
2014-10-28,774,766.027904178106,7.97209582189379
2014-10-29,774,765.556488964305,8.44351103569532
2014-10-30,769,765.082210189788,3.91778981021151
2014-10-31,768,764.605034056207,3.39496594379295
2014-11-03,760,764.12492838467,-4.12492838466978
2014-11-04,749,763.641862399618,-14.6418623996184
2014-11-05,747,763.155803620422,-16.1558036204225
2014-11-06,750,762.66671351409,-12.6667135140902
2014-11-07,761,762.174546869477,-1.17454686947725
2014-11-10,772,761.679253239525,10.320746760475
2014-11-11,774,761.18078169166,12.8192183083398
2014-11-12,775,760.679085559491,14.3209144405087
2014-11-13,778,760.17412347558,17.8258765244195
2014-11-14,777,759.665859992185,17.3341400078149
2014-11-17,775,759.154267030055,15.845732969945
2014-11-18,755,758.639323675179,-3.63932367517862
2014-11-19,752,758.121015563532,-6.12101556353224
2014-11-20,750,757.599326826743,-7.59932682674349
2014-11-21,749,757.074239066263,-8.07423906626347
2014-11-24,744,756.545730742276,-12.5457307422759
2014-11-25,753,756.013776977402,-3.01377697740237
2014-11-26,750,755.478347708365,-5.47834770836502
2014-11-27,765,754.939411626118,10.060588373882
2014-11-28,755,754.396935157078,0.603064842921636
2014-12-01,759,753.850888886308,5.14911111369191
2014-12-02,754,753.301243648153,0.69875635184713
2014-12-03,760,752.747972405398,7.25202759460165
2014-12-04,766,752.191048409663,13.8089515903365
2014-12-05,765,751.630447910262,13.369552089738
2014-12-08,759,751.066152864579,7.93384713542122
2014-12-09,759,750.498150756425,8.5018492435747
2014-12-10,761,749.926432349154,11.073567650846
2014-12-11,765,749.35099192043,15.6490080795698
2014-12-12,775,748.771828325306,26.2281716746943
2014-12-15,765,748.188946887488,16.8110531125116
2014-12-16,761,747.602363772355,13.3976362276448
2014-12-17,756,747.0121020943,8.98789790569987
2014-12-18,755,746.418190505761,8.5818094942389
2014-12-19,759,745.820661374417,13.1793386255829
2014-12-22,730,745.219550615322,-15.219550615322
2014-12-23,716,744.614899591322,-28.6148995913223
2014-12-24,728,744.006743374139,-16.0067433741386
2014-12-25,725,743.39510520722,-18.3951052072202
2014-12-26,718,742.780001717491,-24.7800017174906
2014-12-29,726,742.161441928065,-16.1614419280648
2014-12-30,752,741.539424618999,10.4605753810009
2014-12-31,740,740.913941889877,-0.913941889876629
2015-01-05,731,740.284990164241,-9.28499016424077
2015-01-06,744,739.652565487862,4.34743451213772
2015-01-07,740,739.016660068465,0.983339931534566
2015-01-08,743,738.377267910827,4.62273208917299
2015-01-09,737,737.734383426199,-0.734383426199303
2015-01-12,726,737.088002936696,-11.0880029366956
2015-01-13,728,736.43812246085,-8.43812246085003
2015-01-14,725,735.784733433872,-10.7847334338717
2015-01-15,728,735.127823802983,-7.12782380298326
2015-01-16,724,734.46737705743,-10.4673770574304
2015-01-19,731,733.803373740113,-2.80337374011299
2015-01-20,726,733.135790067129,-7.1357900671286
2015-01-21,724,732.464601095773,-8.4646010957735
2015-01-22,722,731.789778933701,-9.78977893370142
2015-01-23,724,731.111292189638,-7.11129218963836
2015-01-26,718,730.429105425599,-12.4291054255991
2015-01-27,726,729.743180264093,-3.74318026409249
2015-01-28,729,729.053473189929,-0.0534731899285878
2015-01-29,726,728.359939140638,-2.35993914063782
2015-01-30,727,727.662533031634,-0.662533031634471
2015-02-02,732,726.961208802845,5.03879119715452
2015-02-03,736,726.255920120334,9.74407987966607
2015-02-04,733,725.546622732983,7.45337726701739
2015-02-05,732,724.833276417495,7.1667235825052
2015-02-06,739,724.115844031501,14.8841559684989
2015-02-09,729,723.394291395062,5.60570860493828
2015-02-10,733,722.668590480753,10.3314095192469
2015-02-11,733,721.938715578319,11.0612844216805
2015-02-12,732,721.204645248105,10.7953547518953
2015-02-13,739,720.466362622727,18.5336373772728
2015-02-16,742,719.723855297194,22.276144702806
2015-02-17,733,718.977118527555,14.0228814724451
2015-02-25,726,718.226156777927,7.77384322207333
2015-02-26,735,717.470980308922,17.5290196910784
2015-02-27,726,716.711602594548,9.28839740545164
2015-03-02,730,715.948044354596,14.0519556454037
2015-03-03,729,715.180330148315,13.8196698516849
2015-03-04,722,714.408490343468,7.59150965653165
2015-03-05,712,713.632561020326,-1.6325610203257
2015-03-06,712,712.852581397155,-0.852581397155305
2015-03-09,718,712.06859001741,5.93140998258956
2015-03-10,716,711.280625072106,4.71937492789362
2015-03-11,719,710.488727204088,8.51127279591196
2015-03-12,720,709.692939006984,10.3070609930158
2015-03-13,721,708.893306592637,12.1066934073633
2015-03-16,721,708.089880333426,12.9101196665742
2015-03-17,715,707.282715606136,7.71728439386365
2015-03-18,707,706.471873124088,0.528126875912188
2015-03-19,704,705.657416790613,-1.65741679061309
2015-03-20,706,704.839410727356,1.16058927264374
2015-03-23,704,704.017918370845,-0.017918370844533
2015-03-24,706,703.193003637344,2.80699636265568
2015-03-25,694,702.364730435721,-8.36473043572105
2015-03-26,706,701.533163835142,4.46683616485803
2015-03-27,697,700.69836544712,-3.69836544712026
2015-03-30,698,699.860398729592,-1.86039872959209
2015-03-31,681,699.01932561173,-18.0193256117303
2015-04-01,686,698.175207253698,-12.1752072536979
2015-04-02,677,697.328097367183,-20.3280973671826
2015-04-03,677,696.478044631141,-19.4780446311407
2015-04-07,675,695.625089321719,-20.6250893217185
2015-04-08,674,694.769263663608,-20.7692636636078
2015-04-09,670,693.910591355924,-23.9105913559235
2015-04-10,661,693.049087512606,-32.0490875126058
2015-04-13,673,692.184757363906,-19.1847573639061
2015-04-14,673,691.317592892284,-18.3175928922842
2015-04-15,669,690.447578149982,-21.4475781499821
2015-04-16,674,689.574689617499,-15.5746896174986
2015-04-17,670,688.698894909755,-18.6988949097553
2015-04-20,654,687.820155203728,-33.8201552037278
2015-04-21,656,686.938423947013,-30.9384239470129
2015-04-22,662.5,686.053640607328,-23.5536406073283
2015-04-23,658,685.165731863684,-27.1657318636841
2015-04-24,672,684.27461465896,-12.27461465896
2015-04-27,680.5,683.380194706824,-2.88019470682395
2015-04-28,677.5,682.482372647096,-4.98237264709629
2015-04-29,662.5,681.581047929053,-19.0810479290527
2015-04-30,667,680.676117942456,-13.6761179424558
2015-05-04,671,679.767472189722,-8.7674721897224
2015-05-05,683,678.854994520129,4.14500547987113
2015-05-06,681.5,677.938565158811,3.5614348411888
2015-05-07,677.5,677.018066044297,0.481933955703029
2015-05-08,687.5,676.09338058726,11.4066194127405
2015-05-11,683,675.164392397587,7.83560760241335
2015-05-12,674,674.23098980021,-0.230989800209602
2015-05-13,675.5,673.293064358982,2.20693564101813
2015-05-14,672,672.350507542271,-0.350507542270906
2015-05-15,673.5,671.403211730707,2.09678826929328
2015-05-18,671,670.451069160024,0.548930839975992
2015-05-19,669,669.493972932697,-0.49397293269734
2015-05-20,664.5,668.531816378107,-4.03181637810744
2015-05-21,676.5,667.564492621441,8.93550737855855
2015-05-22,681,666.591893121298,14.4081068787025
2015-05-25,680,665.613913029851,14.3860869701491
2015-05-26,677.5,664.630453455011,12.8695465449892
2015-05-27,681.5,663.641421451319,17.858578548681
2015-05-28,682,662.646729393065,19.3532706069345
2015-05-29,688,661.646297036563,26.3537029634367
2015-06-01,693.5,660.640052137989,32.8599478620113
2015-06-02,694.5,659.627933347073,34.8720666529273
2015-06-03,688,658.609892896529,29.3901071034715
2015-06-04,692,657.585897433786,34.4141025662142
2015-06-05,682.5,656.555925754962,25.9440742450376
2015-06-08,684.5,655.519970881575,28.9800291184255
2015-06-09,683,654.47803655938,28.52196344062
2015-06-10,696,653.430138513312,42.569861486688
2015-06-11,691.5,652.376304258145,39.1236957418546
2015-06-12,688.5,651.316578905323,37.1834210946771
2015-06-15,689.5,650.25102373844,39.2489762615597
2015-06-16,689,649.179715411227,39.8202845887727
2015-06-17,675,648.102746801369,26.8972531986315
2015-06-18,672,647.020227246652,24.9797727533481
2015-06-19,679.5,645.932277203105,33.5677227968954
2015-06-23,677,644.83902745238,32.1609725476197
2015-06-24,681.5,643.740622651691,37.7593773483089
2015-06-25,674,642.637220752298,31.3627792477016
2015-06-26,673.5,641.528995313671,31.9710046863294
2015-06-29,674,640.416132859383,33.5838671406167
2015-06-30,677.5,639.298833128558,38.2011668714421
2015-07-01,683,638.177309742507,44.822690257493
2015-07-02,686,637.051792113397,48.9482078866032
2015-07-03,674,635.922528181278,38.0774718187221
