"USB30YUSDDate","USB30YUSDClose","USB30YUSD_hpft","USB30YUSD_hpfc"
2016-03-22,163.0575,166.377496974239,-3.31999697423861
2016-03-23,164.595,166.437230443939,-1.84223044393868
2016-03-24,164.2655,166.496962541285,-2.23146254128549
2016-03-28,164.4685,166.556691132422,-2.08819113242183
2016-03-29,165.8625,166.616413161094,-0.753913161093575
2016-03-30,164.7145,166.676124707872,-1.96162470787239
2016-03-31,165.8325,166.735821541692,-0.903321541692435
2016-04-01,165.976,166.795498620631,-0.819498620631308
2016-04-04,166.183,166.85515052937,-0.672150529369635
2016-04-05,167.459,166.914771513841,0.544228486159363
2016-04-06,166.3745,166.974355542137,-0.599855542136933
2016-04-07,168.278,167.033896807314,1.24410319268636
2016-04-08,167.3515,167.09338925447,0.258110745530476
2016-04-11,167.1815,167.152827342966,0.0286726570341535
2016-04-12,166.2635,167.212205638856,-0.948705638856314
2016-04-13,166.7125,167.271518720047,-0.55901872004685
2016-04-14,166.1315,167.330760772286,-1.19926077228648
2016-04-15,167.0595,167.389925750248,-0.330425750248471
2016-04-18,166.4635,167.44900711288,-0.985507112879904
2016-04-19,166.0035,167.507998182543,-1.50449818254315
2016-04-20,164.5265,167.566891874232,-3.04039187423151
2016-04-21,163.7035,167.625680481039,-3.92218048103924
2016-04-22,163.2315,167.684355039285,-4.45285503928503
2016-04-25,162.515,167.742904964016,-5.22790496401561
2016-04-26,162.061,167.801317829647,-5.74031782964656
2016-04-27,163.389,167.859579049588,-4.47057904958801
2016-04-28,163.791,167.917671664433,-4.12667166443324
2016-04-29,163.965,167.975576866818,-4.01057686681784
2016-05-02,162.666,168.033274143577,-5.36727414357748
2016-05-03,164.598,168.090741323737,-3.49274132373666
2016-05-04,165.274,168.147954017705,-2.87395401770457
2016-05-05,166.161,168.204886392132,-2.04388639213208
2016-05-06,165.778,168.261511425692,-2.48351142569199
2016-05-09,166.267,168.317801252197,-2.05080125219719
2016-05-10,166.221,168.373726978877,-2.15272697887688
2016-05-11,166.865,168.429258865241,-1.56425886524103
2016-05-12,166.255,168.484366280949,-2.22936628094921
2016-05-13,167.338,168.53901794906,-1.20101794905968
2016-05-16,166.102,168.5931816711,-2.49118167109985
2016-05-17,166.016,168.646824752145,-2.6308247521446
2016-05-18,164.121,168.699913467514,-4.57891346751444
2016-05-19,164.648,168.752413005052,-4.10441300505236
2016-05-20,164.915,168.804286659864,-3.88928665986394
2016-05-23,165.06,168.855496030454,-3.79549603045439
2016-05-24,164.45,168.906001107655,-4.45600110765507
2016-05-25,163.997,168.955760313391,-4.9587603133905
2016-05-26,164.672,169.004730227654,-4.33273022765418
2016-05-27,164.3565,169.052865380689,-4.69636538068854
2016-05-30,164.1565,169.100118511759,-4.94361851175869
