"LZNTDate","LZNTClose","LZNT_hpft","LZNT_hpfc"
2013-11-19,1893,1941.88151696674,-48.8815169667362
2013-11-20,1893.8,1943.08871663354,-49.2887166335402
2013-11-21,1892.8,1944.30147068376,-51.5014706837561
2013-11-22,1910,1945.51975561256,-35.5197556125608
2013-11-25,1904.2,1946.74352662651,-42.5435266265054
2013-11-26,1888.8,1947.97272424969,-59.1727242496874
2013-11-27,1872.5,1949.20727142043,-76.7072714204258
2013-11-28,1874,1950.44706661742,-76.4470666174206
2013-11-29,1879,1951.69197661167,-72.6919766116727
2013-12-02,1876,1952.94183657403,-76.941836574028
2013-12-03,1877.2,1954.1964516274,-76.996451627397
2013-12-04,1895,1955.45559509002,-60.4555950900217
2013-12-05,1893.2,1956.71900845292,-63.5190084529249
2013-12-06,1901,1957.9864082172,-56.9864082172042
2013-12-09,1924.8,1959.25748462775,-34.4574846277534
2013-12-10,1949.5,1960.53190437359,-11.0319043735858
2013-12-11,1962.8,1961.80931990037,0.990680099632602
2013-12-12,1961.2,1963.08937909362,-1.8893790936225
2013-12-13,1973,1964.37173024838,8.62826975161916
2013-12-16,1988.2,1965.65602087868,22.5439791213192
2013-12-17,1996.8,1966.94190206514,29.8580979348629
2013-12-18,1998,1968.22903420714,29.7709657928575
2013-12-19,1993.2,1969.51709004623,23.6829099537733
2013-12-20,2038,1970.80575463004,67.1942453699633
2013-12-23,2056.5,1972.09472279578,84.4052772042153
2013-12-24,2075.5,1973.38371715608,102.11628284392
2013-12-27,2091.2,1974.67249521328,116.527504786719
2013-12-30,2085.5,1975.96085668051,109.539143319489
2013-12-31,2059.2,1977.24864943868,81.9513505613243
2014-01-02,2070,1978.53576664776,91.4642333522384
2014-01-03,2027,1979.82213534315,47.1778646568546
