"CN_5yryDate","CN_5yryClose","CN_5yry_hpft","CN_5yry_hpfc"
2023-06-10,NA,2.52112440822517,-0.0814244082251707
2023-06-09,2.4397,2.5237173111062,-0.0533173111062021
2023-06-08,2.4704,2.52631018032966,-0.0776101803296573
2023-06-07,2.4487,2.52890296019873,-0.0753029601987283
2023-06-06,2.4536,2.53149556293568,-0.0623955629356787
2023-06-05,2.4691,2.53408786963556,-0.0663545363022231
2023-06-04,2.46773333333333,2.53667973560159,-0.0703130689349244
2023-06-03,2.46636666666667,2.53927098870872,-0.074270988708719
2023-06-02,2.465,2.54186142776728,-0.102661427767279
2023-06-01,2.4392,2.54445082088699,-0.0701508208869909
2023-05-31,2.4743,2.54703889374143,-0.0584388937414278
2023-05-30,2.4886,2.54962534300665,-0.0496253430066527
2023-05-29,2.5,2.55220984120244,-0.046759841202438
2023-05-28,2.50545,2.55479204033544,-0.043892040335441
2023-05-26,2.5109,2.55737157308367,-0.0594715730836745
2023-05-25,2.4979,2.55994805398195,-0.0803480539819504
2023-05-24,2.4796,2.56252107298192,-0.094121072981925
2023-05-23,2.4684,2.5650901868226,-0.0618901868226018
2023-05-22,2.5032,2.56765491333712,-0.0531549133371166
2023-05-21,2.5145,2.57021474477568,-0.0444147447756792
2023-05-20,2.5258,2.57276915141641,-0.0356691514164121
2023-05-19,2.5371,2.57531758517816,-0.0185175851781581
2023-05-18,2.5568,2.57785948323557,-0.0207594832355737
2023-05-17,2.5571,2.58039427510888,-0.0328942751088825
2023-05-16,2.5475,2.58292138173717,-0.0361213817371723
2023-05-15,2.5468,2.58544021046238,-0.0397068771290477
2023-05-14,2.54573333333333,2.58795015369529,-0.0432834870286279
2023-05-13,2.54466666666667,2.59045058743347,-0.0468505874334746
2023-05-12,2.5436,2.59294086978283,-0.0650408697828256
2023-05-11,2.5279,2.59542033948313,-0.038020339483133
2023-05-10,2.5574,2.59788830838888,-0.015688308388879
2023-05-09,2.5822,2.60034407263846,-0.00814407263846129
2023-05-08,2.5922,2.60278692188538,-0.0161369218853811
2023-05-06,2.58665,2.60521614241671,-0.024116142416713
2023-05-05,2.5811,2.60763101384916,0.00346898615084038
2023-05-04,2.6111,2.61003080583076,0.00380252750257566
2023-05-03,2.61383333333333,2.61241478944353,0.00415187722314016
2023-05-02,2.61656666666667,2.61478223734127,0.00451776265872924
2023-05-01,2.6193,2.617132423894,0.00490090943933261
2023-04-30,2.62203333333333,2.61946462533923,0.00530204132743379
2023-04-29,2.62476666666667,2.62177811994029,0.00572188005970985
2023-04-28,2.6275,2.62407218815216,0.000427811847843445
2023-04-27,2.6245,2.62634611279503,0.0307538872049689
2023-04-26,2.6571,2.62859917686588,0.0588008231341169
2023-04-25,2.6874,2.6308306760742,0.0561693239258023
2023-04-24,2.687,2.63303993043528,0.056326736231388
2023-04-23,2.68936666666667,2.63522628318263,0.0565070501507001
2023-04-22,2.69173333333333,2.63738910083289,0.0567108991671111
2023-04-21,2.6941,2.63952777326048,0.0569722267395194
2023-04-20,2.6965,2.64164171378187,0.0523582862181282
2023-04-19,2.694,2.64373035926353,0.052469640736468
2023-04-18,2.6962,2.64579316821466,0.0551068317853361
2023-04-17,2.7009,2.64782962083343,0.049503712499902
2023-04-16,2.69733333333333,2.64983922009688,0.0439274465697873
2023-04-15,2.69376666666667,2.6518214894449,0.0383785105551029
2023-04-14,2.6902,2.65377597047524,0.0311240295247625
2023-04-13,2.6849,2.65570222064975,0.0207977793502467
2023-04-12,2.6765,2.65759981029577,0.0277001897042346
2023-04-11,2.6853,2.65946831833747,0.0401316816625305
2023-04-10,2.6996,2.66130733514932,0.0379426648506775
2023-04-09,2.69925,2.66311646769455,0.0357835323054456
2023-04-07,2.6989,2.66489533862035,0.045404661379646
2023-04-06,2.7103,2.66664358536535,0.0410564146346482
2023-04-05,2.7077,2.66836086413679,0.0367391358632133
2023-04-04,2.7051,2.6700468481128,0.0350531518872007
2023-04-03,2.7051,2.67170122565807,0.0295987743419334
2023-04-02,2.7013,2.67332369962693,0.0241763003730726
2023-04-01,2.6975,2.67491398510852,0.0187860148914842
2023-03-31,2.6937,2.67647180718544,0.0305281928145641
2023-03-30,2.707,2.67799689870581,0.0289031012941903
2023-03-29,2.7069,2.67948900513693,0.0270109948630658
2023-03-28,2.7065,2.6809478838934,0.0231521161065969
2023-03-27,2.7041,2.682373303555,0.0282933631116679
2023-03-26,2.71066666666667,2.68376504227175,0.0334682910615829
