"USDJPYDate","USDJPYClose","USDJPY_hpft","USDJPY_hpfc"
2010-05-21,90,90.3052581346354,-0.305258134635354
2010-05-24,90.08,90.2574958848845,-0.177495884884515
2010-05-25,89.43,90.2088249863861,-0.778824986386081
2010-05-26,90.24,90.1592558216231,0.0807441783768459
2010-05-27,90.48,90.1087984511435,0.371201548856524
2010-05-28,91.06,90.0574629688674,1.00253703113257
2010-05-31,91.51,90.0052596221597,1.5047403778403
2010-06-01,90.91,89.952199072793,0.957800927207018
2010-06-02,92.04,89.8982926045376,2.14170739546243
2010-06-03,92.63,89.8435518970787,2.78644810292134
2010-06-04,91.9,89.7879895154011,2.11201048459894
2010-06-07,91.84,89.731619176292,2.10838082370805
2010-06-08,91.43,89.674455469561,1.75554453043905
2010-06-09,91.4,89.6165138565373,1.78348614346273
2010-06-10,91.27,89.5578105242209,1.71218947577914
2010-06-11,91.65,89.4983623968324,2.1516376031676
2010-06-14,91.78,89.438187106344,2.34181289365604
2010-06-15,91.35,89.3773031741285,1.9726968258715
2010-06-16,91.65,89.315730089571,2.33426991042903
2010-06-17,91.33,89.2534881574852,2.07651184251477
2010-06-18,90.71,89.1905986475844,1.51940135241561
2010-06-21,91.31,89.1270836879229,2.18291631207711
2010-06-22,90.68,89.0629660346193,1.61703396538072
2010-06-23,90.25,88.9982693461182,1.25173065388182
2010-06-24,89.27,88.933017949283,0.336982050717037
2010-06-25,89.23,88.8672366883916,0.362763311608356
2010-06-28,89.36,88.8009505470176,0.559049452982387
2010-06-29,88.73,88.7341846586863,-0.00418465868626192
2010-06-30,88.73,88.6669643880098,0.0630356119901886
2010-07-01,88.27,88.5993150978719,-0.329315097871902
2010-07-02,87.75,88.5312621772124,-0.781262177212379
2010-07-05,87.79,88.4628308788459,-0.672830878845875
2010-07-06,87.91,88.3940461326436,-0.484046132643622
2010-07-07,87.23,88.3249325903568,-1.09493259035676
2010-07-08,88.19,88.2555147036505,-0.0655147036505328
2010-07-09,88.62,88.1858164715894,0.434183528410574
2010-07-12,88.6,88.1158618661568,0.484138133843165
2010-07-13,88.43,88.0456750388099,0.384324961190093
2010-07-14,88.58,87.9752803411291,0.604719658870915
2010-07-15,88.11,87.9047022835593,0.205297716440732
2010-07-16,86.57,87.8339656265124,-1.26396562651243
2010-07-19,87.04,87.7630952152619,-0.723095215261861
2010-07-20,86.87,87.6921153726085,-0.822115372608484
2010-07-21,86.97,87.6210501224549,-0.65105012245494
2010-07-22,86.75,87.5499231488743,-0.799923148874317
2010-07-23,87.46,87.4787578668217,-0.018757866821708
2010-07-26,87.11,87.4075773605962,-0.297577360596184
2010-07-27,87.45,87.3364047067432,0.113595293256841
2010-07-28,87.84,87.2652628588014,0.574737141198637
2010-07-29,86.82,87.1941748172653,-0.374174817265341
2010-07-30,86.47,87.1231638202029,-0.653163820202953
2010-08-02,86.73,87.0522529510129,-0.322252951012894
2010-08-03,85.84,86.9814650231028,-1.14146502310282
2010-08-04,85.47,86.9108227166733,-1.44082271667333
2010-08-05,86.11,86.8403482400892,-0.730348240089248
2010-08-06,85.51,86.7700632061378,-1.26006320613782
2010-08-09,85.58,86.6999889257096,-1.11998892570964
2010-08-10,86.02,86.6301461888348,-0.610146188834793
2010-08-11,84.97,86.5605553225866,-1.59055532258658
2010-08-12,85.32,86.4912364018271,-1.17123640182707
2010-08-13,86.2,86.4222088439476,-0.222208843947616
2010-08-16,85.64,86.3534915821974,-0.713491582197379
2010-08-17,85.37,86.2851034579731,-0.915103457973094
2010-08-18,85.34,86.2170630177431,-0.877063017743143
2010-08-19,85.58,86.1493884297082,-0.569388429708191
2010-08-20,85.62,86.0820974995263,-0.462097499526307
2010-08-23,85.33,86.0152077974941,-0.685207797494065
2010-08-24,84.38,85.9487367028952,-1.56873670289519
2010-08-25,84.53,85.8827013117755,-1.35270131177552
2010-08-26,84.58,85.8171180717302,-1.23711807173016
2010-08-27,85.23,85.7520028711998,-0.522002871199813
2010-08-30,84.62,85.6873710872499,-1.06737108724985
2010-08-31,84.54,85.623237881173,-1.08323788117295
2010-09-01,84.04,85.5596179730507,-1.51961797305074
2010-09-02,84.19,85.4965256352004,-1.30652563520039
2010-09-03,84.31,85.4339745117889,-1.12397451178887
2010-09-06,84.24,85.3719777069188,-1.13197770691879
2010-09-07,83.9,85.310547860086,-1.41054786008597
2010-09-08,83.76,85.2496971428717,-1.48969714287173
2010-09-09,83.67,85.1894371437947,-1.5194371437947
2010-09-10,84.15,85.129778835593,-0.979778835592962
2010-09-13,84.03,85.0707325629302,-1.04073256293025
2010-09-14,83.27,85.0123082654681,-1.74230826546805
2010-09-15,85.74,84.9545154526726,0.785484547327421
2010-09-16,85.67,84.8973629138075,0.772637086192475
2010-09-17,85.86,84.8408597628259,1.01914023717408
2010-09-20,85.66,84.785015433057,0.874984566943042
2010-09-21,85.47,84.7298397791035,0.740160220896514
2010-09-22,84.59,84.6753430172483,-0.0853430172482503
2010-09-23,84.5,84.6215356697308,-0.121535669730778
2010-09-24,84.21,84.5684282235091,-0.358428223509112
2010-09-27,84.23,84.5160311153066,-0.286031115306644
2010-09-28,84.1,84.4643546336847,-0.364354633684717
2010-09-29,83.66,84.4134089489709,-0.753408948970911
2010-09-30,83.32,84.3632040808853,-1.0432040808853
2010-10-01,83.22,84.3137497377178,-1.09374973771776
2010-10-04,83.3,84.2650551965388,-0.965055196538767
2010-10-05,83.35,84.2171292823077,-0.867129282307706
2010-10-06,83.1,84.1699804210678,-1.06998042106785
2010-10-07,82.43,84.1236166804284,-1.69361668042842
2010-10-08,81.93,84.0780456857094,-2.14804568570936
2010-10-11,82.01,84.0332743621584,-2.02327436215837
2010-10-12,82.01,83.9893087471076,-1.97930874710761
2010-10-13,81.82,83.9461540415491,-2.12615404154912
2010-10-14,81.22,83.9038146283058,-2.68381462830583
2010-10-15,81.45,83.8622940113394,-2.41229401133944
2010-10-18,81.25,83.821594585227,-2.57159458522705
2010-10-19,81.35,83.7817177474002,-2.43171774740018
2010-10-20,81.27,83.742663832296,-2.47266383229598
2010-10-21,81.03,83.7044321691806,-2.67443216918056
2010-10-22,81.38,83.6670210652177,-2.28702106521768
2010-10-25,80.65,83.6304277220672,-2.98042772206717
2010-10-26,81.1,83.594648396029,-2.494648396029
2010-10-27,81.54,83.5596781114128,-2.01967811141282
2010-10-28,81.3,83.5255108613418,-2.22551086134184
2010-10-29,80.4,83.4921398040854,-3.09213980408541
2010-11-01,80.41,83.4595571779758,-3.04955717797585
2010-11-02,80.78,83.4277539431787,-2.64775394317868
2010-11-03,80.79,83.3967197992962,-2.60671979929617
2010-11-04,80.96,83.3664433514542,-2.40644335145424
2010-11-05,81.26,83.3369121272664,-2.07691212726638
2010-11-08,81.12,83.3081126596198,-2.1881126596198
2010-11-09,80.73,83.2800306228878,-2.55003062288779
2010-11-10,82.01,83.2526507869684,-1.24265078696842
2010-11-11,82.24,83.2259568676787,-0.9859568676787
2010-11-12,82.53,83.1999320671724,-0.669932067172442
2010-11-15,82.9,83.17455918005,-0.27455918005001
2010-11-16,83.3,83.1498207239889,0.150179276011132
2010-11-17,83.34,83.1256991031732,0.21430089682677
2010-11-18,83.2,83.1021767838675,0.0978232161324852
2010-11-19,83.55,83.0792363209183,0.470763679081704
2010-11-22,83.45,83.0568603096076,0.393139690392355
2010-11-23,83.38,83.0350315398137,0.344968460186289
2010-11-24,83.31,83.013732963922,0.296267036077991
2010-11-25,83.61,82.9929476769161,0.617052323083911
2010-11-26,84.1,82.9726588962415,1.12734110375848
2010-11-29,84.1,82.9528500944093,1.1471499055907
2010-11-30,83.82,82.9335052099283,0.886494790071736
2010-12-01,83.78,82.914608655494,0.865391344506047
2010-12-02,84.09,82.8961452102412,1.19385478975885
2010-12-03,82.53,82.8781000110242,-0.348100011024231
2010-12-06,82.8,82.8604586881885,-0.0604586881885062
2010-12-07,82.67,82.843206728189,-0.173206728188989
2010-12-08,83.83,82.8263295924892,1.00367040751082
2010-12-09,83.95,82.8098126709559,1.14018732904408
2010-12-10,83.95,82.7936417683334,1.15635823166656
2010-12-13,84.26,82.7778031606728,1.4821968393272
2010-12-14,82.85,82.762283602018,0.0877163979820197
2010-12-15,84.02,82.7470704590919,1.27292954090807
2010-12-16,84.08,82.7321511348782,1.34784886512178
2010-12-17,83.98,82.7175135585373,1.26248644146265
2010-12-20,83.77,82.703146216376,1.06685378362403
2010-12-21,83.7,82.6890381165617,1.01096188343834
2010-12-22,83.5,82.6751787082574,0.824821291742557
2010-12-23,82.99,82.6615578585166,0.328442141483417
2010-12-24,82.88,82.648165775341,0.231834224659004
2010-12-27,82.8,82.6349928024967,0.165007197503335
2010-12-28,82.13,82.6220293795806,-0.492029379580585
2010-12-29,82.1,82.6092660143973,-0.509266014397281
2010-12-30,81.46,82.5966930113661,-1.13669301136613
2010-12-31,81.12,82.5843004643966,-1.46430046439658
2011-01-03,81.41,82.5720779975344,-1.16207799753446
2011-01-04,82.18,82.5600146295429,-0.380014629542912
2011-01-05,82.13,82.5480988988288,-0.418098898828845
2011-01-06,83.17,82.5363191867164,0.63368081328364
2011-01-07,83.15,82.5246637017044,0.625336298295634
2011-01-10,83.18,82.5131209142296,0.666879085770449
2011-01-11,83.13,82.5016795532179,0.628320446782132
2011-01-12,83.15,82.4903286232562,0.659671376743803
2011-01-13,83.05,82.4790573886538,0.570942611346187
2011-01-14,82.87,82.4678553864015,0.402144613598476
2011-01-17,82.61,82.456712389495,0.153287610505039
2011-01-18,82.54,82.4456183371601,0.0943816628399173
2011-01-19,82.28,82.4345632319858,-0.15456323198583
2011-01-20,82.22,82.4235371155747,-0.203537115574708
2011-01-21,82.57,82.412529965639,0.157470034361007
2011-01-24,82.79,82.4015316757569,0.388468324243074
2011-01-25,82.42,82.3905322045985,0.0294677954014848
2011-01-26,82.15,82.379521671411,-0.22952167141097
2011-01-27,82.71,82.3684902076222,0.341509792377788
2011-01-28,82.12,82.3574278497853,-0.237427849785251
2011-01-31,82.2,82.3463247756195,-0.146324775619504
2011-02-01,81.6,82.3351710647012,-0.735171064701223
2011-02-02,81.45,82.3239567361217,-0.873956736121699
2011-02-03,81.73,82.3126715050826,-0.582671505082577
2011-02-04,82.18,82.3013047255264,-0.121304725526395
2011-02-07,82.39,82.2898455105429,0.100154489457111
2011-02-08,82.12,82.2782829230795,-0.158282923079497
2011-02-09,82.58,82.2666060674834,0.313393932516612
2011-02-10,82.68,82.2548039826738,0.425196017326229
2011-02-11,83.43,82.2428658371142,1.18713416288586
2011-02-14,83.37,82.2307809750278,1.13921902497225
2011-02-15,83.53,82.2185392313502,1.31146076864977
2011-02-16,83.68,82.2061309119257,1.47386908807431
2011-02-17,83.58,82.1935468647026,1.38645313529738
2011-02-18,83.18,82.1807785468677,0.999221453132332
2011-02-21,83.15,82.1678179887118,0.982182011288158
2011-02-22,82.94,82.1546576335644,0.785342366435599
2011-02-23,82.83,82.1412903307488,0.688709669251241
2011-02-24,81.81,82.1277092542171,-0.317709254217142
2011-02-25,81.68,82.1139078626066,-0.433907862606628
2011-02-28,81.8,82.0998794832265,-0.299879483226547
2011-03-01,82.1,82.0856172640258,0.0143827359742429
2011-03-02,81.9,82.0711142289948,-0.171114228994797
2011-03-03,81.81,82.0563634080701,-0.246363408070143
2011-03-04,82.32,82.0413577604564,0.278642239543626
2011-03-07,82.08,82.0260901435206,0.0539098564793498
2011-03-08,82.47,82.0105535298105,0.45944647018951
2011-03-09,82.85,81.9947409141566,0.85525908584336
2011-03-10,82.94,81.9786454813075,0.961354518692534
2011-03-11,81.84,81.9622607695405,-0.122260769540455
2011-03-14,82.04,81.9455807145189,0.0944192854811073
2011-03-15,81.5,81.9285992013679,-0.428599201367861
2011-03-16,79.59,81.9113101542423,-2.32131015424233
2011-03-17,78.89,81.89370732013,-3.00370732013004
2011-03-18,80.58,81.8757834864833,-1.29578348648333
2011-03-21,81.25,81.8575301991441,-0.607530199144087
2011-03-22,80.93,81.8389384683275,-0.90893846832749
2011-03-23,80.9,81.8199990531209,-0.919999053120888
2011-03-24,80.92,81.8007023368936,-0.880702336893613
2011-03-25,81.34,81.7810383227239,-0.441038322723873
2011-03-28,81.69,81.7609966496422,-0.0709966496421993
2011-03-29,81.98,81.7405667743728,0.239433225627227
2011-03-30,83.13,81.7197381242913,1.41026187570872
2011-03-31,82.87,81.6985002257458,1.17149977425415
2011-04-01,84.06,81.676843188032,2.38315681196805
2011-04-04,84.06,81.6547576046938,2.40524239530623
2011-04-05,84.34,81.6322350543779,2.70776494562209
2011-04-06,85.22,81.6092681099612,3.61073189003881
2011-04-07,84.98,81.5858504636012,3.3941495363988
2011-04-08,84.76,81.5619772999877,3.19802270001226
2011-04-11,84.72,81.5376452068134,3.18235479318661
2011-04-12,84.28,81.5128520937088,2.76714790629121
2011-04-13,84.06,81.4875971857577,2.57240281424234
2011-04-14,83.32,81.4618808518744,1.85811914812564
2011-04-15,83.13,81.4357045242996,1.69429547570036
2011-04-18,82.8,81.4090704033463,1.39092959665367
2011-04-19,82.55,81.3819813896841,1.1680186103159
2011-04-20,82.72,81.3544409589308,1.36555904106923
2011-04-21,82.03,81.3264530695194,0.703546930480577
2011-04-22,81.88,81.2980222443496,0.581977755650429
2011-04-25,81.99,81.2691532971399,0.720846702860051
2011-04-26,81.68,81.2398512821745,0.440148717825533
2011-04-27,82.22,81.2101215517068,1.00987844829321
2011-04-28,81.69,81.1799696399304,0.510030360069608
2011-04-29,81.19,81.1494014984804,0.0405985015196002
2011-05-02,81.47,81.1184232898199,0.351576710180056
2011-05-03,80.84,81.0870411931928,-0.247041193192789
2011-05-04,81.13,81.0552615331707,0.0747384668292717
2011-05-05,79.64,81.0230905322081,-1.38309053220812
2011-05-06,80.63,80.9905344436539,-0.36053444365393
2011-05-09,80.77,80.9575989491436,-0.187598949143558
2011-05-10,80.66,80.9242895812803,-0.264289581280355
2011-05-11,80.96,80.8906117951226,0.0693882048773527
2011-05-12,80.86,80.8565709364822,0.0034290635177972
2011-05-13,80.8,80.8221723798531,-0.0221723798530984
2011-05-16,80.78,80.7874215011471,-0.007421501147125
2011-05-17,81.69,80.7523236671097,0.937676332890336
2011-05-18,81.05,80.7168842414204,0.333115758579618
2011-05-19,81.92,80.6811089753554,1.2388910246446
2011-05-20,81.7,80.6450037578873,1.05499624211275
2011-05-23,81.84,80.6085749900966,1.23142500990337
2011-05-24,81.77,80.5718295091575,1.19817049084253
2011-05-25,82.06,80.5347746612644,1.52522533873566
2011-05-26,81.79,80.4974182878882,1.29258171211183
2011-05-27,80.8,80.459768860967,0.340231139033024
2011-05-30,80.85,80.421835386739,0.428164613260953
2011-05-31,81.57,80.3836270120808,1.18637298791918
2011-06-01,81.39,80.3451530608555,1.04484693914451
2011-06-02,80.77,80.3064233473248,0.46357665267524
2011-06-03,80.34,80.267448117648,0.0725518823520493
2011-06-06,80.12,80.2282378096081,-0.108237809608101
2011-06-07,80.22,80.1888028909785,0.0311971090215236
2011-06-08,79.79,80.1491537847918,-0.35915378479182
2011-06-09,80.1,80.1093009269752,-0.00930092697516947
2011-06-10,80.32,80.0692546049968,0.250745395003191
2011-06-13,80.34,80.0290251024801,0.310974897519857
2011-06-14,80.15,79.9886228066967,0.161377193303313
2011-06-15,80.7,79.9480582334625,0.751941766537513
2011-06-16,80.73,79.9073419653004,0.822658034699594
2011-06-17,80.05,79.8664848955555,0.183515104444458
2011-06-20,80.31,79.8254982576273,0.484501742372749
2011-06-21,80.18,79.7843933607724,0.395606639227654
2011-06-22,80.22,79.7431817145212,0.476818285478802
2011-06-23,80.61,79.701874991932,0.908125008068033
2011-06-24,80.43,79.6604850631607,0.769514936839334
2011-06-27,80.74,79.6190241737453,1.12097582625465
2011-06-28,80.8,79.5775048873106,1.2224951126894
2011-06-29,81.12,79.5359402308474,1.58405976915262
2011-06-30,80.44,79.4943437366771,0.945656263322921
2011-07-01,80.83,79.4527295919076,1.37727040809238
2011-07-04,80.69,79.4111123745432,1.27888762545681
2011-07-05,81.1,79.3695072318962,1.73049276810381
2011-07-06,81.03,79.3279298399197,1.70207016008028
2011-07-07,80.98,79.286396589883,1.693603410117
2011-07-08,80.64,79.2449245766228,1.3950754233772
2011-07-11,80.66,79.2035315950433,1.45646840495672
2011-07-12,79.62,79.1622360167165,0.457763983283514
2011-07-13,79.24,79.1210568152602,0.118943184739746
2011-07-14,79.04,79.0800131535134,-0.0400131535133501
2011-07-15,79.13,79.0391242434814,0.0908757565185873
2011-07-18,79.11,78.9984092806294,0.111590719370628
2011-07-19,78.93,78.9578874979874,-0.0278874979873622
2011-07-20,78.83,78.9175781747121,-0.0875781747121149
2011-07-21,78.86,78.8775005784331,-0.0175005784331286
2011-07-22,78.54,78.8376739405788,-0.297673940578747
2011-07-25,78.19,78.7981174853427,-0.608117485342709
2011-07-26,78.06,78.7588503138731,-0.698850313873114
2011-07-27,77.77,78.7198912759452,-0.949891275945238
2011-07-28,77.75,78.6812589324597,-0.93125893245974
2011-07-29,76.77,78.6429714516696,-1.87297145166961
2011-08-01,77.15,78.6050466168817,-1.45504661688168
2011-08-02,77.36,78.5675014371929,-1.20750143719291
2011-08-03,77.11,78.5303523202422,-1.42035232024223
2011-08-04,79.82,78.4936151745362,1.32638482546375
2011-08-05,78.4,78.4573053214646,-0.0573053214646346
2011-08-08,77.76,78.4214386306917,-0.661438630691721
2011-08-09,77.14,78.3860309481936,-1.24603094819365
2011-08-10,76.89,78.3510978465342,-1.46109784653419
2011-08-11,76.79,78.3166543832183,-1.52665438321833
2011-08-12,76.67,78.2827150117929,-1.61271501179285
2011-08-15,76.84,78.249293554746,-1.40929355474605
2011-08-16,76.78,78.2164031679363,-1.43640316793631
2011-08-17,76.61,78.1840564246736,-1.57405642467355
2011-08-18,76.54,78.1522653045181,-1.61226530451812
2011-08-19,76.52,78.1210411363793,-1.60104113637926
2011-08-22,76.83,78.0903945827193,-1.26039458271933
2011-08-23,76.68,78.0603356441958,-1.38033564419583
2011-08-24,76.95,78.0308738004703,-1.0808738004703
2011-08-25,77.48,78.0020179606264,-0.522017960626421
2011-08-26,76.59,77.9737765869607,-1.38377658696064
2011-08-29,76.83,77.9461579259871,-1.1161579259871
2011-08-30,76.73,77.919169652223,-1.18916965222304
2011-08-31,76.59,77.8928189788101,-1.30281897881007
2011-09-01,76.92,77.8671126273356,-0.947112627335629
2011-09-02,76.76,77.8420567808534,-1.0820567808534
2011-09-05,76.9,77.8176572309197,-0.91765723091965
2011-09-06,77.61,77.7939193218116,-0.183919321811564
2011-09-07,77.24,77.7708480184832,-0.530848018483222
2011-09-08,77.5,77.7484482098631,-0.248448209863125
2011-09-09,77.58,77.7267245654499,-0.146724565449884
2011-09-12,77.22,77.7056816520439,-0.485681652043915
2011-09-13,76.92,77.6853239757943,-0.765323975794333
2011-09-14,76.68,77.6656558420902,-0.985655842090206
2011-09-15,76.7,77.6466812399673,-0.946681239967315
2011-09-16,76.77,77.6284037510269,-0.85840375102685
2011-09-19,76.56,77.6108265655542,-1.05082656555425
2011-09-20,76.42,77.5939525190044,-1.17395251900436
2011-09-21,76.42,77.5777840124622,-1.15778401246217
2011-09-22,76.26,77.5623229617473,-1.30232296174733
2011-09-23,76.54,77.5475708040977,-1.00757080409774
2011-09-26,76.38,77.5335284384247,-1.1535284384247
2011-09-27,76.79,77.5201963471502,-0.730196347150187
2011-09-28,76.56,77.5075745358734,-0.947574535873398
2011-09-29,76.78,77.49566270836,-0.715662708359989
2011-09-30,77.02,77.4844601766869,-0.464460176686873
2011-10-03,76.56,77.4739659571038,-0.913965957103778
2011-10-04,76.88,77.4641788738704,-0.584178873870395
2011-10-05,76.76,77.4550973734514,-0.695097373451421
2011-10-06,76.67,77.4467196608363,-0.776719660836249
2011-10-07,76.68,77.4390436536864,-0.759043653686342
2011-10-10,76.65,77.4320669485999,-0.782066948599841
2011-10-11,76.68,77.4257868284179,-0.74578682841793
2011-10-12,77.26,77.4202002527049,-0.16020025270493
2011-10-13,76.85,77.4153038727478,-0.565303872747819
2011-10-14,77.19,77.411094273611,-0.221094273610979
2011-10-17,76.79,77.4075678066895,-0.617567806689512
2011-10-18,76.82,77.4047207319828,-0.584720731982862
2011-10-19,76.81,77.4025490542152,-0.59254905421515
2011-10-20,76.86,77.4010485364104,-0.5410485364104
2011-10-21,76.28,77.4002146966566,-1.12021469665658
2011-10-24,76.1,77.400042829392,-1.30004282939201
2011-10-25,76.04,77.4005277660051,-1.36052776600514
2011-10-26,76.23,77.4016638004976,-1.17166380049758
2011-10-27,75.96,77.4034446644835,-1.44344466448352
2011-10-28,75.82,77.4058636052599,-1.58586360525993
2011-10-31,78.17,77.4089132734615,0.761086726538465
2011-11-01,78.33,77.4125856641891,0.917414335810936
2011-11-02,78.05,77.4168730871483,0.633126912851728
2011-11-03,78.06,77.4217682312658,0.638231768734163
2011-11-04,78.23,77.4272640471786,0.802735952821393
2011-11-07,78.03,77.4333537493419,0.596646250658057
2011-11-08,77.7,77.4400308840292,0.259969115970783
2011-11-09,77.79,77.4472892441449,0.342710755855113
2011-11-10,77.62,77.455122730054,0.164877269946037
2011-11-11,77.12,77.4635253837825,-0.343525383782528
2011-11-14,77.09,77.4724913155129,-0.382491315512916
2011-11-15,77.04,77.4820144934251,-0.442014493425108
2011-11-16,77.05,77.4920887275956,-0.442088727595594
2011-11-17,76.95,77.5027076453868,-0.55270764538677
2011-11-18,76.93,77.5138646914231,-0.583864691423049
2011-11-21,76.94,77.5255530818583,-0.585553081858273
2011-11-22,76.97,77.5377657915017,-0.567765791501729
2011-11-23,77.34,77.5504955531171,-0.210495553117093
2011-11-24,77.09,77.563734864779,-0.473734864778942
2011-11-25,77.72,77.5774761375492,0.142523862450825
2011-11-28,77.99,77.5917115866684,0.398288413331571
2011-11-29,77.87,77.6064334862904,0.263566513709624
2011-11-30,77.54,77.621634275205,-0.0816342752050267
2011-12-01,77.71,77.6373065011489,0.072693498851055
2011-12-02,78.03,77.6534426781165,0.376557321883483
2011-12-05,77.76,77.67003535015,0.0899646498500328
2011-12-06,77.73,77.6870772169449,0.0429227830551
2011-12-07,77.66,77.7045610153845,-0.0445610153844617
