"LCPTDate","LCPTClose","LCPT_hpft","LCPT_hpfc"
2013-06-24,6705.5,6975.67173817922,-270.171738179219
2013-06-25,6767.5,6978.92438301189,-211.424383011891
2013-06-26,6735,6982.17691616643,-247.176916166429
2013-06-27,6736.2,6985.42913857036,-249.229138570365
2013-06-28,6765,6988.68074897823,-223.680748978234
2013-07-01,6963,6991.93134312326,-28.9313431232582
2013-07-02,6927.8,6995.18042427804,-67.3804242780353
2013-07-03,6994,6998.42748375612,-4.42748375611534
2013-07-04,6925,7001.67198501869,-76.6719850186931
2013-07-05,6768,7004.91338969702,-236.913389697015
2013-07-08,6844,7008.15112772881,-164.151127728808
2013-07-09,6756,7011.38453112153,-255.384531121531
2013-07-10,6798.5,7014.61286402917,-216.112864029167
2013-07-11,7002.5,7017.83528504,-15.3352850400029
2013-07-12,6953.2,7021.05086340996,-67.8508634099578
2013-07-15,6939.2,7024.25866205595,-85.0586620559513
2013-07-16,6932.2,7027.45771584814,-95.2577158481353
2013-07-17,6899,7030.64702449676,-131.647024496765
2013-07-18,6909,7033.82554833643,-124.825548336431
2013-07-19,6920,7036.9921932841,-116.9921932841
2013-07-22,7010,7040.14581365892,-30.1458136589177
2013-07-23,7048,7043.28521542014,4.71478457986318
2013-07-24,7016,7046.40919206594,-30.4091920659357
2013-07-25,7010,7049.51653904342,-39.5165390434174
2013-07-26,6855,7052.60603922975,-197.606039229752
2013-07-29,6875,7055.6764591675,-180.6764591675
2013-07-30,6727.8,7058.72648371691,-330.926483716911
2013-07-31,6886.2,7061.75472305379,-175.554723053794
2013-08-01,6993,7064.75965056231,-71.7596505623057
2013-08-02,7007,7067.73966705929,-60.7396670592924
2013-08-05,6990,7070.69314369904,-80.6931436990405
2013-08-06,6997,7073.61842652859,-76.6184265285924
2013-08-07,6931,7076.51382823961,-145.513828239611
2013-08-08,7190,7079.37762985281,110.622370147189
2013-08-09,7270.5,7082.20805223928,188.291947760718
2013-08-12,7267,7085.00336199704,181.99663800296
2013-08-13,7291,7087.76190355637,203.23809644363
2013-08-14,7325,7090.4820965777,234.517903422301
2013-08-15,7353.8,7093.16244473185,260.637555268153
2013-08-16,7374,7095.80154862984,278.19845137016
2013-08-19,7312.8,7098.39811661996,214.401883380038
2013-08-20,7322.5,7100.95097204644,221.549027953556
2013-08-21,7271,7103.45902687869,167.540973121315
2013-08-22,7295,7105.92128466546,189.078715334535
2013-08-23,7353,7108.33681821028,244.663181789715
2013-08-27,7309,7110.7047784743,198.295221525695
2013-08-28,7262,7113.0244175525,148.975582447495
2013-08-29,7161.5,7115.29506950704,46.2049304929624
2013-08-30,7111,7117.51612998082,-6.51612998082323
2013-09-02,7241,7119.68701371576,121.312986284236
2013-09-03,7251.8,7121.80713276055,129.992867239446
2013-09-04,7135.8,7123.87594930943,11.9240506905667
2013-09-05,7134.5,7125.89297929084,8.60702070916242
2013-09-06,7160,7127.85774356191,32.1422564380855
2013-09-09,7205,7129.76976653762,75.2302334623779
2013-09-10,7174,7131.62858591921,42.3714140807879
