"I0Date","I0Close","I0_hpft","I0_hpfc"
2013-10-21,969,968.086167369595,0.913832630405166
2013-10-22,948,966.507759594232,-18.5077595942318
2013-10-23,939,964.92935219661,-25.9293521966104
2013-10-24,926,963.350937904109,-37.3509379041088
2013-10-25,918,961.772498725954,-43.7724987259539
2013-10-28,923,960.194001231996,-37.1940012319959
2013-10-29,921,958.615393898295,-37.6153938982947
2013-10-30,924,957.036609826406,-33.036609826406
2013-10-31,922,955.457566569194,-33.4575665691941
2013-11-01,942,953.87816802353,-11.8781680235297
2013-11-04,950,952.298304256246,-2.29830425624564
2013-11-05,946,950.717860424231,-4.71786042423069
2013-11-06,944,949.136720734346,-5.13672073434647
2013-11-07,945,947.554767443282,-2.55476744328174
2013-11-08,939,945.97188068441,-6.97188068440998
2013-11-11,942,944.387939535066,-2.3879395350658
2013-11-12,943,942.802820190693,0.19717980930701
2013-11-13,943,941.216397859654,1.7836021403459
2013-11-14,937,939.628547831818,-2.62854783181749
2013-11-15,931,938.039146134324,-7.03914613432372
2013-11-18,932,936.448067707773,-4.44806770777305
2013-11-19,942,934.855184583069,7.14481541693142
2013-11-20,942,933.260366952461,8.73963304753859
2013-11-21,932,931.663487961578,0.336512038421966
2013-11-22,931,930.064424368664,0.935575631335828
2013-11-25,933,928.463053071066,4.53694692893435
2013-11-26,941,926.859251352852,14.1407486471477
2013-11-27,936,925.252898373486,10.7471016265136
2013-11-28,939,923.643879137652,15.3561208623483
2013-11-29,939,922.032083092442,16.967916907558
2013-12-02,936,920.417406032567,15.582593967433
2013-12-03,939,918.799750766578,20.2002492334224
2013-12-04,952,917.179026544259,34.8209734557414
2013-12-05,945,915.555150965353,29.444849034647
2013-12-06,941,913.928056023193,27.071943976807
2013-12-09,945,912.29768588244,32.7023141175599
2013-12-10,942,910.663995898191,31.3360041018089
2013-12-11,937,909.026954943384,27.9730450566162
2013-12-12,930,907.386544843982,22.6134551560178
2013-12-13,914,905.742758988894,8.25724101110626
2013-12-16,918,904.095600114512,13.9043998854882
2013-12-17,910,902.445074370441,7.55492562955938
2013-12-18,906,900.791193653818,5.20880634618237
2013-12-19,908,899.133972984661,8.86602701533895
2013-12-20,905,897.473429536124,7.52657046387603
2013-12-23,893,895.809584146202,-2.80958414620208
2013-12-24,900,894.142460764079,5.85753923592127
2013-12-25,903,892.472082177567,10.5279178224333
2013-12-26,896,890.798473595751,5.20152640424909
2013-12-27,907,889.121664579532,17.8783354204679
2013-12-30,911,887.441686839921,23.5583131600795
2013-12-31,911,885.758579478095,25.241420521905
2014-01-02,907,884.072391333315,22.9276086666854
2014-01-03,902,882.383181678609,19.6168183213908
2014-01-06,893,880.691019264367,12.3089807356333
2014-01-07,896,878.995980949779,17.0040190502213
2014-01-08,892,877.298148682079,14.7018513179211
2014-01-09,888,875.597611437268,12.4023885627321
2014-01-10,881,873.89446426851,7.10553573148955
2014-01-13,871,872.188807355617,-1.18880735561715
2014-01-14,880,870.480743815541,9.51925618445871
2014-01-15,879,868.770376273827,10.2296237261729
2014-01-16,879,867.057811290905,11.9421887090955
2014-01-17,876,865.343159655708,10.6568403442923
2014-01-20,861,863.626537093601,-2.62653709360054
2014-01-21,847,861.908063735054,-14.9080637350542
2014-01-22,852,860.187858624837,-8.18785862483736
2014-01-23,878,858.466034645319,19.5339653546815
2014-01-24,877,856.742701294335,20.2572987056654
2014-01-27,864,855.017976144285,8.98202385571482
2014-01-28,857,853.291985141118,3.70801485888216
2014-01-29,866,851.564857943589,14.4351420564108
2014-01-30,868,849.836725743198,18.163274256802
2014-02-07,856,848.107725698353,7.89227430164728
2014-02-10,854,846.378002475427,7.62199752457313
2014-02-11,848,844.647704003145,3.35229599685524
2014-02-12,853,842.916981360857,10.0830186391427
2014-02-13,854,841.185987013619,12.814012986381
2014-02-14,861,839.454877594399,21.5451224056008
2014-02-17,873,837.723815032965,35.2761849670346
2014-02-18,860,835.992970164972,24.0070298350283
2014-02-19,864,834.262528407829,29.7374715921705
2014-02-20,852,832.532685102489,19.4673148975105
2014-02-21,851,830.80364788218,20.1963521178196
2014-02-24,821,829.075632427132,-8.07563242713213
2014-02-25,817,827.348862765937,-10.3488627659374
2014-02-26,820,825.623559589047,-5.62355958904657
2014-02-27,818,823.899939309102,-5.89993930910228
2014-02-28,808,822.178216014199,-14.1782160141989
2014-03-03,799,820.458601353627,-21.4586013536274
2014-03-04,801,818.741301115984,-17.7413011159844
2014-03-05,802,817.026512219738,-15.0265122197385
2014-03-06,787,815.314424249816,-28.3144242498158
2014-03-07,764,813.605220579784,-49.6052205797837
2014-03-10,728,811.899072879172,-83.8990728791723
2014-03-11,740,810.196132312705,-70.1961323127051
2014-03-12,737,808.4965153646,-71.4965153646004
2014-03-13,749,806.800309502823,-57.800309502823
2014-03-14,740,805.107572641545,-65.1075726415454
2014-03-17,729,803.418338802629,-74.4183388026293
2014-03-18,732,801.732615095075,-69.7326150950753
2014-03-19,732,800.05037786633,-68.0503778663305
2014-03-20,733,798.371574639195,-65.3715746391949
2014-03-21,733,796.696124807165,-63.6961248071649
2014-03-24,744,795.023920741772,-51.023920741772
2014-03-25,759,793.35482848512,-34.35482848512
2014-03-26,758,791.688692988077,-33.6886929880772
2014-03-27,757,790.025345000605,-33.0253450006054
2014-03-28,781,788.364601347128,-7.36460134712767
2014-03-31,794,786.706265200705,7.29373479929533
2014-04-01,800,785.05013669017,14.9498633098303
2014-04-02,784,783.396018959298,0.603981040701654
2014-04-03,799,781.743721331531,17.2562786684687
2014-04-04,808,780.093053379974,27.9069466200261
2014-04-08,825,778.44383181078,46.5561681892195
2014-04-09,819,776.795884865719,42.2041151342808
2014-04-10,816,775.149060031004,40.8509399689961
2014-04-11,814,773.503222238334,40.4967777616656
2014-04-14,803,771.858253305542,31.1417466944578
2014-04-15,812,770.214051790202,41.7859482097978
2014-04-16,797,768.570529122634,28.4294708773661
2014-04-17,795,766.927614005788,28.0723859942121
2014-04-18,781,765.285246894215,15.7147531057853
2014-04-21,781,763.64337984646,17.3566201535405
2014-04-22,779,762.001971416916,16.9980285830841
2014-04-23,786,760.360987334505,25.6390126654955
2014-04-24,794,758.720400354449,35.2795996455514
2014-04-25,795,757.080193830108,37.9198061698923
2014-04-28,760,755.44036569801,4.55963430198961
2014-04-29,771,753.800929569207,17.1990704307929
2014-04-30,765,752.161900939519,12.8380990604815
2014-05-05,771,750.523302414169,20.4766975858313
2014-05-06,768,748.885161905137,19.1148380948633
2014-05-07,749,747.247515788644,1.75248421135625
2014-05-08,735,745.610408342218,-10.6104083422177
2014-05-09,735,743.97388456779,-8.97388456779013
2014-05-12,741,742.337985081381,-1.33798508138129
2014-05-13,740,740.702746789564,-0.702746789563728
2014-05-14,738,739.068206045842,-1.06820604584224
2014-05-15,738,737.434398913236,0.565601086764129
2014-05-16,717,735.80136101321,-18.80136101321
2014-05-19,707,734.169128201025,-27.1691282010247
2014-05-20,700,732.537728560215,-32.5377285602154
2014-05-21,708,730.907178943692,-22.9071789436919
2014-05-22,714,729.277482754574,-15.2774827545744
2014-05-23,707,727.648633927078,-20.6486339270779
2014-05-26,722,726.020620080319,-4.02062008031902
2014-05-27,724,724.393420298101,-0.393420298100712
2014-05-28,707,722.767012002262,-15.7670120022623
2014-05-29,702,721.141372452019,-19.1413724520195
2014-05-30,680,719.51647238914,-39.5164723891401
2014-06-03,682,717.892274643116,-35.8922746431161
2014-06-04,691,716.268725708921,-25.2687257089214
2014-06-05,688,714.645757245105,-26.6457572451047
2014-06-06,689,713.02329046514,-24.0232904651403
2014-06-09,690,711.401235568217,-21.4012355682171
2014-06-10,686,709.779492823264,-23.7794928232638
2014-06-11,682,708.157953652797,-26.1579536527971
2014-06-12,666,706.536499649848,-40.5364996498484
2014-06-13,667,704.915001594803,-37.9150015948031
2014-06-16,661,703.293313511887,-42.2933135118869
2014-06-17,667,701.671273752789,-34.6712737527886
2014-06-18,665,700.048703186842,-35.0487031868419
2014-06-19,663,698.425408351671,-35.4254083516711
2014-06-20,677,696.801181297175,-19.8011812971751
2014-06-23,691,695.175799429812,-4.17579942981165
2014-06-24,683,693.549031971032,-10.5490319710321
2014-06-25,693,691.920646416176,1.07935358382409
2014-06-26,717,690.290405900036,26.7095940999644
2014-06-27,707,688.658074003566,18.3419259964345
2014-06-30,694,687.023425348394,6.97657465160614
2014-07-01,701,685.386242137968,15.6137578620319
2014-07-02,716,683.746309459562,32.2536905404376
2014-07-03,712,682.103418854555,29.8965811454449
2014-07-04,711,680.457375196705,30.5426248032949
2014-07-07,707,678.807995717816,28.1920042821844
2014-07-08,720,677.155110274771,42.8448897252287
2014-07-09,702,675.498560377919,26.5014396220811
2014-07-10,705,673.838205247941,31.1617947520589
2014-07-11,712,672.173915060155,39.826084939845
2014-07-14,714,670.505572870915,43.494427129085
2014-07-15,716,668.833078199073,47.1669218009269
2014-07-16,717,667.156348542331,49.8436514576688
2014-07-17,710,665.475320895295,44.5246791047046
2014-07-18,684,663.78995285594,20.2100471440596
2014-07-21,686,662.100220426946,23.8997795730544
2014-07-22,686,660.406107965015,25.5938920349846
2014-07-23,671,658.707609706066,12.2923902939342
2014-07-24,663,657.004730465491,5.99526953450882
2014-07-25,669,655.297480139857,13.7025198601427
2014-07-28,681,653.585871103961,27.4141288960389
2014-07-29,684,651.869921396649,32.1300786033513
2014-07-30,676,650.149660388669,25.8503396113311
2014-07-31,680,648.425130732055,31.5748692679448
2014-08-01,672,646.696385764324,25.3036142356758
2014-08-04,685,644.963491874783,40.0365081252171
2014-08-05,684,643.226525912233,40.7734740877668
2014-08-06,679,641.485581274956,37.5144187250442
2014-08-07,678,639.740768215355,38.2592317846453
2014-08-08,675,637.992212492781,37.007787507219
2014-08-11,671,636.240055681409,34.7599443185915
2014-08-12,667,634.484454652946,32.5155453470538
2014-08-13,662,632.725580647471,29.2744193525292
2014-08-14,653,630.963618345674,22.036381654326
2014-08-15,666,629.19876452911,36.8012354708899
2014-08-18,650,627.431225088295,22.5687749117045
2014-08-19,654,625.66122112591,28.3387788740903
2014-08-20,646,623.888983073629,22.1110169263714
2014-08-21,647,622.114753077248,24.8852469227515
2014-08-22,643,620.338782422372,22.6612175776281
2014-08-25,645,618.56133268117,26.4386673188297
2014-08-26,648,616.782674793043,31.2173252069568
2014-08-27,637,615.003090626074,21.996909373926
2014-08-28,626,613.222874952334,12.7771250476655
2014-08-29,628,611.442331636532,16.557668363468
2014-09-01,620,609.661769824925,10.3382301750746
2014-09-02,628,607.881505508047,20.1184944919527
2014-09-03,605,606.101858949838,-1.1018589498378
2014-09-04,594,604.323158730417,-10.3231587304169
2014-09-05,585,602.545732974436,-17.5457329744364
2014-09-09,585,600.769905539373,-15.7699055393732
2014-09-10,590,598.995993029997,-8.99599302999691
2014-09-11,585,597.224305532442,-12.2243055324421
2014-09-12,591,595.455149414255,-4.45514941425483
2014-09-15,598,593.688825989944,4.31117401005598
2014-09-16,598,591.925634732438,6.07436526756162
2014-09-17,598,590.165876896743,7.83412310325725
2014-09-18,592,588.409856248757,3.59014375124255
2014-09-19,576,586.657879792678,-10.6578797926783
2014-09-22,556,584.910256016748,-28.910256016748
2014-09-23,560,583.167289003639,-23.1672890036391
2014-09-24,562,581.42927088571,-19.4292708857099
2014-09-25,552,579.69648421889,-27.6964842188897
2014-09-26,562,577.96920352783,-15.9692035278298
2014-09-29,542,576.247691888559,-34.2476918885586
2014-09-30,551,574.532205776091,-23.5322057760915
2014-10-08,547,572.822987508807,-25.8229875088066
2014-10-09,563,571.120269677837,-8.1202696778369
2014-10-10,568,569.424274200114,-1.42427420011355
2014-10-13,584,567.735219635988,16.2647803640122
2014-10-14,589,566.053323957052,22.9466760429476
2014-10-15,580,564.378811858118,15.6211881418823
2014-10-16,565,562.711917519249,2.28808248075143
2014-10-17,568,561.052881577645,6.94711842235507
2014-10-20,580,559.401945616341,20.5980543836586
2014-10-21,575,557.759354089998,17.2406459100021
2014-10-22,574,556.125359967712,17.8746400322876
2014-10-23,529,554.500223345155,-25.500223345155
2014-10-24,530,552.884211706646,-22.8842117066458
2014-10-27,526,551.277581995775,-25.2775819957749
2014-10-28,522,549.680581696674,-27.6805816966743
2014-10-29,528,548.093447844756,-20.0934478447556
2014-10-30,536,546.516406033415,-10.5164060334148
2014-10-31,532,544.949673550194,-12.9496735501939
2014-11-03,522,543.39346333559,-21.3934633355898
2014-11-04,520,541.847982977226,-21.8479829772263
2014-11-05,510,540.313431219532,-30.3134312195316
2014-11-06,506,538.789997775826,-32.7899977758255
2014-11-07,512,537.277859829126,-25.2778598291258
2014-11-10,514,535.777181008327,-21.7771810083273
2014-11-11,510,534.288114493521,-24.2881144935205
2014-11-12,508,532.810804462987,-24.8108044629869
2014-11-13,507,531.345385055237,-24.3453850552369
2014-11-14,507,529.891980153007,-22.8919801530074
2014-11-17,507,528.450703575662,-21.4507035756622
2014-11-18,487,527.021659679901,-40.0216596799007
2014-11-19,473,525.604943955587,-52.604943955587
2014-11-20,476,524.200635349238,-48.2006353492376
2014-11-21,476,522.808791062586,-46.8087910625855
2014-11-24,470,521.4294483732,-51.4294483731996
2014-11-25,466,520.062625209718,-54.0626252097177
2014-11-26,467,518.708318241963,-51.7083182419634
2014-11-27,481,517.366501792445,-36.3665017924446
2014-11-28,485,516.037128809478,-31.0371288094784
2014-12-01,480,514.720137208972,-34.720137208972
2014-12-02,475,513.415452077305,-38.4154520773047
2014-12-03,482,512.122984149002,-30.1229841490018
2014-12-04,494,510.842628279119,-16.8426282791192
2014-12-05,491,509.574266871112,-18.574266871112
2014-12-08,481,508.317775366403,-27.3177753664032
2014-12-09,488,507.073021528506,-19.0730215285056
2014-12-10,483,505.839861828874,-22.8398618288738
2014-12-11,480,504.618144854969,-24.6181448549694
2014-12-12,490,503.407709753165,-13.4077097531645
2014-12-15,485,502.208385493648,-17.2083854936482
2014-12-16,479,501.019995504453,-22.0199955044532
2014-12-17,485,499.84235610032,-14.8423561003197
2014-12-18,487,498.675274493817,-11.6752744938168
2014-12-19,492,497.518551762277,-5.51855176227725
2014-12-22,485,496.371984156953,-11.3719841569527
2014-12-23,473,495.235365647955,-22.2353656479553
2014-12-24,477,494.108485504646,-17.1084855046457
2014-12-25,476,492.991123805214,-16.9911238052139
2014-12-26,474,491.883053555855,-17.8830535558548
2014-12-29,485,490.784040739361,-5.78404073936081
2014-12-30,499,489.693843946348,9.30615605365182
2014-12-31,509,488.612219376558,20.3877806234422
2015-01-05,500,487.538927076529,12.4610729234708
2015-01-06,520,486.473735520276,33.5262644797235
2015-01-07,513,485.416418332728,27.5835816672717
2015-01-08,512,484.366762997223,27.6332370027771
2015-01-09,510,483.324568399041,26.675431600959
2015-01-12,499,482.289644845941,16.7103551540585
2015-01-13,501,481.261813672201,19.7381863277988
2015-01-14,497,480.24090311953,16.75909688047
2015-01-15,507,479.226749588582,27.7732504114176
2015-01-16,506,478.219196407548,27.780803592452
2015-01-19,508,477.218098384982,30.7819016150185
2015-01-20,502,476.223321812884,25.7766781871165
2015-01-21,486,475.234745707276,10.7652542927241
2015-01-22,487,474.252259739215,12.7477402607853
2015-01-23,476,473.275758029668,2.72424197033223
2015-01-26,470,472.305139969015,-2.30513996901499
2015-01-27,470,471.340306073722,-1.34030607372175
2015-01-28,471,470.381155907424,0.618844092576287
2015-01-29,476,469.427588479707,6.57241152029293
2015-01-30,474,468.479503055957,5.52049694404251
2015-02-02,472,467.536801618352,4.46319838164757
2015-02-03,478,466.599388431006,11.400611568994
2015-02-04,470,465.667169602937,4.33283039706262
2015-02-05,474,464.740055955726,9.25994404427426
2015-02-06,478,463.817960101973,14.1820398980273
2015-02-09,476,462.900798481959,13.0992015180407
2015-02-10,480,461.988493398264,18.0115066017364
2015-02-11,481,461.080972568144,19.9190274318558
2015-02-12,479,460.178171154083,18.821828845917
2015-02-13,489,459.280032552281,29.7199674477187
2015-02-16,497,458.386507939149,38.6134920608512
2015-02-17,493,457.497560776121,35.5024392238789
2015-02-25,479,456.613170485902,22.3868295140978
2015-02-26,489,455.733331166468,33.2666688335323
2015-02-27,485,454.858046169628,30.1419538303717
2015-03-02,483,453.987332598273,29.0126674017267
2015-03-03,485,453.121220014778,31.8787799852215
2015-03-04,477,452.259749974187,24.7402500258129
2015-03-05,460,451.402977208956,8.59702279104442
2015-03-06,456,450.55096667815,5.44903332185051
2015-03-09,454,449.703786894522,4.29621310547803
2015-03-10,449,448.861508623201,0.138491376799055
2015-03-11,453,448.024204405226,4.97579559477438
2015-03-12,458,447.191946838876,10.8080531611241
2015-03-13,454,446.36481057922,7.63518942077972
2015-03-16,457,445.542874748941,11.4571252510587
2015-03-17,453,444.726221626805,8.27377837319534
2015-03-18,437,443.914938227496,-6.91493822749553
2015-03-19,437,443.109114985741,-6.10911498574108
2015-03-20,430,442.308839477905,-12.3088394779046
2015-03-23,435,441.514196755093,-6.51419675509253
2015-03-24,440,440.725266780442,-0.725266780441691
2015-03-25,432,439.942126824381,-7.94212682438057
2015-03-26,428,439.164853857521,-11.1648538575212
2015-03-27,422,438.393521567532,-16.3935215675321
2015-03-30,409,437.628199026997,-28.6281990269975
2015-03-31,401,436.868948532061,-35.8689485320611
2015-04-01,391,436.115820545116,-45.1158205451162
2015-04-02,380,435.368850701776,-55.368850701776
