"I0Date","I0Close","I0_hpft","I0_hpfc"
2015-04-03,380,434.628055988606,-54.6280559886056
2015-04-07,387,433.893430504896,-46.8934305048962
2015-04-08,392,433.164945768895,-41.1649457688947
2015-04-09,378,432.442553914999,-54.442553914999
2015-04-10,370,431.726190061673,-61.7261900616734
2015-04-13,387,431.015766823015,-44.0157668230152
2015-04-14,396,430.311171297993,-34.3111712979931
2015-04-15,387,429.612272391244,-42.6122723912441
2015-04-16,395,428.918924824531,-33.918924824531
2015-04-17,394,428.230965705421,-34.2309657054208
2015-04-20,387,427.548218120765,-40.5482181207651
2015-04-21,387.5,426.870491007715,-39.3704910077146
2015-04-22,399,426.197576542413,-27.1975765424129
2015-04-23,399,425.529250626808,-26.5292506268078
2015-04-24,417.5,424.865277920492,-7.36527792049181
2015-04-27,434,424.205412116911,9.79458788308912
2015-04-28,427,423.549403865013,3.45059613498709
2015-04-29,412.5,422.897007862425,-10.3970078624247
2015-04-30,413.5,422.247980233127,-8.74798023312747
2015-05-04,425,421.602072803381,3.3979271966192
2015-05-05,433.5,420.959033783393,12.5409662166072
2015-05-06,445.5,420.318612787922,25.1813872120778
2015-05-07,434.5,419.680564615674,14.8194353843265
2015-05-08,437,419.044654474319,17.9553455256811
2015-05-11,442,418.410653697292,23.5893463027078
2015-05-12,437,417.778341040039,19.2216589599608
2015-05-13,429,417.147505008896,11.8524949911036
2015-05-14,422,416.517942055663,5.48205794433683
2015-05-15,428,415.889453531479,12.1105464685205
2015-05-18,423,415.26184305355,7.73815694645033
2015-05-19,417,414.634919245091,2.36508075490872
2015-05-20,415,414.008493927965,0.991506072034904
2015-05-21,423.5,413.38237990166,10.1176200983401
2015-05-22,423.5,412.756390375514,10.7436096244857
2015-05-25,430,412.130342741083,17.8696572589167
2015-05-26,433,411.504058830899,21.495941169101
2015-05-27,432.5,410.87736786409,21.62263213591
2015-05-28,430,410.250107945346,19.7498920546545
2015-05-29,432,409.622126117277,22.3778738827228
2015-06-01,441.5,408.993277586313,32.5067224136874
2015-06-02,441.5,408.363426808987,33.1365731910134
2015-06-03,434.5,407.732451678812,26.7675483211884
2015-06-04,441,407.100243786623,33.8997562133771
2015-06-05,437,406.466705787885,30.5332942121147
2015-06-08,434,405.831754350861,28.1682456491391
2015-06-09,433.5,405.195318765044,28.3046812349557
2015-06-10,450.5,404.557339963556,45.9426600364436
2015-06-11,455,403.917770579533,51.0822294204673
2015-06-12,447,403.276582236953,43.7234177630469
2015-06-15,449.5,402.633767675139,46.8662323248614
2015-06-16,437.5,401.989337706913,35.5106622930865
2015-06-17,425,401.34332251772,23.6566774822803
2015-06-18,428.5,400.695766971678,27.8042330283224
2015-06-19,431.5,400.046725711628,31.4532742883724
2015-06-23,431,399.396264873557,31.6037351264431
2015-06-24,445,398.744463594979,46.2555364050206
2015-06-25,436,398.09141407712,37.9085859228802
2015-06-26,437,397.437227641381,39.5627723586192
2015-06-29,429,396.782031279049,32.2179687209509
2015-06-30,416,396.12596833507,19.87403166493
2015-07-01,413.5,395.469195472005,18.0308045279953
2015-07-02,417,394.811877567536,22.1881224324642
2015-07-03,408,394.15418695256,13.8458130474401
2015-07-06,394.5,393.496305129648,1.0036948703519
2015-07-07,376,392.838419324675,-16.8384193246747
2015-07-08,349,392.180717178401,-43.1807171784011
2015-07-09,367,391.523379371264,-24.5233793712637
2015-07-10,364.5,390.866568734526,-26.3665687345258
2015-07-13,366,390.210437962472,-24.2104379624717
2015-07-14,369.5,389.555128850508,-20.0551288505081
2015-07-15,368,388.90077318642,-20.9007731864196
2015-07-16,366.5,388.247494468005,-21.7474944680053
2015-07-17,369,387.595407553529,-18.5954075535293
2015-07-20,381.5,386.94461831171,-5.44461831170995
2015-07-21,360,386.295224924675,-26.2952249246752
2015-07-22,349.5,385.647323323967,-36.1473233239673
2015-07-23,352,385.000998571739,-33.0009985717394
2015-07-24,348.5,384.356320788296,-35.8563207882956
2015-07-27,353,383.713346452654,-30.7133464526545
2015-07-28,359.5,383.07211722227,-23.5721172222697
2015-07-29,369,382.432662058935,-13.432662058935
2015-07-30,364,381.795000180676,-17.7950001806763
2015-07-31,367,381.159145253002,-14.1591452530016
2015-08-03,363,380.525103585677,-17.5251035856773
2015-08-04,366.5,379.892875635651,-13.3928756356507
2015-08-05,377,379.262454615698,-2.26245461569789
2015-08-06,373.5,378.633828202515,-5.13382820251485
2015-08-07,371.5,378.006983137594,-6.50698313759452
2015-08-10,370,377.381904040306,-7.38190404030578
2015-08-11,373,376.758572840298,-3.75857284029759
2015-08-12,377.5,376.136968415829,1.36303158417057
2015-08-13,387.5,375.517068091528,11.9829319084723
2015-08-14,385,374.898849755437,10.1011502445629
2015-08-17,381,374.282296248859,6.71770375114053
2015-08-18,383.5,373.667394588513,9.83260541148703
2015-08-19,377.5,373.054134567941,4.44586543205913
2015-08-20,376,372.442510045091,3.55748995490924
2015-08-21,379.5,371.832516715654,7.66748328434606
2015-08-24,362.5,371.224151745844,-8.72415174584406
2015-08-25,360.5,370.6174154713,-10.1174154712999
2015-08-26,362.5,370.012304621452,-7.51230462145152
2015-08-27,373,369.408811743595,3.59118825640503
2015-08-28,382,368.806926279742,13.1930737202584
2015-08-31,389,368.206639156354,20.7933608436457
2015-09-01,388.5,367.607946753387,20.8920532466126
2015-09-02,391,367.01085404593,23.98914595407
2015-09-07,383.5,366.415374645005,17.0846253549952
2015-09-08,388.5,365.821532077785,22.6784679222152
2015-09-09,398,365.229356933537,32.7706430664626
2015-09-10,410,364.638889175901,45.3611108240994
2015-09-11,407.5,364.050182314579,43.4498176854209
2015-09-14,401.5,363.463308609731,38.0366913902692
2015-09-15,392.5,362.878358281938,29.6216417180623
2015-09-16,397,362.295437274599,34.7045627254012
2015-09-17,393.5,361.714663775514,31.7853362244864
2015-09-18,388,361.136170317961,26.8638296820388
2015-09-21,390.5,360.560102573994,29.9398974260063
2015-09-22,383.5,359.986617320091,23.5133826799092
2015-09-23,379,359.415883708679,19.5841162913211
2015-09-24,378,358.848080611682,19.1519193883181
2015-09-25,382,358.283394996301,23.7166050036985
2015-09-28,368,357.722021746368,10.2779782536322
2015-09-29,367,357.164165549221,9.83583445077856
2015-09-30,366,356.610035340689,9.38996465931129
2015-10-08,373.5,356.059844122336,17.4401558776643
2015-10-09,391,355.513808777164,35.4861912228355
2015-10-12,380.5,354.972153397237,25.5278466027634
2015-10-13,376.5,354.435116743186,22.0648832568141
2015-10-14,375,353.902948127822,21.0970518721782
2015-10-15,374.5,353.375905984689,21.1240940153107
2015-10-16,367.5,352.854257468002,14.6457425319976
2015-10-19,370.5,352.338278463842,18.1617215361583
2015-10-20,371.5,351.828250912244,19.6717490877556
2015-10-21,365,351.324464260554,13.6755357394463
2015-10-22,367,350.827216087655,16.172783912345
2015-10-23,370,350.336809625319,19.6631903746814
2015-10-26,365.5,349.853554790507,15.6464452094934
2015-10-27,366.5,349.377769628161,17.1222303718393
2015-10-28,358,348.909778650833,9.09022134916659
2015-10-29,358,348.449913448691,9.55008655130893
2015-10-30,362.5,347.998509369475,14.5014906305247
2015-11-02,359,347.555905708534,11.4440942914659
2015-11-03,349,347.122447755521,1.87755224447945
2015-11-04,351,346.698485530639,4.30151446936091
2015-11-05,345.5,346.284369830188,-0.784369830188014
2015-11-06,347.5,345.880453228572,1.61954677142755
2015-11-09,348.5,345.487087975932,3.01291202406822
2015-11-10,348,345.104626991883,2.89537300811697
2015-11-11,345,344.733424441456,0.266575558543969
2015-11-12,347,344.373835686504,2.62616431349603
2015-11-13,350.5,344.026216199056,6.47378380094359
2015-11-16,348.5,343.690922536711,4.80907746328851
2015-11-17,339.5,343.368313933091,-3.86831393309148
2015-11-18,337.5,343.05875160968,-5.55875160968013
2015-11-19,331,342.762595188937,-11.7625951889369
2015-11-20,333.5,342.480201995591,-8.98020199559053
2015-11-23,300,342.21192449213,-42.21192449213
2015-11-24,301,341.958111429062,-40.9581114290617
2015-11-25,306,341.719094108129,-35.7190941081291
2015-11-26,307,341.495186900689,-34.4951869006887
2015-11-27,302.5,341.2866894132,-38.7866894131996
2015-11-30,293.5,341.093886993215,-47.5938869932149
2015-12-01,292.5,340.917048955439,-48.4170489554387
2015-12-02,293.5,340.756424941214,-47.256424941214
2015-12-03,290,340.612244578173,-50.6122445781731
2015-12-04,289,340.484717960057,-51.4847179600574
2015-12-07,293.5,340.374034259539,-46.8740342595389
2015-12-08,286.5,340.280361367554,-53.7803613675537
2015-12-09,287,340.203847799242,-53.2038477992424
2015-12-10,284,340.144619839079,-56.1446198390786
2015-12-11,287,340.102781779214,-53.1027817792135
2015-12-14,290.5,340.078414703876,-49.5784147038759
2015-12-15,289.5,340.071577746715,-50.5715777467148
2015-12-16,293.5,340.082309547699,-46.5823095476989
2015-12-17,293,340.110627842497,-47.1106278424973
2015-12-18,300.5,340.15653111152,-39.6565311115196
2015-12-21,309.5,340.219998361621,-30.7199983616208
2015-12-22,308,340.300992207156,-32.3009922071558
2015-12-23,302.5,340.39946256407,-37.8994625640695
2015-12-24,304,340.51534599642,-36.5153459964201
2015-12-25,304.5,340.648563402099,-36.1485634020988
2015-12-28,309,340.799020585091,-31.7990205850913
2015-12-29,316,340.966608406975,-24.9666084069753
2015-12-30,321,341.151204584882,-20.1512045848816
2015-12-31,322,341.352676515769,-19.3526765157691
2016-01-04,321.5,341.5708832669,-20.0708832669
2016-01-05,324.5,341.805675905932,-17.3056759059319
2016-01-06,318.5,342.056897203974,-23.5568972039744
2016-01-07,320,342.324382778691,-22.3243827786911
2016-01-08,311.5,342.607958510327,-31.1079585103275
2016-01-11,305.5,342.907441051059,-37.4074410510591
2016-01-12,300.5,343.22263419432,-42.7226341943204
2016-01-13,300.5,343.55332627078,-43.0533262707803
2016-01-14,305,343.899287951309,-38.8992879513092
2016-01-15,306.5,344.260272110241,-37.7602721102411
2016-01-18,319,344.636015542556,-25.6360155425565
2016-01-19,322,345.026239434639,-23.0262394346389
2016-01-20,314,345.430654375935,-31.4306543759345
2016-01-21,314,345.8489614378,-31.8489614377996
2016-01-22,315.5,346.280848699419,-30.7808486994188
2016-01-25,313.5,346.725991074901,-33.225991074901
2016-01-26,318,347.184050754784,-29.1840507547841
2016-01-27,324.5,347.654676195323,-23.1546761953233
2016-01-28,318.5,348.137503789277,-29.6375037892772
2016-01-29,321,348.632160358164,-27.6321603581637
2016-02-01,324.5,349.13826047253,-24.6382604725295
2016-02-02,325.5,349.655407280966,-24.1554072809659
2016-02-03,329,350.183193747537,-21.1831937475373
