"FU0Date","FU0Close","FU0_hpft","FU0_hpfc"
2013-04-03,5124,5073.33080781562,50.6691921843754
2013-04-08,5140,5072.45223520169,67.5477647983128
2013-04-09,5140,5071.53214871729,68.4678512827144
2013-04-10,5140,5070.57133365991,69.4286663400903
2013-04-11,5140,5069.57060362873,70.4293963712676
2013-04-12,5119,5068.53080092219,50.4691990778063
2013-04-15,4950,5067.45279695127,-117.452796951274
2013-04-16,4790,5066.33748398881,-276.337483988813
2013-04-17,4790,5065.1857057576,-275.185705757596
2013-04-18,4790,5063.99819175346,-273.998191753456
2013-04-19,4560,5062.7755577215,-502.775557721499
2013-04-22,4600,5061.51830614707,-461.518306147073
2013-04-23,4830,5060.2267316883,-230.226731688295
2013-04-24,5071,5058.90093823019,12.0990617698146
2013-04-25,5071,5057.54093449131,13.4590655086919
2013-04-26,4810,5056.14673419144,-246.146734191441
2013-05-02,5000,5054.71835661383,-54.7183566138292
2013-05-03,4967,5053.25571929454,-86.2557192945442
2013-05-06,5040,5051.75871715133,-11.758717151333
2013-05-07,5040,5050.22720944721,-10.2272094472102
2013-05-08,5040,5048.66105058472,-8.6610505847168
2013-05-09,5048,5047.06009073879,0.939909261209682
2013-05-10,5370,5045.4241765043,324.575823495702
2013-05-13,5401,5043.75315486451,357.246845135489
2013-05-14,5130,5042.04700696946,87.952993030536
2013-05-15,5130,5040.30586164061,89.6941383593856
2013-05-16,5176,5038.52988405556,137.470115944435
2013-05-17,5176,5036.71927646797,139.280723532032
2013-05-20,5176,5034.87429795606,141.125702043938
2013-05-21,5176,5032.99526517108,143.004734828916
2013-05-22,5176,5031.08255310003,144.917446899973
2013-05-23,5176,5029.13659584234,146.863404157663
2013-05-24,5500,5027.15788740036,472.842112599637
2013-05-27,5100,5025.14698248398,74.853017516023
2013-05-28,4888,5023.10463125697,-135.104631256966
2013-05-29,4646,5021.03161482424,-375.031614824244
2013-05-30,4878,5018.92865844409,-140.928658444092
2013-05-31,5050,5016.79633235163,33.2036676483747
2013-06-03,5017,5014.63514852786,2.36485147214229
2013-06-04,5017,5012.44563267875,4.55436732124848
2013-06-05,5017,5010.22831148781,6.77168851219005
2013-06-06,5017,5007.98371352118,9.01628647881778
2013-06-07,5017,5005.71237014417,11.2876298558299
2013-06-13,5017,5003.41481644896,13.585183551037
2013-06-14,5017,5001.09159219369,15.908407806313
2013-06-17,5017,4998.74324275203,18.25675724797
2013-06-18,5017,4996.37032007354,20.6296799264576
2013-06-19,5017,4993.97338365437,23.0266163456287
2013-06-20,5017,4991.55300151823,25.4469984817661
2013-06-21,4769,4989.10975120699,-220.109751206989
2013-06-24,4838,4986.64422078135,-148.644220781347
2013-06-25,4782,4984.15690731747,-202.156907317471
2013-06-26,5021,4981.64824644803,39.3517535519724
2013-06-27,4771,4979.11859024206,-208.118590242065
