"RM0Date","RM0Close","RM0_hpft","RM0_hpfc"
2012-12-31,2340,2530.54306257998,-190.543062579983
2013-01-04,2370,2528.178450171,-158.178450171002
2013-01-07,2455,2525.81375899918,-70.8137589991808
2013-01-08,2480,2523.44884491707,-43.4488449170696
2013-01-09,2478,2521.08353450566,-43.0835345056556
2013-01-10,2462,2518.71763638592,-56.7176363859226
2013-01-11,2509,2516.35094136985,-7.35094136985386
2013-01-14,2541,2513.98321682464,27.0167831753567
2013-01-15,2562,2511.6142270789,50.3857729211008
2013-01-16,2586,2509.24374762887,76.7562523711305
2013-01-17,2571,2506.87157479828,64.1284252017236
2013-01-18,2573,2504.49753663879,68.5024633612118
2013-01-21,2573,2502.12148771018,70.8785122898236
2013-01-22,2591,2499.74331088838,91.2566891116196
2013-01-23,2576,2497.36291834766,78.6370816523443
2013-01-24,2493,2494.98025998412,-1.98025998411812
2013-01-25,2504,2492.59531819929,11.4046818007131
2013-01-28,2521,2490.20807457612,30.7919254238798
2013-01-29,2515,2487.81851541181,27.1814845881889
2013-01-30,2531,2485.4266397317,45.5733602683035
2013-01-31,2537,2483.03245779685,53.9675422031501
2013-02-01,2521,2480.63599870653,40.3640012934657
2013-02-04,2561,2478.23731386803,82.7626861319683
2013-02-05,2586,2475.83647137347,110.163528626529
2013-02-06,2579,2473.43357352575,105.566426474253
2013-02-07,2567,2471.02876816494,95.9712318350593
2013-02-08,2586,2468.62224676803,117.377753231967
2013-02-18,2473,2466.21424048266,6.78575951733889
2013-02-19,2541,2463.8050289757,77.1949710242969
2013-02-20,2544,2461.394894719,82.6051052810017
2013-02-21,2582,2458.98415209368,123.015847906318
2013-02-22,2572,2456.57314962652,115.42685037348
2013-02-25,2503,2454.16228669408,48.8377133059202
2013-02-26,2498,2451.75201038575,46.2479896142497
2013-02-27,2514,2449.34278797847,64.6572120215343
2013-02-28,2486,2446.93510586622,39.0648941337795
2013-03-01,2504,2444.5294771697,59.4705228302981
2013-03-04,2496,2442.12643115745,53.8735688425527
2013-03-05,2520,2439.72652168072,80.2734783192765
2013-03-06,2497,2437.33032485996,59.6696751400409
2013-03-07,2495,2434.93844999742,60.0615500025775
2013-03-08,2493,2432.55153106041,60.4484689395868
2013-03-11,2439,2430.17022684325,8.82977315674771
2013-03-12,2409,2427.79522112726,-18.7952211272562
2013-03-13,2431,2425.4272013436,5.57279865640294
2013-03-14,2442,2423.06684715425,18.93315284575
2013-03-15,2449,2420.71484052477,28.2851594752273
2013-03-18,2426,2418.37187124694,7.62812875306302
2013-03-19,2421,2416.03864080443,4.96135919556582
2013-03-20,2426,2413.71585383413,12.2841461658654
2013-03-21,2449,2411.40421702372,37.5957829762847
2013-03-22,2418,2409.10444213867,8.89555786133225
2013-03-25,2409,2406.81725648504,2.1827435149637
2013-03-26,2421,2404.54339104594,16.4566089540647
2013-03-27,2424,2402.28357770674,21.7164222932641
2013-03-28,2388,2400.03855515532,-12.0385551553238
2013-03-29,2365,2397.80907105627,-32.8090710562724
2013-04-01,2328,2395.5958680979,-67.5958680979031
2013-04-02,2340,2393.39967540659,-53.3996754065868
2013-04-03,2334,2391.22119416727,-57.2211941672734
2013-04-08,2353,2389.0611034916,-36.0611034916009
2013-04-09,2350,2386.92005883834,-36.9200588383391
2013-04-10,2371,2384.79870076002,-13.7987007600153
2013-04-11,2370,2382.69765454785,-12.6976545478472
2013-04-12,2409,2380.61753978932,28.382460210682
2013-04-15,2417,2378.55897082311,38.4410291768909
2013-04-16,2430,2376.52257372011,53.477426279888
2013-04-17,2411,2374.50899044122,36.4910095587818
2013-04-18,2415,2372.51888505276,42.4811149472422
2013-04-19,2403,2370.55293670491,32.4470632950943
2013-04-22,2409,2368.61184210783,40.3881578921733
2013-04-23,2393,2366.69631138401,26.3036886159871
2013-04-24,2344,2364.80707135088,-20.8070713508748
2013-04-25,2340,2362.94485969856,-22.944859698562
2013-04-26,2342,2361.11040551655,-19.1104055165544
2013-05-02,2347,2359.30442840974,-12.3044284097396
2013-05-03,2328,2357.5276400836,-29.5276400836013
2013-05-06,2342,2355.78074715748,-13.7807471574806
2013-05-07,2343,2354.06444404512,-11.0644440451164
2013-05-08,2356,2352.37941946393,3.62058053607175
2013-05-09,2350,2350.72635755767,-0.72635755767223
2013-05-10,2355,2349.1059439667,5.89405603329745
2013-05-13,2339,2347.51886403116,-8.51886403116326
2013-05-14,2351,2345.96580552755,5.03419447245195
2013-05-15,2373,2344.44745271104,28.5525472889566
2013-05-16,2372,2342.9644919176,29.0355080824013
2013-05-17,2387,2341.51762128586,45.4823787141375
2013-05-20,2391,2340.10755095633,50.8924490436679
2013-05-21,2394,2338.73500987035,55.2649901296478
2013-05-22,2399,2337.40074800598,61.5992519940227
2013-05-23,2389,2336.10553818573,52.8944618142672
2013-05-24,2378,2334.85017869473,43.1498213052703
2013-05-27,2156,2333.63548968251,-177.635489682512
2013-05-28,2159,2332.46230913509,-173.46230913509
2013-05-29,2207,2331.33140161102,-124.331401611024
2013-05-30,2217,2330.2434599665,-113.243459966498
2013-05-31,2231,2329.19912566413,-98.1991256641345
2013-06-03,2268,2328.19899335628,-60.1989933562799
2013-06-04,2260,2327.24361710381,-67.2436171038117
2013-06-05,2311,2326.33352608363,-15.3335260836344
2013-06-06,2278,2325.46922167684,-47.4692216768365
2013-06-07,2261,2324.65119892634,-63.6511989263411
2013-06-13,2228,2323.87993325314,-95.8799332531358
2013-06-14,2260,2323.15587376733,-63.1558737673338
2013-06-17,2280,2322.47942994621,-42.4794299462071
2013-06-18,2273,2321.8509851609,-48.8509851609027
2013-06-19,2262,2321.27090522327,-59.2709052232713
2013-06-20,2257,2320.73953575209,-63.7395357520914
2013-06-21,2207,2320.25719786603,-113.257197866031
2013-06-24,2181,2319.82418633628,-138.824186336275
2013-06-25,2221,2319.44074911822,-98.4407491182153
2013-06-26,2223,2319.10707678276,-96.1070767827619
2013-06-27,2237,2318.82331920943,-81.8233192094341
2013-06-28,2214,2318.58958655086,-104.589586550864
2013-07-01,2189,2318.4059551373,-129.405955137297
2013-07-02,2229,2318.27245806581,-89.2724580658146
2013-07-03,2238,2318.18907494236,-80.1890749423625
2013-07-04,2225,2318.15574847107,-93.1557484710667
2013-07-05,2231,2318.17238820927,-87.1723882092699
2013-07-08,2199,2318.23886520743,-119.238865207433
2013-07-09,2253,2318.35501448246,-65.3550144824569
2013-07-10,2256,2318.52062176273,-62.5206217627296
2013-07-11,2270,2318.73544576145,-48.7354457614533
2013-07-12,2270,2318.9992193483,-48.9992193483044
2013-07-15,2262,2319.3116552477,-57.3116552477043
2013-07-16,2288,2319.67244592983,-31.6724459298295
2013-07-17,2284,2320.08126017436,-36.0812601743622
2013-07-18,2296,2320.53775366901,-24.5377536690085
2013-07-19,2281,2321.04156718683,-40.0415671868308
2013-07-22,2270,2321.59233135814,-51.5923313581352
2013-07-23,2313,2322.18966026158,-9.18966026158126
2013-07-24,2308,2322.83314664958,-14.8331466495805
2013-07-25,2287,2323.52237947589,-36.522379475887
2013-07-26,2213,2324.25694156291,-111.256941562905
2013-07-29,2216,2325.03640063612,-109.036400636119
2013-07-30,2217,2325.86027843189,-108.86027843189
2013-07-31,2216,2326.72805161533,-110.728051615334
2013-08-01,2222,2327.63915185298,-105.639151852984
2013-08-02,2238,2328.59296504096,-90.5929650409563
2013-08-05,2249,2329.58883340835,-80.5888334083499
2013-08-06,2244,2330.62606173684,-86.6260617368436
2013-08-07,2203,2331.70392149592,-128.703921495916
2013-08-08,2229,2332.82164834721,-103.821648347212
2013-08-09,2233,2333.97842475154,-100.978424751541
2013-08-12,2253,2335.17339025375,-82.1733902537517
2013-08-13,2306,2336.40564265845,-30.4056426584502
2013-08-14,2304,2337.67424580307,-33.6742458030659
2013-08-15,2358,2338.9782509566,19.0217490433988
2013-08-16,2367,2340.31669546833,26.6833045316688
2013-08-19,2388,2341.68862455046,46.3113754495419
2013-08-20,2389,2343.09309444488,45.9069055551155
2013-08-21,2402,2344.52918053694,57.470819463057
2013-08-22,2424,2345.99597718794,78.0040228120621
2013-08-23,2423,2347.49260251535,75.5073974846546
2013-08-26,2514,2349.01820688027,164.981793119734
2013-08-27,2546,2350.57197185557,195.428028144434
2013-08-28,2492,2352.15314721099,139.846852789013
2013-08-29,2458,2353.76106349837,104.238936501633
2013-08-30,2433,2355.39510907654,77.6048909234622
2013-09-02,2482,2357.0547153926,124.9452846074
2013-09-03,2473,2358.73934597235,114.26065402765
2013-09-04,2440,2360.44851598896,79.5514840110384
2013-09-05,2410,2362.18178784637,47.8182121536258
2013-09-06,2444,2363.93875683188,80.0612431681178
2013-09-09,2408,2365.71903799892,42.280962001082
2013-09-10,2375,2367.52227949501,7.4777205049863
2013-09-11,2404,2369.34814694489,34.6518530551105
2013-09-12,2401,2371.19630906437,29.8036909356289
2013-09-13,2418,2373.06644889295,44.9335511070498
2013-09-16,2361,2374.95826178968,-13.9582617896802
2013-09-17,2377,2376.87146168737,0.128538312630511
2013-09-18,2384,2378.80575674907,5.19424325092706
2013-09-23,2384,2380.76085519099,3.23914480901282
2013-09-24,2421,2382.7364673763,38.2635326236952
2013-09-25,2427,2384.73230500724,42.2676949927553
2013-09-26,2437,2386.74809560262,50.2519043973789
2013-09-27,2488,2388.78358415298,99.2164158470201
2013-09-30,2483,2390.838536421,92.1614635790018
2013-10-08,2536,2392.91275918144,143.087240818558
2013-10-09,2543,2395.00609730494,147.993902695061
2013-10-10,2503,2397.11845480856,105.881545191444
2013-10-11,2470,2399.2497968842,70.7502031158016
2013-10-14,2470,2401.40013249084,68.5998675091555
2013-10-15,2414,2403.5694998328,10.4305001671984
2013-10-16,2412,2405.75796547082,6.24203452917684
2013-10-17,2411,2407.96560027714,3.0343997228587
2013-10-18,2405,2410.19247770428,-5.19247770428457
2013-10-21,2426,2412.43867245903,13.5613275409721
2013-10-22,2408,2414.70425710178,-6.70425710177742
2013-10-23,2424,2416.98930979869,7.01069020131286
2013-10-24,2406,2419.29390594459,-13.2939059445853
2013-10-25,2359,2421.61812383229,-62.6181238322934
2013-10-28,2361,2423.96203625944,-62.9620362594407
2013-10-29,2386,2426.32569013982,-40.3256901398189
2013-10-30,2371,2428.70910636133,-57.7091063613305
2013-10-31,2374,2431.11228914275,-57.112289142753
2013-11-01,2381,2433.53521884834,-52.5352188483371
2013-11-04,2435,2435.97785223432,-0.977852234321519
2013-11-05,2437,2438.44012434102,-1.44012434101612
2013-11-06,2452,2440.92196980459,11.0780301954132
2013-11-07,2402,2443.42332266583,-41.4233226658256
2013-11-08,2378,2445.94412154481,-67.9441215448077
2013-11-11,2389,2448.48428793881,-59.4842879388128
2013-11-12,2432,2451.04371525982,-19.0437152598242
2013-11-13,2434,2453.62227233138,-19.6222723313801
2013-11-14,2406,2456.21982010507,-50.2198201050683
2013-11-15,2401,2458.8362114211,-57.8362114210978
2013-11-18,2374,2461.47127836156,-87.4712783615577
2013-11-19,2381,2464.124829101,-83.1248291010028
