"RU0Date","RU0Close","RU0_hpft","RU0_hpfc"
2012-03-07,28085,26288.4130284439,1796.58697155608
2012-03-08,28005,26268.3946092303,1736.60539076974
2012-03-09,28760,26247.9884788975,2512.01152110246
2012-03-12,28795,26227.1874461804,2567.8125538196
2012-03-13,29090,26205.9853581792,2884.0146418208
2012-03-14,28875,26184.3771234234,2690.62287657657
2012-03-15,28570,26162.3588425787,2407.64115742131
2012-03-16,28490,26139.9277285061,2350.07227149387
2012-03-19,28190,26117.0819892891,2072.91801071092
2012-03-20,28065,26093.8208044359,1971.17919556413
2012-03-21,28445,26070.1442103161,2374.85578968389
2012-03-22,28110,26046.0530581049,2063.94694189512
2012-03-23,28285,26021.5491806479,2263.45081935209
2012-03-26,28300,25996.6352639434,2303.36473605656
2012-03-27,28550,25971.3149296094,2578.68507039062
2012-03-28,28230,25945.5927513819,2284.40724861812
2012-03-29,27895,25919.4743689208,1975.52563107915
2012-03-30,27980,25892.9663661694,2087.0336338306
2012-04-05,28100,25866.076143674,2233.92385632598
2012-04-06,27320,25838.8119646761,1481.18803532388
2012-04-09,27200,25811.1830158306,1388.81698416939
2012-04-10,27320,25783.1990960578,1536.80090394215
2012-04-11,26680,25754.8705783576,925.12942164237
2012-04-12,26850,25726.2084709822,1123.79152901782
2012-04-13,26655,25697.2241645955,957.775835404515
2012-04-16,26520,25667.9295143909,852.070485609131
2012-04-17,26430,25638.3367714678,791.663228532221
2012-04-18,27205,25608.4585391382,1596.54146086178
2012-04-19,27245,25578.307747955,1666.69225204504
2012-04-20,27230,25547.8979884173,1682.10201158265
2012-04-23,27100,25517.2435399681,1582.75646003191
2012-04-24,26810,25486.3593773635,1323.64062263647
2012-04-25,26755,25455.2611296072,1299.73887039275
2012-04-26,27130,25423.964972843,1706.03502715705
2012-04-27,27215,25392.4876204742,1822.5123795258
2012-05-02,27305,25360.8464911113,1944.15350888875
2012-05-03,26840,25329.0597567167,1510.94024328334
2012-05-04,26910,25297.1463928887,1612.8536071113
2012-05-07,26620,25265.1259997875,1354.87400021249
2012-05-08,26710,25233.0188442616,1476.98115573837
2012-05-09,26100,25200.8457532105,899.154246789542
2012-05-10,26225,25168.6281640577,1056.37183594227
2012-05-11,25540,25136.3878859015,403.612114098459
2012-05-14,24860,25104.1471645016,-244.147164501585
2012-05-15,24685,25071.9284124546,-386.928412454564
2012-05-16,23990,25039.7539414366,-1049.75394143662
2012-05-17,24480,25007.6459031832,-527.645903183159
2012-05-18,24090,24975.6260155036,-885.626015503619
2012-05-21,24735,24943.7157780998,-208.715778099761
2012-05-22,24610,24911.9363245912,-301.936324591204
2012-05-23,24130,24880.3087023228,-750.308702322849
2012-05-24,24205,24848.853833831,-643.853833831051
2012-05-25,24270,24817.592331505,-547.592331504958
2012-05-28,24465,24786.5445415902,-321.54454159019
2012-05-29,24670,24755.7305839801,-85.730583980056
2012-05-30,24350,24725.1704456546,-375.170445654612
2012-05-31,23975,24694.8840781556,-719.884078155567
2012-06-01,23610,24664.8912779442,-1054.89127794425
2012-06-04,22305,24635.2115439113,-2330.21154391125
2012-06-05,22445,24605.8639388979,-2160.86393889789
2012-06-06,22625,24576.8665625289,-1951.86656252892
2012-06-07,22665,24548.2366212156,-1883.23662121556
2012-06-08,22055,24519.9905145449,-2464.99051454489
2012-06-11,22770,24492.1438636508,-1722.14386365079
2012-06-12,22300,24464.7112707387,-2164.71127073874
2012-06-13,22340,24437.7066261484,-2097.7066261484
2012-06-14,22260,24411.1429254167,-2151.14292541674
2012-06-15,22920,24385.032296972,-1465.03229697201
2012-06-18,23210,24359.3859800463,-1149.38598004626
2012-06-19,23045,24334.2146082854,-1289.21460828536
2012-06-20,23350,24309.5283402266,-959.528340226602
2012-06-21,22570,24285.336801498,-1715.33680149801
2012-06-25,22335,24261.6492210965,-1926.64922109649
2012-06-26,22360,24238.4741189679,-1878.47411896793
2012-06-27,22475,24215.8192186589,-1740.81921865894
2012-06-28,22665,24193.6914672304,-1528.69146723043
2012-06-29,23060,24172.0970921582,-1112.09709215821
2012-07-02,23275,24151.0416890178,-876.041689017841
2012-07-03,23880,24130.5303936903,-250.530393690319
2012-07-04,23915,24110.5679799338,-195.567979933769
2012-07-05,24165,24091.1591179508,73.8408820492282
2012-07-06,23990,24072.3083971029,-82.3083971029462
2012-07-09,23960,24054.0204372714,-94.0204372713907
2012-07-10,23840,24036.2998243197,-196.299824319655
2012-07-11,23880,24019.1511052423,-139.151105242257
2012-07-12,23880,24002.5787458935,-122.5787458935
2012-07-13,24485,23986.5871546072,498.412845392836
2012-07-16,24615,23971.1806890497,643.819310950343
2012-07-17,24270,23956.3639129087,313.636087091275
2012-07-18,23825,23942.1416560036,-117.141656003557
2012-07-19,24085,23928.5188777968,156.481122203209
2012-07-20,23855,23915.5004893296,-60.5004893296311
2012-07-23,22810,23903.0914663256,-1093.09146632561
2012-07-24,22295,23891.2967595007,-1596.29675950068
2012-07-25,22055,23880.120867729,-1825.12086772902
2012-07-26,22210,23869.5676300434,-1659.5676300434
2012-07-27,22745,23859.6401310412,-1114.64013104123
2012-07-30,22365,23850.3407693243,-1485.34076932434
2012-07-31,22445,23841.6714827455,-1396.67148274549
2012-08-01,22500,23833.633595178,-1333.63359517802
2012-08-02,22605,23826.227853167,-1221.22785316701
2012-08-03,22470,23819.4544519868,-1349.45445198682
2012-08-06,22595,23813.3130821065,-1218.31308210654
2012-08-07,22695,23807.8028761832,-1112.80287618318
2012-08-08,22135,23802.9224632732,-1667.92246327315
2012-08-09,22465,23798.6700124449,-1333.67001244488
2012-08-10,22300,23795.0430033143,-1495.04300331433
2012-08-13,21645,23792.0383642123,-2147.0383642123
2012-08-14,21380,23789.6524054797,-2409.65240547969
2012-08-15,21335,23787.8805499562,-2452.8805499562
2012-08-16,21405,23786.7172244296,-2381.7172244296
2012-08-17,21760,23786.1558417644,-2026.15584176443
2012-08-20,21415,23786.1888303208,-2371.18883032084
2012-08-21,21560,23786.8077809271,-2226.80778092714
2012-08-22,21395,23788.0033042558,-2393.00330425584
2012-08-23,21880,23789.7650905076,-1909.76509050763
2012-08-24,21770,23792.0818407121,-2022.0818407121
2012-08-27,22545,23794.9414664776,-1249.94146647761
2012-08-28,22365,23798.3310435669,-1433.33104356692
2012-08-29,21610,23802.2371310664,-2192.23713106642
2012-08-30,21770,23806.645695581,-2036.64569558103
2012-08-31,21490,23811.5417975335,-2321.54179753346
2012-09-03,22110,23816.9096554787,-1706.90965547865
2012-09-04,21815,23822.7325283396,-2007.73252833961
2012-09-05,21605,23828.9929694711,-2223.99296947112
2012-09-06,22030,23835.6727023124,-1805.67270231237
2012-09-07,22165,23842.7525309937,-1677.75253099372
2012-09-10,23045,23850.2125132526,-805.212513252565
2012-09-11,23290,23858.0320133102,-568.032013310178
2012-09-12,23400,23866.1900625463,-466.190062546337
2012-09-13,23080,23874.6654575399,-794.665457539897
2012-09-14,24370,23883.4368021636,486.563197836373
2012-09-17,24385,23892.482371809,492.517628190982
2012-09-18,24305,23901.7806429924,403.21935700762
2012-09-19,24535,23911.3102958179,623.689704182088
2012-09-20,23880,23921.0501770637,-41.0501770637008
2012-09-21,24140,23930.9793913163,209.020608683717
2012-09-24,23565,23941.0770261938,-376.077026193834
2012-09-25,23655,23951.322255715,-296.322255715039
2012-09-26,23840,23961.6940984435,-121.69409844347
2012-09-27,24080,23972.1714504551,107.828549544867
2012-09-28,25000,23982.7331575224,1017.26684247755
2012-10-08,24635,23993.35810999,641.641890009977
2012-10-09,25710,24004.0256186995,1705.97438130048
2012-10-10,25680,24014.7152597216,1665.28474027837
2012-10-11,25590,24025.4073143082,1564.59268569185
2012-10-12,25380,24036.0827520727,1343.91724792731
2012-10-15,25180,24046.7231893686,1133.27681063135
2012-10-16,25215,24057.3107980706,1157.68920192937
2012-10-17,25300,24067.8282185043,1232.17178149571
2012-10-18,25610,24078.2585695376,1531.74143046244
2012-10-19,24860,24088.5854793685,771.414520631473
2012-10-22,24845,24098.7932093559,746.206790644079
2012-10-23,24115,24108.8663397297,6.13366027028306
2012-10-24,24430,24118.789759172,311.210240828018
2012-10-25,24880,24128.5483589005,751.451641099545
2012-10-26,24765,24138.1271587743,626.87284122575
2012-10-29,24590,24147.5114892725,442.488510727497
2012-10-30,24500,24156.6869399986,343.313060001416
2012-10-31,24780,24165.6392834625,614.360716537485
2012-11-01,24830,24174.3544340863,655.645565913734
2012-11-02,24460,24182.8185602438,277.181439756175
2012-11-05,23755,24191.0181013269,-436.018101326886
2012-11-06,23810,24198.9396113024,-388.939611302406
2012-11-07,24005,24206.5694639056,-201.569463905576
2012-11-08,23465,24213.8938720989,-748.89387209885
2012-11-09,23950,24220.8989655244,-270.898965524399
2012-11-12,23965,24227.5705642614,-262.570564261376
2012-11-13,23700,24233.8943764117,-533.894376411699
2012-11-14,23995,24239.8560015386,-244.856001538592
2012-11-15,24195,24245.4408185172,-50.4408185171847
2012-11-16,24150,24250.6341050079,-100.634105007865
2012-11-19,24495,24255.4211178206,239.578882179372
2012-11-20,24375,24259.7870721686,115.212927831445
2012-11-21,24345,24263.7172822953,81.2827177047382
2012-11-22,24445,24267.1971100702,177.802889929816
2012-11-23,24475,24270.2119509611,204.788049038856
2012-11-26,24230,24272.7472739335,-42.7472739335485
2012-11-27,23860,24274.7886326023,-414.788632602314
2012-11-28,23710,24276.3215629126,-566.321562912559
2012-11-29,23660,24277.3314293529,-617.331429352913
2012-11-30,23945,24277.803362317,-332.80336231701
2012-12-03,24300,24277.7222370205,22.2777629794621
2012-12-04,24325,24277.0727911084,47.9272088915579
2012-12-05,24610,24275.8397714375,334.160228562496
2012-12-06,24355,24274.0079446745,80.9920553255424
2012-12-07,24405,24271.562215613,133.437784387031
2012-12-10,24925,24268.487522528,656.512477471966
2012-12-11,24610,24264.7688588517,345.231141148339
2012-12-12,24900,24260.3914893899,639.608510610074
2012-12-13,24675,24255.3408216558,419.659178344202
2012-12-14,25090,24249.6025275506,840.39747244944
2012-12-17,25345,24243.1624524428,1101.83754755715
2012-12-18,25290,24236.0067890926,1053.99321090739
2012-12-19,25280,24228.1221857102,1051.87781428977
2012-12-20,24895,24219.4957261885,675.50427381147
2012-12-21,24960,24210.1149292203,749.885070779653
2012-12-24,25065,24199.9675927301,865.032407269864
2012-12-25,25250,24189.0418246091,1060.95817539093
2012-12-26,25320,24177.3260903214,1142.67390967857
2012-12-27,25940,24164.8092938869,1775.19070611308
2012-12-28,26180,24151.4808116633,2028.51918833672
2012-12-31,26510,24137.3307537992,2372.66924620079
2013-01-04,26350,24122.3500689513,2227.64993104873
2013-01-07,26075,24106.5306865396,1968.46931346038
2013-01-08,26180,24089.8654568108,2090.13454318924
2013-01-09,26035,24072.3480436945,1962.65195630551
2013-01-10,26205,24053.9729750988,2151.02702490119
2013-01-11,25710,24034.735590211,1675.264409789
2013-01-14,25840,24014.6321173711,1825.36788262892
2013-01-15,25480,23993.6594773995,1486.3405226005
2013-01-16,25495,23971.8153456565,1523.18465434348
2013-01-17,25585,23949.0980118912,1635.90198810881
2013-01-18,25960,23925.5063954789,2034.4936045211
2013-01-21,25765,23901.040092009,1863.95990799098
2013-01-22,26110,23875.6995380515,2234.30046194854
2013-01-23,26085,23849.4859406582,2235.51405934185
2013-01-24,25640,23822.4014304553,1817.59856954468
2013-01-25,25565,23794.4490621379,1770.55093786213
2013-01-28,25595,23765.6326417241,1829.36735827586
2013-01-29,25955,23735.9567071078,2219.0432928922
2013-01-30,26180,23705.4265523678,2474.57344763217
2013-01-31,26285,23674.0483888471,2610.95161115285
2013-02-01,26465,23641.8294507799,2823.17054922013
2013-02-04,26780,23608.778051659,3171.22194834102
2013-02-05,26810,23574.903671963,3235.09632803698
2013-02-06,26655,23540.2171030275,3114.78289697245
2013-02-07,26475,23504.7304734471,2970.26952655289
2013-02-08,26275,23468.4571993397,2806.54280066026
2013-02-18,25855,23431.4119246178,2423.5880753822
2013-02-19,26090,23393.6104533,2696.38954669998
2013-02-20,25805,23355.0695912242,2449.93040877578
2013-02-21,25085,23315.8072588043,1769.19274119566
2013-02-22,25035,23275.8423891584,1759.15761084155
2013-02-25,24650,23235.1946467152,1414.80535328482
2013-02-26,24155,23193.8844230716,961.115576928405
2013-02-27,24515,23151.9326946475,1363.06730535254
2013-02-28,24710,23109.3608351474,1600.63916485262
2013-03-01,23965,23066.1907817145,898.8092182855
2013-03-04,23935,23022.4451331323,912.554866867654
2013-03-05,24300,22978.1468597153,1321.85314028468
2013-03-06,24120,22933.3193089901,1186.68069100993
2013-03-07,23920,22887.9863748864,1032.0136251136
2013-03-08,24150,22842.1724418594,1307.82755814062
2013-03-11,23995,22795.9023209566,1199.09767904338
2013-03-12,23240,22749.2013638298,490.798636170201
2013-03-13,22840,22702.0954177883,137.904582211657
2013-03-14,22785,22654.6105330185,130.389466981527
2013-03-15,23110,22606.7728167108,503.227183289229
2013-03-18,22260,22558.608429954,-298.608429953973
2013-03-19,22470,22510.1437418498,-40.1437418497956
2013-03-20,22810,22461.4049980676,348.595001932374
2013-03-21,22900,22412.4184276831,487.581572316931
2013-03-22,22805,22363.2104038676,441.789596132374
2013-03-25,22910,22313.807501338,596.192498661952
2013-03-26,22760,22264.2364774303,495.763522569712
2013-03-27,22640,22214.5243359215,425.475664078462
2013-03-28,22100,22164.6982855184,-64.6982855184187
2013-03-29,22165,22114.7857108015,50.2142891985471
2013-04-01,21460,22064.8139696077,-604.813969607658
2013-04-02,21585,22014.8104405308,-429.810440530756
2013-04-03,21340,21964.8022521586,-624.802252158627
2013-04-08,21735,21914.8163554128,-179.816355412795
2013-04-09,21685,21864.8794429466,-179.879442946619
2013-04-10,21820,21815.0181330847,4.98186691533817
2013-04-11,21460,21765.2589697967,-305.258969796663
2013-04-12,21350,21715.6284991112,-365.62849911119
2013-04-15,20355,21666.1531408757,-1311.15314087568
2013-04-16,19915,21616.859163801,-1701.859163801
2013-04-17,19230,21567.77229462,-2337.77229462004
2013-04-18,18725,21518.9175565855,-2793.91755658549
2013-04-19,19325,21470.3190066101,-2145.31900661013
2013-04-22,18615,21421.9995467116,-2806.99954671158
2013-04-23,18465,21373.9811921202,-2908.98119212019
2013-04-24,18965,21326.2847977655,-2361.28479776554
2013-04-25,19135,21278.9300161208,-2143.93001612085
2013-04-26,19080,21231.9355235994,-2151.93552359944
2013-05-02,19120,21185.3191104,-2065.31911039998
2013-05-03,19720,21139.0976771978,-1419.09767719782
2013-05-06,19950,21093.2872709483,-1143.28727094835
2013-05-07,19825,21047.9033520084,-1222.90335200845
2013-05-08,20505,21002.9609081472,-497.960908147193
2013-05-09,20335,20958.474421634,-623.474421633983
2013-05-10,20875,20914.4581689013,-39.4581689013108
2013-05-13,20515,20870.9261686617,-355.926168661662
2013-05-14,20275,20827.8924233184,-552.892423318357
2013-05-15,19875,20785.3707881473,-910.370788147279
2013-05-16,19975,20743.374889882,-768.374889881959
2013-05-17,20595,20701.917978947,-106.917978946998
2013-05-20,20510,20661.0129881491,-151.012988149085
2013-05-21,20485,20620.6728060994,-135.67280609944
2013-05-22,20460,20580.9102589896,-120.910258989636
2013-05-23,19390,20541.7381169252,-1151.7381169252
2013-05-24,19360,20503.1691000359,-1143.1691000359
2013-05-27,19115,20465.2154523661,-1350.21545236607
2013-05-28,19155,20427.8889454237,-1272.8889454237
2013-05-29,18780,20391.2007925888,-1611.20079258877
2013-05-30,18835,20355.161681081,-1520.16168108099
2013-05-31,18740,20319.7816321148,-1579.78163211476
2013-06-03,18955,20285.0700385308,-1330.07003853082
2013-06-04,19155,20251.0356401512,-1096.03564015117
2013-06-05,18820,20217.6866270017,-1397.68662700169
2013-06-06,18240,20185.0307360499,-1945.0307360499
2013-06-07,18330,20153.075126516,-1823.07512651599
2013-06-13,17750,20121.8261536236,-2371.82615362356
2013-06-14,17960,20091.2894190093,-2131.28941900933
2013-06-17,18110,20061.4695438933,-1951.46954389331
2013-06-18,18190,20032.3702685047,-1842.37026850465
2013-06-19,18300,20003.9945264154,-1703.99452641539
2013-06-20,17765,19976.344489634,-2211.34448963404
2013-06-21,17500,19949.4216258078,-2449.42162580779
2013-06-24,16905,19923.2264885015,-3018.22648850153
2013-06-25,17375,19897.7586187904,-2522.75861879041
2013-06-26,16940,19873.0163101322,-2933.01631013223
2013-06-27,17050,19848.9968131813,-2798.99681318127
2013-06-28,17735,19825.6961661968,-2090.69616619682
2013-07-01,18130,19803.10925045,-1673.10925045001
2013-07-02,18170,19781.2300829985,-1611.23008299852
2013-07-03,18040,19760.0519893079,-1720.05198930789
2013-07-04,18235,19739.5676288214,-1504.56762882144
2013-07-05,17935,19719.7689499857,-1784.76894998572
2013-07-08,17295,19700.6472793184,-2405.6472793184
2013-07-09,17180,19682.1932055852,-2502.19320558516
2013-07-10,17280,19664.3963231529,-2384.39632315287
2013-07-11,18000,19647.2451920835,-1647.24519208352
2013-07-12,17485,19630.7273868263,-2145.72738682628
2013-07-15,17350,19614.8298009235,-2264.82980092347
2013-07-16,17625,19599.5384409611,-1974.53844096114
2013-07-17,18260,19584.8383773362,-1324.83837733625
2013-07-18,18345,19570.7138642497,-1225.7138642497
2013-07-19,18460,19557.1486082687,-1097.14860826874
2013-07-22,18665,19544.1258092988,-879.125809298844
2013-07-23,18380,19531.6282137283,-1151.62821372827
2013-07-24,18590,19519.6382045506,-929.638204550565
2013-07-25,18555,19508.1376887225,-953.13768872247
2013-07-26,18165,19497.1081889267,-1332.1081889267
2013-07-29,17615,19486.5308338548,-1871.53083385481
2013-07-30,17520,19476.3862015596,-1956.38620155961
2013-07-31,17915,19466.6540964781,-1551.65409647807
2013-08-01,18110,19457.3135143569,-1347.3135143569
2013-08-02,18005,19448.3428095498,-1443.34280954981
2013-08-05,18280,19439.7197794866,-1159.71977948659
2013-08-06,18400,19431.4216249763,-1031.42162497629
2013-08-07,18280,19423.4250674464,-1143.42506744637
2013-08-08,19070,19415.7064019768,-345.706401976785
2013-08-09,19330,19408.2414510015,-78.2414510015055
2013-08-12,19720,19401.0058940529,318.994105947089
2013-08-13,19855,19393.9753783217,461.024621678266
2013-08-14,19680,19387.1256828579,292.874317142062
2013-08-15,19525,19380.4327772803,144.567222719732
2013-08-16,19880,19373.8727522702,506.127247729772
2013-08-19,19855,19367.4217582678,487.578241732183
2013-08-20,19470,19361.0561549255,108.943845074511
2013-08-21,19535,19354.7525034407,180.247496559297
2013-08-22,19865,19348.4874100442,516.512589955796
2013-08-23,20295,19342.2375554738,952.76244452624
2013-08-26,20700,19335.9798339726,1364.02016602738
2013-08-27,20685,19329.6915336178,1355.3084663822
2013-08-28,20155,19323.3505063173,831.649493682713
2013-08-29,20135,19316.9351642093,818.064835790719
2013-08-30,20000,19310.4242632022,689.5757367978
2013-09-02,21055,19303.7968973596,1751.20310264037
2013-09-03,21015,19297.0324457879,1717.96755421214
2013-09-04,20690,19290.1110114708,1399.88898852918
2013-09-05,20795,19283.0134075305,1511.98659246953
2013-09-06,20810,19275.7210257467,1534.27897425329
2013-09-09,20870,19268.2158828943,1601.78411710566
2013-09-10,20550,19260.4806299563,1289.5193700437
2013-09-11,20735,19252.4985800301,1482.50141996987
2013-09-12,20240,19244.2535792475,995.746420752546
2013-09-13,20220,19235.7300865473,984.269913452683
2013-09-16,20100,19226.9129724703,873.087027529668
2013-09-17,20390,19217.787514414,1172.21248558599
2013-09-18,20795,19208.3393506756,1586.66064932441
2013-09-23,20900,19198.5546040976,1701.44539590236
2013-09-24,20635,19188.4200533832,1446.57994661683
2013-09-25,20575,19177.9231805461,1397.07681945393
2013-09-26,20620,19167.0520655574,1452.94793444261
2013-09-27,20260,19155.7953658845,1104.20463411554
2013-09-30,20080,19144.1423395842,935.857660415842
2013-10-08,20585,19132.0827011467,1452.91729885326
2013-10-09,20545,19119.6065519089,1425.39344809111
2013-10-10,20300,19106.7045937841,1193.29540621588
2013-10-11,20655,19093.3681178881,1561.63188211192
2013-10-14,21175,19079.5889085944,2095.41109140562
2013-10-15,21175,19065.3593957935,2109.64060420651
2013-10-16,20840,19050.672875536,1789.32712446397
2013-10-17,20405,19035.5235159119,1369.4764840881
2013-10-18,20445,19019.9062246473,1425.09377535266
2013-10-21,20605,19003.8164755533,1601.18352444669
2013-10-22,20455,18987.2503315188,1467.7496684812
2013-10-23,20105,18970.2045172982,1134.79548270176
2013-10-24,20145,18952.6763643538,1192.32363564623
2013-10-25,19405,18934.6636732272,470.336326772797
2013-10-28,19360,18916.164737317,443.835262682957
2013-10-29,19465,18897.1780444427,567.821955557335
2013-10-30,19585,18877.7022658842,707.29773411578
2013-10-31,19335,18857.7363076388,477.263692361183
2013-11-01,19385,18837.2793680718,547.720631928158
2013-11-04,19725,18816.3308428288,908.669157171185
2013-11-05,19480,18794.8903539628,685.109646037224
2013-11-06,19425,18772.9578991322,652.042100867803
2013-11-07,19615,18750.5337591936,864.466240806386
2013-11-08,19470,18727.6184845311,742.381515468927
2013-11-11,19410,18704.2129828644,705.787017135569
2013-11-12,19260,18680.3184687846,579.681531215358
2013-11-13,19250,18655.9364486259,594.063551374119
2013-11-14,19320,18631.068668339,688.931331660962
2013-11-15,19150,18605.7171194378,544.282880562183
2013-11-18,19130,18579.8840782121,550.115921787948
2013-11-19,19230,18553.5720459364,676.427954063569
2013-11-20,19365,18526.7837512815,838.216248718481
2013-11-21,19195,18499.5222025258,695.477797474177
2013-11-22,19095,18471.7907544319,623.209245568109
2013-11-25,18850,18443.5930492474,406.406950752628
2013-11-26,18935,18414.9329868262,520.067013173786
2013-11-27,18980,18385.8146350164,594.185364983603
2013-11-28,19265,18356.2422766419,908.757723358082
2013-11-29,19695,18326.2204401369,1368.77955986307
2013-12-02,19690,18295.7540295801,1394.24597041993
2013-12-03,19450,18264.8485148491,1185.15148515092
2013-12-04,19615,18233.5099421461,1381.49005785392
2013-12-05,19410,18201.7448475681,1208.25515243186
2013-12-06,19545,18169.5603382638,1375.43966173616
2013-12-09,19830,18136.9640208267,1693.03597917331
2013-12-10,19795,18103.9640704012,1691.03592959875
2013-12-11,19635,18070.569361964,1564.43063803598
2013-12-12,20130,18036.7894694993,2093.21053050067
2013-12-13,19885,18002.6346136639,1882.36538633611
2013-12-16,19795,17968.115880363,1826.88411963702
2013-12-17,19410,17933.2451335971,1476.75486640287
2013-12-18,19150,17898.0349925255,1251.96500747451
2013-12-19,19055,17862.4986867399,1192.50131326011
2013-12-20,18850,17826.6499633428,1023.3500366572
2013-12-23,18520,17790.5030623701,729.496937629883
2013-12-24,18310,17754.0726468689,555.927353131099
2013-12-25,18415,17717.3736814303,697.626318569731
2013-12-26,18365,17680.4213604448,684.578639555226
2013-12-27,18430,17643.2311666726,786.768833327401
2013-12-30,18265,17605.8188658513,659.181134148734
2013-12-31,18140,17568.2005489373,571.799451062732
2014-01-02,18135,17530.3925793654,604.607420634551
2014-01-03,17625,17492.4115569305,132.588443069495
2014-01-06,17245,17454.2743313466,-209.274331346595
2014-01-07,16815,17415.9978071355,-600.997807135459
2014-01-08,16735,17377.5988023124,-642.598802312437
2014-01-09,16855,17339.093886465,-484.093886465021
2014-01-10,16920,17300.499363556,-380.499363555992
2014-01-13,16340,17261.8313374434,-921.831337443356
2014-01-14,16750,17223.105754702,-473.105754701994
2014-01-15,16675,17184.3381808586,-509.338180858628
2014-01-16,16755,17145.5439858771,-390.543985877077
2014-01-17,16630,17106.7383291814,-476.738329181366
2014-01-20,16830,17067.9362087602,-237.936208760228
2014-01-21,16425,17029.152425538,-604.152425538031
2014-01-22,16590,16990.4016820858,-400.401682085808
2014-01-23,16560,16951.6984312424,-391.698431242388
2014-01-24,16570,16913.0569603365,-343.056960336524
2014-01-27,15950,16874.4913947847,-924.491394784692
2014-01-28,15610,16836.0157181972,-1226.01571819722
2014-01-29,15635,16797.6435320371,-1162.6435320371
2014-01-30,15480,16759.3879309819,-1279.38793098193
2014-02-07,15390,16721.2615291187,-1331.26152911869
2014-02-10,15880,16683.2764116872,-803.276411687153
2014-02-11,15805,16645.4441136368,-840.44411363681
2014-02-12,15755,16607.7758378752,-852.775837875214
2014-02-13,15590,16570.2824399046,-980.2824399046
2014-02-14,15620,16532.9744227232,-912.974422723193
2014-02-17,16360,16495.8618841201,-135.861884120063
2014-02-18,16140,16458.9545444976,-318.95454449759
2014-02-19,16190,16422.262068098,-232.262068097976
2014-02-20,15570,16385.7939873208,-815.793987320789
2014-02-21,15560,16349.5597385576,-789.559738557563
2014-02-24,14805,16313.5684209835,-1508.56842098351
2014-02-25,14590,16277.8288074012,-1687.82880740119
2014-02-26,14690,16242.3490470324,-1552.34904703235
2014-02-27,14330,16207.136591418,-1877.13659141797
2014-02-28,14980,16172.1982504202,-1192.19825042024
2014-03-03,14835,16137.5400579683,-1302.54005796828
2014-03-04,14695,16103.1675551848,-1408.16755518476
2014-03-05,15195,16069.0857447745,-874.085744774451
2014-03-06,15175,16035.2990473627,-860.299047362732
2014-03-07,14985,16001.8115222623,-1016.81152226235
2014-03-10,14465,15968.6268731738,-1503.62687317376
2014-03-11,15215,15935.748383488,-720.748383487953
2014-03-12,15765,15903.1787150574,-138.178715057398
2014-03-13,15840,15870.9202318055,-30.9202318054879
2014-03-14,15740,15838.9752405393,-98.9752405392714
2014-03-17,14985,15807.3460352836,-822.346035283628
2014-03-18,14915,15776.0348691515,-861.034869151499
2014-03-19,15260,15745.0436553304,-485.043655330367
2014-03-20,15175,15714.3739510915,-539.373951091517
2014-03-21,15030,15684.0271132079,-654.027113207909
2014-03-24,15220,15654.0042754974,-434.004275497374
2014-03-25,15510,15624.306301429,-114.306301429026
2014-03-26,15520,15594.9338750719,-74.9338750719026
2014-03-27,15375,15565.8876332462,-190.887633246179
2014-03-28,15680,15537.1681817972,142.83181820282
2014-03-31,15745,15508.7760476646,236.223952335433
2014-04-01,15785,15480.7118168287,304.288183171332
2014-04-02,15530,15452.9761729153,77.0238270846534
2014-04-03,15425,15425.5699253319,-0.569925331913623
2014-04-04,15450,15398.4939153234,51.5060846765579
2014-04-08,15745,15371.7489838991,373.251016100901
2014-04-09,15325,15345.3359933597,-20.335993359749
2014-04-10,15115,15319.255960292,-204.25596029204
2014-04-11,15010,15293.5098928768,-283.509892876762
2014-04-14,14945,15268.0987148647,-323.098714864739
2014-04-15,15040,15243.023232814,-203.023232813967
2014-04-16,15025,15218.2841197264,-193.284119726422
2014-04-17,14800,15193.8819646827,-393.881964682695
2014-04-18,14200,15169.8172768679,-969.817276867879
2014-04-21,13925,15146.0904026515,-1221.09040265152
2014-04-22,14005,15122.70128752,-1117.70128751999
2014-04-23,14015,15099.64937221,-1084.64937220997
2014-04-24,14060,15076.9336354457,-1016.93363544567
2014-04-25,14005,15054.5526075993,-1049.55260759927
2014-04-28,14400,15032.5043986855,-632.504398685472
2014-04-29,14550,15010.7866848766,-460.786684876603
2014-04-30,14340,14989.396880891,-649.396880891027
2014-05-05,14365,14968.332210977,-603.332210976982
2014-05-06,14085,14947.5896309488,-862.589630948764
2014-05-07,14090,14927.1658472268,-837.165847226793
2014-05-08,13915,14907.0572096724,-992.057209672431
2014-05-09,13770,14887.2597220951,-1117.2597220951
2014-05-12,14070,14867.7689782288,-797.768978228837
2014-05-13,14140,14848.5801099775,-708.58010997751
2014-05-14,14305,14829.6879194777,-524.687919477656
2014-05-15,14100,14811.0869159693,-711.086915969327
2014-05-16,13820,14792.7713918067,-972.771391806749
2014-05-19,14550,14774.7353454092,-224.735345409207
2014-05-20,14490,14756.9723730917,-266.972373091693
2014-05-21,14285,14739.4759782734,-454.475978273378
2014-05-22,14375,14722.2395540163,-347.239554016329
2014-05-23,14440,14705.2563055218,-265.256305521821
2014-05-26,14735,14688.519294455,46.4807055450343
2014-05-27,14530,14672.0214728358,-142.021472835791
