"AL0Date","AL0Close","AL0_hpft","AL0_hpfc"
2012-06-11,15925,15791.9050437732,133.09495622676
2012-06-12,15865,15786.5107103653,78.4892896347378
2012-06-13,15900,15781.118167418,118.881832581995
2012-06-14,15865,15775.7296198626,89.270380137398
2012-06-15,15875,15770.3473217712,104.65267822884
2012-06-18,15800,15764.9735641166,35.0264358834466
2012-06-19,15650,15759.6106811309,-109.610681130867
2012-06-20,15755,15754.2610215247,0.738978475287233
2012-06-21,15560,15748.9268887001,-188.926888700086
2012-06-25,15520,15743.6105863644,-223.610586364398
2012-06-26,15065,15738.3143401304,-673.314340130373
2012-06-27,15060,15733.040283179,-673.040283178982
2012-06-28,15360,15727.7902703702,-367.790270370173
2012-06-29,15390,15722.5658783561,-332.565878356086
2012-07-02,15440,15717.3685317592,-277.368531759178
2012-07-03,15500,15712.1995177325,-212.199517732527
2012-07-04,15645,15707.0600087762,-62.0600087762466
2012-07-05,15680,15701.9510896758,-21.9510896757687
2012-07-06,15605,15696.8738195633,-91.873819563268
2012-07-09,15535,15691.8292484972,-156.829248497227
2012-07-10,15520,15686.8183885593,-166.818388559338
2012-07-11,15505,15681.8421870043,-176.842187004258
2012-07-12,15470,15676.9015221306,-206.901522130647
2012-07-13,15520,15671.9971991378,-151.997199137778
2012-07-16,15605,15667.1299377001,-62.1299377000541
2012-07-17,15580,15662.3003946624,-82.3003946624327
2012-07-18,15565,15657.5092011878,-92.5092011877894
2012-07-19,15615,15652.7569544194,-37.7569544194438
2012-07-20,15590,15648.044213261,-58.0442132610046
2012-07-23,15355,15643.3715210089,-288.371521008888
2012-07-24,15400,15638.7393969665,-238.739396966459
2012-07-25,15260,15634.1482412358,-374.148241235804
2012-07-26,15350,15629.5983552338,-279.598355233772
2012-07-27,15445,15625.0898857194,-180.089885719386
2012-07-30,15410,15620.6228638769,-210.622863876909
2012-07-31,15450,15616.1972464488,-166.197246448784
2012-08-01,15385,15611.8129031144,-226.812903114354
2012-08-02,15315,15607.4696348537,-292.469634853694
2012-08-03,15295,15603.1671488916,-308.167148891572
2012-08-06,15325,15598.9050315576,-273.905031557566
2012-08-07,15330,15594.6827417973,-264.68274179734
2012-08-08,15385,15590.4996253352,-205.499625335227
2012-08-09,15470,15586.3549184863,-116.354918486349
2012-08-10,15400,15582.2477726206,-182.247772620621
2012-08-13,15370,15578.1772910114,-208.17729101138
2012-08-14,15360,15574.1425015982,-214.1425015982
2012-08-15,15345,15570.1423462684,-225.142346268436
2012-08-16,15200,15566.1756783916,-366.175678391571
2012-08-17,15295,15562.2412582723,-267.241258272332
2012-08-20,15230,15558.3376948531,-328.337694853099
2012-08-21,15250,15554.4634866095,-304.463486609541
2012-08-22,15270,15550.6169962956,-280.616996295629
2012-08-23,15360,15546.7964608124,-186.796460812359
2012-08-24,15355,15543.0000010651,-188.000001065061
2012-08-27,15380,15539.2256607448,-159.225660744788
2012-08-28,15400,15535.471405831,-135.471405831049
2012-08-29,15420,15531.7351364858,-111.735136485834
2012-08-30,15415,15528.0146968727,-113.014696872703
2012-08-31,15365,15524.3078849684,-159.307884968393
2012-09-03,15430,15520.6124520339,-90.6124520339413
2012-09-04,15490,15516.9260834789,-26.9260834788961
2012-09-05,15500,15513.2464272572,-13.2464272572414
2012-09-06,15640,15509.5711201928,130.428879807175
2012-09-07,15645,15505.8977936339,139.102206366058
2012-09-10,15780,15502.2241328429,277.775867157055
2012-09-11,15770,15498.5478805814,271.452119418553
2012-09-12,15795,15494.8668944324,300.133105567567
2012-09-13,15710,15491.1791441863,218.82085581372
2012-09-14,15890,15487.4827236963,402.517276303669
2012-09-17,15835,15483.7758172677,351.22418273235
2012-09-18,15765,15480.0567755898,284.943224410229
2012-09-19,15855,15476.3240945342,378.675905465827
2012-09-20,15700,15472.5763877564,227.423612243565
2012-09-21,15740,15468.8124254415,271.187574558534
2012-09-24,15665,15465.031071782,199.968928217991
2012-09-25,15640,15461.2313030688,178.768696931187
2012-09-26,15685,15457.4121782518,227.587821748212
2012-09-27,15695,15453.5728301766,241.427169823399
2012-09-28,15760,15449.7124857646,310.287514235442
2012-10-08,15650,15445.8304717333,204.16952826673
2012-10-09,15605,15441.9262430607,163.073756939313
2012-10-10,15540,15437.9993391203,102.000660879705
2012-10-11,15490,15434.0493666937,55.9506333063182
2012-10-12,15460,15430.0759747255,29.9240252745482
2012-10-15,15460,15426.0788352879,33.9211647121016
2012-10-16,15460,15422.0576328227,37.9423671772837
2012-10-17,15455,15418.0120657932,36.9879342067585
2012-10-18,15510,15413.9418483467,96.0581516533073
2012-10-19,15480,15409.8467099195,70.1532900804944
2012-10-22,15435,15405.7264196549,29.2735803451211
2012-10-23,15370,15401.5807756944,-31.5807756943694
2012-10-24,15400,15397.4095882802,2.59041171981482
2012-10-25,15385,15393.2126546002,-8.21265460022067
2012-10-26,15330,15388.9897729132,-58.9897729132226
2012-10-29,15355,15384.7407380831,-29.7407380831
2012-10-30,15265,15380.4653205898,-115.46532058983
2012-10-31,15320,15376.1632786197,-56.163278619674
2012-11-01,15310,15371.8343226302,-61.8343226301812
2012-11-02,15360,15367.4781398634,-7.47813986335433
2012-11-05,15290,15363.0943920013,-73.0943920012919
2012-11-06,15300,15358.682737635,-58.6827376349862
2012-11-07,15335,15354.2428051411,-19.2428051410764
2012-11-08,15280,15349.7741986392,-69.7741986391762
2012-11-09,15240,15345.2765142946,-105.276514294645
2012-11-12,15230,15340.749319431,-110.749319431025
2012-11-13,15265,15336.1921378548,-71.1921378547884
2012-11-14,15330,15331.6044475931,-1.6044475931051
2012-11-15,15400,15326.9856972451,73.0143027548751
2012-11-16,15385,15322.3353347469,62.664665253137
2012-11-19,15335,15317.6528382155,17.3471617845191
2012-11-20,15305,15312.9377116711,-7.93771167110249
2012-11-21,15280,15308.1894663046,-28.1894663046273
2012-11-22,15290,15303.4076100257,-13.4076100256839
2012-11-23,15280,15298.5916390916,-18.591639091574
2012-11-26,15320,15293.7410442174,26.2589557825653
2012-11-27,15315,15288.8553084334,26.144691566641
2012-11-28,15310,15283.9339256238,26.0660743761721
2012-11-29,15310,15278.9764004805,31.0235995195106
2012-11-30,15410,15273.9822484696,136.017751530379
2012-12-03,15360,15268.9509978815,91.0490021185163
2012-12-04,15300,15263.8822332306,36.1177667694379
2012-12-05,15300,15258.7755766674,41.2244233326049
2012-12-06,15205,15253.630665272,-48.6306652720283
2012-12-07,15230,15248.4471531653,-18.4471531652738
2012-12-10,15240,15243.2246743656,-3.22467436564766
2012-12-11,15370,15237.9628552666,132.037144733399
2012-12-12,15380,15232.6613209285,147.338679071487
2012-12-13,15415,15227.3197509907,187.680249009272
2012-12-14,15425,15221.9378859964,203.062114003644
2012-12-17,15405,15216.515544068,188.48445593205
2012-12-18,15300,15211.0526272659,88.9473727340752
2012-12-19,15290,15205.5491155625,84.4508844375281
2012-12-20,15250,15200.0050256971,49.9949743029285
2012-12-21,15260,15194.4204093179,65.5795906821344
2012-12-24,15280,15188.7953387388,91.2046612611558
2012-12-25,15315,15183.129913382,131.870086618022
2012-12-26,15300,15177.4242703695,122.575729630483
2012-12-27,15350,15171.6786013336,178.321398666361
2012-12-28,15345,15165.8931485743,179.106851425721
2012-12-31,15365,15160.0682281023,204.931771897662
2013-01-04,15315,15154.2042299643,160.795770035711
2013-01-07,15265,15148.3016289169,116.698371083097
2013-01-08,15240,15142.3609661839,97.6390338160825
2013-01-09,15245,15136.3828312272,108.617168772753
2013-01-10,15270,15130.3678538689,139.632146131123
2013-01-11,15250,15124.3167088286,125.683291171367
2013-01-14,15235,15118.2301285449,116.769871455114
2013-01-15,15130,15112.1088974083,17.8911025917
2013-01-16,15155,15105.9538480775,49.0461519225161
2013-01-17,15155,15099.7658206065,55.2341793935134
2013-01-18,15190,15093.5456753231,96.4543246768722
2013-01-21,15160,15087.2942953869,72.7057046131413
2013-01-22,15175,15081.0126038274,93.9873961726029
2013-01-23,15155,15074.7015537281,80.2984462719131
2013-01-24,15125,15068.3621370229,56.6378629771115
2013-01-25,15125,15061.9953788379,63.0046211620984
2013-01-28,15075,15055.6023277111,19.3976722888614
2013-01-29,15080,15049.184058224,30.8159417759716
2013-01-30,15215,15042.7416529763,172.258347023676
2013-01-31,15250,15036.2762073058,213.723792694176
2013-02-01,15205,15029.788887755,175.211112244963
2013-02-04,15220,15023.2809492112,196.719050788782
2013-02-05,15275,15016.7537189869,258.246281013126
2013-02-06,15230,15010.2086057103,219.791394289718
2013-02-07,15205,15003.6471247583,201.352875241677
2013-02-08,15240,14997.0708823608,242.929117639188
2013-02-18,15140,14990.4815679787,149.518432021266
2013-02-19,15090,14983.8809714902,106.11902850979
2013-02-20,15080,14977.2709445783,102.729055421718
2013-02-21,14965,14970.6533827913,-5.6533827913262
2013-02-22,14960,14964.0302241418,-4.03022414176197
2013-02-25,14840,14957.4034043052,-117.403404305153
2013-02-26,14810,14950.7748572911,-140.774857291115
2013-02-27,14855,14944.1464685794,-89.1464685794201
2013-02-28,14795,14937.5200654592,-142.520065459179
2013-03-01,14675,14930.8974383699,-255.897438369938
2013-03-04,14575,14924.2803188392,-349.28031883916
2013-03-05,14665,14917.6703326166,-252.670332616625
2013-03-06,14770,14911.0689610737,-141.068961073661
2013-03-07,14985,14904.4775811379,80.5224188621491
2013-03-08,14990,14897.8975114245,92.1024885754945
2013-03-11,14895,14891.3301038337,3.66989616631221
2013-03-12,14815,14884.7767483369,-69.7767483369459
2013-03-13,14925,14878.2388364228,46.761163577182
2013-03-14,14885,14871.7177307369,13.2822692631009
2013-03-15,14840,14865.214813254,-25.2148132540466
2013-03-18,14685,14858.7314714393,-173.731471439305
2013-03-19,14655,14852.2690823351,-197.269082335143
2013-03-20,14720,14845.8289511703,-125.828951170338
2013-03-21,14730,14839.4123016305,-109.412301630494
2013-03-22,14700,14833.0203053887,-133.02030538869
2013-03-25,14725,14826.6540888912,-101.654088891248
2013-03-26,14705,14820.3147235993,-115.314723599344
2013-03-27,14655,14814.0032389544,-159.003238954409
2013-03-28,14620,14807.7206167314,-187.720616731368
2013-03-29,14610,14801.4677729797,-191.46777297971
2013-04-01,14545,14795.2455461526,-250.245546152599
2013-04-02,14605,14789.0546955583,-184.054695558254
2013-04-03,14565,14782.8958770634,-217.895877063389
2013-04-08,14650,14776.7696704539,-126.76967045393
2013-04-09,14655,14770.6765654464,-115.67656544645
2013-04-10,14670,14764.616999356,-94.6169993559783
2013-04-11,14740,14758.5913616815,-18.5913616815006
2013-04-12,14715,14752.6000028112,-37.6000028111674
2013-04-15,14505,14746.6432654481,-241.643265448119
2013-04-16,14560,14740.7214767533,-180.721476753349
2013-04-17,14550,14734.8348640021,-184.834864002086
2013-04-18,14525,14728.9835797666,-203.983579766582
2013-04-19,14595,14723.1677002159,-128.167700215882
2013-04-22,14515,14717.3872172004,-202.387217200383
2013-04-23,14540,14711.642069591,-171.642069591029
2013-04-24,14590,14705.9321126002,-115.932112600188
2013-04-25,14605,14700.2571304901,-95.2571304901085
2013-04-26,14670,14694.6168596015,-24.6168596014986
2013-05-02,14470,14689.0109968995,-219.010996899515
2013-05-03,14550,14683.4392291738,-133.439229173839
2013-05-06,14630,14677.9011526836,-47.9011526836298
2013-05-07,14585,14672.3963085297,-87.3963085297252
2013-05-08,14665,14666.9242180125,-1.92421801254863
2013-05-09,14660,14661.4843663064,-1.48436630639734
2013-05-10,14670,14656.0762377903,13.9237622097502
2013-05-13,14610,14650.6993162294,-40.6993162293527
2013-05-14,14590,14645.3530911446,-55.3530911445656
2013-05-15,14545,14640.0370352333,-95.037035233267
2013-05-16,14525,14634.7505983121,-109.750598312086
2013-05-17,14560,14629.4931909132,-69.4931909132157
2013-05-20,14550,14624.2641782024,-74.2641782023945
2013-05-21,14600,14619.0628966195,-19.0628966194952
2013-05-22,14660,14613.8886519067,46.1113480932541
2013-05-23,14610,14608.7407419264,1.25925807359795
2013-05-24,14650,14603.6184836014,46.3815163985744
2013-05-27,14615,14598.5211943753,16.478805624719
2013-05-28,14620,14593.4482108636,26.5517891364263
2013-05-29,14640,14588.3988764937,51.6011235062991
2013-05-30,14690,14583.3725456684,106.627454331557
2013-05-31,14830,14578.3685941204,251.63140587958
2013-06-03,14905,14573.3864416578,331.613558342223
2013-06-04,14860,14568.4256121029,291.574387897056
2013-06-05,14970,14563.4857663541,406.514233645922
2013-06-06,14910,14558.5666858345,351.433314165548
2013-06-07,14945,14553.668320004,391.331679996025
2013-06-13,14705,14548.790763591,156.209236409037
2013-06-14,14670,14543.9342730845,126.06572691547
2013-06-17,14660,14539.0991695443,120.900830455665
2013-06-18,14500,14534.2858261406,-34.2858261406311
2013-06-19,14525,14529.4946660192,-4.49466601915529
2013-06-20,14360,14524.7260981532,-164.726098153228
2013-06-21,14365,14519.9805296584,-154.98052965835
2013-06-24,14255,14515.2582995588,-260.258299558845
2013-06-25,14305,14510.5596828163,-205.559682816301
2013-06-26,14240,14505.884846812,-265.884846811982
2013-06-27,14290,14501.2338739571,-211.233873957086
2013-06-28,14215,14496.6067367566,-281.606736756624
2013-07-01,14315,14492.0033204001,-177.003320400139
2013-07-02,14360,14487.4233936722,-127.423393672176
2013-07-03,14390,14482.8666521912,-92.8666521912235
2013-07-04,14330,14478.3327389041,-148.332738904141
2013-07-05,14300,14473.8212583704,-173.821258370353
2013-07-08,14200,14469.3317538346,-269.331753834633
2013-07-09,14225,14464.8636966909,-239.863696690878
2013-07-10,14260,14460.4164470022,-200.416447002165
2013-07-11,14400,14455.9892656815,-55.9892656815039
2013-07-12,14330,14451.5813307979,-121.581330797881
2013-07-15,14345,14447.1917972765,-102.191797276484
2013-07-16,14340,14442.8197697857,-102.819769785715
2013-07-17,14310,14438.464310752,-128.464310751997
2013-07-18,14295,14434.1244401002,-139.124440100212
2013-07-19,14345,14429.7991246532,-84.7991246532271
2013-07-22,14375,14425.4872737255,-50.4872737254547
2013-07-23,14415,14421.1877615788,-6.1877615787912
2013-07-24,14380,14416.8994416057,-36.8994416056937
2013-07-25,14400,14412.6211646409,-12.6211646408706
2013-07-26,14360,14408.3517662663,-48.3517662662887
2013-07-29,14260,14404.0900768468,-144.090076846813
2013-07-30,14255,14399.8349067606,-144.834906760646
2013-07-31,14170,14395.5850068249,-225.58500682493
2013-08-01,14270,14391.3390679879,-121.339067987906
2013-08-02,14240,14387.09568795,-147.095687950023
2013-08-05,14240,14382.8534142551,-142.853414255051
2013-08-06,14235,14378.6107336433,-143.61073364331
2013-08-07,14200,14374.3660738053,-174.366073805268
2013-08-08,14250,14370.1178030685,-120.117803068491
2013-08-09,14335,14365.8642176846,-30.8642176846189
2013-08-12,14420,14361.6035642534,58.3964357465907
2013-08-13,14425,14357.3340766166,67.6659233833836
2013-08-14,14370,14353.0540127547,16.945987245273
2013-08-15,14435,14348.7616586186,86.2383413814074
2013-08-16,14475,14344.4553071638,130.54469283615
2013-08-19,14510,14340.1332869936,169.86671300639
2013-08-20,14415,14335.7939806729,79.2060193270732
2013-08-21,14435,14331.4358409829,103.564159017134
2013-08-22,14440,14327.0573534451,112.942646554861
2013-08-23,14450,14322.6570463907,127.342953609298
2013-08-26,14485,14318.2334948364,166.766505163576
2013-08-27,14460,14313.7853264376,146.214673562354
2013-08-28,14430,14309.3112377843,120.688762215718
2013-08-29,14350,14304.8099859056,45.1900140944327
2013-08-30,14255,14300.2803777185,-45.2803777184718
2013-09-02,14295,14295.7212388199,-0.721238819872205
2013-09-03,14275,14291.1313760894,-16.1313760894402
2013-09-04,14245,14286.5095961088,-41.5095961087997
2013-09-05,14170,14281.8546987914,-111.854698791416
2013-09-06,14210,14277.1654668924,-67.1654668924463
2013-09-09,14230,14272.4406369307,-42.440636930736
2013-09-10,14180,14267.6789176617,-87.6789176616815
2013-09-11,14190,14262.8790002975,-72.8790002975026
2013-09-12,14180,14258.0395398073,-78.0395398072526
2013-09-13,14260,14253.1591610349,6.84083896505188
2013-09-16,14195,14248.2364565661,-53.2364565660844
2013-09-17,14130,14243.270021814,-113.270021814012
2013-09-18,14150,14238.2584301861,-88.2584301860958
2013-09-23,14170,14233.2002082686,-63.2002082686015
2013-09-24,14210,14228.0938461651,-18.0938461650866
2013-09-25,14205,14222.9378078549,-17.937807854893
2013-09-26,14240,14217.730549838,22.2694501619949
2013-09-27,14260,14212.4705211997,47.5294788002611
2013-09-30,14315,14207.1561802305,107.843819769521
2013-10-08,14355,14201.7860048677,153.213995132315
2013-10-09,14345,14196.3585176268,148.64148237318
2013-10-10,14360,14190.8723043561,169.127695643934
2013-10-11,14465,14185.3260123459,279.673987654126
2013-10-14,14440,14179.7183587974,260.281641202623
2013-10-15,14350,14174.0481765175,175.951823482457
2013-10-16,14315,14168.3144059036,146.685594096373
2013-10-17,14360,14162.5160600841,197.483939915907
2013-10-18,14375,14156.6522128213,218.347787178674
2013-10-21,14385,14150.7220195095,234.27798049048
2013-10-22,14405,14144.7247257992,260.275274200849
2013-10-23,14425,14138.6596741819,286.340325818099
2013-10-24,14390,14132.5263147367,257.473685263279
2013-10-25,14360,14126.324215904,233.675784095959
2013-10-28,14430,14120.0530525537,309.946947446318
2013-10-29,14460,14113.7125961476,346.287403852411
2013-10-30,14460,14107.3027462672,352.697253732812
2013-10-31,14400,14100.8235456355,299.176454364487
2013-11-01,14440,14094.2751827662,345.724817233781
2013-11-04,14380,14087.6579698405,292.342030159527
2013-11-05,14335,14080.9723619482,254.027638051816
2013-11-06,14300,14074.2189350218,225.781064978172
2013-11-07,14300,14067.3983699985,232.601630001472
2013-11-08,14305,14060.5114411443,244.488558855715
2013-11-11,14305,14053.5590188734,251.44098112663
2013-11-12,14255,14046.5420746616,208.457925338374
2013-11-13,14225,14039.4616839208,185.538316079234
2013-11-14,14220,14032.3190082302,187.680991769815
2013-11-15,14195,14025.1152858637,169.884714136318
2013-11-18,14215,14017.8518326747,197.14816732531
2013-11-19,14185,14010.5300347403,174.469965259699
2013-11-20,14285,14003.1513596305,281.848640369521
2013-11-21,14200,13995.7173470344,204.282652965637
2013-11-22,14135,13988.2296531458,146.770346854228
2013-11-25,14085,13980.6900186008,104.309981399157
2013-11-26,14095,13973.1002447046,121.899755295445
2013-11-27,14080,13965.4621758796,114.537824120405
2013-11-28,13985,13957.7777069371,27.2222930628932
2013-11-29,14005,13950.0487800335,54.9512199665209
2013-12-02,13985,13942.2773485777,42.7226514222618
2013-12-03,13970,13934.4653886935,35.5346113065016
2013-12-04,13990,13926.6148941643,63.3851058357489
2013-12-05,14050,13918.727873462,131.272126537971
2013-12-06,14040,13910.8063612596,129.193638740355
2013-12-09,14095,13902.8524464928,192.147553507234
2013-12-10,14165,13894.8682715003,270.131728499742
2013-12-11,14155,13886.8560580472,268.143941952803
2013-12-12,14155,13878.8181395602,276.1818604398
2013-12-13,14030,13870.7569603059,159.243039694068
2013-12-16,14035,13862.6750787133,172.324921286662
2013-12-17,14000,13854.5751190362,145.424880963777
2013-12-18,14015,13846.4597767604,168.540223239602
2013-12-19,14025,13838.3318074846,186.668192515409
2013-12-20,14020,13830.1940364753,189.805963524735
2013-12-23,13965,13822.04936616,142.950633840034
2013-12-24,13930,13813.9007774244,116.099222575551
2013-12-25,13975,13805.7513102445,169.248689755522
2013-12-26,13935,13797.6040525866,137.395947413434
2013-12-27,13995,13789.4621623779,205.537837622147
2013-12-30,14060,13781.3288543394,278.671145660597
2013-12-31,14035,13773.2074281534,261.792571846604
2014-01-02,14040,13765.1012986934,274.898701306584
2014-01-03,13995,13757.0139890476,237.986010952422
2014-01-06,13905,13748.9491359362,156.050864063848
2014-01-07,13910,13740.9104744531,169.089525546915
2014-01-08,13850,13732.9018041977,117.098195802328
2014-01-09,13805,13724.9269946639,80.0730053361281
2014-01-10,13795,13716.9899637494,78.0100362506388
2014-01-13,13750,13709.0946624509,40.9053375491077
2014-01-14,13760,13701.2450740112,58.7549259888068
2014-01-15,13700,13693.4451985817,6.55480141826992
2014-01-16,13745,13685.699060601,59.300939398965
2014-01-17,13760,13678.0106872169,81.9893127831206
2014-01-20,13825,13670.3841300899,154.615869910081
2014-01-21,13795,13662.8234747717,132.176525228295
2014-01-22,13770,13655.3328707258,114.667129274152
2014-01-23,13710,13647.9165220524,62.0834779475961
2014-01-24,13650,13640.5786802503,9.42131974972487
2014-01-27,13560,13633.3236224809,-73.3236224809335
2014-01-28,13595,13626.1556298006,-31.1556298005764
2014-01-29,13560,13619.0789529562,-59.0789529562141
2014-01-30,13580,13612.0978298165,-32.0978298164576
2014-02-07,13350,13605.216473829,-255.216473828968
2014-02-10,13385,13598.4390851732,-213.439085173246
2014-02-11,13265,13591.769758533,-326.769758533001
2014-02-12,13340,13585.2125003644,-245.212500364396
2014-02-13,13375,13578.7711820508,-203.771182050792
2014-02-14,13450,13572.4495736136,-122.449573613613
2014-02-17,13515,13566.2513608439,-51.2513608438848
2014-02-18,13400,13560.1801789172,-160.180178917222
2014-02-19,13445,13554.2396418234,-109.239641823449
2014-02-20,13415,13548.4332973405,-133.433297340531
2014-02-21,13485,13542.7646480914,-57.7646480914201
2014-02-24,13385,13537.2371415428,-152.237141542794
2014-02-25,13330,13531.8542012839,-201.854201283917
2014-02-26,13375,13526.619187975,-151.619187975041
2014-02-27,13365,13521.5353788387,-156.53537883873
2014-02-28,13350,13516.6059884237,-166.605988423697
2014-03-03,13235,13511.8341665729,-276.834166572909
2014-03-04,13265,13507.2229942621,-242.22299426206
2014-03-05,13295,13502.7754380338,-207.775438033823
2014-03-06,13240,13498.4943643064,-258.494364306421
2014-03-07,13230,13494.3825536112,-264.382553611166
2014-03-10,13140,13490.4426796289,-350.442679628925
2014-03-11,13245,13486.677306755,-241.677306754991
2014-03-12,13250,13483.0888545262,-233.088854526173
2014-03-13,13215,13479.6796425794,-264.679642579364
2014-03-14,13145,13476.451894202,-331.451894201976
2014-03-17,13095,13473.4077232739,-378.407723273852
2014-03-18,13010,13470.5491066649,-460.549106664926
2014-03-19,12900,13467.8778648275,-567.877864827457
2014-03-20,12810,13465.395627841,-655.395627840987
2014-03-21,12760,13463.1037910472,-703.103791047179
2014-03-24,12750,13461.0034788735,-711.003478873483
2014-03-25,12880,13459.0955251128,-579.09552511281
2014-03-26,12940,13457.3804696572,-517.380469657208
2014-03-27,12915,13455.8586130244,-540.858613024373
2014-03-28,13035,13454.5300418677,-419.530041867656
2014-03-31,13015,13453.3946192712,-438.394619271156
2014-04-01,13025,13452.4520349019,-427.452034901906
2014-04-02,13080,13451.7017972125,-371.701797212497
2014-04-03,13110,13451.1432379641,-341.143237964129
2014-04-04,13155,13450.7755352712,-295.775535271233
2014-04-08,13130,13450.5977262333,-320.597726233308
2014-04-09,13060,13450.6087256881,-390.608725688135
2014-04-10,13160,13450.8073159516,-290.807315951575
2014-04-11,13265,13451.1921178774,-186.192117877354
2014-04-14,13235,13451.7616321113,-216.76163211132
2014-04-15,13210,13452.5142823345,-242.514282334545
2014-04-16,13185,13453.4484026276,-268.448402627595
2014-04-17,13240,13454.5622268261,-214.562226826089
2014-04-18,13225,13455.8538777994,-230.853877799361
2014-04-21,13200,13457.3213897251,-257.321389725062
2014-04-22,13250,13458.9627013555,-208.96270135552
2014-04-23,13445,13460.7756450771,-15.7756450771483
2014-04-24,13695,13462.7579668989,232.242033101076
2014-04-25,13580,13464.9074063084,115.09259369159
2014-04-28,13535,13467.2217987938,67.7782012062185
2014-04-29,13420,13469.6990274175,-49.6990274174586
2014-04-30,13330,13472.3370032584,-142.337003258378
2014-05-05,13210,13475.1336168524,-265.13361685237
2014-05-06,13190,13478.0866998982,-288.086699898202
2014-05-07,13095,13481.1939744997,-386.193974499739
2014-05-08,13055,13484.4530436768,-429.453043676775
2014-05-09,13180,13487.8613508123,-307.861350812273
2014-05-12,13185,13491.4161617709,-306.416161770884
2014-05-13,13165,13495.1146151594,-330.114615159425
2014-05-14,13140,13498.9537229246,-358.953722924633
2014-05-15,13110,13502.9303605573,-392.930360557331
2014-05-16,13070,13507.0412551711,-437.041255171082
2014-05-19,13140,13511.2829714578,-371.282971457791
2014-05-20,13125,13515.6518934544,-390.651893454435
2014-05-21,13075,13520.1442517245,-445.144251724481
2014-05-22,13130,13524.7561153512,-394.756115351152
2014-05-23,13435,13529.4833694135,-94.4833694135117
2014-05-26,13505,13534.3217358136,-29.3217358136259
2014-05-27,13430,13539.2668973987,-109.266897398668
2014-05-28,13475,13544.314524895,-69.3145248949939
2014-05-29,13395,13549.4602438626,-154.460243862639
2014-05-30,13530,13554.6996512092,-24.6996512092265
2014-06-03,13480,13560.0282799958,-80.0282799957705
2014-06-04,13365,13565.4416530725,-200.441653072462
2014-06-05,13400,13570.9352602095,-170.935260209476
2014-06-06,13425,13576.5045083224,-151.504508322445
2014-06-09,13675,13582.1447336691,92.8552663309145
2014-06-10,13615,13587.8512098813,27.1487901187252
2014-06-11,13635,13593.6192489736,41.3807510263812
2014-06-12,13460,13599.444174183,-139.444174182993
2014-06-13,13470,13605.3213258512,-135.321325851248
2014-06-16,13450,13611.2459866797,-161.245986679717
2014-06-17,13460,13617.2133834333,-157.213383433288
2014-06-18,13390,13623.2186762243,-233.218676224315
2014-06-19,13460,13629.2569601794,-169.256960179414
2014-06-20,13565,13635.323234022,-70.3232340219597
2014-06-23,13510,13641.4124265114,-131.412426511381
2014-06-24,13480,13647.5194373383,-167.519437338257
2014-06-25,13520,13653.6391118725,-133.639111872512
2014-06-26,13590,13659.7662262383,-69.7662262383395
2014-06-27,13540,13665.8955013189,-125.895501318855
2014-06-30,13475,13672.0216291586,-197.021629158638
2014-07-01,13595,13678.1392497621,-83.1392497621265
2014-07-02,13540,13684.242921693,-144.242921692968
2014-07-03,13665,13690.3271691484,-25.3271691483538
2014-07-04,13680,13696.3864567012,-16.3864567012315
2014-07-07,13560,13702.4152384554,-142.41523845539
2014-07-08,13660,13708.4079617411,-48.4079617410766
2014-07-09,13660,13714.3590150198,-54.359015019771
2014-07-10,13645,13720.262766743,-75.2627667430265
2014-07-11,13610,13726.1135628927,-116.113562892679
2014-07-14,13640,13731.9057183397,-91.9057183397419
2014-07-15,13680,13737.6334999589,-57.633499958871
2014-07-16,13740,13743.2911366344,-3.29113663441536
2014-07-17,13800,13748.8728334272,51.1271665727792
2014-07-18,13865,13754.3727940379,110.627205962055
2014-07-21,13995,13759.7852433013,235.214756698733
2014-07-22,14125,13765.1044517803,359.895548219706
2014-07-23,14190,13770.3247872667,419.675212733303
2014-07-24,14075,13775.4407663185,299.559233681511
2014-07-25,14220,13780.4470789707,439.55292102933
2014-07-28,14175,13785.3385390835,389.661460916477
2014-07-29,14130,13790.1101422114,339.889857788625
2014-07-30,14005,13794.7570449789,210.242955021133
2014-07-31,14145,13799.2745445071,345.725455492894
2014-08-01,14035,13803.6580248232,231.34197517683
2014-08-04,13985,13807.9030128634,177.096987136551
2014-08-05,14110,13812.0051311915,297.994868808492
2014-08-06,14035,13815.9600755759,219.039924424067
2014-08-07,14085,13819.7636649646,265.236335035449
2014-08-08,14085,13823.411808847,261.588191153034
2014-08-11,14130,13826.9005263515,303.099473648508
2014-08-12,14170,13830.2259447357,339.77405526429
2014-08-13,14155,13833.3843165469,321.615683453064
2014-08-14,14105,13836.3720347812,268.627965218817
2014-08-15,14010,13839.1856253771,170.814374622903
2014-08-18,14025,13841.821725314,183.178274686002
2014-08-19,14145,13844.277042179,300.722957821025
2014-08-20,14160,13846.5483592769,313.451640723132
2014-08-21,14345,13848.6325842194,496.367415780556
2014-08-22,14330,13850.5267541879,479.473245812146
2014-08-25,14290,13852.228111541,437.771888458969
2014-08-26,14400,13853.7340968324,546.265903167602
2014-08-27,14460,13855.042331573,604.957668427003
2014-08-28,14445,13856.1506630782,588.849336921829
2014-08-29,14505,13857.0571887285,647.942811271475
2014-09-01,14610,13857.7602493114,752.239750688562
