"AL0Date","AL0Close","AL0_hpft","AL0_hpfc"
2010-03-10,17065,16563.7855181157,501.21448188428
2010-03-11,16905,16544.3450140846,360.654985915363
2010-03-12,16915,16524.9516987788,390.048301221173
2010-03-15,16670,16505.6070083318,164.392991668219
2010-03-16,16695,16486.3125401073,208.687459892728
2010-03-17,16820,16467.0699594226,352.930040577378
2010-03-18,16675,16447.881017858,227.11898214195
2010-03-19,16850,16428.7476128807,421.252387119279
2010-03-22,16685,16409.6717358399,275.328264160111
2010-03-23,16610,16390.6555522134,219.344447786558
2010-03-24,16525,16371.701341289,153.298658710984
2010-03-25,16380,16352.8114730224,27.188526977579
2010-03-26,16560,16333.9883807368,226.011619263166
2010-03-29,16625,16315.2345089943,309.765491005745
2010-03-30,16660,16296.5523957808,363.447604219207
2010-03-31,16575,16277.944707127,297.055292873024
2010-04-01,16650,16259.4142592982,390.585740701772
2010-04-02,16710,16240.9639913504,469.036008649649
2010-04-06,16815,16222.5970037916,592.402996208412
2010-04-07,16785,16204.3165910113,580.683408988705
2010-04-08,16790,16186.1262922738,603.873707726155
2010-04-09,16875,16168.0298868753,706.970113124696
2010-04-12,17085,16150.0314037285,934.968596271498
2010-04-13,17045,16132.1351639791,912.864836020898
2010-04-14,17120,16114.3458752514,1005.65412474858
2010-04-15,17090,16096.6686225116,993.331377488422
2010-04-16,17030,16079.1089064225,950.891093577536
2010-04-19,16570,16061.6726382502,508.327361749752
2010-04-20,16695,16044.3661223211,650.633877678854
2010-04-21,16690,16027.1958730835,662.80412691653
2010-04-22,16620,16010.1686739317,609.831326068333
2010-04-23,16550,15993.2915822366,556.708417763418
2010-04-26,16610,15976.5719074489,633.428092551078
2010-04-27,16445,15960.0171891398,484.982810860211
2010-04-28,16080,15943.6352287146,136.364771285355
2010-04-29,16130,15927.434028051,202.565971948967
2010-04-30,16210,15911.4216453941,298.578354605854
2010-05-04,16085,15895.6062227222,189.393777277752
2010-05-05,15910,15879.9960254336,30.0039745663863
2010-05-06,15800,15864.5993972136,-64.5993972136107
2010-05-07,15475,15849.4246941512,-374.424694151163
2010-05-10,15720,15834.4802456318,-114.480245631773
2010-05-11,15670,15819.7742262691,-149.774226269113
2010-05-12,15600,15805.314763355,-205.314763354974
2010-05-13,15690,15791.1099222708,-101.109922270754
2010-05-14,15650,15777.1676835283,-127.167683528308
2010-05-17,14990,15763.4959858457,-773.49598584567
2010-05-18,15225,15750.1027153742,-525.102715374231
2010-05-19,15160,15736.9954385337,-576.995438533734
2010-05-20,15195,15724.181504688,-529.181504688018
2010-05-21,15100,15711.6680246926,-611.66802469257
2010-05-24,15315,15699.4618906622,-384.461890662239
2010-05-25,15175,15687.5697418716,-512.569741871617
2010-05-26,15245,15675.9980586751,-430.998058675114
2010-05-27,15260,15664.7531095512,-404.753109551194
2010-05-28,15375,15653.8409848206,-278.840984820623
2010-05-31,15290,15643.267607496,-353.267607495985
2010-06-01,15155,15633.0387853283,-478.038785328259
2010-06-02,14935,15623.1601800414,-688.160180041358
2010-06-03,14955,15613.6372557576,-658.637255757603
2010-06-04,14750,15604.475192141,-854.47519214097
2010-06-07,14000,15595.6788966023,-1595.6788966023
2010-06-08,14305,15587.2529233454,-1282.25292334539
2010-06-09,14720,15579.2011669861,-859.201166986119
2010-06-10,14515,15571.5269921072,-1056.52699210721
2010-06-11,14685,15564.2334081329,-879.233408132917
2010-06-17,14580,15557.3229877617,-977.322987761671
2010-06-18,14535,15550.7979402516,-1015.79794025158
2010-06-21,15005,15544.6600708756,-539.660070875632
2010-06-22,14775,15538.9107650167,-763.910765016653
2010-06-23,14820,15533.5511849832,-713.551184983159
2010-06-24,14885,15528.5821773132,-643.582177313169
2010-06-25,14830,15524.0042935923,-694.004293592336
2010-06-28,14915,15519.8178193749,-604.817819374914
2010-06-29,14780,15516.0227533421,-736.022753342148
2010-06-30,14690,15512.6188441673,-822.618844167322
2010-07-01,14605,15509.6055362813,-904.605536281329
2010-07-02,14775,15506.9819340791,-731.981934079061
2010-07-05,14810,15504.7467680259,-694.746768025874
2010-07-06,14810,15502.8984660163,-692.898466016293
2010-07-07,14820,15501.4351687647,-681.435168764736
2010-07-08,14895,15500.3547305686,-605.354730568575
2010-07-09,14885,15499.6547240474,-614.654724047413
2010-07-12,14815,15499.3324715924,-684.332471592412
2010-07-13,14730,15499.3850415194,-769.385041519381
2010-07-14,14810,15499.8092192694,-689.809219269387
2010-07-15,14810,15500.6014722513,-690.601472251274
2010-07-16,14900,15501.7579827343,-601.757982734346
2010-07-19,14910,15503.274647521,-593.274647520988
2010-07-20,15030,15505.1471146707,-475.147114670699
2010-07-21,15015,15507.3707870074,-492.370787007389
2010-07-22,15045,15509.9408709475,-464.940870947516
2010-07-23,15275,15512.8523693825,-237.852369382476
2010-07-26,15400,15516.1000930156,-116.100093015564
2010-07-27,15300,15519.6787542301,-219.678754230056
2010-07-28,15480,15523.5830174197,-43.5830174197342
2010-07-29,15385,15527.8074561708,-142.807456170838
2010-07-30,15345,15532.346626055,-187.346626055047
2010-08-02,15610,15537.1950236128,72.8049763871716
2010-08-03,15575,15542.3470679439,32.652932056056
2010-08-04,15670,15547.7972082417,122.202791758336
2010-08-05,15660,15553.5399071966,106.460092803405
2010-08-06,15675,15559.5696780134,115.430321986565
2010-08-09,15755,15565.8810779035,189.118922096478
2010-08-10,15545,15572.468711792,-27.4687117919655
2010-08-11,15475,15579.3272627785,-104.327262778551
2010-08-12,15345,15586.4514026079,-241.451402607916
2010-08-13,15535,15593.8357599006,-58.8357599006486
2010-08-16,15495,15601.4748634703,-106.474863470316
2010-08-17,15530,15609.363217811,-79.3632178109924
2010-08-18,15500,15617.4952834042,-117.495283404212
2010-08-19,15510,15625.8654879254,-115.865487925448
2010-08-20,15310,15634.4682104821,-324.468210482129
2010-08-23,15330,15643.2977822882,-313.297782288205
2010-08-24,15305,15652.348400435,-347.348400434956
2010-08-25,15315,15661.6141325093,-346.614132509272
2010-08-26,15325,15671.0889025187,-346.088902518735
2010-08-27,15325,15680.7664911935,-355.766491193534
2010-08-30,15515,15690.6405362052,-175.640536205233
2010-08-31,15460,15700.7045281663,-240.704528166254
2010-09-01,15585,15710.9518850856,-125.951885085573
2010-09-02,15650,15721.3759254745,-71.3759254745238
2010-09-03,15690,15731.9699157815,-41.969915781527
2010-09-06,15820,15742.7270929507,77.2729070492527
2010-09-07,15860,15753.6406765776,106.359323422435
2010-09-08,15815,15764.7039181992,50.2960818008063
2010-09-09,15580,15775.9101133172,-195.910113317223
2010-09-10,15790,15787.252578224,2.74742177602292
2010-09-13,15775,15798.7245482299,-23.7245482299418
2010-09-14,15650,15810.3192597815,-160.319259781493
2010-09-15,15635,15822.0299395183,-187.02993951834
2010-09-16,15630,15833.8497478107,-203.849747810713
2010-09-17,15690,15845.7717677178,-155.771767717817
2010-09-20,15760,15857.7889980358,-97.7889980358167
2010-09-21,15725,15869.8943731711,-144.894373171146
2010-09-27,15930,15882.080787108,47.919212891985
2010-09-28,15885,15894.3410739374,-9.34107393744261
2010-09-29,15950,15906.668087558,43.3319124420224
2010-09-30,15870,15919.054678007,-49.0546780070369
2010-10-08,15975,15931.493713234,43.5062867660498
2010-10-11,16495,15943.9780409106,551.021959089439
2010-10-12,16465,15956.5005266925,508.499473307452
2010-10-13,16595,15969.0542640059,625.945735994146
2010-10-14,16605,15981.6325564697,623.367443530333
2010-10-15,16595,15994.228966444,600.771033555957
2010-10-18,16390,16006.837313964,383.162686035972
2010-10-19,16480,16019.4516673992,460.54833260076
2010-10-20,16325,16032.0662535034,292.933746496643
2010-10-21,16330,16044.6754894022,285.324510597782
2010-10-22,16550,16057.2739133087,492.726086691295
2010-10-25,16775,16069.8561813774,705.143818622646
2010-10-26,16650,16082.4171534359,567.58284656412
2010-10-27,16430,16094.95198079,335.048019209962
2010-10-28,16425,16107.4560493616,317.543950638405
2010-10-29,16420,16119.9248835676,300.075116432382
2010-11-01,16560,16132.3541390852,427.645860914816
2010-11-02,16525,16144.7395956303,380.260404369748
2010-11-03,16535,16157.0772096904,377.922790309611
2010-11-04,16875,16169.3630949376,705.636905062427
2010-11-05,17225,16181.5935212618,1043.40647873818
2010-11-08,17045,16193.7650502351,851.234949764885
2010-11-09,17125,16205.8746747317,919.125325268299
2010-11-10,17105,16217.9197394921,887.0802605079
2010-11-11,17190,16229.8979691864,960.102030813638
2010-11-12,16690,16241.8074551674,448.192544832564
2010-11-15,16795,16253.6466856565,541.353314343497
2010-11-16,16655,16265.4143341392,389.585665860762
2010-11-17,15940,16277.1092978748,-337.109297874829
2010-11-18,16385,16288.7306351618,96.2693648381729
2010-11-19,16490,16300.2772649513,189.72273504874
2010-11-22,16400,16311.7481459877,88.2518540123023
2010-11-23,16180,16323.14231544,-143.142315439969
2010-11-24,16290,16334.4588469564,-44.4588469563781
2010-11-25,16240,16345.6967550159,-105.696755015863
2010-11-26,16165,16356.8550357201,-191.855035720122
2010-11-29,16220,16367.9326414799,-147.932641479862
2010-11-30,16205,16378.9284454008,-173.928445400754
2010-12-01,16195,16389.8412594392,-194.841259439194
2010-12-02,16345,16400.6698236562,-55.6698236561846
2010-12-03,16480,16411.4127975736,68.5872024263881
2010-12-06,16510,16422.0688177013,87.9311822986859
2010-12-07,16505,16432.6365489006,72.3634510994119
2010-12-08,16360,16443.1146923798,-83.1146923797601
2010-12-09,16450,16453.5019792594,-3.50197925938573
2010-12-10,16450,16463.7971063039,-13.7971063038702
2010-12-13,16510,16473.9987688297,36.0012311702945
2010-12-14,16525,16484.1056564506,40.8943435494018
2010-12-15,16540,16494.1164736614,45.8835263386499
2010-12-16,16540,16504.0299418612,35.970058138756
2010-12-17,16570,16513.8448014156,56.1551985844311
2010-12-20,16550,16523.5598075584,26.4401924415848
2010-12-21,16630,16533.1737387364,96.826261263632
2010-12-22,16685,16542.6853843247,142.314615675331
2010-12-23,16785,16552.0935737232,232.906426276796
2010-12-24,16740,16561.3971951591,178.602804840932
2010-12-27,16695,16570.5952331331,124.404766866859
2010-12-28,16695,16579.6867459738,115.313254026197
2010-12-29,16745,16588.670843433,156.329156567029
2010-12-30,16815,16597.5466829289,217.453317071131
2010-12-31,16840,16606.3134864997,233.68651350031
2011-01-04,16895,16614.9705660702,280.029433929828
2011-01-05,16840,16623.5173301616,216.48266983844
2011-01-06,16950,16631.953303048,318.046696951952
2011-01-07,16850,16640.278098489,209.721901510975
2011-01-10,16880,16648.4914617117,231.508538288257
2011-01-11,16850,16656.5932246338,193.406775366178
2011-01-12,17035,16664.5833148696,370.416685130445
2011-01-13,17015,16672.4617399794,342.538260020589
2011-01-14,16950,16680.2286606394,269.771339360566
2011-01-17,16860,16687.8843791172,172.115620882808
2011-01-18,16815,16695.4293091929,119.570690807063
2011-01-19,16910,16702.8639357924,207.136064207631
2011-01-20,16825,16710.1887932672,114.811206732792
2011-01-21,16845,16717.4045015907,127.595498409332
2011-01-24,16850,16724.5117281944,125.488271805593
2011-01-25,16800,16731.5111932529,68.4888067470574
2011-01-26,16725,16738.4036688124,-13.4036688123865
2011-01-27,16785,16745.1899552297,39.8100447702813
2011-01-28,16785,16751.8708473211,33.1291526789215
2011-01-31,16925,16758.4471563588,166.552843641242
2011-02-01,17130,16764.919707309,365.080292691011
2011-02-09,16995,16771.2893939846,223.71060601536
2011-02-10,17050,16777.5572611078,272.442738892213
2011-02-11,17090,16783.7244458735,306.275554126516
2011-02-14,17125,16789.7921980936,335.207801906362
2011-02-15,17050,16795.7618941824,254.238105817557
2011-02-16,17080,16801.6350491153,278.364950884684
2011-02-17,17020,16807.4132829592,212.586717040754
2011-02-18,16970,16813.0983308466,156.901669153444
2011-02-21,17345,16818.6920157841,526.307984215931
2011-02-22,17170,16824.1962256354,345.803774364606
2011-02-23,17010,16829.6130658191,180.386934180897
2011-02-24,17055,16834.9447846948,220.055215305228
2011-02-25,17095,16840.1937051868,254.806294813192
2011-02-28,17115,16845.3622411815,269.637758818497
2011-03-01,16990,16850.4529118918,139.547088108162
2011-03-02,16990,16855.4683479885,134.531652011534
2011-03-03,16945,16860.4112378249,84.5887621751208
2011-03-04,16990,16865.2843253646,124.715674635375
2011-03-07,16875,16870.090389537,4.90961046301912
2011-03-08,16695,16874.8322608234,-179.83226082336
2011-03-09,16825,16879.5127717349,-54.5127717349366
2011-03-10,16785,16884.1346804474,-99.1346804473892
2011-03-11,16760,16888.7007226029,-128.700722602901
2011-03-14,16665,16893.2135928654,-228.21359286543
2011-03-15,16445,16897.6759326991,-452.675932699135
2011-03-16,16540,16902.0902892341,-362.090289234068
2011-03-17,16445,16906.4590224821,-461.459022482069
2011-03-18,16550,16910.7843427815,-360.784342781471
2011-03-21,16610,16915.068269722,-305.06826972199
2011-03-22,16660,16919.3126737595,-259.312673759534
2011-03-23,16715,16923.5192992473,-208.519299247279
2011-03-24,16755,16927.6897833487,-172.689783348679
2011-03-25,16800,16931.8256770339,-131.825677033942
2011-03-28,16660,16935.9284598901,-275.928459890099
2011-03-29,16830,16939.9995570128,-109.99955701283
2011-03-30,16835,16944.0402794401,-109.040279440055
2011-03-31,16775,16948.0518927403,-173.051892740323
2011-04-01,16755,16952.0356174093,-197.035617409301
2011-04-06,16830,16955.9926024099,-125.992602409933
2011-04-07,16835,16959.9239152586,-124.923915258622
2011-04-08,16875,16963.8305713915,-88.8305713914841
2011-04-11,16880,16967.7135346061,-87.7135346060637
2011-04-12,16780,16971.573731981,-191.573731980957
2011-04-13,16790,16975.4120543375,-185.412054337503
2011-04-14,16725,16979.2293133081,-254.229313308137
2011-04-15,16710,16983.0262438835,-273.026243883484
2011-04-18,16760,16986.8034759659,-226.803475965889
2011-04-19,16625,16990.5615265997,-365.561526599697
2011-04-20,16770,16994.3008190778,-224.300819077818
2011-04-21,16735,16998.0216255847,-263.021625584659
2011-04-22,16725,17001.7241255878,-276.724125587799
2011-04-25,16730,17005.4083898322,-275.408389832164
2011-04-26,16755,17009.0743746761,-254.074374676086
2011-04-27,16720,17012.7219226351,-292.721922635143
2011-04-28,16845,17016.3507712008,-171.350771200754
2011-04-29,16850,17019.9605368649,-169.960536864916
2011-05-03,16835,17023.5507652901,-188.550765290085
2011-05-04,16840,17027.1209318839,-187.120931883875
2011-05-05,16720,17030.6704341146,-310.670434114593
2011-05-06,16610,17034.1985921022,-424.198592102239
2011-05-09,16690,17037.7045975482,-347.70459754817
2011-05-10,16700,17041.1874668071,-341.187466807086
2011-05-11,16700,17044.6460725066,-344.64607250665
2011-05-12,16600,17048.0791462413,-448.079146241311
2011-05-13,16735,17051.4852771427,-316.485277142661
2011-05-16,16645,17054.8628691245,-409.862869124457
2011-05-17,16655,17058.2101952781,-403.210195278109
2011-05-18,16565,17061.5253592742,-496.525359274209
2011-05-19,16600,17064.8062981125,-464.806298112458
2011-05-20,16605,17068.050743549,-463.05074354897
2011-05-23,16545,17071.2562352077,-526.25623520769
2011-05-24,16670,17074.4201213059,-404.420121305906
2011-05-25,16665,17077.5395325277,-412.539532527702
2011-05-26,16705,17080.6114323863,-375.611432386315
2011-05-27,16685,17083.6326138675,-398.632613867538
2011-05-30,16715,17086.5997146946,-371.599714694569
2011-05-31,16795,17089.5092078119,-294.509207811933
2011-06-01,16800,17092.3574125598,-292.357412559778
2011-06-02,16800,17095.1405265401,-295.140526540116
2011-06-03,16895,17097.8546265059,-202.854626505944
2011-06-07,17190,17100.495667211,89.5043327889688
2011-06-08,17145,17103.0595195573,41.940480442655
2011-06-09,17140,17105.5420914444,34.4579085556163
2011-06-10,17135,17107.939308108,27.0606918919899
2011-06-13,17070,17110.2471090277,-40.247109027672
2011-06-14,17100,17112.4614448685,-12.4614448684554
2011-06-15,17075,17114.5782496592,-39.5782496591744
2011-06-16,16900,17116.5934522773,-216.593452277275
2011-06-17,16935,17118.5029652407,-183.50296524069
2011-06-20,16890,17120.3026115356,-230.302611535571
2011-06-21,17035,17121.988138296,-86.9881382959914
2011-06-22,17015,17123.5551974576,-108.555197457628
2011-06-23,17035,17124.999404999,-89.999404999044
2011-06-24,17055,17126.3163320267,-71.3163320266769
2011-06-27,16995,17127.5015124446,-132.501512444586
2011-06-28,17065,17128.5504506774,-63.5504506774488
2011-06-29,17135,17129.4585963794,5.54140362058888
2011-06-30,17200,17130.221372935,69.7786270650198
2011-07-01,17265,17130.83420602,134.165793980025
2011-07-04,17375,17131.2925501531,243.707449846851
2011-07-05,17300,17131.5919153124,168.408084687643
2011-07-06,17405,17131.7279122141,273.272087785913
2011-07-07,17380,17131.6962211884,248.303778811613
2011-07-08,17395,17131.4926355246,263.507364475434
2011-07-11,17325,17131.113051151,193.886948848982
2011-07-12,17250,17130.5534729192,119.446527080805
2011-07-13,17400,17129.8099858258,270.19001417421
2011-07-14,17390,17128.8787242421,261.121275757912
2011-07-15,17490,17127.7559342248,362.244065775199
2011-07-18,17695,17126.4379697675,568.562030232545
2011-07-19,17665,17124.9213346015,540.078665398497
2011-07-20,17635,17123.202767478,511.797232521963
2011-07-21,17505,17121.2792303956,383.720769604448
2011-07-22,17640,17119.1478969087,520.852103091272
2011-07-25,17590,17116.8060991872,473.193900812821
2011-07-26,18015,17114.2513846998,900.748615300173
2011-07-27,18310,17111.4814965149,1198.51850348513
2011-07-28,18360,17108.4945500341,1251.50544996592
2011-07-29,18280,17105.289156078,1174.71084392205
2011-08-01,18535,17101.8644427894,1433.13555721061
2011-08-02,18340,17098.2200238893,1241.77997611065
2011-08-03,18520,17094.3561054993,1425.64389450067
2011-08-04,18135,17090.2734070432,1044.72659295679
2011-08-05,17485,17085.9732372485,399.026762751505
2011-08-08,17075,17081.4573366902,-6.45733669016728
2011-08-09,17265,17076.7276108856,188.272389114445
2011-08-10,17590,17071.7859626825,518.214037317535
2011-08-11,17635,17066.6343727529,568.365627247076
2011-08-12,17440,17061.2750359778,378.724964022192
2011-08-15,17435,17055.7103821777,379.289617822273
2011-08-16,17150,17049.9429977224,100.057002277563
2011-08-17,17310,17043.9756257655,266.024374234474
2011-08-18,17205,17037.8110508191,167.188949180929
2011-08-19,17250,17031.4521673598,218.547832640195
2011-08-22,17215,17024.901938973,190.098061027018
2011-08-23,17290,17018.1634195837,271.836580416318
2011-08-24,17275,17011.2397416952,263.760258304771
2011-08-25,17320,17004.1341501771,315.865849822903
2011-08-26,17380,16996.8499989269,383.150001073146
2011-08-29,17370,16989.3907724088,380.609227591209
2011-08-30,17445,16981.7601134655,463.239886534517
2011-08-31,17470,16973.961822268,496.038177732029
2011-09-01,17465,16965.9998904722,499.000109527767
2011-09-02,17435,16957.8785147764,477.121485223632
2011-09-05,17345,16949.602098145,395.397901854954
2011-09-06,17295,16941.175240766,353.824759234026
2011-09-07,17425,16932.6027062685,492.39729373151
2011-09-08,17435,16923.8894045386,511.11059546139
2011-09-09,17485,16915.0404489997,569.959551000349
2011-09-13,17390,16906.0611643477,483.938835652345
2011-09-14,17275,16896.957110877,378.04288912296
2011-09-15,17335,16887.7340489229,447.265951077053
2011-09-16,17350,16878.3978950882,471.602104911767
2011-09-19,17105,16868.9547508574,236.045249142575
2011-09-20,17195,16859.4109126564,335.589087343593
2011-09-21,17290,16849.7727744829,440.22722551705
2011-09-22,17135,16840.0468690539,294.953130946131
2011-09-23,16495,16830.2399110577,-335.239911057748
2011-09-26,16000,16820.3587371053,-820.358737105335
2011-09-27,16530,16810.4100452324,-280.410045232373
2011-09-28,16595,16800.4001943717,-205.400194371673
2011-09-29,16475,16790.3354275457,-315.335427545678
2011-09-30,16640,16780.2219028724,-140.22190287239
2011-10-10,16675,16770.0656481231,-95.0656481231273
2011-10-11,16690,16759.872633107,-69.8726331070125
2011-10-12,16745,16749.6487883368,-4.64878833678872
2011-10-13,16660,16739.4000154428,-79.4000154427505
2011-10-14,16695,16729.1322141335,-34.1322141335189
2011-10-17,16630,16718.851251297,-88.8512512969848
2011-10-18,16400,16708.5629797121,-308.562979712122
2011-10-19,16435,16698.2732154304,-263.273215430391
2011-10-20,16145,16687.9876469557,-542.987646955704
2011-10-21,16290,16677.7118539654,-387.711853965424
2011-10-24,16560,16667.4511916876,-107.451191687643
2011-10-25,16375,16657.210855086,-282.210855086018
2011-10-26,16380,16646.9959947081,-266.995994708149
2011-10-27,16440,16636.8116444469,-196.811644446936
2011-10-28,16490,16626.66272783,-136.662727829999
2011-10-31,16380,16616.5540870309,-236.554087030938
2011-11-01,16340,16606.4905077324,-266.490507732419
2011-11-02,16285,16596.4766778352,-311.476677835169
2011-11-03,16140,16586.5171750836,-446.517175083588
2011-11-04,16380,16576.6164484699,-196.616448469872
2011-11-07,16275,16566.7787624141,-291.77876241415
2011-11-08,16235,16557.0083000632,-322.008300063242
2011-11-09,16280,16547.3091239543,-267.309123954261
2011-11-10,15955,16537.6851635192,-582.685163519228
2011-11-11,16140,16528.1402376949,-388.140237694922
2011-11-14,16320,16518.6779245599,-198.677924559902
2011-11-15,16205,16509.3016417511,-304.301641751084
2011-11-16,16100,16500.0147247798,-400.014724779796
2011-11-17,16130,16490.8203833713,-360.820383371316
2011-11-18,16000,16481.721661901,-481.721661900972
2011-11-21,15995,16472.7214555956,-477.721455595576
2011-11-22,15955,16463.8224605572,-508.822460557177
2011-11-23,15870,16455.0271754175,-585.027175417472
2011-11-24,15880,16446.3378884811,-566.337888481137
2011-11-25,15810,16437.7566462264,-627.756646226382
2011-11-28,15830,16429.2852610297,-599.285261029656
2011-11-29,15915,16420.9252857782,-505.925285778212
2011-11-30,15835,16412.6780256393,-577.678025639324
2011-12-01,16195,16404.5445766505,-209.544576650495
2011-12-02,16255,16396.5257960608,-141.525796060778
2011-12-05,16220,16388.6224545017,-168.622454501677
2011-12-06,16170,16380.8352641038,-210.835264103752
2011-12-07,16195,16373.164867296,-178.164867296002
2011-12-08,16160,16365.6118193562,-205.611819356157
2011-12-09,16140,16358.1766019161,-218.176601916103
2011-12-12,16085,16350.859611616,-265.859611615959
2011-12-13,15975,16343.6611549103,-368.66115491029
2011-12-14,15835,16336.5814283583,-501.581428358267
2011-12-15,15645,16329.620476129,-684.620476128999
2011-12-16,15835,16322.7781350581,-487.778135058125
2011-12-19,15725,16316.0539589869,-591.053958986869
2011-12-20,15750,16309.4473001284,-559.447300128413
2011-12-21,15835,16302.9572663784,-467.957266378427
2011-12-22,15790,16296.5827343791,-506.582734379056
2011-12-23,15910,16290.3223873381,-380.322387338061
2011-12-26,15800,16284.1746990617,-484.174699061726
2011-12-27,15870,16278.1379861469,-408.137986146929
2011-12-28,15915,16272.2103650521,-357.210365052051
2011-12-29,15855,16266.3897835277,-411.389783527677
2011-12-30,15845,16260.6740416678,-415.674041667751
2012-01-04,15915,16255.0607695145,-340.060769514507
2012-01-05,15960,16249.5474252871,-289.547425287111
2012-01-06,15935,16244.131326637,-309.131326636991
2012-01-09,15945,16238.8096715289,-293.809671528898
2012-01-10,16070,16233.5795301449,-163.579530144908
2012-01-11,16245,16228.4378512178,16.5621487821999
2012-01-12,16215,16223.3815158632,-8.38151586318752
2012-01-13,16210,16218.407412043,-8.40741204299444
2012-01-16,16215,16213.5124242545,1.48757574550942
2012-01-17,16370,16208.6934335197,161.306566480305
2012-01-18,16370,16203.9473214754,166.052678524645
2012-01-19,16365,16199.2710364361,165.728963563933
2012-01-20,16395,16194.6615953558,200.338404644156
2012-01-30,16275,16190.1160836943,84.8839163057242
2012-01-31,16305,16185.6316697229,119.368330277066
2012-02-01,16215,16181.2055568009,33.7944431990686
2012-02-02,16270,16176.8349976296,93.1650023703743
2012-02-03,16190,16172.5172588794,17.4827411206363
2012-02-06,16215,16168.2496457314,46.7503542686473
2012-02-07,16145,16164.0294705933,-19.0294705932943
2012-02-08,16260,16159.8540651978,100.145934802205
2012-02-09,16180,16155.7207534113,24.2792465886603
2012-02-10,16325,16151.6269004967,173.373099503323
2012-02-13,16290,16147.5698817527,142.430118247307
2012-02-14,16215,16143.5471441438,71.4528558562368
2012-02-15,16220,16139.5561935091,80.4438064909415
2012-02-16,16125,16135.5945652235,-10.5945652235358
2012-02-17,16175,16131.6598279144,43.3401720856135
2012-02-20,16135,16127.7495458294,7.2504541705563
2012-02-21,16180,16123.8613011316,56.1386988684112
2012-02-22,16250,16119.9926789808,130.007321019176
2012-02-23,16225,16116.1412877425,108.858712257459
2012-02-24,16160,16112.304789522,47.6952104780283
2012-02-27,16255,16108.4808914222,146.519108577817
2012-02-28,16270,16104.6673202615,165.332679738504
2012-02-29,16250,16100.8618634233,149.138136576667
2012-03-01,16195,16097.062376633,97.9376233669746
2012-03-02,16270,16093.2667772636,176.733222736413
2012-03-05,16235,16089.4730231715,145.526976828481
2012-03-06,16175,16085.6791452677,89.3208547322681
2012-03-07,16165,16081.8832346181,83.1167653818653
2012-03-08,16140,16078.0834192103,61.9165807897211
2012-03-09,16195,16074.2778613889,120.722138611143
2012-03-12,16175,16070.4647490924,104.535250907617
2012-03-13,16200,16066.642320161,133.357679838957
2012-03-14,16165,16062.8088556457,102.191144354296
2012-03-15,16170,16058.9626917219,111.037308278093
2012-03-16,16150,16055.1022068069,94.8977931930602
2012-03-19,16165,16051.2258252164,113.774174783585
2012-03-20,16160,16047.3320104929,112.667989507117
2012-03-21,16160,16043.4192732086,116.580726791397
2012-03-22,16105,16039.4861705082,65.5138294918108
2012-03-23,16115,16035.5313077261,79.4686922738609
2012-03-26,16235,16031.5533172776,203.446682722389
2012-03-27,16250,16027.550864427,222.44913557303
2012-03-28,16180,16023.5226985353,156.477301464706
2012-03-29,16170,16019.4676609151,150.532339084874
2012-03-30,16165,16015.3846575605,149.615342439505
2012-04-05,16070,16011.2726566895,58.727343310527
2012-04-06,16190,16007.130688365,182.869311635019
2012-04-09,16170,16002.9578069255,167.042193074453
2012-04-10,16135,15998.7531423005,136.246857699537
2012-04-11,16040,15994.5158934676,45.4841065323883
2012-04-12,16175,15990.2453157238,184.754684276205
2012-04-13,16160,15985.9406831672,174.059316832849
2012-04-16,16050,15981.601346266,68.398653734025
2012-04-17,16050,15977.2267274376,72.773272562359
2012-04-18,16110,15972.8162773728,137.183722627173
2012-04-19,16075,15968.3694768438,106.630523156219
2012-04-20,16080,15963.8858633289,116.11413667106
2012-04-23,16090,15959.3650183835,130.634981616493
2012-04-24,16145,15954.8065715596,190.193428440429
2012-04-25,16145,15950.2102064085,194.789793591451
2012-04-26,16180,15945.5756851001,234.424314899917
2012-04-27,16175,15940.9028503221,234.097149677931
2012-05-02,16295,15936.1916416641,358.808358335901
2012-05-03,16285,15931.4420954821,353.557904517922
2012-05-04,16335,15926.6543964489,408.345603551144
2012-05-07,16275,15921.8288753839,353.171124616081
2012-05-08,16240,15916.9660319003,323.033968099711
2012-05-09,16150,15912.0665115979,237.933488402142
2012-05-10,16145,15907.1310936057,237.868906394264
2012-05-11,16065,15902.1606554051,162.839344594859
2012-05-14,15990,15897.1561728028,92.8438271972438
2012-05-15,16010,15892.1186889165,117.881311083515
2012-05-16,15900,15887.0492852422,12.9507147578394
2012-05-17,16040,15881.949092003,158.050907997028
2012-05-18,16020,15876.8192447755,143.180755224516
2012-05-21,16125,15871.660944468,253.339055531954
2012-05-22,16050,15866.4754511743,183.524548825702
2012-05-23,16000,15861.264129708,138.735870292032
2012-05-24,15960,15856.0284207445,103.97157925548
2012-05-25,16025,15850.7698223071,174.230177692866
2012-05-28,16045,15845.4898753968,199.510124603173
2012-05-29,16030,15840.1901930342,189.809806965783
2012-05-30,15980,15834.8724707094,145.127529290586
2012-05-31,15965,15829.5384823724,135.461517627642
2012-06-01,15935,15824.1900619628,110.80993803722
2012-06-04,15865,15818.8290994148,46.1709005852223
2012-06-05,15945,15813.4575304668,131.542469533155
2012-06-06,15915,15808.0773099426,106.922690057368
2012-06-07,15890,15802.6904470402,87.3095529597997
2012-06-08,15865,15797.2989951551,67.7010048448771
